global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
919.4155805732876	n/a	845325.0098009155	n/a	1053.0453877015548	n/a	1108904.588559518	n/a	841.8317329166653	n/a	n/a	708680.6665454756	852.1500631197791	746.5934611598148	n/a	n/a	n/a	n/a	0.0106450609	-0.1247555395	0.0989184752	-0.0461366786	0.0506581134	-0.0631608877	0.039972358	-0.1603316857	0.1277489241	-0.0464299739	0.0801683098	-0.0959356338	0.009127857	-0.0774409108	0.0979872556	-0.1161965877	0.0052376222	-0.0615304425	0.0580627356	-0.0479043801	0.0439386207	-0.0487497846	0.0701327167	-0.1038443844	0.0983527293	-0.0687515985	0.0536574513	-0.1183396659	0.0118421934	-0.0976076104	0.0277081349	-0.0836873533	0.0576334724	-0.0984376868	0.0953104755	-0.0042672077	-0.0925209932	0.0526282786	-0.079030983	0.02757749	-0.0717708859	-0.0335171435	-0.0063513708	0.0957735163	0.0069223279	0.0456989041	-0.0225322375	-0.0535885654	-0.0875824207	0.0782011216	-0.0980750359	0.059057076	-0.0827863101	0.0897788143	-0.0707058943	0.0353132979	-0.0619682969	0.0591057928	-0.1575027608	0.0599711164	-0.0375100859	0.1372317556	-0.0181378693	0.0816600126	-0.0088721353	0.026593279	-0.1377452953	0.0551316606	-0.0191576102	0.0794016719	-0.0102483446	0.1125966724	-0.1359822818	0.0467124194	0.0238603531	-0.092488474	0.0575078412	-0.1735280884	-0.0078630328	-0.1253956819	0.0963173217	0.0197259105	-0.0698097108	-0.0048711169	0.1252149741	-0.0697159929	0.0198383623	-0.0505206805	0.1149292036	-0.1631603409	0.0734409615	-0.0163655567	0.0578672092	-0.0690689977	0.0430075672	-0.0611430506	0.11427452	0.0237795957	-0.1765670401	0.0517204345	-0.0346709332	0.1237509668	-0.0611655394	0.0830811016	-0.175009709	0.1063493635	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0652778560158395	n/a	0.0042611984860246	n/a	0.1210398641736389	n/a	0.0146506487191729	n/a	0.3409333882167829	n/a	n/a	0.1162355752009755	-0.0007160017768608	n/a	5.126585444678229e-07	n/a	-0.0018549989324956	n/a	n/a	3.441021039559815e-06	-1.1649264756375863e-06	n/a	n/a	1.357053693641408e-12	0.0	0.0	0.0	0.0	0.0
919.223223229996	-0.1923573432915191	844971.3341253431	0.0370013475181713	1041.631259398027	-11.414128303527832	1084995.6805551196	130.28232492939514	842.8477166716035	1.015983754938247	1.0322229902984206	710392.2734985356	852.2864237809467	732.0428052781504	1.273484	22.601477	0.2072013055397582	0.0941292958008896	-0.027264927	-0.0940881059	0.0669166713	0.0016958434	-0.2329606536	0.0588918896	0.0522039858	-0.1336973112	-0.0613093783	-0.048853949	-0.030951251	-0.0418168107	0.1523252358	-0.1251918184	0.0823438101	-0.1481852987	0.0481213701	-0.1218021988	-0.0547651956	-0.0262714214	-0.1363813422	-0.0493992518	0.1996105745	0.0298372853	0.0198140212	-0.0668014049	-0.0882138981	0.045186388	-0.118253419	-0.1583206422	0.1633822829	0.0496909294	0.0027802623	-0.1371502416	0.0974763729	-0.0916141088	-0.0136918102	0.192090433	-0.1475262433	0.0349830502	0.1388446496	-0.0800889889	-0.0479565295	-0.0010735593	0.0192776356	0.1364393942	0.022408435	0.0186838218	0.0499170703	0.090881514	-0.1169891661	0.1021266842	-0.0850269569	-0.0307726521	-0.0030040571	-0.1942468172	-0.1751959773	0.0903563499	-0.0947492164	-0.0541837622	-0.0614209762	0.018767899	-0.1161184329	-0.0825392322	0.0062233736	0.0762107434	-0.1417877132	0.0596465031	0.0461361675	-0.0680869856	0.1218678861	0.2616726316	-0.0138255697	-0.0567487733	0.0439077977	0.0300652596	-0.1780474163	-0.0358290263	0.0966363348	0.025648223	0.0321642636	0.0163434024	-0.0688156098	-0.0070018311	0.1760621772	0.1279821762	0.0140399405	-0.0754046467	0.2421065495	0.0617488428	0.0943244364	-0.3005995298	0.1120952512	-0.0264910629	0.1020834732	0.0759771082	0.1237790457	-0.0786259672	-0.1413733466	-0.0527629623	-0.007248476	0.0652094055	-0.1699173156	-0.1483727571	0.0584133937	0.0037709879	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1082759735274123	-0.0429981175115728	0.0117236864433088	0.001848838109539	0.0890594254960177	-0.0319804386776212	0.0079315812696807	0.001022748458013	0.2909480715740358	-0.049985316642747	0.0024985318798756	0.0846507803526502	2.693201573508082e-05	0.0007429337925958	7.253334715546407e-10	5.519506201808993e-07	-0.0022540082092934	-0.0003990092767978	1.5920840297070344e-07	5.08055300756204e-06	-0.0005039705112383	-0.0005028055847626	2.528134560685229e-07	2.539862761977935e-07	0.0	0.0	0.0	0.0	0.0
921.5324741387705	2.309250908774402	849222.1008923237	5.332639759675401	1048.7269955548372	7.09573615681029	1099828.3112054756	50.34947160706486	844.7877306638064	1.9400139922029207	3.763654289943116	713666.3098801039	853.9918699962956	740.0659691967542	1.170537	20.774397	0.1182960340118014	0.0622696000970877	-0.0639034231	0.0323382972	-0.0823616185	-0.1915344507	-0.1466125249	0.0614846532	-0.0617277425	-0.034555614	0.0558353305	-0.2894654314	-0.040723176	-0.0110041858	-0.091893174	-0.0614040045	0.0292619517	0.0160790918	0.1092321592	0.0801596187	-0.1421341723	-0.0598550684	-0.0679167568	0.0543397921	0.1483315841	0.1425174631	-0.0364268106	-0.0484610724	-0.1806172167	0.075646631	0.0552710281	0.1506275796	-0.0879993605	0.0816422344	-0.0791314508	-0.1610257058	0.0349906539	0.0969810866	0.1381881209	0.1201169134	-0.0894839697	-0.1448766329	0.0039326643	0.056970271	0.1234911574	0.0970708677	-0.0284688179	-0.1192328435	-0.1097403013	-0.1120330025	-0.0790391476	0.0581440394	-0.0060050239	0.0172638667	0.1517500212	-0.1718576044	-0.0481459719	-0.0545624725	-0.1478945846	-0.1226687189	0.0067345107	-0.2192762787	-0.0022942104	-0.0003457934	-0.0074058478	0.0344546927	0.0020226205	0.0278813193	0.0460046059	0.0742337939	-0.2371971583	-0.216313308	0.0522680805	0.0691234844	-0.0121524714	-0.0580255956	-0.0403838657	0.2117224757	0.1530951913	-0.0269249199	0.0709114251	0.0884821022	0.0348730263	0.0250978694	-0.0860970276	0.0406371876	0.0604193011	0.0785895782	-0.0446071808	0.1304602839	0.185185391	0.0290105051	0.0668649008	-0.2515512074	0.0736039009	-0.0586732039	0.0082030173	0.0336846964	-0.0078405231	-0.0646050168	-0.0056535059	-0.0019755783	0.040257415	0.0309610912	0.0450040315	-0.0392459601	0.0231350128	-0.0370406313	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1094553290101174	-0.001179355482705	0.011980469048713	1.3908793545865586e-06	0.1286482252870513	0.0395887997910336	0.0165503658695079	0.0015672730688945	0.3216188664806481	0.0306707949066122	0.0009406976602034	0.1034386952762969	-5.126326705262883e-05	-7.819528278770965e-05	2.6279225489091412e-09	6.114502250249881e-09	-0.0015619922638769	0.0006920159454164	4.788860687106921e-07	2.4398198324112835e-06	-0.0003370400628135	0.0001669304484248	2.7865774611304823e-08	1.1359600394132803e-07	0.0	0.0	0.0	0.0	0.0
920.8036061214898	-0.7288680172806608	847879.2810463397	0.5312485866146416	1045.090121377598	-3.6368741772391786	1092213.3618010427	13.226853781069153	844.1140447229773	-0.6736859408291593	0.4538527468708695	712528.5204985845	853.127639927972	731.293051729323	1.022984	18.155668	0.1614828359422791	0.0775357030084926	-0.1374013726	0.0557193926	-0.0109874479	-0.1324749592	-0.0935070396	0.1139784307	-0.018397491	0.0572021537	0.1177586024	-0.1228206484	0.0648465728	-0.0289423643	-0.0001259283	0.0162582975	0.026467473	0.144964482	0.0862264181	0.084516225	-0.0603930848	-0.0023543862	-0.0221373252	0.0640527266	0.1699284042	0.1555087465	0.0506923393	-0.000684869	0.1188478438	0.0349996029	0.1663781299	0.0778458693	0.1182845809	-0.0493234376	-0.0716745718	0.0922835518	0.0973857177	-0.1551715372	0.1224118441	-0.0055283949	-0.0845804179	0.1528701205	-0.0587223761	0.010950838	0.1475283221	-0.0609794386	-0.0715490584	-0.0402725065	0.0451606045	0.0329913387	-0.0402329837	0.0515155118	0.1030669719	0.0375825763	0.1451777776	-0.052440583	0.0049493155	-0.0088149241	-0.0610374368	-0.0722847089	-0.0596991255	-0.065044292	-0.0666968403	0.056157412	0.1355608118	-0.1096206834	-0.0728612482	-0.1263617725	0.1585923148	0.0255068265	0.0710310893	-0.0526011722	0.1466359787	-0.0030355873	0.0918136164	0.0785794407	0.0501047826	0.1633648725	0.0645153253	-0.0520988768	-0.1272607249	0.0620471919	-0.0554819741	-0.0905021611	-0.1275939207	0.0432019011	-0.0477463166	0.0527374623	-0.0779912336	0.0350399615	-0.0220292356	0.0339071778	0.0770892237	-0.2289182486	0.1021761627	-0.0046671565	0.0172980778	0.017179484	-0.0707710368	-0.0214445475	-0.0902262365	0.0040380496	0.021589656	0.070146725	0.11741113	0.019737315	0.0242039337	-0.0932569204	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0665357204305365	0.0429196085795808	0.0044270020932105	0.0018420928006244	0.1657144605617304	0.037066235274679	0.0274612824392652	0.0013739057974378	0.3462489121453558	0.0246300456647077	0.0006066391494455	0.1198883091618423	0.0002068423462327	0.0002581056132853	4.278375619504815e-08	6.661850760939573e-08	-0.0014814527614273	8.053950244960007e-05	6.4866114548291365e-09	2.1947022843405726e-06	0.0004616537499178	0.0007986938127313	6.37911806495261e-07	2.1312418481316667e-07	0.0	0.0	0.0	0.0	0.0
918.8111007140528	-1.9925054074369652	844213.8387953694	3.970077798665548	1044.0604471726851	-1.029674204912908	1090062.2173504273	1.0602289682630293	842.7603967306497	-1.3536479923275238	1.832362887132336	710245.0862976022	852.7079994414999	735.3330669741088	1.086442	19.28191	0.1540045206246125	0.0795092512213526	-0.0627866819	0.0565827605	-0.0751327121	-0.0895942955	0.0897163666	-0.0291339045	-0.0549955773	0.0948350871	0.2135841387	-0.0055652419	0.1014674778	0.0560867381	-0.1441349023	-0.1302662538	0.0462782359	0.0700322942	-0.020889236	0.0872150786	-0.0034375163	-0.0712069015	0.0881743309	0.0141733026	0.2176857403	-0.119159195	0.0339955526	-0.0149087958	0.0492726612	-0.0076809953	-0.1381198572	0.1043977277	0.0581631733	0.0265420548	0.1761300246	0.0839510479	-0.1420135997	0.0889802664	-0.039475429	-0.0724464758	-0.0478766386	-0.1533147535	0.0623463631	-0.0032333477	0.0457102516	0.0139388329	0.0110210356	0.0430679649	-0.0777919749	0.0221900796	0.082073826	0.036065553	0.0679933312	-0.0587056282	0.0619799476	0.0307427173	-0.1365005783	0.0285782246	-0.0023079721	0.0275205607	-0.1221641293	-0.1049846413	0.1216621423	0.1903454633	0.0456725811	-0.0926103105	0.3065698442	-0.0372436274	-0.0273753007	-0.0248410388	0.0961658988	0.1337395432	-0.0660843414	-0.0901141004	-0.141651822	-0.0491544816	-0.04863982	0.0617829649	0.0536751878	-0.013531116	0.0787103603	0.0183916329	-0.0023572074	0.1426765687	-0.0485830921	0.0593059151	-0.0504563043	0.0005492897	-0.1045673476	0.1325012413	0.0435040185	-0.0088579789	0.0394559502	-0.0296398928	-0.0068969643	-0.0434635088	0.0041055197	-0.0831917113	-0.107909549	-0.0544677316	0.0071437194	0.0463639914	0.0786145696	-0.0236081144	0.2164941861	0.096306664	-0.0064506933	-0.0333400827	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0489050981778547	0.0176306222526818	0.0023917086277856	0.0003108388410167	0.1322700592735941	-0.0334444012881363	0.01749536858024	0.0011185279775218	0.2785077830664875	-0.0677411290788683	0.0045888605688798	0.0775665852286096	2.5173009171577232e-05	-0.0001816693370611	6.336803907523115e-10	3.3003748028227844e-08	-0.001108995455443	0.0003724573059843	1.387244447810825e-07	1.2298709201932269e-06	0.0003120130328647	-0.0001496407170531	2.2392344200165946e-08	9.735213267742836e-08	0.0	0.0	0.0	0.0	0.0
918.2746326342782	-0.536468079774636	843228.3009396186	0.2877980006170851	1048.2505836486816	4.190136475996496	1098829.2861198017	17.557243687476337	842.0774803428383	-0.6829163878114741	0.4663747927414717	709094.4829005431	851.8751741858837	738.558589322054	1.062137	18.850542	0.0955511990107626	0.0478713256201394	0.0290813324	-0.066569151	-0.1631139695	0.0347855605	-0.0055157283	-0.0944430493	-0.1514063135	-0.001611255	-0.0246600188	-0.0585468066	0.0436421378	-0.0740163809	-0.0403740555	-0.1261549495	0.0604983678	-0.1542039142	-0.0461255925	0.1001832139	-0.1297430619	-0.0340621125	0.0024741032	0.0792687784	0.062706457	-0.0488506112	0.1011985841	0.0080144862	0.0598523093	0.0301357527	0.0540265507	-0.0822887895	-0.0988068937	0.1378041481	-0.0580644351	0.0003980643	0.1427151377	0.0267295523	-0.1596024023	-0.0921069888	0.0430344634	-0.0514144155	-0.0281477249	-0.0461757845	-0.1016987255	0.1017945305	0.1833976442	0.0643042066	-0.0674155797	0.01983385	0.0105186721	0.0410317868	-0.1139650742	-0.1422881489	0.0497671895	-0.0430187184	-0.0481447623	-0.0276382726	-0.010654918	-0.0311915119	-0.1917286688	-0.037025702	-0.031437821	0.071029349	-0.0406038416	0.0142948627	-0.0605154513	-0.1255637764	-0.036367851	0.0587384816	-0.0412748257	-0.0326630293	-0.0162097782	-0.0638149783	-0.028382166	-0.0409778953	-0.0017925531	-0.2430841389	-0.1015952423	-0.037151761	0.0769521435	-0.1508170621	-0.0268577855	0.0438696222	-0.0275525268	0.0506811536	0.0968809991	-0.0763941034	0.013973845	0.1162160823	-0.0439818139	0.0371536327	0.0716735652	0.0234338183	-0.0269139513	-0.059225863	-0.0158605071	-0.0959634943	0.0862226948	0.0031855133	-0.0492186322	0.1207053234	-0.10605843	-0.0673239704	-0.0374194376	-0.037778508	-0.0635788931	0.0238465109	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0315195861798258	0.0173855119980288	0.0009934843129474	0.0003022560274336	0.1003586178178466	-0.0319114414557474	0.0100718521703085	0.0010183400957835	0.2925274452311299	0.0140196621646423	0.0001965509272107	0.0855723062134517	-0.0004798490574573	-0.0005050220666288	2.302551179426592e-07	2.5504728778210216e-07	-0.0009700728412154	0.0001389226142275	1.9299492743830563e-08	9.410413172637184e-07	0.0003112660458743	-7.469869903999819e-07	5.579895638268226e-13	9.688655131422185e-08	0.0	0.0	0.0	0.0	0.0
916.3724973946432	-1.9021352396349585	839738.5539812954	3.6181184698611406	1041.3414803418243	-6.909103306857332	1084392.078680502	47.73570850482693	842.32122728041	0.2437469375717	0.0594125695755822	709505.0499271761	851.6705542613917	734.3043348010582	1.064628	18.894762	0.1767633438117869	0.0982455091758385	-0.0647497951	-0.1854194568	-0.0359733238	0.0837703699	0.0794540835	-0.0004405818	-0.0950612532	-0.1260683003	0.0585357638	0.1269904964	-0.0244186733	-0.0066394334	-0.10359329	-0.0369568812	0.1104431459	-0.0821140937	-0.0035781068	-0.0109535892	-0.0041293858	-0.1769910171	0.1631768305	0.0751371674	-0.0854323083	0.1299627509	0.0070555229	0.0735663175	0.0447712177	-0.0216336642	-0.0044770992	-0.1043298472	-0.1386554601	0.02773989	0.0008203302	0.0483980815	0.1818417218	-0.1016609583	0.1128440658	-0.1191691026	0.1194678159	-0.008273253	-0.1036272124	0.0739144346	-0.0427928464	-0.0198989538	0.0763441276	-0.1641411559	-0.0215596724	-0.0312190915	-0.0439659639	0.1222134713	-0.1283520511	0.0001128466	-0.0258449652	-0.0037017858	-0.1157335621	0.2016649487	0.0629055501	-0.0934009127	0.0153878973	-0.0257811895	-0.1651429214	-0.0953657718	-0.0579287958	0.1270750411	-0.0767385315	-0.1413218209	-0.0190343176	0.0171090684	0.01086867	-0.0038814582	-0.0852487749	-0.0273294273	0.065617911	0.0196399477	0.1146611468	0.0531167566	-0.0444243926	0.0826278658	-0.1248753461	0.0046346246	-0.019844917	0.0378737922	-0.1114980903	-0.0134863696	0.1041311517	-0.1381650197	-0.036506813	0.015292178	-0.0903076299	0.0080014557	0.0510471221	0.1497031075	-0.0376479379	0.0377330612	-0.0384796332	-0.0569011402	-0.0345331644	-0.0819565868	-0.0032817251	0.0245641822	0.0049480789	-0.1041506244	-0.0440309758	0.0138985665	0.0615738869	-0.0168240342	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0397013131522214	-0.0081817269723955	0.0015761942660107	6.694065625082559e-05	0.1777184351747962	0.0773598173569496	0.0315838422009782	0.0059845413415006	0.3510349090502416	0.0585074638191117	0.0034231233225446	0.1232255073719113	-0.0002891537466293	0.000190695310828	8.360988918976144e-08	3.6364701571787535e-08	-0.0011340923991312	-0.0001640195579158	2.69024153788945e-08	1.2861655697671611e-06	0.0006108378903971	0.0002995718445228	8.974329003079268e-08	3.731229283447796e-07	0.0	0.0	0.0	0.0	0.0
916.21917844594	-0.1533189487032586	839457.5829521532	0.0235067000314724	1039.553701617501	-1.7877787243232888	1080671.8985466484	3.1961527671430057	842.4113675897771	0.0901403093671433	0.0081252753728043	709656.9122444786	852.158505263246	731.1595980052707	0.894744	15.87969	0.0570646190529286	0.029676313063319	-0.0854073847	-0.1713435895	0.0719732279	0.1210850162	0.0119996382	0.1170695457	0.0263328617	-0.0624626543	0.0248326827	0.1703940768	-0.0322147189	0.0324693265	0.0906977806	-0.0931435262	0.1096636931	-0.0423106489	0.0550899818	-0.0769651887	0.0670108236	-0.1387751874	0.0086693074	-0.0231882617	-0.1541297446	-0.0613333629	0.0569001452	0.110320946	-0.0303876483	0.0160259385	0.0328510586	0.0513173146	-0.0212867253	-0.0311268048	0.0131629714	0.0549832444	-0.0436943671	0.0523628442	-0.0220112531	-0.0970420524	-0.0133683334	0.1305803994	0.1174035986	-0.0055615683	-0.2063801667	0.0555837562	-0.1094358948	-0.0413619281	0.0658532071	-0.1187962237	-0.1714914174	0.1142143925	-0.0446351828	0.108677704	-0.0517784659	0.0818709644	-0.0882384969	0.0493155273	0.0883258896	0.0684772676	0.0130517518	0.1405836673	0.0588064262	-0.1347798736	-0.0057940713	0.0207097024	-0.0443925101	0.0382365579	0.0565121657	-0.018258971	-0.0935827386	0.1237055501	0.0730733109	-0.1793632789	-0.0166384357	-0.0313265794	-0.033384348	0.0569335264	-0.1620852982	-0.0683251272	0.003380218	0.0169568986	0.0555851061	0.0405424874	-0.1221863829	-0.0082377098	0.0925596145	-0.0948155175	0.0276650088	-0.1058861429	-0.0998985489	-0.0482190308	0.0135748094	0.1366278224	-0.0492758038	-0.0041292718	-0.0522489513	-0.0824026383	0.0570684289	-0.0069164264	-0.1013419457	0.0211767105	-0.0317292229	-0.1856264192	0.0395866672	-0.0190198292	0.1260972925	0.0006226199	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0402912500251346	-0.0005899368729132	0.0016233848285879	3.4802551402261245e-07	0.1782308121062641	0.0005123769314678	0.0317662223840584	2.625301199004446e-07	0.3626812134606041	0.0116463044103625	0.0001356364064188	0.1315376625972563	0.0001950498788087	0.000484203625438	3.804445522328856e-08	2.34453150887303e-07	-0.0013019194774652	-0.000167827078334	2.8165928222126588e-08	1.6949943258032597e-06	0.0008451272033888	0.0002342893129917	5.4891482182122764e-08	7.142399899077742e-07	0.0	0.0	0.0	0.0	0.0
915.5263999297032	-0.6927785162367854	838188.5889682429	0.479942072559242	1036.5112088593569	-3.0424927581441352	1074355.4860910852	9.256762183359507	842.1892534002558	-0.222114189521335	0.0493347131867195	709282.7385428803	851.3809063806038	731.2366990869558	1.114189	19.774355	0.0758961012979715	0.043643797721114	-0.1454885562	0.0226244579	0.0589844967	0.1101826123	0.018792711	0.1856731238	-0.0439461552	0.0776135122	-0.0308051613	0.1484189183	-0.0615891909	0.0077427698	0.0100688849	0.0580107844	0.1253056455	0.1284102189	-0.0323017164	-0.0434512327	0.0481513525	-0.0009092389	-0.0123554795	0.0627873087	-0.1295956436	-0.00525374	0.0689960348	-0.0233941011	0.1204153234	0.0466936844	0.0723852649	0.0074374942	-0.0726723261	-0.0689641016	-0.0645713433	0.0608613141	0.0035162747	-0.0594747371	-0.0992900268	0.0425324782	0.0591025735	0.1297586995	-0.0520535647	0.113930585	-0.0319591452	0.0597203469	-0.1858112173	0.1435711828	-0.0674862133	-0.063629398	-0.0190475871	0.1236209691	0.1269660744	0.0073832186	-0.0411350946	0.024088728	-0.0010377949	0.0055323098	0.0788875566	-0.0391512891	-0.0002283062	0.0910952506	-0.0246271822	-0.1012173253	-0.0464433923	0.0407863553	-0.1531281097	-0.0862575698	0.0526385583	-0.0936953608	-0.0096542505	-0.0202787872	0.0170478571	-0.0326309777	0.0894962509	0.1035677261	-0.1170826614	-0.0901466538	0.0414065985	-0.1425539358	-0.1185965522	-0.0135547363	-0.0355316187	-0.1040398377	-0.1107451417	0.0169070388	-0.0765488205	0.0391807101	0.0915227456	-0.0412535818	-0.084021731	-0.0889518126	0.0689402026	0.1032704233	-0.028427561	0.0738872922	-0.006050191	-0.0995341026	-0.0231977865	0.0100310511	0.1604019949	0.0014716646	0.0977292204	-0.0765541666	-0.0003838743	-0.0486574315	0.0907320181	0.0151088768	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0474269099942858	-0.0071356599691511	0.002249311791606	5.091764319534689e-05	0.1694877797930019	-0.0087430323132622	0.0287261074991611	7.644061403074707e-05	0.3256116056356859	-0.0370696078249181	0.0013741558242932	0.1060229177246494	0.0003166899326375	0.0001216400538287	1.0029251343394429e-07	1.4796302695473358e-08	-0.0016368685304271	-0.0003349490529618	1.1219086808007357e-07	2.6793385859025738e-06	0.0008427602863667	-2.3669170221000302e-06	5.602296189506877e-12	7.102449002768822e-07	0.0	0.0	0.0	0.0	0.0
918.3777477116604	2.8513477819572017	843417.6874919422	8.130184173672253	1043.7216935591264	7.210484699769495	1089354.9736059308	51.99108960560999	842.2771097196566	0.0878563194007711	0.0077187328586503	709430.7295576984	850.9807998464206	722.944394327719	1.014202	17.999802	0.197414353347107	0.1037110830498548	-0.0784432655	0.0589150351	-0.0017028693	0.0397778176	-0.1524219367	0.1084943015	0.0034776356	0.0090415135	-0.1919016577	-0.0016716949	-3.0759e-05	-0.0819925356	-0.0583762999	0.0175048554	0.0902923692	0.0766894467	-0.0756906424	-0.0072359787	-0.0631224379	0.051099801	-0.0064709205	0.0394332407	0.0246043945	0.0016526642	0.0542710995	-0.0587471114	0.1353294336	0.0991393402	-0.1147014748	-0.1446322029	0.0515997802	-0.1868120758	0.1746164995	0.023985632	-0.1157868825	-0.0657857124	-0.0823402387	0.0672516828	0.0702732005	-0.1136081619	0.063815799	-0.0092030182	0.0333634425	-0.244086066	-0.0512702495	0.026525522	-0.0441058369	0.1294219799	0.1651206091	0.0866277491	0.0913969389	-0.0645275032	-0.069816401	-0.0781047681	-0.0075924951	-0.0117462008	-0.0751857846	-0.0791761231	-0.040332511	0.1166225801	0.0230737883	0.0528240741	0.0036621221	-0.1750156293	-0.0998246811	0.0343094038	-0.092631672	-0.1849328319	0.1763880714	0.1431569753	-0.1447876253	0.1214087587	0.0865643018	0.0603542586	-0.0016513116	-0.0697754851	0.0473547348	0.0979828234	0.0671962536	0.0383015932	-0.1441520801	0.0213333221	-0.0438815994	0.0463658319	-0.0312890785	0.122983364	0.1301632365	-0.0716711305	-0.0333588928	-0.0499395366	-0.0434583062	0.009919691	-0.0808333544	0.0170067311	0.107396478	-0.0228360324	0.0363057599	0.0808623268	0.2521023694	-0.1157168233	0.0486815682	0.0086175468	-0.0950619448	-0.0435431339	0.0954091049	-0.0422524956	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0389794915819123	0.0084474184123735	0.0015194007639843	7.135887783370685e-05	0.121467725682919	-0.0480200541100828	0.0147544083825808	0.0023059255967352	0.2486931190014303	-0.0769184866342556	0.0059164535861041	0.0618482674386595	0.0009578885951105	0.000641198662473	9.175505606427674e-07	4.111357247571642e-07	-0.0011861897072169	0.0004506788232101	2.031114016901305e-07	1.4070460215073151e-06	0.000654069888242	-0.0001886903981247	3.56040663444578e-08	4.278074187049024e-07	0.0	0.0	0.0	0.0	0.0
