global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
909.8675412444242	n/a	827858.942610174	n/a	1030.9697315216065	n/a	1062898.5873137333	n/a	864.5740225409384	n/a	n/a	747488.240452619	873.6833412822398	714.9070144103073	n/a	n/a	n/a	n/a	0.0612918568	-0.1737263589	0.0567476268	-0.038020688	-0.0864732864	0.0900078135	-0.0130327573	0.1072145378	-0.0933580363	0.2883774168	0.2280549071	-0.0285950982	0.0612020775	-0.1309032867	0.0694001179	0.0372674698	-0.1219125626	0.0639073619	-0.0876198938	0.1170843111	-0.2166240234	0.035662471	-0.1712517793	0.0188038824	-0.1501787614	0.1137059886	-0.0757624468	0.0223837953	-0.0069798112	0.0137458163	-0.124051116	0.0086285838	-0.0139867909	0.0049136063	0.0166742258	-0.0439441548	0.0714316646	0.043734152	-0.1295351773	0.0203092722	0.0059173445	0.0724551721	-0.0963064962	-0.0364473255	0.1350615097	0.0045666026	0.0242544261	-0.1033229289	0.0810448581	-0.0067382205	0.0969287441	-0.1034088362	0.1234068683	-0.1431374051	0.0183811545	-0.3321720601	0.0727486633	0.1247323543	-0.1010805288	0.0286079814	-0.0675589507	0.1981657259	-0.0205052063	0.0514551482	-0.0139144513	0.0939622892	-0.1313666007	0.0792335752	-0.0588503922	0.1524763249	-0.013622226	-0.008457484	0.0598457516	0.0309591329	-0.1557255624	0.0917457532	0.0267895464	-0.0534492697	-0.0307084213	0.0049559543	-0.1456325052	0.1101170935	-0.1454535989	0.13776005	-0.0517870678	0.0662188574	-0.1712816971	0.1973457641	-0.038380092	0.0098915502	-0.0616425621	0.0558763064	-0.104257293	0.0765458041	-0.0766676624	0.0482020325	0.0715890189	0.086872176	-0.1279162927	0.2544611362	-0.0397745389	0.1320122928	-0.0306215868	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0185621863953571	n/a	n/a	0.0003445547637759	0.0119305593685652	n/a	0.0001423382468468	n/a	0.0913431812494849	n/a	n/a	0.0083435767607762	-0.0013830024050191	n/a	n/a	1.912695652288615e-06	-0.000694999415979	n/a	4.830241882111511e-07	n/a	-9.809207964071474e-07	n/a	9.622056088240325e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.8247170893604	1.9571758449362733	831424.3146950922	3.830537288002015	1020.9227590984768	-10.04697242312966	1042283.2800452466	100.94165487112788	865.2249554133011	0.6509328723627732	0.4237136043224503	748614.223469949	873.3709792061367	723.2653483365676	1.348146	22.863184	0.2286809857000961	0.092985264066731	0.1412258334	-0.0479274113	0.0215792387	0.0774442015	-0.0101470842	0.149105231	0.1140357067	0.0391901765	-0.0795132479	0.2577316886	-0.1059936449	-0.0492067131	-0.0232002267	-0.0677033733	0.0751030784	-0.0446898903	-0.0647572044	0.0411003154	-0.1132152241	0.1882427143	-0.229038658	-0.1120098345	0.0746801854	0.0604565996	-0.0266376564	-0.0298041116	0.0451646285	-0.0931796998	-0.3148581017	0.1818359914	0.1633049535	-0.1597507587	-0.1365136284	0.0950750491	-0.0844424317	0.0166632848	0.0779071701	0.0684497941	-0.0590305553	-0.0541906317	-0.0144801615	0.050354954	-0.0069878269	0.0033293399	0.1100516116	-0.1251410844	0.0702562225	-0.1206591625	-0.0167049489	0.0123482023	0.0921143418	-0.0915554129	0.1218382972	-0.1018898411	0.1606202236	-0.2355615393	0.091548461	-0.1373381203	-0.1771535033	-0.004085444	0.1082839019	0.1889944602	-0.0325586791	0.0921953406	0.152830265	-0.0906185147	0.179806192	0.0788400367	-0.0465165169	-0.1671058193	0.0183564709	-0.0927926092	0.1270375797	0.0101783821	0.0696756031	0.034368769	0.0324253907	-0.1382934166	0.0540530093	0.0419128185	-0.0935163386	0.066741343	-0.1072787432	0.0304747558	-0.0700356675	0.2500713224	-0.1487456886	0.1399802611	-0.0639729834	-0.0001325206	-0.022562261	0.1519788758	0.0969049462	-0.0156691735	-0.1311773258	-0.0022020704	0.1644680576	0.145045083	-0.2041651584	0.1262666972	-0.0525997532	0.0407065495	-0.1450741316	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.070175499674491	-0.0516133132791338	0.00266393410765	0.0049246007545644	0.032420516618643	0.0204899572500778	0.0010510898978197	0.00041983834811	0.118017343901954	0.026674162652469	0.0007115109532103	0.013928093461672	-0.0003508713137742	0.0010321310912449	1.0652945895143882e-06	1.2311067882963308e-07	-0.0012636779587906	-0.0005686785428116	1.5968819835331777e-06	3.233952850543248e-07	0.0009962804955154	0.0009972614163118	9.92574825744411e-07	9.945303324642315e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.9997076192368	5.174990529876368	840888.4637737658	26.78052698431009	1028.373145781623	7.450386683146121	1057551.3269647912	55.50826172840106	866.3266581447335	1.1017027314323968	1.213748908445604	750521.878612222	875.6277180547299	755.9600738070378	1.34062	22.735556	0.3062183727358056	0.1360505443672276	0.0092598126	0.0719350934	0.0524806246	0.0499120619	0.075259599	0.0704085217	0.0121031593	0.0233790352	-0.3070748233	-0.0096098325	0.1108913298	0.0103388762	0.0372572596	-0.0887671317	-0.083878683	-0.0801451555	-0.1264671185	0.1143946889	-0.1404646098	0.0050921954	-0.0623762795	-0.0286090681	-0.0127536101	-0.1312274009	-0.0869845332	0.0899628974	-0.1464275324	-0.1000111846	-0.0067319866	-0.2975573289	-0.0365877476	-0.1156721933	-0.0065323759	0.0053964722	-0.1149989926	0.0702530012	0.0657041734	-0.0063788589	0.2028710645	-0.1783357052	0.0551602851	0.0573195632	0.0146034485	0.008756081	-0.0382867409	-0.2341904827	0.0117720955	-0.016828814	0.0382394845	-0.1334574958	0.090172888	-0.1024510364	0.1007438114	-0.0545678518	0.1906723958	-0.0362634621	-0.0852118683	-0.0721589783	-0.0187718775	-0.0772479864	-0.2177799962	-0.0605431934	-0.0919551795	-0.1869231442	-0.1600280957	-0.1059874621	0.1477429709	0.0573029726	0.219617564	-0.0333843016	-0.2581617559	0.0229528725	0.033825106	0.1648931751	-0.0435187875	-0.1044017534	0.0042635529	0.2069929721	0.0422377377	-0.0328518629	-0.1034987551	0.1426706819	-0.1185765315	-0.1045742809	0.0523979281	0.2294611893	-0.11120797	0.1251241161	-0.0008172363	-0.0661434012	-0.0909990842	0.0970119617	-0.1368185313	0.0894369723	0.035952698	0.0078795276	-0.0598651288	-0.0715199636	0.0637036498	0.2270321513	-0.0249227617	0.0091428005	0.0013541091	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0355343244697934	0.0346411752046975	0.0012000110195625	0.0012626882155245	3.107895001619454e-05	-0.0323894376686268	9.659011341091186e-10	0.0010490756724898	0.0052585175041528	-0.1127588263978011	0.0127145529306094	2.76520063414814e-05	-0.0015053326465925	-0.0011544613328183	1.332780968972606e-06	2.2660263768971806e-06	-0.0018256429516447	-0.0005619649928541	3.3329721868899727e-06	3.158046531935087e-07	0.0001841281518942	-0.0008121523436212	3.390317631997359e-08	6.595914292494077e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.7890062193732	-0.2107013998636375	840502.0819247059	0.0443950799044964	1029.2013042238025	0.8281584421795287	1059255.324615976	0.6858464053532238	866.8513016925244	0.5246435477909017	0.2752508522386241	751431.179246024	876.1287694470636	755.4170327576784	1.283566	21.767984	0.2316587457821906	0.1016593301194683	-0.0828544321	0.0792877762	0.1022454931	0.0365481664	0.1514721758	0.083862015	-0.015803137	0.1570987471	-0.0599832591	0.0767573802	-0.1186866176	-0.0534366357	-0.0213090183	-0.0538048366	-0.1218599129	0.0399344589	-0.1739910341	-0.1012906021	-0.1037738079	-0.0149962442	0.1026066104	-0.0529223844	-0.0483787858	0.0718326053	0.0314643513	0.0354782559	-0.0305687142	-0.2007193053	-0.0525283928	-0.0340165866	-0.0089768639	0.1048475186	0.0056021689	-0.1063631202	-0.1654802789	-0.1241697411	-0.0466479009	-0.0275359964	0.0993328368	-0.021255028	-0.0479280044	-0.0422495321	0.0101427848	-0.0746568576	-0.1176985706	0.0420511432	0.0530288448	0.0301917771	0.0204040276	-0.1415695161	0.1635722455	0.0041593516	0.0776694636	-0.0148026285	-0.0110902092	0.1481311407	0.1144120203	0.0374867086	-0.2046784551	-0.0854758393	-0.0538242623	0.0209971176	-0.0454643268	-0.0078107917	-0.1205422576	-0.0596818275	0.0116909664	-0.1210596369	0.0218457104	-0.0179873929	0.0349773946	0.1290130076	-0.1110924018	-0.0568826424	0.1315294065	0.0283741257	-0.0714455726	0.1092966131	0.0592434841	0.0192396348	0.0243015147	0.1200028802	-0.0483265593	-0.070039852	0.1178859899	0.0379643102	0.0115376622	0.0322705032	0.0400408862	-0.0296365309	-0.1451829813	0.0474948689	-0.2126384313	0.0470629568	0.0650985947	0.0037983667	-0.0514484966	0.1474398049	0.0993858646	-0.0588582487	0.0579710598	0.0102652019	0.0253052251	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0044514701079663	0.031082854361827	0.0009661438352785	1.98155861221175e-05	0.0362385641011258	0.0362074851511096	0.0013132335281114	0.0013109819809678	0.0528658319661374	0.0476073144619846	0.0022664563902822	0.0027947961894718	-0.0001899577910797	0.0013153748555128	1.73021101051532e-06	3.6083962391878954e-08	-0.0008950091971784	0.0009306337544663	8.010414630339241e-07	8.660791849520416e-07	9.491492572791307e-05	-8.921322616628693e-05	9.008843125935257e-09	7.958999722997062e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.3511797930086	-1.4378264263646088	837867.7823484527	2.067344832352422	1037.154691251119	7.953387027316467	1075689.853584204	63.25636520628586	866.3949255646959	-0.4563761278285483	0.2082791700517794	750640.167044255	876.3426255393422	753.3933125362316	1.139155	19.318914	0.0965677009074633	0.0418627336416444	-0.0513563698	0.0420852125	0.1699312788	0.0206939072	0.1327634308	0.0468253411	-0.1280566826	0.0972130822	-0.0524135086	-0.014248075	-0.0242050932	-0.0764899163	0.0367952364	-0.0015127554	-0.0945485541	-0.0336835611	-0.0830305335	0.0119613451	-0.0118321016	0.0435960679	0.1144593574	-0.0468282015	0.0722851047	0.0589282511	0.1570144095	0.1309341497	0.0412705962	-0.0061310154	0.042630592	0.0391340392	-0.0892358331	-0.0514798832	-0.0844698457	0.0060252775	0.0342918222	0.0359196056	-0.1646132203	-0.1208703523	0.0225700883	0.1380035204	-0.1540907696	0.060619207	0.0822910102	0.0638195658	-0.0845607839	-0.160569831	0.0645771495	0.0790224992	0.0424172462	-0.084110396	0.0988400297	-0.0257598778	-0.0311285108	0.0538510348	-0.0565290915	0.1114672122	0.0526392466	-0.0418816275	-0.0428875985	0.0389592474	-0.0647457856	-0.0634437614	-0.0865838499	0.0327905106	-0.0367963384	-0.1200756723	-0.0933927806	-0.0945545789	-0.0116758064	-0.1755053867	0.0929023341	0.026799073	0.1003868553	-0.0802881624	0.0679915791	-0.0487585273	0.1545286386	-0.0550960335	-0.1768712871	0.040926171	0.0672655846	0.0364710251	0.0610319359	-0.0343247392	0.1388288206	0.0733663374	-0.0162905144	-0.067750818	0.0072319297	0.054746327	-0.0421143152	-0.0197560238	-0.0800510869	-0.0141660492	0.0668300471	0.0136172468	-0.1793584169	-0.0945482446	0.2528033698	-0.1204592902	0.050776284	-0.0009471222	-0.0540569579	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0137704252817201	-0.0093189551737538	8.684292553043271e-05	0.0001896246124394	0.0146415721690971	-0.0215969919320287	0.0002143756355828	0.0004664300605121	0.0753818730290305	0.0225160410628931	0.0005069721051458	0.0056824267813648	0.0004009885407767	0.0005909463318564	3.492175671345344e-07	1.607918098342272e-07	-0.000749006093889	0.0001460031032894	5.610101286828574e-07	2.131690617013522e-08	-3.084989390204261e-05	-0.0001257648196299	9.51715953767286e-10	1.5816789856555292e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.1421338132492	-2.2090459797593667	833828.5565450139	4.87988414069102	1034.168006303575	-2.986684947543836	1069503.4652619113	8.920286975884924	864.4263271755642	-1.968598389131671	3.87537961769181	747232.8751142356	875.5470902701725	744.6594831649209	1.067446	18.102808	0.0942581531348815	0.0495410887082346	0.0334356786	0.050776857	0.1895252804	-0.0860104244	0.1325562707	0.1067304941	-0.0864451173	-0.0318990297	0.0070980187	-0.1006044386	-0.0454582036	-0.1669074133	0.060705097	0.0962264358	0.0482469291	-0.075353003	-0.1309286708	-0.0231425548	0.0143770725	0.0165225134	0.0447278465	-0.0895949721	0.0887414789	-0.0358882574	0.0258755949	0.035011401	0.0293439361	0.0516137388	0.040001178	-0.0077102062	0.0571193982	0.0131979563	-0.1263775427	-0.0511274352	0.0842016985	0.0443850941	-0.0614786382	-0.1414452204	0.0597500422	-0.0414110467	-0.0615404194	-0.1946370035	-0.0084889187	-0.0077049887	-0.0055505078	0.0940606326	0.1583016917	0.1386305318	0.0386573115	0.0470058341	0.0494182157	-0.1192386453	0.047421793	0.0174599993	-0.0160704496	0.1120629885	0.0370155389	-0.0575783074	0.0650440696	0.0873328095	-0.0210185687	-0.0612178943	0.0689929403	-0.0411433478	0.0679714862	0.0223104434	0.0713505086	-0.0244623859	0.0330403405	-0.1580595404	0.0386679181	-0.0752545132	-0.0318698316	0.0050047766	-0.0176261784	-0.0929119537	-0.0299836169	0.090496583	0.1568830894	0.0491473883	0.1187393997	0.0315602291	0.0413692268	0.0081311642	0.0571595773	0.0979991095	-0.015189609	0.0209796666	-0.0944762625	0.1273864805	-0.0399155991	-0.0038712657	-0.0574543574	0.0769212978	0.0156557946	0.08008168	-0.0180381193	-0.1478806163	0.0772102618	-0.0599962564	0.0947761339	-0.1049674417	0.0572543508	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0115653325171649	0.0022050927645551	4.862434100293691e-06	0.0001337569162325	0.0192882468802935	0.0046466747111964	0.0003720364677151	2.159158587167215e-05	0.0926878812481533	0.0173060082191228	0.0002994979204803	0.0085910433302717	0.0001888916850751	-0.0002120968557016	4.498507619850534e-08	3.568006869051076e-08	-0.0013124431297151	-0.0005634370358261	1.7225069687363667e-06	3.1746129334050186e-07	0.0005956237633704	0.0006264736572724	3.547676674915183e-07	3.924692432563099e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.403925023051	0.2617912098017996	834306.7302475154	0.0685346375294898	1033.0228301790023	-1.1451761245727994	1067136.1676710355	1.3114283562915758	865.275444993416	0.8491178178518339	0.7210010685934602	748701.5957085541	875.6758786019893	736.1387392697486	0.94204	15.976051	0.0251435867423379	0.0166368248959456	0.1111196302	0.0392203753	0.1173176704	-0.0836348873	0.1188157593	0.1451607513	-0.0470455046	-0.1393747108	0.0277525635	-0.0915312384	0.0010638174	-0.1196695641	-0.008043039	0.160698588	0.0577225704	-0.1500714006	-0.1038168606	-0.0902535698	-0.0353689818	-0.0837312518	0.0348266558	-0.0309451525	0.0295965801	-0.1559503432	0.0811598121	0.1511524987	-0.1021089923	-0.0901444518	0.1991495633	-0.0043173324	0.0464271461	0.1762929182	-0.0347926398	0.0924238102	0.0343103073	0.1333490949	0.0361207421	0.1056371294	-0.057718167	0.0079153015	-0.02875742	-0.1664372925	0.0353783928	0.2208647614	-0.0854749842	0.0603863341	0.1466012729	0.1224203614	-0.0539130249	0.085913757	-0.0113831952	-0.1563270538	0.056193027	-0.0223639815	0.0161296066	0.1828347078	-0.039789073	-0.0494799248	-0.0065150854	-0.021326528	-0.0508793667	-0.0421864372	-0.0648301106	-0.0315786546	0.0758686315	0.068043601	-0.1257558402	-0.1721436929	0.0516131648	0.0079655025	0.0361609499	-0.0970492283	-0.0896991069	-0.1123420798	-0.0474103432	-0.0538065482	-0.2407549526	-0.0572996064	-0.0901863197	0.0454711005	0.1006102353	0.0064563793	0.0613726859	0.041200249	-0.0373232783	0.1140753665	-0.0418413752	-0.0314992316	-0.1221122564	0.1027845852	0.01141183	0.0628064613	0.0592573075	0.0253793861	0.0426480654	0.1106278325	0.0506796525	-0.0804535953	0.1343047615	-0.1298877754	0.1185452602	-0.0964066619	0.0683201887	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0238414664716657	-0.0122761339545008	0.0001507034648688	0.0005684155235195	0.007647427423933	-0.0116408194563605	5.848314620432252e-05	0.0001355086776155	0.0927151714434799	2.729019532660137e-05	7.447547609640555e-10	0.0085961030157938	0.0001854047920828	-3.486892992300006e-06	1.2158422739750887e-11	3.43749369272663e-08	-0.0013124443636471	-1.233931999980453e-09	1.722510207669041e-06	1.5225881805757613e-18	0.0006161224991691	2.049873579870005e-05	3.796069339823777e-07	4.201981693449071e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.0886116311026	-0.3153133919483935	833730.8126904145	0.0994225351420012	1033.506145731608	0.4833155526057453	1068134.953265004	0.2335939233905969	865.1990311617232	-0.0764138316928892	0.0058390736739892	748569.3635231844	875.4557912160253	736.4686295751394	0.943347	15.998211	0.0552653650475171	0.0294374493110426	0.1529728205	-0.0114139218	0.014850697	-0.0735538272	0.0356397011	0.135775697	0.0323483505	-0.1931709689	0.0425938595	-0.1226518919	0.0216113637	-0.0786677013	-0.0176546278	0.1195774213	0.1007991562	-0.0622993563	0.0104477118	0.0243954447	0.0138229744	-0.0187403756	-0.0081816818	0.018718833	0.0098733933	-0.123277597	-0.1369986059	-0.0592995693	0.0332842358	0.1124044352	-0.0613540425	0.0316743522	-0.070412182	0.0589220131	0.1624536311	-0.0972418986	-0.0782249555	0.0724804214	-0.0507112526	-0.1274686588	-0.1843462625	0.0631523725	-0.0438579265	0.1057070613	0.1456446544	-0.1324155323	-0.0777499694	0.2197748061	0.1164699441	0.059359655	-0.0477747578	0.1137939375	-0.1011762837	-0.0875950756	-0.0042578141	-0.0215575311	0.0513685058	0.009164186	-0.0920247851	0.0723993561	0.1484662697	-0.0138699692	-0.0679478293	-0.0118962741	0.0331445129	-0.1628113108	-0.0156731174	0.038381789	-0.0288319782	-0.0556997288	-0.1815803308	-0.0722460263	0.1032095385	0.1245015152	-0.1110979317	-0.083450293	-0.0180166173	0.1204353479	0.0422396546	-0.1074310516	0.0336017974	0.053310503	0.0926746523	-0.0101066171	0.0464900182	0.0760505676	-0.0897614912	0.023892471	-0.0251136318	0.038527502	-0.1071964399	0.0580533439	-0.0264425375	-0.0400617572	0.0459113373	-0.0043820714	0.0127713183	0.0385284964	0.0238684174	0.001764037	0.0152429845	-0.1302641245	0.0082834809	0.0760449134	0.0568075338	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0238930639287957	-5.15974571299975e-05	2.6622975822819293e-09	0.0005708785039055	0.0247646304357544	0.0171172030118214	0.0006132869206194	0.0002929986389479	0.1041658143130206	0.0114506428695407	0.0001311172221257	0.0108505168714946	0.0002548018691301	6.93970770473e-05	4.8159543027088935e-09	6.492399251219262e-08	-0.0009019162463224	0.0004105281173246	8.13452915380288e-07	1.685333351141626e-07	0.0006691157389776	5.2993239808499975e-05	4.4771587214753974e-07	2.808283465401186e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.13295120353	1.0443395724273614	835639.0524760752	1.090645142537764	1036.6894973331027	3.183351601494678	1074725.1138807612	10.133727418738731	865.8586724635122	0.6596413017890654	0.4351266470259729	749711.2406802757	875.5417649527897	734.3920957642025	1.030012	17.467955	0.0719956600841778	0.0325560630335478	0.104922306	-0.0753150938	-0.0245079796	-0.0172104043	-0.0507862083	0.0297730608	0.0596787371	-0.14179635	0.062836673	-0.0167545065	0.0250250309	-0.0450152595	-0.035043161	0.1084958563	0.0473921035	0.0359945122	0.0043236079	-0.0109244119	0.1349031406	-0.0082019821	-0.0275726181	0.1466720661	-0.0600003285	-0.1094289137	0.1440103823	-0.0572400595	0.07178121	0.140032439	-0.014877046	0.0325603949	0.0112800665	-0.1711592532	0.0275495565	0.1588067189	-0.0086425766	-0.0191668864	-0.0872436633	0.0518516299	0.0433980887	-0.0103472806	0.1228217545	-0.0649807554	-0.0207680123	0.0292610732	-0.1043294064	-0.1209671705	0.0432461038	0.0194180411	-0.0543239702	0.1285798151	-0.0617022218	0.0697789725	0.0214871737	0.0838407515	-0.0946745057	-0.0124287202	-0.1006638927	-0.0077953151	0.1600514811	-0.0775149543	-0.0295946928	-0.1465413873	-0.0029555651	0.0920849844	0.097710826	0.0140710977	0.0363723507	0.1542968085	-0.0930296792	-0.1346341074	-0.0769180964	0.0533530193	0.0612544576	-0.0817865121	-0.0272654665	-0.062864161	-0.0752559781	-0.013523869	-0.0483164012	0.0467434199	0.0836635508	-0.0770871709	0.0798044125	0.0954027704	-0.0568407267	-0.0529732382	-0.040324975	0.0557047531	-0.0475111913	-0.0129739659	0.0160222071	-0.1284523553	0.0179623503	-0.0439048202	0.0032666024	-0.0954165957	0.0276534415	-0.0830998476	-0.0152814264	-0.0836112697	-0.0830683907	0.1105060565	-0.0667192983	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0122461572037337	0.0116469067250619	0.0001356504362622	0.0001499683662585	0.0502640469831447	0.0254994165473902	0.0025264744191237	0.0006502202442573	0.1115730455517862	0.0074072312387655	5.4867074624544826e-05	0.0124485444937009	0.0003711552723217	0.0001163534031915	1.3538114434267028e-08	1.377562361721953e-07	-0.0006854159411919	0.0002165003051304	4.6979501243997813e-07	4.68723821215996e-08	0.0004531273358405	-0.0002159884031371	2.053243824859093e-07	4.665099028971443e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.9146548530208	1.7817036494908507	838899.6549745282	3.174467894609016	1030.4987487792969	-6.190748553805861	1061927.6712356964	38.32536765644936	866.415038487781	0.5563660242687547	0.3095431529606205	750675.018917783	875.3271112170355	738.4342042549969	0.933621	15.833265	0.0362915076245119	0.0184003862703692	0.0370337609	-0.0503726524	-0.0179231544	-0.0160260741	-0.0779679826	-0.0086238404	0.0185566204	-0.0832459039	0.0923829979	0.1640554824	0.0676435512	0.0047729114	-0.1143596272	0.0811303807	0.0706162923	0.1273741768	0.0182611204	-0.029393906	0.102250448	0.0680645702	-0.0502975531	0.0982562677	-0.0974956653	-0.1018816335	-0.0221429856	-0.032909394	0.1396204685	0.0406961627	-0.104536089	-0.0757186975	0.0759578989	-0.0343135884	-0.0144227362	-0.0266465408	-0.0629874911	-0.0789153753	-0.0213118118	-0.0032328729	-0.0075821229	-0.004861702	0.1753152878	-0.0366914513	-0.030453975	-0.0060625178	0.0102103883	0.1246242372	0.0056081402	-0.0351313192	-0.1128824224	0.1114201805	0.0172330572	0.1418229548	0.0453766231	0.0865367465	-0.0497150113	-0.0987863805	-0.0068920494	0.026643875	0.122392524	-0.1269539466	-0.0196504496	0.0012483874	0.0679448456	0.1469428671	-0.0304043473	0.013534686	0.105073215	0.0124580488	-0.053960973	-0.0410197255	0.019889929	0.0475838033	0.0524900968	-0.0367176776	-0.0035175447	0.0251435389	-0.0010021505	0.1537248497	0.0061148164	0.0413829443	0.0499845904	-0.0669228657	0.1098213812	0.0745807449	-0.0416301118	-0.0731487606	-0.010361353	0.065401695	-0.0070790512	-0.0694944581	0.0696740118	-0.1127764278	0.0911905992	-0.0583312156	0.0056392647	-0.1332982126	0.0753169171	-0.0404227065	-0.0927223644	-0.0374834355	-0.0118672362	0.022713799	-0.1697469105	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0241327356504541	-0.0118865784467203	0.00014129074717	0.0005823889299746	0.0450574081662153	-0.0052066388169293	0.0020301700306569	2.7109087769955967e-05	0.109027918466424	-0.0025451270853621	6.477671880644276e-06	0.0118870870051212	0.0001741240340873	-0.0001970312382344	3.8821308840180894e-08	3.031917924683521e-08	-0.0005639620276645	0.0001214539135273	3.180531686474543e-07	1.4751053111121152e-08	0.0004385492220923	-1.4578113748199995e-05	1.923254201977615e-07	2.1252140045545768e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
