global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
936.33774420381	n/a	n/a	876728.3712206795	1079.981858314724	n/a	1166360.8142889244	n/a	891.2186669688805	n/a	794270.7123537883	n/a	910.9239705293612	733.7546975083785	n/a	n/a	n/a	n/a	-0.03943253	-0.0499998168	0.0286876571	-0.0429873038	0.0458606662	-0.0289701653	0.0851063385	0.0005025797	-0.0077519191	0.0418785676	0.0927535729	-0.0267699341	0.0646249024	-0.1019566024	0.0285277237	-0.0482534142	0.0197310725	-0.027902307	1.29099e-05	-0.047278213	0.0056079593	-0.0176814866	0.0019505552	-0.0465527216	0.0050201779	-0.0395477177	-0.044871376	-0.0254575951	0.003008108	-0.0327479974	0.0339255923	0.0257377812	-0.0454462387	0.0205123479	-0.010436701	0.0255946456	-0.0270710666	0.0503056164	0.0383104384	-0.0503750072	0.0048011453	-0.0605321766	0.0563390975	-0.0629816543	0.0252920656	-0.051999005	5.67375e-05	-0.0145739272	0.0338345224	-0.0519049362	0.0277099093	-0.0345150228	0.0410602047	-0.0229043606	0.001533184	0.0500672049	-0.0180830804	0.0137943448	-0.0697203748	0.045411299	-0.0019367883	0.0915324002	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.00025627260095	n/a	n/a	6.567564599767795e-08	0.0360248946292358	n/a	0.0012977930330475	n/a	0.1852603738719693	n/a	n/a	0.0343214061271818	-0.0027044346281918	n/a	7.313966658162921e-06	n/a	-0.0015178510073516	n/a	2.3038716805182667e-06	n/a	-0.0012220566308627	n/a	1.4934224090354933e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.754972846791	0.4172286429810583	0.1740797405238154	877509.8791531922	1067.1501768029063	-12.831681511817578	1138809.4998504743	164.65205042072105	891.3570759120022	0.1384089431217035	794517.4367783949	0.0191570355360669	909.6874073084268	725.1686118322431	0.783709	21.703722	0.0727314609715499	0.0392659814038372	-0.0547444714	-0.0240694548	0.0286353587	-0.0061176423	-0.020751219	-0.0108751358	-0.0159577536	0.0445081563	-0.0234596154	-0.0899691626	-0.0826711103	0.0502544139	0.0301601732	-0.027864722	-0.0552076042	-0.0494629399	0.0093781117	-0.0261683728	0.0140352089	-0.063317604	0.0268463386	-0.0147279437	-0.0196880286	0.0094112201	0.0100375048	-0.0836510582	-0.0477225223	-0.010171288	0.0052089378	-0.0267567248	0.0733070297	-0.008860419	0.0610719204	-0.095948037	0.1010127921	-0.0431851981	0.0988988775	0.0329983085	0.0450876688	-0.0457254102	-0.0001886435	-0.0545703498	0.0381013273	-0.0440975569	0.0144120809	-0.0171419404	0.0064427596	0.003054037	0.0258625231	-0.0330447997	0.0185898092	-0.0107963887	-0.0080477294	0.0297480508	-0.0283943779	-0.018778436	-0.0078802705	-0.0732744656	-0.0081107565	-0.0404016378	0.0122100564	-0.0061571878	0.1289999139	0.1287014744	0.1282045865	0.1275100165	7.1191988268992645e-06	-0.0002491534021231	6.207741778951553e-08	5.068299193692387e-11	0.0254907031673354	-0.0105341914619003	0.0006497759479652	0.0001109691897559	0.1752442792686679	-0.0100160946033014	0.0001003221511022	0.0307105574163948	-0.0033282399375063	-0.0006238053093144	1.107718108161194e-05	3.891330639289586e-07	-0.0011548827208363	0.0003629682865152	1.3337540988862552e-06	1.317459770158529e-07	-0.0012739234651174	-5.186683425470007e-05	1.6228809949767237e-06	2.690168495604528e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.7788197433324	0.0238468965413858	0.0005686744746555	877554.5571197108	1068.7812283717165	1.6310515688101077	1142293.314119755	2.6603292201179136	891.9949281581736	0.6378522461714056	795654.9518599053	0.4068554879459073	910.6765660254488	729.3879830938397	0.733272	20.306959	0.1162080308847899	0.0598024770812376	-0.0479953784	-0.0122042266	0.0376005464	-0.0418713177	0.0101101509	-6.38465e-05	0.0307867278	0.0395199544	0.0055044568	0.0871608893	0.0240865576	0.0113829501	-0.019902613	-0.040100956	0.052680176	-0.0387475795	0.0094227852	-0.0332721651	-0.0125890182	-0.0299423058	0.0349894365	-0.040237839	-0.0170931828	-0.0400852377	0.0057656191	-0.0230651099	-0.039044672	-0.0167538617	0.0143386705	-0.0195122855	0.0215194796	0.0016470158	-0.0533604289	-0.0338315583	-0.0069574742	0.0050051244	-0.0785361109	0.0219817383	0.0347496068	-0.0394080983	-0.0001723741	-0.0617352284	0.0388126427	-0.0411537927	0.0144626179	-0.0207379703	-0.0034413023	-0.0144284622	0.0172487901	-0.0287544119	0.0401436375	-0.0160668039	-0.0031156821	0.0161234346	0.0027765885	-0.011837374	0.0101324931	-0.0254260961	0.019060106	-0.0095926049	0.0240255444	-0.0173820623	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0035773738521953	-0.0035844930510221	1.2848590432826437e-05	1.279760367837064e-05	0.0162811795792663	-0.009209523588069	0.0002650768084923	8.48153247192011e-05	0.1415474767894693	-0.0336968024791985	0.0011354744973221	0.0200356881854653	-0.0025519054907626	0.0007763344467436	6.512221633784306e-06	6.026951732008465e-07	-0.0010179918316637	0.0001368908891726	1.0363073693340148e-06	1.8739115538465085e-08	-0.0007928045657037	0.0004811188994137	6.285390794006323e-07	2.314753953730501e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935.2393780964258	-1.5394416469066527	2.369880584230667	874672.6943421892	1071.730692592236	2.9494642205195305	1148606.6774442338	8.699339188124881	893.1190662854422	1.1241381272685658	797661.66656258	1.263686529178878	912.036756764108	724.2422011293064	0.700806	19.407839	0.110327506060525	0.0586394571452962	-0.040861404	-0.014350322	0.0459368452	-0.0271568585	-0.0086759292	0.0254464256	0.0288543306	0.0126316649	0.018749949	-0.0034727474	-0.0447338901	0.0378446685	0.0721196073	0.04310045	0.0353357923	-0.0220765655	0.0226349409	-0.0528610331	-0.0047161173	-0.0104024269	0.0166940581	-0.010749234	-0.0121839969	0.0056267246	0.0235480269	0.0539360955	-0.0223470788	-0.0279915346	0.0368292946	-0.023699836	0.0224586166	0.0093029704	0.0155998588	0.026396914	-0.0258948538	-0.0046319499	0.1052031677	0.0508111565	0.0311015386	-0.0366793477	0.0071739994	-0.0560377251	0.0420488168	-0.048218079	0.0091957448	-0.0439560872	0.0035199027	-0.0184948987	-0.0014213361	-0.0306094526	0.0052891856	-0.0352708077	0.0267218422	-0.0002250164	-0.0100160208	-0.0209021092	-0.0049217248	-0.0045404189	-0.0483485873	0.0057487859	0.0041716812	0.0360036616	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0003581949122093	0.0039355687644046	1.548870149935715e-05	1.2830359513262818e-07	0.035041629312289	0.0187604497330226	0.0012279157848598	0.0003519544741852	0.1821569465703021	0.0406094697808327	0.0016491290358803	0.0331811531838158	-0.0017893154810497	0.0007625900097129	3.201649890724119e-06	5.81543522913921e-07	-0.0010189498804142	-9.580487505000696e-07	1.0382588587961124e-06	9.178574083347446e-13	-0.0006159122685218	0.0001768922971818	3.793479225156698e-07	3.129088480228961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935.977321033442	0.7379429370162143	0.5445597782921164	876053.5454889389	1066.101881172679	-5.628811419556996	1136573.221039925	31.683517996935244	891.8901130233194	-1.2289532621227863	795467.9737087494	1.510326120482238	910.9442445003	726.9099368317922	0.754519	20.895344	0.0592854569405317	0.0400600750942364	-0.0438883106	-0.021343133	0.0415018686	-0.0041577502	0.004864673	-0.0144455964	-0.0333520194	0.0614526986	0.0061150333	0.0178249464	-0.0244935577	-0.0201825681	-0.0379220063	-0.0266581826	-0.0555092201	-0.040072761	0.0281542374	-0.0068007343	-0.0164352934	-0.0201082499	-0.0011843349	-0.0250951077	0.0111355865	-0.0906883199	0.0106219089	-0.0031897712	-0.0404076548	-0.0313940528	-0.0055840406	0.009848715	0.0155552868	0.0092610811	-0.0562663807	-0.0095011159	0.0735035998	-0.0093005772	-0.0368328329	-0.0522003043	0.0336951166	-0.0400576253	0.0038664467	-0.0516100357	0.0275629928	-0.044423776	0.0206971379	-0.0162104193	-0.0121102286	0.0042936581	0.0277906536	-0.0351849926	0.0576503813	-0.0049762832	-0.0323276453	0.032360238	-0.0041055213	-0.0585875354	0.0327045977	-0.0553570133	0.0553398196	-0.0347464868	0.022262203	-0.0650355315	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0002624890070848	-9.57059051245e-05	9.159620275699796e-09	6.890047884036419e-08	0.0107688654586866	-0.0242727638536024	0.0001159684632672	0.0005891670650927	0.1832100581313369	0.0010531115610347	1.1090439599851478e-06	0.0335659254004878	-0.0024062904635821	-0.0006169749825324	5.790233795126158e-06	3.806581290708553e-07	-0.0010188334185448	1.1646186940002247e-07	1.0380215347436835e-06	1.3563367024147888e-14	-0.0005557262005082	6.018606801360001e-05	3.088316099312801e-07	3.622362782937686e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937.8869289583014	1.909607924859415	3.6466024266858814	879631.8915108339	1068.8758243770774	2.7739432043983925	1142495.5279377769	7.694760901228022	892.8858256070691	0.9957125837497642	797245.0975700174	0.9914435494376312	911.830415155257	728.7014293381662	0.748967	20.741592	0.0703102867875747	0.0430611731111229	-0.0286250666	-0.009269663	0.038093661	-0.059446127	0.0259677461	-0.0088673531	0.0730094271	0.0212379176	-0.0188861232	0.1299654065	0.0615397378	-0.0837422472	-0.0613089327	-0.0722993948	0.1226010641	-0.0185367907	0.0144134716	-0.029248128	-0.0133269569	-0.0075990204	0.0034975178	0.0170521076	0.0395788256	-0.063447624	0.0862611232	-0.0504864992	-0.0217674712	-0.0277916916	0.023666757	-0.0175558555	-0.0207401078	0.012080171	-0.0358416521	-0.0190715031	-0.0523345542	0.0515014927	-0.154606969	0.017701897	0.0244598725	-0.0417586729	0.0047621042	-0.0518866237	0.035357424	-0.0464210222	0.0041062462	-0.0300237366	-0.0075531536	-0.0099615995	0.0345683583	-0.0394319857	0.0225979805	-0.0183121991	0.0184015158	0.0172033735	0.0299516101	-0.0003105137	-0.024864335	-0.0139043519	0.000458695	0.0081000269	-0.0192589486	-0.0112197966	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.000234710155567	-2.777885151780001e-05	7.7166459164798e-10	5.5088857126285335e-08	0.0479421364008345	0.0371732709421479	0.0022984484426762	0.0013818520725383	0.1683198324440979	-0.0148902256872389	0.0002217188210169	0.0283315659940091	-0.0027507784228139	-0.0003444879592318	7.5667819314185265e-06	1.186719540556903e-07	-0.001018765222005	6.819653980004621e-08	1.0378825775668968e-06	4.650768040699287e-15	-0.0005359021301464	1.982407036179993e-05	2.871910930954491e-07	3.929937657095943e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937.06671499522	-0.8202139630814145	0.6727509452337199	878094.0283519328	1068.9476758974408	0.0718515203634524	1142649.1338065402	0.0051626409785396	893.2227820591407	0.3369564520716039	797846.9383894713	0.1135396505926831	912.1018303416754	731.4805746939688	0.781107	21.631685	0.1125707451052614	0.0585164788451946	-0.0341557681	-0.0334563757	0.0148116285	-0.0127863505	0.0142311804	0.0067895507	0.0616852728	0.0114919247	-0.010704201	-0.0152697333	-0.0393796947	0.0895566491	-0.0331290046	-0.0340056649	-0.054640056	-0.0113690114	0.0071585491	-0.0228785864	-0.0180237379	0.0014118785	-0.0099487819	0.0286376301	0.0320016433	-0.0661196594	0.0300735336	0.0774916219	-0.0108100812	-0.0212281319	0.0240535477	0.0056195254	0.0089841941	-0.003879525	0.0124250248	0.1065976405	-0.0018286485	0.0153286897	0.0470798198	0.051895228	0.0214363568	-0.0346935473	-0.0029903653	-0.034798197	0.0149359453	-0.0651780118	0.0158557232	-0.052592889	-0.0089544861	-0.0079597194	0.0287450146	-0.0287784122	0.0424255837	-0.0249885814	-0.0085616994	-0.0103999406	0.0096687003	-0.0012381117	0.0154785808	0.059591274	-0.0126727916	-0.0137632843	-0.061269994	0.0452066234	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-2.1398709293407592e-05	-0.0002561088648604	6.559175066008653e-08	4.5790475942376846e-10	0.026427971302013	-0.0215141650988215	0.00069843766714	0.0004628592998993	0.1337501329284833	-0.0345696995156145	0.0011950641245998	0.0178890980583869	-0.0021921257508819	0.0005586526719319	4.805415307679534e-06	3.120928078567626e-07	-0.0004599054249092	0.0005588597970957	2.1151299986091179e-07	3.1232427280995865e-07	-0.0005430050936379	-7.10296349149995e-06	2.9485453171670454e-07	5.0452090361581146e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938.3281937074622	1.2614787122422513	1.5913285414403686	880459.7991063087	1068.8228235857202	-0.1248523117205877	1142382.2282177515	0.0155880997419748	894.8021782607243	1.5793962015835632	800670.938220137	2.4944923615765875	913.1559650262284	731.7397057761207	0.701235	19.419724	0.1185194425031171	0.0624943271061802	-0.0290171955	-0.0034560929	-0.0011879102	-0.0058729197	0.0044210535	0.0074933506	0.032028277	0.0181399577	-0.0395814729	-0.0242975164	-0.0439355643	-0.0086201347	-0.056050677	-0.1323477111	-0.0503544209	0.0017320879	0.0266237075	-0.0300537478	-0.004065148	0.0717543083	0.0108929451	0.0810518359	0.0315072892	-0.0067488341	0.0214078	-0.0212451914	0.0003639139	-0.033607753	0.0360232811	0.0063787005	-0.0419285973	-0.0251408246	0.0375804063	0.0102435644	0.0622776649	0.0129282731	-0.0161153774	0.0198026737	0.0233672433	-0.0282034859	-0.0059130721	-0.0229240259	0.0228305227	-0.0351834815	0.0033234186	-0.0353718709	-0.0090884908	-0.0107007668	0.0305690021	-0.0225876967	-1.67179e-05	-0.0126287117	-0.012370946	0.0095729888	-0.0286198127	-0.0112966589	0.0080812361	0.0241928516	-0.0113820579	-0.0273857415	-0.0622700142	0.0025281966	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.008497034325444	0.0085184330347374	7.256370136730557e-05	7.219959232777359e-05	0.0774786514165413	0.0510506801145283	0.0060029414253259	0.0026061719401558	0.1247782727069619	-0.0089718602215214	8.049427583451821e-05	0.0155696173397329	-0.0027450478929712	-0.0005529221420892	7.535287934705625e-06	3.0572289521262e-07	-0.000528773582739	-6.886815782980004e-05	2.7960150180263813e-07	4.742823162870249e-09	-0.0001652260109104	0.0003777790827275	2.729963468136362e-08	1.427170353464313e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939.0781424514364	0.749948743974187	0.5624231185884606	881867.7576300403	1067.620697406454	-1.2021261792663154	1139813.9535306431	1.4451073508774297	894.5655754046869	-0.2366028560373934	800247.5686991186	0.0559809114850515	913.5032132088396	736.1989807128906	0.8443509999999999	23.383133	0.1497705070808218	0.0920838306134209	-0.0177169575	-0.0100757844	-0.0226604917	-0.0892419391	0.0103392105	-0.0176850511	0.1031442972	0.0320420749	0.0131409353	0.0876228438	0.0873874425	0.1205434079	0.046448538	0.054013733	0.1211276634	0.0003397779	0.0244021377	-0.0431616613	-0.0040878812	0.0419308158	0.0296049082	0.0322560754	-0.0144563948	0.0187222935	-0.0018967375	0.044957106	-0.0005320845	-0.0299393372	0.0476868392	0.0072580272	-0.0269661449	-0.0457906022	0.0243588541	0.0490619995	-0.0295685021	-0.001843833	0.0067642399	0.0440164502	0.0164841619	-0.0264191639	-0.0058675255	-0.0277659853	0.040577557	-0.0311848637	-0.0027134273	-0.02996972	0.0021267142	-0.0127197653	-0.0048010896	-0.0206520323	0.0006383909	-0.0009215611	0.0310795304	0.0063839764	-0.0154740885	0.0576016336	-0.0108102397	0.0346739819	-0.0519185315	0.0045975739	0.0135988815	0.046608585	0.1259161521	0.1165232592	0.1013839798	0.0812449131	4.818306000231587e-05	-0.0084488512654416	7.138308770555555e-05	2.321607271186771e-09	-0.009573484169735	-0.0870521355862763	9.165159914816663e-05	0.0075780743101314	0.1405453822636957	0.0157671095567338	0.000248601743774	0.0197530044756483	-0.0025146873807483	0.0002303605122229	6.323652622894745e-06	5.3065965591596926e-08	-0.0006903177149808	-0.0001615441322417	4.7653854761631306e-07	2.6096506661756163e-08	-0.0005433695798931	-0.0003781435689827	2.95250500353204e-07	1.4299255876297406e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
934.0116509240976	-5.066491527338826	25.66933639659611	872377.7640619583	1073.1180424121542	5.497345005700254	1151582.332950494	30.220802111697523	893.7852499149295	-0.7803254897573879	798852.0729654931	0.6089078699651073	912.4086738120162	727.8504644937226	0.8598489999999999	23.812323	0.0758761715280978	0.044318339274546	-0.029629955	-0.0394464743	0.0374029796	0.0658820696	-0.044590409	0.0114515362	-0.0485158908	0.0209917303	0.0523208138	-0.0451470305	0.030695127	0.1417694083	0.1214714556	0.1316067377	-0.0357387424	0.0076503563	0.0086503282	-0.0189523824	-0.03142406	-0.0188766977	-0.0334099063	-0.0245257205	-0.0268150986	-0.0419608832	0.0548426484	0.0916645075	0.0016657872	-0.0067496901	0.0308262038	0.0203305243	0.0316900214	0.0122779698	0.0065917311	0.1081896492	0.0503813085	-0.0941973428	0.0824822881	0.0227321044	0.0115483227	-0.0237185331	0.0053342201	-0.0279091985	0.0052111865	-0.0248693066	0.0066182016	-0.0224715434	0.0068007723	0.0125483725	0.0065727557	0.0036683895	0.029206918	-0.029229893	-0.0473248822	-0.0342866907	0.0049055744	-0.0928418112	0.0078908985	-0.0436417159	0.0150902192	-0.0172283663	0.0174908468	-0.0363172873	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0001165422436031	6.835918360078413e-05	4.672977982565713e-09	1.35820945440443e-08	0.0063911246509462	0.0159646088206812	4.084647430393219e-05	0.0002548687347973	0.1697698141645816	0.0292244319008858	0.0008540674199295	0.0288217898014765	-0.0019031892717978	0.0006114981089504	3.62212940428624e-06	3.7392993725003756e-07	-0.0006909835774671	-6.658624862999982e-07	4.774583043292318e-07	4.4337285066161533e-13	-0.0005431581188713	2.1146102180001538e-07	2.950207420958093e-07	4.4715763740706586e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
