global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61
997.0641350212932	n/a	n/a	994136.8893457596	1149.493764576159	n/a	n/a	1321335.9147994702	922.377187093099	n/a	n/a	850779.6752697778	990.1762969347895	789.9225540988299	n/a	n/a	n/a	n/a	-0.0598839564	0.04790078	-0.0197295925	0.1593328649	0.003366082	-0.0078240523	-0.0270616123	0.0156941946	-0.0813367442	0.0274569851	-0.0379494817	0.0057496179	-0.05809414	0.0807759303	0.0170645916	-0.1357518053	0.0131881409	-0.0280958156	0.0191694378	-0.0472914177	0.1517347289	-0.0616581952	0.1506779416	-0.0012356096	-0.0973396294	0.0784928539	-0.2705922094	0.1520005578	-0.1226788112	0.0184486591	0.0238848222	-0.0586533069	0.0252827328	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1493608769430352	n/a	n/a	0.0223086715611925	0.0491463153036306	n/a	n/a	0.0024153603079238	-0.1408881247460058	n/a	0.019849463694446	n/a	0.012687179001742	n/a	n/a	0.0001609645110222	-0.0022001766737103	n/a	4.84077739553892e-06	n/a	0.0003019712238747	n/a	9.118662004838417e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995.3515513826432	-1.7125836386500168	2.9329427193717312	990724.7108398344	1146.472412912469	-3.021351663689984	9.128565875682234	1314398.993569339	921.091449878834	-1.285737214264941	1.6531201841457708	848409.4590398927	978.517471417278	806.316252450366	1.136195	45.357567	0.6734744802902048	0.5421849089008148	-0.0569723165	0.119063666	0.0092514668	0.217448117	0.0122553538	0.0086394674	-0.0421242386	0.0359622754	0.0003912435	0.0338435614	-0.0494577803	0.0292621913	-0.1260723818	0.1386485079	0.0740772888	-0.101583725	-0.0017758566	-0.1137311429	0.0643514301	0.0619867257	0.2356565648	-0.0060300374	-0.0744350309	0.1175556043	0.0022473913	0.0657341416	-0.0135486323	-0.2073005212	0.1014630411	0.0442461463	-0.1991730476	-0.2473346531	0.0593770472	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1262964910488904	-0.0230643858941448	0.000531965896674	0.0159508036512624	0.0361496591206531	-0.0129966561829775	0.0001689130719385	0.0013067978545394	-0.1716633191077434	-0.0307751943617376	0.0294682951270869	0.0009471125880027	0.0226909855211393	0.0100038065193972	0.0001000761448775	0.0005148808239205	-0.00160316166775	0.0005970150059603	2.570127332942961e-06	3.564269173417773e-07	-0.0012299721277946	-0.0015319433516693	1.5128314351515756e-06	2.3468504327237686e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989.1399630882062	-6.211588294436979	38.58382913958649	978397.866578138	1126.856191133198	-19.616221779270973	384.7961568935448	1269804.875495219	921.2374346697771	0.1459847909430891	0.0213115591866974	848678.4110369519	972.5834603861076	829.9465187155471	1.233501	49.242088	1.1072775105701729	0.7035720496518504	-0.0499689271	0.0522442384	-0.0925667837	0.1266372199	0.0735728657	0.0410490995	-0.0305912278	0.0381583521	-0.0432577494	0.0309022338	-0.0434751342	-0.014754171	-0.0636520331	0.0835731911	0.0008843673	-0.0233423553	-0.0553078765	-0.1172815528	0.0936927405	0.1428966022	0.106660673	0.0654423508	-0.3431193563	-0.0479347109	0.0129139068	0.067002459	0.2236978617	-0.0902243282	0.0657171631	0.0010874615	-0.0596033073	-0.0395742657	0.0005937899	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1068474031267925	-0.0194490879220979	0.0003782670210014	0.0114163675549393	-0.116183152994111	-0.1523328121147641	0.023205285646792	0.013498525039653	0.0189076477426226	0.190570966850366	0.0003574991431591	0.0363172934062833	0.0115574604821173	-0.011133525039022	0.0001239553797945	0.0001335748927957	-0.0010592632577841	0.0005438984099658	1.1220386492913848e-06	2.9582548036343413e-07	-0.0044510415524656	-0.003221069424671	1.9811770901775382e-05	1.0375288238550373e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002.1965436399068	13.056580551700677	170.47429570304834	1004397.9120837756	1158.8358411287006	31.97964999550254	1022.6980138348456	1342900.506684463	926.6783062970196	5.440871627242473	29.60308406413215	858732.683361513	990.2692725771948	807.1974185627638	1.6088	64.224243	0.8358662748802028	0.4655207228728297	-0.0210022972	0.0905527842	-0.0060660764	0.1806030864	-0.0352912452	-0.0853520967	-0.0073290305	0.0052455323	0.0355575033	0.0243171794	-0.0370285648	0.0051921734	-0.0809413594	0.1037559911	0.0639166112	-0.1140548797	-0.0090146902	0.0168235172	-0.0236290738	0.0110936099	0.2595132793	-0.0436088236	0.2204689717	0.072558562	-0.072867076	0.0489311836	-0.1880908316	0.0286021535	-0.0770029525	-0.061668851	-0.0283265388	0.0456448422	-0.0701770065	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1239886614234109	0.0171412582966184	0.0002938227359913	0.0153731881615692	0.2300702904700529	0.3462534434641638	0.1198914471107909	0.0529323385569745	-0.0859171994267029	-0.1048248471693255	0.0073817651573278	0.0109882485840724	0.0143677696014395	0.0028103091193222	7.89783734614552e-06	0.00020643280332	-0.0019181109999164	-0.0008588477421322	3.6791498080002913e-06	7.376194441657495e-07	-0.0007672638949182	0.0036837776575474	5.886938844450467e-07	1.357021783024541e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.381145596314	-8.815398043592836	77.7112426669804	986806.1004262452	1126.1816544783742	-32.65418665032644	1066.2959057943574	1268285.1188836482	920.4610154893664	-6.217290807653171	38.65470498692862	847248.4810357157	978.9868948800224	818.2654665684213	1.398864	55.843441	0.608789604434847	0.3221285623666831	-0.0590599471	0.036169	-0.0316701619	0.1328101711	0.0742248068	0.1297973906	-0.0383332761	0.0316727123	-0.1198427152	0.0237971769	-0.0256437985	0.0077655662	-0.040369364	0.0862631483	-0.0082869556	-0.0894428885	-0.0641360088	-0.0863126216	0.0597104276	0.1136734549	0.071192393	-0.0437230809	-0.1355067669	-0.0092494555	0.0052518526	0.0468904012	0.027338851	-0.0168974452	-0.12114873	0.1598993095	0.1471460962	-0.0185740513	0.0194681887	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1383777478461922	0.0143890864227812	0.0002070458080822	0.0191484010989843	-0.0320193849521217	-0.2620896754221746	0.0686909979629008	0.0010252410127121	-0.2428292139869441	-0.1569120145602412	0.058966027165517	0.0246213803133533	0.0118613894905289	-0.0025063801109105	6.281941260368227e-06	0.000140692560646	-0.0017929137296495	0.0001251972702668	3.2145396419656807e-06	1.5674356482283166e-08	0.0001091352844973	0.0008763991794155	1.191051032230661e-08	7.680755216801617e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.0452369682346	-19.33590862807944	373.8773624734369	948764.1236605042	1084.466335698178	-41.715318780196185	1740.1678209333886	1176067.2332626332	904.2920803493924	-16.168935139973996	261.4344635606859	817744.166582632	946.4978156057344	807.0840188605445	1.423695	56.834724	2.387109411717769	1.184581138436869	-0.1206491693	0.0107685229	-0.0853888668	0.1790689297	0.1853704515	0.0308210089	-0.1261837985	0.1529866542	-0.0375689629	0.0905144164	-0.0429857747	-0.1125565568	-0.0639464997	0.1381883795	-0.1549723609	0.0526248547	0.0233657625	0.0101297148	0.128774635	0.0274380231	-0.0870132295	0.1179784206	-0.104371143	-0.0765259569	-0.2548514717	-0.0026539628	-0.1542028833	0.3158565322	-0.009705597	0.196611725	-0.0618489965	0.1868902663	-0.0454072257	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0189391990905392	-0.1194385487556529	0.0142655669288564	0.000358693262191	0.5597226465412746	0.5917420314933963	0.3501586318359316	0.3132894410511685	0.4419179017065957	0.6847471156935397	0.1952914318487603	0.4688786124506219	0.0001779499854937	-0.0116834395050352	0.0001365027586678	3.1666197337208045e-08	0.0009210328457291	0.0027139465753786	8.483015029118442e-07	7.36550601400923e-06	-0.0053171129505925	-0.0054262482350898	2.8271690129358484e-05	2.9444169908815168e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1007.4995302159048	33.45429324767019	1119.1897367011115	1015055.3033852688	1168.7125280279863	84.24619232980831	7097.420922071053	1365888.9731695666	925.9454142252604	21.65333387586793	468.8668679398097	857374.910124789	988.2519446132944	819.9097813611128	2.02733	80.93220499999998	2.146945276035232	1.1963014077440142	0.0128023902	0.0310257974	0.0508415477	-0.0663071569	-0.0549934374	-0.0662538217	-0.0100131132	0.0139887378	0.0785806394	0.0157529648	-0.0197727234	0.0571625475	-0.0029040755	-0.0216168797	0.0735763635	-0.0131085121	-0.0154778785	0.0213643191	-0.1280782519	-0.0314875859	0.0978511502	-0.085832566	0.0380506537	-0.0210201743	0.1237158237	-0.0370634847	0.0561803764	-0.0812100395	0.0331326208	-0.27037654	-0.0253204845	0.182086425	-0.0299661119	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0223435724675056	0.0034043733769663	1.1589758089797595e-05	0.0004992352306106	-0.293705274466987	-0.8534279210082616	0.7283392163564836	0.0862627882497281	-0.2637820748435331	-0.7056999765501288	0.0695809830087593	0.4980124569028524	0.0073759178111166	0.0071979678256229	5.181074081870247e-05	5.44041635563471e-05	-0.000166057796195	-0.0010870906419241	2.7575191677140163e-08	1.1817660637589518e-06	-0.001913911316142	0.0034032016344505	3.663056526056403e-06	1.1581781364726556e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000.424300578456	-7.075229637448729	50.05887442263287	1000848.781187893	1146.0611497979414	-22.651378230044884	513.0849357205512	1313456.1590761796	926.5085912633824	0.5631770381220349	0.3171683762679079	858418.1696848574	981.9857626155932	821.4961829088172	1.172334	46.800266	0.6824120124444935	0.3987705871246865	-0.0176674419	0.012893584	9.29345e-05	0.0368028188	0.0155539524	0.0329450897	-0.0038908376	0.0095022838	-0.0388350707	0.0073493757	-0.0127053952	-0.0300518144	0.0031825571	0.0196780216	-0.0149498442	0.003309732	0.0106760768	0.0561058482	-0.0186990341	0.0153464775	-0.0708712647	-0.0082488565	-0.0227394376	-0.0077152669	-0.0590500981	0.0593860183	0.0408430455	0.0363142185	-0.115263568	-0.0219852327	0.1423983826	0.0657577478	-0.1340496595	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0378032066879683	0.0154596342204627	0.0002390002902305	0.0014290824358932	0.0069856164638508	0.3006908909308378	0.090415011888781	4.879883738002335e-05	-0.0567465231371002	0.2070355517064329	0.0032201678881494	0.042863719670387	0.0049962317495476	-0.002379686061569	5.662905751625781e-06	2.496233169518747e-05	-0.0004259213772013	-0.0002598635810062	1.814090195570521e-07	6.752908073341783e-08	-0.0013689422469821	0.0005449690691599	1.874002875572401e-06	2.9699128634100786e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000.8269796696484	0.4026790911923399	0.1621504504834888	1001654.6432346707	1148.6280750475432	2.566925249601809	6.5891052370433085	1319346.4547874243	931.1319828739872	4.623391610604813	21.37574998501097	867006.7695308432	991.7170397700096	793.6662247071461	1.120571	44.73386	0.7996063075516638	0.4475484899555069	-0.0045424339	-0.0051473692	0.0774262758	-0.1687841647	-0.0091699008	-0.0066540263	0.0235266273	-0.023293923	-0.005116647	0.0139076111	-0.0012057993	0.0154331795	0.0327134625	-0.0383971434	-0.0477490808	0.0501985791	0.0282182589	-0.0242259555	-0.0022109035	-0.1259510418	-0.1011343174	0.064270845	0.1547488118	-0.0470431404	0.2655522097	-0.047250103	0.0235516583	0.070714521	0.0657824443	-0.1164344961	-0.1527572195	-0.0984313822	0.2234642604	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0946721989600547	0.0568689922720864	0.0032340822820426	0.0089628252559321	-0.1741888452387598	-0.1811744617026106	0.0328241855732307	0.0303417538056126	-0.062899253739836	-0.0061527306027358	0.0039563161210282	3.785609386984165e-05	2.2157387511277107e-05	-0.0049740743620363	2.4741415759067045e-05	4.909498213248987e-10	-0.0061200503179192	-0.0056941289407179	3.74550158938629e-05	3.2423104393521155e-05	-0.0009289430902517	0.0004399991567304	8.629352649263781e-07	1.935992579234632e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.187310254071	0.360330584422627	0.1298381300703519	1002376.0302137814	1150.540133827611	1.9120587800678093	3.6559687784344	1323742.5995480572	927.8210697880496	-3.3109130859376137	10.962145462632932	860851.9375426408	988.6516794217688	799.5178253243164	0.817032	32.616375	0.2575189954429852	0.1364922198742378	-0.0039335266	-0.01203912	0.0351162895	-0.1336998043	-0.0054292996	0.0064034302	0.0104220909	-0.0074058918	0.0077621768	0.0113137651	-0.0024516313	0.0201606156	0.0246315458	-0.0348872864	-0.0277856281	0.0296347521	-0.0088459296	0.0036651188	-0.0414106623	-0.045024343	-0.0537359721	0.0111968853	0.0713703432	0.0039159278	0.153285561	-0.0758438992	0.0897270011	0.0310361003	0.0858616356	-0.0729744547	0.0114706326	0.0367885479	0.0758737887	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0836907157195696	-0.0109814832404851	0.000120592974161	0.0070041358976538	-0.1669887719722709	0.0072000732664888	5.1841055042807965e-05	0.027885249964807	-0.1269661044585461	-0.06406685071871	0.0161203916813784	0.0041045613610134	0.0013797280814131	0.0013575706939018	1.842998188941077e-06	1.9036495786398736e-06	-0.0049683539189202	0.0011516963989989	2.4684540663649714e-05	1.3264045954672623e-06	-0.0019250877616969	-0.0009961446714452	3.705962890235181e-06	9.923042064486655e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
