global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1000.8654524472734	n/a	n/a	1001731.6539024852	1204.163667064602	n/a	1450010.1370784694	n/a	946.2505759563873	n/a	895390.1524977946	n/a	984.020989298266	808.4068627757193	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0067918489863387	n/a	4.612921265323002e-05	n/a	3.08787312945924e-05	n/a	9.5349604636364e-10	n/a	5.405163142313541e-05	n/a	n/a	2.9215788595024794e-09	-0.0004629999852821	n/a	n/a	2.1436898637122482e-07	-0.0002499999054337	n/a	n/a	6.249995271685896e-08	-5.76969622769841e-08	n/a	3.328939455991726e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.2438627294108	0.3784102821374517	0.1431943416273458	1002489.2726533113	1193.124055636131	-11.039611428470836	1423545.0121376095	121.87302049162386	946.3882262177194	0.137650261332169	895650.6747235212	0.0189475944448144	980.6414085210756	786.9244164981415	1.134557	19.115881	0.0933579293756608	0.0512365346652984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.7377144671022506e-05	0.0068492261310097	3.292136730599446e-09	4.691189859370641e-05	0.005208357944042	0.0051774792127474	2.712699247326541e-05	2.680629099843152e-05	-0.0334960466002414	-0.0335500982316645	0.0011256090913543	0.0011219851378455	1.0564314376906603e-05	0.000473564299659	2.242631459115254e-07	1.1160473825411556e-10	-0.0004389981820049	-0.0001889982765711	3.57203485468838e-08	1.927194038036073e-07	0.0002930022428123	0.0002930599397745	8.5850314293038e-08	8.58841283006787e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1004.270748356092	3.026885626681178	9.162036597009108	1008559.7360037052	1190.6650122949632	-2.4590433411678987	1417683.1715033648	6.046894153742183	947.444881465109	1.0566552473895854	897651.8034144344	1.116520311835946	981.0578751674918	791.343176957708	0.974398	16.417402	0.0450647312486774	0.0255153339266555	-0.1118317169	0.0767083884	-0.1550055896	0.0704428513	-0.1334971463	0.0039008938	-0.1014907816	0.02123423	-0.1037412255	-0.0109368519	0.1767234805	0.0863863179	-0.1059946295	0.0524917576	-0.1688242792	0.0017945058	-0.0134723654	0.0688924005	-0.0806211939	0.0278263374	-0.0883621714	0.0007956354	-0.0462501384	0.106685405	-0.0684849856	0.0859765284	-0.0416242097	0.1166976045	-0.0341911952	0.0388110121	-0.0282270427	0.05507946	-0.0764782453	0.0421586985	-0.026043531	-0.0078665894	-0.0283757789	0.0319996381	0.0797700457	-0.1109655513	-0.0960337781	0.1877633205	0.0198132693	0.0357877225	0.0207197679	-0.0959379728	0.0669701644	-0.0930923275	0.0947370322	-0.150649232	0.0488370392	-0.0811868913	0.0311568875	-0.1041804812	0.1074665614	-0.0543205235	0.0667070831	-0.1008939352	-0.0525724589	0.0454566305	-0.0720517532	0.0923711966	-0.101437349	0.0533734322	-0.0026889799	0.0701388975	-0.0803098711	0.0540992874	-0.0152894725	0.0484569798	-0.1694592648	0.0742067838	-0.0609126273	-0.0247448435	0.0371140693	0.0068285449	-0.0442747878	0.0575602765	-0.0838985762	0.1071518755	-0.0624222444	0.1201571328	-0.0431825815	0.0692186965	-0.0428689561	0.063374515	-0.0528251437	0.0878551672	-0.013132255	0.0711292009	-0.0857545498	0.0681862047	-0.0566117873	-0.1036998709	0.0285359699	-0.0576899403	0.0301354233	-0.010493643	0.088323769	-0.0714280668	0.0493301321	0.1301773761	0.1301427735	0.1300851093	0.1300043937	0.0	0.0	0.0058303900336937	0.0057730128890226	3.399344794499483e-05	3.3327677816821965e-05	7.834149249674738e-05	-0.0051300164515452	6.137389446617925e-09	2.6317068793124943e-05	-0.0398876415896154	-0.006391594989374	4.085248650819082e-05	0.0015910239515816	-6.48564341527039e-05	-7.542074852961051e-05	5.688289308766745e-09	4.206357051004017e-09	-0.0008890105847871	-0.0004500124027822	2.0251116265780905e-07	7.903398198635015e-07	0.0003229712298752	2.996898706290001e-05	1.0431041532709929e-07	8.981401855762683e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1007.2693555577822	2.99860720169022	8.99164515002845	1014591.55464579	1195.50430039228	4.839288097316739	1429230.532256435	23.41870928883147	948.4166732181286	0.971791753019602	899494.1860381425	0.9443792112369108	981.729727297051	798.0545605858777	1.001069	16.866779	0.0399501823798983	0.0220221767967011	-0.1330131243	-0.0002494759	-0.0999152055	0.0545093552	-0.1251608125	0.0230677896	0.0052322271	0.0542497775	-0.0883611655	0.0922885304	0.1687829262	-0.0072853555	-0.1204773052	0.0137447921	-0.1731876234	-0.0819134939	0.04567074	-0.0168648576	-0.0893463299	0.0243055761	0.0318099756	0.0195423165	-0.1011534744	0.1938506964	-0.0682026675	0.184563998	0.013364398	-0.0402701043	-0.1474887357	0.0886026748	-0.0654497253	-0.0348483462	0.0850080778	-0.1380450327	0.0255250077	0.0521616646	0.0099824328	0.0405625711	-0.1344291853	0.0279725006	-0.0570843465	0.0056363946	0.1962854517	0.0995120746	-0.1447663229	-0.0346236925	-0.0246608558	-0.0986185148	0.0861679538	-0.1049800483	-0.0300857033	0.0190922784	-0.0005156476	-0.0756884972	0.134566839	-0.0590074351	0.0570615112	-0.0435539198	-0.0156467358	0.0087836093	-0.1384994108	0.0587745299	-0.2150303821	0.1872875366	0.0301799658	0.0814163656	-0.0014478053	0.1614298864	0.0014307286	-0.1732097504	-0.1433437916	-0.0208221513	0.0165236382	0.0189420702	0.0747163037	0.0043982458	0.0570276603	0.0475222313	-0.0733625478	0.0796967525	0.0333145405	0.1346421888	-0.0532088002	0.0167046916	-0.0197796327	0.1002903154	0.031378934	0.1003033578	-0.0486560024	-0.0001181567	0.0363355294	0.0512667189	-0.0114022868	-0.0592783135	-0.0599365031	0.0069504857	0.0129518836	0.0149109333	0.1697014197	-0.0431893035	0.1339952886	0.1300851093	0.1297738696	0.1292556884	0.1285313919	0.0	0.0	0.0103882226421774	0.0045578326084837	0.0001079151696634	2.077383808695733e-05	0.0101486530746086	0.0100703115821118	0.0001029951592287	0.0001014111753608	-0.0398587020749374	2.8939514678000267e-05	8.374955097981929e-10	0.0015887161310986	-0.0003597624416359	-0.0002949060074831	8.69695532496789e-08	1.2942901441182436e-07	-0.0008890970390218	-8.64542347000369e-08	7.474334697569061e-15	7.904935447973322e-07	0.0005338407416498	0.0002108695117746	2.849859374452085e-07	4.4465950996058164e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1010.1077426771444	2.83838711936221	8.056441439361304	1020317.6518163162	1198.2453926215735	2.7410922292935997	1435792.0209388288	7.513586609493754	949.8225635783864	1.4058903602577857	902162.902282618	1.9765277050657664	982.7024947410406	811.3317998623763	1.099689	18.528397	0.0708488484515521	0.029396409951292	-0.0347036325	-0.1058972472	-0.0290084254	0.0559743211	-0.0601026573	0.0381314729	0.0784354237	0.07742008	-0.0704686833	0.1712676301	0.1045700311	-0.0652601466	-0.0337732587	0.0104631093	0.006499246	-0.1573615708	0.0362625688	0.092433236	0.068816095	0.0932835603	-0.0256736113	-0.0904171901	0.0818474582	0.059696708	-0.0349107249	0.1003106103	0.0866977601	-0.1632623678	-0.0166481089	-0.0646258388	-0.0804396044	-0.0295724631	-0.0214403352	0.0717901348	-0.0857977926	-0.0540037136	0.024773141	0.0166583576	-0.0268845312	0.0833287771	-0.0216765104	-0.0276010892	0.0086619095	0.0587022292	-0.1218615668	0.0452173149	-0.0914490029	-0.037544265	-0.0073567151	-0.029174952	-0.1468717117	0.0227073724	0.0091609763	-0.1622928689	-0.0071075441	-0.0401522938	0.015728417	-0.0252552631	-0.009155984	-0.0426779632	-0.1028922307	-0.0379720555	-0.0099334653	0.0375952124	0.0982436205	0.0130928487	-0.0422803443	0.153527957	-0.0630853085	-0.0305000479	-0.0467835501	0.0036131933	0.0455205465	0.0405245819	-0.0617061401	-0.0592117568	-0.1403091947	0.0431228096	-0.0344642131	-0.048758374	0.1080521747	0.0645209541	-0.0870762061	-0.0054256758	0.042504317	0.0062687103	0.0541021114	0.1423636503	0.0786378986	-0.1373167223	0.0119582684	0.0869080273	0.0135130867	-0.0409601422	0.0713792403	0.0224713164	-0.0839841117	0.0737143851	0.052036553	-0.03399725	0.1612299433	0.129900641	0.1290371077	0.1276021352	0.1256020782	0.0	0.0	0.0179145444548822	0.0075263218127047	0.0003209309030259	5.664552002839604e-05	0.0269271356212215	0.0167784825466128	0.0007250706327636	0.0002815174765669	-0.0568393123141319	-0.0169806102391944	0.0002883411240954	0.0032307074243434	-0.0006067254999597	-0.0002469630583237	6.099075217664461e-08	3.6811583230134797e-07	-0.0007467242364085	0.0001423728026133	2.027001492396569e-08	5.575970852398575e-07	0.0007357735577735	0.0002019328161237	5.413627283186739e-07	4.077686222764804e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1010.8409839952576	0.7332413181131869	0.5376428305883638	1021799.4949245006	1192.8984337499587	-5.346958871614788	1423006.6732431047	28.58996917474009	949.7843810857556	-0.0381824926307672	902090.3705544518	0.0014579027434985	982.6945813733478	821.9792206290199	1.120704	18.882473	0.0262704317608863	0.013861734660173	0.1097955734	-0.0993538885	0.0280775316	0.0139132839	0.1214268268	0.0127263709	0.0629456783	-0.0140576584	-0.0395023607	0.1553136045	0.0340478793	-0.0860948525	0.051896578	0.041088918	0.0900368771	-0.1167602668	0.0023914072	0.088949309	0.0806385473	-0.010073874	-0.2296530703	0.1270329099	0.0354917514	0.0106911515	0.070024049	-0.0569793498	0.0208041669	-0.1210581364	0.0582152076	-0.0162081947	0.0212061898	0.0524103026	-0.0094882367	0.015884661	0.084406377	-0.1876613776	-0.1301038419	-0.0817267199	0.1917354978	-0.0963073239	-0.0160044117	0.1054049466	-0.0439230227	-0.2046546341	-0.055421778	0.1006570999	-0.0606284101	0.0486932022	-0.09464558	0.0355497196	-0.1637016785	-0.0589750423	0.0196660644	-0.0573156655	-0.0742183347	0.0200979811	0.0922740096	-0.0897021695	0.0166334685	-0.1316833135	-0.0345043481	-0.034253572	0.0566903613	-0.0920355823	0.0999975497	0.1168933686	-0.15892224	-0.0540282223	-0.2058970331	0.0881552795	-0.0829153855	0.0840500093	-0.0754393088	-0.0587473157	0.1696576629	-0.0846889838	-0.064482733	0.0338263464	0.0083163072	-0.1502063103	0.0375435318	-0.0344652202	-0.0746727304	0.0016018022	0.0041895025	0.0743589213	0.0748021374	0.0855120636	0.0117988149	0.092281447	-0.0138896244	-0.1018552975	-0.0289720822	0.0604253618	0.1258157408	0.0144977672	-0.0717002531	0.1530929001	0.1205881139	-0.003803426	-0.0408255552	0.1296241021	0.127934576	0.1251349925	0.1212496427	0.0	0.0	0.0179089457473367	-5.598707545500375e-06	0.000320730337781	3.134552618004284e-11	0.0203899322275589	-0.0065372033936626	0.0004157493362444	4.273502821011383e-05	-0.0569342784736051	-9.496615947320042e-05	9.018571445089334e-09	0.00324151206531	-0.0004012174876132	0.0002055080123464	4.2233543138609176e-08	1.609754723666483e-07	-0.00066917254205	7.755169435849998e-05	6.014265297874198e-09	4.477918910336592e-07	0.0008453671210726	0.0001095935632991	7.14645569390576e-07	1.2010749116593844e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.896788474524	-0.944195520733615	0.8915051813734224	1019891.5233711576	1188.0665395704366	-4.831894179522124	1411502.1024468718	23.34720136209977	949.643560133896	-0.1408209518596095	901822.8913037806	0.0198305404826464	982.314129958042	823.6544117933181	1.074434	18.10288	0.0757133745998828	0.0395544246446297	0.1376426673	0.0194242921	0.0608069546	-0.0856914451	0.1767965372	-0.0098997224	-0.0240327377	-0.0960120575	0.0245735685	0.1002827302	-0.0277047636	0.0357490029	0.0643370564	0.0584372489	0.1833169853	-0.0727661915	0.0558687978	0.0568158618	0.0425509552	0.0552623405	-0.0990469361	-0.0824094814	-0.1231380301	0.0085192422	0.0340913356	-0.0432425816	0.0241141216	0.1149484337	0.0911090403	-0.0216275576	0.0793967674	0.0137474809	-0.0812193499	-0.0195071617	0.1524851431	0.0003347805	-0.0187988839	0.0374545982	0.1248045269	0.1396597162	-0.0833329335	0.0821937602	0.2009914173	-0.1013774986	0.1590884689	-0.1121291183	0.0599788492	0.0689874906	-0.1494393945	0.0798594392	-0.0914018272	-0.0272057733	-0.0219794895	-0.0025681767	-0.0659639759	0.0441963319	-0.0105785906	-0.1041614273	0.0870152181	0.0654012308	0.0661944339	0.153033469	0.0889348444	-0.1126066836	0.0557506413	-0.0030037829	-0.0915802478	-0.0172237149	0.0592530469	0.0448526794	0.0385166617	0.0345024356	-0.0367437228	-0.1464972341	0.2177744819	0.0324619467	0.0007574736	0.0338050268	0.0341987722	-0.177690044	-0.0577916532	-0.0340661789	-0.0068319495	-0.0216944867	-0.0020247325	0.0565596523	0.0248061419	0.065197172	-0.0472574358	0.0072382683	0.1218259467	-0.1305295373	0.0504538121	0.0992702677	0.0165508522	0.0568960084	-0.1139012468	0.1197950435	-0.0691032548	-0.0875125833	-0.0966152892	0.1292556884	0.1264693999	0.1218699908	0.1155234003	0.0	0.0	0.0180718781405602	0.0001629323932234	0.0003265927795272	2.654696476153721e-08	0.0093864131185483	-0.0110035191090105	8.810475123205562e-05	0.0001210774327823	-0.0597155153771638	-0.0027812369035586	7.735278713716783e-06	0.0035659427767602	-0.0009298626934164	-0.0005286452058031	2.794657536187076e-07	8.646446286076019e-07	-0.0002440237721126	0.0004251487699374	1.8075147657928438e-07	5.954760135606214e-08	0.0011268868692138	0.0002815197481411	1.26987401600648e-06	7.925336859348467e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.208453154254	-0.6883353202699709	0.4738055131311634	1018501.701918002	1189.1223273843025	1.0557878138658907	1414011.9094838602	1.1146879079077168	949.0522259657644	-0.5913341681316524	900700.1276105723	0.3496760983999533	981.7145759937376	818.2339003021349	0.971569	16.369743	0.0468141733044564	0.0274977990927583	0.1055668365	0.1059479473	0.0653253602	-0.0635412885	0.0960934781	-0.0081408902	-0.1128990784	-0.063884467	0.0809173094	0.0266878485	-0.0542788054	0.0693487204	0.0401101934	0.0089748075	0.1492449292	0.0449077494	0.0637296103	-0.0223295651	-0.0570100755	-0.0631057679	0.0181300175	-0.1306735689	-0.0797514538	0.0237458948	-0.031465126	-0.0261462935	-0.0236087514	-0.0023170225	0.0090610115	-0.0918978612	0.0165820091	0.2197954915	0.05096443	-0.0021390043	-0.1377009827	-0.0996273744	0.1578640474	0.0633360204	-0.0096028262	-0.0816953205	0.0562375651	-0.0779876238	-0.0610529317	-0.138549557	-0.0019238652	0.1117646983	0.1019994632	0.0158045459	-0.1078578261	0.0712275236	-0.0024071622	-0.007876202	-0.0664990521	0.0162520261	0.0194478825	0.0507384837	-0.1067905087	0.0341315402	0.0183489346	0.0974642304	0.103089366	0.0378543934	0.0038599161	-0.036387733	0.1494489023	-0.0289059657	0.0662554888	-0.0314162849	-0.0568793433	-0.1441385716	-0.0856891393	-0.0569987628	-0.0476743785	-0.1151311188	0.0271479327	0.0320829532	-0.0576963221	0.0529922651	0.0022495309	-0.1262276277	-0.0878169998	-0.0352685991	0.072746143	-0.021917115	-0.0195072908	-0.0093411308	-0.0136902533	0.0397535546	0.0247289304	-0.0478800138	0.1020760563	-0.1605521115	0.1166251029	0.0244176682	0.0139829852	0.0349566258	-0.0168305629	0.0469415017	-0.0036020022	-0.0200126987	-0.0004037732	0.1287956613	0.1246457325	0.1178279478	0.1084882316	0.0	0.0	0.0176759276413065	-0.0003959504992536	0.0003124384179807	1.5677679785925426e-07	0.011319261689664	0.0019328485711157	0.000128125685199	3.735903598864006e-06	-0.0642586564677358	-0.004543141090572	2.064013096884382e-05	0.0041291749310384	-0.0008128435330285	0.0001170191603879	1.3693483897889066e-08	6.607146091862541e-07	-0.0004682724275439	-0.0002242486554313	5.0287459462745934e-08	2.192790663978571e-07	0.0006693100221627	-0.0004575768470511	4.479759057674339e-07	2.0937657095722586e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.848015709906	-0.3604374443480083	0.1299151512881235	1017774.3188018148	1192.1355283058297	3.0132009215271864	1421187.1178490196	9.079379793492286	948.3652320662017	-0.6869938995627081	899396.6133919805	0.4719606180363762	981.1034454877988	809.3707943513655	1.070286	18.033001	0.0978698820096287	0.0521718660561617	-0.0204175778	0.129820737	0.0733164422	-0.0207863908	0.013303364	-0.0230371946	-0.0766136001	-0.0687262061	0.1196350718	0.0014381045	-0.1551107331	0.1309347056	-0.0498604293	-0.014809207	0.0661883154	-0.0404444706	0.0093966831	-0.0054870107	-0.0514470496	-0.0352061804	0.0566880377	0.084259233	0.0792463121	-0.2632876565	-0.0112925267	-0.0238035558	-0.0020988713	0.0328637197	-0.0089844095	0.0056660341	0.1611092989	0.0912271355	0.0417566665	-0.1890775998	0.0718701807	0.0317797417	-0.0425342859	0.0248873553	0.0335534019	0.0820355437	0.0972721785	-0.0022724429	-0.1216976708	-0.0393070855	-0.0679624765	0.0406990785	0.1263119058	-0.0535842189	-0.0449980467	-0.0088315879	-0.0415976887	0.0567233647	-0.0548805711	0.0978852358	0.0061422503	0.1164018264	-0.0042572711	0.0614394778	-0.0484125038	0.0205896963	0.0827169085	-0.1230733534	0.0767731028	-0.1021268945	-0.0070430656	-0.1620357762	0.0341898838	-0.1160268707	0.0244980086	-0.067767538	-0.030833566	-0.0428368178	-0.0623583735	-0.0701937339	0.0413763826	-0.0435256443	0.0857027398	0.0539884585	0.0201361069	-0.0423079809	-0.0525424008	0.0255948363	0.1678182008	-0.059650081	-0.0178908026	-0.0402937955	-0.0155699312	-0.0406212684	0.126208477	-0.0237755682	-0.0017553668	-0.0875444079	-0.0159543202	0.0070280522	0.069006467	-0.1011047734	0.1672348867	0.0793067219	-0.1654854727	-0.0119088763	0.0206763311	0.1282443466	0.1224687433	0.1130346355	0.1002238479	0.0	0.0	0.0288317064905214	0.0111557788492149	0.0008312672991555	0.0001244514017325	0.0195031684058619	0.0081839067161979	0.0003803735778674	6.697632913942911e-05	-0.0308210497277698	0.033437606739966	0.0011180735444966	0.0009499371063216	-0.0013438019399335	-0.0005309584069049	2.8191682986309546e-07	1.8058036537690377e-06	-0.0007218710028542	-0.0002535985753102	6.431223739941387e-08	5.210977447617284e-07	0.000552015210293	-0.0001172948118696	3.047207923948251e-07	1.37580728915483e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.7331645095531	-0.1148512003528594	0.0131907982224926	1017542.5971814572	1192.8462471396235	0.7107188337938624	1422882.169315084	0.5051212607093077	948.1415531369348	-0.223678929266839	898972.404784919	0.0500322633979595	981.1367576776548	807.7423573486076	1.029306	17.342535	0.0763898276931003	0.0383276114715515	-0.1145361478	0.0532606122	0.0199140078	-0.0191527165	-0.0847687874	-0.0492499136	-0.0519605161	-0.0469598988	0.0979145884	0.0401891366	-0.1298764026	0.1027174787	-0.0570925473	-0.0419394963	-0.1110614299	-0.0738453439	0.0658198127	0.0212232985	0.1590518392	-0.0302780109	0.005677414	0.0334902765	-0.0434745786	-0.1955551515	0.0763128118	-0.0218205228	-0.0624584028	0.0472674341	-0.0748750234	-0.0350722531	-0.2392383761	-0.083901904	-0.0341468119	-0.0312384958	-0.1420355778	-0.1184075939	-0.1668783701	-0.0527156957	-0.1010182418	0.1249134035	-0.0461156004	-0.0380671109	-0.1163751857	0.0144756307	0.1302625142	-0.0023968754	0.0763837255	-0.0655664181	0.0601945997	-0.069644685	-0.0498840601	0.0651788157	-0.0718932598	0.0634108447	-0.136252946	0.1679016096	0.0708781588	-0.1612217875	-0.0640156354	0.0336679028	0.0154295996	0.0014371092	0.0996664297	-0.0467011674	-0.1608356479	-0.1167673017	0.0096159898	-0.1018578069	-0.1247523292	-0.092897302	0.0607296549	-0.0073915932	0.0860161005	0.1573790936	-0.0670649133	0.2248120272	-0.0346936146	0.0265569183	-0.0312992228	-0.0210313193	0.0314937513	0.0815137224	0.1431564098	0.0018991962	-0.0638140918	-0.0220108828	0.0356391461	0.0479998753	0.0112880687	0.1361763195	0.0292319989	-0.1588091099	-0.015324056	0.0422147466	0.0485391779	-0.0109194252	-0.0624769771	0.0425812773	-0.020830792	0.0353841808	-0.0509111016	0.1276021352	0.1199446031	0.1075206159	0.090823888	0.0	0.0	0.0179802642940103	-0.010851442196511	0.0003232899040824	0.0001177537977442	0.0244005435524883	0.0048973751466263	0.0005953865256568	2.3984283326793927e-05	-0.0485457660287877	-0.0177247163010179	0.0003141655679515	0.0023566913993217	-0.0009011453326561	0.0004426566072773	1.959448719663382e-07	8.120629105678732e-07	-0.0007844089188526	-6.253791599840006e-05	3.910990937422942e-09	6.152973519755049e-07	0.0009051465679961	0.0003531313577031	8.192903095551185e-07	1.2470175579323477e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
