global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
760.3577387631934	n/a	n/a	578143.8908970767	786.6221035802087	n/a	618774.3338409525	n/a	693.4945713217328	n/a	n/a	480934.720452714	704.6420822384991	535.3352053077458	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.4911299483367344	n/a	2.223468522826712	n/a	-0.2398951027615794	n/a	0.0575496603289887	n/a	2.0505599285151987	n/a	n/a	4.204796020432257	0.0542112046812081	n/a	n/a	0.0029388547129878	-0.0199225749585287	n/a	n/a	0.0003969089929781	0.0005306578548984	n/a	n/a	2.815977589653714e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.4019462962397	77.04420753304623	5935.809914395098	701242.0196607303	940.930096970048	154.30799338983934	885349.447384064	23810.956823998706	732.2670840821326	38.77251276039976	1503.3077457553625	536215.082430149	759.5367178132262	670.3998220966897	4.562508	214.578262	6.571750178499491	3.2888938812303605	0.0005030704	-0.0424187386	0.0213311764	-0.012248427	-0.075824288	0.0678929903	0.0999483287	-0.1408496041	0.1771549377	0.3593930639	-0.0398248065	-0.0128439479	-0.0098182182	0.1302882352	-0.0210334603	0.0106655681	-0.0930450181	0.0410096936	0.0015895484	-0.0061997317	0.0375169309	0.0114870251	-0.0748672464	9.00437e-05	-0.0563935665	0.0342032364	-0.027102839	0.0269967285	-0.1890985484	0.1487693037	-0.1834099668	0.0267076151	-0.0881288874	0.147455745	0.0269468356	-0.3052997065	0.0418582769	0.0044888042	-0.0656574894	-0.1518738993	0.1433047804	-0.2157860327	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.7548905167072775	-0.7362394316294569	0.5698596922145803	0.5420485006860658	-0.4238408146405845	-0.183945711879005	0.1796410361551943	0.0338360249186739	0.8940862472675946	-1.1564736812476042	1.3374313754183853	0.7993902175530503	-0.0023277090551195	-0.0565389137363276	0.0031966487664838	5.418229445285316e-06	0.0016407217178879	0.0215632966764166	0.0004649757635551	2.691967755549022e-06	0.0123302745170227	0.0117996166621242	0.000139230953373	0.0001520356696651	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.6018309648057	-4.800115331433972	23.041107195067468	693225.8089259468	902.0594970570054	-38.87059991304261	813711.3362307375	1510.9235375998285	733.8583295513486	1.5912454692160054	2.532062143300465	538548.0478518957	755.6702676604066	651.6125049544144	1.462857	68.799294	1.47149034450733	0.6292364215888073	0.0022760663	0.0112959758	-0.0056886514	-0.0044677708	-0.0529497318	0.1353252044	-0.0009271245	-0.0214420949	0.0679927708	0.0332066051	0.1187279949	-0.0094740667	-0.0903121217	-0.0858788625	-0.0058779333	-0.1031764369	0.0323425683	-4.38642e-05	-0.0248482665	-0.0079258919	0.0278413482	0.0329706421	-0.0274550241	0.0130619871	-0.0485964867	0.0017899584	-0.0242736599	0.0414512528	-0.1188281692	0.0923575963	-0.1829847012	0.036544606	-0.0502916552	0.1290506466	-0.0006385338	-0.1596340404	0.0069569419	-0.0748801958	0.0202916428	-0.0761450213	0.0036194904	0.0146741741	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.4883581702159461	-0.2665323464913314	0.2384937024166669	0.0710394917261751	-0.0827630165839394	0.341077798056645	0.0068497169140734	0.1163340643271695	0.7010874031914511	-0.1929988440761434	0.0372485538147275	0.4915235469137323	0.0037233953190868	0.0060511043742062	3.661586414753861e-05	1.3863672702197494e-05	0.0050592359336822	0.0034185142157942	1.1686239443587716e-05	2.55958682326612e-05	0.0083822659893591	-0.0039480085276636	1.5586771334504504e-05	7.026238311636628e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.138995696984	2.5371647321783257	6.437204878209515	697457.1421337671	897.9188559776129	-4.140641079392481	806258.2719201451	17.144908548352525	734.7994608265731	0.9411312752245068	0.8857280772057061	539930.2476310225	760.0364046941829	665.4678322697038	1.021487	48.04134	0.497331070357086	0.2253937387305392	0.0245194648	0.0199386886	0.0041261331	-0.0048235278	-0.0346053906	0.0632468305	-0.0026320921	-0.0275425935	-0.0391205138	-0.0001543728	0.0408608143	-0.0274564517	-0.0071429682	0.0309774952	-0.0291163524	0.011207486	-0.0259286289	-0.0148202261	-0.0228646061	-0.0007000923	0.0197845391	0.0056478037	-0.0161420234	0.0226624852	-0.0314287732	0.0279514657	-0.02938969	0.0247488247	-0.0864682426	0.0936713274	-0.1159897537	0.0245114586	-0.0682990216	0.0973123714	0.0175014289	-0.1365173922	0.0080484405	-0.0234486624	-0.0199300764	-0.0494244851	-0.0237301308	-0.0474632783	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.4100442619167239	-0.0783139082992221	0.1681362967308308	0.0061330682330989	-0.1402687236747937	-0.0575057070908543	0.0196753148413556	0.0033069063480191	0.5414738294416566	-0.1596135737497945	0.0254764929251811	0.2931939079702121	0.0044330563136093	0.0007096609945225	5.036187271466643e-07	1.965198827963128e-05	0.0034677905669746	-0.0015914453667075	2.5326983552150858e-06	1.2025571416398018e-05	0.0066454147262449	-0.0017368512631142	3.0166523101813915e-06	4.416153688379258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.7290367132571	-0.4099589837269377	0.1680663683384236	696772.564732242	906.5944795830304	8.675623605417513	821913.5504104258	75.26644494287757	737.0014980838506	2.202037257277538	4.848968082438385	543171.2081778401	760.0965142068984	669.0827876691595	0.804674	37.844452	0.3808798278491104	0.1646240767596978	0.0373500424	0.0009972326	0.0139637511	0.0049471171	-0.0133472658	0.0383581532	0.0218326564	0.0206788209	0.032008531	-0.0131682565	0.0120688532	-0.0416380561	0.0004916611	-0.0312808736	-0.037583598	-0.009120758	0.0309524911	-0.017950382	-0.0375617984	-0.0124608043	0.0077860765	0.0043232329	-0.0153864242	0.0084850678	-0.0340472912	-0.0095628056	0.0054322712	0.019967969	-0.0249524511	0.0560413082	-0.082214096	-0.0072458357	-0.0527238087	0.0868171257	-0.0202792145	-0.0504165128	-0.0338185006	-0.0426067177	0.0203144108	-0.0498787044	-0.0798065336	0.0237423544	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.3407361186961424	-0.0693081432205814	0.1161011025841116	0.0048036187166846	-0.0970434231456067	0.043225300529187	0.0094174259758172	0.0018684266058385	0.5130459224256896	-0.0284279070159669	0.0008081458973084	0.2632161185176267	0.0026478542733936	-0.0017852020402157	3.1869463243902982e-06	7.01113225312875e-06	0.0020467092596565	-0.0014210813073181	2.01947208200892e-06	4.189018793563659e-06	0.0050533285321112	-0.0015920861941337	2.5347384495511293e-06	2.553612925344913e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.2785700209466	-1.4504666923104423	2.1038536255019955	694353.1752561537	909.2028095334076	2.608329950377197	826649.7488634419	6.80338513003471	734.353573051231	-2.6479250326195825	7.011506978373417	539275.1702531097	758.5351182961766	668.9179456360079	0.690141	32.457863	0.4465396362926972	0.1965138899183076	0.0436887357	0.0031525756	0.0090309318	-0.0276539364	0.0032708026	0.0199371411	0.0240417295	-0.001116611	0.0176102999	-0.0392537178	-0.0462416311	-0.0229318046	0.0008433521	0.0242607426	-0.0236593367	0.0042431256	-0.0165884111	-0.0056012736	-0.0359060762	0.003020819	0.0073664604	-0.0150292365	0.0019327948	0.0185373176	-0.0139212715	0.0067918786	-0.008752796	-0.0098364478	-0.0084269438	0.0262499919	-0.0363530109	-0.0141701173	-0.0467411007	0.0267225471	-0.0067014331	-0.0497524965	0.0021608025	-0.0114683973	-0.0285253164	-0.0121027481	0.002114458	-0.0065303572	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.2678003591174729	-0.0729357595786694	0.0717170323434474	0.0053196250253174	-0.012853683840305	0.0841897393053017	0.0001652171882665	0.0070879122042946	0.6071130059192456	0.0940670834935559	0.0088486161969836	0.3685862019563019	0.0006179263811257	-0.0020299278922679	4.120607247807199e-06	3.818330124911038e-07	0.0009788154982965	-0.00106789376136	1.1403970855516089e-06	9.580797797054258e-07	0.0042442091074357	-0.0008091194246755	6.546742433872123e-07	1.801331094764014e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.8401184985919	-0.4384515223547396	0.1922397374551887	693622.6629807486	902.5371346584586	-6.665674874948991	814573.2794375006	44.431221538526245	735.300629548512	0.9470564972809824	0.8969160090421237	540667.0158144381	758.948464864417	667.3905736313535	0.657	30.899212	0.2500803301106732	0.1081405415110314	0.045871003	0.0019475619	-0.0109997144	-0.003324853	-0.0185901815	0.0033160526	0.0153702575	0.0180500766	0.013123754	-0.0485984218	0.030419675	-0.0278157897	-0.0060832583	-0.0377379027	-0.0258124849	-0.0119552561	0.0257286066	-0.0019677905	-0.0487434093	-0.0050607148	-0.0065193723	-0.0106708911	0.0053569064	0.0017037481	-0.0153316351	-0.0180777771	-0.0004936215	-0.0061100792	0.0191693693	-0.0043201484	-0.0094370679	-0.0151129915	-0.0215033866	0.0174678319	-0.0194108686	0.0118028468	-0.0158366985	-0.0187819672	0.0346417107	0.0006812248	-0.0441058382	0.0759451678	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.2191046256130704	-0.0486957335044025	0.0480068369650437	0.0023712744615317	0.0230348070810606	0.0358884909213656	0.0005306023372616	0.0012879837806129	0.6260902896641056	0.01897728374486	0.0003601372983329	0.3919890508116836	-0.0006051488104835	-0.0012230751916092	1.4959129243298812e-06	3.6620508282959497e-07	0.0018479759893637	0.0008691604910672	7.554399592321763e-07	3.415015257264746e-06	0.0034060683513112	-0.0008381407561244	7.024799270769479e-07	1.1601301613803795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.9745424501458	-0.865576048446087	0.7492218956435428	692181.6392851295	895.9132992278697	-6.623835430588883	802660.6397333664	43.87519581152462	733.673163734531	-1.6274658139809617	2.648644975676714	538276.311184236	757.8183457338357	665.4791966716302	0.649168	30.530884	0.1138059616017593	0.0511170113616306	0.0339509158	-0.0132473844	0.0085706991	-0.0314442216	0.0460316097	-0.0373237131	0.0065627464	0.0255444705	-0.0367587235	-0.0349765386	-0.0465371933	-0.0166571546	-0.0014148917	0.0145891707	-0.0166814603	0.0035306939	-0.0104587429	-0.0125808328	-0.0353797825	0.004279604	0.0021579921	-0.0205975464	0.0102759396	0.0096340665	-0.0016338565	0.00712601	-0.0166003567	-0.019141764	0.01454544	0.004230211	0.012521981	-0.0149045943	-0.0355993968	-0.0113286049	0.0163798797	-0.0156507989	0.0347067977	0.0154454505	-0.0097046237	0.0136467702	-0.0136216242	0.0313011265	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.197323903540223	-0.0217807220728473	0.0389367229083512	0.0004743998540146	0.0067456822982308	-0.0162891247828298	4.5504229668664366e-05	0.0002653355861906	0.6336236567759528	0.0075333671118471	5.675162004186036e-05	0.4014789384261304	-0.0001071993457655	0.000497949464718	2.479536694129427e-07	1.1491699732551225e-08	0.0015498506361051	-0.0002981253532586	8.88787262555651e-08	2.402036994235383e-06	0.0028380882166031	-0.0005679801347081	3.2260143342303165e-07	8.054744725221364e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.2386013377536	1.2640588876078027	1.5978448713402755	694286.5667592959	904.9892179356063	9.075918707736603	819005.4845797004	82.37230038944328	734.5119076170862	0.8387438825551499	0.703491300523687	539507.7424312909	758.0591994176937	668.3715598298761	0.588804	27.691912	0.2264963587448622	0.1120149751885395	0.0462121599	-0.0006342608	-0.0123965547	-0.001844114	0.0073777789	0.0151312954	0.0176063077	0.0147423886	0.0090843173	-0.0296455883	0.0187397417	-0.0209580526	0.0221071985	-0.0135509458	-0.0189765399	0.0185917195	0.0212651047	-0.0080581441	-0.0424251652	3.2507e-06	-0.0093663126	-0.0140313634	0.0056786355	-0.0050774881	-0.0096826447	-0.0188417318	0.0127990247	0.0044741834	0.0122375458	0.0184233645	-0.0231964795	-0.0165989719	-0.0331030398	0.0195762523	0.0006009042	-0.0013550108	0.0004021098	-0.0106161786	0.0351109995	0.0020708032	-0.0240585617	0.0326140212	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.2295743392234328	0.0322504356832097	0.0527043772298757	0.0010400906017568	0.0207602946405813	0.0140146123423504	0.0004309898335637	0.0001964093591063	0.6816241605166198	0.048000503740667	0.0023040483593577	0.4646114961999866	0.0005524468937891	0.0006596462395546	4.351331613585247e-07	3.051975704572251e-07	0.0033878346136027	0.0018379839774976	3.3781851015378983e-06	1.1477423369124555e-05	0.0029850741391236	0.0001469859225205	2.160486141920248e-08	8.910667616064502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.2322374867385	-1.0063638510150668	1.0127682006298755	692610.4971121831	896.9647193731264	-8.024498562479948	804545.7078001114	64.39257717924275	734.6778769908605	0.16596937377426	0.02754583303102	539751.5829397979	757.8835783608353	666.8342156375027	0.533309	25.081928	0.1426936935574996	0.0742009139355342	0.0356119996	0.0042666524	-0.0029567373	-0.0115431898	0.0169693976	-0.0039275906	0.0035238099	0.0418375182	-0.0162788471	-0.0127943722	-0.0303213769	-0.0239528549	0.0197339393	0.0063266163	-0.021532889	0.0171673555	0.0149691303	-0.0187235009	-0.0286911529	0.0041429961	-0.0025600323	-0.0231083687	0.0164399171	0.001647273	0.0070252031	0.0012568547	0.0018333117	-0.0205717532	0.0211606599	0.0040364634	0.0170365233	-0.015461176	-0.0352696093	-0.0101197185	0.0088537923	-0.0073787721	0.0165331964	0.0127011627	-0.0068337082	0.0150196231	-0.0084286956	0.0095278061	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.1860726817292999	-0.0435016574941329	0.0346230428859333	0.0018923942047368	0.0271837723432071	0.0064234777026258	0.0007389574788073	4.126106579613085e-05	0.6750754137821389	-0.0065487467344809	4.288608379237444e-05	0.455726814293126	0.0002099038742514	-0.0003425430195376	1.173357202340051e-07	4.4059636425747554e-08	0.0023062874564183	-0.0010815471571844	1.1697442532136572e-06	5.318961831632392e-06	0.0026847680833205	-0.0003003060558031	9.018372715201472e-08	7.2079796612164306e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
