global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
933.088105544756	n/a	870653.4127091017	n/a	921.371240065873	n/a	n/a	848924.9620205247	854.956918988909	n/a	730951.333327008	n/a	875.9098577580686	798.8047919490701	n/a	n/a	n/a	n/a	-0.0389243347	0.0199972138	-0.0795766545	0.0247724293	-0.1261410917	-0.112909617	-0.0317155643	0.1237517017	-0.0061601079	0.0155161132	-0.1102944006	-0.1386356313	0.1971654092	-0.0905167099	0.0930951025	0.0764406262	-0.0173872874	0.0449384725	0.0434578149	-0.1278334025	0.0070731882	-0.0743345442	0.1431589822	-0.0469979128	0.1632336956	-0.0180797046	0.0604357825	-0.1463791393	0.0160718359	-0.0091561339	0.0752025748	-0.1277434149	0.0663898969	-0.0516851022	0.057512497	-0.027163788	0.0163001832	-0.0798367026	-0.053855143	-0.1722140905	0.0701720977	-0.0904176994	-0.1132411353	0.0733885661	0.0139094311	-0.0506912266	-0.1238126767	0.0189316658	0.0205830109	0.1491994582	-0.0136822711	0.0244787091	-0.0327295978	0.0483691744	-0.0685503	-0.0860276876	0.0043620686	-0.1295626554	0.1298905435	-0.0608695811	0.0777169955	-0.1138044517	0.0447573692	0.0058048316	-0.0123456729	0.0982813029	-0.0342113278	0.0550263635	-0.1051428798	0.0233504086	-0.0931614953	0.0068159688	-0.0160745382	0.1123973692	0.0076540116	-0.1130547972	0.2123522485	0.1197254991	-0.2348606742	0.0262442482	0.0597367052	-0.023920774	-0.0783441359	-0.1305439	0.092684974	0.2114507821	-0.0612639649	0.1067069448	-0.009876265	0.0547164912	0.0295599557	-0.1387050802	0.0414159647	-0.0589243203	0.0198432149	-0.0641737784	0.0295671773	-0.0779333683	0.0621462315	-0.0320209202	0.045440465	0.0606738376	-0.0550051801	0.0696556521	-0.1069816761	0.0019974517	-0.0354963824	0.0362227126	-0.0664918303	0.1204840337	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.029797791953996	n/a	0.0008879084053336	n/a	-0.0342348143612696	n/a	0.0011720225143505	n/a	-3.5842064846747235e-05	n/a	1.284653612478434e-09	n/a	-0.0005768830925396	n/a	3.327941024580528e-07	n/a	-0.0004091646742303	n/a	1.6741573063798757e-07	n/a	0.0005708816146598	n/a	n/a	3.259058179565804e-07	0.0	0.0	0.0	0.0
930.2145686735964	-2.8735368711595584	865299.1437726051	8.257214149913464	906.0974989346932	-15.273741131179804	233.28716814229367	821012.6775757064	853.9948013994031	-0.962117589505965	729307.1208172059	0.9256702560367688	874.605267474065	795.286231355437	1.231997	21.62237	0.0971736489538212	0.0583293805083233	0.0105474492	-0.0217578761	0.0753819209	-0.0843671769	-0.1398432118	0.079143103	0.0979276366	0.0560709227	-0.0665034534	-0.0526775105	0.0903545544	0.0347466922	-0.0093384337	-0.0069913291	0.1101124657	-0.0029015215	0.0454013817	-0.0612657946	0.1853097185	0.0898461836	-0.1385621056	-0.0205072445	0.0716934654	0.0203335806	-0.0056706134	0.0041121184	0.1656543877	-0.0372661845	-0.1280953807	0.0576228679	0.0628915961	-0.1855506949	-0.1399264658	0.0621641733	-0.001984538	-0.0948603559	0.1163155613	-0.1033101823	-0.0825189959	-0.0427614913	-0.0247731884	-0.0409131703	0.2134871983	0.0358614874	-0.0438547671	0.0428732183	0.048858603	-0.0598926436	-0.0398738726	-0.0034356218	0.0660317136	0.0647817379	-0.0466507893	-0.1395414344	-0.0119647935	0.0797524454	0.1025889045	0.1238486696	0.0510047551	0.0270920075	0.207634096	-0.0886121721	-0.0630020463	0.0303752493	0.0591064988	-0.029645265	0.1572414834	-0.1528724257	-0.0061477648	-0.0099015162	0.0541839541	-0.0766770271	-0.0697981435	0.0036501586	0.0336232501	-0.0944659418	0.0855118624	0.1219734074	-0.0308861804	-0.0769395647	0.0556565979	-0.1452747977	-0.0904106411	-0.1146528445	-0.0396529944	-0.0841580875	0.0122058339	-0.0871936351	-0.0336618141	-0.0770324385	-0.1143130544	-0.0094626969	0.0878102493	-0.1539894653	0.054678515	-0.0434903122	0.0687865911	-0.036387991	0.0172853733	0.0568408136	0.0329960356	-0.115957323	-0.1149115882	0.2227134887	-0.0441995514	-0.0097819635	-0.0771206548	0.0886621241	0.0888490803	0.1593018508	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0303083728877879	-0.0005105809337918	0.0009185974671051	2.6069288995180657e-07	-0.0273995410125991	0.0068352733486705	0.0007507348477011	4.672096175104525e-05	0.0250177720090221	0.0250536140738688	0.0006258889162954	0.0006276835781623	-0.0013868509547173	-0.0008099678621777	1.9233555706002864e-06	6.560479377607136e-07	-0.0007377877561063	-0.000328623081876	5.443307730603693e-07	1.0799312994168021e-07	0.0004139889467637	-0.0001568926678961	2.4615309239555937e-08	1.7138684804251764e-07	0.0	0.0	0.0	0.0
926.4484841664156	-3.7660845071808353	858306.7938142492	14.183392515227515	899.634905902886	-6.462593031807273	41.76510869476392	809342.9639188945	852.7981251594715	-1.1966762399315485	727264.6422755097	1.432034023216709	873.2743659147669	779.7872657827014	1.112605	19.526964	0.0456480849608796	0.021417356997343	0.09178493	0.1604827643	0.013975873	-0.1114353359	-0.0240033853	0.108975543	0.1407764761	-0.1573683081	-0.0646434259	0.0876243947	0.0587321541	0.059881079	-0.0491938013	-0.0637038978	-0.0504616966	0.088452698	0.189245101	-0.0212389162	0.0364915178	0.0798119062	0.0395253925	0.0479291428	-0.0051228986	0.0148903569	-0.1758853643	-0.0517736179	-0.1047499071	0.016933684	-0.0783704834	-0.0806993178	0.0246265514	0.0485533734	-0.0919419061	0.1640576461	-0.114334534	0.0617768579	0.0277907308	-0.0193235364	0.0518888116	-0.037725396	0.0193505677	0.0650501257	0.1041738927	0.0454388861	0.0430975236	0.1677660826	0.0824278655	-0.0664275031	-0.0599221453	-0.0619644938	0.020941177	0.1736764137	0.1386748176	-0.0634803896	0.0582873946	0.0720888399	0.0799121853	0.0347751225	-0.0448433876	0.0995306529	-0.076086649	0.084001953	-0.0452526643	0.0457081371	-0.013815099	-0.1778176085	0.0830518211	-0.0544853923	-0.0855094693	0.0880868472	0.0415038708	-0.0459305027	-0.0484021341	-0.1959414363	-0.2381216059	0.0878816999	0.0729168976	0.0720611093	-0.028711171	0.0450475886	0.0130019515	0.0018892754	0.1446751335	0.0010247619	-0.1007564577	-0.0644461907	-0.0028844581	-0.0885088238	0.0679456883	-0.0942637697	0.1068185023	-0.0351645316	0.0103348115	-0.1223948918	0.0450021069	-0.0909147154	-0.0966489818	0.0578217626	-0.0006460457	-0.0463467091	0.1404185599	-0.1003529557	-0.005030804	-0.0045466138	0.005489881	0.0742030672	-0.0365637708	-0.0054529849	0.1406683194	-0.0019892453	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0260698750081758	0.004238497879612	0.0006796383829419	1.7964864275476263e-05	-0.0164735945920853	0.0109259464205138	0.0002713793187843	0.0001193763051839	0.0407939066987808	0.0157761346897587	0.0016641428237488	0.0002488864257494	-0.0012168028764562	0.000170048078261	1.4806092401520823e-06	2.891634892029318e-08	-0.000737827243614	-3.948750769997098e-08	5.443890414190329e-07	1.5592632643552678e-15	0.0005380515004148	0.0001240625536511	1.5391517218432064e-08	2.894994170986175e-07	0.0	0.0	0.0	0.0
926.3297041540984	-0.1187800123171882	858086.7207982194	0.0141086913260713	906.7047599371224	7.069854034236414	49.9828360654089	822113.5216926348	852.9468060830482	0.1486809235766486	727518.254007273	0.0221060170356052	873.9052268306544	774.1974179572138	1.167253	20.486065	0.0633134893300109	0.0334878764594239	0.1117902152	-0.068488761	-0.1088409006	0.0002725608	0.039082838	0.115225871	0.0096012733	-0.0188854612	0.124012542	0.0814174226	0.1032782841	0.1461366103	0.0924693235	-0.00146475	-0.0045814372	-0.0848907574	0.1757550266	-0.0659568194	-0.0492275161	-0.0368033994	-0.0971081074	-0.061154654	0.1713725102	-0.0070578798	0.024333707	0.1413710836	-0.2610807899	0.0274398665	0.0481132078	0.0268640927	-0.0747300157	-0.1201120913	-0.0412363455	-0.0695093795	0.0582401241	0.1234996309	0.0018268818	-0.14903345	0.078921364	-0.0494794137	-0.0775756212	-0.1296507088	-0.0533492122	0.0510737021	0.03114066	0.0985396064	0.0483401378	0.0181191983	-0.1423222696	0.0235078401	-0.1186813469	-0.0194987015	0.1725494031	-0.1432697548	0.0271955511	-0.0331474731	-0.0512338671	0.0375173989	0.2255946237	0.1150706544	-0.1110714452	0.0150671568	0.0737196566	-0.0003630695	-0.0298133421	0.0418629507	0.0301255732	-0.0868173134	-0.0396046983	-0.0324264533	0.1281636485	0.2002363486	0.0301345577	0.0257211295	-0.0798760715	0.1388949126	0.0344255153	0.0753979464	0.0338912953	0.0258928792	0.0519578814	0.0074321698	-0.0420852904	-0.0160428747	0.153287505	0.0904697854	0.0398876574	-0.1247010645	0.1200028023	0.0963442162	0.0019662298	-0.0004165468	0.0116674634	-0.0630776315	0.1312667376	-0.0577381439	-0.2442449915	0.064951265	0.0542778802	-0.2417924104	0.166930303	-0.0669412994	0.026090611	0.1275891712	0.1193357437	0.0389213481	0.0976005135	0.0237457193	0.0923103116	-0.109711313	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0341796218763335	-0.0081097468681577	0.0011682465516091	6.576799426559361e-05	-0.0281617462665337	-0.0116881516744484	0.0007930839527806	0.0001366128895649	0.0430885448247906	0.0022946381260098	0.0018566226951179	5.265364129337773e-06	-0.0016199143084086	-0.0004031114319523	2.6241223665869125e-06	1.6249882657071434e-07	-0.0003833817109588	0.0003544455326552	1.469815362976969e-07	1.2563163561922846e-07	0.0004711894117945	-6.68620886203e-05	4.470538894668852e-09	2.220194617872469e-07	0.0	0.0	0.0	0.0
928.3415578985356	2.0118537444371896	861818.0481214802	4.047555489005941	897.5077919989276	-9.196967938194804	84.58421925618316	805520.2366987902	853.0895722181277	0.1427661350795688	727761.8182273082	0.0203821693255576	873.2059932120902	775.861101994246	1.038871	18.232883	0.0370574928050248	0.0162983204972377	0.0646529055	0.0321079704	0.051858158	0.0200805959	0.0586014973	0.0535162907	-0.0371531891	-0.1383582788	0.0080396525	-0.0481396572	-0.0068153507	0.0491909514	-0.0725430991	0.0520807459	0.0734429616	-0.034397388	0.0880735237	-0.1309122282	-0.0096087723	0.0969977261	0.067065256	0.0270355213	0.0590905416	0.1491098424	-0.0276435022	-0.0542529309	-0.044044702	-0.0692288749	0.0765509142	-0.0679028904	-0.0391443046	-0.0876502847	-0.0170564461	0.0385826206	0.0335352495	-0.0666104429	0.0446146539	0.0488420556	0.166531215	-0.0075345832	-0.0427815868	0.0038127111	0.0459654383	-0.1975484889	-0.0929247618	-0.1541571532	0.052901486	-0.0699348037	0.0665466837	0.153461458	0.0179421032	-0.0201868522	0.0545989479	-0.0531856041	0.1794470505	-0.0057357225	0.0131633862	-0.067288152	-0.0016384807	0.1557063343	-0.0101736339	-0.0669901404	-0.099695072	-0.006793581	-0.0286026572	0.0719221696	0.0681069255	-0.0108169481	-0.0141365218	-0.0251273563	0.0235767621	-0.12489772	-0.079447947	0.031770404	0.0730171186	-0.0125118259	0.1218604138	-0.1292293122	0.1735919541	-0.0716762928	-0.0330966293	0.0216440258	-0.0795605485	0.0081482321	0.0259749473	0.1056525836	0.012735391	-0.1026860157	0.0339765786	-0.0855551151	0.000619898	0.0481589129	-0.0030191433	-0.0609188081	0.065520864	0.0091879074	-0.0610612595	0.0787490294	-0.005754996	-0.1247399436	-0.0500648369	-0.0328121489	-0.0018572954	0.0737145038	-0.0694716577	0.0691030488	0.0858257586	0.0205050603	0.0319479595	0.059274148	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0286539064659336	0.0055257154103998	0.0008210463557584	3.053353079673092e-05	-0.0174671044310201	0.0106946418355136	0.0003050997372041	0.0001143753639899	0.0355998484723443	-0.0074886963524463	0.0012673492112538	5.608057305914258e-05	-0.0016339251349401	-1.401082653149999e-05	2.669711346589024e-06	1.9630326009578408e-10	-0.000480257861257	-9.687615029820002e-05	2.306476132991479e-07	9.384988496599441e-09	0.0003151076044909	-0.0001560818073035	2.4361530571158117e-08	9.92928024079935e-08	0.0	0.0	0.0	0.0
928.5285525526724	0.1869946541368108	862165.2729055609	0.0349670006757455	903.8642651142518	6.3564731153242064	40.40475046583942	816970.6097505265	854.4503230044717	1.3607507863439423	730085.354482446	1.8516427025356572	875.288828125	782.8428809955996	1.001414	17.575493	0.0212428053997549	0.0113970439902757	0.0442497875	-0.018731084	-0.13358253	-0.0127272933	0.0378253446	0.120826391	0.0114305512	-0.0472968962	0.0635748696	0.083234684	0.0038181575	0.0985998418	0.0764818949	0.1246065981	0.0415818695	0.0156570249	0.0830661536	-0.0019201826	-0.0989700824	0.0598439535	-0.0861559593	-0.0232604774	-0.0746213249	-0.2142637031	-0.0031862073	-0.0245572009	-0.10031391	0.0257361452	0.0829459687	0.1296431246	-0.0393062328	0.0491796672	-0.119905138	0.0688931541	0.0077942598	-0.0145706056	0.0545408763	0.0461942705	-0.0234116459	0.0920452873	0.1415228401	-0.0907825296	-0.0553670415	-0.1612980806	0.0656173332	-0.0323769511	-0.0580943386	-0.1556962043	0.1241899235	-0.0895291095	0.1028370856	0.0223572988	0.0926592383	0.0214955394	0.0581758228	-0.0255290867	-0.0573456144	0.1132143436	0.0855777408	-0.0848542076	-0.1341327875	0.0445240086	0.0107985625	-0.0366077893	0.1138276344	0.0182857733	-0.0096072084	0.0331829675	0.1065296737	0.0345847699	0.0247917574	-0.1311701253	0.0399808335	0.0366244602	0.0011475272	-0.0008044641	0.1498304776	0.151297077	0.1018729146	0.0372223963	-0.1209416566	-0.0414446168	0.062618958	0.169802759	-0.020006323	-0.0412633761	0.0483129322	-0.1343745899	0.0437314023	0.1030029057	0.0679594582	-0.017586846	-0.077675607	-0.085463679	0.0246835739	-0.0123962707	0.0154416739	0.0327824497	0.1416728072	-0.1149057368	0.0657067338	0.0559233667	0.002367728	0.0602554513	0.0655350687	0.12242239	0.0206422315	-0.0693512968	0.1363012286	-0.0355169613	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0287809363231303	-0.0001270298571966	0.000828342295636	1.6136584619413936e-08	-0.0195692588238358	-0.0021021543928157	0.0003829558909142	4.419053091234353e-06	0.0377641835190019	0.0021643350466575	0.0014261335568568	4.684346194190346e-06	-0.0015904057641517	4.351937078839988e-05	2.529390494646953e-06	1.8939356338182326e-09	-0.000365893274838	0.000114364586419	1.3387788857167621e-07	1.3079258626788918e-08	0.0004942093693452	0.0001791017648543	3.2077442173924986e-08	2.442429007485804e-07	0.0	0.0	0.0	0.0
927.9692206574468	-0.5593318952255686	861126.8744875892	0.3128521690166264	899.00263986412	-4.861625250131738	23.63540007271848	808205.7464826567	854.3575652559897	-0.0927577484819721	729926.8493101427	0.0086039999034448	875.174282966989	787.1481169631589	1.125863	19.759655	0.0824281829957702	0.0436310657846987	0.0526440866	-0.0670533832	0.0975683049	-0.0509064066	0.0889501706	-0.08123362	-0.0497139827	-0.0731768216	0.0441400031	-0.0187956282	0.0376907076	0.1337378689	-0.0724243659	0.0088769229	-0.0060422803	-0.1253821879	0.0210692319	-0.0197179912	0.0079143297	0.0294792046	-0.028599022	0.0645070289	-0.1999968747	0.0803814405	-0.1339528458	0.0755840893	0.0284246801	0.0111964755	-0.0871510417	0.0072462554	-0.0282552845	0.159212049	0.0321073628	0.1528711229	-0.0449266218	-0.0700944564	-0.1893771583	-0.0634997956	-0.0724363822	-0.0179100962	-0.0357119412	0.0739059087	-0.0480372691	0.0327762017	0.0054964226	-0.0799436665	0.0306484622	-0.0308361765	0.0819185898	-0.005790188	0.0436263509	-0.0814705939	0.0379732571	-0.0986443372	-0.00017729	0.0318645138	0.0049850262	0.0960949842	-0.1518535877	-0.0335441079	-0.0536078911	0.1065683756	-0.0167336291	0.0035655263	-0.0759040545	-0.0167693827	0.050149113	0.0689901145	0.0658602948	0.0572910708	-0.1183388947	0.0321560885	0.1015266285	-0.1487902086	0.0249209334	0.1254451355	-0.0906658498	-0.0753353531	-0.042080621	-0.015020265	-0.0132826761	-0.0266463016	-0.0874091975	0.0115696334	-0.1586935037	-0.0349037103	0.0620285057	-0.0513497799	0.053409082	-0.0303591898	-0.0958482663	0.1471703993	-0.0721308985	0.0497412628	0.061275621	0.0391312584	0.0598355678	-0.0016973314	0.0447592847	0.0400176822	-0.0277826451	-0.0474601861	-0.2736716117	-0.0340648862	-0.007287691	-0.0048346404	-0.1308080641	-0.0735922589	0.0939653827	0.0374684001	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0342677313225294	-0.0054867949993991	0.001174277409993	3.0104919365430985e-05	0.0098514898130872	0.029420748636923	9.705185153736086e-05	0.000865580450357	0.04298241384339	0.0052182303243881	0.0018474878998044	2.7229927718363576e-05	-0.0021758857604224	-0.0005854799962707	4.734478842408966e-06	3.427868260331391e-07	-0.0003182700272226	4.762324761540003e-05	1.0129581022827455e-07	2.267973713437704e-09	0.0007071543061603	0.000212944936815	4.5345546115186914e-08	5.000672127210553e-07	0.0	0.0	0.0	0.0
929.8926164125952	1.9233957551483627	864700.278058662	3.69945123092274	900.5818520762438	1.579212212123707	2.4939112109206523	811047.6722890774	854.8913222004596	0.5337569444699284	730839.17277365	0.2848964757698742	875.2272632436284	788.2525801978227	1.107093	19.43022	0.079874277289458	0.0431721155526022	0.0155957924	0.054768429	0.0554046144	-0.0647448487	0.1499848884	0.0451148995	-0.0492757249	-0.1008616675	-0.001308675	-0.0147298561	-0.0901954141	-0.0233885888	-0.1321547911	-0.040909766	-0.0124604383	0.0229077714	-0.0488843138	0.0062336984	0.0564232565	0.1076640854	0.0658389631	0.008492137	-0.068278232	0.099981608	0.1841266845	0.1628360247	-0.1222401523	0.0143244302	0.0596089339	-0.1581974137	0.0579779877	0.2187129569	0.0587417609	-0.1445311926	-0.0461724991	-0.0539629237	0.0220785032	0.0857072556	-0.0101702814	0.1255187118	0.1260975834	0.0410850004	-0.1237898072	0.1034415393	-0.0831321918	0.2026906162	-0.0072376131	-0.013675423	0.0813588638	0.0741902218	0.1080019744	0.0028536426	-0.0178312243	0.0567725741	0.0759462404	0.1292689568	-0.0133276032	-0.0450710991	-0.0392512246	0.0149193085	0.0222197673	-0.0761935606	0.1782989747	-0.1258885915	-0.2356333542	0.0754794918	-0.1285586469	0.0348709501	0.0316332147	-0.0391824021	-0.0222696822	-0.0045880142	0.0386642473	-0.0874464001	-0.0523952554	-0.1461011865	-0.0697550664	-0.046191315	-0.051693183	0.1307677452	-0.0939365625	0.1583703161	0.1211788488	0.018751411	-0.024744663	-0.0861414687	0.0622934451	0.0547524102	0.0057072395	-0.1015449242	0.1074674814	0.0847660722	-0.060648292	0.0263654861	0.071288482	0.0281026512	0.0392976601	0.0758071771	0.0605871027	-0.0417266746	-0.0389928285	-0.0925559285	0.1214347378	-0.1498382042	-0.0680451394	0.0381905368	0.0518477323	-0.0680125499	-0.0325630349	0.0398222798	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0342086041387261	5.9127183803305006e-05	0.00117022859712	3.4960238645098143e-09	-0.0203658720670745	-0.0302173618801617	0.0004147687450524	0.0009130889589966	0.042872429752407	-0.0001099840909829	0.001838045232875	1.2096500269356686e-08	-0.0017609738263494	0.000414911934073	3.101028817087647e-06	1.7215191303619766e-07	-0.0001802384543867	0.0001380315728359	3.2485900439706534e-08	1.9052715099552365e-08	0.000270341730379	-0.0004368125757813	1.9080522636069397e-07	7.308465118431193e-08	0.0	0.0	0.0	0.0
930.7424687941138	0.8498523815186445	866281.543216962	0.7222490703729118	903.7514322667034	3.169580190459669	10.046238583754352	816766.6513241178	854.4594622160259	-0.4318599844336859	730100.9725705002	0.1865030461550634	874.5585670946465	791.9768967104342	1.151395	20.207748	0.0209763700680735	0.0103986454690083	-0.0433056809	0.078041199	-0.0740465467	-0.0444367204	0.0597567102	-0.2198338425	-0.0765890563	0.029444655	0.0190248484	0.114965794	-0.0973073018	-0.0772703995	-0.0359000388	0.0269259007	-0.0982227349	0.0038723856	-0.0053577029	0.1190066923	-0.1165376191	-0.1192387991	0.1606916944	0.0295638141	-0.0316553889	0.1202507895	0.0200001226	0.0069512123	0.103378258	0.1198432237	0.189278876	0.0028041217	-0.111654892	-0.0181352418	-0.0823130918	-0.0814270402	-0.0397129904	-0.0253120349	0.0613389051	0.1626893429	0.1009732654	-0.1236925111	0.0042324128	0.0669881455	-0.0977604938	-0.0153505794	-0.2521661292	0.1113594363	-0.0284896853	0.0713870289	0.0181124886	0.0587407172	0.0669761752	-0.044269561	0.0873156838	0.1478109077	-0.0679535059	-0.0531540769	-0.0214510509	-0.1353588257	-0.1120053353	-0.057420148	-0.0010444377	-0.030424022	-0.0432769737	0.0203510989	-0.0364407508	0.150929768	0.1662652353	0.1332164179	0.0459297371	0.0433072896	0.1087542014	-0.0191777779	-0.0654341874	-0.0037938329	-0.0313144803	-0.1188014825	-0.0353266389	-0.090509918	0.1439973204	0.172160512	-0.0243187957	0.1362384376	0.1437825919	-0.1014244814	0.0237641671	-0.0741367522	0.0643388	0.0739766527	-0.0032695241	0.0226480998	0.127992215	0.0296420062	-0.0482753152	0.0683864536	0.0050493146	0.0617420641	0.0650906335	-0.0253607008	0.11695703	0.088198152	-0.1451861661	0.0250431082	-0.0487239618	-0.0582236285	0.005781466	-0.1302324359	0.0437516224	-0.1084407768	-0.1523958346	0.0519293673	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0341761139372636	3.2490201462495594e-05	0.0011680067638528	1.0556131910735508e-09	-0.0122273819131919	0.0081384901538826	0.000149508868451	6.623502198484402e-05	0.0367184373508635	-0.0061539924015435	0.0013482436414892	3.7871622478255184e-05	-0.001810983763823	-5.00099374736e-05	3.2796621928305194e-06	2.500993846113381e-09	-0.0001222679435974	5.7970510789300006e-05	1.4949450031536987e-08	3.360580121172348e-09	0.0002953892283398	2.504749796079997e-05	6.273771540962787e-10	8.725479621918249e-08	0.0	0.0	0.0	0.0
931.1984412930118	0.4559724988979496	867130.5370665347	0.2079109197512407	904.7277998660971	0.9763675993937112	0.9532936891458388	818532.3918505487	855.4909008857899	1.0314386697639293	731864.6814983804	1.063865729484384	875.6385873863345	789.1974661062613	1.152985	20.235666	0.0397099722198749	0.0208877251102514	-0.0135011471	-0.1587944931	-0.0362336404	-0.0552534038	0.1206599176	-0.0527619013	-0.0531233962	0.114022114	0.0146603308	0.008747558	0.086701536	-0.0750852703	-0.1014419094	-0.0360844265	-0.1054774556	-0.076299897	-0.0585738103	0.0326236012	0.0188598902	-0.0695056237	0.0071651864	0.0051234621	-0.0744963496	0.0465439542	0.1073519508	0.0161452123	0.0317587879	-0.0290010789	-0.0853747326	-0.0725074994	0.1196749662	0.0608446642	0.1072808503	0.0090209814	0.1031725747	0.0010473263	0.028833885	0.0776376927	0.1666130993	-0.1371710609	-0.0641371629	0.0431935793	0.0352940157	-0.0526264245	0.1895925472	0.0535628769	-0.0188572623	0.0383821247	-0.0090943788	0.0972498163	0.0407175739	-0.1104768237	-0.0397237154	0.0039443467	-0.0911781956	-0.0171260751	0.0280574076	-0.0408368281	-0.0450938084	0.0131187962	0.0238901419	-0.1028070735	0.0459611205	-0.1438259512	-0.0548302962	-0.0617098604	0.0305959404	-0.1456475835	-0.0999182161	-0.0643790376	-0.1669398184	-0.0593188441	0.1399172221	0.0185920559	-0.0782671616	-0.044930104	-0.1254053536	-0.1652353821	-0.0580663929	-0.0740739495	-0.0342803672	0.0238689478	-0.0026495331	0.0085878377	0.1544828077	0.0179470173	0.0920487716	0.0889763477	0.0197227997	0.0756717584	-0.0375009111	0.0782703424	0.0498489433	0.0992773776	0.0605857368	0.0429986156	0.0222070221	-0.0558450224	0.1049627485	0.0887914449	-0.0266754104	-0.0598917294	0.1480821104	-0.1574244514	-0.0877996745	-0.1002339016	-0.0060127445	0.0449623624	-0.0876158495	0.0025261742	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0363832148112237	-0.0022071008739601	0.0013237383199996	4.871294267835447e-06	0.0008274532597454	0.0130548351729372	6.846788970632884e-07	0.0001704287213925	0.042840887082626	0.0061224497317625	0.0018353416060263	3.748439071795871e-05	-0.0015289702114471	0.0002820135523759	2.33774990749259e-06	7.953164372367451e-08	-0.000202222226719	-7.99542831216e-05	4.089382897919064e-08	6.3926873894889715e-09	0.000290845335013	-4.543893326799985e-06	2.0646966565337437e-11	8.45910088988242e-08	0.0	0.0	0.0	0.0
