global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
948.1090362032876	n/a	n/a	898910.7445303269	936.9219556718152	n/a	877822.7510198989	n/a	881.0150758741797	n/a	n/a	776187.5639175867	978.5682727027004	683.2433843844145	n/a	n/a	n/a	n/a	-0.0018126034	0.0379953193	-0.0400258274	0.0606265356	-0.0570483444	0.0315583655	-0.0522058068	0.1033734089	-0.0230242883	-0.0234516021	0.1186561883	-0.1152333223	0.0678091344	-0.0621171895	0.04513724	-0.0914157719	0.0400713974	-0.0781357107	0.0569673145	-0.0950946504	0.0599255804	-0.0437439361	0.0367351124	-0.084456438	0.033666986	-0.0475697288	0.1638790137	-0.0061109004	0.0071463761	-0.0507849668	0.0565248143	-0.0103071789	-0.0501163941	0.0144073849	-0.0576096492	0.0304365301	-0.0281006481	0.0114710556	-0.2085939329	0.1375636302	-0.1501320239	0.1233524087	-0.1552359781	0.0318720204	-0.0272914065	0.1508957734	0.0020373735	0.0567240205	-0.0453726556	0.0672665371	-0.0289792849	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0516612486513992	n/a	0.0026688846122216	n/a	-0.0665833341302999	n/a	n/a	0.0044333403839071	0.623675653129709	n/a	n/a	0.388971320306769	-0.0280685381259264	n/a	0.0007878428325265	n/a	0.0064951251717111	n/a	n/a	4.218665099619515e-05	0.0009408396063242	n/a	n/a	8.851791648282756e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.2169488275188	-5.892087375768824	34.71669364369435	887772.7786578392	931.7230267538	-5.198928918015213	868107.7985832624	27.02886189457483	878.5437264721622	-2.471349402017495	6.1075678668522295	771839.0793235934	975.5641700003404	666.2027278640895	0.925693	25.518143	0.4912357990887384	0.2658408594613504	-0.0217622712	0.0221534902	0.0268617534	0.1583453709	-0.0967858408	0.0670249391	-0.0144933599	0.0663311656	-0.0741980178	-0.0112409231	0.0779396942	-0.0911406426	0.0282145146	-0.0628804728	0.0868267354	-0.0739073498	0.202209817	-0.1060234604	0.043843982	-0.0819123329	0.1062763263	-0.0479409028	0.0404656167	-0.0769028784	0.0162089949	0.0096542669	0.1416763924	0.0234185702	0.0359643017	0.0040263713	-0.0094043416	-0.0267184084	0.0773847787	0.0574707437	0.000956298	0.0278863642	-0.0076566484	0.0313934222	-0.179262886	0.1197484001	-0.0760653591	-0.0191116421	-0.0729565497	0.0757791513	0.088949689	0.1072456417	-0.0972490353	-0.04025477	0.101919949	-0.0196742412	0.1334342803	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1039229452252641	0.0522616965738649	0.0107999785442932	0.0027312849287787	-0.1614370841399335	-0.0948537500096335	0.00899723389089	0.0260619321356039	0.5475648359933842	-0.0761108171363247	0.005792856485159	0.2998272496164618	-0.0321547207581212	-0.0040861826321948	0.0010339260670327	1.669688850365046e-05	0.0077648983942102	0.0012697732224991	1.6123240365757488e-06	6.029364707240815e-05	0.0009450744590086	4.234852684399963e-06	1.7933977258569572e-11	8.931657330703979e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950.0135694785616	7.796620651042872	60.787293576268176	902525.782193398	943.309918820692	11.586892066892004	889833.6029455005	134.2560677698049	880.164843044832	1.6211165726697343	2.628018942184467	774690.1509321337	981.152354186888	673.5382225444016	0.8253629999999998	22.752384	0.1758330175062276	0.0966267584066901	-0.031883073	0.0079353675	0.050792011	0.1503543371	0.0213957639	0.0586635829	-0.0122443328	-0.0031541383	-0.0445655791	0.0112747456	0.0085757959	-0.0951221287	0.0372840272	0.0587643656	-0.0176114458	-0.1083364973	0.1396163921	-0.0700293842	-0.0706949248	-0.1017339235	0.0515935283	0.0153833438	0.0089319618	-0.0156734995	0.078037668	0.0158072744	0.1295767175	0.0404381929	0.0425138782	0.0061594503	-0.0207855188	0.0547809071	0.0135557094	0.0402090924	-0.0483262129	0.0306155986	-0.0370226939	0.0137277196	-0.1383992665	0.0849600637	-0.0677660299	0.0344860784	-0.1063459597	0.0125722789	0.0491616064	0.084375653	-0.034100369	0.0208218918	0.0718054194	0.0234654185	-0.0383325101	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0750844666527541	-0.02883847857251	0.0056376771325285	0.0008316578463771	-0.1582702377768186	0.0031668463631149	1.0028915887574073e-05	0.0250494681659306	0.5131753667963963	-0.0343894691969879	0.0011826355916505	0.2633489570866159	-0.033857401048699	-0.0017026802905777	0.0011463236057724	2.899120171922088e-06	0.0074099731531409	-0.0003549252410692	1.2597192674810057e-07	5.49077021302689e-05	0.0010762333948338	0.0001311589358252	1.7202666446798942e-08	1.158278320155486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951.1240406893644	1.110471210802757	1.2331463100217412	904636.9407772636	941.4291686586682	-1.8807501620237872	886288.8796013512	3.5372211719525017	878.847444747222	-1.3173982976099978	1.7355382745457204	772372.8311387213	980.8364566057508	676.6031340464805	0.682509	18.814415	0.2410636116714425	0.1367495522349229	-0.0172769946	0.0099668344	0.016800204	0.1252480968	-0.0117755314	0.0670027465	0.0077977049	0.0296018791	-0.0715584153	0.0680579156	-0.0134688862	-0.0599843734	-0.0234262928	0.059791584	0.0061655062	-0.0568252455	0.0809109133	-0.0388360278	-0.0658164728	-0.0726713187	0.0518240456	-0.0046477145	0.039560029	0.0323874516	0.0394444509	0.0193394756	0.0687504507	0.0285611641	0.0284672667	-0.0306605148	-0.0148735632	0.0520216405	-0.0376435187	0.0333513074	0.0178144064	0.0290389758	-0.0243657626	0.0729045348	-0.107929528	0.0413185432	-0.0227534516	0.0081436339	-0.0482464153	0.0445994484	0.0245336202	0.0232914795	-0.0301242721	0.0194475198	0.0601387143	0.0193620364	-0.0725975765	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0560928293733553	-0.0189916372793988	0.0031464055071083	0.0003606822865522	-0.1393962451417252	0.0188739926350934	0.0003562275979895	0.0194313131596119	0.4451050286797411	-0.0680703381166552	0.0046335709313157	0.1981184865559931	-0.03178115492535	0.002076246123349	0.001010041808389	4.310797964721757e-06	0.0070408229045799	-0.000369150248561	1.362719060126483e-07	4.957318717365694e-05	0.0008190768939379	-0.0002571565008959	6.6129465953023e-08	6.708869581829579e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.4288966193376	8.3048559299732	68.97063201761104	920503.8076681996	948.6058718115506	7.176703152882396	899853.100035352	51.50506814459213	883.8587829446905	5.01133819746849	25.11351052940673	781206.3481884694	986.3360279651604	693.7877424758615	1.071755	29.544554	0.725540956780283	0.4595197291462694	0.0097508809	-0.0111566916	0.0186956906	0.1083908333	0.0650829608	0.014594731	0.0580032499	-0.0672081664	0.0158891148	-0.0591541895	-0.0032723115	-0.0357181041	-0.0673029101	0.1680595374	0.0333955513	-0.0526565754	0.0585472624	-0.0836190741	0.1620992675	-0.0039787265	-0.0127114695	0.0718603148	-0.0210190231	0.0617151998	0.0160997823	-0.0273957839	0.0905121171	0.0126753594	0.0179741344	-0.0596539461	-0.1694008745	0.1804992381	-0.0098838393	0.0990099704	0.1407372207	-0.0577878247	0.0247965787	0.13996556	-0.0684715053	-0.0642679152	-0.0031418126	-0.2939288808	0.021192967	0.0461880894	0.0674715969	-0.0608598003	0.0355133706	0.0733586066	0.1268518368	-0.0508303716	0.1009997201	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0690561292285707	0.0129632998552153	0.004768748984033	0.0001680471431362	-0.4231615184735346	-0.2837652733318094	0.0805227303490765	0.1790656707168275	0.092006798954408	-0.3530982297253331	0.1246783598351641	0.0084652510538368	-0.0329506599089532	-0.0011695049836032	0.0010857459884354	1.3677419066727227e-06	0.0068439807186588	-0.000196842185921	3.874684615819679e-08	4.684007207737343e-05	0.0009670128017721	0.0001479359078342	2.1885032826728933e-08	9.351137587911267e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.1869975540938	-1.2418990652438424	1.5423132882535295	918122.3222817288	946.0217726768558	-2.5840991346948385	894957.1943786606	6.677568337930613	883.9409516071734	0.0821686624828998	0.0067516890942287	781351.6059281952	985.957521402508	702.6795118757822	0.779458	21.486956	0.3804303287942808	0.2416851119122189	-0.0346577288	0.0004153566	0.0233622497	0.0427230192	0.0446654524	0.0507929201	0.0189257698	-0.053457295	0.0262375039	-0.070363498	0.0353846178	-0.0486066315	-0.0691640821	0.0243122155	-0.0326216988	-0.0008745832	0.008654153	-0.0610727395	0.1358076758	0.0283621032	-0.0025922349	0.0704646454	-0.0134897579	0.0472351185	0.0412717515	-0.0021571356	0.0283744047	0.029992089	0.0413235127	-0.0297549408	-0.120486414	0.0720224558	0.0050313778	0.0386712297	0.0623480664	-0.0361628597	0.0399853374	0.0278654348	-0.0460380777	-0.0179977322	0.0790699431	-0.1013193429	-0.0348329803	0.0369221742	0.038476973	-0.0344075894	-0.0453187069	0.0909086898	0.0066801279	0.01092791	0.0464388866	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0673841292925772	-0.0016719999359934	0.0045406208805187	2.795583785962263e-06	-0.2876310410575513	0.1355304774159833	0.0183685103086043	0.0827316157798507	0.2877279734445821	0.1957211744901741	0.0383067781438131	0.0827873867025261	-0.0324307325428446	0.0005199273661085	0.0010517524132655	2.703244660286243e-07	0.0068161414372731	-2.783928138570032e-05	7.750255880722002e-10	4.6459784092911405e-05	0.0013693796933204	0.0004023668915482	1.6189911541424136e-07	1.8752007444782727e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.4299988097472	1.243001255653439	1.545052121556027	920505.9226160716	950.58403503928	4.562262362424235	903610.0076715592	20.81423786359276	883.5993125850014	-0.3416390221719894	0.116717221470633	780747.745200687	986.36877760066	705.1631724996474	0.750579	20.690855	0.645801494966892	0.3334687155612389	-0.0671395101	0.0281183801	0.0263863376	-0.0013208553	0.083253184	0.0488387861	0.0154666088	0.0070638157	0.0195473493	-0.0739095348	0.0449323633	-0.0657059584	0.0117270225	-0.0660019252	-0.053258834	0.0260915837	-0.0213680087	0.0412525336	0.003484844	0.0789411366	0.0031828661	0.0961688721	0.007244087	0.0097764717	0.0207856541	-0.0070693965	0.0128218788	0.0537567543	0.064048022	0.0072973134	-0.0237813646	0.0065322928	0.0078449829	0.0160918175	-0.0321863012	0.0028206544	0.0171682814	-0.002438599	-0.0012411269	0.0091703471	0.0091371197	0.0403038742	-0.0673456042	-0.0040854276	-0.0248098577	-0.0128596537	0.0118859131	0.0044438439	-0.0839631995	0.0316147188	-0.0875359317	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1087210258493058	0.0413368965567286	0.0118202614617254	0.0017087390169416	-0.0508227145138846	0.2368083265436666	0.0560781835204118	0.0025829483105598	0.5195963244616237	0.2318683510170416	0.053762932203362	0.2699803403940289	-0.0336803565954229	-0.0012496240525783	0.0011343664203948	1.5615602727822151e-06	0.0076921368166615	0.0008759953793884	7.67367904709827e-07	5.916896880623932e-05	0.000779240708298	-0.0005901389850224	3.4826402164326853e-07	6.072160814687687e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.3500570855028	-2.0799417242443496	4.326157576252558	916519.1318016156	945.1492804737144	-5.43475456556564	893307.16237998	29.536557187936573	882.3959384414946	-1.2033741435067211	1.4481093292605351	778622.592178046	984.2310734589768	709.3481636093658	0.571638	15.758073	0.1506609213932431	0.084193224868219	-0.0715073236	0.0298479024	0.0398756319	-0.0314828891	0.0233269039	0.0759691714	0.0201269559	0.032827308	-0.0073603423	-0.0599464162	0.0119418022	-0.0675602088	-0.0111028674	-0.0658204549	-0.0174189938	0.0544044983	-0.062474711	0.031761026	0.0046155217	0.1091359847	0.0273346785	0.0727222039	0.0224386473	-0.0037041904	0.0182962303	0.0137229741	-0.0135507443	0.0542993813	0.0668566473	0.0026814903	-0.0289559956	-0.0292986381	0.0082808903	0.0163544048	0.0206697728	0.0300901156	0.0319449668	-0.0129619912	0.0274447912	-0.0287621401	0.05715206	0.0198215869	-0.0354179762	0.0097235667	0.0057647439	-0.0171428025	-0.0208872443	0.0024886234	-0.0381853549	0.0158874782	-0.0494432217	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0973249205015776	-0.0113961053477282	0.0094721401506383	0.0001298712170965	-0.1303921208066754	-0.0795694062927908	0.0063312904177872	0.0170021051684626	0.5084484722376246	-0.0111478522239991	0.0001242746092081	0.2585198489207745	-0.0328791721173814	0.0008011844780414	0.0010810399591243	6.418965678546287e-07	0.0076074180382965	-8.471877836500018e-05	7.177271407658022e-09	5.787280920939897e-05	0.000864288602466	8.504789416800005e-05	7.233144302411336e-09	7.469947883526314e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.0444170311632	3.6943599456603806	13.64829540809977	923606.3715067684	950.069976976655	4.9206965029405865	902632.9611524215	24.21325407405172	883.9850292339817	1.5890907924870137	2.5252095467670044	781429.5319098034	987.0181999285396	706.8568744103885	0.689058	18.994949	0.0818333644617173	0.0390269802799446	-0.0822578742	0.0400870951	0.0218322093	-0.0130513135	0.0873973107	0.0417863703	0.0110418844	0.0018344018	0.0215635114	-0.0550862923	-0.0560843371	-0.0522746396	-0.0327563839	0.0190937165	-0.0328628478	-0.0266602927	0.0137334742	0.0317338755	-0.0245882547	0.0171955568	-0.0073415256	0.1125701099	0.0194242891	0.0310591627	0.0158517762	0.0166935659	0.0168167253	0.0542864052	0.0786352062	0.0059675174	-0.0392381989	0.0082635428	-0.0272947163	-0.0109806601	-0.0579928069	-0.1184325651	0.0202760809	-0.0049221662	0.014175359	0.0087807759	-0.0227524878	0.0394606306	-0.0389564468	-0.020953714	-0.0397078814	-0.0441445407	0.0105231999	0.0214500366	-0.1119896945	0.0188633099	-0.0760546092	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1143391183527455	0.0170141978511679	0.0130734339856831	0.0002894829285186	-0.1035443844116486	0.0268477363950268	0.0007208009495368	0.0107214395431872	0.5201463485799422	0.0116978763423176	0.0001368403109201	0.2705522239410468	-0.0326068780961248	0.0002722940212565	0.0010632084991755	7.414403401208971e-08	0.0075222158398322	-8.520219846430005e-05	7.259414623149972e-09	5.658373114102245e-05	0.0006963137447228	-0.0001679748577432	2.821555283384829e-08	4.848528310898886e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.7976234667432	-2.246793564420045	5.048081321119332	919292.8827654746	946.185334187032	-3.884642789622944	895266.6866306255	15.09044960296953	884.372120960721	0.3870917267392997	0.1498400049100126	782114.0483325641	985.6440718194832	703.0632463381129	0.702917	19.376974	0.1709574582855687	0.0896705376414613	-0.0855791223	0.0215684789	0.026888482	-0.0083831167	0.0505836714	0.0362657515	0.0147465319	0.0267964122	0.0192187477	-0.050748829	-0.1490502428	-0.0106588532	-0.0347173848	0.0400065143	0.0503896231	-0.0530222353	-0.0032376727	-0.0192826538	-0.0214538802	0.0099377816	0.0076180444	0.087935308	-0.0031787838	-0.0111288246	0.020790343	0.0421795604	-0.0126350817	0.0557114775	0.0748918879	0.0372147904	-0.0138116782	-0.0386808532	0.0114225241	-0.0979050589	-0.1039910394	-0.2783340852	0.0485327974	0.0090324211	0.0475422417	0.0951996166	-0.0430840888	0.0435814797	0.0286207196	-0.0466226691	0.050150048	-0.0348034215	-0.0543862378	0.0812818266	-0.0375948851	-0.0829213191	0.0147200172	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0834746978727594	-0.030864420479986	0.0069680251849484	0.0009526124515653	-0.1065759713379463	-0.0030315869262977	9.190519291699183e-06	0.0113584376666267	0.5835863284838823	0.06343997990394	0.0040246310502123	0.3405730027932977	-0.0329945617217198	-0.0003876836255949	0.0010886411032083	1.502985935544835e-07	0.0065672117066735	-0.0009550041331587	9.120328943502e-07	4.312826960026946e-05	0.000826055405476	0.0001297416607532	1.6832898534998447e-08	6.823675329161188e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
