global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
911.0123359052732	n/a	829943.4761715822	n/a	1060.42533023676	n/a	1124501.8810077414	n/a	846.1171956116415	n/a	n/a	715914.3087097087	866.2106883436693	737.0174241118378	n/a	n/a	n/a	n/a	-0.0001669038	0.0810627526	-0.0739239782	0.0684006272	-0.0374282887	0.0310482776	-0.0035567777	0.0519524623	-0.0172025999	0.0535259096	-0.0499138653	0.0255949558	0.0678650258	-0.0338089277	0.0871172861	-0.0626805841	-0.0083301336	0.0322072766	-0.0574589708	0.0243162749	-0.0659018581	0.0168236712	0.0466857038	-0.0272562228	0.053415875	-0.0489957105	0.0006021083	-0.0003686945	0.1607226277	-0.0682344977	0.0182458925	-0.0602861488	0.1313445753	-0.0933296745	0.0159318342	-0.0874532219	0.0569395275	-0.0085647962	-0.0152820678	0.0040879693	0.0116586104	0.0745456651	-0.0051241885	-0.0748721713	0.0128823563	-0.0852771398	0.0844830665	-0.0134774343	0.0868767212	-0.0017256623	0.0425452177	-0.0636500308	0.0450129184	-0.0931341684	0.0302199381	-0.0520770608	0.0388290771	-0.0167620947	0.0008599839	-0.04659905	0.031767736	-0.0834426796	0.0443432019	-0.1510350619	0.0715544346	-0.1384644441	0.0502508125	-0.1058228649	0.0573512534	-0.0314489864	0.0506512903	-0.0021052126	0.035665773	-0.0144209352	0.0159202757	-0.0526805852	0.0442783899	-0.0023046953	0.0444312246	-0.055008215	0.0086691508	-0.0926614021	0.1418010566	-0.1180283081	0.0672432062	-0.1201994198	0.1562280654	-0.1469942934	0.1353743575	0.0375478859	0.2093249287	0.3019823005	-0.1014804938	0.3065523464	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0178345393270689	n/a	n/a	0.0003180707930087	-0.4580772527951779	n/a	0.2098347695283773	n/a	-1.012438966974031	n/a	n/a	1.025032661847443	0.0014785320916031	n/a	n/a	2.1860571459002376e-06	-0.0023282157777668	n/a	n/a	5.420588707842265e-06	0.0017432263025443	n/a	3.0388379418822715e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.7423711892354	-0.2699647160377481	829451.666679391	0.0728809479053419	1052.0270132600986	-8.398316976661363	1106760.8366289637	70.53172804047846	845.1771355231732	-0.9400600884682716	0.8837129699309748	714324.3904111562	864.1110413186657	725.7289870824569	1.197291	22.972387	0.1193174499367491	0.0648602187614707	-0.0052480101	0.0668818863	-0.0734201315	-0.0372020913	-0.0451103404	0.0278343309	-0.0164017684	0.0633430209	0.0351706175	0.0241897207	0.0237698036	0.0328831381	0.0642258658	0.012902317	0.0037147185	0.0022579042	-0.0115512129	-0.0463266334	0.0058865181	0.0127024295	-0.0245197013	-0.0145636647	-0.0783771583	-0.0600316291	0.0473335403	-0.0377293044	-0.0015934175	-0.0281137164	-0.0126063031	0.0081856085	-0.0005433645	-0.1382579289	0.0094040594	-0.0194851838	0.0029905643	0.0195567805	0.0617837563	-0.0778857168	-0.1246320487	0.0609041411	-0.0401082913	-0.0396499285	-0.0211173788	-0.0706663286	-0.0175567378	-0.0189678538	0.0163416584	0.0226770101	-0.0038238698	0.006634778	-0.0203550082	0.0210117763	0.0364594413	-0.0154557165	-0.0108970006	-0.0342999602	0.0433963966	0.0209480672	-0.0129386909	0.0134641001	-0.1001051598	0.0309867796	0.0223020227	-0.011168258	-0.012621121	0.0169116948	0.0489673556	-0.1488351543	-0.0257317982	0.0559973086	0.0637043545	0.0149418569	0.0265005509	0.0266316165	0.0148655787	-0.006856802	0.0560298973	0.0220892021	0.0008044632	0.0266411235	-0.0070210082	-0.0064713841	0.1272658878	-0.1391641606	0.0469014375	-0.0001874177	0.0662777825	-0.0314406234	0.1356076981	0.0322466231	-0.0561880998	0.1419214046	-0.0413025414	0.0760906776	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0130313820551606	0.0308659213822295	0.0009527051027739	0.0001698169182675	-0.4416422598908269	0.016434992904351	0.1950478857214767	0.000270108991766	-1.0104460722026474	0.0019928947713836	3.971629569808276e-06	1.0210012648297575	0.0021561114370109	0.0006775793454078	4.591137693232631e-07	4.648816528809209e-06	-0.0030281544701564	-0.0006999386923895	4.899141731040629e-07	9.169719495128186e-06	0.001720271522766	-2.2954779778300037e-05	2.9593341120396524e-06	5.26921914670252e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.7528724590952	0.0105012698597874	829470.7946924929	0.000110276668668	1053.3736094110022	1.3465961509036788	1109595.961003563	1.8133211936286036	844.6343597956183	-0.5427757275549538	0.2946054904228095	713407.2017473539	864.2065896654302	719.4479476826241	0.948054	18.190271	0.2475836629621352	0.1564130152293113	-0.0070163169	0.0597162876	-0.0413369609	-0.1073656334	-0.0017130414	0.0893420767	-0.0490595719	0.0423316665	-0.0021139788	-0.0006377499	0.0376124816	0.0315416085	0.0874368055	0.0140840401	-0.0210223695	-0.0706651617	-0.0718259074	-0.0418342349	-0.0299453369	0.00396214	0.0434426181	0.0168347647	0.0075565922	-0.0259292879	-0.0665133994	-0.0626540319	-0.1130178283	0.0285578585	-0.0269184659	0.1531073128	-0.0228143318	0.0429786955	-0.0162795533	0.0007743228	-0.0183767505	0.028913216	-0.0384467976	-0.1630848243	-0.0558038642	-0.0023291747	-0.0708572569	0.0139052345	0.0014400644	-0.0897196084	-0.0228356103	-0.0061117657	0.0638826257	0.040020307	-0.0094884343	0.0113644194	0.0049515727	0.0124599358	-0.0143522723	0.0081274468	0.0216782925	-0.0071537326	-0.1063551874	0.035887226	-0.0281634084	0.0314794512	-0.0741809164	0.0290807897	-0.0226374668	0.0719166003	-0.1396251442	0.1184066365	-0.0556351457	-0.0682085702	0.0824991232	0.0322678409	0.0551823188	0.0269414325	0.0290879653	0.0196246059	0.0232243652	0.0313483179	0.0735184407	0.0833231959	-0.0631613027	0.0415781699	0.0025172644	0.0093608352	-0.0018262003	-0.106017108	0.0570457786	-0.0697931817	0.0261667707	0.0925364242	-0.0142964742	-0.0304083776	-0.1557208865	0.0149920836	-0.1483998809	0.0697113362	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.022686440755308	0.0096550587001474	9.3220158503292e-05	0.000514674594144	-0.4670698768490666	-0.0254276169582396	0.2181542698598022	0.0006465637041749	-0.9277144960706992	0.0827315761319481	0.0068445136892763	0.8606541862197115	0.0002149474771829	-0.001941163959828	3.7681175189351216e-06	4.620241794729332e-08	-0.0033367856141723	-0.0003086311440159	9.525318305656327e-08	1.1134138234947212e-05	0.0020658646423581	0.0003455931195921	4.2677967205453605e-06	1.1943460430939957e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.3985310365364	1.6456585774411678	832471.0794376294	2.708192153505688	1053.9952454457086	0.6216360347063983	1110905.9774221596	0.3864313596454944	844.3302608347789	-0.3040989608393829	0.0924761779835925	712893.5893613257	863.2997157852669	723.2557013654883	0.826858	15.864894	0.1831286217371701	0.0832048507709558	-0.0398118483	0.0313866147	-0.010954884	-0.1090065978	0.0429756528	0.08076271	-0.0298241582	0.0088075125	-0.0283706631	-0.031021174	0.0564052414	0.0057924686	0.0383406752	0.0093784835	-0.0251381588	-0.0232025624	-0.0600511116	-0.0061678926	0.0282444863	-0.0714952549	0.0256626392	0.0231428536	0.0060320404	0.0690311158	0.0209352069	-0.1305871765	-0.0905782212	0.1177120197	0.0687470767	-0.005526144	-0.0398603035	-0.0718235983	-0.0266008828	-0.0122769305	-0.0344138288	-0.1015233537	-0.0442865642	-0.0663615812	0.088033786	0.0688419847	-0.1399116809	0.0067526765	-0.0939211636	-0.0517135805	-0.0097087078	-0.005251577	0.0423312025	0.0559100657	-0.0495213129	0.0121971505	-0.0123667577	-0.0067418398	-0.0371448213	-0.0303772893	0.072329101	0.0060791297	-0.0761517833	0.1981044667	-0.0689128796	0.0114947104	-0.0514141599	0.0793811332	-0.068611331	0.038594713	-0.0352592266	0.0535265971	-0.0005082653	-0.1044999905	0.0426815882	-0.0405547169	0.0542658328	0.0301431527	0.0128518837	0.027243294	0.0188285166	0.0398798259	0.0660264125	0.0951523968	-0.0610625067	0.0693446421	-0.0093778929	0.0800273024	-0.0257256364	-0.0701878936	0.0264541508	-0.052742504	0.0241741097	0.0862659968	-0.0999269176	-0.0721390527	-0.2825411304	-0.0239895373	-0.1104467877	-0.0368794505	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0466293531310952	0.0239429123757872	0.0005732630530346	0.0021742965734243	-0.4139563771403374	0.0531134997087291	0.1713598821751532	0.0028210438513091	-0.932195833164478	-0.0044813370937787	2.0082382148077253e-05	0.8689890713692152	-0.0010100735284342	-0.0012250210056171	1.500676464203131e-06	1.0202485328435149e-06	-0.0029478382622387	0.0003889473519336	1.5128004257615973e-07	8.689750420318478e-06	0.0016480155487313	-0.0004178490936268	2.715955248860128e-06	1.7459786504473824e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.832703648573	2.4341726120366047	836918.8756649578	5.9251963051891074	1054.8601901146674	0.8649446689587421	1112730.0206887522	0.748129280360148	845.2652822584155	0.9350214236366128	0.8742650626594382	714473.3973913988	863.4257307524273	733.229986970969	0.819953	15.732403	0.1015747678027541	0.0456432208135548	-0.0826763715	0.0207165407	0.0361752057	-0.0553346084	0.0720323926	0.1211829624	0.0128127905	-0.017278059	-0.0143729332	-0.042922249	0.0886345478	0.0620517496	0.0654843732	0.0292991676	0.0425932458	-0.0094722661	-0.051499722	0.0336850668	0.0447456747	0.048626489	-0.0319829453	-0.0773841436	-0.0400692297	0.0407403614	0.0845374343	0.0292024041	0.064252155	0.0484284725	0.0633358083	0.0459393611	-0.0878451168	0.0192613504	-0.0512960198	0.0076627295	-0.0483880458	-0.0023708142	0.1664853597	-0.0293110278	0.0326479701	0.0021959502	-0.0331682053	-0.0067200334	0.2118523228	-0.0614880689	-0.0252130124	-0.0656718501	0.0104834513	0.0105590414	-0.0955977163	0.0018434389	-0.019003529	0.0254208511	0.0735195848	-0.0121984158	0.0025203919	0.0225358853	0.0757369866	0.0974525968	0.0528171021	-0.0518740799	0.0410772877	-0.0372893339	-0.0632895431	-0.0252516565	-0.0878305203	0.0539367925	-0.0157976021	0.027302095	-0.0422189153	0.0878357482	0.0713407586	0.0422398649	0.0062266924	0.0287538202	0.0243279171	0.0171081766	0.0468435128	0.0597153139	-0.0497767063	0.0363604032	-0.0314291868	0.0701062432	-0.0070744151	-0.0403433015	-0.0276668708	0.0457166212	0.07427564	0.0883934525	-0.1659720796	-0.084979943	-0.1293291222	-0.0344650637	-0.052870754	-0.0753253203	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.047687481174151	0.0010581280430558	1.1196349555010978e-06	0.002274095860735	-0.4316556176013364	-0.017699240460999	0.1863265722067911	0.0003132631128962	-0.9182537470734786	0.0139420860909993	0.0001943817645688	0.843189944014484	-0.0004070255837528	0.0006030479446814	3.6366682358446093e-07	1.656698258293076e-07	-0.0031954540591423	-0.0002476157969036	6.13135828762049e-08	1.0210926644089002e-05	0.0021748580713003	0.0005268425225689	4.73000763030006e-06	2.775630435868671e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.0180024694714	1.1852988208984243	839088.9808481606	1.404933294823195	1055.9253607543385	1.0651706396711234	1114978.3674841798	1.13458849161739	845.975051286348	0.7097690279325661	0.5037720730123398	715673.7873989393	864.0735390344489	742.0823469662696	0.8354899999999998	16.03051	0.0756233073067206	0.0367416982611041	-0.1065604496	0.0087797628	0.0322292313	-0.0045576606	0.0589183728	0.0789376152	0.0226488479	-0.012983326	-0.0078216321	-0.0419681443	0.0242036479	0.0146781752	0.0732594662	0.0134454896	0.0338002869	0.0003016369	-0.0374299517	0.0838679924	0.0065248402	-0.0367952561	-0.0284495183	-0.0030661987	-0.0053827552	-0.074772883	0.0198249812	0.0614534886	-0.0252202162	-0.0246153415	0.1004548426	-0.0252433007	-0.0694923892	0.0208907537	0.0143625296	0.0155766982	0.0008081793	0.0699824878	0.0168072361	0.0090428959	-0.0481925823	-0.0660966321	0.0928046545	-0.0428027743	0.0024818356	-0.0621280907	-0.0112869455	-0.0585749176	-0.0081593351	-0.0150978006	-0.1081972543	-0.0176529748	0.009110984	-0.0249607373	0.0817661704	0.0035828134	0.0010970757	-0.073428574	0.0180080403	0.0423784471	0.0279485194	0.0012865553	-0.0554463403	-0.0913271103	0.0191960306	0.0247212616	-0.0748414098	-0.0197595795	-0.0443473879	0.0428528751	0.0067632549	0.1062252424	0.0751156944	0.0410914294	-0.0006542444	0.0007643004	0.0161165134	0.0174201928	0.0134545622	0.0202343279	-0.0139093987	-0.0088525141	-0.0522902569	0.0545832767	0.0081153002	-0.0266171794	-0.057929779	-0.0193478051	0.0745860983	0.0535916804	-0.1347631065	-0.0523045369	-0.0190523819	-0.0149427756	-0.039871946	-0.0243381413	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0365602147809056	-0.0111272663932454	0.0001238160573862	0.0013366493048259	-0.4390934446843886	-0.0074378270830521	0.1928030531648022	5.532127171738456e-05	-0.9341772105277286	-0.0159234634542499	0.0002535566883788	0.8726870606693682	-7.517675924383765e-05	0.0003318488245089	1.1012364232798009e-07	5.651545130405931e-09	-0.0029910740624667	0.0002043799966755	4.177118304111822e-08	8.946524047161048e-06	0.0018883918849614	-0.0002864661863388	3.566023911188069e-06	8.206287591555326e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.2302027575467	0.212200288075337	839477.7844451353	0.045028962259256	1059.7896739766345	3.864313222296005	1123154.1530675013	14.932916680011733	846.5131486741225	0.5380973877744282	0.2895487987296633	716584.510878177	865.6460142607281	752.1344460008781	0.876498	16.817343	0.0996382632511178	0.0496920615639848	-0.1283690806	0.0382756983	0.0323262098	0.0803627694	0.0249025389	0.0858100145	0.0595466505	-0.0083114516	-0.0248204545	-0.0292287181	-0.0545926918	-0.0218366654	0.1079426335	0.0162123702	0.0526801585	0.0095582094	0.034409638	-0.020732427	-0.0296885582	-0.0663117181	-0.0622715395	0.1008019638	0.1093555173	-0.0741157056	-0.0213363571	0.0255018071	-0.0136229246	-0.0362841608	0.029482662	-0.1606013526	-0.0296254358	0.0013474337	0.0897526431	0.0897962818	-0.0181801807	-0.0863314469	-0.1258319729	-0.0008630465	0.0497362208	0.0285923391	0.2025403128	-0.0659672291	-0.0594546284	-0.1025017601	-0.0158191777	-0.0497462601	-0.0233244302	-0.0206656531	0.0208170411	-0.0490883572	0.0035461258	-0.1079218978	-0.0397496979	-0.0768041146	-0.0053275231	-0.0972907833	-0.0582975317	-0.0589518772	-0.0039125123	0.0405625934	-0.0263977088	-0.0808841336	0.1052854739	0.0474202393	0.0002280901	-0.1034406609	-0.0131217628	-0.0470056786	-0.0518378253	-0.0597768922	0.0848192112	0.0445227437	0.0039188052	-0.0149992953	0.0202010429	0.0050766443	0.0151045097	0.0208776013	-0.0378081157	-0.0124808926	-0.0210263464	0.0013705938	-0.0041244811	-0.0010023586	-0.0753802488	-0.0175220631	0.1070689643	0.0613748059	-0.142010767	2.09372e-05	0.0784093968	-0.0074544598	-0.1005847705	-0.0170804361	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0408025990969633	0.0042423843160577	1.7997824685132382e-05	0.0016648520930675	-0.4506403027318839	-0.0115468580474952	0.2030766824462839	0.000133329930769	-0.9095748826522368	0.0246023278754917	0.0006052745368931	0.8273264671518304	-0.0004624860629377	-0.0003873093036938	1.500084967278245e-07	2.138933584116142e-07	-0.0024088933557029	0.0005821807067638	3.389343753279978e-07	5.802767199149578e-06	0.0016729480351776	-0.0002154438497838	2.798755128404593e-06	4.6416052409664593e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.623905833607	-1.6062969239397944	836536.8891223227	2.5801898078584458	1054.8433320357503	-4.946341940884167	1112694.4551402845	24.466298596149752	846.1577466473201	-0.3554020268023805	0.12631060065524	715982.9322112703	865.126759859276	737.106707003527	0.968504	18.582645	0.2004251657472736	0.1201156166707862	-0.1019406386	0.036145331	-0.0024601105	0.0605027713	-0.1021370311	0.0609758296	0.0869644071	0.0615859663	0.0063002271	0.0894676364	-0.0950190932	-0.0496060583	0.1195032588	0.000242605	0.0027679699	-0.0371354634	0.0528253705	0.0214240222	-0.04836036	-0.0882925618	-0.0217206527	0.1447310584	0.0959724501	-0.0808076391	-0.0898694936	0.0344820573	0.0400779995	0.0759424922	0.0064240844	-0.0403973796	-0.0593065855	0.1034677737	-0.0699295187	-0.0057347479	-0.0436219607	-0.0325215816	-0.094975336	-0.0001016863	-0.0337060548	-0.0740544916	0.0177996487	-0.0049249521	-0.1256070456	-0.1157405831	0.001833853	-0.0030704035	0.005156013	-0.0603968372	0.0749007445	-0.0040227365	0.0451846185	-0.0815337814	-0.1102487829	-0.0048475064	-0.0602650759	-0.0915746605	-0.0488224571	-0.0509021826	0.0458156052	0.1124659858	0.0386916776	-0.1365455502	-0.1015981063	-0.0706680735	0.0936371749	0.0401855614	0.0437317696	-0.0266862792	0.0900257286	0.0140245002	0.0953334794	0.0480780398	-0.0076214681	0.0069636358	-0.0220231378	-0.0202472987	0.0093870778	-0.0320235635	0.0114597045	-0.0185635401	0.0195399941	-0.0533348262	0.0312688852	0.0228677759	-0.0497496402	0.0250480643	0.0190480131	0.0264858957	-0.0493894733	-0.0038661219	0.0447704175	-0.0619157343	-0.0042575507	0.0429112215	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0550628748098915	0.0142602757129281	0.0002033554634087	0.0030319201823297	-0.4246903983036247	0.0259499044282591	0.1803619344112914	0.0006733975398357	-0.966799492708958	-0.0572246100567211	0.0032746559961437	0.9347012591022986	0.0010890913095809	0.0015515773725186	2.407392342911722e-06	1.1861198806046395e-06	-0.0027581817849988	-0.0003492884292959	1.2200240683999704e-07	7.607566759099167e-06	0.0015140063260048	-0.0001589417091728	2.292215155182553e-06	2.5262466914770944e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.3327011361016	0.7087953024946501	837833.9537691119	0.5023907808384824	1058.865902105235	4.022570069484573	1121196.9986411328	16.18106996391312	845.4732630650847	-0.6844835822354298	0.4685177743498464	714825.0385579219	865.1722258417109	744.0705382611434	0.836209	16.044308	0.041854950815451	0.0263954253683698	-0.1090447967	0.033033826	0.0179153059	-0.0187178911	-0.1324599494	0.0792210275	0.0375534978	0.0360473719	-0.029516342	0.06495219	-0.0556190045	-0.0202084003	0.1204223625	0.0028691023	0.0265765254	0.0119322547	-0.0549264401	-0.0401007113	-0.0119559329	0.1027414513	-0.102642338	-0.0349456239	0.0298672478	0.0407447955	-0.0862905773	-0.0490034719	-0.007877896	-0.0742319359	0.0517459407	0.0312421361	-0.0140679701	0.079190115	-0.0589657621	-0.0364738232	0.119863323	0.0182449196	-0.0497727404	0.0110209843	0.067596825	-0.017429325	0.0032493709	-0.0466831827	-0.0534884884	-0.1225642428	-0.0087656208	-0.0203793007	-0.0294617925	-0.0288867811	0.0816964092	0.0679835066	-0.0145163117	0.0307554169	0.0488372612	-0.0182157484	-0.0579482231	0.1023233782	-0.0055784848	-0.1005937132	-0.0783017472	0.0409065335	-0.0392751673	-0.1637465921	-0.0634864478	-0.0741233997	0.0672168916	0.0185193991	0.0347958913	0.0166666352	0.0201579468	-0.0624476246	0.1132224184	0.0491943945	-0.0020552647	-0.0217157753	0.0080015187	-0.021152481	0.0565754001	-0.0040702873	-0.058064738	0.0290004691	0.0425805427	-0.0486566879	0.0241131445	0.0165545503	-0.0021929958	-0.0053222819	-0.0653288015	-0.0088164067	-0.0775547098	0.0520556713	0.0493669538	-0.0774306622	-0.0828185772	-0.0078433258	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0483137885684072	-0.0067490862414842	4.5550165094992665e-05	0.0023342221658327	-0.4246620792257971	2.83190778276321e-05	0.1803378815323771	8.01970169007484e-10	-0.950710982229424	0.016088510479534	0.00025884016945	0.903851371731636	0.0007970164231103	-0.0002920748864705	8.53077393068138e-08	6.352351787075369e-07	-0.0026839085649725	7.427322002630026e-05	5.516511213075209e-09	7.203365185132743e-06	0.0015005737321696	-1.3432593835200053e-05	2.2517215256774023e-06	1.804345771414544e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.7642636923972	-0.5684374437043971	836793.6581286936	0.3231211274051896	1057.8181797853813	-1.0477223198536194	1118979.3014844572	1.09772205951945	845.2577077905788	-0.2155552745058457	0.0464640763672905	714460.5925793835	864.5193341833834	742.2171315716008	0.86427	16.58272	0.0378069943426778	0.020803604019468	-0.104302564	0.0171379169	-0.0001774909	-0.1201957523	-0.0814851347	0.0934645564	-0.0073765516	0.0088895531	0.000506131	0.0795559996	-0.0493806206	-0.0471509465	0.1282638492	0.0275364575	-0.0137380791	0.0135605331	0.0193050635	-0.0903150741	0.0029050228	0.0715521958	-0.0961995243	-1.82028e-05	-0.002818176	0.0455599663	-0.0668338154	0.0178039423	-0.0260594583	0.0893469313	0.0763396825	0.0421124325	-0.1223986552	0.0063462997	-0.1222706022	0.010104273	0.0617326406	0.0750690558	0.005667361	0.0587671413	0.0638524282	0.1008641641	-0.1146818143	-0.0595807182	0.0481093308	-0.1191885774	-0.0387827911	0.0026861616	-0.0356083365	0.0129903277	0.069272924	7.48141e-05	-0.0626003274	0.0547100848	0.0101593508	-0.0245869294	-0.0621133479	0.0933768213	-0.0546750821	0.1115624511	0.0036050025	0.0634724232	-0.0679269114	-0.1672455046	-0.1192698714	0.0084256683	0.0176286512	0.1182389551	-0.0180899928	0.1111186549	0.0316837799	-0.0964019628	0.1185771444	0.0499929488	-0.0177291853	-0.0109237808	-0.0083682169	-0.0035371714	0.0565292623	-0.0048000228	-0.0348490224	0.0561072805	0.0355433254	0.0616302538	-0.0001084186	-0.0075322723	0.0368605443	0.059947404	-0.1349373278	0.0199232039	-0.054701481	0.0144261037	-0.1038750482	-0.1196577689	-0.0472098525	-0.0307616526	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0497166745480939	0.0014028859796866	1.9680890720015103e-06	0.002471747728121	-0.4273920900588308	-0.0027300108330337	0.1826639986448557	7.452959148481371e-06	-0.9667440010393163	-0.0160330188098923	0.0002570576921583	0.9345939635455056	0.0008992992277738	0.0001022828046634	1.0461772129831696e-08	8.08739101074553e-07	-0.0027857643801763	-0.0001018558152038	1.0374607090830732e-08	7.760483181859046e-06	0.0016492566867036	0.000148682954534	2.7200476186365367e-06	2.2106620968959524e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
