global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
898.2395513793315	n/a	806834.2916621427	n/a	1123.384731984967	n/a	n/a	1261993.256056936	855.9778914513035	n/a	732698.1506534196	n/a	907.5739617298914	659.154720738991	n/a	n/a	n/a	n/a	-0.0071607748	0.0877117907	-0.119692829	0.1131375888	-0.0571733008	0.0722252302	-0.0307321424	0.0135101953	0.0751274721	-0.0441467553	0.2646908575	-0.1484722755	0.0936035797	-0.2522918363	0.1440573309	-0.2730586961	0.0044410805	-0.1499317719	0.0428613642	-0.019767535	0.1336279557	-0.0979115959	0.2068767578	-0.0142551118	0.0126020337	-0.0850404663	0.0076381099	-0.0233917627	0.0444154883	-0.029147811	0.0919080627	-0.1592483614	0.1692079219	-0.0507110769	0.0426913511	-0.0237125241	0.0848816966	-0.1156094596	0.0237080439	0.0457068014	-0.0233189753	0.0364006906	0.0413183387	-0.0678527012	0.0830601647	-0.0474114513	0.0845420767	-0.1559886936	0.0299801702	-0.0623940141	0.0636575196	-0.1961121438	0.0184620453	-0.2254298982	0.070317354	-0.0795839566	0.0152709584	-0.0188073846	0.0170295553	-0.2382414669	-0.002795501	0.0941451865	-0.1774678187	0.3047036943	-0.0056701675	0.0577376577	-0.0190248879	0.0029852469	-0.0609535689	0.065419576	-0.0182658774	-0.0117443463	0.0676233637	-0.0710286467	0.0228810904	-0.0902111877	-0.1500424479	0.0509618489	-0.0261805228	0.1920777968	-0.1954594909	0.0572590472	-0.0005887643	0.0323889186	-0.0760901636	0.0381757857	-0.0473940032	0.094857695	-0.0373766817	0.0238653446	-0.0431054652	0.0870522449	-0.0316095288	0.0582325848	-0.0686937998	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.1423544740604825	n/a	0.0202647962850365	n/a	0.0597392842694688	n/a	0.0035687820850284	n/a	0.2175055185874725	n/a	0.0473086506160053	n/a	-0.001498156801093	n/a	2.2444738006612105e-06	n/a	0.0016303974065587	n/a	2.6581957033133344e-06	n/a	0.0008042214696193	n/a	6.467721721966266e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.8822005312231	-0.3573508481083536	806192.4460307916	0.1276996286437596	1110.2264217538725	-13.158310231094449	173.1411281377248	1232602.7075604077	855.9888642899936	0.0109728386900087	732716.935788473	0.0001204031889169	904.777803001886	646.8525307965033	1.056471	20.546844	0.0865147429711667	0.0563031527129653	0.0167853953	-0.0997830501	-0.0607393395	0.0645965859	-0.0013009025	-0.0948749479	-0.0503429433	-0.0031192122	-0.031176197	0.0844767025	0.0550151602	-0.0168166852	-0.0618918296	0.0227273663	-0.0376211772	-0.0893260351	-0.031471566	-0.030084577	-0.015593561	-0.0086488696	0.1026253802	0.0912234268	-0.0102449091	0.1384795006	0.0797887938	-0.115607572	0.0126489834	0.021501705	0.0262942151	-0.0685761393	-0.0245417323	-0.0964884586	0.0160261272	-0.0267998722	0.0802758937	-0.019669117	0.0661693593	0.0148680613	-0.0526038236	0.128257666	-0.1191325164	-0.2344483436	0.0137119607	-0.1127798705	0.0077490457	-0.0244018356	0.0043808449	-0.0549162955	0.0453984169	0.0510289988	0.0601031144	0.0003752547	-0.0687806598	0.0217221336	-0.1442990763	-0.1363939616	0.0434118671	-0.0156825096	-0.0604428218	-0.1093367307	0.0577114187	0.0042622226	0.0761573099	0.1382986991	0.0467529153	0.0008636544	-0.0449455685	0.0057229115	-0.1086767492	-0.1006377159	-0.0674343961	0.0054643052	-0.015671054	-0.0460579681	0.0097235232	-0.063313096	-0.1416060001	-0.0813433658	-0.0220730527	0.0917574201	-0.1058959968	0.0245615621	0.0476609875	0.0458064987	0.0122856484	0.1797118717	0.0322943635	0.1044237927	-0.0322350511	-0.0602351546	-0.0417350601	0.0619700334	-0.0631890519	0.0103128071	-0.0062686442	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1877756586633125	-0.04542118460283	0.0352596979864408	0.0020630840107243	0.0597525670028034	1.3282733334604724e-05	0.0035703692634245	1.764310048382195e-10	0.2177434656830996	0.0002379470956271	0.0474122168476871	5.661882031737499e-08	-0.0020040325284566	-0.0005058757273635	4.016146375112153e-06	2.559102515356513e-07	0.0017418976339187	0.00011150022736	3.034207367051565e-06	1.2432300701331698e-08	0.0006047508535554	-0.0001994706160638	3.657235948759849e-07	3.9788526672911787e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
899.9173641802979	2.035163649074775	809851.2623532149	4.141891078515354	1116.1033420636386	5.876920309766092	34.53819232734118	1245686.6701656235	855.7986911437201	-0.1901731462734233	732391.3997633045	0.0361658255635328	903.9876805993896	658.9100472460088	0.891192	17.332409	0.1567232346174104	0.0771594449244039	-0.0439967617	-0.1450011135	0.0012481322	-0.0049086016	0.0351157329	0.0232114266	0.0500338587	0.0184934142	-0.1001393417	-0.0537249859	0.0118512874	0.01115136	0.0787831706	0.0613526079	-0.0517802426	-0.1278232657	-0.0275306308	-0.0232678135	-0.0003209252	-0.0117745528	0.0283769778	0.0841308353	-0.0962508373	0.1389989183	0.0680840025	-0.0543247591	0.0664446148	0.0533343664	-0.0792954599	-0.0745679	-0.0608811073	-0.0037535875	0.0265433445	-0.0785709164	0.0502419328	-0.0006030234	-0.0109655741	0.1553631664	0.0111420364	0.0887047834	0.0066619641	-0.0949664558	0.0360143365	0.2136961133	-0.1672978815	0.0705717545	-0.0469010837	0.010004509	0.0237354743	0.0040975136	-0.0033095318	0.0346471652	-0.0775417163	0.1028567488	-0.1417681297	-0.0866052456	-0.0085243236	-0.0538090864	-0.0839482865	0.0083515309	-0.0956162442	0.145942142	0.0120609315	-0.0400574765	0.0587935721	-0.1131505423	0.0881011698	-0.1524265511	-0.0244381909	-0.1974866353	-0.0705994221	0.0193667094	-0.0482684385	-0.0256563328	-0.0172307863	0.000422667	-0.0943728157	-0.1091252453	0.010643529	-0.0053697944	-0.0475485067	0.0139125072	-0.0062667717	0.0090701406	0.0417012686	0.1888807122	-0.0240783634	0.0712520503	-0.0147712007	-0.1699466487	-0.0267930118	-0.0384516151	-0.1126500401	-0.0064141717	0.0218545211	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.187923549835034	-0.0001478911717215	0.0353152605826005	2.1871798673160933e-08	0.0969595531267089	0.0372069861239054	0.009401154942531	0.0013843598164244	0.260200298706863	0.0424568330237634	0.0677041954471407	0.0018025826704077	-0.0016738587926846	0.0003301737357719	2.801803257847547e-06	1.0901469579363833e-07	0.0008062667473116	-0.000935630886607	6.500660678204275e-07	8.754051559731879e-07	0.0008771767171367	0.0002724258635812	7.694389930867182e-07	7.421585114801707e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.8229872901732	-1.0943768901247497	807882.7624812308	1.197660777639118	1110.6254059191376	-5.477936144500973	30.007784403230183	1233488.7922730492	855.814496799314	0.0158056555939083	732418.4529318631	0.0002498187487532	905.188308908737	662.9061728089126	1.065429	20.721066	0.0730952111536952	0.0345938169356273	0.0075430962	0.0035332274	0.146693346	-0.0468175212	0.0085524877	-0.0131836171	-0.0491953166	0.0600697187	-0.0233810278	-0.0381397863	-0.0570367925	0.0453671379	-0.0336669499	-0.0073406126	-0.1003250733	-0.0194416512	-0.0518495314	0.0263297766	-0.0360220606	0.0264347102	-0.0718570663	0.0219570251	-0.0130017591	0.0882563755	0.0356680578	-0.0425158503	-0.0238783929	-0.0154772568	-0.0973069591	0.0477083885	0.0544448712	-0.026899953	-0.0220877665	-0.0486698935	0.1703093976	-0.0433572469	-0.017405522	0.0452608243	0.076615322	0.0998472316	-0.0636446284	0.026761976	-0.0562657114	0.1353880073	-0.0049393146	-0.0096753948	-0.0070937203	0.0793292024	0.012546312	-0.0269790374	0.0102558819	0.0823765934	-0.0315767415	0.009372218	-0.0464830946	-0.0038175417	0.0267212319	0.0638915603	-0.0423155996	-0.0813058051	-0.0207417263	0.0509198844	-0.024817523	-0.0519680459	-0.0806590182	-0.0536685849	-0.1035242327	-0.0908231087	0.1221641628	-0.0031996644	-0.0028714948	0.002535802	-0.0050955591	-0.0267570596	-0.0242322573	-0.0108461936	-0.0187391529	-0.0764731438	0.1055364654	0.0881569628	0.0710546586	0.0954692796	0.057639213	0.0178385425	0.0495818723	0.1442243809	-0.0607625058	0.093690094	-0.0349189567	-0.1297019172	-0.0405000021	0.0092130039	-0.1139863608	-0.1104995801	0.0884563308	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.1753191006198307	0.0126044492152033	0.0307367870421463	0.0001588721400186	0.0869139905305189	-0.0100455625961899	0.0075540417499391	0.0001009133278739	0.2405866565652061	-0.0196136421416569	0.0578819393172244	0.0003846949580609	-0.0016389815882008	3.487720448380012e-05	2.686260646461217e-06	1.216419392604807e-09	0.0012658833187322	0.0004596165714205	1.6024605766444483e-06	2.112473927244274e-07	0.0007550393490282	-0.0001221373681084	5.70084418580928e-07	1.4917536688471228e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.2392063185825	-0.5837809715906133	806833.6717678371	0.3408002227912804	1106.4957292475756	-4.129676671562038	17.05422941164371	1224332.7988431242	855.0587957890702	-0.7557010102437971	731125.5442562549	0.5710840168834955	903.9172719901474	669.3812850357331	1.041823	20.261969	0.1067009429620396	0.0547288089967809	-0.0176802598	0.1470434656	0.0245398615	0.0521172613	-0.0242244094	0.1136972012	-0.0214917393	0.0274000995	0.0857399741	-0.1297378758	-0.0494248288	-0.0793319269	0.0724665811	0.1063343313	0.0047881761	0.0401920794	-0.0048823769	0.0048050238	0.0464001891	0.0853018227	-0.0693523531	-0.0709813067	0.011162424	-0.0233118846	-0.0134792893	-0.1674696509	0.0432451351	0.0013046608	-0.0329299241	-0.0051835253	-0.0217392733	0.0213827522	-0.1180546841	-0.051613453	-0.0597291216	0.0334837341	0.1639007459	0.0141731231	-0.0089129475	-0.0544868802	0.0282871856	0.0595378449	-0.1492531742	0.0567726606	0.0258855493	-0.0115146709	-0.0352630403	-0.0240769922	-0.0982633871	-0.1445450779	0.0140445739	0.0220580278	0.0503933533	-0.0101512536	0.0308854475	-0.0121050072	0.1202276151	-0.0109280195	-0.1618895945	0.0136554184	0.0535449664	-0.005951471	-0.0314280729	0.0289821741	-0.0521770884	0.0428767425	-0.0689889801	0.1835808163	0.1020146096	-0.0388089678	0.1238500698	0.0154845144	-0.0306066922	-0.0102034461	0.0097025099	-0.0107567575	-0.0081570205	0.0443282636	0.0529426409	0.1212264325	-0.0182498829	-0.0020145735	0.0078587866	-0.1047605961	0.0509366064	0.1440987225	-0.0210722691	0.0700699925	-0.0593876246	-0.198645204	-0.0505402899	0.0458516008	0.0084781521	-0.0959501755	0.1086891158	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.188327460917705	-0.0130083602978743	0.0354672325357097	0.0001692174376393	0.0989997446001638	0.0120857540696448	0.0098009494308976	0.0001460654514319	0.2821093484271415	0.0415226918619354	0.0795856844699863	0.0017241339394612	-0.0016111253246886	2.7856263512200056e-05	2.5957248118529464e-06	7.759714168611281e-10	0.0009937958100776	-0.0002720875086545	9.876301121277934e-07	7.403161236586694e-08	0.0002533003865433	-0.0005017389624849	6.41610858229852e-08	2.517419864754239e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.2302559852465	-2.008950333336088	803228.6717433804	4.03588144181118	1107.2860651789483	0.7903359313727378	0.624630884418813	1226082.4301394783	855.6679849615182	0.609189172447941	732167.700488105	0.3711114478278072	904.3478521063412	645.7899563877853	1.236256	24.043415	0.1740161222761516	0.0941417293517539	0.0732884519	-0.109346287	-0.0137201255	-0.0265581825	-0.0391057931	0.0344589982	0.0354952368	0.0894741992	0.0216863802	0.0670120889	-0.0052397349	-0.0547698996	-0.0830311859	-0.0622435895	0.0897027505	-0.0703412751	-0.0395787139	-0.0065873798	-0.0384972439	0.0486338874	0.0226569393	0.0557588932	0.1183854949	0.0410235032	-0.0765676612	0.0150666297	0.0877126151	-0.0417868907	0.0405031021	0.032259944	0.1034051211	-0.0489040918	0.0740541149	-0.1758540008	0.0961873047	0.0712168815	-0.1291298076	-0.0706976705	-0.036276919	0.0419418926	-0.1168210725	-0.0253696394	0.0004360452	-0.0498021009	0.0817837644	-0.1387408279	-0.0039841396	-0.0203755347	0.0317030739	0.0644074985	0.0696748886	0.0324282225	0.0051297792	-0.1079149097	0.0815352218	-0.0690347687	0.0425013285	-0.0941472424	0.0088569678	-0.0799770886	-0.006553706	-0.0306142168	-0.0452802355	0.1234190108	-0.032513539	-0.1882708756	-0.0363021093	-0.1486580012	-0.0385867142	-0.0622305795	0.0761320948	-0.0160085675	0.0573363615	-0.0154567005	-0.0385563564	0.0313198474	-0.0926356631	-0.1796232068	0.1080337309	0.0054931311	-0.027254718	0.1388328565	-0.0096842342	-0.0130483211	0.0401566647	0.0767899782	-0.0792462417	-0.0239858824	0.0537178014	-0.1715629709	-0.0337612552	-0.0260565375	-0.1482038665	-0.0243303486	0.0697007975	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.1134252919634093	0.0749021689542957	0.0128652968569846	0.0056103349140578	0.0610397109496574	-0.0379600336505063	0.0037258463128177	0.0014409641547475	0.241782952375182	-0.0403263960519595	0.0584589960592595	0.0016262182185394	-0.0018501020418873	-0.0002389767171987	3.422877565395557e-06	5.710987136306747e-08	0.0008162665431048	-0.0001775292669728	6.662910693922603e-07	3.1516640631899716e-08	0.000253255898327	-4.44882163000036e-08	6.413855003741576e-08	1.9792013895559057e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.6443068587693	5.414050873522797	812962.4560908305	29.31194686109296	1112.478264296837	5.1921991178887765	26.95893167980499	1237607.8885329033	858.2474369468727	2.579451985354467	736588.6630258762	6.653572544749101	905.9829674433112	650.141685322388	1.347353	26.20409	0.2345819916813901	0.1368139756981969	-0.0674288179	0.0182081828	-0.0039746244	-0.0042505936	-0.1537602267	0.1166903198	-0.060205191	0.0699868201	-0.0030128282	-0.0755692211	0.0008617772	0.0271295612	-0.0426957094	0.0992983407	-0.1739710728	-0.0754732937	-0.1835073899	-0.0852260628	-0.0232647216	0.0392719843	-0.0389613314	-0.0355689394	0.0353988936	-0.0165195921	0.0423644908	0.0074140823	-0.0646939838	-0.0944026091	-0.003151173	0.0098520597	0.1497199765	0.010324679	-0.1346068685	0.0452951262	-0.124705471	-0.0236734871	-0.0009770147	-0.0131910092	0.1274424792	0.08289455	0.0992608375	-0.0224005767	0.0472263602	-0.1283580451	0.0283877286	0.0739834072	-0.0684385586	-0.0094001008	0.126231443	-0.1337142268	0.0236706621	0.0611071138	-0.0026391131	-0.0828852867	-0.0532105832	-0.0297833241	-0.0949710651	0.076346688	-0.1148021403	0.017772686	0.0041106183	-0.1116187461	-0.0188897247	-0.0890193959	0.0074416823	0.0320781221	0.0119274331	0.024417376	0.1653041573	0.0174927859	0.0977154236	-0.0016269012	0.0620749082	-0.0051366309	-0.0475571942	0.0122388903	-0.061524153	0.1773682012	0.1670826952	-0.2263997759	0.0825608828	-0.0929222939	0.2363646942	-0.2331897891	-0.0147392789	-0.1479984882	-0.0892139834	-0.0178364448	0.1933118643	0.0243633911	0.0304833769	0.0409909413	-0.1229547034	0.0938325091	0.1586383599	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.1374743058030105	-0.0240490138396012	0.0188991847560196	0.0005783550666573	0.1819810097410084	0.1209412987913509	0.0331170879063569	0.0146267977533388	0.200052116601519	-0.0417308357736629	0.0400208493567477	0.0017414626543684	-0.0017198049852388	0.0001302970566485	2.957729187252229e-06	1.6977322971262433e-08	0.00149415513581	0.0006778885927052	2.2324995698674e-06	4.595329441198366e-07	0.0004022871145088	0.0001490312161818	1.6183492249981638e-07	2.2210303396626406e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.2544562690729	-1.3898505896963798	810458.086032324	1.9316846616793744	1116.8734039542298	4.395139657392747	19.317252607986436	1247406.2004603082	856.4100082594056	-1.837428687467081	733438.1022468752	3.376144181527002	906.7370527750896	665.1370239700238	1.208083	23.495495	0.1581010411303808	0.0904453926615088	-0.0762146462	-0.0333129984	0.0232317132	-0.046236568	0.1132227936	0.1015690025	-0.0732368234	-0.1259926288	-0.0442260251	0.1022420408	0.1001072086	0.1229297439	-0.0172650518	0.0785600546	-0.0215957543	0.0246726392	-0.0581850219	-0.0257118058	-0.1308552155	-0.0207608114	0.0139659657	0.0315016437	-0.1282385612	-0.0724295626	-0.0963805727	0.1101646078	-0.1620185663	-0.1582267487	0.1449059746	0.0064460264	-0.144247878	-0.0030856011	-0.3031260549	0.0895091804	0.1082545812	0.0221762291	-0.0852109588	0.0023117918	0.1500330104	-0.0358790643	-0.0184385838	0.0589877088	0.0689796349	-0.1999418573	-0.0235593709	0.0607134191	0.0247908951	0.0304197685	0.1363362245	0.0451075629	0.0334373265	0.0172541699	-0.0612867656	0.0965172371	0.0112238616	0.0824512653	0.0477646886	-0.0703278772	0.103527008	-0.0050942383	0.0995103525	-0.092444623	0.1145505671	-0.004563533	0.1819787897	0.13300893	-0.2853746977	-0.0414835572	0.2175683953	0.074366363	-0.0551622608	0.0166142147	-0.0196806471	0.0273828929	0.0047233623	-0.0209706703	0.0241612329	0.2309124032	0.0782909985	-0.3959238748	0.2237202182	-0.2749945408	0.3731601883	-0.2808132922	-0.0903792707	0.0013324385	0.0963098099	0.0363287435	-0.0535392187	0.1421618993	0.1444762434	-0.0302458605	0.0150618675	-0.0387725542	-0.1587167656	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.2017895360590813	-0.0643152302560707	0.0407190168629392	0.0041364488428914	0.1887600418673258	0.0067790321263174	0.0356303534057545	4.595527656964367e-05	0.2609032290725466	0.0608511124710275	0.0680704949404817	0.0037028578889616	-0.0015583783827853	0.0001614266024534	2.428543183932527e-06	2.605854797968032e-08	0.0018511868417814	0.0003570317059713	3.4268927231845936e-06	1.2747163906884814e-07	0.0004069421316232	4.655017114400014e-06	1.6560189849003384e-07	2.166918433535704e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.554898499563	-3.699557769509852	803810.6860235617	13.68672768994071	1110.90666039662	-5.966743557609789	35.60202868227792	1234113.6081135713	854.6073282353351	-1.8026800240704688	730353.6854735378	3.249655269182706	903.8166045132062	657.7931945741791	1.464622	28.484804	0.2608026405759768	0.1221729977070841	0.0213401295	0.1525999671	0.0407591427	0.0555770914	0.0647746869	-0.0487286789	0.0352170836	-0.0644785189	0.0160917039	-0.0860661547	-0.0382881	0.0803135479	0.1335442899	-0.0097072772	0.113042447	0.1313324843	-0.0065459889	0.0610620995	-0.0306615665	0.05025189	-0.0643689441	-0.0994818144	0.0225072271	-0.0860138932	0.0149849485	0.0049316715	0.0728019111	-0.038239138	-0.0021038077	0.0913744337	-0.0101042934	0.1174041956	-0.0361471441	0.1257050251	0.1072900304	0.0334046217	0.1384269466	0.0833533717	0.038638687	0.0750087883	-0.0044616174	0.1401417637	0.0521471013	-0.0054817488	0.0618972356	0.1047209419	-0.0283465177	0.0867266219	-0.0608914441	-0.0508939856	-0.0429345609	0.0099290469	0.091499835	0.0134190566	0.0315179713	0.1436136716	-0.0506021758	-0.055783973	-0.1940495338	0.0369002352	-0.061165345	0.0560462308	-0.074955754	-0.0656831138	0.0061540332	-0.0075527228	-0.0983221016	0.1259989165	0.004937229	0.0990730835	-0.089327014	0.0132068952	0.0172574908	-0.0066089741	-0.0092130028	0.0470797769	0.0825079749	0.1409460535	0.0623060177	0.0609825564	-0.0033191968	-0.0271900785	-0.026846204	-0.0039912552	0.0727055684	-0.0385095546	-0.0117801773	0.101165385	-0.1165280589	0.0239561097	-0.0753387713	-0.0110912395	0.0527052847	-0.2047476574	-0.208434566	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.1371756501442718	0.0646138859148094	0.0188171589925036	0.004174954253012	0.1155978646622344	-0.0731621772050914	0.0133628663144682	0.0053527041733891	0.2292425629412307	-0.0316606661313159	0.0525521526638641	0.0010023977798786	-0.0011820625733918	0.0003763158093935	1.3972719274136446e-06	1.4161358839948506e-07	0.0010593718067355	-0.0007918150350459	1.1222686249060374e-06	6.269710497247398e-07	0.001066129513679	0.0006591873820558	1.1366321399374212e-06	4.345280046615794e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.4370184937195	0.8821199941564828	805393.2021628966	0.7781356840906333	1105.2774510917516	-5.629209304868482	31.6879973980179	1221638.2438918792	854.6012769837091	-0.0060512516259905	730343.3426221863	3.661764624105288e-05	903.827995194648	651.7393842321081	1.32715	25.811172	0.1477421235620314	0.080716477934655	0.0063845276	-0.0484071749	-0.1417801214	0.0074717127	-0.0799306642	0.1507203169	0.0085391443	0.1068358969	0.0191608496	0.1185812901	0.0426779865	-0.1020356934	-0.0344829013	-0.0524389441	0.0309573042	0.0550691306	0.0493409008	-0.0617420994	0.1045452968	0.0568051551	0.0749337706	-0.1260433152	0.1425808703	-0.0369799564	-0.0776031547	0.1461301813	-0.0491063621	0.0685317931	-0.0479457299	0.0163555123	0.0631600005	0.0766147125	0.1950267222	0.1421043334	0.0307459038	-0.0595355139	0.0258343515	0.1216769786	-0.0527816634	-0.0449274094	0.1603057464	-0.1753277664	0.0654780214	-0.1688227493	-0.0980940511	-0.0916226175	0.0172728704	-0.1449399223	-0.0147893955	0.0819996655	0.0567740207	-0.0683649138	0.0826478862	-0.1217102044	0.1285646646	-0.025351847	-0.1417340762	0.1003509155	0.0817768723	-0.0179572066	0.1026374072	0.039478758	0.0628583763	0.0056482436	-0.0838770395	0.0476017007	0.1294278373	-0.0116391917	-0.2434962715	0.1338362845	0.1318723023	0.0022815292	0.0957398062	-0.0584249222	0.0078345242	0.0050540583	-0.0993718397	0.0125580992	-0.0435921361	-0.0770772128	-0.1438744447	-0.0487498344	-0.0067230774	0.107148041	0.0027565515	-0.0929034795	-0.0980455923	-0.1523684956	0.0067822935	0.0425200426	-0.1604882127	-0.0596105007	0.0964066181	0.0492126074	0.0461428838	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0938609312407834	0.0433147189034884	0.008809874413387	0.0018761648736882	0.0993973851297909	-0.0162004795324434	0.0098798401706399	0.0002624555370811	0.1613330882654011	-0.0679094746758295	0.0260283653692517	0.0046116967507471	-0.0013489757229223	-0.0001669131495305	1.819735501033742e-06	2.7859999486191068e-08	0.0010969160488809	3.754424214540012e-05	1.2032248182924851e-06	1.4095701182724383e-09	0.0008642378963495	-0.0002018916173295	7.469071414866091e-07	4.076022514792129e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
