global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
922.3976960705792	n/a	n/a	850817.5097163125	1089.5463195114994	n/a	1187111.1823610542	n/a	852.5813684631047	n/a	n/a	726894.9898504203	871.6377183402958	779.9728838131751	n/a	n/a	n/a	n/a	0.0073580563	-0.0473841015	2.553e-05	-0.0344700175	0.0222259862	-0.0216836645	0.0415355695	-0.0467748414	0.0546842086	-0.0187191557	0.0875961664	-0.0375282549	0.0340262254	0.0455093463	-0.0174666321	0.0295890206	-0.0060993834	-0.0626971762	0.0397228862	-0.0996404833	0.0608839742	-0.1422736412	0.0871686451	-0.1353306831	-0.0437875978	0.1012044228	-0.0005177262	0.1117293078	-0.0482159864	0.0279671913	-0.0814649172	0.1187883943	-0.0510574995	0.1056075334	-0.0745932723	0.0138455535	-0.046277205	-0.1690176448	0.0742246105	-0.0338075625	-0.0394294569	0.0452175491	0.0291019176	-0.1094792103	-0.0014986468	-0.031659441	0.0296019803	-0.005881097	0.0730275572	-0.039237147	0.055811202	-0.0683612586	0.1580325969	-0.0686363576	0.0025107002	-0.0577842933	0.0962670954	0.1389931371	-0.0500459903	0.1221816422	-0.1330544833	0.1545312191	-0.047847005	0.0709247789	-0.089695907	0.0480383012	-0.0223310668	0.1113402414	-0.132625995	0.0500301549	-0.0190186263	-0.0214915305	0.0197562271	0.1303693311	0.0192533629	-0.0200562914	0.0042807006	-0.0031752918	0.0084195631	-0.0049729529	-0.0498445082	0.0161291516	-0.1146628627	0.1306634836	-0.084768178	0.0018882878	-0.0233809055	0.0068824795	-0.1754279204	0.0691879834	-0.0018170034	-0.0006637126	0.2139739086	-0.0224681545	0.0810630969	-0.0504141599	0.073397078	-0.1255245925	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1331565203341256	n/a	0.0177306589074924	n/a	-0.1615183218052749	n/a	n/a	0.0260881682787923	-0.1489456848657084	n/a	n/a	0.0221848170401149	0.0003096879937918	n/a	n/a	9.590665349878997e-08	-0.0021861936666083	n/a	4.779442747918244e-06	n/a	0.0020008416269616	n/a	4.003367216182343e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.792550476445	-3.605145594134228	12.997074754905436	844179.7508110106	1073.452666893434	-16.093652618065335	1152300.628060626	259.0056545909612	853.1812008115832	0.5998323484784578	0.359798846281182	727918.161418295	871.8256077104287	766.6783610461671	0.8783809999999999	18.480379	0.167665355465528	0.0779888310551719	0.1033701009	-0.051962107	-0.0043976299	-0.0504317388	0.0104443001	0.0953458987	0.0667860485	-0.039489589	0.0367671213	-0.0159532509	0.0022757609	-0.1660143281	-0.0745504623	0.0150278242	-0.0209998294	0.0583004648	-0.0856635961	-0.0571296847	-0.0051780443	0.0356225203	0.129385618	-0.032516483	0.0171603939	-0.0630005773	-0.0009121444	0.1490650602	0.018835751	0.1865054348	-0.058326799	-0.0519045707	-0.2122894225	0.0915652832	0.0356833484	0.0993200462	-0.1686593813	-0.1264236801	-0.0896350287	-0.0184483149	0.1435274392	-0.0716437789	-0.0342440356	-0.0180556113	-0.0551645104	-0.0031440504	-0.0237379803	6.78232e-05	0.0294331378	-0.0080617534	0.0932497372	0.0130052852	-0.0672211011	-0.107077371	0.1016929637	0.0271463613	-0.0298868997	-0.0014589575	0.083785686	0.0720636665	-0.089250735	0.0379059527	-0.0243708901	0.2639665524	0.0263055557	0.0827949977	-0.1062603647	0.0377305667	0.0163331918	0.2250415242	0.0895987085	-0.028819659	0.1038390125	0.0129878831	0.0591014955	0.0924325194	0.07196402	-0.0142248687	-0.0195940763	-0.027240038	-0.0266283684	0.0445483745	-0.0776540183	-0.0457866678	-0.0985607408	0.1297399342	-0.0591337306	-0.0313637443	-0.0159661952	-0.0111649792	-0.1440874945	0.0275278485	-0.0185738796	-0.0197902414	0.1626385572	0.0055463101	0.0939851009	-0.0254376754	0.0750114533	-0.0886949769	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1177002214005824	-0.0154562989335431	0.0138533421177461	0.000238897176723	-0.1247983979617259	0.0367199238435489	0.001348352807076	0.0155746401338133	-0.0954124054565426	0.0535332794091657	0.0028658120042998	0.0091035271150036	-0.0003518746364585	-0.0006615626302503	4.376651137436952e-07	1.2381575978280154e-07	-0.0018763080150296	0.0003098856515787	3.520531767264318e-06	9.602911705435549e-08	0.0017331728432052	-0.0002676687837564	3.0038881044239965e-06	7.164657779763046e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.6245748024724	-1.1679756739725915	1.36416717499173	842034.8602814182	1070.034656910414	-3.418009983020056	1144974.1669893877	11.682792244024764	852.5892082423453	-0.5919925692378456	0.3504552020328254	726908.3580113093	871.3207606057946	753.804842376709	0.749127	15.760995	0.0687089256105044	0.0324576475345702	0.147769789	-0.0938533129	-0.0556130661	-0.0634878678	0.0111708428	0.1448280625	0.0206229247	-0.0521127108	0.0019758772	0.0181736886	0.0244201321	-0.1252467613	-0.0253611116	0.0399097869	-0.0167808844	0.0193459082	-0.0843502644	-0.0252908739	0.0611410278	0.0278629987	0.127482624	0.0124392679	0.10803229	-0.0190987554	0.0246243581	0.0840787174	0.0564921117	0.0081716138	0.1205381689	-0.0182408076	-0.0078890712	-0.0365556955	0.0552015405	-0.1394031371	-0.1862364513	-0.1560024671	0.0137487282	-0.1369066742	-0.1006320228	-0.0836783639	0.0524736558	0.097594185	-0.1029094779	0.1274591542	-0.1651189337	-0.0189287378	0.0322304883	-0.0356351931	0.088241972	0.0479582313	-0.078645056	-0.0331254191	0.1088736488	0.0742247949	0.0514952712	-0.0648948407	-0.1138356031	0.0316428434	-0.0654015272	0.0224528227	0.0015018679	0.0282484033	0.059129867	0.1541258314	-0.0182384501	-0.0740946821	0.0633160929	0.1529360907	0.0137634866	0.0255414749	-0.0093474298	0.1489508097	-0.0971172037	0.0256633674	0.0642739107	-0.0301783454	-0.0152188172	-0.0240056376	-0.0666400506	0.0338860415	-0.0947756247	-0.0402377909	-0.1038174915	0.1402963691	-0.080761236	-0.0178387847	-0.0083690144	0.0113025094	-0.0599825205	0.011188088	-0.0324969513	-0.0003437592	0.0841995494	0.0384351946	0.1209985199	-0.0473142645	0.1087021852	-0.0491970201	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1154428508016707	-0.0022573705989116	0.0133270518012168	5.095722020830934e-06	-0.1190529701992488	0.005745427762477	3.3009940173842535e-05	0.0141736097132632	-0.0748075022301719	0.0206049032263707	0.0004245620369681	0.0055961623899171	-0.000456940487153	-0.0001050658506944	1.1038832982158962e-08	2.0879460879962098e-07	-0.0014228451787483	0.0004534628362813	2.024488402687282e-06	2.0562854388828118e-07	0.0014896770497261	-0.000243495793479	2.2191377124806574e-06	5.92902014420165e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.8025577788724	3.177982976400017	10.09957579828831	847877.3504121136	1071.7410979538822	1.7064410434682031	1148628.981043393	2.91194103483285	853.0937507934999	0.5045425511546	0.2545631859255922	727768.9476429222	871.2873062774363	766.4870555512699	0.743917	15.651373	0.0419685431067151	0.0212096731149482	0.0905421854	-0.0586383966	-0.031355105	-0.0382537088	-0.0533681317	0.1023722262	-0.0237642737	-0.0555157068	-0.0454420404	0.071478939	-0.0492937817	-0.061725323	-0.0259314198	0.0224792215	-0.026160118	0.0216963069	-0.049467073	0.0412609729	0.0428764	0.0415077191	0.0326389992	0.036382894	0.10329326	0.0538134027	-0.0570647527	0.0090926485	0.0725081017	0.0222806712	0.0170738708	0.0252487301	0.0920764904	-0.1678391438	0.1637097713	-0.0087258068	0.0447286776	-0.0873759395	-0.024183732	-0.0560950897	-0.1368156909	0.0285721023	0.1263188193	-0.0290373798	0.0408972287	-0.0592281018	0.1060639238	-0.017527489	0.0398141482	-0.0214412198	0.0159135171	0.1027606612	-0.0651629174	0.0163024279	0.0281056568	0.0169510604	0.0799057644	-0.0258173081	-0.1079287434	0.0620796579	0.0165869974	-0.0682804334	0.0576256754	0.0159986875	0.1181156515	0.1220489726	-0.0565501612	-0.0638943437	0.0153530082	-0.1674447996	-0.097626392	0.0808071698	-0.1517076477	0.0599059916	-0.1278023825	-0.0008519799	0.0566650225	-0.0310716715	-0.022265563	-0.017637379	-0.0536716432	0.0368353368	-0.0431395009	-0.0516147581	-0.0902221404	0.1102498271	-0.029526816	-0.0149901416	-0.0141982482	0.0163325771	-0.0363096469	0.0117835939	-0.0594540139	0.0059287307	0.0063194675	-0.0362392906	0.1313252388	-0.0411000077	0.1311708063	-0.0328800816	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1004566345993112	-0.0149862162023595	0.0100915354350195	0.0002245866760638	-0.1162328071254279	0.0028201630738209	7.953319762942993e-06	0.0135100654522569	-0.0876646810053216	-0.0128571787751497	0.0001653070460561	0.0076850962957647	-0.0005660236670691	-0.000109083179916	1.1899140140608236e-08	3.203827916823513e-07	-0.0013948985194243	2.794665932400017e-05	1.945741879492104e-06	7.810157673717259e-10	0.0014006071878585	-8.906986186760007e-05	1.961700494680895e-06	7.933440293113358e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.0261511139572	0.2235933350848427	0.0499939794943627	848289.17103579	1073.4552696313751	1.7141716774929137	1152306.2158993685	2.9383845399188697	852.8368072616995	-0.2569435318004025	0.0660199785340644	727330.6198203292	871.3580430013371	769.6960822923684	0.717441	15.094351	0.0473745184663284	0.0226286210261343	0.0835957902	-0.056192651	-0.0007577526	-0.0428068858	-0.0933645202	0.0941729728	-0.0258145399	-0.0791578443	-0.0499864714	0.0915122882	-0.0563943524	-0.0145197638	0.0534413721	0.0387990134	-0.0489329853	0.0279691992	-0.0679919447	0.059866753	0.0684808103	0.0892008088	0.0064058886	0.0156602283	-0.030025281	0.0764485559	-0.0209801765	0.0712945685	0.1171089421	0.0145576593	0.0272292255	-0.1083204264	0.0795520115	-0.0936604652	-0.0876184752	-0.0168943746	-0.0528050462	0.0088126586	-0.115627595	-0.0672320623	-0.099726964	0.0393304679	0.1432075611	0.0080228673	-0.0123934498	-0.1380851279	-0.088171703	-0.0175050444	0.0606749139	-0.0326350157	0.0278623354	0.1359702156	-0.0411652825	0.067669003	0.0090370087	0.0113187199	-0.0220189705	0.024567948	-0.0682457257	0.0176958486	-0.0587006081	-0.0981623501	-0.0069340623	0.0540721545	-0.0131823505	0.080100007	-0.1121920169	-0.1028235879	-0.0959209903	-0.1142076692	-0.033651431	0.0573025582	-0.0931114628	-0.0206123651	-0.0647952933	-0.1055628419	0.0615431153	-0.0277962995	-0.0389633165	-0.0108821132	-0.052586679	0.0056946399	-0.0469480167	-0.0384510402	-0.0691347988	0.0789296129	0.0238843921	0.0164030455	0.0226550972	0.0214018633	-0.0326528682	-0.0171344243	-0.0029560168	0.006438406	-0.0624768004	-0.0656119635	0.0038081126	-0.1023670029	-0.004520483	-0.0254851838	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0955664810198868	-0.0048901535794244	0.0091329522945243	2.3913602030357325e-05	-0.1190588365029015	-0.0028260293774736	7.986442042343833e-06	0.0141750065494246	-0.095836577667967	-0.0081718966626453	6.677989506495494e-05	0.0091846496191082	-0.0003537934076829	0.0002122302593861	4.504168299913371e-08	1.251697753198787e-07	-0.0011622134045332	0.000232685114891	1.3507399976766514e-06	5.414236269188438e-08	0.0012157937852001	-0.0001848134026583	1.4781545281311869e-06	3.4155993802175875e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.996676634124	0.9705255201668024	0.9419197852950424	850077.8717243695	1077.879718823379	4.424449192003976	1161824.6882507668	19.57575065262464	852.8181474890746	-0.0186597726249146	0.0003481871144135	727298.792686697	871.3570875613374	768.8495346628589	0.786715	16.551811	0.0450424192174341	0.0282271040785727	0.0827227758	0.0098289113	-0.048794373	-0.0548622214	-0.087117649	0.0964581085	-0.1355897988	-0.0563493187	-0.041079394	0.0380403318	-0.1086924757	0.0808077346	-0.0861577472	0.0339324147	-0.0533253964	0.0149230047	-0.0736490777	0.11813336	0.1053993423	0.0327804239	-0.0299469699	0.1359768927	-0.0812847674	0.0800410778	-0.1737509182	-0.0938824056	0.0633949117	0.0935909025	0.0789139566	-0.1155172471	-0.0405773111	-0.0488243909	-0.0764740999	-0.0299194904	0.0788656072	-0.1717913303	0.1577356595	0.0656722178	-0.0254600739	-0.1039012309	-0.015051036	0.00496827	0.0796678417	-0.0353404734	0.0437624612	-0.0234279003	0.0616469783	-0.0227867035	0.0072197953	0.1750985707	0.0543005255	0.1174261033	-0.0344036739	0.0700935717	-0.0031806463	0.0892812527	0.08521289	0.0284660917	0.0042946015	-0.1388715645	-0.0415179695	-0.1624864101	-0.0330538917	0.0579198135	-0.0953122222	-0.041441476	-0.0475854388	0.0006667067	0.0671795573	0.1005728637	0.0664851968	0.0815882179	0.0051441612	0.0539340753	0.0421861106	-0.0169349589	-0.0433631421	-0.0160940211	-0.0368878342	0.0227747455	-0.0325319646	0.0336882057	-0.0011928006	0.0636764899	0.0493807447	0.0469091689	0.083463649	0.0763136115	0.0054628089	0.1184569706	0.0122920852	0.0583995989	-0.0035930489	-0.0653707483	0.0405577197	0.0056862249	-0.0679439929	-0.0361724598	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0954317660858521	-0.0001347149340346	0.0091072219782647	1.8148113451971127e-08	-0.1189392322772278	0.0001196042256736	1.4305170799004721e-08	0.0141465409746963	-0.1077190601020277	-0.0118824824340607	0.0001411933887957	0.0116033959092642	0.0001078272521916	0.0004616206598745	2.1309363362296886e-07	1.1626716315190908e-08	-0.001230931020677	-6.871761614380008e-05	1.515191177664921e-06	4.7221107684866535e-09	0.0013435678616551	0.000127774076455	1.8051745988724584e-06	1.6326214613928212e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.9856070152384	-0.0110696188855854	0.0001225364622721	850057.4595432577	1079.773113507903	1.8933946845238552	1165909.9766545508	3.584943431383189	853.5910404980057	0.7728930089310779	0.5973636032545353	728617.6644184679	872.0357701165042	769.0957833172363	0.815153	17.150116	0.089188536443583	0.0479229168115256	0.0929561885	0.133765341	-0.0840550529	-0.0248914015	-0.019966662	0.0773939394	-0.1717632586	0.0416456187	-0.0387780434	0.0119744107	-0.0379403776	0.1062605013	-0.0565198305	7.61591e-05	-0.0402394318	0.0846404276	0.0093530348	0.0181621904	0.071301219	-0.0239780215	0.0370316775	0.1029459376	-0.1830078754	0.0583305809	-0.0429610159	-0.0546525332	0.0208124589	0.0996897134	2.17509e-05	0.0834697751	0.0544885954	-0.0954135411	-0.0002913441	-0.0748884906	-0.0086255312	0.0537307621	0.0630030979	0.0647851885	0.1332136126	-0.0201809594	0.0714592421	0.1400279923	-0.1272703368	-0.0009913786	0.0974447258	-0.0066400893	0.0501096964	0.0865044706	0.0526839202	0.062536529	0.0961992115	0.1215089146	-0.0097004797	0.1004594232	-0.0691423237	0.1318019759	0.0997989928	0.025181526	-0.0310873112	-0.0834071028	0.0732779771	-0.0456141998	0.0862393727	-0.0587910843	-0.0178440583	-0.033563521	0.0478887567	0.1418228471	0.0003446858	-0.0251596747	-0.0801271868	-0.0391306415	-0.0806972102	0.0591251855	0.0515958749	-0.0099967606	-0.0554908181	-0.0308253003	-0.0233252389	0.0055010565	-0.0329114322	0.1178169723	0.0190754299	-0.0290480908	-0.0188548467	0.0636033948	0.1081986362	0.024666517	0.0559298284	0.0387993404	-0.0032581712	0.0648356157	0.0375708649	0.0574656862	-0.0312594093	-0.0870490239	0.0136957631	-0.0154918475	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0925780197979975	-0.0028537462878546	0.0085706897497184	8.143867875443942e-06	-0.1190521032083751	-0.0001128709311472	1.2739847098058352e-08	0.0141734032783375	-0.0811357291840266	0.026583330918001	0.0007066734826959	0.0065830065502237	-0.0005509815454935	-0.000658808797685	4.340290319072869e-07	3.035806634744058e-07	-0.0009607994893228	0.0002701315313542	9.231356586829532e-07	7.297104423176518e-08	0.0010797364245628	-0.0002638314370923	1.1658307465276592e-06	6.960702719818828e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.1399641837824	2.1543571685439247	4.641254809656596	854034.6734016025	1075.868897213025	-3.9042162948778696	1157493.883990371	15.24290487718988	854.2172285604041	0.6261880623984553	0.3921114894903317	729687.0735694177	872.0544235837216	782.4231566705821	0.804087	16.917305	0.0426269316139636	0.0252273801006397	0.0506076969	0.1784191508	-0.0725451677	0.0493953144	0.0961934349	0.036755122	-0.0884347524	0.1884112698	-0.0433993167	-0.1017305681	-0.0256006432	0.0520864163	0.0315418432	0.0034623651	0.0046009551	0.0612376929	0.1185020508	-0.0744109743	-0.0661259759	-0.0977258576	0.0257771326	-0.0162438867	-0.1205386867	0.0194739868	0.0378762755	-0.0777407522	-0.0137371205	0.0553215409	-0.0239177873	0.1039873739	0.091299889	0.0997810499	-0.1158520132	-0.0210893393	0.0685340408	0.0583128134	-0.0558808894	-0.0696108587	-0.0769644906	-0.0240123141	0.0902041532	0.0514070654	-0.2315521348	0.0699350995	-0.1056650231	-0.0356223469	-0.0010850883	0.1371963438	0.0224412873	-0.1425066029	0.0842670034	0.0212687912	-0.0234942951	0.0682524991	-0.1146671469	0.079017079	0.0940168093	-0.0417659981	-0.029883406	-0.0180430569	-0.0417668294	0.0257025302	-0.0537498435	-0.0944247797	0.0683232257	-0.0464269892	-0.0280352459	0.010049068	-0.174035007	0.0015692388	-0.0615911121	-0.0545419685	-0.1127818392	0.0319797176	0.0407147911	-0.000288153	-0.0545146532	-0.0178046525	0.0423075295	0.0425029729	-0.0056701932	0.0911961497	0.0613635201	-0.0830026266	-0.099348943	0.043596425	0.0067101141	0.0163052358	0.0440841174	0.0313865655	0.0211011598	0.0217477482	0.014388228	0.0604332095	0.0059501942	-0.0191444893	-0.0551500759	-0.0061594874	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0895666955187408	-0.0030113242792566	0.0080221929461468	9.068073914840864e-06	-0.1191120079778897	-5.990476951460433e-05	3.5885814105978683e-09	0.0141876704445248	-0.0929075217085539	-0.0117717925245273	0.0001385750992405	0.0086318075900254	-0.0001539089970235	0.0003970725484699	1.5766660874846045e-07	2.3687979364779728e-08	-0.0011075848212913	-0.0001467853319684	1.2267441363548808e-06	2.1545933681102735e-08	0.001067916104188	-1.18203203748001e-05	1.140444805584075e-06	1.3971997376291435e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.2675418715196	1.1275776877372437	1.271431441882869	856120.0240409643	1078.5166509392557	2.647753726230576	1163198.1663532285	7.0105997947679	854.9363493393276	0.719120778923525	0.5171346946795773	730916.1614216568	873.0936028487715	785.2057484514919	0.70568	14.846898	0.0436167761873785	0.0207857715392378	0.0073998474	0.1592931197	-0.0333001889	0.0660035766	0.1021817593	-0.0233035577	-0.0296230693	0.1929944549	-0.0009637134	-0.0635859634	-0.0422317897	-0.0074848592	0.061326434	-0.0291703855	0.0032699542	0.0362113093	0.0933928489	-0.0517779544	-0.074224989	-0.0811120104	0.0482950758	-0.0405622855	0.0225235259	-0.0334907229	-0.0275055344	-0.1261675992	-0.0288951801	-0.0451722203	-0.1754613232	-0.0756820259	-0.1539666934	0.1244089812	0.1558910748	-0.1707575983	0.1086460784	-0.0542900647	0.0615683947	-0.0188973872	-0.1017630082	0.0353557088	-0.1150822049	-0.0366288935	-0.0302948475	0.1219446825	0.0528101072	0.0058707545	-0.0108589525	0.1209046696	-0.0264117981	-0.1380791186	0.0436635033	-0.0598623003	-0.0066162169	0.0395189792	-0.019254347	-0.0648816651	0.1484098769	-0.08495139	0.0378553126	-0.0911022461	0.0774423192	0.0969068308	-0.1067831366	-0.0454505769	0.1289775195	-0.1156047939	0.1253387948	-0.1018178524	0.0567903215	0.0579848476	0.0117693564	0.2343279857	0.165657977	0.0390833908	0.0308732746	0.001783812	-0.0455638714	-0.0023325188	0.0767571605	0.0216893824	0.0149408406	0.0729998525	0.0585718321	-0.0984326375	-0.0855101234	0.0136296012	-0.0257349381	0.0204445739	0.075240009	-0.0002277114	0.0356411048	-0.0607482349	-0.0471304542	0.0325247774	-0.0069955558	0.064760587	-0.0560782255	0.0456625264	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0855299656055166	-0.0040367299132242	0.0073153750164808	1.629518839231912e-05	-0.1045550813745279	0.0145569266033618	0.0002119041121356	0.0109317650412341	-0.0948998654580464	-0.0019923437494925	3.969433616141847e-06	0.0090059844639553	-0.0003630386684094	-0.0002091296713858	4.373521945397452e-08	1.3179707476047026e-07	-0.000923681868838	0.0001839029524532	8.531881948200602e-07	3.3820295921040697e-08	0.0010003332096012	-6.758289458679988e-05	1.0006665302310383e-06	4.567447640730504e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.8032929113124	2.5357510397927854	6.430033335810192	860818.9503370746	1081.7416625290775	3.225011589821861	1170165.024451173	10.400699754485329	854.9929565086552	0.0566071693275489	0.0032043716192777	731012.9556794112	873.2054019266874	793.2636660419864	0.682104	14.350883	0.0196879714846503	0.0112734871790046	-0.0369379442	0.1519476102	0.005315248	0.0907120922	0.0929000952	-0.0652546196	-0.0079328869	0.1551502265	0.0003086363	-0.0075064342	-0.0595402012	0.001481869	0.0735556086	-0.0389136319	-0.0046962642	0.0092560938	0.0713158958	-0.0272995065	-0.1164422612	-0.1164673377	0.029978079	-0.0106232729	-0.0147072982	-0.0412579155	-0.0069215822	0.0086851347	-0.0482478404	-0.1397070887	0.0150269764	-0.0717578539	-0.0226789944	-0.0177559433	-0.0130335386	-0.0113066473	0.0985816661	0.0876445436	0.1208841849	-0.0120371318	-0.088897195	0.0271899945	-0.1382800567	0.0218587878	0.1472734111	-0.0238792083	-0.0422798292	0.0161704014	-0.0002086803	0.0988166034	-0.0630995728	-0.1323131464	0.0574289273	-0.0958242806	-0.0469819776	0.0530992748	0.0079727031	-0.0659992136	-0.0117111599	-0.0486943745	0.0297388747	-0.0638066464	0.1019744294	-0.0699334887	-0.1716443669	-0.047676515	0.1235734847	-0.0367025229	-0.0087936718	-0.0746184624	0.100588574	-0.0114764426	-0.0064178118	0.1118245942	0.1466114343	-0.0997972854	0.0186886237	0.0097952098	-0.0400984786	0.0075712475	0.1002362034	0.0148394806	0.0426884543	0.060149329	0.0841300348	-0.1181581249	-0.0665615516	-0.0202568431	-0.021494385	0.024490405	0.1135800995	0.0060637012	0.0284069898	-0.061478062	-0.0739681805	0.0377204627	-0.0171940433	0.0859064644	-0.0482415412	0.0001957795	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0761007069281163	-0.0094292586774002	0.005791317594959	8.891091920532882e-05	-0.0997288868396708	0.0048261945348571	2.3292153688284623e-05	0.0099458508702798	-0.0984078919974393	-0.0035080265393928	1.2306250201084848e-05	0.0096841132073796	-0.0003650206498405	-1.981981431100038e-06	3.928250393225355e-12	1.3324007480998092e-07	-0.0009596816579817	-3.599978914370003e-05	9.209888846665048e-07	1.2959848183908627e-09	0.000999825145516	-5.080640852000128e-07	9.996503216060906e-07	2.581291146701259e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
