global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
962.153459474704	n/a	925739.279579141	n/a	950.2547374906994	n/a	n/a	902984.066123518	916.356414546234	n/a	n/a	839709.0784800294	915.4422716654536	718.2989753153936	n/a	n/a	n/a	n/a	0.0599160168	-0.1130137658	0.0156919435	-0.0833714181	0.0532479622	-0.0489339503	0.162438292	-0.0716068249	0.0430947274	-0.14408631	0.0260169806	-0.190304519	0.0851516945	-0.0914527108	0.0134943124	0.1003105566	-0.0770855937	0.1039805589	-0.0048082395	0.1115957373	-0.0394626173	0.040423623	0.1228262758	-0.0857319296	0.0013576042	-0.0535593085	0.0381716416	-0.0330683897	0.0950600316	-0.032145822	0.0055964049	-0.1153013408	0.0550729659	0.0097039842	-0.0399986987	0.0104362346	0.0076418201	-0.0235044449	0.1402399787	0.0024893104	-0.0147796936	-0.0958967465	0.1113785745	0.0387577241	-0.0121924454	-0.0423246986	0.0470095384	0.0126502321	-0.0627198746	0.0004010717	-0.1380097333	0.086691528	-0.0565280543	0.0320036058	-0.0737880901	0.0369465367	-0.1112306542	0.0680698738	-0.0764913369	0.1117772853	-0.06695539	0.0358509782	-0.028354028	0.0518197136	-0.0199591515	0.023616514	-0.0567175183	0.0116850398	-0.0453700997	-0.0052972012	-0.1038055745	0.0510401913	-0.0396128735	0.115112172	-0.0805322267	-0.137150805	0.1350560783	-0.0391626214	-0.004147112	-0.0092952447	0.044198445	0.068472247	-0.0744563806	-0.0888797252	0.0174427941	-0.1176018498	0.0639047174	-0.0376850775	0.0508620641	-0.0435676266	0.0197651773	-0.0663857922	0.050043896	-0.0324550096	0.1952387949	-0.001000665	-0.0118361133	-0.0801674281	0.0399364609	-0.0547553753	0.0562246303	-0.0511619787	0.0440062607	-0.0145628361	0.0896972006	-0.012354839	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0183300104454104	n/a	0.0003359892829288	n/a	-0.0526762066440937	n/a	n/a	0.0027747827464112	-0.0377992915254807	n/a	n/a	0.0014287864398282	-0.0010781804408569	n/a	1.1624730630463792e-06	n/a	0.0009048826574991	n/a	n/a	8.188126238426334e-07	-0.0007120124719129	n/a	5.069617601595182e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.407618379172	-1.7458410955320005	922382.7934407534	3.047961130848376	942.0757446289062	-8.178992861793176	66.89592423326373	887506.7086181082	915.8195631673368	-0.5368513788971541	0.2882094030237757	838725.4722800116	914.559655896852	717.3913623350453	0.967644	13.961612	0.069151775409698	0.0306382428002983	0.0204107276	-0.1248924641	-0.1051018427	0.013376005	0.0173771786	-0.0744338511	-0.0504225876	-0.1257623414	0.0009629461	-0.0393776131	0.0132373072	0.01274179	-0.0201908178	-0.0533329843	0.0914930311	0.0479523932	0.0063488944	0.0786302035	-0.0018717351	-0.0629271197	0.0225388941	-0.1152543947	0.0880710703	-0.0634502492	-0.1327919074	-0.0599732402	-0.0432959974	0.0514149539	-0.0487652825	0.0294338892	0.0887198691	-0.1510696729	0.1263510919	0.0701205121	-0.0512264893	0.0433530145	-0.0283109934	0.0311179904	-0.1383201217	0.0078395011	0.1351108714	-0.0251399705	-0.0485106599	-0.1164087053	0.0419093891	-0.0430373171	-0.0951944385	-0.0334412663	-0.0349568618	0.0941697039	-0.0474941481	-0.0198077344	-0.072951567	0.0012059457	0.0744689733	0.0966006203	-0.0116718957	0.0561516529	-0.1256679956	0.0805203259	0.0885682525	-0.0565134354	0.0178260789	0.0095436419	0.0048002282	0.1548376094	0.1126861967	-0.0049984642	0.0713391529	0.0950624601	-0.0460080942	-0.0006909758	0.0984668435	-0.0502785237	0.0166979343	-0.1602734608	-0.0080803165	0.1136571413	-0.0036366358	0.0223121179	-0.0614921015	-0.1217341978	-0.0572030116	-0.0988490536	7.49078e-05	-0.038792621	0.1043681415	0.0420815785	0.0890487664	0.0747013441	0.0039178778	-0.0406337595	0.0255742949	-0.0016557997	0.0897949186	0.0092924491	0.0626136495	-0.1093860169	0.0020280296	-0.0623921991	0.0813587564	-9.52449e-05	-0.0719998571	-0.0778845214	0.1597961591	-0.0809113054	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0100766477452083	0.0082533627002021	0.000101538829781	6.811799586108729e-05	-0.0422066996723344	0.0104695069717593	0.0001096105762317	0.0017814054972306	-0.0147067610813991	0.0230925304440815	0.0005332649623108	0.0002162888215053	-0.0009299946010259	0.000148185839831	8.648899579373229e-07	2.1959043126418783e-08	0.0010774370291917	0.0001725543716925	2.9775011190227953e-08	1.160870551873436e-06	-0.0009379997662624	-0.0002259872943495	8.79843561508317e-07	5.1070257207407584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.4001965532196	-1.007421825952406	920448.7371463564	1.0148987354052796	946.2243694123767	4.148624783470496	17.211087594025614	895340.55726985	915.886787032637	0.0672238653002068	0.0045190480659003	838848.606660967	914.4890917675962	718.5971295646348	0.930738	13.429108	0.0528877793136883	0.0379811212316427	0.0266612331	-0.0432660451	-0.1568721045	-0.0048182996	0.0418248079	-0.0108131542	-0.0964925576	-0.0500384162	-0.0758130563	-0.0633786447	0.0172352537	-0.0296441756	0.0250403156	-0.0687723227	0.0490068355	0.053513735	0.0953981752	-0.0293715541	0.0471627897	-0.0099486692	-0.1068448668	-0.0316682187	0.1584052145	-0.0268128754	0.0145076968	0.0688609705	-0.1070004506	0.0208523587	0.0562309326	0.1110393144	-0.0099087299	-0.1127062241	0.0571927231	0.1014203517	0.0568689166	-0.0547343321	0.257808922	-0.0199267498	0.1106232542	0.0351823644	-0.0275670051	0.0476670447	-0.0572356313	-0.0335311668	0.0644547027	-0.0947612622	0.0875808722	-0.0667415211	-0.0678941764	0.0887567075	0.0592749023	-0.0548221593	-0.0844311265	0.0023690766	0.0714435145	0.0322072755	-0.0870555907	0.0374400919	-0.0763521652	-0.0033569377	-0.0474732829	0.081671761	-0.1010538083	0.0359669973	0.0835675138	0.0523433608	0.1825217974	-0.0930821792	-0.0358152307	0.0203274592	-0.1429873584	0.1088322936	-0.0409590441	0.0202679676	-0.0610748234	0.0795210936	-0.1844317491	-0.0689416143	-0.0856574076	-0.0036944332	0.1001368564	-0.073240925	-0.0676287827	-0.0940369222	-0.0238250101	-0.05970188	0.0106516787	0.0791479019	0.0645705454	0.103567391	-0.0858856257	-0.0348876924	-0.0487490242	0.0019315887	0.0994569377	0.0279939342	0.0733801112	-0.0521552155	0.1481374715	0.0155242054	0.0418282393	0.0025757383	0.0650216383	-0.0912339688	0.0228376081	-0.0089916641	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0183698136346492	-0.0082931658894409	0.0003374500529717	6.877660046978606e-05	-0.0337019811221068	0.0085047185502275	7.233023761858535e-05	0.0011358235315548	-0.0146781887254192	2.857235597989935e-05	8.1637952624209e-10	0.000215449224259	-0.001649994640436	-0.00072000003941	2.722482313467525e-06	5.184000567505454e-07	0.0010782749877735	8.379585818001512e-07	7.021745848125207e-13	1.1626769492579417e-06	-0.0009376113138935	3.8845236889997227e-07	8.791149759410954e-07	1.5089524290400014e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.6513993514532	1.2512027982335212	922851.1110759052	1.5655084423073935	944.5793645949592	-1.6450048174175436	2.706040849326926	892230.1760186169	915.7339057611504	-0.1528812714866489	0.0233726831713744	838568.5861605714	914.9406108363528	717.1806074137463	1.103659	15.924092	0.0802068429285972	0.0490451232242643	0.0862061096	0.0792296578	-0.015889722	0.0337093142	0.0046460965	0.08930228	-0.0423572938	-0.0276936491	-0.0055016693	-0.062250808	-0.0454637788	0.0031904223	0.018590815	-0.0778699733	0.0536785627	0.0142355468	0.0801267699	-0.1466755931	-0.047070223	0.0997567461	0.0134144579	-0.0063300594	0.0335906114	0.0164993844	0.1152807376	-0.0714998492	-0.0255368389	0.0236780407	0.0223054054	0.1150147557	0.1596182636	0.1148531527	0.060929912	0.00579213	-0.0654722043	0.1591044654	0.1130002201	-0.0994579188	0.2005607047	-0.0183930322	0.074133918	-0.0095233083	-0.0599927196	-0.1882232577	-0.0783779187	-0.0231644381	0.0568168599	-0.0507103249	-0.0914586261	0.0665882158	0.1267958734	-0.0382435947	0.018358499	-0.0321294766	-0.0876083209	0.0655413117	-0.0030003934	0.1113350252	0.0310047643	-0.0058541469	0.0080427843	0.1343004969	0.0442886134	-0.0294109454	0.0826261181	0.1045173866	-0.0710094003	-0.1723102433	0.1125070146	0.1566839984	-0.0448273431	-0.1439601755	-0.1213259097	0.2260946138	0.0050645505	-0.0604794535	-0.1287137032	-0.1035878044	0.0708933581	-0.1838981709	0.1749298289	-0.0235948691	-0.0834849978	0.0284562087	0.0048440224	-0.1544370972	-0.0778088557	0.0355857534	-0.0130044147	0.0580738873	-0.0279003655	-0.0627604997	0.1026612204	0.0202317576	0.0645590435	0.0970885979	0.0736819048	-0.071707546	0.0176201774	-0.1587787586	0.157442075	0.0156958595	0.0590217454	-0.059476735	-0.017447666	0.1642541689	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0036617733927784	0.0147080402418708	1.3408584380059836e-05	0.0002163264477564	-0.0348859921554236	-0.0011840110333167	1.401882127015915e-06	0.0012170324486682	-0.0511651708635838	-0.0364869821381646	0.0013312998655507	0.0026178747094997	-0.0010939988280187	0.0005559958124173	1.196833435706289e-06	3.091313434255734e-07	0.0010780147589479	-2.60228825600152e-07	6.771904167323432e-14	1.1621158205094989e-06	-0.0009379114629555	-3.0014906200000104e-07	8.796779123433263e-07	9.008945941948049e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.7557740378384	0.1043746863851993	923051.657347046	0.0108940751580087	942.1217903863816	-2.457574208577625	6.039670990665942	887593.4679208411	915.6456017455343	-0.0883040156160177	0.0077975991739139	838406.8679959417	914.700530273888	719.2668019888913	1.110538	16.023354	0.1416708255417665	0.0991101656814183	0.0509162352	0.0945397365	0.0806616099	-0.0650222924	0.0750462114	0.1173802326	0.0708408909	0.085117411	-0.0383531744	0.0036819101	0.0780866353	-0.0046706249	-0.1338969366	-0.0580380203	-0.1336054023	-0.0444121091	0.0498750344	0.064308867	5.01858e-05	0.0234997013	0.1107638348	0.0232244619	-0.0546545804	0.1296310898	0.1502969779	0.0488554226	0.2067899869	-0.0779359215	-0.0673827044	0.1672225956	0.1101663494	-0.0205192125	-0.0122711202	-0.0406600752	-0.2161375671	-0.0639304532	-0.0529275293	0.115603945	-0.0302270239	-0.0477824074	0.0203958579	-0.0065305324	0.0972629332	0.1366070921	-0.0875357189	-0.0906290793	-0.1280537471	-0.0963733045	-0.0562047873	-0.1528099349	0.0107377378	-0.0366548301	-0.0557322749	-0.0111203662	-0.0381361914	-0.0211407116	0.0369208844	0.059760937	0.1222173955	0.1282811509	0.0158649641	-0.1526351086	-0.0032269081	-0.1192779308	0.1320990562	0.0312571441	-0.0129956706	-0.0865984737	0.0857007715	-0.1554717618	0.0910949261	-0.0205756791	-0.065445381	-0.0171996538	-0.0410033713	0.0202353022	0.1731887845	0.1289496289	-0.1339949747	-0.0880442514	0.0372026623	-0.0446223938	-0.0049566593	-0.0344799297	0.0121721749	-0.0209893365	-0.1078040248	-0.0910908062	-0.0312619932	-0.0917774204	-0.0160831258	0.0511112162	-0.0693725798	0.0152859692	-0.0247275219	0.0367287278	0.0022146514	-0.1190022719	0.0141030141	0.0196658669	-0.0293797697	0.109493	-0.1355626707	-0.0618644071	0.0378389932	0.0115798553	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0191618594833613	-0.0155000860905828	0.00036717685886	0.0002402526688154	-0.0293180153838505	0.0055679767715731	3.100236532877763e-05	0.0008595460260476	0.0416097823007817	0.0927749531643655	0.0086071919346502	0.0017313739831184	-0.001649994640436	-0.0005559958124173	2.722482313467525e-06	3.091313434255734e-07	0.0010782749877735	2.60228825600152e-07	6.771904167323432e-14	1.1626769492579417e-06	-0.0009376113138935	3.0014906200000104e-07	8.791149759410954e-07	9.008945941948049e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.5082700306172	-2.2475040072212096	918738.1037170864	5.051274262475395	940.333020164853	-1.78877022152858	3.1996989054274048	884226.1888123539	915.1598269870034	-0.4857747585309653	0.2359771160258176	837517.508930882	913.8169379146336	712.7524906952343	0.951688	13.731389	0.0962358842892309	0.0520176272612255	0.0151489504	0.1413162832	-0.0197114368	-0.094429929	-0.0010339406	0.1086222893	-0.0228137012	0.066596707	-0.0880734387	-0.0351210458	-0.0473004702	0.0132258829	0.0211054503	-0.0504663579	-0.1176749094	-0.0559827378	0.0365421362	0.0099100318	0.1097306069	0.0179043058	-0.0470106623	0.0239279161	0.039865269	0.0638538376	-0.0617954483	0.0040285606	-0.0102243034	-0.0166812614	-0.0370639979	-0.0620450826	-0.1372862862	0.0109940363	-0.1329007554	-0.0785637854	0.0911143092	0.0002326465	-0.0196555513	0.0168981734	-0.0854602396	-0.0672737476	0.0872737464	0.0110199856	0.1924760538	0.0330206173	-0.1236674093	0.1292497545	0.0121541345	-0.0323311544	-0.0464250981	-0.1108153965	0.0549565028	-0.0581181347	-0.0143185791	0.0580111652	0.0094483267	-0.0229974672	-0.0886576555	-0.0114246889	-0.011491004	-0.0436358759	0.0164071608	0.0418249007	-0.0062843773	0.0424988382	0.0281110546	-0.0427656359	0.0052242092	0.1336895051	-0.0505196893	-0.0532623252	0.1869253099	-0.076633895	0.0042798858	-0.0641760811	-0.1003507973	-0.0625412694	-0.0645321056	0.1511944684	0.0357676552	0.0242452648	-0.0660767792	0.1116145487	0.0051455945	0.0065020808	0.0001896286	0.0097627932	-0.1313823466	-0.0512529373	0.0085131607	-0.0391247369	-0.1581046008	0.0686832988	-0.0438870733	0.1213124938	-0.0247545624	0.0391877501	0.0670369645	-0.1414069931	0.0345466091	0.0880185936	0.0889802604	0.0121521721	-0.0895157082	0.0200434832	0.0865198739	0.1082191251	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.006778782900298	0.0123830765830632	4.5951897609372566e-05	0.000153340585662	-0.0148528282676494	0.0144651871162011	0.0002092416383067	0.0002206065075482	0.0885629504865832	0.0469531681858015	0.0022046000026841	0.0078433961988889	-0.0014543580158574	0.0001956366245785	2.1151572382886733e-06	3.827368887650804e-08	0.0011782945232661	0.0001000195354925	1.0003907480155456e-08	1.388377983558886e-06	-0.0010906442019056	-0.0001530328880121	1.189504775150303e-06	2.3419064813323958e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.2299330155898	0.7216629849726814	920122.064393093	0.5207974638796806	939.7456615992954	-0.5873585655575653	0.3449900845338407	883121.9084946975	914.4196648736494	-0.7401621133540175	0.5478399540446854	836163.3235076373	913.0487940883283	710.3487706558867	0.921412	13.294555	0.0714694985167821	0.0441335276023804	0.0199582631	0.1030720277	0.0825962443	-0.0688685821	0.0308876274	0.1210713738	0.0808297057	0.1161997966	-0.0667391002	-0.0365865796	-0.0039751326	0.0548546417	-0.1226085233	-0.0576403066	-0.0555404879	-0.1090860694	0.0795742405	0.0160874463	0.0466233625	0.0245104448	0.1097882446	-0.0366568187	-0.0171236486	-0.0744502179	-0.01482901	-0.0526419352	-0.1859555685	0.1667784704	-0.0917095679	-0.1381893675	-0.0234020981	0.0482637846	0.0524992745	-0.0654374332	0.0425940192	-0.0856103278	-0.1236576546	0.004382739	0.0873949193	0.1148161897	0.0347620082	-0.0234184013	0.0238049852	0.0405025871	0.0255426157	0.0124015254	0.1150157382	0.0165072419	-0.0382670846	-0.1001990894	0.0191800492	-0.102180045	0.0057687759	0.0751458394	-0.0961019103	0.0261111474	0.0570083153	-0.1207919256	-0.0861930927	-0.0159319895	0.0002674691	0.0111776693	-0.0096668305	-0.0884499757	-0.0650643283	0.0700375719	0.1599236177	0.140024365	-0.0404532336	-0.0656530866	0.1307395343	0.034835339	-0.0058842449	-2.68714e-05	0.1570542642	-0.0821502623	0.0076649595	-0.035364569	-0.0083799078	0.0783238476	0.03869823	0.0749360516	0.0016334081	-0.0171059535	0.0329228232	-0.0093696139	-0.0717897207	-0.1003921388	-0.060290281	-0.0351728887	-0.1202301385	0.0249867012	-0.0757038365	0.0666095351	-0.0110254298	0.013976555	0.0727764088	-0.1328817175	0.0523234254	0.0441513742	-0.0677965544	0.0452647297	-0.0551513258	-0.044890592	0.0527371324	-0.1031037004	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0029607907523541	0.0038179921479439	8.766281879225558e-06	1.4577064041761272e-05	-0.0127912536026286	0.0020615746650207	4.250090099455619e-06	0.0001636161687267	0.0473625992017758	-0.0412003512848074	0.0016974689459915	0.002243215803148	-0.0012818744876629	0.0001724835281945	1.6432022021210223e-06	2.9750567498422893e-08	0.0013405996752755	0.0001623051520094	2.6342962368794454e-08	1.7972074893487765e-06	-0.0009376412737293	0.0001530029281763	8.791711582007041e-07	2.3409896030522047e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.8328375762112	1.6029045606213683	923199.7417647538	2.5693030304607825	932.5539603460404	-7.191701253255019	51.72056691606981	869656.8889570843	914.8366517321194	0.416986858470068	0.1738780401367365	836926.0993524352	913.3661668502976	713.2319417024783	0.976992	14.09649	0.0843657519225523	0.0416101396133738	-0.0284260666	-0.0145121112	0.14730673	-0.0292312886	0.0180407301	-0.0315383333	0.1823265579	0.0989936266	0.0572196496	-0.0514614205	-0.0965234977	0.0539374823	-0.0783871217	0.0506864622	-0.043995591	-0.0576381666	-0.073786915	0.0924317286	0.1138799787	0.0423410455	0.1728215795	0.1481464606	-0.0667723508	0.0897591057	0.0765422355	5.62216e-05	0.0221114483	-0.030146752	0.0936654247	0.0715245724	-0.0036548004	-0.0264303989	-0.0940717458	0.0822179473	0.2401604442	-0.0341229792	-0.083234817	-0.0791456155	0.0382467099	0.0513872151	-0.070868053	0.1319675158	-0.0860822913	0.1105869794	0.0369205983	-0.0743119301	0.0621506879	0.0325855897	0.0509770173	-0.0913680813	-0.0879369284	-0.0126661194	0.0450413526	0.1360012354	-0.1989451533	-0.0995124201	0.0475731666	0.0097890716	0.0710497887	-0.0210460474	-0.1326689426	-0.155311851	0.0177551241	0.0753477054	0.0315494797	-0.1761768682	0.0148248414	0.054273675	-0.0082261155	-0.012369215	-0.1748145159	-0.0591864708	0.1119433718	-0.0079762631	0.1148082549	0.0813835099	0.0430316533	0.018998062	-0.0693296846	-0.0313238683	0.0060181376	-0.0384636411	0.0253232296	-0.0019578533	0.0389273081	0.0831495124	-0.0168176091	-0.0390184657	-0.089303266	-0.1614460967	0.0004560255	0.0882592208	-0.0398055354	0.0604049193	-0.1047175407	0.0272557631	-0.0372550171	0.0127817206	0.0107895575	0.0472590388	0.0080363186	-0.0775927027	0.0479448728	-0.0359270952	0.1538275801	0.0095888512	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0213214994626298	-0.0183607087102757	0.0004546063393349	0.0003371156243435	0.014035841110882	0.0268270947135106	0.0007196930107676	0.0001970048356899	0.0630994640238569	0.015736864822081	0.0002476489144284	0.003981542360098	-0.001199192410869	8.268207679389995e-05	1.4380624382858043e-06	6.836325822952369e-09	0.001726065064548	0.0003854653892724	1.4858356632699986e-07	2.979300607053091e-06	-0.000936967066262	6.742074672999457e-07	8.779072832596191e-07	4.5455570896300744e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
962.2339648194696	1.4011272432584292	925894.2030521964	1.9631575518009652	939.54744157337	6.993481227329539	48.90877967701068	882749.3949670651	915.7662335041656	0.9295817720461628	0.8641222709204841	838627.7944264059	914.6444689479702	722.3275479571357	0.918579	13.253672	0.065841039360984	0.0362174509165641	-0.0055733354	-0.1042043603	0.1729344555	-0.0466167798	0.0267185076	-0.0613748154	0.2058575123	-0.0384195491	0.0590367457	-0.0160475644	0.0667349644	-0.0440338778	-0.0262920427	0.0583602255	-0.0723371885	0.0314080592	-0.1178421728	0.0901219651	-0.0554444135	-0.0197822037	-0.0259262061	0.0143944948	-0.1045455552	-0.0156805757	-0.0272035301	0.0813045065	-0.0248618414	0.0569620483	0.0489861754	0.0346422227	0.0534524855	0.0295280097	0.0664742643	-0.1121312271	0.195155398	-0.0640812914	0.0842379885	-0.0851308423	-0.0202174049	0.0278966371	-0.0793822847	-0.0322004675	0.0005717738	0.0781902256	-0.0738092347	0.122710445	-0.0188344465	-0.0417930864	0.0446320173	-0.1187911378	-0.1332728808	0.1018711789	0.01350925	-0.0428366206	-0.0060535178	-0.0187982287	0.0307421275	-0.0370250169	0.0864962827	-0.107309138	-0.0169498905	-0.0172456592	0.0143211841	0.1004874032	-0.0467283075	-0.1862555121	0.1637194301	-0.0557872201	-0.0942095398	0.0933604283	-0.0912680805	-0.0717937707	-0.011451041	0.0196399618	0.1165037723	0.0043813461	-0.0601537693	0.022411215	0.0317990341	0.0043682879	0.0236415042	0.126235062	0.0114247903	0.0080587706	0.0396784357	0.0164073543	0.0894219236	-0.0189910681	-0.068389677	-0.2161747561	0.065864535	0.0749545649	-0.0732286734	0.0566646612	-0.0623620626	0.0637856618	-0.0090325834	0.0541213093	-0.0093132257	0.1479475855	-0.0558615096	-0.1163759601	0.0894695055	-0.1259488984	-0.0151290391	-0.0837562061	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0204170751367627	0.000904424325867	0.0004168569571402	8.179833612201548e-07	-0.0082642808211943	-0.0223001219320763	0.0004972954381854	6.829833749155994e-05	0.0399095110593563	-0.0231899529645005	0.0005377739184957	0.0015927690729968	-0.0008742210551451	0.0003249713557239	7.64262453259012e-07	1.056063820410296e-07	0.0016629134764523	-6.315158809569997e-05	3.988123079008954e-09	2.765281230166674e-06	-0.0009377749252132	-8.078589512000101e-07	8.79421810358623e-07	6.526360850339803e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
962.0070350411607	-0.2269297783088859	925457.5354686852	0.0514971242833201	939.1918436686198	-0.3555979047501978	0.1264498698627307	882081.3192136611	915.2906805355974	-0.4755529685681949	0.2261506259140226	837757.029875317	913.8026856425944	721.7776911570763	0.994985	14.356097	0.0601798199760898	0.0308065640176511	-0.0285498147	-0.1329004094	0.0508200515	0.0530461341	0.0227026262	-0.1018671931	0.0324031694	-0.1105335317	0.0266263664	0.0332064975	0.0664072483	0.0207162942	0.0531164803	0.0647539134	-0.009226549	0.0584648112	-0.0567126619	0.0495544505	0.0015972732	0.0429824551	-0.0488610003	0.0556844333	-0.0998104797	0.0463643048	-0.1017174056	0.0101919866	-0.02447555	0.1641872366	0.0117036552	-0.0105591219	0.0257234927	0.0006725677	0.0049481859	-0.1005104925	-0.0677893659	0.1113008247	-0.1063581205	0.0405286822	-0.0189706803	-0.1635531879	-0.1411266784	-0.0370843772	-0.1033882178	0.0264835938	0.0496346836	0.0661623452	0.0602614008	0.0769509647	0.0618787418	0.026078953	-0.0542779722	0.0838032707	-0.0242668521	-0.0186487567	0.0191654662	-0.0358576803	-0.0538268141	-0.1216338199	-0.0298355906	-0.1307834731	0.0520107201	-0.0817116771	-0.0890201286	-0.0385443035	-0.0568262838	0.1038653645	-0.0117352346	0.1250169424	0.041526866	0.0497940802	0.0168391936	-0.0458756102	-0.0899636448	0.0744028715	0.0199017789	0.1578715759	0.1199565461	-0.0122965377	0.0432610414	0.0727863008	0.0180624935	0.0902171755	-0.0011780027	-0.0039583728	0.0262244112	0.0201888445	0.1078336557	0.0622174804	-0.0172393651	-0.097781275	0.0546983991	0.0731336296	-0.0456120125	0.0443236627	-0.0971344394	0.1648175884	0.0044146404	0.0071189392	-0.0513370515	-0.0111599547	0.0879639668	-0.0188586387	0.0296365268	0.0340216183	-0.0934944955	-0.0559021457	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0189928106176324	0.0014242645191303	0.0003607268551572	2.0285294204534724e-06	-0.0212492177420244	-0.0129849369208301	0.0001686085868379	0.0004515292546479	0.0178793279308919	-0.0220301831284644	0.0004853289686736	0.0003196703672603	-0.0010981037717977	-0.0002238827166526	1.2058318936363351e-06	5.0123470815748383e-08	0.0019130148700989	0.0002501013936466	6.255070710397162e-08	3.659625893219512e-06	-0.0009369503273591	8.245978541000657e-07	8.778759159383247e-07	6.799616209864332e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
