global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
935.4069874273496	n/a	874986.2321279098	n/a	987.0437876238142	n/a	n/a	974255.4386867651	846.6655697786838	n/a	716842.5870486633	n/a	859.7099674227419	705.8330756441676	n/a	n/a	n/a	n/a	-0.0038359837	0.0868274877	-0.0918520906	0.0672277969	-0.1795094206	-0.1516636712	0.1202942982	-0.127690652	0.0470229287	-0.0975616854	-0.058755679	0.0935131784	-0.0080424229	0.1351432814	-0.048166814	0.0440741782	-0.0381531281	0.0224057149	-0.0971333964	0.0604710351	-0.0842078392	0.0737399498	-0.1536619821	0.0174336171	-0.0425112475	0.0420656539	-0.0095411645	0.0270627897	-0.0042057652	0.0458853603	-0.069937176	0.02624537	-0.1492204494	0.0437531997	-0.0081188192	0.0445037521	0.0352594091	-0.146737582	0.0138964989	-0.1058985504	0.0726128824	-0.087549799	0.0460139092	-0.0877857527	0.0218086785	-0.0366563648	0.0169114899	-0.0133539808	0.0116667944	-0.0368154453	-0.1666199281	0.0683808932	-0.0887568179	0.0781546943	-0.1614547765	-0.0147766198	0.0147488326	-0.0133813245	0.1178863707	-0.0045970916	0.1172425678	-0.0406153378	0.0706238991	-0.0186020158	0.0964507196	-0.2191613098	0.0151777465	0.0833928136	-0.1300519974	0.08594413	-0.0363531713	0.0365677207	-0.0981624641	0.0511905778	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1117544089790953	n/a	n/a	0.0124890479262668	0.8202203176048073	n/a	0.6727613694117309	n/a	1.5708326015357343	n/a	2.4675150620475232	n/a	-0.0278252602996877	n/a	0.0007742451107453	n/a	-0.0045393814595582	n/a	2.060598403538073e-05	n/a	0.0051368962355324	n/a	2.6387702934626945e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.9162849258691	-6.490702501480428	862885.4644004785	42.12921896272428	984.2477407400949	-2.7960468837193275	7.817878175956562	968743.615151981	846.0592497889942	-0.6063199896896094	715816.2541535157	0.3676239298972081	859.6674510388865	696.5269292186051	1.084857	30.312178	0.4405933520486066	0.2171122429201957	0.0265550186	0.0943429504	-0.0734081647	0.0639454622	-0.1967302051	-0.1581566345	0.1070076799	-0.1003603388	0.0504054825	-0.0622343882	-0.0407611248	0.2421666274	-0.0417238652	0.1291744433	-0.0347302346	0.0262034944	-0.0617737217	-0.0314164437	-0.0121490632	0.1035427359	-0.1887272323	0.0041444701	-0.1566566066	0.0969993019	0.0957538779	0.0531870833	0.0245565842	-0.032000931	-0.0439282087	0.0026274156	-0.0312011843	-0.007141739	-0.1428472928	0.0260057256	0.0066894918	0.0573366591	0.0441551447	-0.0585671665	0.1642433778	-0.163517115	0.0260182251	-0.0811373749	0.1244402371	0.0054453897	-0.0687157857	-0.0461851665	0.0374779752	-0.0481219331	0.0250879999	-0.0133092995	-0.1625894319	0.0377817395	-0.076138611	0.1017921794	-0.2021534866	-0.0822821862	-0.0350504945	0.0115937316	0.1045263224	0.0970799264	-0.1209597012	0.1234496808	0.0487337917	0.0909489761	0.129124235	-0.1674924181	-0.0845507859	0.0479544563	-0.0355418147	0.0241122334	0.0297569815	0.084976397	0.2298958717	-0.0582702427	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1740929888590443	0.062338579879949	0.0038860985414487	0.0303083687698753	0.845783719880373	0.0255634022755657	0.7153501008146813	0.0006534875359024	1.7311805234913962	0.1603479219556618	2.9969860049159447	0.025711456075499	-0.0278832300577165	-5.796975802880092e-05	0.0007774745184515	3.360492845917728e-09	-0.0062558411923125	-0.0017164597327543	3.913554902343389e-05	2.946234014166963e-06	0.0072093357034979	0.0020724394679654	5.197452128572956e-05	4.295005348381122e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.7996546408458	-5.116630285023348	853405.8019145459	26.179905473618103	975.6670857892716	-8.58065495082326	73.6276393850877	951926.2622925298	843.673771663669	-2.3854781253252213	711785.4329932006	5.690505886405132	857.3883554116142	677.2669500413074	0.927184	25.906609	0.1638528995993312	0.0746358358534206	0.0251234882	0.0553680929	-0.0956471929	0.1069185109	-0.1545555888	-0.1171596403	0.0257328616	0.004619129	0.0425552375	-0.0148885586	-0.1329699219	0.1940612854	0.033814263	0.1403822025	0.0286809173	0.0379698928	-0.0929878602	-0.0331926601	-0.0471316478	0.1642302756	-0.1015301223	-0.0202063202	-0.1499433968	0.0788683614	0.0549699469	0.0691853257	-0.0216896784	0.0064248197	0.0055431168	0.0193974599	-0.1189688432	-0.0519778711	-0.1518915667	-0.0365579561	0.0105077311	0.0881111669	0.0277455962	-0.0809685811	0.1467344205	-0.1034937129	0.0779896389	-0.0451068944	0.1487357446	-0.0432267594	-0.0541114875	-0.0830247635	-0.0441706074	-0.0978093984	-0.1130848387	-0.0636219902	-0.1577659116	0.0616207315	-0.097301396	0.1006581415	-0.162004542	-0.0294196776	-0.0052310047	-0.0107045715	0.0994380181	0.074295978	-0.0381997874	0.0432016643	0.0905509131	-0.0140270001	0.1548729051	-0.1423848343	-0.0395867536	0.0380019411	-0.0389649455	-0.0124769875	0.0221491308	0.0114488647	0.0889696965	-0.0009257213	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.141633950160255	-0.0324590386987893	0.0010535891932495	0.0200601758379976	0.8643221247751143	0.0185384048947412	0.7470527353757682	0.0003436724560413	1.6771189639126405	-0.0540615595787556	2.8127280191154087	0.0029226522240873	-0.0276020044107342	0.0002812256469823	0.0007618706474901	7.908786452061356e-08	-0.0057083777212509	0.0005474634710616	3.2585576208473615e-05	2.997162521468154e-07	0.0068621468930009	-0.0003471888104969	4.708905998112191e-05	1.2054007013432138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.4241474244257	5.6244927835798535	863829.2458156205	31.634919072541848	984.0436672973632	8.37658150809159	70.16711776170197	968341.9391480436	845.9838125211412	2.310040857472245	715688.6110478054	5.336288763191106	859.7504098837056	675.9857439287322	0.86782	24.247898	0.4209335391431565	0.1992460822204808	0.0173230267	0.0899439712	-0.1062933428	0.0739601722	-0.1501390717	-0.1251584021	-0.0202924107	-0.0742538734	-0.0117286627	-0.0712040988	-0.0509622106	0.0973899605	0.0961470603	0.1430175369	-0.0295429904	0.0515298381	-0.0248043756	0.006472726	-0.0737535268	0.0722610948	-0.0980133122	0.0313038574	-0.1022243871	-0.0198734708	0.0232762873	0.0636504429	0.0611423629	0.073283736	0.0712061334	0.1004886549	-0.0694088031	-0.032999261	-0.148652574	0.0135776122	-0.0391218448	0.0549120684	0.0149091199	-0.091832731	0.0715731246	-0.0745530389	0.0762351212	-0.0549379879	-0.0046042012	0.0034095865	0.0084271384	-0.1220777648	0.0594825975	0.0862627533	-0.003925072	-0.0484440616	-0.1539370921	0.0671561867	-0.0883156265	0.0773268403	-0.1383864735	-0.0171334	-0.0450765518	-0.0050026666	0.0778116868	0.0242995544	-0.0457599605	0.0334426272	0.0416310669	0.077770459	0.0677162769	-0.0546499307	-0.0513107527	-0.018227947	-0.0457103271	0.002644223	0.0148173012	-0.0014023102	0.0492690878	-0.0167666838	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1043799720717117	-0.0372539780885433	0.0013878588834216	0.0108951785696913	0.7751599291452322	-0.089162195629882	0.6008729157524415	0.0079498971295413	1.5380959280726143	-0.1390230358400261	2.3657390839535566	0.0193274044941772	-0.0273328765566845	0.0002691278540496	0.0007470861408629	7.24298018253966e-08	-0.0049986350441171	0.0007097426771337	2.4986352304275563e-05	5.03734667745053e-07	0.0047311308324903	-0.0021310160605106	2.238359895414036e-05	4.541229450154119e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.163582186772	0.7394347623463773	865204.2896265278	0.5467637677662435	984.8917631094796	0.8480958121164122	0.7192665065293967	970011.7850408992	845.911342293694	-0.0724702274471837	715565.9990211192	0.0052519338662465	858.8992907608125	684.019321997487	0.926218	25.879604	0.5550342007528709	0.3591188298098501	0.0394884127	0.1354071957	-0.1252684094	0.0419357187	-0.1033120176	-0.1516449583	0.0154559804	-0.0503598398	-0.0082831291	-0.1027262971	-0.0293481763	0.0068603119	0.0201510867	0.1562115012	-0.0163162747	0.0698446	-0.03704203	-0.0506274765	-0.0580449855	0.0155084948	-0.0675779424	0.039241633	-0.0648412276	-0.0907065457	0.0483954222	0.0072007638	-0.0546112338	-0.0162794365	0.0552837665	0.0583785223	0.0149074363	-0.0549372377	-0.1596453834	-0.0038950071	-0.0451912774	0.0752597638	-0.043349098	-0.0743388645	0.0089131588	-0.0742409705	0.1037890144	-0.0504748561	-0.0608405369	-0.0153985777	-0.0680506146	0.0328242288	0.0370738337	0.0905318146	0.0190769872	-0.0993204035	-0.1814000819	0.0517641723	-0.1048573291	0.0166096644	-0.0744372712	0.0003804432	-0.0367566446	0.0261907534	-0.0090846393	0.0528491991	-0.0488378816	-0.0180174649	-0.0247905864	0.0166879688	0.0658262835	0.0491246962	0.0021234409	-0.0589427566	0.0831555205	0.033073494	0.004733158	0.004126562	-0.0920778304	0.0285852405	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1250984457739719	0.0207184737022601	0.0004292551525512	0.0156496211350633	0.790687826664211	0.0155278975189787	0.6251872392349734	0.0002411156013599	1.4026389793026723	-0.1354569487699419	1.9673961062592424	0.0183485849700626	-0.0209558155743289	0.0063770609823556	0.0004391462063852	4.066690677268217e-05	-0.0042810771389176	0.0007175579051995	1.8327621469362906e-05	5.148893473142949e-07	0.0041591321048116	-0.0005719987276787	1.7298379865274567e-05	3.271825444660517e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.8528992946482	0.6893171078761497	866487.1201252524	0.4751580752107395	986.39603628976	1.5042731802803928	2.262837800910887	972977.1404081496	846.2237913209533	0.3124490272592766	716094.7049976083	0.0976243946352681	860.0906676219948	689.4519819091687	0.8977119999999998	25.083126	0.5625647315433817	0.2843298226862348	-0.0328454768	0.1215634786	-0.1232630302	0.0634668763	-0.0983332428	-0.1434951529	0.037525883	-0.0774024817	-0.0616822415	-0.0235442317	-0.0826689135	-0.0394231342	0.0016833578	0.1467739934	-0.018420335	0.1086299278	-0.0064453845	-0.0828809368	0.0005842718	0.0631138389	-0.0922250601	0.0300467534	0.0108670562	-0.0108892193	-0.0426463589	-0.0293292055	-0.0061261357	0.094075919	-0.0056139866	0.0436584658	0.1099595446	0.0151915371	-0.1457515312	0.0056117275	-0.103444953	0.0585307453	-0.049300965	-0.0038069665	0.0949258426	-0.0166502953	0.013597065	-0.0537973336	-0.0292544116	-0.0534703385	0.03598172	-0.0193258234	-0.0606248779	0.0485869917	0.0456710792	0.0829300922	-0.1555747689	0.0981218623	-0.0719719338	0.0316566373	-0.0186072325	0.0251736269	-0.0315964593	0.0042616925	-0.0398204653	-0.0914819617	0.008684789	-0.0900410274	-0.0309086479	-0.0085388489	-0.0615748123	0.0862969513	0.0244202207	0.0001159884	0.0119718209	-0.023085396	-0.0172984881	-0.0242371711	-0.0432502055	-0.0134538116	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1276361505231307	0.0025377047491588	6.43994539390323e-06	0.0162909869203632	0.6097962621095832	-0.1808915645546278	0.3718514812828194	0.032721758127021	1.3077164006050523	-0.09492257869762	1.7101221844114338	0.0090102959466058	-0.0236554365556894	-0.0026996209813604	0.0005595796786402	7.287953443001827e-06	-0.0019121879346859	0.0023688892042317	3.656462697558328e-06	5.611636061925497e-06	0.0035433846195643	-0.0006157474852472	1.255557456216484e-05	3.791449655883735e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.2763075757366	-1.5765917189115726	863554.455821595	2.485641448140547	983.9549275861468	-2.441108703613168	5.95901170285596	968167.2995210596	844.6668924272905	-1.556898893662833	713462.1591627758	2.423934165088553	857.765654060451	695.4106507341594	0.768653	21.477072	0.2625548539245415	0.1336702704840446	-0.0868264523	0.1258584086	-0.1279515871	0.0492753301	-0.0622793355	-0.1157967762	0.0007681348	-0.0049851654	-0.1305675381	-0.0759101514	-0.1000511314	-0.0804308993	-0.0787326355	0.1633291424	0.0509639697	0.1299267248	0.0103598349	-0.0578372171	-0.049277898	-0.0028993327	0.0261458381	0.0237874506	0.0511941401	-0.0055138665	0.0198263284	0.0637121382	-0.023317093	0.0637153189	0.0031922905	-0.0575903758	0.0769432773	0.0085485622	-0.1592948171	-0.0664588105	-0.122322164	0.0446194977	-0.0740531787	-0.041431069	-0.0159528174	0.0502980146	-0.0073171035	-0.0148255619	-0.0265368949	-0.0439676246	-0.041909289	-0.0325566479	-0.0427810318	-0.0065252143	-0.001687176	0.0676710934	-0.1440036444	0.1407889327	-0.074763585	0.0011083422	0.0631854246	0.0314370287	-0.0106719293	0.0195145703	-0.1235274461	-0.0828060537	-0.0296822569	-0.1175152112	-0.0797700787	-0.0652109116	-0.1304768751	0.1293233317	0.0436853862	-0.0460908677	0.089398821	-0.0220429025	0.0284964757	-0.0832019457	-0.0433565347	0.0073426416	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1263322363961805	-0.0013039141269502	1.7001920504603478e-06	0.0159598339528604	0.5629560898795205	-0.0468401722300626	0.3169195591324387	0.0021940017345419	1.1961173978422437	-0.1115990027628086	1.4306968294209004	0.0124543374176533	-0.0230233976618344	0.0006320388938549	0.0005300768398949	3.9947316334545005e-07	-0.0011760293599922	0.0007361585746937	1.3830450555636636e-06	5.419294470950598e-07	0.0028553467920186	-0.0006880378275457	8.15300530269091e-06	4.733960521338067e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931.1808569260866	1.9045493503499529	867097.7883056009	3.627308227918427	989.4610750034876	5.506147417340799	30.31765938148875	979033.2189470574	845.6087299381862	0.9418375108957662	715054.1241476723	0.8870578969303324	860.3052278273684	691.6619691607173	0.810079	22.634554	0.3232359232940703	0.1612869596149153	-0.0771697896	0.1125530374	-0.1238743482	0.0590133461	-0.0323595851	-0.1298352518	-0.0117790641	-0.0463545243	-0.1546267106	-0.0240430748	-0.0414054285	-0.1201209244	0.0366096444	0.1282883961	-0.0066053858	0.1305606084	0.0116196127	-0.0725104658	-0.0142235999	0.0505932282	0.0713767271	0.0245934262	0.0976532806	0.0308988706	-0.0131383953	0.0011899981	0.0627127721	0.1043054912	0.0593066232	-0.0372996374	0.0322613945	0.0336188183	-0.1181566187	-0.0087318359	-0.139581174	0.0600721478	-0.0789405044	0.019255898	0.0301372267	0.1199825547	-0.0164007869	0.0081462603	0.0193809719	0.0129614124	0.0411086019	-0.0504841576	-0.0019124825	0.0095336196	-0.0091514245	0.1382721706	-0.1204033573	0.1340851123	-0.0484395725	0.0134971262	0.0869417398	0.0640044622	-0.0146744307	-0.013613958	-0.0764025478	-0.1691052622	0.1112678093	-0.1109612372	-0.0303856342	-0.0006095807	-0.2064532592	0.1490351011	0.060751037	-0.0053494787	-0.0126425421	-0.040611605	-0.0399293125	-0.0242764473	-0.0928341099	0.0093043868	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0715762265580934	-0.054756009838087	0.0029982206133886	0.0051231562082955	0.5095990442734148	-0.0533570456061056	0.2596911859243778	0.002846974315812	1.0777355653378962	-0.1183818325043475	1.1615139487941946	0.0140142582670873	-0.0226148050520249	0.0004085926098095	0.000511429407541	1.6694792079093898e-07	0.0002429569656341	0.0014189863256263	5.902808715012925e-08	2.013522192314428e-06	0.0027481050205438	-0.0001072417714747	7.55208120393804e-06	1.1500797549053216e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.3508898075318	-1.829967118554805	863693.076386051	3.348779654991776	984.2952617972238	-5.165813206263806	26.685626082009545	968837.1623964652	847.9913745279813	2.3826445897950634	719089.3712738551	5.676995241279686	861.4367253830069	683.6329708651554	1.199788	33.523495	0.2674313778325035	0.1779540114879415	-0.1201757422	0.0769933335	-0.1569303692	0.1172193265	0.0716809076	-0.0715493732	-0.0239492029	0.1057334904	-0.1673233429	-0.1956678789	-0.1521592911	-0.1366115438	0.0242947095	0.1795295577	-0.0634357082	0.1564369756	0.0664023995	0.057208021	-0.0759446462	-0.0489227377	0.2273181268	0.0244769163	0.136495293	-0.0585521616	-0.1121265119	0.0886611781	-0.0101684827	-0.0247300089	0.0480005163	-0.1067971754	0.086811593	0.0607161723	-0.1560760647	0.0300288894	-0.2055792947	0.0291850468	-0.0265523388	-0.0183096881	-0.1861562651	0.2413626467	0.0420499202	0.0508547368	-0.0848825073	-0.0576975788	-0.0117073795	0.0111607755	0.0851876252	0.019268028	0.0040969962	0.023290224	-0.0678728314	0.1827824659	-0.0902740123	0.0055154685	0.2231909049	0.082552124	-0.020551824	-0.0282777639	-0.18554534	-0.034848789	-0.0812064759	-0.1008564966	-0.088345025	0.0062714401	-0.246707204	0.2431573078	0.0889340763	-0.0732762031	0.1533241702	-0.0916815362	0.0935665844	-0.0547275981	-0.0407587275	0.047160515	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0500226751485683	-0.0215535514095251	0.000464555578363	0.0025022680290191	0.5120023613485785	0.0024033170751636	0.2621464180265203	5.775932963772986e-06	0.9088311592413164	-0.1689044060965797	0.8259740760079151	0.0285286983988383	-0.0219025910811194	0.0007122139709055	0.0004797234960667	5.072487403529826e-07	0.0003359641879236	9.300722228949996e-05	1.12871935567164e-07	8.65034339800846e-09	0.0020619241487141	-0.0006861808718296	4.251531195050367e-06	4.708441888649669e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.935037093462	-5.415852714069729	853655.952768897	29.331460620496447	972.6122365025112	-11.683025294712593	136.49308003689427	945974.5625944168	846.698661861372	-1.2927126666093045	716898.6239978379	1.6711060384121388	861.0198698370907	676.1648607219516	2.211821	61.800873	3.034386787982302	1.7928488274546353	0.0075227986	-0.0601921432	0.1353432507	-0.0212789929	0.1392314259	0.0950012641	0.0669268542	-0.076010961	-0.0566949418	0.368990759	-0.1941538911	-0.1711515087	-0.0018349503	-0.075851162	-0.1183582234	-0.1059552148	0.0669396349	0.1409523268	-0.3632159516	-0.267489092	0.1962230273	-0.399818188	0.0270135047	0.0273380546	0.0211456475	-0.0618963966	-0.1751784946	-0.1429430957	-0.0594870034	-0.128607159	0.0984646797	-0.0584790488	0.0849011492	0.1660422185	0.0535975077	-0.1493342805	0.0686998803	-0.3213040254	-0.1874541485	0.0541797243	-0.1935491681	0.5068178552	-0.0011409356	0.0442738737	-0.1790163434	0.1534215172	-0.1457542518	-0.1638744199	-0.1140576462	0.0713012395	0.1726735984	-0.1002287324	0.1142696216	0.0272878556	0.0426562878	-0.0249729662	-0.0727431899	-0.0677508441	-0.2325830009	0.1499748333	-0.0203987356	0.2319155964	-0.1923146949	-0.0492391148	-0.1560544344	-0.0083011351	-0.2066702706	-0.2646468598	0.1044271137	-0.1169601444	0.0615892406	0.0510844856	0.024985025	0.1798731037	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0923454967432491	0.0423228215946808	0.0017912212277351	0.0085276907687574	0.2440961746812746	-0.2679061866673038	0.0595829424940313	0.0717737248546162	-0.322477747333501	-1.2313089065748173	0.1039918975252893	1.5161216234104722	0.0013564232711049	0.0232590143522243	1.8398840903949173e-06	0.0005409817486369	-0.0025801296387293	-0.0029160938266529	6.657068952649388e-06	8.503603205843154e-06	0.0057437934327469	0.0036818692840327	3.2991162998066416e-05	1.35561614247042e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
