global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
921.3380921851688	n/a	n/a	848863.8801114066	1104.9974029273317	n/a	n/a	1221019.2604761478	859.6151985602079	n/a	n/a	738938.2895957056	897.6453490030996	729.0836050792407	n/a	n/a	n/a	n/a	-0.0798688014	-0.03774368	0.0917944258	-0.0611555623	0.1582944251	0.1179952697	-0.1508723403	0.1247289933	-0.1220544019	0.0435660579	-0.080828645	0.0267257954	0.0223602132	-0.0881350954	0.0224246948	-0.1711588307	0.1401038069	-0.019576187	-0.0533418836	0.0033946781	-0.0324705458	-0.0908510468	0.0520107387	-0.0777534729	0.001178396	-0.1399800539	0.1385227773	0.0450037795	-0.1126490183	0.0410785717	-0.1558193722	-0.0879374028	0.0498951118	-0.0938919999	0.0028505422	-0.224991296	0.0733704032	0.2197355435	-0.0920926051	0.0539923358	-0.2890061375	0.2494785192	-0.0330061536	0.0651127941	-0.0534583928	0.1247940755	-0.015828367	0.1161348524	0.0612669352	-0.1007472949	0.2340298596	0.0373561933	-0.0819395505	0.001304215	-0.1792376488	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.5355902526026881	n/a	n/a	0.2868569186830113	-1.1484338505157865	n/a	n/a	1.3189003090105158	-2.768119989057368	n/a	n/a	7.662488273818963	0.0059153427050838	n/a	3.499127931858813e-05	n/a	0.001235248601122	n/a	1.525839106573858e-06	n/a	0.0019398626187296	n/a	n/a	3.7630669795444615e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.3495055467032	6.011413361534437	36.13709060323476	859977.105437715	1097.8729498344555	-7.124453092876138	50.75783187259237	1205325.0139782089	859.4362149802587	-0.1789835799492038	0.032035121891433	738630.6076195934	898.2042792241477	727.6118928448985	1.430242	55.021473	0.6028740549402105	0.3242280237366953	-0.085585123	0.0019105663	0.1071167279	-0.0707450953	0.0998782239	0.0687735497	-0.0347298932	-0.0249089885	-0.0146106668	-0.020368089	-0.129567264	0.0315883151	0.0234787013	-0.0882433275	0.0020155583	-0.178722408	0.0506449861	0.0048783452	-0.0204846173	0.0823361541	-0.0748146382	-0.0840143025	0.0686850096	-0.0388870263	-0.0370529838	-0.1379300006	0.1013790417	0.0437935427	-0.06096234	-0.0872756607	-0.0263573794	-0.1100226395	0.0811293211	-0.103550052	0.0119086358	-0.2026210323	0.0579605524	0.0899979442	0.0019064004	-0.0749097252	-0.0621153643	0.1927834064	0.2211187227	0.0081068575	0.0257754022	-0.0299068348	0.0045117428	0.3527361976	0.0552300732	-0.0675234572	0.1040432261	0.1233072654	0.0256812772	0.023140851	0.0466893929	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.5096560387965212	-0.0259342138061668	0.0006725834457439	0.2597492778817611	-0.9428319940301576	0.2056018564856289	0.0422721233903371	0.8889321689668831	-2.5350702147235182	0.2330497743338497	0.0543121973170583	6.426580993578344	0.0038899376583476	-0.0020254050467362	1.513161498583081e-05	4.102265603344469e-06	0.0005719264340029	-0.0006633221671191	3.270998459112735e-07	4.399962973915794e-07	0.0020168996111656	7.703699243599986e-05	5.9346982035843e-09	4.0678840415199474e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.0422388271978	-3.307266719505378	10.938013153947866	853854.0591367801	1098.1235117326703	0.2505618982147553	0.0627812648369813	1205875.247020092	853.7581014559931	-5.678113524265541	32.24097319444724	728902.8958017419	891.783173143759	738.7843697296106	0.95509	36.742378	0.8068237814680538	0.4637344591547812	-0.1010868126	0.0632106969	0.1274229654	-0.0725118488	0.1015624338	0.1149253853	-0.0345022559	0.0013334383	0.0599053274	0.0216413497	-0.0688760029	0.0205818962	-0.043140861	-0.0435294328	-0.0964514574	-0.2275909046	0.0472246749	-0.0191628436	0.0238842102	0.045292811	-0.0043033289	-0.0938719484	0.0233305052	0.0664051157	-0.1014694192	-0.1736381922	0.1198630986	0.0497081673	-0.0791010042	-0.0084711674	0.0030151465	-0.109597971	0.1091228559	-0.128593064	0.0185149607	-0.1577281521	0.0267974094	0.0141933279	-0.0434183744	0.0240341408	-0.1180072264	0.154843179	0.0437341222	0.0836755366	-0.020010096	0.1737013291	0.0657548092	-0.06246537	-0.0620764391	-0.0421110052	0.0990512846	0.0096505975	-0.0840330225	0.0656410763	0.0098177632	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.4768538288568607	-0.0328022099396605	0.0010759849769255	0.2273895740954481	-0.7953288193832151	0.1475031746469425	0.0217571865309264	0.6325479309414987	-2.1224690157347226	0.4126011989887956	0.1702397494069917	4.504874722753922	0.001091770610464	-0.0027981670478835	1.1919630658729354e-06	7.82973882786162e-06	-0.0006837737861578	-0.0012557002201607	4.6754659063657283e-07	1.5767830429116304e-06	0.0022413763009744	0.0002244766898088	5.0389784267516345e-08	5.023767722569684e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.621014002064	5.578775174866223	31.12273245170366	864195.2296742258	1088.662712900262	-9.460798832408273	89.50671454729773	1185186.5024593584	858.8827512773317	5.124649821338608	26.262035791345824	737679.5804417189	894.7822056185382	742.9247622267746	1.039405	39.98597	1.0281578087147394	0.6405296914004852	-0.0774937017	0.1214846719	0.1503189537	-0.1696324446	0.0064143425	0.0651557382	0.0151122342	-0.0930555928	0.2058928686	0.04075312	-0.015004248	0.153012136	0.0496689821	-0.0404532247	-0.0479815741	-0.1934614276	-0.0120108692	0.1117908652	-0.0029371816	-0.0190832062	0.0414515507	-0.0242180337	0.1014268837	0.0846141989	-0.1738337828	-0.1489387051	-0.092555065	-0.0065467996	-0.0019936645	-0.0187844907	0.1156265597	-0.078741085	0.1501964782	-0.1724218824	-0.0407599225	-0.039568997	-0.1023291174	-0.2237643094	0.0199464259	-0.0440718582	0.0659169234	-0.1135518591	0.086886682	7.40692e-05	0.0500061835	0.0301561415	0.0022856903	-0.1185248186	-0.0126702196	-0.0081825979	-0.09738106	0.031702829	0.0442590346	0.1295641256	0.1394390406	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.413914728206791	-0.0629391006500696	0.0039613303906396	0.1713254022265016	-0.5283502239468731	0.2669785954363419	0.0712775704211619	0.279153959144711	-1.5473894318149348	0.5750795839197878	0.3307165278413562	2.3944140536925467	-0.0011427028946952	-0.0022344735051592	1.3057699055447896e-06	4.992871845258441e-06	-0.0007631988471679	-7.942506101010001e-05	5.824724803184117e-07	6.308340316458109e-09	0.0020920642929729	-0.0001493120080015	2.229407573344001e-08	4.3767330059322006e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.9636723956288	-0.6573416064352386	0.4320979875508601	862973.5046307732	1099.2883291411815	10.6256162409195	112.90372049929222	1208434.8305860106	859.3886550926759	0.5059038153441406	0.2559386703797583	738548.8605019982	896.9755503247198	743.7545746440956	0.730815	28.114494	0.2311415836438025	0.1147644708043246	-0.0929550331	0.1159072592	0.1597389308	-0.1581284503	0.0454526954	0.089808843	-0.0429532936	0.0301977909	0.1550992191	0.0248261202	-0.0063502772	0.0101871224	0.0524709988	-0.0777876935	-0.0490522751	-0.2079330253	0.0199259609	0.0865297068	0.006934023	-0.0176425791	0.0692139056	-0.0510932112	0.1201131015	0.048254307	-0.1608732134	-0.1260370268	0.01507605	0.0261398036	-0.0543154619	0.0264203347	-0.023565063	-0.0942582509	0.1493951668	-0.1623093852	-0.0294639902	-0.0729242873	-0.070399069	-0.1474773002	-0.0126335649	-0.0016517478	-0.0017502995	0.0221081802	0.065062791	-0.0072233084	0.0037049356	0.0927466808	0.0346112894	-0.1116579678	-0.0665849719	0.006474223	-0.000421045	-0.0384264416	-0.0804532255	0.0510465323	0.101164974	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.4353524880991841	0.0214377598923931	0.0004595775492038	0.1895317888941502	-0.6219250346024978	-0.0935748106556246	0.008756245189236	0.3867907486653181	-1.5759259014120346	-0.0285364695970997	0.0008143300970661	2.4835424467413336	-0.0007628037652109	0.0003798991294843	5.818695842199258e-07	1.44323348582929e-07	-0.0018469151824331	-0.0010837163352652	3.4110956911018917e-06	1.1744410953206352e-06	0.0023802996981971	0.0002882354052242	8.307964882475883e-08	5.665826653237207e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.6782632823872	-0.2854091132415988	0.0814583619213557	862443.3166931908	1095.679653368498	-3.608675772683455	13.02254083235253	1200513.902805712	860.1333494406142	0.7446943479383208	0.5545696718512808	739829.3788199298	898.6319491046174	731.2893422718116	0.8534779999999998	32.83334	0.3319656661466281	0.1870612621783197	-0.0890182158	0.1295724701	0.1655281817	-0.1861164463	0.0019638419	0.0672007046	-0.043971389	-0.0339630119	0.2180410743	0.0295493564	0.0546694766	0.0579661451	0.0686836632	-0.0574440142	-0.0252309272	-0.1660881651	-0.0340536293	0.1070665486	-0.0216653491	-0.0268182563	0.0388924352	-0.0171173776	0.1379038229	0.0521168123	-0.1829643101	-0.0822262993	-0.0617015346	0.0021322373	-0.0198652151	-0.0034966216	0.0123187435	-0.0782521685	0.1531702437	-0.1725725114	-0.0486360713	-0.005942649	-0.1006771327	-0.2094425813	0.0277692068	-0.0431622532	0.1047624543	-0.1062558292	0.0456482039	0.0503275126	0.0474169537	0.0306370945	0.0148209657	-0.110698476	-0.0796151219	-0.0253085207	-0.1075781899	-0.031590377	0.1057103769	0.0582145582	0.2133255999	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.42105376609436	-0.014298722004824	0.0002044534509712	0.177286273942244	-0.4952288271011156	0.1266962075013822	0.0160519289952333	0.2452515911919466	-1.455230502095219	0.1206953993168156	0.0145673794162455	2.1176958142283038	4.690784504722306e-05	0.0008097116102581	2.2003459269742887e-09	6.556328917868026e-07	-0.0024409480461136	-0.0005940328636804	5.9582273638258015e-06	3.528750431324554e-07	0.0023820619707306	1.7622725334998784e-06	3.1056044823280797e-12	5.67421923240095e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.1609357943678	-11.51732748801942	132.6488324662877	841184.1821472005	1081.3602682414808	-14.319385127017313	205.04479041584463	1169340.0297312872	855.9389947519142	-4.194354688700059	17.59261125462017	732631.5627369173	891.7539629542346	706.414031721073	1.246765	47.963093	1.1193136511602182	0.6458194475570237	-0.017367077	0.0863184307	0.1060816621	-0.1569264883	-0.1376424352	0.0005203831	0.0734096525	0.0213013643	0.163538941	0.0668662507	0.01670465	0.1615554402	-0.0130306974	0.0079876953	-0.0166668045	-0.083922118	-0.1729479722	0.1188186287	-0.0205999762	-0.2128763748	0.0601757391	0.0403602777	0.0118080078	0.0829387526	-0.2252249633	0.0636441331	-0.0940467718	-0.1236321463	0.0945737545	0.109505779	0.097013223	-0.0083756201	0.1001692005	-0.145147141	-0.1052019262	0.106359576	-0.1179889649	-0.1239342411	-0.0369653487	0.0921253402	0.0759428706	-0.1347568318	-0.1581375537	0.1166731492	-0.0116068927	-0.0710566053	0.0512034574	-0.1309745828	0.2564282423	-0.101734033	-0.1260921328	-0.3121022783	0.2566286668	-0.1569703115	-0.0140561266	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.3839165250076775	-0.0371372410866825	0.0013791746755303	0.1473918981739706	-0.1449459596803421	0.3502828674207735	0.1226980872085192	0.0210093312276553	-0.9433960493307508	0.5118344527644682	0.2619745070367025	0.8899961058928685	0.0006252166783752	0.0005783088333279	3.908958949185183e-07	3.3444110670516584e-07	-0.0048368419754258	-0.0023958939293121	2.3395040295240952e-05	5.740307720515052e-06	0.0038090410058563	0.0014269790351256	2.036269166688273e-06	1.4508793384294772e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.239068210846	4.078132416478184	16.631164006330188	848681.4207979877	1066.416832037139	-14.943436204341651	223.3062855932288	1137244.8596521278	852.3324223062776	-3.606572445636516	13.00736480562456	726470.5581144867	886.455845462417	714.5807726072724	1.600058	61.554298	2.405327108641472	1.2193959235717342	0.0812485754	-0.0624755983	-0.0903987873	-0.123814268	-0.1353807311	-0.1213786638	0.0583181716	0.0973971573	-0.1590100143	0.0915884205	0.2441136764	-0.0156262146	-0.049901195	0.1226986596	0.0162618303	0.0009580205	-0.309589652	-0.2409238607	0.093653202	0.0470082849	0.0094655863	0.1111123637	-0.0935850518	0.0341860387	-0.1054098252	0.2609195314	0.1956236292	0.0597555071	0.1532065089	0.1005863441	-0.0025415951	0.0814709181	-0.0225877145	-0.0090457931	-0.1733735767	0.0604459151	0.0565707285	0.1045664518	0.011199757	0.0388224533	0.0499084381	0.015277864	-0.0369254906	-0.0491340493	-0.0448795433	-0.123857662	0.0014862643	0.0817977165	0.2729414052	0.1593776357	-0.148831122	-0.212909409	-0.1084396446	-0.3597469507	-0.2253319432	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.235074019074986	-0.1488425059326914	0.0221540915723232	0.0552597944440668	0.2036952597570689	0.348641219437411	0.1215506998908049	0.0414917588474997	0.1353883927072487	1.0787844420379995	1.163775872383238	0.0183300168798521	-0.007520255460063	-0.0081454721384382	5.655424218460736e-05	6.634871635807297e-05	0.0005167719465861	0.0053536139220119	2.670532447783871e-07	2.866118202595964e-05	0.000726948241639	-0.0030820927642173	9.499295807240636e-06	5.284537460220339e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.3025624587927	-1.9365057520532216	3.750054527735214	845117.2013433025	1086.7487735413667	20.331941504227643	413.3878453313346	1181022.896793665	855.1651676957325	2.8327453894548853	8.02444644147791	731307.4640400703	889.9940005069458	724.6935243002688	1.615835	62.161247	1.4721075084450312	0.7902688675869132	0.000849227	-0.0246423359	-0.0880019079	0.1519481625	-0.0193672063	-0.0157839148	0.0513128704	0.0209179487	-0.010899875	-0.0896715221	0.1897871117	-0.1872583948	-0.0863046459	0.0136562154	-0.0007392392	0.1816012594	0.0061098961	0.0393895113	0.0767436518	-0.0388459784	-0.1483855531	-0.0216691	-0.1083518356	0.006294753	0.136254679	0.0510451869	-0.0843735832	0.0116447379	0.1898859057	-0.1663361574	-0.093558219	0.0342210593	-0.0892829319	0.0965339728	0.0857245812	0.0787736418	0.0800219824	0.0569789887	0.0478223457	-0.0298266168	0.1034730716	-0.0614471354	-0.0328312007	-0.0442992504	0.0252095523	-0.1605534204	0.063849229	0.129809454	0.0983241526	0.0364838927	-0.0643420605	-0.044945354	-0.1447883845	0.0165291627	0.0645115325	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0604801619124373	-0.2955541809874233	0.0873522738991465	0.0036578499849546	0.3600805249965333	0.1563852652394644	0.0244563511840176	0.129657984481779	0.8348999448276473	0.6995115521203986	0.4893164115498891	0.6970579178732085	-0.0112579650815639	-0.0037377096215009	0.0001267417777777	1.39704732146604e-05	0.0013950702521119	0.0008782983055257	1.94622100832756e-06	7.714079134894913e-07	-0.0010701740332892	-0.0017971222749282	3.2296484710431086e-06	1.145272461526474e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.9283579467414	3.625795487948608	13.146392920428482	851796.7539022684	1090.086755049856	3.3379815084892925	11.142120551016452	1188289.1335351248	855.1074069677959	-0.0577607279366247	0.0033363016917687	731208.6774511877	889.885086300922	732.5382643760034	1.178248	45.327267	1.0885238481694977	0.58909935504785	-0.0091634027	0.0116919101	-0.0429975426	0.2535434467	0.0212257527	0.0507610015	0.0173532791	-0.010903451	-0.0781999749	-0.0453417405	-0.1276776555	-0.1376683681	-0.0817775596	-0.0233787155	-0.0678148895	0.1985809012	0.0426300213	0.1043742787	0.1059691496	0.0049948325	-0.086553684	-0.0794204653	-0.0986624988	0.0566081161	0.1624042206	0.0943120956	-0.1449544349	0.1009719952	-0.0425508463	0.0203971833	0.0581761995	-0.0018169337	-0.0943372944	0.1295964957	0.2289236767	0.0547776008	0.0331707667	-0.0573170057	0.0222492336	-0.0096954994	0.0406931439	-0.0531923734	-0.0944488175	0.0336186041	0.0140701632	0.029680269	-0.0590745349	-0.1128008549	-0.0534816044	0.0074256328	0.1251788716	0.0308838936	0.0392345705	-0.0504305571	-0.0525366663	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.1634595587197367	-0.1029793968072994	0.0106047561667952	0.026719027336851	0.555171298418685	0.1950907734221516	0.0380604098744533	0.3082151705878885	1.340797941044464	0.5058979962168166	0.2559327825761902	1.7977391187090737	-0.016467926737058	-0.005209961655494	0.0002711926110171	2.714370045171881e-05	0.0012436106151954	-0.0001514596369164	1.5465673622266814e-06	2.2940021614877964e-08	-0.0013998663753432	-0.0003296923420539	1.0869704040905165e-07	1.9596258688165085e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
