global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
974.2166983230204	n/a	n/a	949098.1752914068	1113.3429897805918	n/a	1239532.612893587	n/a	940.2467765688524	n/a	n/a	884064.0008481174	949.7925982532796	735.5287128221265	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0935340245998475	n/a	n/a	0.0087486137578448	0.0575419127506506	n/a	0.0033110717230034	n/a	0.1060224722466571	n/a	0.0112407646212931	n/a	0.0031829205991997	n/a	1.0130983540809776e-05	n/a	0.0004775762880804	n/a	n/a	2.280791109366532e-07	0.0003617410677346	n/a	1.3085660008576846e-07	n/a	0.0	0.0	0.0	0.0
981.5101708555082	7.29347253248784	53.194741582154585	963362.215492809	1113.8146547400434	0.4716649594515729	1240583.085113682	0.2224678339744539	941.7079706461078	1.4611940772554135	2.1350881314062997	886813.9019784107	951.027050625244	752.2326261098715	1.442881	23.578941	0.074379265468295	0.0458490428364288	-0.2018922361	0.0388310311	-0.0276613595	0.1387398408	-0.1811677769	0.0909373955	0.0702589942	0.0316239811	-0.1737191936	0.0198717173	-0.0795195298	0.170605526	0.0123292174	-0.0154609479	0.0920169732	-0.0242184058	0.1382049416	-0.2035487221	0.032075514	-0.0380196313	0.0129633895	-0.0053106979	0.0051249785	-0.0614619703	0.0385453592	0.0391237542	-0.0326156545	0.0839636827	-0.0053650539	0.0288115639	-0.014043718	0.0625450408	-0.0998405128	0.0457587907	-0.0118042959	0.0467446655	-0.1893997497	0.1665436893	-0.132792279	0.0730042542	0.0319141592	-0.1318834232	-0.0053911989	-0.0288535466	-0.0995031114	0.0990130917	-0.0539605838	-0.0444314435	0.1122907865	0.0382894522	0.1453761962	-0.0224619378	-0.1455384012	0.1555798786	0.0096003044	0.0778903279	-0.0193295995	0.1618387294	-0.0842036457	-0.0530151225	0.0481708627	-0.0484672151	0.0975149144	-0.0017187074	-0.0044279028	0.0418299565	-0.0002321942	0.0404481983	-0.1769891663	0.0638272881	-0.0350758352	0.0674547357	-0.1096346046	0.0984998831	-0.0371948754	0.1774775865	-0.0251117389	0.0019061727	0.0679985116	-0.0642364522	0.0021467995	0.0522907596	-0.1356849076	-0.0142013249	0.0702676523	-0.127361116	-0.082720798	-0.0590894532	-0.1083725077	0.0515982147	0.1177793031	-0.0864534584	0.1054818187	-0.0883183211	0.0883209016	-0.05743314	0.0274392713	-0.0973203276	0.1341309017	-0.0009080254	8.91503e-05	-0.0199513554	0.2190629724	-0.158367281	0.1799822187	-0.0356255288	0.1165729682	-0.0922065841	0.2676069446	-0.0177566395	0.0519139269	-0.1814713942	0.1505325845	-0.0835236084	0.1810147564	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0757540875412274	-0.0177799370586201	0.0003161261618084	0.0057386817792039	0.0570819766002728	-0.0004599361503777	0.003258352052594	2.115412624243453e-07	0.100809197120455	-0.0052132751262021	0.0101624942240707	2.71782375414776e-05	0.0023839594240672	-0.0007989611751325	5.683262535598816e-06	6.383389593691054e-07	0.0004127474411679	-6.482884691249999e-05	4.20277939200436e-09	1.7036045019064905e-07	0.0002070087471177	-0.0001547323206169	4.2852621383239867e-08	2.3942091043491138e-08	0.0	0.0	0.0	0.0
985.1390316873344	3.62886083182616	13.168630936762046	970498.9117538588	1116.476830523947	2.662175783903649	1246520.5130967982	7.087179904403008	943.0276321841632	1.319661538055357	1.7415065750226295	889301.1150628694	952.3120110263638	767.9454940848334	1.22267	19.98036	0.0924863412503214	0.0547551884063947	-0.0493081136	-0.0899791027	-0.0618419595	0.1166249685	0.0204645754	-0.064131616	0.0690642471	-0.0210772067	0.0445738126	-0.0624054051	0.0654734651	0.1028595397	-0.0884666267	-0.1578482949	0.1297747943	-0.0353946002	0.0098063547	-0.1172658746	0.0411709706	-0.0360960433	-0.0212328617	-0.0890550521	0.0204131703	-0.1624122353	0.0748092452	0.0041845968	-0.0652641019	0.1456415561	0.0913451084	0.1084980132	0.1167029915	-0.0318323004	-0.0064096817	0.0668701083	0.0083047836	0.0771625505	-0.0461754253	-0.0317148793	-0.0163436122	-0.0074563539	-0.0748468952	0.0175020739	-0.0751616323	0.1414698947	-0.0495572481	0.052133273	0.0689686791	0.0170235346	-0.1190159992	-0.0327472938	0.0031130404	-0.1531216454	-0.1427331391	-0.0377026543	0.0411123408	0.0645101807	0.0059027581	0.1143172886	0.0672104419	0.1131035018	-0.0407244747	0.0870854057	0.1045042407	-0.0041660486	0.1218572185	-0.0581906943	-0.2265865625	-0.0234514024	-0.0135496151	0.1585156972	-0.117428572	0.0324889468	-0.0606027494	0.0565921081	-0.0267375192	0.0276677389	0.0519345342	-0.0165144428	0.2133488174	-0.0531348182	-0.0628254576	0.0439913603	0.1333247073	0.131045075	0.1361724094	0.0414118246	0.0099407362	-0.0884387223	-0.0048299476	-0.1100176602	0.0484038409	-0.0285343968	0.002272804	0.0052650978	0.06852032	0.0823907129	0.0327833647	-0.010252544	0.1136188636	0.1441520091	0.0572367391	-0.030125839	0.1220916334	-0.0098509209	0.036610828	-0.0902239887	0.0541329459	-0.1132166364	0.2320736654	0.0509100173	-0.1149424526	-0.0455411109	-0.0214234083	-0.0925217136	-0.0386728776	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0753326268182945	-0.0004214607229328	1.776291409751165e-07	0.0056750046633444	0.0338225539014587	-0.0232594226988141	0.001143965152417	0.0005410007442821	0.0546370005927556	-0.0461721965276994	0.0029852018337727	0.0021318717321924	0.0025098901915259	0.0001259307674587	6.299548773517919e-06	1.5858558192737203e-08	0.0004775887456995	6.484130453160002e-05	4.204394773359694e-09	2.280910100188217e-07	0.0004689019011449	0.0002618931540272	2.1986899289730162e-07	6.85880241263147e-08	0.0	0.0	0.0	0.0
985.4552312335176	0.3161995461831566	0.0999821530064341	971122.0127655056	1113.7119600378949	-2.764870486052132	1240354.3299314496	7.644508804642153	943.4855142431946	0.4578820590314763	0.2096559799829043	890164.9155867455	953.0503288939518	785.8405475332428	1.163554	19.014313	0.0657624445934956	0.0406000393784855	0.016714015	-0.0695576624	0.1260708832	-0.1002284442	0.0891760082	-0.0478088207	-0.063606362	-0.0649469709	0.0713011136	0.1240378584	0.0947550469	-0.0422608728	0.0466308755	0.1093553568	-0.0375302548	0.1205456976	-0.0632654619	0.0976777835	0.0613566723	0.0569584392	-0.0893238898	-0.0738409395	-0.0541188313	0.0206728761	0.1140042083	-0.0453142233	-0.0027033239	-0.0507224541	0.0044493382	0.0078676579	0.0094989248	-0.0444900221	-0.1189638696	0.076568599	-0.2024835501	-0.0186579081	0.0092033072	-0.0645136866	0.1990309624	0.1559906393	-0.1013508597	0.0312892875	-0.0398899531	0.040425407	-0.008009583	-0.1252041638	-0.1618390414	0.0100694191	-0.1140211107	-0.0023600719	-0.0139369962	-0.0815433716	0.0225108934	0.0226647681	-0.1472893203	-0.0449788892	0.0625459106	-0.0397200739	0.1047423314	-0.0384933017	-0.0409483784	-0.0452470758	0.0027169207	-0.1253490676	-0.0116496911	-0.0380832171	-0.0009206971	0.054468225	-0.0500665993	0.0346256117	0.0582150536	-0.0514021524	-0.028108156	-0.0199128103	-0.1087069866	-0.1607355763	-0.1570182608	0.046133115	0.0764219921	0.0803406846	-0.0318982795	0.0513042061	0.0797587484	-0.0066967993	0.0657552774	0.0020047004	-0.1911724584	-0.0632690554	-0.0062672152	0.0651145355	-0.0690229851	-0.0405137381	0.0160752801	0.0084623929	0.0089385988	0.030284103	0.0801374872	-0.0348492399	-0.0853567266	0.0437903506	0.0709181422	-0.0596866632	-0.0285621138	0.1023149661	-0.0157391791	-0.0155214699	0.0691676157	-0.0244818273	0.2409406087	-0.114773468	0.1679276934	-0.1041788445	0.1230410333	-0.0597930846	-0.0740492182	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0579484493579656	-0.0173841774603289	0.0003022096259722	0.0033580227829927	0.0277338861293827	-0.0060886677720759	0.0007691684398375	3.707187523871688e-05	0.0584972213194063	0.0038602207266507	0.0034219249020916	1.4901304058463678e-05	0.0018689183127536	-0.0006409718787723	3.4928556597457628e-06	4.108449493768922e-07	0.0004768201062845	-7.686394150000094e-07	5.908065502915566e-13	2.273574137571619e-07	0.0003420548466434	-0.0001268470545015	1.1700151811223989e-07	1.6090175235706515e-08	0.0	0.0	0.0	0.0
982.8060658235404	-2.649165409977172	7.018077369419519	965907.7630195452	1112.2033701357634	-1.5085899021314615	1236996.33654135	2.275843492813013	942.7258761893246	-0.7596380538700487	0.577049972887475	888732.0776369298	952.6632063250512	779.821797872327	1.08153	17.673904	0.0663976998452073	0.0448391439590285	-0.0195402969	0.0942528081	0.0723073057	-0.1624546133	0.1167286147	0.064582934	-0.0378822889	-0.0135405803	-0.1315567605	0.0067130606	-0.0093702829	-0.1382024867	0.1242357667	0.06001114	-0.1970752612	0.0572875349	0.118135763	0.1527930329	-0.0558432034	0.0857246947	-0.1256455885	0.163179338	-0.0282256218	0.0241128889	0.094038418	0.0247112433	0.0456667412	0.0552279618	0.0735194541	-0.0123351513	0.1016965789	0.0122474149	-0.1068621793	0.1543893047	0.0473022182	0.0561396775	-0.0369199223	0.2653322507	0.1005290967	0.01107493	0.0021668743	-0.060312169	0.1133750753	-0.1023924758	-0.0118762885	-0.0029401444	-0.1569467091	-0.0873440295	-0.0249905402	0.1876008197	0.0581400046	0.0737434983	-0.016766647	0.0136950969	0.0716779643	-0.1248029294	-0.0327791367	-0.1053296428	0.0500805284	-0.1999481663	0.0864004134	-0.0142437925	0.0119001934	-0.0057762082	0.0601743892	0.0312998994	-0.0823422535	-0.0137199593	-0.1051966951	0.0666251009	0.1864106673	-0.0298605368	0.0040163432	0.1244018053	-0.1048718207	0.0449193037	-0.0762629818	0.0514890691	-0.045415301	0.004864418	0.0774468564	0.0399557744	-0.0741887633	-0.1384054767	-0.083114252	0.0251504392	-0.1049007965	-0.0637955292	-0.0768617531	-0.0236804043	0.0665332052	-0.0726216928	0.0057976255	-0.029576782	-0.0136985929	-0.0689070968	-0.0182262377	-0.0187747796	-0.0665797046	-0.093772585	0.0630596843	-0.134236579	0.0199545081	0.1415404202	0.0317178602	-0.0623592114	-0.1147155294	0.0636113344	0.0359353883	-0.1004663581	0.0930482909	0.0086345366	0.0578027613	-0.0882251866	-0.0648416236	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0469401654968777	-0.0110082838610879	0.0001211823135662	0.0022033791368742	0.069737650698741	0.0420037645693582	0.0048633399249796	0.001764316237998	0.0688829434236524	0.0103857221042461	0.004744859894706	0.0001078632236266	0.001926919017723	5.800070496940002e-05	3.713016900862571e-06	3.3640817769473846e-09	0.0004768318695578	1.1763273299989116e-08	1.383745987302368e-16	2.273686318259868e-07	0.000344040964611	1.9861179676000347e-06	1.1836418533046737e-07	3.944664581223693e-12	0.0	0.0	0.0	0.0
980.1074871941876	-2.698578629352824	7.282326618799764	960610.6864541046	1114.2458404541017	2.042470318338246	1241543.7929692671	4.171685001292737	941.6418313531666	-1.0840448361580002	1.1751532068008257	886689.3385541454	951.7086937217996	770.0835909237157	0.926057	15.133238	0.0854196938359773	0.0437089081482089	-0.1616053922	0.1387579836	0.0587790958	-0.111793785	0.0591731827	0.032945716	-0.0269089375	-0.0329397494	-0.1709331055	-0.0471912336	0.0379658228	-0.0958756934	0.0927338664	0.0891429785	-0.0943713356	0.0656620029	0.0751620682	0.0079548005	-0.0433189642	0.0938720096	-0.1223173723	0.1574936196	0.0119331279	0.0257912655	0.0441449682	-0.0134921881	-0.0699681749	0.088919666	-3.19457e-05	-0.0489146521	-0.1468324363	0.0375038964	0.0259300823	0.045418054	0.0288599055	0.1580754075	0.0707433851	-0.0903430325	0.0748719268	0.0078398714	-0.0692608279	0.0001949091	0.1547831965	0.0593690826	-0.0397935359	-0.1150083538	-0.0044775511	-0.1351052257	0.0677860585	-0.1874591812	-0.0011737995	0.0422132345	0.0170292564	-0.0248838738	-0.0051601817	-0.0936130865	-0.0536802875	0.0209207348	0.0483171058	-0.1978449281	0.1115674076	0.0166164992	-0.0165370695	-0.0333090635	0.0065383295	0.0511378479	-0.0304776022	0.0624085449	-0.0144842575	-0.0712052663	0.0351120795	-0.0979166525	-0.0876800856	-0.1360625193	0.0381279055	0.0415346717	0.1071065737	-0.0690993687	0.0080372573	-0.0810520091	0.0032689856	-0.1115304092	0.139092114	-0.0557015234	0.0172750135	0.1382023574	-0.1324747363	0.092888118	0.0365246542	-0.0480296168	0.0703511124	-0.0825591422	0.0010328392	-0.0319604359	0.035683696	-0.0685799797	0.0029964924	-0.0981135145	0.001459826	-0.1183323085	0.000241642	-0.1541603368	0.0509281969	0.1438343712	0.0662635872	-0.0824171799	-0.0054203894	-0.0743244856	-0.0870714764	-0.0538171646	-0.0222001663	-0.0976565341	-0.0024571362	-0.0218936812	-0.0764526148	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0443449203589096	-0.002595245137968	6.735297326147053e-06	0.001966471961638	0.0365877199295567	-0.0331499307691842	0.0013386612496436	0.0010989179100017	0.0837061772429024	0.0148232338192499	0.0070067241086201	0.0002197282608601	0.0021378404930242	0.0002109214753011	4.5703619736139535e-06	4.448786874323466e-08	0.0009618676462901	0.0004850357767323	2.3525970471030562e-07	9.251893689796568e-07	0.000342972534453	-1.0684301579999968e-06	1.1763015938911429e-07	1.141543002523898e-12	0.0	0.0	0.0	0.0
981.3489602183008	1.2414730241132474	1.541255269600892	963045.78172154	1114.0028729646103	-0.2429674894913205	1241002.4009734057	0.0590332009497149	940.9692907064313	-0.6725406467353423	0.4523109215111925	885423.2060525643	950.6236366039716	762.992215054961	0.902814	14.753403	0.0749218657049464	0.0461008448676783	-0.1681275409	0.1227991762	0.0510624211	0.0629729613	-0.0060061955	-0.0095884242	-0.0184405633	0.0552805871	-0.1414951231	-0.0550939779	0.0408110716	0.0169035317	0.0051140635	0.0769845505	-0.0335657516	-0.0083024811	0.1635989498	-0.1238127903	-0.0831308798	-0.0074839957	-0.0803604584	0.0016613451	-0.0572520255	0.0696799384	0.0060541096	-0.0847261823	-0.0501865921	0.1062271019	-0.0267443389	-0.1739348016	0.0033863922	-0.037398223	0.0571536282	-0.0810922874	0.0686737735	0.001046122	-0.0116238157	0.0892309625	-0.026295324	0.1220898566	0.1027022817	-0.0297122952	0.074397674	0.0076622953	0.0445011309	0.0342503835	0.0735061999	-0.0194476047	0.0666852659	-0.035550524	-0.0397934836	0.1123776423	0.1114331444	0.0491443287	-0.1377901628	0.0789047129	-0.0911909538	0.103371167	0.0311599589	-0.1041025222	0.0003250866	-0.0294713898	-0.077702495	-0.0212816537	0.0038816816	0.1388950654	-0.0297302818	0.0111435003	-0.1494553188	-0.0536500717	0.010739275	-0.0032604804	-0.0154692505	-0.1143978093	0.0058705385	0.0099450342	0.1134411616	0.0490416338	-0.0651209954	0.0062634901	0.1001897959	0.0332439546	-0.106426876	0.031787451	-0.0758378117	0.0016810268	0.0100860798	0.1708076081	0.0926434624	0.1006151238	0.0420600847	-0.1076811467	-0.0323430249	-0.0440144138	-0.0100055299	-0.0585448051	0.0848155019	-0.0599660441	0.0039718609	-0.0836054201	0.0008568428	-0.0894286539	0.0906473504	-0.0192417282	0.0520869682	0.0267953986	-0.0886991239	-0.0847835536	-0.1309913951	-0.011511064	0.0553809036	-0.0515983812	-0.0213187282	0.0038886814	-0.0392893546	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0363395202875835	-0.0080054000713261	6.408643030198794e-05	0.0013205607347316	0.0811791696006878	0.0445914496711311	0.0065900575770572	0.001988397383773	0.0786180603786732	-0.0050881168642292	0.0061807994177047	2.5888933224053644e-05	0.0018923564386437	-0.0002454840543804	3.581012890876267e-06	6.026242095508824e-08	0.0008628253185785	-9.904232771160008e-05	9.809382678531985e-09	7.444675303800899e-07	0.0003431841343261	2.115998730999936e-07	1.1777535005315467e-07	4.477450629593339e-14	0.0	0.0	0.0	0.0
983.7581657648336	2.409205546532803	5.804271365444422	967780.1287089898	1120.25152183201	6.248648867399652	1254963.4721669345	39.04561266805495	941.9372810674686	0.967990361037323	0.937005339061167	887245.8414647753	951.474805311524	765.6280250156049	0.911275	14.891665	0.0417683468340278	0.0250677024522248	-0.0508907519	0.1469953985	-0.033235759	0.1214087469	-0.0341801289	0.0286637594	-0.0081811992	0.1251970093	-0.0811718359	-0.0590622604	0.0204022348	0.047561803	-0.0150990858	-0.0445030254	0.0800394604	-0.1048311109	0.0709978149	-0.1304259293	-0.0913730885	-0.1098041089	0.0437496994	0.0630284238	-0.0006152469	0.0126420607	0.0559848886	-0.0730959024	-0.0458121302	-0.1091174771	0.0842815801	0.0190439185	-0.0134830221	-0.0469017977	0.1378476776	-0.0218273571	0.0154461294	-0.063987617	0.086264818	-0.0848505993	-0.1177203879	0.0282951902	-0.0952191559	-0.0568924693	0.0506928395	0.0249678536	0.0862275576	-0.0891007897	0.1267686145	0.0884020409	0.143113803	-0.1230621349	-0.0053960318	-0.0761685033	0.1440172481	-0.061752926	0.0202207226	0.1353933163	-0.0973278523	0.0593781479	-0.0520560092	-0.013443407	0.0285702947	0.004222176	-0.042075785	-0.0590969686	0.0039698407	-0.0509241494	-0.1220982899	0.0673343464	0.1064581768	-0.0503292979	-0.0325693964	-0.0618971057	0.0588193138	-0.0057725809	0.035390749	0.0136076921	0.1206933954	0.0173955582	-0.0431930363	-0.065183232	0.0785158647	-0.0060897247	-0.0234768995	0.1370206085	0.0126528426	0.0435668643	0.0762551439	0.0958532113	0.1370671764	0.023069322	0.0169126155	-0.0773181213	-0.0467920748	-0.0220602031	-0.0088409303	-0.1053998258	-0.0178731052	-0.0037026477	0.0461103713	0.0163022395	0.02787794	-0.0187273321	0.0772656007	-0.037696174	0.0712101506	0.0040677224	-0.0109008545	-0.0637505458	-0.1087324596	0.0972826011	-0.0441623805	0.0500370438	-0.063559801	-0.0646076559	-0.0561204319	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0411428136667524	0.0048032933791688	2.307162728636777e-05	0.0016927311164171	0.0665839308260274	-0.0145952387746604	0.0044334198442452	0.0002130209948893	0.0786140960669996	-3.964311673598786e-06	0.0061801761004314	1.5715767045431607e-11	0.0018089169285012	-8.34395101424999e-05	3.2721804542182154e-06	6.962151852820343e-09	0.0004998119182275	-0.000363013400351	1.317787288343954e-07	2.498119536022531e-07	0.0003440482312031	8.640968770000173e-07	1.1836918539398177e-07	7.466634128411829e-13	0.0	0.0	0.0	0.0
984.3747216441416	0.6165558793079526	0.3801411523092026	968993.5926119812	1113.2767094487729	-6.974812383237122	1239385.0318010875	48.648007781357904	941.560711612522	-0.3765694549465479	0.1418045543987401	886536.5736522789	950.3541338645064	772.0206060158291	0.863745	14.11495	0.0214481904605269	0.0147086754482057	-0.0223347257	0.1054463109	-0.013098591	0.1048646221	0.0685767237	-0.0353701962	0.0222326653	0.1280517874	-0.1014293033	-0.0967055535	0.0491493204	0.0616097372	-0.1137802723	0.014102355	0.102186168	0.17829014	-0.0644673062	-0.083351657	-0.1507817566	-0.0647857694	0.0255861115	0.0238871095	-0.0988804561	-0.0257173784	0.053113022	-0.1101925315	0.0067043103	-0.1596424058	-0.095639522	-0.1043292476	0.0240297317	-0.0023727183	-0.0534225312	-0.1135825199	0.1284395174	-0.0948548843	0.0505936188	0.0028856081	0.0009770554	-0.023592047	0.0150484165	-0.2346182368	-0.0524686405	0.0244556129	0.0123501001	-0.1079484414	0.0822098107	0.0253688849	-0.1285098829	-0.0050499612	-0.0868069372	0.0070492641	0.0128786122	-0.0660922902	-0.0046509013	0.1316325974	-0.1405109225	0.0129910465	-0.0945533024	-0.0516409664	-0.0993072827	0.0047461482	-0.05450602	-0.1280652209	-0.0535037071	0.0812128138	-0.0018464578	-0.0434654595	0.030182979	-0.1436108021	0.0381426288	0.0923055612	-0.0086801476	-0.0220897144	-0.033358349	-0.0424367941	0.0138760005	-0.0564976071	-0.1189061845	0.0154726084	0.1189404089	-0.0157640448	0.0993047428	0.1197584965	-0.068924908	0.0154987573	0.0808162472	-0.2280861974	-0.0003942985	0.0340349999	0.0226410245	-0.0905638526	-0.0607444653	-0.0224916703	-0.0467091054	-0.0603153249	0.0098441111	0.0631668267	0.0092881208	0.0008650044	0.019327435	-0.0101103806	0.0499436109	0.0161942372	-0.0013094823	0.0771952596	-0.0685856417	-0.0125791751	-0.1713632015	0.1028633516	0.0656167576	0.0644897605	-0.045453957	-0.0355663471	-0.1068569805	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.038273716426687	-0.0028690972400653	8.23171897295089e-06	0.0014648773691104	0.072286017118472	0.0057020862924446	0.005225268270852	3.251378808648467e-05	0.0785259572321877	-8.813883481190166e-05	0.0061663259592313	7.768454201999687e-09	0.0018088697867497	-4.7141751500058907e-08	3.272009905415905e-06	2.222344734493306e-15	0.0007548116357902	0.0002549997175627	6.502485595705677e-08	5.697406055242775e-07	0.0003433177286532	-7.305025499000249e-07	1.1786706280759229e-07	5.336339754104384e-13	0.0	0.0	0.0	0.0
984.6293966364286	0.2546749922870504	0.0648593516964091	969495.0487206174	1111.463034522015	-1.8136749267578125	1235350.077108886	3.2894167399499565	942.0260939642928	0.4653823517708133	0.216580733339733	887413.1617096227	950.3247796178616	764.3159123581299	0.8844999999999998	14.454123	0.0439220605767764	0.0237804655492548	-0.001952509	0.0742654594	-0.0333949296	0.1854018809	-0.021732618	-0.0129831979	0.0128301635	0.1435822604	-0.030207665	0.0162895691	-0.0784070339	0.1010788955	-0.0373281285	0.1055236788	-0.0034078177	0.0098351743	-0.0326289485	-0.0606964648	-0.1605421895	-0.0086840085	0.0756819962	-0.0307055367	-0.1067403826	0.0230542642	-0.0295742447	-0.0128561008	0.0781906102	-0.0627330402	-0.0417989624	-0.0560357103	-0.0002539018	0.0618891675	0.1870035026	-0.0260654308	-0.0130210264	-0.0068533152	0.0727767085	0.0675204391	0.0548306898	-0.1834871542	-0.0204503632	0.0607717466	-0.0607317847	-0.1309210406	-0.0720447456	0.0966251477	0.1527608776	-0.0597653152	-0.1245141006	0.0892180581	-0.030527151	0.040768507	-0.1220780378	-0.005593638	0.0278050995	0.1164262388	-0.1362389991	-0.0068367693	-0.1211620069	-0.0074685147	-0.1375348952	-0.0040588082	-0.1617125425	-0.0677697094	-0.1943718296	0.1020250474	0.0587390052	-0.0084642873	0.0454279676	-0.0023624334	0.0842167826	-0.1383740102	0.0084472887	0.0991096076	0.1098730942	0.0592453203	0.0461602906	-0.0394740863	-0.0825540284	-0.0087285485	-0.0336828992	-0.0377171605	0.0695989778	-0.1103007171	0.0646018725	-0.1584811043	0.1497675872	0.0107229305	0.0316532834	-0.0656814527	-0.1336991009	-0.0468775213	-0.0572155709	-0.0459300147	-0.0332610504	-0.0604916882	-3.2207e-05	0.0318431268	0.0197749863	0.0476117455	0.0331763186	0.0325112214	0.0195011864	-0.0720935517	0.0491244185	0.0503758846	-0.0392315482	-0.0993925937	-0.0789571189	0.0403587354	-0.0112163703	0.0763836447	-0.0532874719	0.2072767909	0.0670175815	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0277841349336114	-0.0104895814930755	0.0001100313198998	0.0007719581540091	0.0852960990447826	0.0130100819263105	0.0072754245122573	0.0001692622317293	0.0786700412109979	0.0001440839788102	0.0061889753841401	2.076019294977895e-08	0.0018089295824374	5.9795687700143e-08	3.2722262342171465e-06	3.5755242675330326e-15	0.0009611313240707	0.0002063196882805	4.2567813772162704e-08	9.23773422109897e-07	0.0001441309490498	-0.0001991867796034	2.0773730473996045e-08	3.967537316877345e-08	0.0	0.0	0.0	0.0
