global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
934.084271202901	n/a	n/a	872513.4257086548	1286.0688124777107	n/a	1653972.990427829	n/a	899.6864706705117	n/a	809435.7455075614	n/a	977.0621873046877	772.982868680767	n/a	n/a	n/a	n/a	-0.1197948061	0.0049159625	-0.1188585587	0.0805174766	-0.0452694986	0.0872032602	0.1362505481	-0.2100362381	0.1648330218	-0.1942389847	0.1940145131	0.067738232	-0.034477981	0.2628511359	0.0907315471	-0.023901764	0.0822575256	-0.0485679463	0.0911679508	-0.0197081717	0.0895540174	-0.0181445061	0.0584832942	-0.1151374594	0.0964458265	-0.0363805709	0.0446021751	-0.0946275246	0.0298483828	-0.1320904331	0.1205637682	-0.0076556487	0.0147615338	-0.047902724	0.0623982587	0.0178271008	-0.1296002053	0.0459847785	0.0222922913	-0.0576123242	-0.0318812615	0.1131303605	0.0551673095	-0.153631611	-0.1213967129	0.1432933056	-0.2007436062	-0.0224124171	0.035257116	0.0469328191	0.0313654279	0.1236616103	-0.0650371943	0.1033796386	-0.0112341463	0.0329845216	-0.0138346247	0.0416867047	-0.0427298194	0.1712793209	-0.0930641283	0.1766253635	0.109131677	-0.1405928746	0.1095157517	-0.0958102178	0.3097554246	-0.0353540594	0.2019050085	-0.1860396938	0.2123827153	-0.172144251	0.1180767607	-0.1762994736	0.2054057839	-0.0513775084	0.1364645943	0.0837660334	-0.084138361	0.14979426	0.0315007274	0.0467309997	-0.0228898103	-0.0157556131	-0.006155673	0.1597900322	-0.1150457849	0.0878197244	-0.0365276662	0.0778544199	0.0209722406	-0.0307775742	0.0791376244	-0.0800047236	0.0652744645	-0.1251251491	0.0362801911	-0.0944246446	0.039892055	-0.0424097311	0.0559171779	0.0021232626	-0.0222294498	0.0210419834	-0.0367276141	0.0499730765	-0.0413218723	0.0189333102	-0.0221094901	0.0183065172	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0332220295629355	n/a	0.0011037032482805	n/a	-0.0295091682979489	n/a	0.0008707910136366	n/a	3.372783875477125e-05	n/a	1.1375671070678492e-09	n/a	-0.0013109919233248	n/a	n/a	1.718699823022858e-06	-0.0001041086762993	n/a	1.0838616480792428e-08	n/a	0.0001659318223686	n/a	n/a	2.7533369674564626e-08	0.0	0.0	0.0	0.0	0.0
930.6694519651884	-3.4148192377126634	11.660990426252496	866145.628821184	1270.5381795082485	-15.530632969462204	1614267.2655881343	241.2005604321464	899.1750139180826	-0.5114567524290123	808515.7056545841	0.261588009605232	974.8945078938802	764.9739737136691	1.036668	15.851954	0.0600394471527285	0.0293546979794233	-0.1015745093	-0.113272145	-0.0566492735	0.0105719702	-0.0441107323	0.0072621851	0.0733461415	-0.0181525228	-0.0294101157	-0.0734754814	-0.0460339115	0.1354040743	0.1241661563	-0.0790936691	0.0699390286	-0.1426848738	0.0466124971	-0.0386909277	-0.0614573676	-0.0307717364	-0.1899498321	0.0551728968	0.1093324961	0.0217868642	-0.0744602285	-0.0245175635	0.0248067837	-0.0168245789	-0.031268698	-0.0856161754	-0.0486342676	-0.0292431295	0.0686125075	-0.0126241798	-0.0045033975	0.0294886179	0.088238435	0.1022982949	0.005557679	0.0051875881	0.0382731086	0.0722967341	-0.0016023651	0.0811578107	0.0781520534	-0.0610104456	0.0053741389	-0.1644901182	-0.1117492635	-0.0439363501	0.0149466846	0.088755221	-0.0028892145	0.0854283902	0.017912442	0.0579465934	-0.0084217416	0.0821592784	0.0427281546	0.068998083	0.1202157147	0.0870855969	-0.194791804	0.0026970779	-0.0342367999	0.0141444235	-0.0276188431	-0.0089467441	-0.0628201396	-0.1299735002	-0.0264290411	-0.0952148036	-0.0244758971	0.0999225252	0.0117218432	0.0505715806	-0.0263367411	-0.041494278	0.1457568027	0.0187707823	-0.0084100227	0.0145492062	0.0787926703	-0.0466098007	-0.0640110176	-0.1124112658	-0.1199446011	0.0865610976	-0.0512554952	0.0379575219	0.1680721556	-0.0077066483	0.0695912479	0.0546948031	0.0080859407	-0.0448148641	-0.0007451451	-0.0505850722	0.0580803156	-0.0679496783	0.0013968978	0.0922544288	0.002796769	-0.0598992587	-0.0485813886	0.0931636394	-0.0597621712	0.0069337529	-0.011344167	0.0406562092	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0244289660667078	-0.0087930634962276	0.0005967743830883	7.731796564869206e-05	-0.025633623850382	0.0038755444475669	0.0006570826717028	1.501984476506664e-05	0.0260566068124461	0.0260228789736913	0.0006789467585784	0.0006771902300793	-0.0011789994090946	0.0001319925142301	1.7422023812809527e-08	1.390039606645416e-06	-2.100036915475556e-07	0.0001038986726077	4.4101550463600877e-14	1.0794934169652928e-08	0.0003569998402355	0.0001910680178668	3.650698745158601e-08	1.274488859281725e-07	0.0	0.0	0.0	0.0	0.0
931.482432585848	0.8129806206595731	0.6609374895680247	867659.5222160488	1271.586838627838	1.0486591195895016	1616933.0881715394	1.0996859490982287	899.8078856732861	0.6328717552034959	809654.2311198296	0.4005266585343536	974.9273142578126	759.7856948375702	0.956991	14.633595	0.0229914131761016	0.0113095196088601	-0.1087263372	-0.1306334681	0.0171964853	-0.0590784881	-0.0165816377	-0.1077321711	0.0632064862	-0.0550310174	0.0230560926	-0.051445274	-0.0317359563	0.0522097949	-0.0245011279	-0.0104785303	0.1192586643	-0.1364336325	-0.0357704574	0.0093196134	-0.0674574808	-0.0313131776	-0.1304097495	0.0476054769	0.0273737299	-0.0846858768	-0.0751943357	-0.0386760488	-0.0572209478	0.0041659898	-0.0408464077	0.0095607484	0.0384600671	0.0768639784	-0.231449601	0.0271344797	-0.1593769094	0.02354297	0.1068563321	-0.1322724911	-0.0565600179	-0.029317339	0.1965016681	0.1856008706	-0.0250868234	0.0283036486	0.0258662898	0.0459616727	0.063887433	0.0528214851	-0.0410935936	0.1726396699	-0.1036365447	0.0833951276	-0.0800178877	0.0964395876	0.0429040707	0.0284534289	0.0629217122	0.0384191077	-0.0337937965	0.0124437206	0.1733865625	-0.0402809199	-0.0105647788	0.1547010267	0.0216302147	0.1322799525	-0.0641030094	-0.008928581	0.0911358075	0.0709853349	-0.3304784949	-0.1157753423	-0.0586137912	-0.0221372858	0.0719361879	0.0319527525	0.1393289958	-0.0774110955	-0.0167935282	0.0012966892	0.1075815578	0.0712334863	0.0506424684	0.1188051393	-0.0470137939	-0.0759212081	-0.1257040805	0.0659462732	-0.0863131159	0.0347517909	0.1374744387	0.1003972897	0.0676027649	-0.1431483156	0.0808780866	-0.0212634166	-0.0473835628	-0.0469444463	-0.006143685	-0.0192640738	0.0662437214	0.1259017113	0.0442645436	-0.0873621359	-0.0312309654	0.0533921319	-0.03369691	0.0675245985	0.0914484137	0.0023589082	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0241919665961063	-0.0002369994706015	0.0005852512477871	5.616874906539144e-08	-0.0294720613299261	-0.0038384374795441	0.0008686023990349	1.4733602284368882e-05	0.0207714726584811	-0.005285134153965	0.000431454076402	2.7932643025407345e-05	-0.0013110002997189	-0.0001320008906242	1.74242351256084e-08	1.7187217858630456e-06	-8.258009198680583e-07	-6.157972283205027e-07	6.819471592549312e-13	3.792062264072133e-13	0.0004969999938227	0.0001400001535871	1.9600043004439575e-08	2.470089938597638e-07	0.0	0.0	0.0	0.0	0.0
931.6924128165072	0.2099802306591982	0.0440916972676901	868050.7520998447	1265.727569137417	-5.859269490420957	1602066.2792745149	34.33103896137786	900.1024417392734	0.2945560659873081	810184.4056250021	0.0867632760099194	975.492446028646	769.5522302061904	0.961266	14.698969	0.0226025311711451	0.015623217794217	-0.0837844874	-0.1178711011	-0.0830868287	-0.1322011226	-0.0077487419	-0.0317054796	0.0707807645	0.0679496098	-0.0464724618	-0.0374695597	0.0740999015	0.0046338946	0.0315401863	-0.0540977449	0.0812741415	-0.0676877333	-0.0962808039	0.058405153	-0.029467821	0.0082442783	-0.013292282	-0.0944320634	0.071553229	0.0110980411	0.0960138281	-0.0009792793	0.1396262459	-0.0271891164	-0.068054337	-0.0327433339	0.0815231697	0.0291063378	-0.1725840081	-0.0557754429	-0.0382402579	0.0797237643	0.0633655528	-0.0871059847	0.0515271858	0.1706392756	-0.021059765	0.0283798537	-0.0238285813	0.0335537538	0.0261559897	-0.1414999793	0.1108833371	0.1383700697	-0.0190767082	0.0976429115	0.0661449208	0.1016492184	0.0387745178	0.0351455735	-0.0358394945	-0.003027977	0.0760953102	-0.0827849839	-0.0794125391	-0.0123366176	0.0289556719	0.0390934177	-0.0615559087	0.0247017007	-0.1192041692	0.1666759351	-0.0783650696	-0.1190494568	0.1257917188	0.013103462	-0.136294328	0.0909216578	0.1387662018	0.1271896686	-0.0672298377	0.0147655722	-0.0509900053	0.1229076725	-0.1173221019	-0.0372501434	0.0029980285	0.0763651694	-0.010078335	-0.0011900816	0.1590929805	-0.0493134341	-0.1008822803	0.0581018048	-0.0509753859	0.0051530214	0.1796958931	0.0918829516	-0.0405660055	-0.0577029363	0.0127189193	-0.0132530767	-0.045925076	-0.0934956423	0.0886087227	-0.0907491211	0.0192677401	0.044465163	0.115626375	-0.0141097848	-0.0642355047	0.0659332556	0.0025874867	0.0241655194	0.1117856626	-0.0133208165	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0231088826411962	-0.00108308395491	0.0005340204569245	1.1730708533836982e-06	-0.0149699060273889	0.0145021553025372	0.0002240980864688	0.0002103125084189	0.0229875763559732	0.0022161036974921	0.0005284286667216	4.911115598038169e-06	-0.0012150004395333	9.599986018559987e-05	9.215973155654724e-09	1.4762260680661125e-06	-8.019446906537553e-07	2.385622921430297e-08	6.431152868677472e-13	5.691196723253625e-16	0.000497000041732	4.7909300008100446e-11	2.295301027266174e-21	2.470090414816097e-07	0.0	0.0	0.0	0.0	0.0
930.5321239691166	-1.160288847390575	1.3462702093789491	865890.0337384754	1268.2764955852626	2.548926447845588	1608525.2692540346	6.497026036526727	899.2070301590612	-0.895411580212226	808573.2830874788	0.8017618979781557	974.7472190917968	763.0710597178515	1.124995	17.202589	0.0787578755644486	0.040878729999419	-0.0954496665	0.0848709746	-0.0013738911	-0.1548873276	0.0354657025	0.0219391399	-0.004940272	0.0017954808	0.0251273769	0.0627461229	0.1413044828	0.07339029	0.0310901911	-0.0233437176	0.0947184622	0.0099760049	-0.0305072111	0.1711528358	-0.0314883296	0.1485810615	0.101648734	0.0108154584	0.0879377557	-0.0552585962	-0.0615706982	-0.0780626845	0.030562111	-0.0867186221	-0.0083785616	-0.1381437397	-0.0373976499	-0.0616794397	0.0715678155	0.0280933906	-0.0410406789	0.0776887087	-0.0592883362	0.0136351372	0.0102268971	-0.0439494378	0.0271159967	0.003774558	-0.0085815447	0.1154876063	0.0238223294	-0.1508624306	0.0190553059	0.0231860897	0.0190893631	-0.10206356	0.1190019999	0.0371347874	-0.0199510512	0.0738984275	-0.1754527914	-0.0159734167	-0.0622841626	-0.0271326609	-0.1368535916	-0.1250070997	-0.05106807	0.146885973	-0.1506621874	-0.02801652	-0.097748969	0.0659545052	-0.0048357266	-0.0261619195	-0.0012249928	0.0482601666	-0.0551901773	0.1415914704	0.0563893793	-0.0998127235	0.0326838221	0.098670735	0.0362653614	-0.0610398163	0.0980661623	0.0230713708	0.0476031384	0.0030913333	-0.0277299549	0.0415200113	0.1175271049	0.0022607238	-0.099469351	-0.0198460376	0.0544912565	0.0807468159	0.132642489	0.2042474247	-0.0090232957	-0.1297734991	-0.0286761021	-0.094446625	-0.0307718242	-0.0805396681	0.0103855076	0.1038532915	-0.053547338	-0.0151929612	-0.0390788021	0.0426592202	-0.0331417527	0.0312104099	-0.1620853252	-0.043346975	0.1444533087	0.0328840488	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0170972455086371	-0.006011637132559	0.0002923158039826	3.6139781013563393e-05	-0.0120251346979074	0.0029447713294815	0.0001446038645028	8.67167818293624e-06	0.0532050325351889	0.0302174561792156	0.0028307754870705	0.0009130946579428	-0.0008353976153367	0.0003796028241966	1.4409830413803489e-07	6.97889175710245e-07	-0.0004127071412802	-0.0004119051965895	1.70327184463675e-07	1.6966589097747274e-07	0.0004968278440543	-1.7219767769994457e-07	2.9652040205253994e-14	2.468379066276439e-07	0.0	0.0	0.0	0.0	0.0
928.5286930824856	-2.0034308866310084	4.013735317507108	862165.5338774687	1264.0940985175123	-4.182397067750344	1597933.889906802	17.492445232326673	898.8062145846808	-0.4008155743804309	807852.6113760433	0.1606531246659147	973.485455078125	743.8961690126681	1.018969	15.581317	0.0641472828014303	0.0323182559223652	-0.0462851294	0.1318143027	0.1213287197	-0.0422374673	0.0693759473	-0.085062055	-0.0474296836	0.0568837201	-0.0006215484	0.1449040213	0.0116873896	0.1011510771	-0.054940248	-0.0352828787	0.0413500336	0.1108454622	0.0656821143	0.0979339231	-0.0343600296	-0.0107548094	0.0362489477	-0.0020302188	-0.0871238863	-0.0313877192	-0.0781889198	-0.037957408	-0.0416112623	-0.0340706353	-0.0989264828	0.0714522309	-0.0229719693	0.0030225327	-0.1001534322	0.0907465979	-0.0443504848	-0.0755797803	0.0508668352	0.10708622	0.0866850174	-0.1625061908	-0.111733749	-0.0462370156	0.0741337551	0.0068724733	-0.0840452537	-0.0213294437	-0.0967969715	-0.0212853774	0.0400416505	0.0091492511	0.066701916	-0.0452877782	-0.0697302992	-0.0420300007	-0.1029491127	0.0708548165	-0.0370993744	0.0241808817	-0.0328064429	-0.1294056766	0.0312867951	0.0236194194	-0.0204937602	-0.0309527856	0.0391614199	0.0313567299	-0.0500891018	-0.0247743494	0.0311877685	0.040601453	0.0514612557	-0.0928485033	0.0047733381	-0.0599033847	0.1509343365	-0.1240792833	-0.1248129836	-0.1067637223	0.0333388498	-0.0864380987	-0.0691547869	0.0532556535	0.0088160611	-0.1224962893	0.0455197422	0.098564015	-0.0693671276	-0.0321538957	0.0897378725	0.1217841427	0.0538499012	0.0935401045	0.1206876562	-0.0663581651	-0.0838970487	0.0207332026	-0.105393395	-0.0221677946	-0.0595338889	-0.0508637525	0.0255426083	0.0503620856	0.0350995432	-0.1301626191	-0.0511711164	-0.0799017477	-0.029099381	-0.0243416323	-0.0926699722	0.0054755736	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0162649994361601	-0.000832246072477	0.0002645502066582	6.92633525153395e-07	0.0063162470067226	0.01834138170463	3.98949762499322e-05	0.0003364062828349	0.0432664479434663	-0.0099385845917226	0.0018719855176446	9.877546368682592e-05	-0.0011239992220957	-0.000288601606759	8.329088742387649e-08	1.263374251271739e-06	-7.793307967851604e-07	0.0004119278104834	6.073564908177929e-13	1.6968452104966012e-07	0.0004969998354639	1.7199140960001347e-07	2.958104497619959e-14	2.470088364511437e-07	0.0	0.0	0.0	0.0	0.0
932.1355506097472	3.6068575272615817	13.009421221963532	868876.6847105365	1272.8166536454862	8.72255512797392	1620062.2337972936	76.08296796054411	899.8451804504682	1.038965865787418	809721.3487799357	1.079450070271399	974.6337224283856	758.7405135631561	1.07498	16.437799	0.0529498623199294	0.0288458482252666	-0.0832017644	0.0655411665	0.0570848139	0.0633971741	-0.0592652947	0.0382719339	0.0080996009	-0.1170538046	0.065308878	0.1082943435	0.0052331751	0.0038020157	-0.0599165078	-0.0013930403	0.1312210488	0.0764083627	0.0567107792	-0.0951726126	-0.0206587952	0.0564024616	0.0240101	-0.0563604178	0.0040196494	0.0306835321	0.0260189402	-0.0149123776	0.0312245316	0.0883514357	-0.0511112882	-0.0563226515	0.054404525	0.0018405055	0.0450178308	0.0904559086	-0.0120372792	-0.0577347531	0.1104808435	0.0724362237	0.1021738155	0.0317610993	-0.0108781172	0.0675047602	-0.0333664227	-0.0365119321	-0.0109702641	-0.0122107475	-0.0240366627	0.0323043458	-0.0781707963	-0.0994467452	0.0645771784	-0.0161031841	-0.1509307657	0.0407297439	-0.0407587988	-0.0767225993	-0.0628580017	-0.0158031229	0.0499861079	0.0570699634	0.0486224985	0.0581138826	0.053008713	-0.0968147888	-0.054786814	0.1472694352	0.0489669285	-0.0119413271	-0.011775853	0.0095607086	-0.0258246358	0.0182690853	-0.0789729363	0.0118855244	-0.0817943834	-0.0865798403	0.0314005451	-0.0139902379	0.0579765419	0.0116126765	-0.0483848986	0.0620392362	-0.0307779651	-0.0736585289	0.0664052329	-0.0683401882	-0.107391054	-0.0475262987	-0.0036512881	0.1040873801	0.0691538895	0.0671018634	0.1534008223	0.0663530746	0.0141074561	-0.0505556753	0.0474824448	-0.1001642229	0.004442147	-0.0183634034	0.0658693609	-0.0885641811	0.0538304721	0.0543831202	-0.1159279137	0.0918312645	-0.0605276571	0.1215010142	-0.0506876429	-0.0674037523	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0210675910478954	0.0048025916117353	0.0004438433925613	2.3064886189110265e-05	-0.0081940220307785	-0.014510269037501	6.714199704088341e-05	0.0002105479075406	0.0432933715526786	2.6923609212303745e-05	0.0018743160203982	7.24880733016847e-10	-0.0013109037251554	-0.0001869045030596	3.493329326399337e-08	1.7184685766263045e-06	-0.0004347920435228	-0.000434012712726	1.890441211107324e-07	1.883670348077943e-07	0.00044571549002	-5.128434544390001e-05	2.630084087609268e-09	1.9866229804376876e-07	0.0	0.0	0.0	0.0	0.0
928.9423220408444	-3.193228568902782	10.19670869325691	862933.8376786358	1265.3726413062816	-7.444012339204619	1601167.9213664357	55.413319706230624	899.2612305835856	-0.5839498668825627	808670.7608307048	0.3409974470321626	974.531155419922	747.8763461860956	1.225544	18.740101	0.046671764910482	0.026474166708886	0.0128498517	-0.0065647066	0.1483321722	0.0910752243	-0.0732498159	-0.0642419227	-0.010800598	0.0748889336	0.0078023114	0.0586837749	-0.1013236658	0.0450775882	-0.0237021823	-0.0252628657	0.0141386107	0.0289679609	0.0848214256	0.0316545703	0.08655899	0.0459362828	-0.0136936098	0.101128786	0.0846634554	0.021691579	-0.0987179479	0.1394028053	-0.0105563701	-0.0142242003	0.0413305117	0.0511384817	0.1378715045	0.1610433635	0.1952711905	0.0488930331	0.0373178063	-0.0206542789	-0.1024454062	0.1071058583	-0.1222343128	0.18322269	-0.217017813	0.094624915	-0.0266949705	0.0285981117	0.0875372864	0.161326589	0.1463253768	0.072220014	-0.0447703807	0.0788943859	-0.0416702999	-0.0062603981	-0.0066264807	-0.0144946224	0.0353276709	0.0336131408	-0.0898909946	-0.0017671967	-0.0339022246	-0.0148830716	-0.009633907	0.0946815812	-0.0251446616	-0.0999189118	0.0577265738	-0.0161986265	0.0283444491	-0.2091634684	-0.1651174623	-0.0692926067	0.1318556749	-0.0029782775	0.0501343882	0.0679979193	-0.2996775384	-0.1854844126	-0.0087319216	-0.0407929213	0.0600603078	-0.0809637848	-0.0504247258	0.0031684172	-0.0761106987	0.051691178	-0.0474573562	0.0660305011	-0.0410373527	-0.0191270615	-0.0017992394	0.016516652	0.2278295477	-0.0729330471	0.1245191749	0.1643563209	-0.1370273642	-0.0316887061	-0.1447565021	0.093286131	-0.1247450212	-0.1621142398	-0.2806079937	-0.1503734552	-0.0628727809	-0.0174251812	0.3479635885	-0.3030539968	0.2394162953	-0.1621404301	-0.0285623376	-0.0217403524	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0228710059621874	0.0018034149142919	0.0005230829137224	3.25230535309082e-06	-0.0178246484388608	-0.0096306264080823	0.0003177180919689	9.27489650120522e-05	0.0332727900599536	-0.010020581492725	0.0011070785583737	0.0001004120534523	-0.0013300003142006	-1.909658904520012e-05	3.6467971316125706e-10	1.7689008357736948e-06	-8.300690983453762e-07	0.0004339619744244	6.890147080279059e-13	1.88322995246371e-07	0.000496999768458	5.128427843799994e-05	2.630077214906306e-09	2.470087698473056e-07	0.0	0.0	0.0	0.0	0.0
934.9208527917448	5.978530750900404	35.74282993946175	874077.0009848434	1281.027374293617	15.654732987335365	1641031.1336895986	245.07066490476603	901.897392265772	2.636161682186412	813418.9061757999	6.9493484146278925	976.4205022623698	756.8926438841165	1.34531	20.571486	0.073958531220533	0.0356646711211329	-0.0887116826	-0.0410747214	0.0691874164	0.0431945589	-0.1322101536	-0.188927733	0.022393548	-0.2866172165	0.072457272	0.0110537212	-0.0381162906	-0.0981802358	-0.1483048698	0.0742426283	0.1623061331	0.0237089905	-0.1590458336	-0.1429046942	0.1610209874	0.096560275	0.1664628796	0.0581378061	-0.0209487074	-0.0310791018	-0.0160847746	-0.1065870762	0.0669744751	-0.0445091698	-0.0266593021	-0.0103807925	-0.1701723685	0.140067921	-0.1350203853	-0.1366889311	0.081361794	-0.0743458302	0.1096432546	-0.0536639622	-0.127598711	0.1234223116	0.0501965921	-0.0896465171	0.138878511	-0.1218933021	0.1497914988	-0.0935678336	-0.0629199777	-0.1139486032	0.0767842844	0.1783831175	0.0203723407	-0.0095527692	-0.1493676056	0.1154548224	0.118251564	-0.2215726881	0.0821094616	-0.0247205966	-0.1540995544	0.0708829261	-0.0912842961	0.0141742235	0.0336835012	-0.0559853816	0.0035699141	-0.1190044174	-0.0797637521	0.002568385	0.0143971735	-0.0366675976	-0.099893089	0.0320787214	-0.0631682867	0.0661946409	0.1861836658	-0.0461484827	-0.0263786602	-0.0100076977	-0.1615962822	-0.168042666	0.0783119302	-0.0113653671	-0.0762622449	0.0215010923	-0.0603336174	-0.0578559322	-0.0989769987	-0.1089755429	-0.0939079142	0.0212505387	0.1222299025	0.0677855445	0.0643522002	0.0910666542	0.1377123503	0.0006519388	0.1776323071	0.0686311071	-0.1807175916	0.0155970376	0.0532704609	-0.1347248662	-0.1989738462	0.0529740658	0.1387874979	0.0319992187	0.0966941327	-0.0616683043	-0.1317117705	-0.1040045867	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0223344495242656	-0.0005365564379218	0.0004988276355519	2.8789281107533045e-07	-0.0029849459200903	0.0148397025187705	8.909902145863728e-06	0.0002202167708456	0.0252661026740668	-0.0080066873858868	0.0006383759443364	6.41070428953188e-05	-0.0011769793465915	0.0001530209676091	2.3415416528025253e-08	1.385280382302954e-06	-0.0004540540228241	-0.0004532239537257	2.0616505564274838e-07	2.05411952230805e-07	9.173299223377612e-05	-0.0004052667762242	1.6424115991117514e-07	8.41494186416203e-09	0.0	0.0	0.0	0.0	0.0
923.3718028747124	-11.549049917032336	133.3805539861046	852615.4863440968	1244.0607190180965	-36.96665527552045	1547687.0726038232	1366.533602259164	898.1215794474475	-3.775812818324539	806622.3714691778	14.256762439023898	970.9077651204428	738.1202347266908	3.570996	54.605019	0.8196838786071039	0.5889748541634683	0.8032293825	-0.0529239989	-0.1421391893	0.0087946175	0.2035834526	-0.0724202295	-0.1516523289	0.7170062862	0.1760299031	-0.075853539	-0.3385295478	-0.087110962	0.0717840176	0.1923471451	-0.7197139553	-0.0249149	0.1544285786	0.1622378334	0.0688856352	-0.2035978619	0.112378046	-0.2141751779	0.1701285437	-0.1398476643	-0.0037118817	-0.0054806821	0.1150260699	0.1430497334	0.094500077	0.0523650976	0.0562435517	0.0416445489	-0.0312972142	0.0034205506	0.0159213923	-0.0115770795	0.0990294044	-0.0519226884	-0.0587210236	0.0013682856	0.1048911064	0.015516131	0.1008815277	-0.073581588	0.0415995444	-0.0677860734	0.0136447288	-0.0108938924	-0.0284047581	0.0368099705	-0.0455270163	-0.1190494017	0.3894069203	-0.6079655186	0.2480442684	0.340973998	-0.1503210268	-0.1121214246	-0.1529397487	0.050627458	0.0607705725	-0.0950945241	0.0749214164	-0.0561432151	-0.0338197745	0.029225978	0.0034960625	0.00091265	0.1485437484	-0.0416791054	-0.0162397631	-0.0564969777	-0.0161468985	0.0878403345	0.104847924	0.0166572341	0.0671054534	-0.0225317348	0.0369851165	0.0240559662	0.0235806413	-0.0123143654	-0.0718307179	0.0217491423	-0.0087348734	-0.0291382792	0.8166740154	0.3598987545	-0.0484188035	0.0179439514	0.1185334758	0.0762744262	0.1378028622	-0.0774925923	-0.0653301652	0.1950325398	0.1841249222	-0.0515664823	0.0556078203	0.0592760049	0.0285846697	-0.0054745126	-0.0624266046	0.0118878219	0.0116669077	0.014539717	0.0373946137	0.00844395	0.0203992326	-0.0185889332	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0221470021518968	-0.0001874473723687	0.0004904897043161	3.5136517407967305e-08	-0.0388316948163804	-0.0358467488962901	0.0015079005223125	0.0012849894064336	-0.2454644402549632	-0.27073054292903	0.0602527914296823	0.0732950268746473	0.0082990853722675	0.009476064718859	8.979580255600428e-05	6.887481801618438e-05	0.0003022767501366	0.0007563307729606	9.137123367314452e-08	5.720362381273298e-07	6.574569586517611e-05	-2.598729636860001e-05	6.753395725494512e-10	4.322496524796235e-09	1.0	0.0	0.0	0.0	0.0
