global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
959.556069401946	n/a	920747.8503261124	n/a	1029.87465551344	n/a	n/a	1060641.8060689268	889.7560699432645	n/a	791665.8640008834	n/a	903.3392440976476	809.4673948227065	n/a	n/a	n/a	n/a	0.0293990423	-0.1107598636	0.0319211193	-0.0358541267	0.113354203	-0.0554352048	0.027873571	-0.1023027134	0.0115261977	-0.0278260147	0.1210102138	-0.0441270882	-0.0800274226	0.0925936993	-0.0508069354	0.1535476945	-0.0829659772	-0.0443318263	-0.0997434744	0.0652521214	-0.038593787	0.1550266378	-0.0082400033	0.0948719283	-0.0543561437	0.0424817452	-0.0086678818	0.1461232125	-0.0520574289	0.0140885705	-0.0091885754	0.1638633886	-0.0961478986	0.2514858977	-0.1201572475	0.0460591594	-0.0950948164	0.0634673488	-0.076480103	0.1385672632	-0.062179995	0.0238879392	0.0173097678	0.0584706858	-0.1383671942	-0.0276790937	0.0876169395	-0.1146169866	0.1290883846	0.1290552057	0.1289999139	0.1289225186	1.5948672986160233	n/a	2.543601700194772	n/a	0.282358618823153	n/a	n/a	0.0797263896237186	1.5675221999251576	n/a	n/a	2.457125847258206	-0.0326644722069608	n/a	0.0010669677445593	n/a	-0.0319173155971801	n/a	0.0010187150349299	n/a	0.0111109579949681	n/a	0.0001234533875659	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.8128697114748	-2.743199690471215	915490.8676455076	7.52514454180137	1029.8595062083443	-0.0151493050957469	0.000229501444884	1060610.6025276948	887.208306757735	-2.547763185529448	787138.5795799273	6.491097249539158	900.7967183491182	824.3108616727826	0.8870139999999999	36.210529	0.7507754946815003	0.392117936246285	0.0132157098	-0.1179317905	-0.043163213	0.0006071684	0.0094849731	-0.0247239841	0.0141350695	-0.0960408869	-0.0217285855	-0.0073205259	0.005377196	-0.0197466234	-0.0757334531	0.092946106	-0.0308536119	0.1407462576	-0.0516974637	-0.0179385178	-0.0907402714	0.0719783709	-0.0262936211	0.1311106357	0.0247421547	0.0517525766	-0.0334405255	0.0725062881	-0.0479630703	0.0443592165	-0.0283973907	-0.0509495887	0.035536854	0.0780913448	-0.1050929849	0.1890329926	-0.0700557946	0.0890619613	-0.0752681955	0.0896385814	-0.0125564258	0.0841678993	-0.0465478908	-0.0834865603	0.0318091035	0.0556283549	-0.0530305772	0.012181258	0.0771491289	0.0576892581	0.1289999139	0.1287014744	0.1282045865	0.1275100165	1.5989592308405918	0.0040919322245684	2.556670621890337	1.6743909330462073e-05	0.0781673013398176	-0.2041913174833354	0.0416940941355802	0.0061101269987498	1.4050624783520362	-0.1624597215731213	0.0263931611336161	1.9742005680727663	-0.0272436769245306	0.0054207952824302	0.0007422179323682	2.9385021494017548e-05	-0.029761502142898	0.002155813454282	0.0008857470098017	4.6475316496637095e-06	0.0111349997262653	2.4041731297198832e-05	0.0001239882189039	5.780048437667097e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.2540730963108	-0.5587966151640558	914421.8523132844	0.3122536571188058	1034.2397867838542	4.380280575509914	19.186857920189468	1069651.9365667123	885.4895112082081	-1.7187955495269307	784091.6744597513	2.954258141073584	898.7238005237466	811.3288961583474	0.647043	26.414202	0.6042038923072162	0.2980975875945792	0.0179905536	-0.121401789	-0.0177182464	-0.0224316092	0.0650591197	-0.0419916102	0.0436017476	-0.0840622174	0.0053747582	-0.0340200969	0.0304170457	-0.0060203744	-0.0491673362	0.0884619778	-0.0138238123	0.1171112602	-0.0385580146	-0.0047883674	-0.0746350565	0.0613363604	-0.0149100478	0.1264206805	0.0074125011	0.061153464	-0.0425166405	0.0698951065	-0.0334708302	0.0656102944	-0.0496322304	-0.0191706507	0.0325740354	0.0735117973	-0.101720306	0.1251064104	-0.023801343	0.0812884556	-0.0778361238	0.0554305947	-0.0573968243	0.1089753961	-0.0278277719	-0.0346755745	0.0289094824	0.0090199254	-0.0350992237	0.0053651147	0.0334588909	-0.0114927815	0.1288230331	0.1279949812	0.1266188352	0.124700488	1.4504831671797689	-0.1484760636608229	2.103901418271853	0.0220451414802127	0.2636636331597515	0.1854963318199339	0.034408889118651	0.069518511451	1.3834552206137118	-0.0216072577383243	0.0004668735869703	1.913948347443334	-0.0271030770944158	0.0001405998301147	0.0007345767879858	1.9768312228310064e-08	-0.0271713416607597	0.0025901604821383	0.0007382818076457	6.708931323230924e-06	0.0088932752567557	-0.0022417244695095	7.909034479242317e-05	5.02532859719809e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.5715247160796	-1.6825483802311965	911206.795798781	2.830969051818623	1025.11630507647	-9.123481707384144	83.23791846497309	1050863.4389336344	885.9678685894334	0.4783573812252371	784939.0641729034	0.2288257841726668	899.254041547606	832.4349198907728	0.726792	29.669792	0.6312430321112137	0.3377075084765958	0.0075981383	-0.1370584484	-0.034974532	-0.0245930981	0.0148720832	-0.0197099938	0.0436700095	-0.1459064715	-0.0143460774	-0.0466817638	0.0557479236	-0.0244322544	-0.0383670247	0.0769630146	0.0294929179	-0.0044519285	0.0519914998	-0.0216026695	-0.0569212822	0.0602952428	0.0094550384	-0.0404008878	0.0270255183	0.0291839453	-0.0416928979	0.0708010147	-0.0443506016	0.0290971006	-0.0055978125	-0.0119252066	0.0385429514	-0.017082989	-0.0739406709	-0.021928874	0.0430136305	0.0854042867	-0.0414545814	0.0403386837	0.016525336	0.0537338355	-0.0169902421	-0.0872241612	-0.0275096691	0.0131524649	0.0283188528	0.0588407465	-0.0179272304	0.056750638	0.1285578634	0.1269376627	0.1242524367	0.1205247148	1.4343205125329916	-0.0161626546467772	2.057275332672904	0.0002612314052309	0.206667949192365	-0.0569956839673864	0.0032485079909101	0.0427116412233779	1.2082372916179267	-0.1752179289957851	0.030701322641572	1.459837352856223	-0.0223802704050212	0.0047228066893946	0.0005008765034018	2.230490302539038e-05	-0.0251885539896921	0.0019827876710675	0.0006344632520916	3.931446948537666e-06	0.0079415343271926	-0.0009517409295631	6.306796746997841e-05	9.058107970056364e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
945.4040341827478	-9.16749053333183	893788.787849014	84.0428826787287	1030.538544649458	5.422239572987792	29.40068198687483	1062009.6920082227	885.0650436355999	-0.9028249538334876	783340.1314656863	0.815092897264439	900.4946243692432	812.3209229831037	0.7960169999999999	32.495739	0.2891377945600079	0.1587410392753721	0.031320205	-0.0626705571	-0.0089449437	-0.0980280078	-0.1080810453	-0.0016471552	-0.0098022414	-0.0464111554	-0.0199868246	-0.0347239278	-0.1744022007	-0.0221820988	-0.0231941232	0.0543121792	0.0476932182	-0.0756245248	0.0955219058	-0.022462426	-0.0368120641	0.0422623117	0.0225041516	-0.13179174	-0.0014594171	0.0311350587	-0.0470575599	0.0586466818	-0.0389617426	0.0417494403	-0.017286545	0.0259979351	0.0247425928	-0.0098475797	-0.0615008404	-0.0969871666	0.0437029937	0.0839206333	0.0008381224	0.0207361885	-0.0761637311	0.0015019808	0.0165867202	-0.0863602618	-0.0138447877	-0.0287284589	0.0200529168	0.0155117866	-0.0127690678	0.0565766639	0.1282045865	0.1255324169	0.1211199807	0.1150284477	1.4336032524266074	-0.0007172601063842	2.055218285368147	5.144620602103996e-07	0.234361620537328	0.027693671344963	0.0007669394325628	0.0549253691808825	1.1576047941162813	-0.0506324975016454	0.0025636498032541	1.3400488593609978	-0.0201807494641826	0.0021995209408386	0.0004072626489361	4.837892369187526e-06	-0.0237413127553594	0.0014472412343327	0.0005636499313477	2.09450719035284e-06	0.0084966594641616	0.000555125136969	7.219322204992689e-05	3.081639176948515e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.6215259228112	-0.7825082599365487	892309.8272367403	0.6123191768689252	1021.9573916850115	-8.581152964446346	73.63618619922632	1044396.910419632	883.8681511174817	-1.1968925181181476	781222.9085598355	1.4325516999272	898.0363905415733	774.5909855965606	0.729936	29.798132	0.3896323694006682	0.1904352480019518	0.04043678	-0.0295792268	0.0482573068	-0.0480136093	-0.0230180833	0.0129176357	-0.0109612708	-0.0450332356	0.0429913041	-0.0190735629	-0.1138225742	0.0034997375	-0.0285468474	0.0809074414	0.0241816202	-0.006867349	0.056630787	0.0058585232	-0.0494182825	0.0651380449	0.0082173614	-0.0602323468	0.039489291	0.0163295942	-0.0513391411	0.0655436281	-0.0476336747	0.0217581132	0.0152948096	0.0044349251	0.0219605859	-0.0156669312	-0.0521936497	-0.0313665218	0.0426092076	0.0631622243	0.0085204029	0.0587751681	-0.0306803539	-0.0396922527	0.0117263252	-0.1172898394	-0.0634805436	-0.0335792956	0.0677100341	0.0455170467	-0.01248345	0.0819596323	0.1277634447	0.1237830955	0.1172407796	0.1082719048	1.4994534317353612	0.0658501793087538	2.248360593942952	0.004336246114995	0.376081009241858	0.14171938870453	0.0200843851347856	0.1414369255123745	1.2025791990919856	0.0449744049757043	0.0020226971029186	1.4461967300887215	-0.0219838815030602	-0.0018031320388776	0.0004832910459405	3.251285149626896e-06	-0.0238733916016766	-0.0001320788463172	0.000569938826567	1.7444821644482826e-08	0.0093032165072004	0.0008065570430387	8.654983737984599e-05	6.505342636754917e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946.4005557788124	1.779029856001216	895674.011978445	3.164947228543708	1012.2786891096728	-9.678702575338775	93.67728354186944	1024708.1444255976	883.0425410199804	-0.8256100975013396	779764.1292510238	0.6816320330961715	895.9663726084331	779.7811735209225	0.579405	23.653002	0.2951155165939387	0.1546242353819605	0.0533695778	-0.0246730213	0.0288617475	-0.0532509336	-0.0579436827	0.0278467646	-0.0158951921	-0.0136693635	0.0504047463	-0.0316045202	-0.0515755732	0.0069972448	-0.0442867455	0.0533143383	0.0235965936	-0.01112087	0.0422423332	0.0106271441	-0.0513772375	0.0379831872	0.0119216716	-0.0268284441	-0.0001741669	0.0295161457	-0.0553314522	0.062763901	-0.0414139579	0.0329858688	-0.0080527106	0.0231560564	0.0364815788	0.0119050309	-0.0487206396	-0.0465241907	0.0631809797	0.0773326339	0.0026757106	0.0311412023	-0.0650263237	-0.0230505533	0.0219883742	-0.0633788346	-0.0394637324	-0.0161198051	0.07055583	0.0013576756	0.0013150533	0.0574247836	0.1272347401	0.1216944932	0.1126387502	0.1003291122	1.521711042601737	0.0222576108663759	2.3156044971760656	0.000495401241479	0.2358034898106638	-0.1402775194311942	0.019677782457769	0.0556032858068878	1.203191143912889	0.0006119448209034	3.744764638305331e-07	1.4476689287904063	-0.0209429920448633	0.0010408894581969	0.0004386089157912	1.0834508641854366e-06	-0.0232777099024643	0.0005956816992123	0.0005418517783032	3.54836686776457e-07	0.0103060141793005	0.0010027976721001	0.0001062139282639	1.0056031711693815e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950.303878788707	3.903323009894621	903077.4620408616	15.2359305195728	1024.4914424917793	12.212753382106484	149.15134517215338	1049582.7157388867	884.3048841553945	1.2623431354140848	781995.1281410856	1.5935101915270624	898.3035798383182	782.6388073820111	0.616037	25.14843	0.4432938630109135	0.197547219912377	0.0394417448	-0.0504137193	0.0211930186	-0.0331589612	0.0058855766	0.0063392016	-0.0146272624	-0.0338019971	0.0347941256	0.0026828251	-0.0549355516	0.0054419305	-0.0542877954	0.0635725367	-0.0272102396	0.0761735582	0.0099755748	0.0056010733	-0.0638001724	0.0407057741	-0.0333016774	0.0450890458	0.0634250898	0.0066481129	-0.056988097	0.05963248	-0.0444166994	0.0020080706	0.0203874559	0.0247763054	0.0319365306	-0.044721923	-0.0608040055	-0.1048608391	0.0767468137	0.0902972004	0.0127553149	0.0498005634	0.0026288916	-0.0172733397	0.0093821557	-0.104211295	-0.0613830449	-0.0134326493	0.059463506	0.0374415357	0.0099629293	0.0398025113	0.1266188352	0.1192723348	0.1073422654	0.0912870929	1.434645844629273	-0.0870651979724641	2.05820869951204	0.0075803486979843	0.3323743303512856	0.0965708405406218	0.0093259272427222	0.1104726954764655	1.1099823689447064	-0.0932087749681827	0.0086878757310693	1.2320608593681022	-0.0203981945965132	0.00054479744835	0.0004160863427972	2.968042597287796e-07	-0.021726449455405	0.0015512604470592	0.0004720386059382	2.406408974610613e-06	0.009073091084117	-0.0012329230951835	8.23209818206834e-05	1.5200993586368623e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.2147591895164	1.910880400809333	906712.9476183486	3.651463906197237	1007.3813321388374	-17.110110352941888	292.7558762898492	1014817.1483418186	884.2803609676002	-0.024523187794216	781951.7567929894	0.0006013867395903	896.3360457561425	793.6767992918519	0.736321	30.058807	0.2847516690235968	0.1682617908813695	0.0433909245	-0.0523486553	0.0094877246	0.0031039812	0.0651910956	0.0359277389	0.0294426212	-0.0624415209	0.0855592049	-0.0806830935	0.0832189445	0.0050724279	-0.0788135053	0.0885482352	-0.0023467437	0.0566191222	0.0080799738	0.0103933629	-0.097719238	0.0577083199	-0.0045477351	0.0646744719	0.0117384529	0.0415325141	-0.0752162163	0.063635877	-0.0406050333	0.0122232037	0.038606237	-0.0076554581	0.0272577917	-0.0093097186	0.0119021155	-0.0624248152	0.0473637093	0.0261247278	0.0123226153	-0.0082296255	-0.0027772822	0.0128612272	0.0151412458	-0.0389724288	-0.0828128405	-0.0390368417	0.0668713277	0.0171769755	-0.0505796827	0.0256566163	0.1259161521	0.1165232592	0.1013839798	0.0812449131	1.4575906593438075	0.0229448147145345	2.124570530206316	0.0005264645222843	0.3637154725913945	0.0313411422401088	0.0009822671969147	0.1322889450023814	1.2677857329020696	0.1578033639573632	0.02490190167626	1.607280664550038	-0.0192296622533477	0.0011685323431655	0.0003697799103778	1.3654678370238605e-06	-0.0218658638437918	-0.0001394143883867	0.0004781160016352	1.9436371689265324e-08	0.0092183913147965	0.0001453002306795	8.497873843271555e-05	2.1112157035516146e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.5933886878256	1.3786294983092375	909340.3509491304	1.90061929360838	1009.7696222854872	2.388290146649865	5.703929824584835	1019634.6900905756	883.8224541141445	-0.4579068534557109	781142.1303963491	0.2096786864417099	895.7872708337546	801.2250493757265	0.717436	29.287844	0.5589904613918999	0.3288276042378988	0.0515147765	-0.0700606319	-0.0295545554	0.0184694583	0.0541162028	0.0265597662	0.0001283566	-0.0971970409	0.1243657462	-0.0599421645	0.0688524951	0.0105847191	-0.0581026958	0.0510726381	-0.0100497	0.0871643705	0.0182547143	0.0171735071	-0.0696591968	0.0322204164	-0.0173196598	0.0651497396	0.0904596078	0.0026906857	-0.0662063963	0.0639563319	-0.0365656523	-0.0337268868	0.0326927973	0.0133129514	0.0690555453	-0.0533827716	-0.0121550091	-0.1410890378	0.0947722517	0.0699636357	0.0066846453	0.0311891426	0.042066309	-0.019461154	0.0266412294	-0.0129252026	-0.0225597162	-0.0292718381	0.0811004505	-0.0006402485	-0.0080501809	0.0004703288	0.1251271724	0.1134548014	0.0948006283	0.0703125971	1.4567608616733023	-0.0008297976705051	2.122152208103142	6.885641739758107e-07	0.2931184115851124	-0.070597061006282	0.0049839450227247	0.0859184032101793	1.0002084119999068	-0.2675773209021628	0.071597622661179	1.0004168674353755	-0.0173431944665903	0.0018864677867573	0.0003007863943059	3.558760710473356e-06	-0.0196391127113866	0.0022267511324052	0.0003856947480905	4.958420605667842e-06	0.0089318845977001	-0.0002865067170964	7.977856246663229e-05	8.208609894135673e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
