global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
826.5878737732467	n/a	n/a	683247.5130689767	873.8150968504657	n/a	n/a	763552.8234837888	778.3069820097405	n/a	605761.7582451105	n/a	779.8992099068143	672.6801750876687	n/a	n/a	n/a	n/a	0.0134794537	-0.0872170631	0.0704846053	-0.0029969711	0.0082912472	0.0226545148	-0.0874945121	0.017987536	-0.0308217227	0.1473716039	-0.0358490534	-0.0722787929	0.056758836	-0.0973649859	0.0491276495	-0.109412404	-0.0342604379	0.0602454441	-0.0444179299	-0.010324459	0.0235420722	-0.0588231439	0.0303421194	-0.2482294694	0.0359608766	-0.0534889948	0.0578811845	-0.065295192	0.0157708538	-0.1313835171	0.0555079771	-0.0823484205	0.0374305226	-0.1225017115	0.156055374	-0.0369797983	0.1309855447	-0.0868073466	0.0139125811	0.0631952564	0.0829972913	-0.1127838273	0.1541476816	0.0110549095	-0.132890098	-0.0369269347	-0.010070865	0.1129259621	-0.127761647	-0.0524303663	-0.027850064	0.1716674803	0.0943319495	0.0256431257	-0.0301454199	0.0908188989	0.0299794378	-0.0526458805	0.0722979201	-0.1206599467	0.0342614193	-0.0066771454	0.0264898392	-0.1385725593	0.0023863249	-0.1099308217	0.1722320473	-0.1084468245	0.060553716	-0.1530033876	0.0517689718	-0.0900203543	0.1538160411	-0.0584542857	0.2365502228	-0.0391650593	0.0378511365	0.047718709	-0.0818936053	0.0037568491	0.0060225811	0.1034704492	-0.1464259493	0.0699141994	0.0638262085	-0.0305656343	-0.0165321059	-0.0449167709	-0.0375685168	0.0009858685	-0.0096193695	0.1456554258	-0.1604256951	-0.0716457486	0.1083030661	-0.0690812375	0.0878113021	-0.0062624124	0.1504477559	-0.1754680366	0.0617632273	-0.0420442074	0.0023807813	-0.105788024	-0.0274727254	-0.1460934791	0.0838823141	-0.075696836	0.1516202834	-0.0503910166	0.1144102871	-0.0480197659	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0543492927660764	n/a	0.0029538456241726	n/a	0.1049847077159	n/a	n/a	0.0110217888541929	0.3524325550409344	n/a	n/a	0.1242087058526812	-0.0027219945211771	n/a	7.409254173318149e-06	n/a	-0.0004188402739357	n/a	1.7542717507053225e-07	n/a	0.002450939145439	n/a	n/a	6.007102694645255e-06	0.0
828.3079504111074	1.7200766378607568	2.958663640114365	686094.0607142496	867.5401948073815	-6.274902043084239	39.37439565030276	752625.9896064294	779.4110641234174	1.1040821136768957	607481.6068779979	1.218997313741241	780.2296036070311	675.3867482020764	1.06821	20.474854	0.1090975835647044	0.0812506415515312	-0.0482451791	0.0843464309	0.0628618973	-0.0169368427	0.1064996088	0.0210603639	-0.039217365	-0.0808532436	-0.1394442003	0.1232883509	-0.0033000766	0.0074014637	0.1485062788	-0.0014033181	0.0358431137	-0.1442999595	0.002815149	0.068924998	0.0582877136	-0.0867683632	0.0508217272	0.103869349	-0.0767434239	-0.099726757	0.0841124733	0.0898405633	-0.1744137869	-0.0499218304	-0.0840923089	-0.0624162429	-0.1161384145	0.0494590272	0.0323393786	-0.1076083118	0.0856302971	-0.0027352148	0.0185154881	-0.0158921133	-0.1585174832	0.0086442746	0.0156825096	0.0660814957	0.1393726036	-0.0344353975	0.0151284359	0.0330824142	0.0887525431	-0.0145801034	-0.1830668218	0.0831868095	-0.1065816078	0.0558826075	-0.1002594063	0.0252520059	-0.1052928522	-0.0318876118	0.05682045	0.1093276264	0.127840289	-0.041034432	0.0978332055	-0.0895163053	-0.0171625504	0.1711736051	-0.0302636328	-0.0535293927	-0.011668676	-0.0535359728	-0.0450480596	-0.0456869534	-0.1135368572	-0.1593379336	0.0608148204	0.0157939747	0.0847013675	-0.136357783	0.0318691773	-0.0252455069	0.0013737677	0.0160863994	0.0377082873	-0.135139279	0.0748178201	0.1056405674	-0.0481390913	0.1181035317	-0.0883154685	-0.0529967035	-0.0237765811	0.0079124309	0.0059646998	0.1564630437	-0.1216313426	-0.1231511526	-0.0130931987	-0.038233973	0.0541407218	0.0295028964	0.1330971557	-0.0257898829	-0.0083712203	-0.0727737157	0.0269650031	-0.0787317496	-0.0090224887	-0.1344557382	0.0252970443	-0.0659392167	-0.0364094057	-0.0576235243	0.0385537321	-0.1198815201	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.054338336304454	-1.0956461622399494e-05	0.0029526547923359	1.2004405128311296e-10	0.0985484610973657	-0.0064362466185343	4.142527053459421e-05	0.009711799184659	0.2727892294561016	-0.0796433255848327	0.0063430593102116	0.0744139637072536	-0.0022760000847112	0.0004459944364658	5.18017638560539e-06	1.9891103735853555e-07	-0.0004097952194968	9.045054438900008e-06	1.6793212192243049e-07	8.181300980266475e-11	0.0024560407525285	5.101607089500176e-06	2.602639489563845e-11	6.032136178080761e-06	0.0
827.5720126272078	-0.7359377838996579	0.5416044217711395	684875.4360838473	877.4782559625033	9.938061155121886	98.76505952294256	769968.0896869965	780.7135246252324	1.3024605018149489	609513.6075327533	1.6964033587880478	782.3017010973509	683.4205570246077	1.206362	23.122883	0.1306356974362538	0.0581610209856562	-0.0606477627	-0.0783441596	-0.1012011242	0.0844620344	-0.0607142226	-0.0465158083	-0.1128338049	-0.0556341991	0.0464099901	0.0176975882	0.0825700202	-0.0746201701	0.0303744225	0.0896849551	0.0918856775	-0.0637425995	0.0781264663	-0.0863790029	-0.1688355905	0.1104310088	0.0754505925	0.0224803979	-0.0171007232	-0.041888817	0.0276181513	0.0233668929	-0.1569454349	0.1935995377	0.0374763886	0.1163200993	0.0185769356	0.005158917	0.0188476701	0.0413640414	0.0194631484	-0.0753719179	0.052629855	-0.0941745753	-0.2023943464	-0.1275106416	0.0447242164	0.1862918064	0.162657408	0.0615725086	0.0847910252	0.1787930141	-0.1037281158	-0.0183155832	0.1176523651	-0.0023404811	-0.037361022	0.0112383475	-0.022237194	-0.0924196803	0.1041720962	0.0934040235	-0.1046878244	0.0645945448	0.0530044099	-0.0852331808	0.0508118386	0.0459476256	-0.0129490791	0.0292401424	-0.0434785482	0.1506427496	0.0435599805	0.0534389138	-0.1686078913	0.0152341874	-0.0067342475	0.0442225838	0.0745401919	-0.0630359807	-0.0154093239	-0.2821595494	0.0734514423	-0.2157312969	0.0867540471	0.0275730465	0.1451446466	-0.0750360554	-0.0814706472	0.0311260066	-0.0012623463	0.0853255305	0.0114659556	-0.0587477682	-0.0058886296	0.0151894123	-0.0542420887	0.0488234455	-0.0934083693	-0.0729390454	0.122197569	0.0574647127	-0.0579677809	0.1538463149	-0.034660962	0.0423788654	0.0495174298	-0.0583217296	-0.0475469982	0.0835766087	0.1026394694	-0.1485640628	0.0592621271	0.0028583955	-0.0623102811	0.0482908666	-0.0807971155	0.1463815656	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0539786160173463	-0.0003597202871076	0.0029136909871481	1.2939868495684584e-07	0.0725696973895821	-0.0259787637077835	0.0006748961637848	0.0052663609792155	0.2356412802228291	-0.0371479492332725	0.0013799701322377	0.0555268129450538	-0.0016368393434521	0.0006391607412591	2.6792430362727018e-06	4.085264531668823e-07	-0.0001591390761208	0.000250656143376	2.5325245548581774e-08	6.282850221212988e-08	0.0020028723530018	-0.0004531683995267	2.05361598329591e-07	4.011497662418966e-06	0.0
824.4702142368569	-3.1017983903508366	9.62115325438304	679751.1341637687	875.7474077722709	-1.7308481902324502	2.995835457630948	766933.5222198521	779.3329973619467	-1.380527263285671	607359.920777156	1.9058555246750253	781.1009162164504	662.1435495761073	1.180338	22.624067	0.0141299462362692	0.0117243761378014	0.0838394178	-0.0239179938	0.0568905978	-0.032027937	-0.0858741591	-0.1146878935	0.0381331287	0.1484151306	-0.0608161842	0.0044469936	0.0282878023	-0.100283032	-0.0846930112	0.1574085674	-0.0493664397	0.0604653733	-0.0393660828	-0.0600359351	0.074575599	0.1367648224	-0.0987425869	-0.1699130131	0.1079445418	-0.0037032075	0.0299600053	-0.058095548	-0.0539552663	0.0919855452	-0.0294093753	-0.0370781425	-0.041137331	0.0010153616	0.0404299735	0.0224429115	-0.0340212315	0.1146374513	0.0642842822	-0.0463250873	-0.1336142959	-0.0576240679	-0.0666096508	0.1447436169	0.0263294463	0.0670112929	-0.1246399373	-0.1113351752	-0.0730171497	-0.0772743096	0.0131367538	-0.0979722814	0.1112741327	-0.0686554815	0.0428571615	0.0168038116	0.0413885393	-0.0439883672	-0.1556682784	-0.209210192	-0.0027316742	0.0085693589	-0.0950332139	-0.0172171594	-0.1050351668	0.0228010212	0.0939665412	0.020472365	0.0957810422	-0.0439652003	-0.0572842139	0.0742308124	-0.0527064489	-0.0584193043	-0.0117600607	0.0474275775	-0.0275407999	-0.0800960016	0.0724987714	-0.1562732056	-0.0363925404	-0.0635167191	0.0635424403	0.0173363208	-0.0716765579	-0.0556148846	0.0496561861	-0.1279203458	0.0094148388	0.1126230741	-0.0026130714	0.0160672748	-0.0869539862	-0.0436830984	-0.1274855608	0.0055850514	-0.0327251594	-0.019264489	0.102786932	0.0882907373	0.0394477876	-0.0109142679	0.0984171032	0.012665145	-0.0729137037	0.1027633193	0.2271393957	-0.080832161	-0.0308786082	0.053350765	-0.0236784638	-0.090368679	-0.0674282137	0.1003864752	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0539454973596349	-3.311865771139788e-05	0.0029101166853783	1.096845488604734e-09	0.0725004524860963	-6.924490348581003e-05	4.794856658759146e-09	0.0052563156106887	0.2356611359278062	1.985570497708977e-05	3.942490201372275e-10	0.0555361709867839	-0.001692858320993	-5.601897754089992e-05	2.865769294955239e-06	3.138125844727849e-09	-0.0001590043256678	1.3475045300000393e-07	2.52823755810718e-08	1.8157684583706272e-14	0.0017788715415938	-0.0002240008114079	5.017636351144232e-08	3.164383961492302e-06	0.0
826.4043736277854	1.9341593909284711	3.7409725495167945	682944.1887511323	868.9733020049598	-6.7741057673110845	45.888508946717295	755114.5995974031	779.0831775726613	-0.249819789285425	606970.5975767148	0.0624099271186141	780.0793845517716	672.0551357797012	1.124383	21.551542	0.0882900467744078	0.0414732410767179	-0.0020666723	0.1772095968	-0.0481925804	-0.0089775903	0.0234709832	-0.0431757888	0.0428802135	-0.0226023557	-0.0959187583	-0.1696987215	0.0058710807	-0.0744712909	0.0793223102	0.1039334949	0.0857184617	-0.0138964245	-0.0711248566	-0.0599644076	0.1545319287	0.1463771631	0.0070556172	-0.0507420914	-0.0536854638	0.0594053276	-0.1051395515	-0.1415262717	0.0445832874	0.1326294605	-0.0604253671	-0.0908382937	-0.0449832436	0.1061115324	-0.1373581464	0.1287624561	-0.0277244887	0.0309103538	-0.0645857057	-0.0663930511	0.1499288493	0.0842420726	-0.0399699901	0.0740482266	0.0288244758	0.0156457778	0.0644585043	0.0563943809	-0.0327450014	0.0558802028	-0.0663399415	-0.0287821795	-0.1326486437	0.0208493556	0.1513966802	0.0781776573	-0.008220215	-0.1563856154	-0.1384640459	0.0650974997	-0.0812526524	-0.0448840168	-0.140742613	0.0710410661	-0.0848895775	-0.0426562438	0.1252397809	0.099081549	0.0064892755	0.0871298472	-0.007905358	-0.0148771065	0.04348018	-0.0512734143	-0.1731801409	-0.1567370558	-0.0609419517	0.0175813405	-0.0288401692	0.0439658438	-0.0134740709	-0.1052140894	-0.0774992312	-0.0582915446	-0.0050717368	0.0464963936	0.0825065737	0.0753533633	0.0198765207	-0.1753776016	-0.011174548	0.0099790739	-0.1002372748	0.0228916985	-0.1316192045	-0.0675478492	-0.1392033235	0.0790689171	-0.0224610292	-0.033958113	0.0857702466	-0.0216769703	-0.0004710235	-0.0488705956	-0.0160876544	-0.0654039918	0.0886035884	-0.0487995053	0.1255774178	0.118401985	0.0591963409	-0.1010509328	-0.0370679721	0.0208681461	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0539998549926394	5.435763300450092e-05	0.002915984339226	2.954752265852007e-09	0.0994209756722028	0.0269205231861065	0.0007247145686136	0.0098845304036127	0.257844988902228	0.0221838529744218	0.0004921233327907	0.06648403830199	-0.00215267028976	-0.000459811968767	4.633989376415402e-06	2.1142704662138465e-07	-0.0003470591378733	-0.0001880548122055	1.2045004518135825e-07	3.5364612393645885e-08	0.0019136310202388	0.000134759478645	1.8160117084672232e-08	3.661983681620191e-06	0.0
824.830511673291	-1.5738619544944186	2.4770414518049915	680345.372987223	873.0445692691897	4.071267264229846	16.575217136789572	762206.8199304249	777.6826354391706	-1.4005421334907169	604790.2814636139	1.961518267682729	778.8072811799583	668.3237549350824	1.156785	22.172623	0.0527086016647018	0.0272031941455608	0.0220011171	-0.1291232278	-0.0572238308	-0.0068923154	0.0157750281	-0.0507166079	0.0124402012	-0.0935558652	0.092287748	-0.0146807711	0.0013560794	-0.0189961643	-0.1023381959	0.2326174518	0.0490000927	-0.0075312957	-0.0985163377	0.0966727812	-0.0954790729	0.1059852139	-0.0588772182	-0.0232593605	0.0013137285	-0.096661066	-0.0517769935	-0.0324073297	0.0565835537	0.161879595	-0.0998155189	0.0282163588	0.1127542817	-0.0693912747	-0.0894699779	-0.1339677886	-0.0342203479	-0.0830491027	0.1599759436	-0.0723188624	-0.0357817074	0.1376619727	0.0475478618	-0.147343731	-0.0389765181	-0.1748347261	-0.031000085	0.1369762966	-0.0826716881	0.0023845884	0.0150994493	-0.0228342399	-0.04499491	0.041783957	3.3033e-06	0.1001024293	-0.0142366579	0.1561649582	-0.0873313952	0.0132371504	0.0070858642	0.0289295947	-0.0708516441	0.0954690778	0.0636673601	-0.0845134349	0.1311484168	-0.0153022406	0.1374149131	0.1020373001	-0.1135658193	-0.0863376619	-0.0446977142	0.068189351	0.0952191689	0.0594185591	0.104109782	-0.012941098	0.0898390977	0.1256476646	-0.1221064411	0.0641422852	-0.1833257476	-0.1084732572	-0.1043812962	0.1083634016	-0.0719190421	-0.0173059174	-0.0212784902	-0.0470412322	-0.0051063576	0.0063726172	-0.1028749562	-0.0327012302	-0.1428169921	0.0817145135	0.0661280653	-0.0256922385	-0.0575011756	0.0239938951	0.0168382021	-0.0062156158	0.0640782194	-0.0906474169	-0.1222429908	-0.0492711581	0.0679350194	-0.0609378515	0.03122839	0.1705707777	-0.0600772745	-0.0030250565	-0.0281768282	0.0957854929	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0488007756702586	-0.0051990793223807	0.0023815157060189	2.7030425800407574e-05	0.0875355193127944	-0.0118854563594084	0.0001412640728714	0.0076624671413606	0.2355936114577304	-0.0222513774444976	0.0004951237981774	0.055504349759696	-0.0022477432476641	-9.507295790410008e-05	5.0523497074195565e-06	9.038867324634788e-09	-0.0002632518453511	8.380729252220002e-05	6.930153408075948e-08	7.0236622799016035e-09	0.0020022045405808	8.857352034199973e-05	7.84526850577464e-09	4.008823022322372e-06	0.0
824.9837530566746	0.1532413833836017	0.02348292158132	680598.1928074763	870.4208115450855	-2.6237577241041663	6.884104594796274	757632.3891708052	778.2865686447291	0.6039332055585191	605729.9829327866	0.3647353167761885	780.0833098045669	671.9744119908028	1.038084	19.897417	0.0882903477058811	0.0407757452225614	0.0274575051	0.0288638368	0.0220372254	-0.0744752391	-0.0567009353	0.0462827202	0.0812986607	0.0494763671	-0.0573840059	0.0078416813	0.0439860919	0.0261540905	0.0220449939	0.0483124624	-0.0788480367	-0.0015051075	-0.0918345525	0.0387454809	0.0256429755	-0.0672210925	-0.0927356193	0.0600166655	0.0629967044	-0.0547047467	-0.1761329072	-0.1866841537	0.0624831961	-0.0946045163	-0.0425282485	0.0557478519	-0.1093985991	-0.110314877	0.0451927033	0.0595675594	-0.0701117447	-0.1231446922	-0.046408859	0.1548328462	0.0100429801	-0.0505889084	-0.1744118572	0.0170629126	0.0241634629	0.0370604699	0.0495676876	-0.0521553747	0.1956335538	0.0909486858	-0.0333044402	0.0713859763	0.1487711688	-0.0489392063	0.0859192462	0.0890320168	-0.038367071	-0.0268889946	0.0885243408	-0.0762440261	0.0336325974	0.0214010005	-0.0739961277	0.269246359	-0.1258394287	-0.1020751953	-0.0233089161	-0.0625583436	-0.1066213252	-0.0547100679	0.0659753376	-0.0124852068	-0.0847317954	0.0479045112	0.0976941164	-0.0125066959	-0.0325095164	0.0568332643	-0.0145373192	0.0215639718	0.0487376072	-0.0635926103	0.0142552406	0.0735623316	0.2294489798	-0.0235048321	0.0259159571	0.0355496356	0.1547081203	0.0667847844	0.0163379598	0.0057291872	0.0176097533	-0.0670067692	-0.1138557729	0.0751390028	-0.0873162239	0.027315593	-0.0172386741	-0.0597802947	0.0289604483	-0.0062264953	0.1085221435	0.1489621219	-0.0378456961	-0.0602476281	0.0538264918	0.0334115095	0.0278042557	0.0226507993	0.030831714	-0.0024892429	-0.0244934833	0.0439435415	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0444186730842517	-0.0043821025860069	0.0019730185185656	1.9202823074288376e-05	0.0787156651790041	-0.0088198541337903	7.778982694133784e-05	0.006196155944573	0.2150616163542764	-0.0205319951034539	0.0004215628229282	0.0462514988289139	-0.0016988771760303	0.0005488660716338	2.886183659236687e-06	3.012539645907198e-07	-0.0001588299387766	0.0001044219065744	2.5226949451778504e-08	1.0903934572653604e-08	0.0015643646011365	-0.0004378399394442	1.917038125725882e-07	2.4472366052889604e-06	0.0
825.4888666243436	0.5051135676690137	0.2551397162433193	681431.8689207433	866.7533714031351	-3.667440141950351	13.450117194788811	751261.4068387011	778.3620222281796	0.0754535834505532	605847.4376471412	0.0056932432555295	779.4555022502158	668.131059488289	1.019089	19.533333	0.0528197961489056	0.0270342522406678	-0.0126332423	0.0076737879	-0.124420664	-0.029549275	0.0833441638	0.1366899419	0.073194023	-0.040749793	-0.0068708304	0.0147392332	-0.0802087005	0.0845362548	-0.0200402981	0.104863702	-0.0124943081	-0.0740740165	-0.0519921628	0.0834487835	-0.0911729021	-0.0708748817	-0.0257804533	-0.0013296779	0.0064675657	-0.0356994696	-0.1211234509	0.0153958505	-0.0916703886	-0.1487943282	0.0882130522	-0.0504695766	0.0705328477	0.1111465429	0.1166323005	0.1208880673	0.1092872632	0.0541900687	-0.0366954386	0.1411254911	-0.0435010518	-0.0372478706	0.1932675179	-0.0552150785	0.0437273971	0.0302136585	0.0606807293	0.0227228306	-0.0821469865	-0.0294659761	-0.0450527968	0.0063555379	0.0244193053	-0.091522152	0.109086595	0.0591041195	-0.0343432227	0.0737631733	0.0907507493	0.0647752346	0.0398423627	0.0339958283	-0.0808626934	0.0964370421	0.0304273929	0.0935994956	-0.1515655033	-0.1321672453	0.0991859644	-0.0364761187	0.0372600734	0.1733207646	0.074418594	-0.1504587364	-0.0253812764	-0.0726123264	0.0571103016	-0.0358069441	-0.0602459223	-0.0203338844	0.1515605114	0.0516199218	-0.0019465643	0.049368298	-0.0143823113	-0.0883069203	-0.0451395737	0.0118419895	-0.0141877802	-0.0848352892	-0.0068175716	-9.88472e-05	0.0294086015	0.0329067292	-0.0718922402	0.0251521547	0.0077281921	0.054335325	-0.0854138909	-0.1021276195	0.0491258737	-0.1080408826	0.0490344273	0.1006029767	0.0223875875	-0.0295736347	0.0560965916	0.0817627767	-0.1033683789	-0.0639123167	-0.0212762298	0.1268318932	-0.0120581013	0.0171300639	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0291217825743501	-0.0152968905099016	0.0008480782203077	0.0002339948592719	0.083545814329824	0.0048301491508199	2.333034081916624e-05	0.0069799030920334	0.2354947874500155	0.0204331710957391	0.0004175144810277	0.0554577949161279	-0.0018153681242206	-0.0001164909481903	3.29556142643622e-06	1.3570141010275172e-08	-0.0001590364952042	-2.0655642760000455e-07	2.5292606806835533e-08	4.2665557782875926e-14	0.0016928588043675	0.000128494203231	1.651076026396953e-08	2.865770931524561e-06	0.0
827.698772633605	2.209906009261431	4.883684569769783	685085.2582191762	868.2303231525891	1.476951749453974	2.181386470215154	753823.8940416493	780.4798393126853	2.1178170845056457	609148.779573555	4.485149203423993	782.5071677978348	675.9771543661125	0.9868920000000002	18.916203	0.0676933483340661	0.0412444755963378	-0.0525291109	-0.01701903	-0.0069883909	0.0046021532	0.0077730093	0.1280097075	-0.0081136158	-0.0056433597	-0.0291370634	0.0590669622	-0.0892664569	0.0875479033	-0.0213839348	-0.0524197771	-0.066409252	-0.0109648496	0.0607570014	-0.0278874591	-0.0044489522	-0.0957863931	0.0956005522	0.0266838646	-0.0241112568	-0.0780207435	-0.092179174	-0.1200773246	0.0375671415	-0.0275945832	0.0986923238	-0.0459718303	-0.1652309659	0.0317915761	0.0351998767	0.0701181655	-0.1983602356	-0.1032864831	0.0003207265	-0.0759694898	-0.1206237282	-0.1929125053	0.0115903039	0.0209582942	-0.1252712388	-0.1052181864	-0.039463253	0.0515357014	0.2209929098	-0.1508524737	0.0275955288	0.1440403947	-0.1178936678	0.1138225263	-0.0493227809	-0.064680356	-0.0037862344	-0.036367322	0.1097114046	0.0292507304	0.1048804424	-0.1420679604	-0.0338484588	0.1648776295	-0.089908259	-0.0513680384	-0.0113586002	0.1041900015	-0.0831507045	-0.0343236889	0.0666851589	0.016425828	-0.0392589052	0.0426418733	-0.0553261863	0.0401264846	0.080363162	0.0319730005	0.0778866241	-0.1586554073	0.1705325464	0.1886325385	-0.0488981673	-0.0497838142	0.145574674	0.0241707817	-0.0163102376	0.1131202263	-0.1623051485	0.1184608239	-0.0158685464	-0.0135093452	0.065229311	0.1097822018	-0.023337831	0.0514887914	0.0204258686	-0.027784493	-0.056422971	-0.0898364381	0.0515002779	-0.0752668538	0.0536953827	0.1680635575	0.0666847911	-0.1420642473	-0.0475394861	0.0318145995	0.0383849163	-0.1198357428	-0.0918080599	0.1342688992	0.0090469833	-0.068071806	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0251321383096012	-0.0039896442647489	0.0006316243760129	1.5917261359243794e-05	0.0925514686545767	0.0090056543247526	8.110180981693699e-05	0.008565774350119	0.2293421579655259	-0.0061526294844896	3.7854849573410856e-05	0.0525978254202842	-0.0025568842529894	-0.0007415161287687	6.537657083185162e-06	5.498461692242674e-07	-0.0001598713624284	-8.348672241999895e-07	2.555885252471283e-08	6.970032820433956e-13	0.001464301395159	-0.0002285574092084	5.2238489304101664e-08	2.144178575864594e-06	0.0
828.0289711033561	0.3301984697510534	0.1090310294259373	685631.9769864825	868.1435599115682	-0.0867632410208898	0.007527859992449	753673.2406159306	780.5228207211019	0.0429814084166082	609215.8736664254	0.0018474014694752	781.6612535161194	676.4037610482478	1.015321	19.461109	0.1092846745302367	0.0574090906788871	-0.0675026759	0.0071455357	-0.0583483044	0.0167347965	0.090835417	0.1142242306	-0.0315818796	-0.0459954408	-0.045078398	0.0086180838	-0.063160288	0.1553574096	-0.0284183308	-0.0255012965	-0.0755211372	-0.0488874912	0.0741840602	-0.0774223592	0.0182129673	-0.0342908691	-0.0362321521	-0.0131780484	-0.0625733122	0.0069658145	-0.1022092711	-0.0191817733	-0.0229746168	-0.1039144456	0.327487246	-0.0875285844	0.013423239	0.0825921763	-0.0424634399	0.0411167209	-0.0811445033	-0.0109356594	0.0824448399	0.1356303524	0.117149233	0.0947829535	-0.0217993247	-0.1439091353	-0.0849448171	-0.0632517457	-0.004178048	-0.1018577568	0.1770391167	-0.0722219686	0.1080701937	0.0456794407	-0.0171199038	-0.0097474359	-0.0713072228	-0.0762710934	0.0367899764	-0.0730631243	0.0155275346	0.0412527222	0.0468757113	0.0355199469	-0.0653814772	0.0216234418	-0.0230070085	0.0232852532	-0.2424881982	0.069282264	0.1713294257	0.00378908	0.1926432345	0.0776983026	0.0240215028	0.0207731958	-0.0507167266	0.0278293121	0.0494162144	0.2096780802	0.0142249831	0.1866576591	-0.0106641991	0.0240156099	-0.1420613188	0.0254482526	0.1459886091	-0.1220378596	0.0393493607	0.0222351276	-0.0109064159	0.1244895947	-0.0091669205	4.93539e-05	0.0853238328	0.069215856	0.0127589496	0.0214268603	0.0310591455	0.005917688	-0.0771276494	-0.0058983278	0.0019694372	-0.0726193251	0.0038020516	0.1573788059	-0.0250214934	0.0351103438	-0.1816283919	0.0519849716	-0.1222655384	-0.0685997107	0.052223758	0.2255794669	-0.0245242033	-0.151299766	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0213321160402131	-0.0038000222693881	0.0004550591747531	1.4440169247845504e-05	0.0503269558839463	-0.0422245127706304	0.0017829094787171	0.0025328024885446	0.1965288092278427	-0.0328133487376832	0.0010767158553808	0.0386235728565137	-0.0020753952516314	0.0004814890013579	4.3072654504941625e-06	2.318316584287241e-07	-0.0001588879991085	9.833633198999903e-07	2.5245396260702695e-08	9.670034189247312e-13	0.0013378379447862	-0.0001264634503728	1.5993004280193672e-08	1.7898103665097634e-06	0.0
