global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
895.3544426202864	n/a	n/a	801659.5779198837	1097.5233190592053	n/a	n/a	1204557.435878734	822.3411164394645	n/a	676244.9117869049	n/a	852.7161378084317	727.8433178180534	n/a	n/a	n/a	n/a	0.0080521863	-0.0843755101	0.0128088626	-0.0200721698	0.0709704702	0.0605385681	-0.0056735094	0.129864199	-0.0935726225	0.1396643638	-0.2607034497	-0.0410381231	-0.0434881596	0.0407038997	-0.013252357	0.1591177052	0.0011927026	-0.0967293272	0.0486831978	-0.0300230037	0.1032715717	-0.2520144195	0.1005155464	-0.0051181852	0.0669761586	-0.0858551745	0.0529858086	-0.0699456163	0.0683759632	-0.0562912789	0.0587665211	-0.1276754907	0.0412792961	-0.0834954734	0.0527964006	-0.0678704815	-0.0022460509	0.0554428382	-0.1818700989	-0.0094251757	0.1565601102	-0.0598360542	0.0250364511	-0.0656886385	0.1072196893	-0.024643513	0.0112847427	-0.1186254993	0.1496623647	-0.2712979081	0.0676994719	-0.209833173	0.051350801	-0.0830348596	0.0053345737	0.1973170437	-0.000372679	0.0141473031	-0.1553419687	0.11020283	-0.1020671561	0.1196008445	-0.1931529731	0.0081139557	-0.0247380691	0.0083251806	0.1561310446	-0.0408923048	-0.0616536264	0.0656404079	-0.0267572182	0.1436571212	-0.1015965222	0.1093162315	-0.0140514292	0.174514053	-0.1022000004	0.0311687947	-0.0093446481	0.1755966085	-0.0597019079	0.0546840874	-0.0240088711	0.0579478452	0.1460860725	-0.0555442404	0.1200169658	-0.0392777369	0.144680434	-0.0723994516	0.0177513532	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0193460021306037	n/a	n/a	0.0003742677984373	0.0004903763680488	n/a	n/a	2.404689823407322e-07	0.1904564406038957	n/a	0.0362736557675052	n/a	0.0001997100661952	n/a	n/a	3.9884110539691175e-08	-0.0024438613571353	n/a	5.97245833289919e-06	n/a	0.0013992450761551	n/a	1.957886783144292e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
895.4529490475735	0.0985064272871341	0.0097035162168754	801835.9839579962	1082.6654722343371	-14.857846824868147	220.7556122712445	1172164.5247684002	823.7193425023279	1.3782260628634049	678513.5552124673	1.8995070803559624	851.4354188290457	730.5703578832706	1.089572	22.030443	0.1193802828553087	0.0653676009043584	0.0646080143	0.0198998251	0.0563569191	0.0622731774	-0.0237130806	0.070123327	-0.0462722395	-0.0768664968	-0.0080844663	0.096218535	0.0682118798	0.0099241752	-0.0427579499	-0.0457803051	0.1236565024	0.0429328507	0.0604433443	0.0070072426	0.0783736684	0.0692688875	0.0102293658	-0.1129246988	0.0410659066	0.0298358505	0.0204468068	0.09767191	-0.0106799258	0.1322092227	-0.0251708514	-0.1569839202	-0.1177380271	0.0817022067	0.1097869529	-0.0294159486	0.0068203383	-0.0248090906	-0.0589082569	0.0135771889	-0.1952092682	-0.0722907489	0.0040305644	-0.0624705453	-0.0598144415	-0.1579993774	0.0134786888	-0.0522921689	-0.0923624348	-0.0642175167	0.0183900222	-0.0647643666	0.1031953362	-0.0960632128	0.0646821182	0.1009146506	0.0766362747	-0.0012600121	0.0767656308	-0.1235894875	0.0834563504	-0.0385111728	0.0387654478	0.0941697992	-0.0670144679	0.060569732	-0.1248896868	0.0832415867	-0.0110861284	-0.0456015782	0.0025811801	-0.081110023	-0.0342131746	0.1396717484	-0.1646846932	0.0380181183	0.0231620542	0.093478425	-0.0965574316	0.0870715149	-0.0095562013	0.1117969867	0.0528364463	0.0709305167	0.047198893	0.0542137451	-0.0553251015	-0.0164137885	0.0683243452	0.0740025406	-0.1440412804	-0.1074896381	-0.03822156	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0199699737813432	-0.0006239716507395	3.8934062092657833e-07	0.0003987998528275	-0.0287511549050805	-0.0292415312731293	0.0008550671511973	0.0008266289083759	0.1395444366943508	-0.0509120039095448	0.0194726498123436	0.0025920321420855	0.0006590430783114	0.0004593330121162	2.109868160197412e-07	4.343377790701661e-07	-0.0025629811831253	-0.0001191198259899	6.5688725450543615e-06	1.418953294388786e-08	0.0015928477584868	0.0001936026823317	2.537163981716423e-06	3.7481998606029155e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.3895480270257	1.936598979452242	3.750415607215465	805308.0009081495	1088.5406891165428	5.875216882205677	34.5181734129546	1184920.831862318	824.1032180431278	0.3838755407998633	679146.113989039	0.1473604308243875	853.6488312283992	744.9829478146203	0.927366	18.750746	0.2777825824084186	0.1550950215127048	0.0361500091	0.0077086101	0.1452027002	0.0863859556	0.0189855766	0.0504001894	-0.080054473	-0.0504079742	0.0493690787	0.1217547634	0.0029790497	0.0164426529	-0.040152852	0.0165172664	0.2024769047	0.0433145782	0.1287076297	0.0746293147	-0.1134196248	0.0199505567	0.0429067971	-0.1953808215	0.1086284211	-0.0624012247	-0.0136670568	-0.011107092	-0.0701556192	-0.058687817	-0.1138380833	0.0663091238	-0.0586727839	-0.0526814456	-0.0411083931	0.0003349187	0.0097166621	0.1282841475	0.1037344534	-0.0531443847	0.0442218151	-0.0325402216	-0.0384719381	-0.0613643839	-0.0067456209	-0.1777849143	0.0071060243	-0.0808733995	-0.118625891	0.100688566	-0.001339266	-0.0927550514	0.1627321239	-0.118141923	-0.0935876662	-0.0432340627	-0.0459633567	-0.0024343598	-0.0491559289	-0.1375917872	0.0879979705	0.0356372521	0.0389633782	0.0619207216	0.1025027724	-0.0853029465	-0.0376501922	0.0830282899	-0.0371141181	-0.0551166616	-0.0812921864	-0.076579814	-0.013143857	0.1847584109	-0.1689080029	-0.0035261624	0.0707954379	0.0498306817	-0.1191706557	0.1403252939	-0.0664494375	0.0991551015	-0.1040977972	-3.03317e-05	-0.0648447997	-0.0123589341	0.0321916952	0.1301471748	0.0232213599	0.1775723857	-0.138029762	0.0745158573	-0.1364993962	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0211466670815099	-0.0011766933001667	1.3846071226571996e-06	0.0004471815286562	0.1009081508206577	0.1296593057257382	0.0168115355612804	0.0101824549020446	0.1679447081826595	0.0284002714883087	0.0282054250065586	0.0008065754206096	-0.0007857652523274	-0.0014448083306387	2.0874711122832755e-06	6.174270317651426e-07	-0.0019859899705616	0.0005769912125636	3.944156163171265e-06	3.329188593757288e-07	0.0012437210638052	-0.0003491266946815	1.5468420845527385e-06	1.218894489392991e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.6374983462483	-2.752049680777418	7.573777445467088	800376.2534472335	1084.0405073443662	-4.500181772176575	20.251635982630297	1175143.8215634308	823.1750454569972	-0.9281725861305858	677617.1554631294	0.8615043496443398	852.127681194247	726.58842620379	1.007057	20.362045	0.1942799317605783	0.1208936356561418	0.0571948686	0.010206788	0.0548101829	0.0084808996	-0.0116465182	0.0503657578	-0.0237218301	0.0561529917	0.0267401707	0.0325068998	0.1075134005	-0.0429405735	-0.0342863353	0.0450102414	0.0473409268	0.0882739883	0.077800433	-0.030914583	-0.0100919072	-0.0215225479	0.126537038	-0.2110761828	0.0708421331	-0.2137225189	0.0012400116	0.1217811224	-0.0561679404	0.0616284462	0.0577533699	0.049851203	-0.0364689305	-0.0324481996	0.0237245614	0.0297697546	0.0032791857	0.0427871775	0.018584515	-0.1118087961	-0.0992329421	-0.0329939333	0.0926544262	-0.0489464547	0.0270363206	-0.0842919869	0.0432332746	0.0297057312	-0.0117610145	0.028308236	0.0166664029	-0.1308820264	0.0801966418	-0.1719210877	0.0384641225	-0.1430752397	0.0351111741	-0.1385456088	-0.0064974875	-0.0434980485	0.1329883886	0.0142794147	0.0265630678	0.0315083771	-0.0083427523	-0.2017747548	-0.0828043896	0.1129869232	0.0195508195	-0.04767249	-0.0245550503	0.0254261379	-0.0081946845	0.15210157	-0.1618517346	0.0659944025	0.039891494	0.1332657352	-0.1061258914	0.0926915469	0.002377065	0.0559001264	0.0088282351	0.008521423	0.1460349812	-0.0279487477	0.0624842978	-0.1180758709	0.0649954475	0.0301044105	-0.0105395632	0.0491927282	0.0040272563	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0099252648583956	0.0112214022231143	0.0001259198678529	9.851088250930265e-05	-0.0121785001199299	-0.1130866509405875	0.0127885906209583	0.0001483158651711	0.1445680236257231	-0.0233766845569363	0.0208999134550476	0.0005464693808745	-0.0001870573212228	0.0005987079311046	3.5845118676755044e-07	3.4990441423049794e-08	-0.0023181206992568	-0.0003321307286952	5.373683576322835e-06	1.1031082094360457e-07	0.0012447862848042	1.0652209990000966e-06	1.549492894836643e-06	1.1346957767107638e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.4175677873823	-0.2199305588660536	0.0483694507231346	799982.7855666965	1084.4425130307095	0.4020056863432728	0.1616085718523258	1176015.5640683605	823.546994231468	0.3719487744708658	678229.6517076857	0.138345890830379	854.194835407709	732.236678664674	1.117451	22.594143	0.1541245391297979	0.0815714777325096	-0.0227980924	-0.0108889402	-0.0359553632	0.1218508717	-0.0669595653	-0.0083638374	0.1250576007	0.003121147	0.092077161	0.0199668241	0.1256738784	-0.0723629124	-0.0118156605	-0.1589517003	0.0711334314	-0.0422347185	0.054611556	-0.1284914937	-0.1404832829	0.0171985534	-0.0684176337	0.024533127	-0.1082260208	0.0440031392	0.0783790417	0.0257279282	0.0094624694	-0.0366248376	-0.0555422082	-0.1185099399	0.1977425059	-0.0508068214	0.138855165	-0.060118775	0.0681427084	-0.0805828616	0.0173468037	-0.0594449206	0.0543065618	0.0025127769	0.0025938285	0.0009960722	-0.1546895614	-0.0044662335	-0.1181100766	0.0310613912	-0.0605760818	0.0407056695	0.053713982	-0.0622055357	0.0781884629	0.0590618735	-0.0285616161	0.0771679547	-0.048350305	-0.0095063557	0.0307202235	0.0286697228	0.0127319757	0.1304480484	0.0163249895	-0.0309763427	0.0370003532	0.1071444325	-0.1135973846	0.1025519892	0.0359834742	0.0093347451	0.0456491902	-0.0836156553	-0.0873340656	0.0792598645	-0.0268789366	0.0411443862	0.0001274189	0.0295193441	-0.0218376637	0.0887783695	0.0357155868	-0.0219500518	-0.0753943699	0.0779165727	-0.0569972226	-0.0466337407	0.1483651408	-0.1782085456	-0.1090281906	-0.0534077842	-0.1512699472	-0.149096682	0.0159744445	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0010878441939041	0.0110131090522997	0.0001212885709978	1.183404990210861e-06	-0.0509450957709134	-0.0387665956509835	0.0015028489383668	0.0025954027831075	0.0808185815351834	-0.0637494420905397	0.006531643121359	0.004063991366855	0.000323642095991	0.0005106994172138	2.60813894742515e-07	1.0474420629744767e-07	-0.002244835339489	7.328535976779994e-05	5.039285701418694e-06	5.37074395629587e-09	0.0010168632150663	-0.0002279230697379	1.0340107981549725e-06	5.1948925718747634e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.9586359634689	0.5410681760865828	0.2927547711736613	800950.9600855928	1078.8791840192184	-5.563329011491078	30.95062969009829	1163980.2937099745	825.3771356626999	1.830141431231823	681247.4160747628	3.3494176583112654	855.0888048244234	715.0719739058541	1.330416	26.900156	0.165673329499787	0.0770995884661677	-0.017726221	-0.0137506517	-0.0703343366	-0.2077182866	-0.0804773669	0.0047534824	0.0702856035	0.0075620528	-0.0588151083	-0.1738192476	0.0404087793	-0.0060801944	0.0129691302	0.2103618072	0.0577493287	0.0174002755	0.0341282945	-0.092516671	-0.0830991472	0.121105263	-0.2167143015	-0.0301513282	-0.0182314324	0.0224228715	0.0790105649	-0.2486994089	0.1375459406	0.2297459911	0.0216234404	0.0972476358	-0.0627565912	-0.1206251433	0.0736134689	0.0833309482	-0.1438093136	0.0307632073	0.059050107	-0.028226373	0.1099052726	-0.0068429541	-0.1473755368	0.0033086343	0.1650824787	-0.0021657474	0.026617103	0.0813603643	-0.0263559493	0.0644767225	0.081782905	0.0147524956	0.1612623091	0.1324453348	-0.0815393467	0.1714842798	-0.0028472516	-0.1877656819	-0.1610882506	-0.0480638663	-0.2349443531	0.0250873205	-0.1291076614	0.1961560257	0.1818547579	-0.0182078215	0.0790863404	-0.0659911129	-0.1247906593	-0.0069759768	-0.0300087454	0.1937726673	0.0063665865	0.0119711701	-0.0489573929	0.0550556037	0.0367587636	-0.0323679068	0.0671782334	0.0942801634	-0.0932203825	0.1725224084	-0.0068514294	0.1380666796	-0.1003267009	0.0019014858	-0.063498924	0.0789372741	0.0195849944	-0.030613346	-0.1554528053	0.0873823776	-0.1157508047	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0203076731888103	-0.0213955173827143	0.000457768164074	0.0004124015903435	0.0070682921816853	0.0580133879525987	0.0033655531817387	4.9960754365673534e-05	0.0631421399267395	-0.0176764416084438	0.0039869298345279	0.0003124565879367	-0.0002463257672793	-0.0005699678632703	3.2486336516091137e-07	6.067638362573587e-08	-0.0016351052437899	0.0006097300956991	2.673569158269228e-06	3.7177078960123373e-07	0.0008248015229151	-0.0001920616921512	6.802975522030682e-07	3.688769359198234e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.4618905730337	1.5032546095648058	2.259774421177837	803643.9212497778	1085.2504793185633	6.371295299344865	40.59340379145397	1177768.6028611714	824.8724903905114	-0.5046452721884407	680414.6254030444	0.2546668507421454	854.3526971342101	726.4557542648647	1.13711	22.991623	0.135221305762425	0.0663015213429197	0.014403872	-0.0373112991	-0.0262272183	-0.0748123378	-0.032803314	0.026558411	-0.0700546627	-0.1051017447	-0.057502156	-0.0131284918	-0.067444504	0.1395110406	0.0003621106	0.1567180782	-0.0148496147	-0.002126537	-0.0372323379	-0.0045349289	0.0202821276	0.07451524	0.0138999414	0.0285520103	0.0268878498	0.0112557362	-0.0917466929	-0.03838781	0.0316797164	-0.057351007	0.0722386597	0.1278615754	0.0857855876	0.0905174118	0.0359370793	-0.0860742773	0.058849025	0.0393236219	-0.0617599705	0.0103892552	0.1265910087	-0.0656136805	0.0544232429	-0.0217292026	0.1350097731	-0.0139322826	0.0960898748	0.06830248	-0.0481166866	-0.0283591591	0.0538777848	0.1051475269	-0.0313870206	-0.0266725058	-0.110475885	-0.0808432026	-0.1075226047	-0.0247092908	-0.0432401961	0.0487701786	-0.0677617858	-0.0803144302	0.1256991008	-0.1061858058	-0.0997157575	-0.0204780791	0.0579166197	-0.112068694	-0.0043792015	-0.017805525	-0.0533998734	0.0661995835	0.0797605942	0.0253159604	-0.0099398886	0.0515649744	0.0307772486	-0.0276267375	-0.0344342208	0.0261670511	-0.0514263539	-0.0356306252	-0.0362055064	-0.0626015637	0.0908457072	0.0604849474	-0.1197849387	0.1285012962	0.0445137672	-0.0439898338	0.1258532428	0.1055437973	0.1238686775	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0370722638978548	-0.0167645907090445	0.0002810515016417	0.0013743527505121	0.0356914376057915	0.0286231454241062	0.0008192844539695	0.0012738787183681	0.0812229431403039	0.0180808032135643	0.006597166492373	0.0003269154448476	0.0007072816230177	0.000953607390297	9.093670548290548e-07	5.002472942585519e-07	-0.0016348802305077	2.2501328219995745e-07	2.67283336810491e-06	5.0630977166397695e-14	0.0003435785981801	-0.000481222924735	1.1804625312740261e-07	2.315755032905075e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.2384673776274	0.7765768045937875	0.6030715334330976	805036.8673421538	1093.039145386335	7.788666067771601	60.66331911525673	1194734.573346889	824.8259388768396	-0.0465515136718295	680337.8294440599	0.0021670434251385	855.5202963288805	731.8682028877025	0.955044	19.310373	0.0932232076194366	0.049145155936503	0.0100637245	0.0068467887	0.0017097826	-0.144791131	0.0233811181	-0.0090002616	-0.0421940328	0.0514155113	-0.0580207656	0.0467690033	-0.0252044802	0.0548980022	0.0048090512	0.1465166755	-0.0253734238	-0.0138873997	-0.1186781356	0.0025126819	0.0457774665	-0.047467354	-0.0384073983	0.0513947329	0.011444869	0.133006452	-0.0716540777	-0.0588293174	0.0046043652	0.0083644422	0.0720031208	-0.0001548487	0.0082594618	-0.1274055948	-0.102691985	0.0613917141	-0.110766991	0.0755002376	-0.0976782431	-0.085467726	0.0680540437	-0.0116042583	0.060801525	-0.0018998633	0.1449422212	0.0021430972	0.0087917606	0.0637843469	0.1023028264	0.0144796511	0.0135359994	0.0720219252	-0.0462193621	0.0250804608	-0.0600615864	-0.085546387	-0.1321619555	-0.1015351541	-0.0174988541	0.0670788386	-0.0278919707	-0.0255392969	-0.080298338	-0.0867330801	-0.0222836094	0.1668869294	0.113243673	-0.1846560603	-0.0641546683	-0.0163452634	-0.028198257	0.1396254278	0.089084139	-0.0030996023	0.0731234131	0.0494393582	0.0477210297	0.0160552561	-0.0236418819	-0.1163827913	-0.0154262426	-0.0859185245	0.0303856398	-0.0802394633	-0.0243554213	-0.0212713052	-0.0432226003	0.118781914	0.0547633091	-0.1122318822	0.0771305571	0.1951754293	0.0486116007	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0202951216794389	0.0167771422184159	0.0002814725010169	0.0004118919639832	0.0020979838319163	-0.0335934537738752	0.0011285201364574	4.401536158982202e-06	0.0812250336152544	2.0904749505057385e-06	0.0065975060857992	4.37008551869197e-12	0.0009866826174099	0.0002794009943921	7.806491566735014e-08	9.735425874988508e-07	-0.0010578290460725	0.0005770511844352	1.119002290714655e-06	3.329880694580673e-07	0.0003430203539636	-5.582442164999996e-07	1.1766296323331345e-07	3.1163660525569844e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.0769344852995	-1.1615328923279549	1.3491586599597445	802953.8725165717	1089.5004073948537	-3.5387379914811845	12.522666572352287	1187011.1377135522	823.9129247621048	-0.9130141147347786	678832.5075900458	0.8335947737049314	854.9288974857253	723.3672771177029	0.967326	19.558695	0.1728463104312288	0.0872716691351975	-0.0036844272	-0.0211396095	-0.0275546767	-0.0811509378	0.0377353108	-0.0301909107	-0.0512475766	0.0683763841	-0.0049549138	0.0220648091	-0.070320879	0.0375610605	0.0076117913	0.0948633704	-0.0770016564	0.006060222	-0.0177719086	-0.0279531887	-0.0498217049	-0.0340115737	0.0932394252	0.0404536932	0.0562953699	-0.0037983893	0.0465000792	-0.1190711855	0.0526563527	-0.0997546808	-0.0390702697	-0.1294642365	0.1289454929	0.0146987839	0.0374758786	0.0954851175	0.2042846098	-0.1074951022	-0.2697291055	0.0197672472	0.056044944	0.01124604	0.0404052662	0.0151817084	0.0723915987	0.0752657286	0.040888874	0.0784065922	0.0195975973	0.0179219311	0.0744906716	-0.0084023628	-0.0746093956	-0.044182009	-0.0042081447	-0.1057660105	-0.0547108605	0.0736487341	-0.1770668772	0.0629936818	0.0214967881	0.0482373862	-0.0900666523	-0.1781119221	-0.1929472966	0.0542640454	-0.1199912364	-0.0608797967	0.0900775255	0.0048172896	-0.0063465089	0.0816577406	0.0288652499	0.0240227237	0.0159888608	0.0140695322	-0.0099145509	0.0037180809	0.0149435507	-0.0544953503	0.0111801924	-0.0907776384	0.0121296279	-0.0414202207	0.1416835934	0.051216605	0.0355086013	-0.1092152063	-0.0104989251	-0.0695932003	0.2518346584	0.0681456838	0.2262639638	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0080182758884888	0.0122768457909501	0.0001507209425747	6.429274822392085e-05	-0.0610211841972301	-0.0631191680291464	0.0039840293726916	0.0037235849208322	0.0383027996404621	-0.0429222339747923	0.0014671044602973	0.0018423181693868	0.0001911663840584	-0.0007955162333514	6.328460775257581e-07	3.6544586393963694e-08	-0.0012719739608726	-0.0002141449148001	1.6179177571379308e-06	4.5858044534742144e-08	0.0002621202493884	-8.090010457520002e-05	6.8707025139437e-08	6.5448269202783e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.9689652420172	0.8920307567177588	0.7957188709304573	804553.3246073351	1088.8654117769408	-0.634995617912864	0.4032194347685399	1185627.884964167	825.2177462200785	1.3048214579737305	680984.328676546	1.7025590371886918	855.6769489346734	733.1729131097891	1.04614	21.152271	0.1038584482750879	0.0617740693482869	-0.0478599999	0.0311044031	0.0256786363	-0.0647659603	-0.0567848992	-0.0358260002	-0.0095178743	-0.0248083227	0.0033565033	-0.005159379	0.0197814037	-0.0460785356	0.0438632413	0.0322305633	-0.1069338446	-0.0254187424	0.076598275	0.1089880329	0.0982226481	0.0347719413	-0.0931814589	0.0444994189	-0.0078888487	0.1178102231	0.0141384639	0.0593432909	0.0737964838	0.1088073083	-0.0471478914	0.0436095451	0.1725244048	0.0268738519	-0.1002583157	0.0726950777	-0.1491380905	-0.146122557	-0.0990143186	0.0727141941	0.0645230224	-0.0248962876	-0.0469418212	0.0473755215	0.0192463627	0.0578077365	0.0334089431	0.01851655	0.0127012568	-0.0036923353	-0.1159303782	0.080641969	0.0731037977	0.0144897547	0.0718496947	0.1363628541	0.0688748179	-0.021827822	0.1076610052	-0.041340672	-0.1315413235	-0.0463699705	-0.0321966144	-0.145459071	0.0137340749	0.1406983289	0.0720791345	0.0235157118	0.2771851171	0.0343960525	0.0367554268	0.0521778002	-0.0397639402	-0.0830787651	-0.015227494	-0.0084829679	-0.0735975901	-0.0235394503	0.0118368342	-0.0521290048	0.0031677166	-0.038755578	0.0470845267	0.0654356448	-0.0671642262	0.060228736	-0.0063666363	-0.0177833205	-0.1303580593	-0.083584371	-0.0280715075	-0.1025990939	0.0930248874	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0096627970016243	-0.0016445211131355	2.7044496915484253e-06	9.336964589459956e-05	-0.0782698049849841	-0.017248620787754	0.0002975149190797	0.0061261623723874	-0.0156474658127763	-0.0539502654532384	0.000244843186362	0.0029106311424748	0.0005677460047812	0.0003765796207228	1.4181221074372793e-07	3.223355259450144e-07	-0.0014349060380529	-0.0001629320771802	2.0589553380406704e-06	2.6546861774287195e-08	0.0003429093699045	8.078912051610003e-05	1.1758683596830121e-07	6.526881993764935e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
