global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
979.1371181834726	n/a	958709.4962046356	n/a	1150.9532065555968	n/a	1324693.2836806104	n/a	925.4548685582592	n/a	n/a	856466.7137381849	960.9452398174471	757.5695708282875	n/a	n/a	n/a	n/a	-0.184482356	0.017147412	-0.0117042115	7.7649e-05	-0.0297176057	0.2213407325	0.1646282331	-0.2027466821	0.0054010364	-0.2397325833	-0.021415073	0.1823060189	-0.3831319543	0.0906971586	-0.0934806369	0.0324769482	-0.0866986753	0.2077253389	-0.1770566265	0.0809999585	-0.2822693828	0.0605670666	-0.0143627995	0.0302018139	-0.0716176413	0.0928955667	-0.0975023269	0.0623189155	-0.1295174366	0.0162614854	-0.0006877948	0.1539926717	-0.0305797699	0.0342392656	-0.0004367232	0.0432351416	0.0238067923	-0.1468505463	0.0071138463	-0.1631963592	-0.0284053452	0.0587084361	-0.0838910385	-0.0784704766	0.1451396081	-0.1011057156	0.2235318826	0.0067934297	0.0833863389	-0.0063407795	-0.0351154506	-0.0302407818	0.0380974351	0.0886896334	-0.0768533776	-0.025495755	0.2256694581	-0.111386213	-0.3654798028	0.104126152	-0.1361524017	0.0402740959	-0.0701727627	0.1142096759	-0.0418770659	0.0469388431	-0.1164575811	0.2019325528	-0.1083387388	0.0040398816	-0.1109554526	0.0993872527	-0.1597001848	0.1667055391	-0.0969456962	0.1587714178	-0.1713401574	0.1791572955	-0.0065405511	-0.0317858956	0.1404491038	-0.0536825396	-0.0484664443	0.0017895828	0.0906747583	-0.0060272473	-0.2040037972	0.0405508127	0.0897402781	-0.0398065474	-0.3667918141	0.0048384384	-0.1532127278	0.0943328714	0.0396311111	-0.1740167769	0.0011750107	-0.0425411544	0.0811087073	-0.0051234522	0.0682673017	-0.0964235205	0.000565786	-0.3574676052	0.309816552	-0.3900638323	-0.0755812631	0.1017243254	-0.1926165628	0.025908373	-0.089897634	0.3680021381	-0.0662294429	0.055047643	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0124871081353319	n/a	0.0001559278695834	n/a	-0.0526315626331381	n/a	n/a	0.0027700813852059	-0.2929622156366775	n/a	0.0858268597907511	n/a	0.0063961786413418	n/a	n/a	4.091110121195703e-05	0.0003341708854787	n/a	1.1167018070161843e-07	n/a	0.0022409566409892	n/a	5.021886666793599e-06	n/a	0.0
981.472550328611	2.335432145138384	963288.3670485478	5.454243304545674	1148.4704314922465	-2.4827750633503456	1318984.3320119868	6.164172015194312	928.3457344320606	2.8908658738013173	8.357105500309054	861825.802638202	963.2759390669772	785.7568149084649	1.488092	22.686075	0.1589264506509394	0.0846405557210487	-0.3064329017	0.0080129547	0.002131962	0.0257949357	0.0628819377	0.1043572692	0.2045117642	-0.0124868786	-0.112504854	-0.1675469775	0.0083231277	0.0187283028	0.1223515418	0.1209051507	-0.0131342251	0.0448176852	0.0975779064	0.2463241044	0.1858938158	0.1006788398	-0.1149782538	-0.0268089714	0.0490743562	-0.1502077032	0.0490042204	-0.0872198637	0.1286700782	-0.0880063133	-0.1415803643	-0.0245187472	0.0491923612	-0.0145113275	0.0285643197	0.054660874	0.0627506109	-0.0629455028	0.0671587956	0.0457497618	0.0480127076	0.0531296509	0.0330521324	0.2148754013	0.0635078418	0.1185768833	0.0442682679	0.2196536219	0.0119206541	0.099730248	-0.0569218197	0.0973498323	-0.0220766013	-0.0950973325	0.0562894293	0.0108539844	-0.049648559	-0.2270258208	0.0999476286	-0.1265294218	-0.1351814771	0.100673654	0.0896758095	-0.0208778129	0.1049679618	-0.0916393418	-0.1185753633	0.0618992421	0.2110830623	-0.0385404965	0.0523620881	0.0136766123	0.0364791301	0.0368567089	0.0576895864	-0.0888119627	0.1334840883	0.1572504273	0.1184735436	0.0509625512	-0.1041460435	-0.0244271511	-0.0583230404	0.112398032	0.0962971556	-0.2261605758	-0.0930381344	-0.1028554089	0.070497423	0.0934247029	-0.0563481218	-0.01489999	-0.347107699	0.0284925785	-0.1702195707	0.0540339464	-0.0937879005	-0.0384824156	-0.1324118969	-0.027968066	0.0705294045	-0.2095021623	-0.0259110123	0.277676938	0.2357445391	0.0493113813	-0.0933047166	0.2317384034	-0.2184768078	-0.1184743109	0.1057107883	0.0850185439	-0.2144648568	-0.1408583461	-0.034659106	-0.2170311848	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0204468868799096	0.0079597787445777	0.0004180751830798	6.335807766263095e-05	0.015809372701085	0.0684409353342231	0.0046841616294233	0.0002499362652018	-0.2591066282530789	0.0338555873835986	0.0671362448046792	0.0011462007970884	0.0062399133294002	-0.0001562653119415	2.4418847716205353e-08	3.893651835842629e-05	0.0001619803205445	-0.0001721905649341	2.623762424369897e-08	2.9649590652358937e-08	0.0015960095340942	-0.000644947106895	2.547246432919586e-06	4.159567706922307e-07	0.0
979.5181635416972	-1.9543867869138007	959455.832708099	3.819627712863252	1146.809150301177	-1.66128119106952	1315171.2272145075	2.759855195801363	927.5462494032602	-0.7994850288004045	0.6391763112759836	860342.044782055	962.6625615947908	769.1825069973759	1.147728	17.49719	0.2212614752876275	0.1082135349755909	-0.2792134271	-0.0085327392	0.0035964323	0.0592304867	0.0796203882	0.0820949726	0.1189246602	0.116716377	-0.189327907	-0.1332197593	0.0019424217	0.0517568998	-0.0335301508	0.2191814704	0.0764435064	0.0879015706	-0.0271185172	0.2601004804	0.0716220568	0.0622256558	-0.1607643787	-0.0181089538	0.0526518455	-0.0638003095	-0.0538973728	-0.0290045507	0.0031024059	0.0002385506	-0.0496025001	-0.0293557415	-0.0402486616	-0.1019247683	-0.0921865647	0.0642125042	-0.024130115	-0.1247575467	0.1268231443	-0.0410250117	-0.1384770269	0.095777798	-0.0506739514	-0.0615742727	0.0360336218	0.0485328928	-0.000625372	-0.036971728	-0.0304319247	0.002843485	0.0464917919	-0.093081861	-0.1765392477	-0.0770191736	0.0469992359	-0.0346438204	0.1449958279	-0.2685866925	0.0753509862	-0.0905789814	-0.1335779891	0.0003070909	-0.0400673059	0.0248080301	0.1177073929	-0.0179704221	0.0340568219	0.018333185	0.0603030524	0.1393022193	-0.0089517469	0.0454830039	-0.0259864929	-0.0493705141	0.0650223168	-0.1438398626	-0.0701422948	0.0102316775	-0.0893707334	-0.233747498	0.0155286844	-0.0231196828	-0.0764162392	-0.0018488926	-0.0683214907	0.0068849848	0.0180179048	0.0767134159	0.0539699649	-0.0021424888	-0.0080214337	-0.0139189188	-0.3558773529	-0.064674062	-0.0005613345	0.0450169633	-0.0444429831	-0.0657677007	-0.0059463878	0.1243359397	-0.0086459767	-0.0582623842	-0.0703925628	0.0534462868	-0.0193887768	0.0488517211	-0.0246819655	0.1116296102	0.0018398415	-0.0785208855	0.2090992981	0.0762219019	0.184934227	-0.0264462096	0.0589764769	0.1731154219	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0754478144032901	0.0550009275233805	0.0056923726982333	0.0030251020284321	-0.0449004838510092	-0.0607098565520941	0.0036856866825758	0.0020160534500547	-0.2120599725130461	0.0470466557400328	0.0449694319422338	0.0022133878163211	0.0054552884737009	-0.0007846248556993	6.156361641811485e-07	2.976017233129389e-05	0.0002601400334818	9.815971293729996e-05	6.767283701991201e-08	9.635329243933136e-09	0.0018833056749	0.0002872961408058	3.546840265110545e-06	8.253907252190605e-08	0.0
979.302792022144	-0.2153715195531731	959033.9584623666	0.0463848914346428	1152.581225033464	5.7720747322871375	1328443.480299641	33.31684671510763	927.9873324555016	0.4410830522414244	0.1945542589746111	861160.4891978776	963.4979636293428	771.0544528020131	1.055317	16.088385	0.0713260348616537	0.0348605344137641	-0.2266438359	-0.0132112385	-0.0700740655	0.0172566603	0.0212855849	-0.0194473579	0.1953412828	0.1229129265	-0.1309856654	-0.1056438529	-0.060673614	0.0083882395	0.0188690788	0.1226324377	-0.051134222	-0.0053807424	-0.1286991262	0.2065976163	0.1765005833	0.1110171221	-0.1523501006	-0.03520806	0.0943412303	0.0088747438	-0.0363423408	0.0301749483	0.0345157766	0.0804101703	0.0811133699	-0.0051073088	-0.0842878084	0.0202670864	0.0675215139	0.0297883348	0.0735154169	0.0165196906	-0.0599243454	0.0936261961	-0.1261010188	0.0250677368	-0.0874853708	-0.0394948141	0.1051919797	-0.0366110186	-0.023180941	-0.0345634909	-0.0488419509	-0.1186020631	-0.0928013273	0.1050684686	-0.0711591834	0.1341460647	-0.0180615915	-0.0499735398	0.019408449	-0.2828219749	0.0582936506	-0.0976262559	-0.0926063387	0.0338537507	0.0164712877	0.0933697824	0.1021449115	-0.0578689375	-0.0346926138	0.0196161337	-0.0686546071	0.0195112975	0.1242543511	-0.0533908697	0.0620329203	-0.035408844	0.0673505272	0.0057574633	-0.1249390859	-0.1156879156	0.0652674164	-0.14131366	0.0045674139	-0.1046190779	-0.1433112886	0.0610723687	-0.07564468	-0.0405474042	-0.0122949772	-0.0326055276	0.0134909243	0.0112419985	0.0916917345	0.0004960209	-0.318042187	-0.1264536467	0.104125456	0.0256877622	0.0202018594	0.0057082325	-0.0014538931	0.0872970634	-0.1044183416	0.0710929387	-0.1023301798	-0.0259183574	-0.0484123744	0.0508524896	-0.0497896709	0.154151214	0.0448774898	0.0204303357	0.0164140355	-0.0421123432	0.2687412388	-0.02213425	-0.0507054804	0.0977824677	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0931702603391499	0.0177224459358597	0.0086806974116649	0.0003140850899494	-0.0407117421029283	0.0041887417480808	1.7545557432115822e-05	0.0016574459450553	-0.2210627076373441	-0.009002735124298	0.0488687207079538	8.104923971826893e-05	0.0057358420384778	0.0002805535647768	7.871030270902619e-08	3.289988389036916e-05	0.0007061420987271	0.0004460020652453	4.986366635947135e-07	1.989178422030729e-07	0.0019649922859461	8.168661104610009e-05	3.861194683827681e-06	6.672702424196841e-09	0.0
978.9906283254036	-0.3121636967404129	958422.6503489685	0.0974461735626404	1148.7352478421967	-3.845977191267366	1319592.669635073	14.791540555748815	927.6552251429562	-0.3321073125454177	0.1102952670461397	860544.2167350287	963.1608176682262	765.6491292455423	1.018707	15.530261	0.2615383680071793	0.1317038885777588	-0.1823358425	0.001271807	-0.0662468498	0.0146235684	-0.0213857937	-0.0485702814	0.1851072068	0.144673016	-0.090734365	-0.1199174285	0.0122309803	-0.1241491249	-0.0191998762	0.0896876943	-0.1489310512	-0.1229386074	-0.1292192088	0.1779639546	0.077184345	0.0294559872	-0.1217910071	-0.0485478356	-0.0041872512	0.0226373091	-0.0208322954	0.0060164752	0.0645161838	0.0738263902	0.0266873307	-0.141553456	-0.0075478154	0.0592754198	0.0715833167	0.0390762804	-0.0745366797	0.0256776326	0.0025307188	-0.0260286152	0.0859208451	-0.0930256805	0.0249537852	-0.0485296958	0.0918511962	0.0311838068	-0.0933185845	-0.0628061476	-0.1181007612	-0.0003369565	-0.0276251208	-0.1095481901	0.1181977352	0.1651294485	-0.0623428744	0.0158662034	-0.0541409511	-0.2094486801	0.076818211	-0.0862131635	-0.0331688338	-0.0504695747	0.0563892166	0.0229431826	0.0984188405	0.0661436952	0.0146876035	-0.0418842484	-0.1119971058	-0.007337727	0.1770705155	0.0765415977	0.0595877853	0.0742318829	-0.0128610001	0.0908743351	-0.0007403948	-0.1573167198	-0.0354791382	0.047369233	0.0167914766	0.1569063722	-0.0496348807	-0.0630321548	-0.0299974359	0.0758427216	-0.067456331	-0.0402563263	0.0386465057	-0.1293007034	-0.0338400307	0.0635225242	-0.2053188629	-0.0264769433	0.1437143815	0.0438777699	0.0577221385	0.0738109334	0.0796574685	7.22415e-05	-0.0320393955	0.0962763021	0.0069708432	-0.1121840533	-0.1024457738	-0.0420751179	-0.1021798686	-0.0098167285	0.2152108996	0.1587325705	-0.0208117437	-0.2006447979	0.1488809733	-0.1854857122	0.0428409625	-0.0182872273	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0588509125572045	-0.0343193477819453	0.0034634299088157	0.0011778176321781	-0.0688104462340959	-0.0280987041311676	0.0007895371738508	0.0047348775109354	-0.1576714139476678	0.0633912936896763	0.0248602747762568	0.0040184561156507	0.0040949535955403	-0.0016408884429374	2.6925148821658508e-06	1.6768644949628435e-05	0.0009678647806019	0.0002617226818747	9.36762233529564e-07	6.849876220773775e-08	0.0011530229626706	-0.0008119693232755	1.3294619524456878e-06	6.592941819404738e-07	0.0
978.2668276390294	-0.7238006863741475	957005.9860589304	0.523887433595687	1149.4736088062157	0.7383609640189661	1321289.577341985	0.545176913187017	927.6520728214206	-0.0031523215355946	9.937131063773734e-06	860538.3682098782	962.8476668131044	764.0980723366123	1.156431	17.629866	0.1617370914502623	0.0807931036801188	-0.1200105867	0.0184951227	-0.1230975698	-0.052411982	-0.1141510894	-0.0764555237	0.1080722112	0.0274776303	-0.0498554578	0.0709619572	-0.0737490255	-0.1124314501	-0.0731798482	-0.0212969437	-0.0229357113	-0.151854834	-0.1087063765	0.065783503	-0.0279550583	-0.0726966883	0.0229492559	0.0093764594	0.0156869345	-0.067172017	0.0455591368	0.0131047288	-0.087261688	-0.0398929327	0.0529651249	-0.0741837981	0.0269083683	-0.1289952564	0.0032929584	0.1452821164	-0.0537054158	0.1583782623	0.0427540482	-0.1587731339	0.0675889246	-0.0713847099	-0.0270068473	0.0877881729	-0.0877158684	-0.047092546	-0.0363437301	0.0694954106	-0.0882761986	0.0186855018	0.0095241778	-0.0679863107	0.1356870528	0.0542000316	-0.1594970302	0.0305980534	0.0876610082	-0.0113011391	0.0765628782	-0.0997110154	0.1099473359	-0.0145691565	-0.0391661585	-0.0084193486	0.0255552618	0.1107561488	-0.086589598	0.0892898172	-0.0350955638	-0.0712693325	0.0308175106	-0.0989212425	0.215523405	0.193992525	0.021490206	0.0315852887	0.0258500452	0.017874219	-0.0666862699	0.1401806509	-0.1038751253	0.1563391243	0.0490894313	-0.081931746	0.047039924	0.1089828219	-0.0640837441	0.1098834017	0.0180428701	-0.0198309836	-0.0882444769	0.0645172124	-0.0590437169	-0.0596607823	0.0042844639	-0.0670016584	0.0856654477	0.191331462	-0.0179996284	-0.0890126411	-0.0260330666	0.0734679588	-0.0223413043	0.062704342	-0.0371209878	0.04702313	-0.1861032884	-0.0987422169	0.238230215	0.0144775872	-0.1808999026	-0.0531730283	-0.2311894387	-0.1567688653	0.1121105194	-0.094595769	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0299009928601634	-0.0289499196970411	0.0008940693740235	0.0008380978504651	-0.0324179417059866	0.0363925045281093	0.0013244143858284	0.0010509229444527	-0.0983111474315308	0.0593602665161369	0.0096650817093041	0.0035236412408668	0.0039008765208905	-0.0001940770746498	3.7665910904624126e-08	1.5216837631234773e-05	0.0013213767168729	0.000353511936271	1.7460364278938042e-06	1.2497068908607157e-07	0.0009599239594119	-0.0001930990032587	9.214540078530188e-07	3.7287225059503446e-08	0.0
975.5574017527648	-2.7094258862646257	951712.2441146054	7.340988633160852	1142.1673230138315	-7.3062857923841875	1304546.193760582	53.38181207999504	926.5248860640784	-1.1271867573422014	1.2705499859276268	858448.3644960534	961.947326415316	756.2600800552093	1.059977	16.15942	0.1456212003610517	0.0827317621644244	-0.017837842	0.0517121263	-0.086454056	-0.1198579764	-0.1062166546	-0.0876475965	-0.0053454028	-0.0929492742	0.0390482081	0.1538542903	-0.0388368941	-0.0621351663	-0.0548145065	0.0335813526	-0.0236507438	0.0747450031	-0.0044278612	-0.0071357478	-0.0227663129	-0.0577378387	0.0725909793	-0.0781343656	0.0971348027	-0.0021942172	-0.0841925032	0.0431498976	-0.0493953775	0.0686343611	-0.0108334038	0.1648698789	-0.1777315318	-0.0516172439	-0.0953025572	-0.0834650765	-0.0659220625	-0.0165563705	0.013012658	0.0272107239	0.1051467566	0.0562280508	0.1110528284	-0.0742332994	0.0620298723	0.030486121	0.0341610305	-0.1230299289	0.119677092	0.0993772977	0.0155007903	-0.1310263656	0.0921598418	-0.0941311898	-0.0481552086	-0.0649893161	-0.0603514913	0.1233627489	0.0468437233	0.0062896335	0.0349415029	0.0193854844	-0.0768346479	0.1748070338	-0.0279609765	-0.1157484862	-0.029710023	0.0774509876	0.0050980008	0.003168317	0.0431963432	-0.0382962175	-0.0618528944	-0.0957556905	0.0242834245	-0.1344789317	0.1008212317	0.0119278599	-0.0582213171	0.0535529594	0.1011405411	-0.0168052384	0.0596626814	-0.0578354633	-0.0019739604	-0.0244265003	-0.030688538	0.0555033142	-0.092801461	-0.220399249	0.0811469444	0.1314993061	0.0352996966	-0.0604523332	-0.0340664843	-0.1348565186	0.1348614066	0.0249036644	-0.0227559162	-0.0356931733	-0.0252553236	0.0119887035	0.1002231512	-0.1087465111	-0.006531063	0.096804817	-0.0559043416	-0.0373713166	0.1513263477	0.0292528776	-0.0666836407	0.0875385597	-0.2632287751	-0.0764678433	0.1804168028	-0.0502700709	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0240783853027153	-0.005822607557448	0.000579768638786	3.3902758768051714e-05	-0.0231333490095693	0.0092845926964173	8.620366153836547e-05	0.0005351518363985	-0.0422514517638745	0.0560596956676563	0.001785185176155	0.0031426894783502	0.0030476939877597	-0.0008531825331308	7.279204348394886e-07	9.288438643026623e-06	0.0014341707303824	0.0001127940135094	2.0568456838855867e-06	1.2722489483581266e-08	0.0004368144172616	-0.0005231095421503	1.908068351275912e-07	2.7364359308869654e-07	0.0
974.4126977034114	-1.144704049353436	949480.1054456396	1.3103473606061535	1139.75764767877	-2.4096753350615927	1299047.495442243	5.806535220404199	926.52346826259	-0.0014178014884009	2.0101610605120416e-06	858445.7372413386	961.4986187516788	749.5364217333558	1.039965	15.854342	0.1295441124117423	0.0783148686931039	0.0669000474	0.0762900461	-0.0746002342	-0.0965475181	-0.0378162074	-0.1029352422	-0.1270171459	0.0811676479	-0.0512697982	0.1417134385	0.0635857287	-0.0370032955	0.0735754955	-0.0342419245	-0.061564593	0.0838682755	-0.0411180654	-0.1338237619	0.0735164131	-0.0110511014	0.0424912231	-0.0413895107	0.1930034656	0.0325112866	0.0119092395	0.0245171449	-0.0105062788	-0.1125165844	0.188647682	-0.0963786549	-0.0470848667	-0.114982367	-0.0618643922	-0.1334794001	0.0189296441	-0.1799834041	0.059042609	0.0106690446	0.1520809505	0.0122864527	0.0816011716	-0.2657736283	-0.0352243491	-0.0412613456	-0.0606340703	0.0466888717	0.2341566958	0.0577042072	0.0568724697	0.1126411061	0.1805115826	0.0364467356	-0.1306425675	-0.071190827	-0.0917269932	0.0042052956	-0.2036274433	0.0087666593	0.0636722022	-0.0662262716	-0.0630044571	0.1290743794	0.030296217	-0.0781096099	0.0189786407	-0.0118864925	0.0161706141	-0.1584647779	0.0008106867	0.0081929457	0.0357344495	-0.0713358653	0.1604444852	-0.1882207739	0.1798744529	0.0249514673	-0.0456969353	0.1378249504	0.138105334	0.0835392414	0.1918597176	-0.0884912561	0.0380999766	0.2027416152	0.247997881	-0.0297786579	-0.0128475006	-0.0661632653	0.1173891086	0.0063934433	0.1263843491	-0.1020745826	0.0933836471	-0.1382273198	0.1398603321	-0.0588212021	-0.0330298116	-0.0719623471	-0.0616018068	-0.0029385948	0.0973403945	-0.1298652411	0.0828563799	0.1108835677	-0.0574771642	0.0791351509	0.0331125334	0.0359163685	0.0132998676	0.0528318578	-0.1657250816	0.0585788651	0.0257725472	-0.0756376436	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0261775042244494	0.002099118921734	0.000685261727421	4.406300247582128e-06	-0.0272842445382792	-0.0041508955287099	1.7229933690263845e-05	0.0007444300000246	0.0167048889357488	0.0589563406996233	0.0002790533143557	0.00347585010869	0.0023319610851708	-0.0007157329025889	5.122735878483319e-07	5.438042502750976e-06	0.0018621775549845	0.0004280068246021	3.4677052462880505e-06	1.831898419059728e-07	0.0005798298353041	0.0001430154180425	3.3620263790877973e-07	2.0453409797871035e-08	0.0
972.530145376312	-1.8825523270993472	945814.8836656706	3.5440032642671677	1139.775080582191	0.017432903421195	1299087.2343161402	0.0003039061216927	925.7669158309404	-0.7565524316495384	0.5723715818348295	857044.3824471316	960.9348544320268	735.4378737072078	1.048692	15.987383	0.1061112149961561	0.0635989565614959	0.1311856386	0.1050907662	0.0274459871	-0.0452770172	-0.0116966513	-0.1486137786	-0.1756739911	0.1733449571	0.022603278	0.1220349913	-0.0349242906	0.0397349972	0.0690086497	-0.00171962	-0.0720235473	0.0582127546	-0.0462442676	-0.1501409586	-0.0081407542	-0.0054693039	0.1078489503	-0.0280929118	0.1763247964	0.0515328134	0.018801966	0.0171066625	-0.0661610044	0.0109097642	-0.0198571249	-0.103905002	0.0615097893	0.1089836368	-0.0136230691	-0.023698705	-0.0177977425	-0.1171263522	-0.151256385	-0.0912177247	0.0091936263	0.0572700143	-0.1058142014	-0.1522476541	-0.2502316062	0.0289505524	0.1185571085	0.1768952605	-0.0175777737	0.0470878379	0.0032398373	-0.0096381459	-0.0304911048	-0.0301228198	0.0563662713	-0.0707020991	0.0966848161	-0.0147785831	-0.1964954036	0.0945871962	0.1039653332	-0.1185073311	-0.0682833806	0.0461187893	0.0350423761	0.0176076273	0.0776770073	-0.0048538564	0.0456217834	-0.0469879926	-0.0525880476	0.0303284466	-0.0483592833	-0.0961934215	-0.0012420447	0.1271321497	-0.0335654422	0.1295419199	-0.0887787124	-0.0157423099	0.1482559663	-0.0526413362	0.0778994622	-0.0135628279	0.0846934645	0.0571202029	0.1387990027	0.0870352114	0.0343088151	0.1988493526	-0.0195998873	-0.0054890804	0.2028306411	-0.1320409097	0.1743880911	-0.0933366207	0.0133063745	-0.0374254016	0.0110660036	-0.0332154898	0.0027084685	0.0068851175	0.0644838271	-0.0828242685	0.0507236929	-0.0287433648	-0.0995307546	-0.0130865264	-0.0162236352	0.1114801917	0.0231814932	-0.0604691326	-0.0526535939	0.0909730118	-0.2426357158	-0.0641731863	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0301367437899386	0.0039592395654892	0.0009082233262604	1.5675577936935113e-05	-0.0389751905232884	-0.0116909459850091	0.0001366782180244	0.0015190654763266	0.0629041917770365	0.0461993028412877	0.0039569373431221	0.002134375583021	0.0016759945971613	-0.0006559664880095	4.302920333915175e-07	2.8089578897138685e-06	0.0020159253913967	0.0001537478364122	4.063955183677939e-06	2.363839720143268e-08	0.0005043096276384	-7.552020766569999e-05	2.543282005287817e-07	5.703301765870452e-09	0.0
971.2299090949988	-1.3002362813132322	943287.5363206796	1.6906143872432626	1141.328337504946	1.5532569227548263	1302630.3739918035	2.412607068085793	926.6892418159532	0.922325985012776	0.8506852226297876	858752.9508974262	961.8149295140132	728.1135593143467	1.090603	16.626316	0.0533957784073158	0.027916095780341	0.1432931393	0.0317273564	0.1385796001	0.0734217007	0.1106145122	-0.1740410841	-0.1554060273	0.0538217723	0.0613821667	0.0848097289	0.0011711919	-0.0057380838	0.1703298419	-0.0532969061	-0.0465266578	-0.0365368877	-0.0358162917	-0.1872139936	0.0755528305	-0.0844878009	-0.0039479477	-0.0123555234	-0.1169841239	0.1403925795	0.0064033613	0.1299593253	-0.0247101585	0.0503168432	-0.0503664449	0.0295786676	0.0283266322	0.0730788671	0.0245681652	0.0191311382	-0.1264735601	-0.0962341776	-0.0074380124	0.1110030969	-0.0371020239	-0.002380773	-0.1404102318	-0.1859444863	0.0321660171	0.0270504341	0.0702175004	0.0813035392	-0.0883262047	-0.0578818376	0.1391292649	0.021172192	-0.0311603634	-0.0168651414	3.6763e-05	0.1755888142	0.0608415821	0.0753091486	-0.1737069863	-0.0058154476	0.1035690853	-0.0577225721	0.1045020772	-0.0581460658	-0.0146103491	0.0265523016	0.1195279772	0.066954774	-0.1073756473	0.0544182607	-0.0421576586	0.0799796464	-0.1104645689	-0.0759154416	0.0473424924	0.0405534477	-0.0679220035	0.0615431646	0.0597945398	-0.11652325	0.0786830171	-0.0474486125	0.0373603994	-0.1459044786	0.0480203311	-0.0707839703	-0.0343561225	0.0177565586	0.0312048061	0.0953760843	0.0008685593	0.077036432	0.2005217876	-0.1405034692	0.1512772836	0.0202134363	-0.1452024899	0.0453388351	0.0705474659	-0.0042368188	0.021842901	-0.0052665941	-0.1095819039	-0.0301018161	-0.0195366815	-0.0255725928	-0.0703811472	0.0449524977	-0.0528147038	-0.0303320014	0.0335349578	0.0331634959	-0.0332945528	0.1143775449	-0.1045771387	0.0884185265	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0429839706159498	0.0128472268260112	0.0018476217299128	0.0001650512371189	-0.0250187473110514	0.0139564432122369	0.0001947823071363	0.0006259377170142	0.0779249876377292	0.0150207958606927	0.0060723036983402	0.0002256243082886	0.0016757629962486	-2.316009127000841e-07	5.3638982763511995e-14	2.808181619596085e-06	0.0020166187323078	6.933409110996581e-07	4.066751111494718e-06	4.807216190045042e-13	0.0007348109359821	0.0002305013083437	5.399471116388899e-07	5.313085314815746e-08	0.0
