global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
880.0971227189501	n/a	n/a	774570.9454181747	1011.8314586724176	n/a	n/a	1023802.9007591524	829.5635630862373	n/a	688175.7052003336	n/a	851.6482398800733	678.338355234782	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0214231475110153	n/a	0.0004589512492787	n/a	-0.5284519732067281	n/a	n/a	0.2792614879860844	-0.9492672545427396	n/a	n/a	0.9011083205471104	0.0061471255486038	n/a	n/a	3.778715251029757e-05	0.0017331735370551	n/a	n/a	3.003890509548086e-06	-0.0023893562723918	n/a	n/a	5.709023396418038e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.385036496462	-11.712086222488097	137.1729636829955	754092.5716109617	970.9794025675455	-40.85205610487208	1668.8904879956158	942801.0002104276	825.6670181758573	-3.896544910380044	681726.0249034114	15.183062238608624	843.9501715198675	656.7873021596273	1.436813	34.015888	0.2332220369709044	0.1326377481330524	-0.1453068307	0.0398404091	-0.0923530468	0.0219787094	-0.1850287089	0.141353309	-0.0583171454	0.0143415634	-0.0580369649	0.039326297	0.0784744356	-0.0904269915	0.0622662182	-0.075384743	0.062989777	-0.0705560408	0.0726350404	-0.0829921204	0.0432476363	-0.0598227921	0.0307066625	-0.0221573145	0.0277962029	0.0845919464	-0.0378487911	0.0903257252	-0.0492099131	0.2091615947	-0.0115898346	0.0418842701	-0.0685276714	0.0229243252	-0.1076699957	0.0853206818	-0.0877366126	0.0592257532	0.0623237732	-0.0700159448	0.0227648215	-0.1065384769	0.0455235313	-0.0268160703	0.0459897839	-0.1467852484	0.0169490148	-0.0547236547	-0.0357911712	0.032077346	0.0795582978	-0.1400675713	-0.1367114203	-0.114654213	0.0227772258	-0.1205948424	-0.0262508384	0.1093109831	-0.007471158	0.098899072	-0.0335831543	0.0875441	-0.1451036439	0.1036138891	-0.092536087	0.1898477574	-0.0255618162	0.0426466492	-0.0505645124	0.0784203596	0.0679015875	-0.0629691733	0.0693785752	-0.0128716902	0.0858097721	-0.0448782541	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0276917792548374	0.0062686317438221	0.0007668346382986	3.929574393965412e-05	-0.4644232853647736	0.0640286878419544	0.0040996728667624	0.2156889879890099	-0.8583317197735667	0.0909355347691729	0.0082692714837554	0.7367333411694487	0.0048370377419998	-0.001310087806604	1.7163300610124805e-06	2.3396934117530523e-05	0.0016491251223551	-8.404841470000001e-05	7.064136013583178e-09	2.7196136691827238e-06	-0.0024350037034069	-4.56474310150997e-05	2.0836879582782863e-09	5.929243035605317e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872.7959056225491	4.41086912608705	19.455766447467937	761772.6928714856	981.9368534681532	10.957450900607682	120.0657302392281	964199.9841989374	826.6553300996154	0.9883119237581468	683359.0347821041	0.976760458642529	845.8199134519407	660.8299170913697	1.059358	25.079819	0.05710373718261	0.0428255754311249	-0.14765056	-0.0042252186	-0.1792158382	0.0691389178	-0.101804985	0.0389691115	-0.0185711334	0.1281887768	-0.0431616364	0.0210966573	0.1104536908	-0.0703275217	0.1279947036	-0.005053981	0.068874349	-0.1184518997	0.0417997366	0.0466142481	0.0646779608	-0.1531173661	0.045670178	-0.0106794638	0.0695659439	0.0278890269	-0.1139011039	0.021549526	0.0065014432	0.0032219837	0.0154447674	0.0337530946	0.0403124155	-0.084893461	-0.1085660285	0.032109856	-0.1502366847	0.0317195947	0.0984152007	-0.0523346042	0.0182853174	-0.0407866525	0.0473168153	-0.0262459496	-0.0282788813	-0.0043476623	0.0139067994	0.0766435926	-0.0507544083	0.1521162386	0.0362676298	-0.0241204309	-0.151392286	-0.1017670085	0.0502549892	-0.1190399461	-0.0992067869	0.0671025023	-0.0608321007	-0.042420941	0.007136798	-0.012969624	0.0105394004	0.0603081437	0.0482547539	0.1448538015	0.0323746989	0.0845444336	0.0905236519	-0.0336214342	0.0088270911	0.0005585421	0.0266360609	-0.1015914807	0.1042933049	-0.0649731701	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0295640684132223	0.0018722891583848	0.0008740341411416	3.5054666926056303e-06	-0.4611972533096775	0.0032260320550961	1.0407282820507824e-05	0.2127029064603908	-0.8171391758512527	0.0411925439223139	0.0016968256747917	0.6677164327108646	0.0047239174454189	-0.0001131202965809	1.2796201498550777e-08	2.2315396031133023e-05	0.0015597890024867	-8.93361198683999e-05	7.980942313141116e-09	2.432941732278455e-06	-0.0024212026789199	1.380102448700002e-05	1.904682768907741e-10	5.862222412408899e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.8680936911035	-2.9278119314456035	8.572082705915236	756670.5004217944	979.8381991916232	-2.0986542765300555	4.404349772397891	960082.8965950832	826.2615583218718	-0.3937717777436091	682708.162760488	0.1550562129473623	846.1554647392667	661.5318029123943	0.955593	22.623217	0.1435878679105053	0.0630595911265017	-0.1510609835	0.0256436685	-0.0802651548	0.0786798589	-0.1114400087	0.1501590016	0.0991519422	0.012372105	-0.0022387406	0.0713211415	0.0976405346	-0.0743104978	0.1041232569	-0.0312197963	0.0840459582	-0.1100722148	-0.089881683	0.052093456	0.1611823094	-0.0276796698	0.0092975897	0.0834102855	0.0376436838	0.0247093759	-0.0660993616	-0.0462639011	0.075753865	0.0380824483	-0.0003409175	0.1349658643	-0.0036125434	0.065506149	-0.112829997	0.0449939676	-0.0519204639	0.0673038689	0.0868723836	-0.0805474246	-0.0537145669	0.0356945277	0.0876305214	-0.0254259769	-0.0650994609	-0.0670157921	0.0425544078	-0.0803726505	-0.0831828431	0.0705658342	0.1312255821	-0.0014090541	-0.1277621846	-0.0984857057	0.0520879594	-0.0914997142	-0.0566381117	0.0231812315	-0.0339518035	0.0255355039	-0.0126994468	0.0183564264	0.0035064975	0.0167659011	0.0675867101	0.1839088225	-0.0433670603	0.0553773282	0.0277577844	0.0196499124	0.0179501073	-0.0260262118	0.0301224522	0.0737639033	-0.0188175839	-0.0324909088	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0192817510604328	-0.0102823173527894	0.0003717859239565	0.0001057260501434	-0.4450205473693103	0.0161767059403671	0.0002616858150811	0.1980432875808805	-0.791320600054739	0.0258185757965137	0.0006665988561603	0.6261882920709922	0.0051898559984552	0.0004659385530362	2.170987352055608e-07	2.693460528470142e-05	0.0010609599556303	-0.0004988290468564	2.488304179876647e-07	1.125636027451048e-06	-0.0015597649023959	0.0008614377765239	7.420750428226127e-07	2.4328665507460912e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.4141337043224	-1.4539599867811148	2.11399964316054	754143.1076174286	985.0535627237956	5.215363532172432	27.20001677271411	970330.5214348428	825.3725294193201	-0.8890289025516722	681239.8123200465	0.7903723895722307	845.8946676357051	655.2757459564209	0.877355	20.770979	0.0798120614636305	0.0448652752887999	-0.1273495114	0.0046077677	-0.0384590608	0.0637868637	-0.0919987008	0.0720183635	0.0574494674	0.0960828968	0.0348632669	0.168781812	0.0638714138	-0.0750460158	0.0218264735	-0.0471918848	0.0185627054	-0.1053900749	-0.0191206209	-0.1065567608	0.0707967133	-0.0290645443	0.0932659925	-0.0320299606	-0.0351897952	-0.0136864655	-0.1229830311	0.0465950197	0.1824446114	0.008670771	-0.0511400255	0.0369179328	-0.0117180488	-0.0319141511	-0.1017384273	0.0499049994	-0.0199610504	0.0293429741	0.0602883637	-0.0884344605	-0.0910452967	-0.148286789	0.0436897924	-0.0720101285	0.0374556529	-0.0898460233	0.0532932102	-0.0004591563	-0.0071139888	0.108122575	0.0351540329	-0.0409500691	-0.1192111002	-0.0749435313	0.0686784531	-0.0681851212	-0.0370375471	0.0204245985	-0.0484442629	0.0114269368	0.0050408299	-0.0102700729	0.0287164586	0.0081139142	0.0892530733	0.1281674823	-0.1159576679	0.1204066072	-0.0274617678	0.0993137199	0.0390233073	0.0652366655	0.0344399965	-0.0548318348	0.0627004176	-0.0223631786	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.040685671844173	0.0214039207837402	0.0016553238934117	0.0004581278249166	-0.4232918479656149	0.0217286994036953	0.0004721363777761	0.1791759885541452	-0.758600250726289	0.03272034932845	0.0010706212601758	0.5754743404019885	0.0051508289626321	-3.902703582309933e-05	1.5231095251374784e-09	2.653103900228968e-05	0.0010615943790281	6.344233978001178e-07	4.0249304767624653e-13	1.1269826255840571e-06	-0.0015202445226619	3.952037973400002e-05	1.5618604143195595e-09	2.311143408683508e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2779178639621	-0.1362158403602507	0.0185547551650493	753906.5426501774	979.6134435356988	-5.440119188096787	29.594896780698846	959642.4987558698	825.1433770795684	-0.2291523397517494	680861.5927382747	0.0525107948137011	843.7110665981836	646.4972280756632	0.90636	21.457655	0.0786012193770283	0.0431371929821738	-0.1398693026	0.041291392	-0.0735680551	-0.0037685703	-0.0683215778	0.1070663731	-0.011093305	0.0980594444	0.1251228797	0.0439490652	0.0676721202	-0.0831441256	0.0513395218	-0.0456433766	0.0360500228	-0.1336387	0.0103679908	-0.0454110248	0.0184252377	0.0090878266	-0.0120708182	-0.1406400242	0.0309900535	-0.0879667444	-0.1133278905	0.019843118	0.0727246065	-0.0955508294	-0.0537129221	0.0603821746	-0.0047972069	-0.1061723408	-0.0837816469	0.062827436	-0.0584906425	0.0141687417	0.0575443743	-0.1044339063	-0.0496350089	-0.0107615447	-0.024887919	-0.1383807209	0.1295353323	0.0167414391	-0.0442166134	0.0378506242	-0.0692420244	0.1664418528	0.0625863156	0.013019826	-0.1237701553	-0.1041517212	0.0436524739	0.0065836564	-0.0866066594	-0.0466516718	-0.0822614266	0.0378222395	-0.0926770588	-0.0515588682	-0.0541666805	0.0602650881	-0.0246874999	-0.0345290433	0.0765684637	0.2221550048	-0.1659525401	0.0053673256	0.022768954	0.1275397532	-0.0227041949	-0.125687018	-0.090112803	0.0527173582	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0210316638510477	-0.0196540079931253	0.0004423308843434	0.0003862800301938	-0.4185192999208453	0.0047725480447696	2.277721483963432e-05	0.1751584044062344	-0.7557940276042956	0.0028062231219934	7.874888210410452e-06	0.5712246121623227	0.0052710332531314	0.0001202042904992	1.4449071454440004e-08	2.778379155561699e-05	0.0015509009992589	0.0004893066202308	2.394209686016884e-07	2.405293909502255e-06	-0.0019381024162746	-0.0004178578936127	1.746052192544426e-07	3.756240975969443e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.5234222454712	1.2455043815091358	1.5512811643584548	756070.9818334761	977.7378563774956	-1.8755871582031889	3.517827188016713	955971.3157936602	826.3755223284968	1.2321452489284184	682896.503903696	1.518181914456874	844.3590843603142	652.16369090271	1.358389	32.159225	0.4776747379602156	0.2273343947758142	-0.0381310295	-0.0384271789	0.0376018439	0.1087591302	0.0337805757	-0.0033327965	0.0361209769	0.1083315698	0.0719042019	-0.074556849	0.0481248597	0.031524424	-0.0384623444	0.0523136089	0.0699087773	-0.0452358477	-0.1284716524	0.1046892948	-0.0767006946	-0.0234428047	-0.0603267206	0.147122427	0.0359155435	-0.0101226626	-0.1427414291	-0.1003651262	0.0267223314	-0.1390852735	0.0214202055	-0.0670805155	0.0108453463	0.0614829223	-0.0207484552	-0.0518375441	-0.0163131152	-0.0798288629	0.0806836613	-0.0247353254	-0.0035661976	0.1636028695	-0.0035599432	0.0759928168	0.096923603	0.0981057404	-0.0623818413	0.0088055303	-0.1554996041	0.0108636097	0.0501224824	0.1247018942	-0.0399591429	0.0024950882	0.10429153	0.0250323346	0.0314765745	-0.12608417	0.0434279942	-0.1020153053	0.0408720954	-0.1098649322	0.1082567966	0.0277177317	0.0475355622	0.0265759925	0.106795637	-0.0533198785	0.0217297011	-0.2232616996	-0.1122668399	-0.1087539576	-0.0270789791	-0.0125062157	0.1466193728	0.1303294956	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0777854217878655	0.0567537579368178	0.0060505718427161	0.0032209890399509	-0.3217318112650815	0.0967874886557638	0.0093678179602896	0.10351135837991	-0.6345143505587316	0.1212796770455639	0.0147087600642762	0.4026084610649689	0.0054919790277028	0.0002209457745714	4.8817035300956015e-08	3.0161833640727397e-05	0.0001679155270595	-0.0013829854721994	1.912648816314597e-06	2.819562422766968e-08	0.000515042623396	0.0024531450396706	6.01792058566047e-06	2.65268903914634e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.4240144890935	-4.099407756377786	16.805143953050358	748958.7248544187	983.4652750651042	5.72741868760852	32.803324823167294	967203.947258881	823.6648725121146	-2.7106498163822152	678423.8222103979	7.347622427052937	841.6560881339348	653.4323973999024	1.723701	40.807835	1.1705073148628071	0.5790041924469066	0.1581320346	-0.1358148289	0.1254445124	0.0336421425	0.1058579328	-0.1303480377	0.0347251406	-0.1324354252	-0.0922288233	0.0124370591	-0.1006856441	0.0853498963	-0.2015920358	0.1081218938	-0.0358382196	0.1409239542	-0.1016244561	-0.0986206072	-0.2468475675	-0.0291008886	0.0170710756	0.1478035248	-0.1315810727	-0.0152472854	-0.1766959848	0.1303660579	0.0340855391	-0.1127744408	0.1579673705	-0.1569662262	0.1065330061	0.0479727112	0.139507658	-0.0754709674	0.1461331447	-0.1515393068	-0.0394635261	0.0815150071	-0.0182497706	0.0132585094	-0.0174401922	0.2538804117	0.1440268344	-0.1425503297	0.1976142756	0.0402859521	-0.1066837765	-0.1287287399	0.0933457255	0.1573906585	0.1406505165	0.2449165566	-0.0180339027	0.0971857639	0.1222272369	-0.1514505238	0.1657018717	-0.2237215977	0.170895254	-0.2666816311	-0.0530069818	-0.0660551016	-0.1229684664	0.0356144843	-0.1822954272	-0.1897453166	0.0423590982	0.0620322806	0.0582206413	0.0163813008	0.2232712044	-0.1928438652	-0.0768242615	0.0949607218	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.1876875887733717	0.1099021669855061	0.0352266309795622	0.01207848630811	-0.1298537089100193	0.1918781023550622	0.0368172061633797	0.016861985717688	-0.2275349983288279	0.4069793522299037	0.165632193141472	0.0517721754644997	0.005554132548134	6.215352043119956e-05	3.863060101991541e-09	3.0848388362241475e-05	-0.0039982375120786	-0.0041661530391381	1.7356831145519624e-05	1.5985903202992473e-05	0.0055216899296734	0.0050066473062774	2.506651724945474e-05	3.0489059679456637e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.4242102955191	4.000195806425609	16.001566489745027	755898.4574479869	976.6375040690104	-6.8277709960937045	46.618456775098416	953820.8143541464	824.5283653548211	0.8634928427064779	679847.0252746933	0.7456198894053141	842.2767810399602	649.82451318868	1.208926	28.620771	0.3597413858345199	0.1949449184255371	0.1430167423	-0.0690571924	0.0890070472	0.0432737858	0.1042827476	-0.080434879	0.006233132	-0.0488503236	-0.0483221633	0.0248207207	-0.0662798077	0.1075852137	-0.123431014	0.086666879	-0.078556709	0.0140900528	0.061039412	-0.0282678405	-0.2683460991	-0.0361159818	-0.1013593063	-0.148742071	-0.1176307676	-0.1155195179	-0.0747233389	0.0309118741	0.0208557555	-0.0465757671	-0.012675969	-0.0276597361	-0.1101911238	0.1023365537	0.1092023341	-0.0852128201	0.0635633733	-0.0938394954	-0.03573435	0.0766288175	0.078395711	-0.0235654103	-0.04629705	0.0132838005	0.1700199515	-0.112829564	0.0363865255	0.2016164062	0.1338513863	-0.1193396903	0.1031346187	-0.0493012336	0.1410524029	0.1548239068	0.0124024026	0.1290475391	0.0816744364	-0.0390067745	0.0754255481	-0.0105642936	0.0422906788	-0.1292522445	-0.0415790218	0.0238470433	-0.1191835544	-0.0282041754	-0.1139013267	-0.1822484747	-0.0672568571	-0.0036208449	0.0232255609	0.0732165203	0.072335754	-0.1737813182	-0.1242953875	-0.1540493677	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.1489409148853582	-0.0387466738880134	0.0221833961268875	0.001501304737384	-0.1803863823433857	-0.0505326734333664	0.0025535510843232	0.0325392469349341	-0.240357564440913	-0.012822566112085	0.0001644182016987	0.0577717587839676	0.0052337284341856	-0.0003204041139484	1.026587962350593e-07	2.739191332280285e-05	-0.0012926286631311	0.0027056088489475	7.320319243503015e-06	1.6708888607480948e-06	0.0033949134445482	-0.0021267764851251	4.5231782176814975e-06	1.1525437295974126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.6938781052678	-2.7303321902512607	7.454713869122247	751158.2783451488	976.1624400499132	-0.4750640190972035	0.2256858222407881	952893.1093642004	824.384701153883	-0.1436642009380193	679610.135496577	0.0206394026311595	844.1169958260678	653.2487278849284	1.245087	29.476858	0.4817028047286827	0.2370555632634555	0.0439319711	-0.0394371776	0.0787462813	0.1287342814	-0.0598582532	-0.0299961697	0.1175654297	-0.1910769982	-0.0918220856	-0.1880295736	-0.0157360761	0.0423620553	-0.1466781284	0.009638708	0.0309672521	0.0035187801	-0.1284079961	0.1271213988	0.0182617645	0.0171553644	-0.1227086569	-0.0336653849	-0.0161213602	0.0378978644	0.1137365621	0.0784837224	-0.0645777637	-0.0820276626	-0.0185450931	-0.0227009115	-0.1444166831	0.0700587412	0.0035663796	-0.0346345931	0.16616806	-0.0089356497	0.0072186087	0.0104224308	-0.0044239214	0.1821247219	0.0498314568	0.0398144088	-0.0670499976	-0.0209082407	-0.1576168598	0.0422763937	0.090339967	-0.1026474175	-0.057956171	-0.1116917968	0.0644764249	0.0584489553	0.0800153604	0.0453680416	0.1026413546	-0.0078673011	0.0913494283	0.0237090933	0.1048697099	-0.000123731	0.0656138827	0.0183713824	-0.0185247358	0.0260790257	-0.0100826561	-0.0712121002	0.1351265805	-0.1428804404	-0.0649542891	-0.0251189013	-0.0092858503	0.1450675612	-0.0104021064	0.0132519892	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0890688039143583	-0.0598721109709999	0.0079332518307344	0.0035846696721237	-0.2782935846308874	-0.0979072022875016	0.0095858202597657	0.0774473192467088	-0.4126374592978692	-0.1722798948569562	0.0296803621719238	0.1702696728158006	0.0056679706913437	0.0004342422571581	1.8856633790176147e-07	3.212589175793118e-05	-0.0005847415622757	0.0007078871008554	5.011041475574633e-07	3.419226946526264e-07	0.0015041708702972	-0.001890742574251	3.574907482085299e-06	2.262530007050636e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
