global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
870.6495940367759	n/a	758030.7155964026	n/a	989.9668648012224	n/a	n/a	980034.3934043618	775.8118836707675	n/a	n/a	601884.0788447845	797.5052512226799	655.7994562426983	n/a	n/a	n/a	n/a	0.026315084	-0.0066783025	0.1518996194	-0.1075858196	0.143667752	-0.0399984626	-0.0854638028	0.0977830861	-0.0422159325	0.0821281492	-0.1840189549	0.0888695763	-0.2071845943	0.0371051977	0.0783850812	-0.1693406097	0.0230859103	0.0215457175	-0.0706859451	0.1572570105	-0.0268887854	0.1561150602	-0.0055016336	0.0181435569	-0.1044087865	0.0355258137	-0.0529208715	0.0357367858	-0.244022193	0.1895128203	-0.1209317859	0.0138162883	-0.028708768	0.1157368633	-0.0604260552	0.1026871388	-0.0561300885	0.1420072196	0.0798274588	-0.0654297073	-0.0881488329	-0.1843901596	0.0404321627	-0.0140741242	-0.0114810984	-0.0397352991	0.1330836064	0.0727633501	0.0296007135	-0.172819366	0.0328077735	-0.0435621307	-0.0337261674	0.1660648096	-0.0114310586	0.1430065251	-0.0378094113	0.0167695879	-0.0573607964	0.0128089524	-0.0253961699	0.1727912948	-0.1506547741	0.1417556455	-0.1517909238	0.0808809742	-0.0495061999	0.0951525726	-0.0716661149	0.0475515711	-0.0142947161	-0.327498929	0.0771749099	-0.0168837652	-0.068385195	0.0542081889	0.1131535625	-0.1772360685	0.0470231144	0.009864585	0.0354035153	-0.0980032739	0.190984884	-0.1146034201	0.0082584377	0.0214605252	-0.0172235374	0.1909378143	-0.330858637	0.1621390939	-0.0764701184	0.1164655492	-0.1792045686	0.2136931507	-0.1622624227	0.1850748985	-0.0528687062	-0.1354695004	0.1089533794	-0.0903154567	0.2648218789	-0.0028372413	0.0098140484	-0.1727256579	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0471869265660274	n/a	0.0022266060387476	n/a	-0.0931622158932583	n/a	0.008679198470142	n/a	-0.1135572906150201	n/a	n/a	0.0128952582518241	-0.0025749209770031	n/a	6.630218037810599e-06	n/a	-0.0022699031519139	n/a	n/a	5.152460319068658e-06	-0.0012479248787992	n/a	n/a	1.5573165031259978e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.6571848724806	-0.9924091642952816	756303.6192003279	0.9848759493772594	981.4498176820816	-8.517047119140784	72.54009162966433	963243.7446281912	776.010356612058	0.1984729412904471	0.0393915084244812	602192.0735691735	797.1154793434298	643.6864646679788	1.034457	16.759756	0.2286938097580695	0.1110697847689854	-0.0504473755	-0.1041358512	0.1090643381	-0.1873094836	0.0626592117	0.0311995813	-0.0188486105	0.0361984629	0.1140433014	0.0022316477	-0.0818851737	0.2047828331	-0.1807480535	0.0099830542	0.084632587	-0.1597105665	0.0777808452	0.1128674327	-0.1490910392	0.1397216762	0.0225584393	0.0856842161	-0.0673771298	-0.065505842	-0.1583076033	-0.0846489729	-0.125397958	-0.0667988183	-0.1552047153	-0.0242896844	0.0831316983	0.0223661231	0.0458676347	0.0952491728	-0.0068344854	0.0144187138	-0.2036519477	-0.017261795	-0.1717288104	-0.0319516234	-0.0080856605	0.0425017869	-0.0099555188	-0.0166453837	-0.0445685191	0.0654201768	0.0460610588	0.053780283	0.0336836741	-0.168186794	-0.0150479947	0.0387750071	-0.0570129613	0.2053775778	0.0136675633	0.1496580795	-0.0365864471	0.176186463	0.0468288737	0.0290756517	-0.1115479957	-0.0077074191	-0.0621653159	0.1584469311	-0.1383657638	-0.0256534983	-0.052242623	0.0097216791	0.014586038	0.1080057555	0.0556415947	-0.0403265377	-0.1129427933	0.0153255347	-0.0367161003	0.0785703348	0.0673416722	0.0633343309	-0.0629260972	0.1245934474	-0.0005860569	0.0138591048	0.2127651905	-0.0933355205	0.1172274648	0.0520091283	-0.0123577125	0.1081144766	-0.1644682164	0.1154728503	-0.0678023291	-0.0728773314	-0.1351755437	0.2574709777	-0.0171292065	0.0227828489	0.0606032452	-0.2603613326	0.2163517413	0.1053837803	-0.0017168582	-0.0168739627	-0.0053480193	0.1149806753	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.016033616380696	0.0311533101853314	0.0002570768542433	0.0009705287355034	-0.058930706977577	0.0342315089156812	0.003472828224877	0.0011717962026443	-0.1433669779292969	-0.0298096873142768	0.0008886174577749	0.0205540903605795	-0.0012880561843408	0.0012868647926623	1.6590887340185813e-06	1.656020994593784e-06	-0.001225916508867	0.0010439866430469	1.0899081108603355e-06	1.5028712867126534e-06	-0.0009087902476528	0.0003391346311463	1.1501229804280476e-07	8.258997142288375e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.3677923777241	-0.2893924947564983	755800.3584237176	0.0837480160213899	975.4852197462512	-5.9645979358303975	35.57642853611224	951571.413943392	774.7616778186916	-1.2486787933663663	1.5591987290028846	600255.6574164341	795.5483471086633	647.7048290115035	1.080268	17.501963	0.1749030978375322	0.0930093206385546	-0.0904221111	-0.1149535672	-0.0360166389	-0.0472087315	0.1102949374	-0.0812020372	0.0393474694	-0.077431082	0.0852154536	-0.0792756772	-0.1515716619	-0.00688478	0.0477370942	0.0260157547	0.0429696781	0.0861762727	0.1523613339	-0.0255875946	-0.0871959466	-0.0993121076	-0.031630468	-0.1476741176	-0.0568356113	0.0697529836	-0.0826728045	-0.026460594	-0.1712648096	0.0965966225	-0.0914926914	-0.196927324	-0.1217588393	-0.0684414197	0.1624662093	-0.0724620655	0.0569265847	0.0316776102	-0.0431890584	-0.004608445	-0.0257671181	0.0650993826	-0.0278076583	0.0430123863	-0.0138398107	-0.023501049	0.0133085413	0.0397136962	0.0433162849	-0.0218454751	0.0356150948	0.0239133173	-0.1694526165	0.011888404	-0.1397450532	-0.0270606504	-0.0346976846	-0.0911806091	-0.0432759032	0.1031741851	0.1234261749	0.0840225801	0.1825655211	-0.1506907034	-0.0107571815	0.0886280247	-0.0150024812	0.0221839506	-0.0286617549	0.1382286078	0.0389634501	0.0794234215	0.0701405849	-0.0756379064	-0.097446253	0.0447663733	-0.0235762259	-0.0568134317	-0.055679957	0.0206774545	0.025413945	-0.2155374395	-0.0605266705	0.0012207322	0.1460012311	-0.0039214675	-0.0975249408	0.0913012457	0.0360326472	0.0077982007	0.0589674051	-0.005354798	-0.0110516333	-0.0111101803	0.1112590654	-0.0043212361	0.1640376532	-0.0161666169	0.0051473693	0.1037715422	-0.1218993823	0.0580534626	-0.0477610563	0.097236924	0.0489095671	0.0222353656	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0105130284855619	0.005520587895134	0.0001105237679382	3.0476890707901144e-05	-0.1327091528337405	-0.0737784458561635	0.017611719245849	0.0054432590729508	-0.1626149529409915	-0.0192479750116945	0.0003704845420508	0.0264436229200008	-0.0002503089709099	0.0010377472134309	6.265458091797316e-08	1.076919278983598e-06	-0.0016348766645837	-0.0004089601557167	1.6724840896382758e-07	2.6728217084003243e-06	-0.000989204659996	-8.041441234319996e-05	6.4664777125021905e-09	9.78525859357802e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.4679904936537	-0.8998018840703708	754236.650512085	0.8096434305765889	970.6100835000316	-4.875136246219654	23.766953419204658	942083.9341919384	774.0697994900733	-0.6918783286183725	0.4786956216117526	599184.0544826022	794.993815087693	645.198151256498	1.016821	16.474018	0.0850189885806144	0.0442375447433287	-0.0627260824	-0.1245124481	0.0925145093	0.0478041579	0.0280078793	-0.0286474491	0.1149141173	-0.0975252762	0.0009929993	0.0126126538	-0.0221103659	0.0010892932	0.078708087	-0.096957994	0.1346895225	-0.0844472406	0.1364335188	0.007369886	0.0008224366	-0.1028631684	0.0376815407	-0.058277755	-0.0351896683	0.0336372055	-0.1278898035	-0.0284174169	0.1043748865	0.0658357835	0.0943261142	0.1731452749	-0.1786709871	-0.0954745646	-0.0564557125	-0.0066389141	0.0403874279	-0.2758478938	0.0403507983	-0.031198228	-0.0208139899	-0.1596089271	0.0824405522	0.0528556129	-0.1621487936	0.1016779301	-0.0061435967	-0.0106757388	0.0352735785	0.056553665	0.0900004052	-0.119034086	-0.1296700434	0.0176292115	-0.0988717628	-0.0887867055	0.0986750445	-0.097593643	-0.0816614731	-0.0262401773	0.057366105	0.0400774442	-0.0478594648	0.0333695852	-0.0939067966	0.090243287	0.1107592332	-0.0434760611	-0.0565615393	-0.0319149778	-0.203532261	-0.200799789	-0.1061355224	0.1510987614	-0.0176053923	-0.072046857	0.0902842469	-0.0058867006	-0.0052427658	0.1153813977	0.0286940346	0.0849963253	-0.0390966455	-0.0630103738	0.1485173282	-0.0314946267	-0.0555326848	-0.13779632	0.0109345831	-0.0303135104	0.0467089635	0.0392932802	-0.0077405345	-0.0925062181	0.0657107694	-0.0725949943	0.0865671941	-0.1032739561	0.1484490603	-0.0334123096	-0.0440809607	0.0086637967	-0.0201296818	0.0466764211	-0.0068500793	-0.1097153392	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0097435909342209	0.000769437551341	9.493756429343171e-05	5.920341454136343e-07	-0.096809182948121	0.0358999698856194	0.0093720179030827	0.0012888078377883	-0.1396532782853725	0.0229616746556189	0.0005272385029904	0.0195030381358516	-0.0003778890481386	-0.0001275800772287	1.4280013270309718e-07	1.627667610568106e-08	-0.0014727730116497	0.000162103652934	2.6277594294546752e-08	2.1690603438437278e-06	-0.001207279059594	-0.000218074399598	4.75564437600282e-08	1.457522727734173e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.8447260924842	1.3767355988304644	756629.8475109088	1.8954009090870771	972.2830313405684	1.6729478405368354	2.798754477156861	945334.2930328049	775.0516334297731	0.981833939699868	0.9639978851465644	600705.0344821594	795.5077274337954	648.4106238691846	1.000297	16.206314	0.057394612024237	0.0308466443397336	-0.0475651598	0.0246910153	0.1144379905	-0.0918289767	0.0583678218	-0.1418306579	-0.0155382989	-0.0920334496	-0.0032872133	0.0439254126	-0.0533841443	0.0947816847	0.0164937433	-0.2044012416	0.0876947675	-0.1355284049	-0.020945006	-0.0003195967	-0.0539955763	-0.05109782	0.0027192626	-0.103080315	0.0643963305	0.0223572541	-0.0484091691	-0.0055346545	-0.0440067382	0.0549107165	0.0944532174	-0.1624034886	0.025355906	0.0227383495	-0.0492673434	0.0279701177	0.0584331623	-0.0197288745	0.1085054487	0.0859304615	0.1685570686	0.0455171457	-0.0324920583	0.1547645048	0.0371362636	0.1317453981	0.0667465481	-0.0085211298	0.0163509705	0.0595967898	0.0720492068	-0.1216355886	0.058946275	0.0214104904	-0.1034096942	-0.035464504	0.004027491	-0.0492381455	0.0156470451	-0.066501754	0.1007206743	0.1092301935	0.0623047375	-0.0223306419	0.0754646031	-0.0009267901	0.0141548039	-0.0703316089	-0.0201338788	-0.0391593148	0.110520297	0.0332389974	-0.0371249526	0.0884334079	-0.0552036032	-0.0062052528	0.151441898	-0.1341169319	-0.0818093205	0.1336247007	0.0467217833	-0.0960378074	-0.0499024771	-0.0971734236	0.0944918371	-0.101960977	-0.0589061095	0.0060534232	-0.1165424871	0.0287386149	0.0378498342	0.080849206	1.39105e-05	-0.1105024994	0.0351603342	-0.1744723558	0.0608960615	0.0110788409	-0.0219997262	0.077102375	-0.1049980602	0.0181820761	-0.1564096217	-0.0233753854	0.0017850464	-0.0426578842	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0128639708445206	-0.0031203799102996	0.0001654817458886	9.73677078460196e-06	-0.1179990454324411	-0.02118986248432	0.0139237747229672	0.0004490102721043	-0.1580764066069448	-0.0184231283215723	0.0003394116571531	0.0249881503257641	-0.0004399991755409	-6.211012740230001e-05	1.9359927447667174e-07	3.857667925929939e-09	-0.0014301938095764	4.257920207329999e-05	1.8129884491989141e-09	2.045454332950656e-06	-0.0013958145562793	-0.0001885354966852	3.554563351037275e-08	1.948298275521179e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.7623962069167	0.9176701144325534	758227.1506480114	0.8421184389226557	977.9526053151776	5.669573974609193	32.144069053565886	956391.2982427436	774.9349619285348	-0.1166715012383292	0.0136122392012054	600524.1952191796	795.8852987189042	653.3200481636089	1.071697	17.363104	0.0763778500109786	0.0518088299756148	0.0025144886	0.0484953863	0.0078830866	-0.0398119333	0.2245223485	0.0635689516	-0.0781105558	0.0613533403	-0.0613484594	0.0299162393	-0.0173494513	0.2022756737	0.0674034889	-0.068145037	0.056387314	0.0115063848	0.0445582015	-0.1070598837	-0.1362752713	0.0890959908	-0.0394788094	0.0201951486	0.1873692681	0.0314405624	0.0906536837	-0.0911178445	-0.0051523529	0.0095273319	0.1699520249	-0.0265420371	0.06102024	0.0628947809	-0.1452146569	0.1192044997	-0.1038199707	0.1578090027	0.0714527891	0.1282633043	-0.0353426668	-0.0170893192	0.1154304769	-0.0157276281	0.0484331674	0.0643108229	0.0142130169	0.0493698403	-0.2001506133	-0.0292675617	0.0340295996	0.0132302347	0.0126638246	-0.1509205185	-0.1362701861	0.1434891781	0.0007081353	0.0241989191	0.0235511335	-0.1146249995	0.038830409	-0.0245408688	0.0571717112	0.1467474426	0.1544477037	-0.0554469937	0.0487931716	0.0497604532	-0.0788440154	-0.1453495922	0.1014357836	0.0465057657	-0.1211167836	0.0627913381	-0.0795233199	0.0144931514	0.0080818952	-0.2177663886	0.0908599721	0.0187032276	0.0207971445	0.1356975987	-0.0182395732	-0.1017521466	0.0678742603	-0.116850623	0.0347687019	0.0861988975	0.1708189322	-0.0389024831	-0.0163662201	0.0607106233	0.0194990977	-0.1046195399	0.1177484281	-0.1171702505	0.0275122646	-0.0099359139	0.0383549573	-0.0123564409	-0.0549141014	0.0075750619	-0.0250680423	0.0001823121	-0.0846053181	0.0081598938	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0115949328524465	0.0012690379920741	0.0001344424678527	1.610457425327465e-06	-0.0738612626974202	0.0441377827350208	0.0054554861272573	0.0019481438647639	-0.1582351446152685	-0.0001587380083236	2.5197755286573292e-08	0.0250383609914149	-0.0004303127542696	9.686421271300032e-06	1.8516906648708916e-07	9.382675704509372e-11	-0.0016347907203058	-0.0002045969107293	4.185989588001404e-08	2.672540699197956e-06	-0.0009938520627688	0.0004019624935104	1.615738461891787e-07	9.877419226697988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.0684644882662	-0.6939317186505605	757019.1328969693	0.4815412301493206	978.2165763608872	0.2639710457095816	0.06968071297301	956907.6702672156	775.5458919249859	0.610929996451091	0.3732354605637301	601471.4304817219	796.9766229421022	649.2264178971559	1.138625	18.447428	0.0901947104443996	0.0439106452522333	-0.0839747872	-0.1678759263	-0.0557055339	0.002683379	0.1156867888	0.0655605699	0.1292603055	0.0953930946	-0.0516690003	-0.0750303202	0.0229018729	0.1410599109	0.064940746	-0.1282491737	0.0136432874	0.0397708104	0.2169411684	0.0022593699	-0.001795039	0.1393412502	-0.0011639599	-0.057412236	0.0116527567	-0.0622060983	-0.0637019585	-0.0038297908	0.042255253	-0.0263457427	-0.0369031437	-0.0778837038	0.0856315792	-0.0931058894	0.018409615	-0.1723566738	-0.0237414257	-0.0771546024	0.0579966443	-0.1072872109	-0.037155039	0.0532633063	-0.1154997298	-0.0256500233	-0.0785152565	-0.0941896802	-0.0047494913	-0.0487309159	-0.1460990974	0.1947575477	-0.0190590166	0.0158100109	-0.1846783532	-0.0439871673	0.0134926825	0.1510412832	0.0974618794	-0.0085104521	-0.0257514135	-0.0489629581	0.0852279274	0.038021517	-0.0892704356	-0.0729495857	0.015681071	-0.0562163471	0.0490310484	-0.0068394027	0.1164899826	0.0035356428	-0.0417065578	0.1109965521	0.0033309693	-0.0021205754	0.0539848145	0.1513715675	0.1222288595	0.0529468558	-0.0132483351	-0.1002889139	-0.0424542194	-0.0212522809	-0.0386594554	0.0656688988	0.1725560947	0.0200244742	0.0165965332	0.0059445476	0.1231680368	-0.0115181189	0.043658122	0.0110765774	-0.0594108896	-0.0513797768	0.018972488	-0.0851513072	0.0568470003	0.0347514647	-0.0679423708	0.0306587726	-0.0346721985	0.0800161215	-0.100958542	-0.0441589514	-0.0200252265	0.0236019841	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0159931232015395	-0.0043981903490929	0.0002557799897396	1.93440783468548e-05	-0.106440119544672	-0.0325788568472518	0.011329499048684	0.0010613819134737	-0.1297568480168536	0.0284782965984148	0.0008110133771472	0.0168368396072688	-0.0003440390757657	8.627367850389998e-05	1.1836288565371708e-07	7.443147602594292e-09	-0.0015018735621519	0.0001329171581538	1.7666970931708835e-08	2.2556241966908373e-06	-0.0007182555664338	0.000275596496335	7.59534287921277e-08	5.158910587131389e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.6753426143023	-1.393121873963878	754596.8508660755	1.9407885557166271	971.3088343466482	-6.907742014239034	47.71689973528314	943440.8516798444	773.9940035003976	-1.5518884245882418	2.408357682370976	599066.7174545736	794.7963256712385	651.0229341601798	1.071848	17.365551	0.0203115434583556	0.0109544141840906	-0.0443591571	-0.1679591474	0.1057634007	0.0571203079	-0.0251827006	-0.0062133592	0.2081484632	-0.0657421997	-0.0171202581	-0.0094781692	0.0129400209	0.0461627104	-0.0230909803	-0.0190192853	0.1147509205	-0.0477486293	0.1464900325	0.0320476978	0.1050446341	0.0381681213	-0.0735764268	0.0385380735	-0.0545591463	0.1199230513	0.1944079031	-0.0393067275	-0.0607880002	0.1031471794	-0.0959559129	0.2218337141	-0.0149344327	-0.0876904916	0.028667427	-0.0863527245	-0.0299385832	-0.0773577593	0.0047406824	-0.0392390538	-0.0457730593	0.0670962854	-0.0677190693	-0.0774061665	0.0178087877	0.0435348905	0.0816401271	0.0131838327	0.0288110163	-0.1832998035	0.0753601787	-0.1271142845	-0.1516942612	0.0021143399	0.0762710912	0.0151325038	-0.0184117199	-0.0513229496	-0.060521333	0.0490118213	-0.0493213211	-0.0641607422	0.1515744886	0.0990853666	0.0600841982	-0.0409744829	-0.1473329277	0.0377613269	0.1069510767	0.042948824	-0.2551563615	-0.1116188636	-0.0681046764	0.016463832	0.03533287	0.0437259214	-0.0015890492	0.0450066248	0.0076567705	-0.0478226778	0.0754978837	-0.0504433364	-0.0179366332	-0.0518965473	0.1457479933	0.0223256338	0.0079871354	-0.0974920213	-0.0029338839	-0.0340443831	0.0624637025	0.0252984367	0.0360592922	0.063313937	0.0550597774	-0.0059677517	0.1377766571	-0.1403813908	0.1685886049	0.1550045437	-0.0020237243	0.0519238076	0.0977291375	-0.0434425504	0.0338434648	-0.032788497	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0200270147760051	-0.0040338915744656	0.0004010813208383	1.627228123454457e-05	-0.1048265679976054	0.0016135515470666	0.0109886093581565	2.603548595041035e-06	-0.130514265665397	-0.0007574176485433	5.736814943250072e-07	0.0170339735421778	-0.0001969421680721	0.0001470969076936	3.8786217564939285e-08	2.163750025301948e-08	-0.001498945491233	2.928070918900008e-06	8.573599306107937e-12	2.24683758568774e-06	-0.0005901468912807	0.0001281086751531	1.6411832649482508e-08	3.482733532882744e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.0647193844899	-1.610623229812404	751801.2276013042	2.5941071884113405	974.1992346978956	2.890400351247422	8.35441419049122	949064.1488859656	773.808717424845	-0.1852860755526535	0.0343309297937036	598779.9311626836	794.2883460411658	652.4085187306061	1.170017	18.956022	0.0483264396606779	0.0253876229780811	-0.063088848	-0.0246067405	0.0616315886	-0.1759168886	-0.0018936978	-0.0812777897	-0.0418089064	-0.1868518057	0.085622202	-0.0369936102	-0.1516772217	0.0637856892	0.0935328331	-0.02415558	0.098322314	0.001911948	0.1147511741	-0.0566160295	-0.0443158041	-0.0724999469	-0.0705877465	0.072238331	0.0458690991	-0.1454640211	0.2243232085	0.2029947478	-0.1036154575	-0.0139096026	0.0002168481	0.0829818868	0.0077253713	0.140556669	0.071946304	-0.0566922477	-0.1427563212	-0.0145651765	-0.0571236181	-0.1281544998	-0.0281700252	0.0630678479	-0.0941195838	0.0130944649	0.0872613599	-0.0455437256	-0.0633195887	-0.1346645284	0.0447991173	-0.0661179309	0.0888882624	-0.026725877	-0.0978700376	-0.0376463301	-0.1279558852	-0.0025718497	-0.0931403885	0.0191995959	0.125748574	-0.0339865668	-0.2625335952	0.0190878228	-0.0163905624	0.0130477236	0.0762254727	-0.0536151866	-0.0395546156	-0.1101382711	-0.1056832904	0.0465561211	-0.0819938431	-0.0295706389	0.0463063795	0.0583117115	0.1002490896	0.0553883002	-0.1450719027	0.2410000787	-0.0666586894	-0.0601688975	0.0274625582	-0.0399427416	-0.0236490259	-0.016715013	0.0991994805	-0.0094092257	-0.0549171962	0.1087701407	-0.0913038177	0.0424157197	0.0864053589	-0.0430289995	0.1981568768	0.0585997201	0.0570042781	-0.0756781978	0.0217958026	-0.0773567224	-0.1378358194	-0.0694776477	-0.1497496643	-0.0090861751	0.0246472995	-0.0648374848	0.0407149049	-0.0232236045	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0305914037940056	-0.0105643890180005	0.0009358339860879	0.0001116063153236	-0.0904180060291253	0.0144085619684801	0.0081754158142829	0.0002076066579995	-0.1139632794164597	0.0165509862489373	0.0002739351458125	0.012987629055354	-0.0001969822842634	-4.0116191299996006e-08	3.8802020313626924e-08	1.6093088044178752e-15	-0.0016349407084101	-0.000135995217177	1.8494699095046584e-08	2.67303112001652e-06	-0.0005901616064175	-1.4715136800041996e-08	2.165352510439501e-16	3.4829072168928426e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.508040507909	0.4433211234190821	752570.2003458719	0.196533618469557	969.4629904470136	-4.7362442508820095	22.432009604012887	939858.4898464663	773.9650354601673	0.1563180353223288	0.0244353281670328	599021.8761148581	794.5711990788881	644.5671776170889	1.365875	22.129223	0.0911076070209896	0.0490436591881457	0.0610202082	-0.0543601552	0.0884683947	0.1319558549	0.1872204559	-0.0028283386	-0.0011658042	-0.0510325568	-0.1137474362	0.088786973	0.0085355525	0.0282308916	0.2829545362	-0.0092229974	0.1320817161	0.0350213181	0.0995948771	-0.1666766033	-0.0025957715	0.0343456061	0.1631080663	-0.1046102018	0.049999644	0.0833182207	0.1664564322	0.0659158304	0.0807700103	0.0530166087	0.1511379549	-0.1125259224	-0.0492416036	0.1488406986	-0.1473508179	0.0181320496	-0.1057962434	-0.0548167566	0.0538661936	0.1146229187	0.0505090987	0.0929558945	0.0541092306	-0.0116500345	-0.0164782004	-0.0382801929	-0.1464548084	0.0013408228	0.0788513682	-0.0678590529	0.0968606519	0.01995726	-0.1033351995	-0.1869792835	-0.080334006	-0.0048319109	0.1642541855	-0.1318677792	0.0739063898	-0.0987821817	-0.1492515414	-0.0789330433	0.1544292569	0.1252457115	-0.0337816785	-0.0457921667	0.1425803907	-0.04249079	-0.0861636699	-0.1254661856	0.0881728897	0.0418613811	-0.0313562102	0.0427258321	0.0159219055	-0.0458759772	0.0178890595	-0.0754565517	-0.0358666079	0.0079559847	-0.0598365285	-0.0215878025	0.0425291609	-0.1494625404	0.0675693724	-0.0174484281	-0.0805605429	-0.0868181959	0.2071889195	-0.0007132986	-0.0364437674	-0.044088144	0.1810930259	0.0544154649	-0.0571672125	-0.0574502588	0.0765137827	0.0102346696	0.0678975111	0.2130218741	0.0525905502	0.0307139802	0.0185967883	-0.0078450308	-0.1534934414	0.0486461644	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0305308684770722	6.053531693340011e-05	0.0009321339299642	3.664524596227199e-09	-0.0791646547921089	0.0112533512370164	0.0062670425683537	0.0001266379140636	-0.0822959825022948	0.0316672969141648	0.0010028176938498	0.006772628736018	-0.0007479658748305	-0.0005509835905671	5.594529499109551e-07	3.035829170742137e-07	-0.0013322369166919	0.0003027037917182	9.16295855205754e-08	1.7748552021967404e-06	-0.0006990026951897	-0.0001088410887721	1.1846382605117902e-08	4.886047678824647e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
