global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
867.4436236691635	n/a	n/a	752458.4402442892	1016.0762834337022	n/a	1032411.0137564451	n/a	807.5969428666141	n/a	652212.8221275011	n/a	828.3591232355373	671.8336497644277	n/a	n/a	n/a	n/a	-0.0241971186	-0.0203407457	-0.0358648352	0.0368914271	-0.0738530041	0.1027665263	-0.040486429	-0.0683913436	0.0443085602	-0.0786298595	0.0321358766	-0.0341341121	-0.029415705	0.0011015692	-0.0121206019	0.1882755624	-0.1123958415	0.0604585147	0.0787569191	-0.0470447241	0.102365246	-0.1792217888	0.0944180823	-0.0479742688	0.0162334378	-0.0753353851	0.1679130034	-0.0802825804	0.1507142839	-0.0776099777	0.1097935637	-0.1334202947	0.0740619766	0.060723315	-0.0204386326	-0.1642502415	0.0053868457	-0.0802297764	0.0095657479	-0.0499503844	0.0347712213	0.006437459	-0.017743112	0.1319922671	-0.0620711953	0.0270459277	-0.1219940872	0.034425359	-0.1485847964	0.1121001572	-0.0804222454	0.0517278934	-0.072311006	0.1301334387	-0.0947307327	0.0548343511	-0.0388925959	0.0516466325	-0.0573854318	0.0255447458	-0.0090749163	-0.0090998725	0.0624818049	-0.0244302196	0.0147589925	-0.0687094648	-0.0340184874	0.0037272834	-0.1515882834	0.0156084708	-0.0727052765	0.0906347264	-0.1320657994	0.0170743148	-0.1321680725	0.0510545199	-0.0004436649	-0.094222472	0.0345051452	-0.0875307975	-0.0256908223	0.0634973203	-0.1965679291	0.1128771489	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0338398906630033	n/a	n/a	0.001145138200084	0.0206477733659085	n/a	0.0004263305449699	n/a	0.1521431130830564	n/a	0.0231475268586036	n/a	-7.743218857124025e-05	n/a	5.995743826932109e-09	n/a	-0.0002630200998825	n/a	n/a	6.917957294220027e-08	0.0005159897358243	n/a	2.6624540747603093e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.6748994167103	-2.7687242524531257	7.66583398612212	747662.6816812982	1005.0064002143012	-11.06988321940105	1010037.864471708	122.54231449117694	808.5207915855353	0.9238487189212492	653705.8704261007	0.8534964554524334	827.3206089072564	659.2444189218375	0.936738	20.770788	0.0565897192567586	0.0262431296513899	0.0030445807	-0.0208018486	0.0197491641	-0.0165848769	-0.0380214102	-0.0156824115	-0.0656079255	0.0290731851	0.0243968684	-0.0338861745	0.0298204674	-0.0309739578	-0.0299090644	0.0066532016	0.0766880143	0.1267209795	0.0103138347	0.115357593	-0.0314066577	-0.0049464187	-0.0305819382	-0.0497836561	0.0298371848	0.0182251103	0.1649887258	-0.0214064671	0.1122459187	0.1691867686	0.0164446751	0.0141946581	0.0596574364	-0.0073537728	0.0304169923	0.1074443657	0.0874958902	-0.124061889	0.0193658084	-0.043401818	0.0615382455	0.006428991	-0.0210511896	0.0468639497	-0.0680046097	0.0661707848	0.0578469296	0.0865166709	-0.0840197302	0.0135591488	-0.1085823904	-0.0369940771	-0.0579425516	0.0338439856	-0.0710488771	-0.0506413385	-0.1195291464	0.0679501395	0.0166682436	0.1263567597	0.0385638123	0.0854111057	-0.0118177409	-0.004721925	0.0748809356	-0.0436384203	0.0153345068	0.0087323479	-0.0027151964	-0.0237358616	-0.1446269046	0.0310692344	-0.0467997002	0.1425920769	-0.0342731675	0.0254916459	-0.0023859781	-0.1463234168	-0.0754874776	0.0063554461	0.1068618878	-0.08527649	-0.1310922204	0.1064862126	-0.0433252283	0.0363343839	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0258389331146986	-0.0080009575483047	6.401532168977401e-05	0.0006676504645058	0.0302605145384688	0.0096127411725603	0.0009156987401328	9.240479285063598e-05	0.1321959692383245	-0.0199471438447318	0.01747577428286	0.0003978885475624	-3.384722606860523e-05	4.3584962502635016e-05	1.1456347125392695e-09	1.8996489563561003e-09	-0.0004820106955769	-0.0002189905956944	4.795688100258817e-08	2.3233431065052698e-07	0.0006339917114505	0.0001180019756261	4.01945490187934e-07	1.3924466251686276e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.9215559368317	0.2466565201214052	0.0608394389184012	748089.29792419	1004.5698838127984	-0.4365164015027858	1009160.6514636592	0.1905465687809413	808.3134311438822	-0.2073604416531225	653370.6029675956	0.042998352762578	827.9729313416283	665.277770315317	0.777696	17.244272	0.0227369641927637	0.0139497217747902	-0.0028965318	-0.0021454751	0.0005330518	-0.0088513353	-0.0189488137	-0.0582376123	-0.0239600932	0.0076535861	0.0257803595	-0.0623159077	0.0538426417	-0.0148791323	-0.0418711502	-0.0071838068	0.0181244006	0.1630518377	0.0782471704	0.053911638	-0.0016372636	0.0570472424	0.1990257135	-0.0864210189	-0.0247395672	-0.034063783	-0.0451967447	0.2110214582	0.00151592	-0.0127294753	-0.1967717946	0.0321693934	-0.1809509827	0.0943470491	0.1620496421	-0.0150470806	0.0694355933	0.0989545462	0.0046737572	-0.0690286964	0.033204414	-0.0331712185	-0.0008429931	-0.0103953558	-0.0244196955	0.0494405484	0.082922225	0.0436130258	-0.2328699885	-0.0534282776	0.1102218249	0.0072865248	-0.0531779202	0.0074217469	-0.0186803857	0.1272045403	0.0363734119	-0.0879023119	0.0040313192	-0.1519541043	0.093726644	0.1089785794	-0.0021577063	-0.0081677274	0.0658363225	-0.0357741729	0.0255530453	-0.022615982	-0.0248748411	-0.0149803556	-0.1562729325	0.0093822504	-0.029461518	0.0179449169	0.0761367903	-0.0583838547	-0.154085608	-0.0608399135	0.0455442514	-0.074153057	0.07006942	0.055973286	-0.1892775148	-0.0677604323	-0.0970972112	0.0243375529	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0258645252622642	2.5592147565599996e-05	6.549580170194457e-10	0.0006689736670423	0.0325764570865345	0.0023159425480656	0.0010612255563108	5.36358988594104e-06	0.1422638936100142	0.0100679243716897	0.0202390154250814	0.000101363101154	-5.239252149545927e-05	-1.854529542685404e-05	2.7449763086521614e-09	3.439279824692934e-10	-0.0004820113255452	-6.299683000189801e-10	3.968600590288036e-19	2.323349179538408e-07	0.0004459875343368	-0.0001880041771136	1.989048807838184e-07	3.5345570612199455e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.1256833381416	-0.7958725986901527	0.6334131933458168	746713.1966046102	1004.1084072536892	-0.4614765591092009	1008233.6935175403	0.2129606146072678	808.0640823099834	-0.2493488338988072	652967.5611194756	0.0621748409666949	827.9943472243363	658.5088875638521	0.779827	17.291515	0.0159317072625111	0.0095106756594558	0.0087365772	-0.0235151787	0.0001620823	0.0391352111	-0.040879279	0.033299556	0.0045391322	0.0354226863	0.0383389322	-0.0549472446	-0.0091022491	0.0194512097	-0.0111084146	0.0133664907	0.030239746	0.1397404414	0.0190138948	0.1772233111	0.0556956164	0.0739392803	-0.067223319	0.0047719193	-0.1281001215	-0.1814523828	0.0396884428	-0.0218673435	0.0564836289	-0.0440444929	-0.0019326986	-0.0726031243	-0.1883544938	-0.0397075999	0.1077385839	-0.0953054539	0.0457026015	0.061121797	0.0223934256	-0.0610005972	0.0318589386	0.0135435909	0.026300984	0.0445883017	-0.0312403672	0.0243579823	-0.0791163653	0.1373840023	-0.199636241	-0.0449448444	-0.1662771704	-0.127078807	0.007263819	0.0292136162	-0.0383153269	-0.0410220789	0.0109796999	-0.1123531699	-0.1217717969	-0.0470551211	0.0398743719	0.0215804214	-0.0105350009	-0.0105402926	0.0692963303	-0.0289629811	0.0351315666	0.0094281399	0.0081519897	-0.030760403	-0.1132083212	0.0539712252	-0.0294532532	0.0896340981	-0.1040834332	-0.0139132465	-0.0933848161	-0.0022417965	0.0305780117	0.0765012116	0.1485790233	-0.0078579858	-0.0267295361	-0.0281664957	0.089853703	-0.0504627768	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0278207439333755	0.0019562186711113	3.826791489204465e-06	0.0007739937930064	0.028407405266023	-0.0041690518205114	0.000806980673948	1.7380993082110245e-05	0.1419569851473738	-0.0003069084626404	0.0201517856321317	9.419280444030645e-08	0.0001166024373249	0.0001689949588203	1.3596128390107232e-08	2.8559296106694923e-08	-0.0004819752672933	3.6058251900018916e-08	1.3001975300852172e-15	2.32300158282448e-07	0.0004250279852441	-2.0959549092700047e-05	1.8064878824065889e-07	4.3930269816930336e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.0702040501678	-0.0554792879737533	0.0030779513940746	746617.3175272987	1000.9896291944716	-3.1187780592175613	1001980.2377548858	9.72677658265686	808.4988904791627	0.4348081691792913	653670.4559060371	0.1890581439850472	827.7809532704531	652.301455553495	0.74922	16.612843	0.0285735624754975	0.0135572587400901	0.0138605623	-0.0354224804	0.0076318158	0.0065130381	-0.0208630153	-0.0451058263	-0.0029755139	0.0023284511	0.010721091	-0.0602469628	0.0076219179	0.0754659531	-0.043125591	-0.0115418409	-0.0055588046	0.0949760494	-0.001691701	0.1292484015	0.0262651903	0.0474399055	-0.0579534806	-0.0941584622	-0.0099599318	0.0597574918	-0.1111805573	-0.1122406331	-0.031331606	0.0392867777	0.0968629949	0.0585672388	0.1404047848	0.0087592507	-0.3361191483	-0.1491171676	-0.1460505634	-0.063446863	0.0011300338	-0.0607009229	0.0602925853	0.0213704551	-0.0054164957	-0.042866838	-0.0382645133	0.0667634445	-0.0624817246	-0.0083778495	-0.0704211531	0.0147803917	-0.0518850213	-0.0487585503	0.0733265363	0.1260616648	0.0170129472	0.0209301901	-0.1244286475	0.0846438132	0.0558209668	-0.0501012948	-0.0470038909	-0.2092806198	-0.0103457999	-0.0142953084	0.064190232	-0.0260338046	0.034293534	-0.0045202375	-0.0038586908	-0.028254936	-0.1189801869	0.0535735185	-0.0379565023	0.053570204	-0.0586782348	0.0091258443	0.0177760441	0.0106633436	0.0141740107	0.0250053067	0.0984894185	-0.0066583944	-0.0029621513	0.0702119242	-0.0699937084	0.0541929451	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0315399336355994	0.0037191897022238	1.383237204112829e-05	0.000994767413738	0.0360604210267325	0.0076530157607095	0.0013003539646252	5.856865023366803e-05	0.132331800650256	-0.0096251844971178	0.017511705463339	9.264417660355684e-05	5.608315424687212e-05	-6.051928307802788e-05	3.1453201902784504e-09	3.662583624278471e-09	-0.0003999882431815	8.198702411180001e-05	6.721872122708877e-09	1.5999059468342277e-07	0.000416010842125	-9.017143119099956e-06	1.730650207655517e-07	8.13088700303317e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.6091015386526	0.5388974884847357	0.2904105030951558	747548.898463476	1004.9332127888996	3.943583594427992	1009890.7621662198	15.5518515662416	808.3225800711566	-0.1763104080060884	653385.3934528914	0.0310853599712733	828.2340341722193	654.8736313687838	0.743504	16.486109	0.0339379863036863	0.0200029936013836	0.0151842313	-0.0335934822	0.0134481359	0.004753257	-0.0372894317	-0.0356333997	-0.0360308903	-0.0344360999	0.0320218182	-0.0798021598	0.0748925874	0.0109318303	0.0348820105	0.0065738066	0.0592289211	0.0796011795	-0.0768576951	0.1544438038	0.1011794296	-0.0867010535	0.201064855	-0.0106708018	-0.0417394713	-0.0094217422	0.1263944241	0.1693311119	0.0406545123	0.1723149728	0.0765556142	-0.1263793532	0.1322761897	-0.0678601154	-0.0217875337	-0.0942387842	0.002119965	0.0804994426	0.0137770634	-0.065772345	0.0465435125	-0.0144026191	0.0444666659	0.032650853	-0.1075252248	-0.0363206412	-0.1232283005	-0.0331389902	-0.2146905383	-0.0342559728	0.0420937635	0.1376711556	-0.0536353635	0.0254347187	-0.1013969204	0.0272904209	0.0799846225	0.0847729794	0.126007253	0.2234002893	0.2350247727	-0.1096110527	-0.0086071435	-0.019532386	0.0593801763	-0.0268547727	0.0271263779	0.0045725579	0.0016870719	0.0005210869	-0.1129356967	0.0304730411	0.019225001	0.0398168833	-0.0175796027	-0.0094649947	-0.1777481241	0.0272647081	0.0413123841	-0.0065849265	0.0355343664	0.0487356466	-0.0202944438	0.0384414849	-0.0304015986	0.0322668062	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0243156297316744	-0.0072243039039249	5.219056689626598e-05	0.0005912498492478	0.0178982234279487	-0.0181621975987838	0.0003203464018767	0.0003298654216172	0.1322813876059498	-5.041304430619675e-05	0.0174983655069555	2.5414750362185567e-09	0.0001440997745593	8.801662031242787e-05	2.076474502804108e-08	7.74692545122209e-09	-0.0004819696617699	-8.198141858840001e-05	6.720952993766459e-09	2.3229475486659185e-07	0.0004160342383576	2.339623259999023e-08	1.7308448748578833e-07	5.473836998728456e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.1046037021484	0.4955021634958712	0.245522394029089	748405.9753466513	999.4489766438802	-5.484236145019395	998898.2569144994	30.076846094337192	809.4041145161386	1.081534444982026	655135.0205956545	1.1697167556825787	828.4713000959492	656.2117260698171	0.8102979999999999	17.967173	0.0540856426890095	0.0397141521918786	0.008370571	-0.0244027764	0.0136894941	0.0058816243	-0.0025046393	-0.0154977279	0.0094023517	-0.0075370709	0.0129369473	0.0133139482	0.0224763823	-0.0091270109	0.003626723	-0.0304384738	0.0485548416	-0.0083909596	-0.0574868821	-0.0244698205	0.0122632523	-0.0435032404	-0.0226435422	0.0280255747	-0.2074338814	-0.0850449442	-0.0074805647	0.0019439507	-0.0437592557	0.1340796361	-0.1240565485	-0.0376576652	-0.0297746288	-0.0066212606	-0.1309005955	0.160825858	-0.0397090223	0.0092579369	0.0177277513	-0.0001235286	0.0236749867	-0.0044591585	-0.007343658	0.0096162544	-0.0477437839	0.0148983051	0.0389783807	0.0512730189	0.0463759338	-0.0159999478	-0.0876602789	-0.0443641072	-0.0664646004	0.0655585787	0.0534538008	-0.0842630524	0.1186586453	-0.0216306619	-0.0713484052	-0.0864054119	0.2176531869	-0.0056608982	-0.0067347592	-0.006118314	0.0358567958	-0.0055470549	0.029821796	0.0122274976	0.0234449367	-0.0142195942	-0.0389922285	0.0035369495	-0.0660034284	0.0974869294	-0.0812476366	-0.0020250092	0.0871910624	0.0498134367	-0.0052352539	0.060648635	0.1004857446	0.1305491916	0.07190579	0.0237728228	-0.0180736407	0.0562416483	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0269093180238826	0.0025936882922081	6.727218957137883e-06	0.0007241113965104	0.0156924016910835	-0.0022058217368651	0.0002462514708343	4.865649534826996e-06	0.0931435726396756	-0.0391378149662741	0.0086757251240825	0.0015317685603343	5.612792708346002e-05	-8.797184747583997e-05	3.150344198686205e-09	7.73904594831245e-09	-0.0004819848092072	-1.5147437300018322e-08	2.294448567579864e-16	2.32309356306501e-07	0.0005310135973177	0.00011497935896	2.819754405362844e-07	1.3220252986875515e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.1934657024718	0.0888620003233882	0.0078964551014738	748559.7330942543	1002.5585521697998	3.109575525919581	1005123.6505288052	9.66945995139804	809.954211064921	0.550096548782335	656025.8240217986	0.3026062129822359	829.8009998685499	658.3730657724234	0.905106	20.069397	0.1800251786922812	0.08807066344764	0.0042095571	0.0094760119	0.0072272355	-0.0346439856	0.0672786913	-0.0749140294	0.0950142859	0.0062613932	-0.0230716771	0.0257220837	-0.0445424008	-0.0025010529	-0.0516822844	-0.0863843531	0.0044555483	-0.1405860546	0.0666685608	-0.0183478132	-0.1858767711	0.1663601494	0.2060508964	-0.0057005581	0.007996639	0.1449473265	-0.0976196645	0.0570843623	-0.0693657882	-0.0676637718	0.089079458	0.1085636635	0.2876830593	0.1123677992	-0.036736345	0.0887270551	0.0612895349	-0.0197887062	-0.0203651763	0.0212938274	-0.0595062742	-0.008320179	-0.0656601783	-0.0904848364	-0.0263045573	-0.100534806	-0.0217145717	-0.1638352331	-0.0091062308	0.0909606145	0.3239986299	-0.0720641157	0.0751417038	0.0053006554	0.0355078971	0.0699245897	0.0383016791	-0.0453037614	0.0970102253	-0.076174238	0.0349386832	0.0112893564	-0.0077032208	0.0235728806	-0.020513878	0.0124644263	0.0344238193	0.0125843585	0.0131464565	0.0157722873	0.0681234923	-0.014950209	-0.0520390178	-0.1531917636	0.0751613807	-0.0941976956	-0.0307243441	0.0507082753	0.1444676487	0.0695490128	0.00286573	0.0947059308	-0.0416052025	-0.1325279395	0.1555881396	-0.0946727485	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0207477099465762	-0.0061616080773064	3.7965414098327466e-05	0.0004304674680272	-0.021743420596735	-0.0374358222878185	0.0004727763392465	0.0014014407903651	0.0251607039163772	-0.0679828687232984	0.0006330610215675	0.0046216704398492	-0.0006319276386089	-0.0006880555656923	3.993325404378206e-07	4.7342046148023363e-07	-0.0008110568995878	-0.0003290720903805	1.0828844066745777e-07	6.578132943689747e-07	0.0001792436613135	-0.0003517699360041	3.21282901210687e-08	1.2374208787639894e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.7814167544952	1.5879510520234137	2.5215885436222654	751310.0244309299	1013.358846537272	10.800294367472247	1026896.1518553504	116.64635842405276	809.4933672641517	-0.4608438007692257	655279.5116446549	0.2123770087074258	830.7022674516093	667.131343835684	0.82608	18.317106	0.033093454284832	0.0201927173211306	-0.0109000296	-0.0028433956	-0.023876562	-0.0017867848	-0.0145669986	0.0510724164	0.0594192825	-0.053822639	0.0048415979	0.0267324023	-0.0698410655	-0.0350125219	-0.0152931685	-0.0351115976	-0.1130915328	-0.0903102011	-0.0598651477	0.097805278	-0.1286557829	-0.0454561522	-0.0925571348	-0.1196929051	0.0731028707	0.004476569	0.1632895897	-0.0381981623	-0.1184447964	-0.0586789723	-0.0043198295	0.0824343516	-0.0454433166	0.110475649	0.0096531502	0.0229697164	-0.1208012049	0.0122018321	0.005549642	0.0350883011	-0.0688172888	-0.0364549704	-0.0296414333	-0.0413202408	0.0533540523	0.0141667384	-0.1834589282	-0.0937920989	0.0737029234	-0.0081322494	-0.1033696808	-0.0749552526	-0.019415804	0.1020901852	-0.1318149798	0.0048534294	-0.0892129977	-0.032268704	0.0727002638	0.0328762828	-0.2030039171	0.135225573	-0.0120413118	0.0088226946	-0.0231780905	0.0109321895	0.0352209057	0.0036210743	0.0030099343	0.0273143571	0.0855190286	-0.0085632451	-0.048149067	-0.0622552034	-0.0770500853	-0.0118794748	-0.0649634857	0.1082752246	0.0534912111	0.0448124899	-0.0172119234	-0.0039783486	0.1499528	0.0172504202	0.0920102388	-0.0825596503	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0073562678580003	-0.0133914420885759	0.0001793307212116	5.411467679864832e-05	-0.020865594778769	0.000877825817966	0.0004353730454717	7.705781666876817e-07	0.0249392174079332	-0.0002214865084439	0.0006219645649201	4.905627342271348e-08	-0.0006319955370149	-6.789840599995527e-08	3.994183588067518e-07	4.610193537334762e-15	-0.0006030046304774	0.0002080522691104	4.32857466819863e-08	3.636145843771857e-07	1.5309831432976963e-05	-0.0001639338298805	2.343909385061694e-10	2.6874300579296264e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.284708577374	-0.4967081771212633	0.2467190132191283	750449.1963149857	1008.5956954108344	-4.763151126437606	1017265.2768012648	22.687608653283835	809.8114608469116	0.3180935827598432	655794.602119009	0.1011835273929932	829.6823328828083	664.0273983940712	0.717769	15.91548	0.0207005780644057	0.0120780452728966	-0.0056220055	0.0006594857	-0.0124313793	-0.0217007443	0.0004729856	-0.0261061966	0.031949446	0.0144792233	0.0043493589	0.029955351	-0.0065044553	0.0742968121	-0.042620659	-0.0137561382	-0.1329522314	-0.0907424771	0.125972037	-0.0593530089	-0.0386528245	0.1144175281	-0.1289721387	-0.0627956618	0.1469999285	0.0760378771	-0.154741598	-0.0518016098	0.0075079924	0.1876339923	-0.0554303812	0.0808070282	-0.1344922379	0.0083375182	-0.01239082	-0.0609366002	-0.1144534912	0.0159579847	0.0060701892	0.0153455894	-0.0162735066	-0.0001647494	-0.0246921859	-0.1043554425	0.1147868236	-0.0048431508	0.0104984472	-0.0721562866	0.0885725945	0.0693302272	0.0916035442	0.0207134449	0.1416711039	-0.0482774589	0.0476501078	0.0600670998	-0.1850856914	-0.122747868	0.0277831128	-0.1454089721	-0.0466360776	0.046540679	-0.0129304626	0.0074351844	-0.0307578345	0.0087896169	0.0272097547	0.0043773841	0.0034290234	0.0260057834	0.0897092216	-0.0063898587	-0.0373866465	-0.0875109246	-0.010696661	-0.0252836789	0.0512556491	0.0472217291	0.0295077934	0.0315803127	-0.0420436362	-0.0448232495	0.022688135	-0.0051581255	0.0472612779	-0.009244195	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0168186060760149	0.0094623382180146	8.953584455209971e-05	0.0002828655103401	-0.0153507994495925	0.0055147953291764	0.0002356470437416	3.041296752270692e-05	0.0249874336329867	4.821622505350037e-05	0.0006243718395629	2.324804358409797e-09	-0.0006319687747042	2.6762310700000073e-08	3.9938453220112797e-07	7.162212740033382e-16	-0.0005810334699676	2.197116050979997e-05	4.827318941473937e-10	3.375998932225899e-07	0.0001068164744557	9.150664302272304e-05	1.140975921514521e-08	8.373465717288068e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
