global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
929.1793461935026	n/a	n/a	863374.257392585	1106.7740856993432	n/a	1224948.8767756172	n/a	860.5161273046448	n/a	n/a	740488.0053513836	883.5934290560316	800.3455819376734	n/a	n/a	n/a	n/a	-0.0337841913	0.0636252958	-0.0885318187	0.0348954466	-0.2627595225	0.1054692898	-0.066931629	0.018287515	-0.0008510115	0.025525919	-0.0063843087	0.1149267446	-0.328539534	0.1631729515	-0.1162859836	0.1097223198	-0.1425273803	0.0809035909	-0.0188665264	0.0062311673	-0.0286544706	0.0927091576	-0.0949648488	0.0760399318	-0.1019949312	0.0250135365	-0.1798098739	0.1644646656	-0.1261695357	0.0537876708	-0.0484754512	0.1082522503	-3.55605e-05	-0.0966140056	0.0098216757	-0.0614974144	0.0272522796	-0.1406295171	0.0285200824	-0.0561916454	-0.1281599796	0.0982979113	0.117005503	-0.0512733343	-0.0188316619	0.1191158346	-0.0552919043	-0.0147135153	-0.0234846049	-0.0721563389	0.0200799106	-0.2503378233	0.0613801665	0.0306820391	-0.0647015394	0.0542199065	-0.1063776155	0.0328612816	-0.1084075981	0.2877658478	-0.0312239893	-0.0633716495	0.1347033811	-0.0407529502	0.0822248941	-0.1900007333	0.0083540555	-0.0301864298	0.0515272703	-0.0949058303	0.1568927979	-0.0211105267	0.0059480934	-0.0747527527	-0.0811176726	0.0425797907	-0.1315249011	-0.0784105134	0.1734595409	-0.0633739542	-0.0704492544	0.0623540823	-0.143297439	0.0015320449	-0.0942292191	-0.0881646724	0.0635701176	-0.0612418776	0.0225842866	-0.0480242351	0.0143671562	-0.0201559621	0.0144134479	-0.2419759394	0.1754818177	-0.2536695766	0.1436219633	0.1116516164	-0.1808074978	0.0887147414	-0.1213923838	0.2618047916	-0.2974648913	0.1826688337	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0141641959883571	n/a	0.0002006244479965	n/a	0.0279946215683253	n/a	n/a	0.0007836988367537	0.0541279321606182	n/a	0.0029298330399844	n/a	0.0020360491409875	n/a	n/a	4.145496104515938e-06	-0.0014220075935507	n/a	n/a	2.022105596115853e-06	0.0014709520544073	n/a	2.1636999463650565e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0
925.1420475742408	-4.037298619261833	16.2997801410935	855887.8081898588	1091.5129780488855	-15.261107650457689	1191400.581249147	232.9014067188582	860.1243295481743	-0.3917977564705097	0.1535054819753248	739813.8622806963	881.3232324857813	738.1563174640869	1.493399	33.071045	0.3584256418769376	0.1767322242297893	-0.1321308278	0.176528444	-0.0260781432	-0.2516690817	-0.0591014384	-0.1544568428	0.0934960922	0.0708691151	0.0012296616	-0.0393380901	-0.3110355196	-0.0920200443	-0.0306034501	-0.0023643859	-0.0445701109	0.0705523835	-0.2082491129	-0.0358429243	0.0396097351	-0.1449496704	0.0497519583	0.0659169856	-0.0783593041	0.1734595225	7.28065e-05	-0.1067350023	-0.0376655677	0.0786997874	0.1055014155	0.0385040021	0.0458003708	-0.179111714	-0.1218124673	0.1472119771	0.0307351414	0.070654514	-0.046306575	0.0490012022	0.0728576558	-0.0229710577	-0.1183298638	0.016897183	0.0759278079	-0.1112147582	0.0410355001	-0.0822404774	-0.1715253798	0.2030729511	-0.0946993719	-0.0658850439	0.18227619	-0.1566057158	0.1276188677	0.0332980592	0.0076745827	-0.0410794716	0.026696324	-0.1405877964	-0.1544803435	0.0701364841	-0.1759359403	-0.0275318845	-0.0861329149	0.0084153569	-0.0186017847	-0.0753500341	-0.0110517601	-0.0080286518	-0.1957307874	0.0064383301	0.0597346739	0.0072775555	-0.0221070255	-0.0342646545	0.2100624578	-0.2101576248	0.0147057087	-0.0955462452	-0.1231362528	-0.0091487714	0.0682248299	0.0130928933	-0.076685073	-0.0315616769	-0.0628057692	-0.2494804252	0.1106749704	-0.0038293695	0.2821616665	-0.2081693194	-0.0652854695	0.0581488663	-0.117983365	-0.1457800338	0.0338429527	-0.0842499152	-0.0412125089	0.2136121676	-0.109139279	-0.1363081489	-0.0018100891	0.0001307527	0.0134142358	0.0184181808	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.000737043809579	0.0149012397979361	5.432335772387252e-07	0.0002220469475155	-0.0756998962153545	-0.1036945177836798	0.0107525530183898	0.0057304742870154	-0.0590038264109935	-0.1131317585716117	0.0034814515311386	0.0127987947975054	0.0001088829142604	-0.0019271662267271	3.7139696654375687e-06	1.185548901783762e-08	-0.0016369411233965	-0.0002149335298458	4.619642225197544e-08	2.6795762414665955e-06	0.001079089296506	-0.0003918627579013	1.164433709833814e-06	1.535564210300129e-07	0.0	0.0	0.0	0.0	0.0	0.0
934.8569084311011	9.714860856860357	94.37852146815752	873957.4392413562	1095.5029826444738	3.990004595588289	1200126.7849829383	15.920136672815664	862.7046983581142	2.580368809939955	6.65830319531094	744259.3965691648	881.971712566833	767.1100125802664	1.397263	30.942114	0.126192570331272	0.091769293748051	-0.0084989076	0.0176624346	-0.045979816	-0.0215362629	0.0092149786	-0.1463556101	0.1130007778	-0.0322133685	0.0062332384	0.1243556227	-0.0113338701	-0.1217106864	0.0829280702	0.154909164	0.1482843904	0.0002285385	0.0341386507	-0.1240473888	0.0244568061	-0.043843575	0.0236654109	-0.0228807325	-0.1351771079	-0.0575883118	-0.0251377924	-0.1425820038	-0.158034407	0.0065113345	-0.1269166908	-0.0133724074	-0.0130129444	-0.0700575973	0.0659628854	0.0085425009	0.0091350128	-0.0254809126	0.1361987636	0.1067440647	-0.1291938434	0.0527729856	-0.1153972365	-0.1422117567	0.0031273314	0.0211727312	-0.1334412263	-0.0105464629	-0.0845073263	-0.023103882	-0.0646887248	0.0967984057	0.0611518582	0.1008754413	-0.0254881466	-0.0196073695	0.0107795231	-0.0156107951	0.0807902378	0.0530115194	-0.0747426282	-0.0978715177	-0.221451304	-0.2054269923	0.032133939	-0.0266792757	0.0261859814	-0.101681682	0.1310634653	-0.0106717521	0.1638843144	0.0349676041	-0.096278813	0.0606288964	0.0219524018	0.0365599563	0.1980851329	-0.089978662	0.0231426779	0.0413276417	0.1781491961	-0.2386043022	0.022758653	0.0749967704	-0.0471031731	0.1000568801	0.0504234654	-0.0290585099	-0.018076175	0.0554770877	0.2192520101	0.0205718538	-0.0807210205	0.0959778945	-0.0798515179	0.0854402738	-0.0121220493	0.0828105534	-0.0554599052	0.168124354	-0.0129266853	0.1349534249	0.0254314053	-0.1062730279	-0.0806709594	-0.1334611663	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0006446383087279	-9.24055008511e-05	4.155585490795674e-07	8.538776587542645e-09	0.013801823672864	0.0895017198882185	0.0080105578629491	0.0001904903366968	-0.0431934315758653	0.0158103948351282	0.0018656725312989	0.0002499685848426	3.214022114401456e-05	-7.674269311638544e-05	5.889440946755714e-09	1.0329938151861604e-09	-0.001551987146076	8.495397732050016e-05	7.217178262572056e-09	2.408664101585127e-06	0.0008250249648014	-0.0002540643317046	6.806661925455512e-07	6.454868464450502e-08	0.0	0.0	0.0	0.0	0.0	0.0
935.3997545748432	0.5428461437420538	0.2946819357756184	874972.7008586769	1099.3742758059034	3.871293161429549	1208623.7983037543	14.986910741731188	863.1699120586237	0.4652137005094801	0.2164237871417242	745062.2970832922	884.024714190609	777.3589914840281	1.272647	28.182528	0.2410051317276404	0.1205824210946254	0.0110342298	0.0928346794	0.0285863173	0.0345928829	0.0718472547	0.1264101775	0.0387220792	0.0638812393	0.0196816197	-0.0779946675	-0.0050092578	0.0439951991	0.0877252851	-0.1393449772	-0.0482523126	0.0075243137	0.1159704331	-0.0619020319	0.0791890501	-0.0490485273	-0.0315660744	0.1229402997	0.1138247476	0.0285977271	-0.0627297002	0.053273274	0.097816388	-0.0784191495	0.016136606	-0.0369458316	-0.1154768803	0.1509635026	-0.0101298514	-0.2111152109	-0.0894444525	-0.1494400862	0.2547235911	0.0421270745	0.0057992865	-0.1243181869	0.1062847353	-0.1256972174	-0.0837215656	0.0560578706	-0.0358367674	-0.0669352899	0.125778098	0.0024490735	-0.0935497522	0.0567745009	0.0135611162	0.0811553248	0.0973318654	0.037511276	-0.0301362098	0.0549200951	-0.0686204782	-0.1087138474	0.1254214337	-0.0655749493	0.0937042907	-0.0558497697	0.0719593395	0.1017178072	-0.0086868058	0.06679746	-0.0832475863	-0.0199871052	0.2015206229	0.1403390264	-0.0315595002	0.1552713622	-0.0643658662	0.1771746094	-0.138899984	0.1294404492	-0.1189033692	0.1774626383	-0.0799450875	-0.0510722937	-0.0716706548	-0.1143858333	0.0617548045	-0.0100577907	-0.1327029723	0.1583695968	0.2014002824	0.0159395343	-0.0109726718	0.2218939812	-0.0156080902	0.0771448931	-0.0421710505	-0.0313655681	0.039706097	0.0336607674	-0.0370104516	0.0237188169	0.0024120096	0.0719266214	0.0589095442	-0.0482244893	0.0169686238	0.1196767879	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0489407846919078	-0.0495854230006357	0.0023952004062596	0.0024587141741519	-0.0039448560801105	-0.0177466797529745	0.0003149446422546	1.556188949278478e-05	0.0233057407103842	0.0664991722862494	0.0005431575500596	0.0044221399147562	-0.0008251686423968	-0.0008573088635408	7.34978487505643e-07	6.809032883949779e-07	-0.0013418964884552	0.0002100906576207	4.413808441954015e-08	1.800686185728397e-06	-0.0002510526477926	-0.001076077612594	6.302743196367526e-08	1.1579430283260026e-06	0.0	0.0	0.0	0.0	0.0	0.0
934.8836387250132	-0.5161158498300438	0.2663755704457883	874007.4179557209	1102.6153720032935	3.2410961973901067	1215760.6585779614	10.50470456073661	860.9032815812192	-2.266630477404533	5.137613721099101	741154.4602373119	882.2323246494229	796.2107836124336	1.138886	25.220417	0.1130892392913503	0.0512960214393798	-0.1263174051	-0.0563743958	-0.0275196773	0.0442977395	0.0472312608	0.0740337231	-0.0030798895	0.036424523	0.071935722	0.05824569	0.0446933683	0.0668304162	-0.0379436716	-0.0119253678	0.0269078846	0.1274318203	0.0103710011	0.0757485503	-0.1188143086	-0.0563228971	0.0205747154	-0.011543042	0.0090349689	-0.0137560471	-0.0216604375	-0.006572925	0.0343252509	-0.0772728998	0.0523330852	0.0078655295	-0.1135280008	-0.0466973426	0.0103238585	-0.0553407384	-0.0294080767	-0.0762590135	0.0259881283	-0.1237951516	0.0718539308	0.1535718124	0.0745021515	-0.0655932419	0.0246981376	-0.0306935865	0.0311398813	0.0783408266	0.1308056354	0.0090758919	0.1909767867	0.0652188709	-0.0305852103	-0.1200031067	-0.0086338847	0.118127471	0.058100595	-0.009955541	0.0254166857	0.0013990632	-0.0284146507	-0.0321180675	0.0768617743	0.0428204328	0.0119298418	0.0964028398	-0.0445571009	0.0645067588	-0.043240324	0.0020796868	0.0781267158	0.0254630146	-0.000352892	-0.0384690197	0.0350672362	0.0737159759	0.0077658102	0.0171151466	-0.056022084	0.0885624127	0.0976577348	0.222329429	-0.1030501801	-0.0429842325	0.0886710936	0.053702632	0.1401332357	-0.1128184409	0.0338636973	-0.0394727548	0.0366272048	0.161214134	0.1021899562	0.0617956664	-0.1682359589	0.1348816019	-0.058759638	0.0780218011	0.0026776249	-0.000275551	-0.0146603497	-0.0938557241	0.0101337115	-0.0912090603	0.0163290241	0.0912236988	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0215836072841852	0.0273571774077226	0.0004658521033979	0.0007484151557176	0.0238175675168719	0.0277624235969824	0.0007707521639782	0.0005672765224207	0.0231651418282439	-0.0001405988821403	0.0005366237959226	1.976804565910211e-08	-0.0012521610153235	-0.0004269923729267	1.8232248653757406e-07	1.5679072082959782e-06	-0.0007752408567056	0.0005666556317496	3.210986049935384e-07	6.009983859056326e-07	-0.0004139854312064	-0.0001629327834138	1.7138393725114893e-07	2.6547091910968263e-08	0.0	0.0	0.0	0.0	0.0	0.0
932.046889413458	-2.836749311555195	8.047146656608874	868711.4040653027	1089.0739068424	-13.541465160893496	1186081.9745649686	183.37127870369227	859.8284357183611	-1.0748458628580693	1.1552936289031075	739304.9388698839	880.3382362053137	760.7908468060438	1.140058	25.246365	0.2459159546613019	0.1279310362309638	-0.0271256545	0.0447064342	0.016749082	-0.0341856936	-0.079637995	-0.0377691336	-0.0019430091	0.0587668307	0.0784053208	-0.054850811	-0.0805030037	0.0145034776	0.0678190346	0.0109844501	-0.0918918632	0.148590496	-0.0935470628	0.0121403302	0.1554334031	-0.0017185735	-0.070784865	-0.0372464809	-0.0839442517	-0.0464419549	-0.1069095954	0.0403403441	0.2096707781	-0.0177747758	-0.0264974339	-0.0653420162	0.1069127025	-0.0692886109	-0.2055052544	0.0355738949	-0.0454257044	0.0380173537	-0.0637138085	-0.0439534325	0.0811766749	0.0594626196	0.0015290314	0.2117299098	-0.0212161823	0.1497096379	-0.0929600069	0.1930113283	0.0736382423	-0.1364764294	0.1993168877	0.080122491	0.0436966724	-0.1171166752	0.0792739402	-0.1321964182	-0.0736998665	-0.0676202165	-0.0195068209	0.0980497198	0.0048941461	0.0369088977	0.0594768149	-0.0443293171	-0.1388792532	0.0574737541	0.0089091541	0.1964692046	-0.0248890756	-0.0627637772	-0.1442457609	0.0403119205	0.0825578033	0.2139173398	0.0483948708	-0.2019155734	-0.0230436493	0.0744126309	-0.0245914897	-0.0907463746	-0.1444585922	0.0099251359	0.0033772954	0.0858708575	-0.0986638646	-0.0719934148	0.0743521404	0.0109382324	0.0569303961	-0.005816909	0.0787936305	0.089452042	-0.0084564628	-0.1440762159	-0.0907955642	-0.1831872094	-0.2086851406	0.0414410925	0.0428939821	-0.0317350886	0.010394532	0.0397501249	0.0531522311	-0.0339960031	-0.1522212266	0.0293527006	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0199909245272209	0.0015926827569643	0.000399637063453	2.536638364331409e-06	-0.0585334968214112	-0.0823510643382831	0.006781697797648	0.0034261702501421	0.0004814351505544	-0.0226837066776895	2.317798041893378e-07	0.0005145505486394	0.0004721175916482	0.0017242786069717	2.9731367144602662e-06	2.228950203436965e-07	-0.0012329556346863	-0.0004577147779807	2.095028179819216e-07	1.520179597104697e-06	0.0001897912016085	0.0006037766328149	3.602070020799829e-08	3.645462223332986e-07	0.0	0.0	0.0	0.0	0.0	0.0
938.9008580401916	6.853968626733604	46.97688593624852	881534.8212286079	1099.3773229262408	10.30341608384083	1208630.498164468	106.1603829967499	864.1549685956091	4.326532877248042	18.718886737908218	746763.8097484782	883.4020363513906	773.4945040778468	1.204702	26.6779	0.1553261165023184	0.080736699721773	-0.1108651788	-0.092503929	0.0085711051	-0.0563374278	0.1879758339	-0.1270409155	0.0249188531	-0.0194222485	0.0235002147	0.0783421153	-0.0148834747	-0.1630639979	-0.0089390746	-0.0861110321	0.0022422058	-0.0725379182	0.0320734836	0.02465911	-0.0145623563	-0.0383739278	0.1419335417	-0.0880067305	0.0715138645	-0.0664035963	0.0715923475	-0.0870020944	-0.0921989819	-0.0230287305	-0.0059058265	-0.0116713622	0.1573617295	0.16775315	0.0397164999	-0.0139088233	0.0450871454	-0.0304676759	-0.1676208684	-0.0163708402	0.0423965978	0.0282286957	-0.1770195142	-0.2561832138	-0.067901715	0.0603686386	0.0443970152	-0.164149755	0.0467773405	-0.0212963019	0.1357519927	0.0206875546	-0.0342840137	0.0906116825	-0.0259324829	-0.033567334	0.1748765612	-0.0764877342	0.05905613	-0.0682901089	0.0373378801	-0.1316727693	-0.0964381068	0.0400438088	0.0398573916	-0.1587808074	0.1371822746	0.087409725	-0.0101621924	0.0015353326	0.0297518444	-0.1721529021	-0.1309914556	-0.1024618039	-0.0307848057	0.0360798019	0.0631214276	0.1089052476	0.0479029083	-0.1583848578	-0.1331765735	-0.0757386699	-0.0175639279	-0.0513252988	0.1066927844	-0.0929292087	0.051763041	-0.0838795647	-0.0281158626	0.0150532964	-0.0476214618	0.0494378799	-0.1108249487	0.0585229494	-0.113037709	0.110619962	0.0369042357	0.0528418344	0.0169161298	0.0023840476	-0.0077303315	0.1000043588	0.0560941549	-0.1174307585	0.118992138	-0.0403263948	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0127263430197217	0.0072645815074992	0.0001619598066556	5.277414447909935e-05	-0.0352468512947581	0.023286645526653	0.0005422678598839	0.0012423405261947	-0.0683559663438302	-0.0688374014943846	0.0046725381347988	0.0047385878444991	-0.00051196607835	-0.0009840836699982	9.68420669557126e-07	2.621092653810783e-07	-0.0012330153877482	-5.975306189990108e-08	3.5704284064134086e-15	1.5203269464238438e-06	5.5184865192969466e-05	-0.0001346063364155	3.045369346366213e-09	1.811886580321098e-08	0.0	0.0	0.0	0.0	0.0	0.0
940.633370326965	1.732512286773385	3.001598823820745	884791.1373726652	1100.6188554950788	1.2415325688380108	1211361.8650712972	1.54140311948551	864.6392877023643	0.4843191067551515	0.2345649971681078	747601.0978384519	884.4416461070499	800.6053203290088	1.220678	27.031672	0.106902627973364	0.0522628232737177	0.0778774016	-0.172291941	0.0756910275	0.0396201591	-0.0252328653	0.2029899309	-0.0637210315	-0.0154136489	-0.0764618342	0.1318966502	0.0155630265	0.0222838819	0.1525971189	0.0048373653	-0.0878682318	-0.0955843549	-0.0329564265	-0.0387843305	-0.0738690856	0.1743278934	0.1396864062	-0.0009948067	0.088664256	-0.0693200334	-0.0790433168	-0.0510323692	0.0973152666	0.0446748469	-0.0731324579	0.0474484266	0.0735369432	-0.006971226	0.0099854476	0.1429993096	0.0519080098	-0.0690660481	0.0492360118	0.0370818548	0.015729489	-0.1084409345	0.0894867486	0.0001177728	0.1079822846	0.1356402013	-0.0963574492	0.0254510195	-0.0325096264	0.0124754269	-0.0784232872	-0.0430428266	0.0035498459	0.0490503955	-0.1731759476	-0.1202769565	0.1348630994	0.1365833404	0.0773829704	0.0551810664	-0.0724866507	-0.0644393033	0.0832676175	-0.0457273947	0.035113172	-0.0514271694	-0.0217007017	0.0684838822	0.0086003711	-0.0268667665	-0.13374016	0.0771169442	-0.0792097563	-0.0273714308	0.0491807471	0.0148354291	-0.0355555564	-0.0130744824	-0.1260048118	0.084690942	-0.0395372847	-0.0854838945	0.0059525323	-0.1179090953	-0.0595735016	-0.0045477944	0.0960091358	0.1244745862	-0.1288315313	0.0095581932	-0.108182723	0.1026150553	-0.0232646872	0.0126763985	-0.0554881862	0.0475935939	0.0350557192	-0.0046074115	0.0595225943	-0.0598666732	-0.01256891	0.1205193429	-0.0096434929	0.0099215945	-0.0088603382	0.0163112276	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0027822382764384	0.0099441047432832	7.74084982687892e-06	9.88852191453894e-05	0.0004745234537324	0.0357213747484905	0.001276016613922	2.251725081421252e-07	-0.0548151115534665	0.0135408547903637	0.0030046964546189	0.0001833547484537	0.0001020713660686	0.0006140374444186	3.770419831481253e-07	1.0418563771110148e-08	-0.0009829923688635	0.0002500230188846	6.251150997221898e-08	9.662739972438754e-07	0.0001450502757142	8.986541052123054e-05	2.103958248476544e-08	8.075792008149293e-09	0.0	0.0	0.0	0.0	0.0	0.0
937.8499443070403	-2.7834260199246046	7.747460408393326	879562.5180367187	1095.981897690717	-4.636957804361828	1201176.3200657454	21.50137767943206	864.3225650578672	-0.3167226444970765	0.1003132335372215	747053.4964682112	885.7698999384647	772.2271394915637	1.124475	24.901278	0.0910748145431693	0.0633865563686657	0.0685458103	-0.1088946919	-0.0318441895	0.0249396597	0.0939048497	-0.0477086472	-0.0937027815	-0.1018053524	-0.0647853301	-0.0434078615	0.0693112955	-0.0409241371	0.0143534647	0.1478169335	-0.0875193684	-0.0995646795	0.037351671	0.1012624045	-0.0932178589	0.0361411836	-0.0081984427	0.0198741006	0.0615934304	0.1048401925	0.0055077003	-0.0604041888	0.0017710464	0.0155214297	-0.0226507412	0.0446599815	-0.067463694	0.0857921041	-0.0264992294	0.0928374864	0.1316003406	-0.0554687247	0.0105444408	-0.1356219142	-0.1027213247	0.1911271782	0.0076466778	0.0393194586	-0.1921139538	-0.0336003841	-0.0409801074	-0.1588455058	0.0011944875	0.1045431556	0.0111510573	-0.0867519778	-0.1273294814	0.0281737235	-0.0590036201	0.0581049319	-0.0615896084	0.0553648672	0.0582624446	-0.0546272333	-0.0344977282	0.0014758075	-0.0029134888	-0.0068217373	0.0316934687	-0.0747587533	0.0519705985	-0.0309523032	-0.1691180933	-0.0175803744	-0.1698593077	-0.0530764348	0.0003863759	-0.1453712876	-0.0420962158	0.1340836264	0.0859264201	0.0446510171	0.0596001961	0.0733438299	0.1361541179	0.0275756847	-0.0086020882	-0.0561046533	0.0981799751	-0.0508543784	-0.0585208651	0.1066824458	-0.0710293768	-0.0416043411	-0.0667685576	0.0355060521	0.0756918744	0.042926843	-0.0469257392	0.1498805827	-0.0778900166	-0.0136185773	-0.0202263696	-0.0061383009	-0.01711042	-0.0664709382	0.0202218844	-0.0133058277	0.1307425609	0.0261916869	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.002822826615457	-4.058833901859991e-05	7.968350100932422e-06	1.6474132642887996e-09	-0.0530421439003561	-0.0535166673540885	0.0028640336846881	0.002813469029546	-0.0547660939794525	4.901757401400142e-05	0.0029993250497662	2.402722562218107e-09	-0.000454023278962	-0.0005560946450306	3.092412542317091e-07	2.0613713783940609e-07	-0.0009829893070785	3.061785000015027e-09	9.37452738631702e-18	9.662679778306697e-07	-4.822284299116499e-05	-0.0001932731187053	2.3254425861505508e-09	3.7354498414098114e-08	0.0	0.0	0.0	0.0	0.0	0.0
936.6821371112588	-1.1678071957815064	1.3637736465190655	877373.4259833151	1097.401814180262	1.419916489544903	1204290.74176613	2.016162837281521	863.1233014997821	-1.1992635580851356	1.4382330817510194	744981.8335918838	883.4909519317117	779.5044101273595	1.222714	27.076769	0.0983715752219283	0.0560407057385435	0.1935859498	0.0172003158	0.0273201698	0.0408705503	-0.0308143568	0.1233448805	0.0124046362	-0.0477085174	-0.1477530635	-0.0811529436	0.0673043661	0.1011939471	0.0072133158	-0.0479812088	0.0418773938	-0.0083487756	-0.0119722288	-0.0340543115	-0.0306950224	0.0526260131	-0.1624802732	0.0306283178	-0.0111194616	0.0344840017	0.0886379578	0.0736260496	0.1253027196	-0.0948920569	0.1252752821	-0.0356107132	0.1825696043	-0.0307852536	0.1720457148	-0.0245259329	-0.0220270339	0.0400363465	0.1754457068	0.1072133761	-0.1467537689	-0.0360771448	0.0218629336	0.0401653908	0.0653344058	-0.0174435624	0.0651638774	-0.1811101275	-0.0801854466	-0.0570117377	0.0372681551	-0.0221376082	0.0398583417	0.03415855	-0.0861780013	0.0311561611	-0.1490831574	-0.0580458149	-0.1202818833	0.0692981201	0.0074238143	-0.0493519474	0.0929322633	0.1104696747	-0.2228798946	-0.0184479892	-0.0189974141	0.0392682337	0.1409260486	-0.0059237432	0.053856164	0.1770448409	-0.2007709643	-0.054961293	-0.1223587154	-0.0067258122	-0.0040865962	-0.1090936736	0.0336991344	0.1439798172	0.0099677941	-0.0466159295	0.0560390687	-0.0062718973	-0.0726778908	0.0982906401	-0.0670822237	0.016753726	-0.1090544181	-0.0446196004	-0.0886206551	0.0164491778	0.1089314695	-0.1188864018	-0.0377126759	0.0586729154	-0.1150116919	0.0753171737	0.0146079496	-0.1293866505	0.0063746053	-0.0649859863	-0.0050983124	-0.0592047575	-0.1103900086	-0.0767316264	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0028837306883957	-6.090407293869986e-05	8.315902683195137e-06	3.7093061005224724e-09	-0.0744678915953898	-0.0214257476950337	0.0004590626642912	0.0055454668786627	-0.0731286052964961	-0.0183625113170436	0.0053477929126107	0.0003371818218685	0.0004270264908105	0.0008810497697724	7.762486968161751e-07	1.8235162385393004e-07	-0.0008079861369842	0.0001750031700943	3.062610954305451e-08	6.528415975586505e-07	6.617245988028235e-05	0.0001143953028714	4.378794446607577e-09	1.3086285319050168e-08	0.0	0.0	0.0	0.0	0.0	0.0
