global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99
975.5291760868078	n/a	951657.173396606	n/a	936.0377345666652	n/a	n/a	876166.6405326949	903.969464408256	n/a	817160.7925825493	n/a	912.7200251156272	769.3228821711717	n/a	n/a	n/a	n/a	-0.0140235315	-0.1677789311	0.0030179768	-0.0396444993	0.0788960552	0.0047815406	-0.0050534936	0.0811118009	-0.0173797379	0.0191516211	-0.0279110988	0.0658486812	-0.1365311503	0.0386405321	-0.0163223422	-0.0279856668	0.0047832588	-0.0829368856	-0.075922588	0.0244324871	-0.0260111594	-0.031591934	-0.015511202	0.0787936985	-0.0263355638	0.0333210199	-0.0173171335	0.0302848378	0.07897166	-0.0969821468	0.1037634673	-0.0284615107	0.0946237005	-0.0205512542	0.0185127043	-0.0947981073	0.134148783	-0.1081285517	0.0670699322	-0.0650429756	0.0213710898	-0.0584966221	-0.0130238378	0.0144709566	-0.0263305181	0.0345435517	-0.0583960915	0.0632589422	-0.0170038793	0.0481227375	-0.0516083036	0.110533752	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.6583505788291149	n/a	n/a	0.4334254846446305	0.0933944028238329	n/a	n/a	0.0087225144788203	-0.1576882510289579	n/a	n/a	0.0248655845125716	0.0314924137265481	n/a	n/a	0.000991772122324	-0.0271621797686618	n/a	0.0007377840097851	n/a	0.0109369833596327	n/a	0.0001196176050088	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
976.3754286508342	0.8462525640264857	953308.9776731004	0.7161434021214014	921.5872676198076	-14.45046694685766	208.81599498222573	849323.0918389428	903.8393733504012	-0.1300910578548837	816925.6128184459	0.0169236833338027	911.5630897315772	786.9999853224516	0.533306	33.376465	0.3801674535585714	0.1867349796702956	-0.0589352173	-0.1347892436	0.0296768896	-0.0211743203	0.0850844378	0.0148000816	-0.0009348633	0.0300108772	-0.0164512476	0.0498178075	0.0604266033	0.0965118945	-0.013766195	-0.0073991215	0.0129740569	-0.0332401496	0.0534275814	-0.0366784191	-0.0685196886	-0.0071904181	-0.0503365795	-0.0313180779	-0.0506429371	0.0292130371	0.016656482	0.0309994948	0.0265888461	0.0443249425	0.0765511984	-0.0846948167	0.1155786657	-0.0382519424	0.0921726682	-0.0599234782	0.0111860771	-0.1003931059	0.1384693577	-0.1288270437	0.0743891077	-0.0879975834	0.0525597395	-0.0345430575	-0.063800376	0.0389862139	-0.0575492028	0.0287803864	-0.0730486495	0.0500552701	-0.0239134194	0.0405537472	-0.0480141818	0.0968529038	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.594602410058414	-0.0637481687707008	0.0040638290216177	0.3535520260472742	0.2000122568204432	0.1066178539966103	0.0113673667908425	0.0400049028784069	-0.0267180011830276	0.1309702498459302	0.0171532063447054	0.0007138515872162	0.0319574238453994	0.0004650101188512	2.162344106340989e-07	0.0010212769388345	-0.0271080606578637	5.411911079809817e-05	0.0007348469526304	2.928878153576826e-09	0.0098794889703755	-0.0010574943892572	9.760430231577114e-05	1.118294383310459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.968017738778	8.592589087943793	970161.9959682578	73.83258723425074	946.4564541607368	24.869186540929263	618.4764392075372	895779.8196225149	907.6925259976774	3.8531526472762607	823905.7217520443	14.846785323212057	915.9421893242622	806.4219219473962	0.515785	32.279926	0.11904863831842	0.0604583731077187	-0.0736504937	-0.1564097104	0.0320807023	0.0287885875	0.0549877649	-0.0146419916	-0.0606129594	0.0802108687	-0.020117927	0.0013744954	0.0368162452	0.0306776713	-0.1191968751	0.0850427482	-0.0676560579	-0.0618283366	0.0127897774	-0.0956469384	-0.06291966	0.0411514604	-0.0265657087	-0.0602322327	-0.0237342676	0.0864704335	0.0052213809	0.0156668556	-0.0270106811	0.0566362818	0.0825683591	-0.0790984347	0.1357412673	-0.0393074339	0.1065000359	-0.0329655256	0.0544265547	-0.1042881532	0.1316453607	-0.0959542431	0.0714871622	-0.0917972312	-0.0101833713	-0.094497374	-0.0252226887	0.0286954142	-0.0206152196	0.0259797425	-0.0582363798	0.0492771399	-0.0219599254	0.0638749544	-0.0282098256	0.1338513185	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.5850426204803085	-0.0095597895781054	9.138957677765334e-05	0.3422748677784663	0.1960857227711017	-0.0039265340493415	1.5417669640638253e-05	0.0384496106746653	0.0180474201091556	0.0447654212921832	0.0020039429434666	0.0003257093725963	0.0321659189014595	0.00020849505606	4.347018840150301e-08	0.0010346463387752	-0.0277746566840615	-0.0006665960261977	0.0007714315539174	4.443502621426972e-07	0.0102203357560934	0.0003408467857179	0.0001044552629672	1.1617653133422475e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.2158707208008	-29.752147017977222	912437.3596768976	885.190252179331	920.6168273251232	-25.83962683561367	667.6863150037663	847535.3427541757	897.9962375950169	-9.69628840266057	806397.2427348059	94.01800878756988	906.0013357383838	753.3208467969516	1.142785	71.520088	1.1514571521726171	0.5238431059322632	0.0499694585	-0.1446419967	0.0195142968	-0.1497614021	0.1163344642	0.028193615	0.0311535359	0.0066481935	-0.0131909396	0.0769066536	0.017175091	0.0339766628	0.0150377543	-0.0113048443	0.0527203201	0.0266255683	0.048764116	0.0069089612	-0.0524638351	-0.0198901895	0.0503729098	0.0287867518	-0.0458962181	-0.0008708309	0.0290672578	0.0864420083	-0.0284575081	-0.0224968096	0.0432838966	-0.0748611666	0.1283758877	0.023488263	0.0222620564	-0.0244760146	-0.1043924614	-0.1249211277	0.1426700564	-0.2005403063	0.0406071484	-0.0117705324	0.1625389887	0.0367884253	-0.0915229281	-0.0024560933	-0.1325972252	0.0897644106	-0.060716518	0.0704232207	-0.0089387812	0.0404733505	-0.0743075705	0.0568901563	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.4382640401919815	-0.146778580288327	0.0215439516314568	0.1920753689253987	-0.1213740566636403	-0.317459779434742	0.100780711558755	0.0147316616309885	0.2991469325035041	0.2810995123943485	0.0790169358683404	0.089488887226256	0.0266850731217927	-0.0054808457796667	3.003967046049135e-05	0.0007120931275154	-0.0257179522673953	0.0020567044166662	0.000661413068828	4.2300330575342585e-06	0.0096355003513224	-0.000584835404771	9.28428670203341e-05	3.420324506736597e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.8712870370924	-10.34458368370838	892781.7490671315	107.01041158924562	891.3407603007992	-29.276067024323996	857.0881004127107	794488.3509736067	891.431841546136	-6.564396048880894	794650.7281223353	43.0912954865631	902.099892548044	697.480649569581	1.466254	91.764099	8.233564421874279	4.692048112138388	0.1389636803	0.083284407	-0.0778670339	0.1144632931	0.0986812064	0.0424283648	0.1074803337	-0.082240782	-0.03183196	0.114347308	-0.0888907779	-0.1692113872	0.0017220007	-0.2138135362	-0.0079942557	0.1155339386	-0.2022910767	0.1092261421	-0.0308744325	-0.0418737049	-0.0134768778	0.101713887	0.2127052837	-0.1017485471	0.033135705	0.0545568111	-0.0436897247	0.0596738183	-0.1850083167	0.0607821763	-0.0456849023	0.0213003353	0.1181139905	-0.1452095052	-0.0639883606	0.012793471	-0.1435562632	-0.010649317	-0.1203883101	0.0495989766	-0.056853945	-0.1343777957	0.012596984	-0.1380711151	-0.0348888589	0.0370920787	0.0032669003	-0.0912159136	0.0739719725	-0.037377967	0.0758609208	0.058200399	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0627350588662096	-0.5009990990581911	0.2510000972571191	0.0039356876109467	-0.659162203150558	-0.5377881464869176	0.2892160905018344	0.4344948100622974	1.4797914778515633	1.1806445453480592	1.3939215424601257	2.1897828179221137	-0.0560294183764362	-0.0827144914982289	0.0068416871038105	0.0031392957236017	0.0028937584051147	0.0286117106725099	8.373837707171974e-06	0.0008186299876074	0.0006790499024391	-0.0089564504488833	4.611087700025513e-07	8.021800464330187e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.0535623078504	27.18227527075794	944888.127995382	738.8760888952587	924.9382504253851	33.59749012458599	1128.791342671653	855510.7670999725	902.3922439822636	10.960402436127652	814311.7619993452	120.13042156187296	909.4385135814382	729.2344803633061	1.19048	74.505043	1.30642065359907	0.755807141116415	0.1053197888	0.0468980071	-0.0184544019	0.1509026155	0.0970999852	0.0363173041	-0.0803008911	-0.0144322031	-0.0465033123	0.1213535573	0.0628875915	-0.1044067026	-0.1481227414	0.0710430695	0.0158193222	0.0059245813	-0.0271726973	0.0069675548	0.2356443264	0.1340541706	-0.038890364	0.0117883827	0.0654322432	-0.0453117089	0.0936821668	-0.2881812342	-0.0707237026	0.0937800651	-0.175671859	0.0661807624	0.0027953233	-0.0174927397	0.0734572575	-0.1252163346	0.0022124188	0.0459271261	-0.1344821387	0.0194626184	-0.1791542991	0.029104813	0.0178328097	-0.0558328689	0.0725389725	-0.1092670584	-0.0141924583	-0.0707455978	0.0748288842	-0.0906462823	0.0179840062	0.0414458399	-0.0811102835	0.0876741649	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0596406096157551	0.0030944492504545	9.575616163638438e-06	0.0035570023153388	-0.3400081489992459	0.319154054151312	0.1018593102812186	0.1156055413858934	1.656145016833662	0.1763535389820987	0.0311005707115106	2.7428163167829704	-0.0445436024649117	0.0114858159115244	0.0001319239671534	0.001984132520552	0.0042839943700911	0.0013902359649764	1.835260776297224e-05	1.9327560383138625e-06	0.0039593702502423	0.0032803203478032	1.5676612778503775e-05	1.0760501584211708e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.4732462774606	0.4196839696102188	945704.2147254226	0.176134634347791	935.2054100967036	10.267159671318495	105.41456771634893	874609.1590741436	898.4958064558699	-3.896437526393697	807294.714218784	15.182225397089034	908.1687516301918	767.7164523247415	0.9991580000000002	62.531342	2.8296383383375963	1.704689605672794	-0.0095872477	0.1312724654	-0.0105650999	0.1046589514	0.0033243003	-0.0365637989	-0.1161860862	0.0447182082	-0.0250843281	0.0341609612	0.0294005575	-0.0278753847	0.1997150599	0.1057749706	-0.0594160812	0.0253334839	0.0033506981	0.0277645241	0.124303996	-0.0643092339	0.1180746714	0.0220211232	0.0262979061	-0.0333978894	0.1375942654	-0.0255244632	-0.0681580009	0.0338061225	-0.0926508961	0.1383426203	0.0225504893	-0.084607035	-0.0731574235	0.0747625598	0.0611728446	0.1049512611	-0.0683754023	0.0565570154	-0.1063305911	0.0116426818	0.0632296519	0.1346281648	0.0098509912	-0.0109454982	0.0044028031	-0.0667176764	0.0049060701	0.0543592011	-0.0341015031	-0.0176942018	0.0113682883	-0.0921886231	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0479859886488611	0.1076265982646162	0.011583484654013	0.0023026551066086	-0.2598319318762065	0.0801762171230394	0.0064282257921607	0.0675126328225216	1.0004900593962418	-0.6556549574374202	0.4298834232122653	1.0009803589506954	-0.0146157208967585	0.0299278815681532	0.0008956780951574	0.0002136192973319	-0.0028872970225064	-0.0071712913925975	8.336484096174323e-06	5.1427420237542993e-05	0.006583808599742	0.0026244383494997	4.334653567803671e-05	6.887676650324708e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.4760268296664	-0.9972194477942368	943765.6707047548	0.9944466270590424	909.926460452196	-25.278949644507637	639.0252951295527	827966.1634310618	899.4593672138935	0.9635607580236184	809027.1532688178	0.92844933440305	905.0995590864948	758.4795358269529	0.754942	47.247314	0.755550100649742	0.3752589791737706	0.0595766875	0.0894796963	-0.0485810321	0.0668298927	0.0372831505	-0.0462644736	-0.060585583	-0.0583800244	-0.1070504327	0.1379105529	0.0296562775	-0.0301491976	-0.0462018652	-0.0457027038	-0.025077626	0.0047959974	-0.0028331005	-0.0907422472	0.1935615643	-0.0244890825	-0.0790677154	0.0183663193	0.0111836197	0.0670091739	0.1461419499	-0.176694729	0.0707215284	0.0537725327	-0.1172652351	0.1167577156	0.036127753	-0.0134236193	-0.0246346194	0.0384339667	-0.0073242492	0.0860650815	-0.0732647781	0.0820968356	-0.1597041202	-0.0343247797	0.0742692791	0.1029590776	-0.0168096318	0.0349359256	-0.0327532619	-0.0863810941	0.065413187	0.0453809217	-0.0711442393	-0.0295305322	0.0021178173	-0.0648528032	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0180247947956502	-0.0660107834445112	0.0043574235309581	0.0003248932274252	-0.4042922728535956	-0.144460340977389	0.0208687901153035	0.1634522418891262	1.2151428093615235	0.2146527499652817	0.0460758030676577	1.476572047143016	-0.0193942970891305	-0.004778576192372	2.283479042630448e-05	0.0003761387595814	-0.0044469447940556	-0.0015596477715492	1.9775318001378207e-05	2.4325011712983865e-06	0.006854109161072	0.00027030056133	4.697881239189112e-05	7.306239345531313e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.1242837755595	-15.351743054106803	914173.6460253268	235.67601479931653	892.1452106382789	-17.781249813917157	316.1728449449289	795923.0768648189	894.7298444098395	-4.729522804054	800541.4944776556	22.36838595406681	901.8924313592228	728.3077135953037	0.774076	48.444839	0.8241106174661531	0.4226120091131753	0.0679476689	0.08929143	0.0033637415	0.0888641969	-0.0030297249	-0.0860664499	0.0438440269	-0.1198307364	-0.069215662	0.0875318556	-0.0321715754	-0.0610722028	0.0300507409	-0.0477419203	0.0273032958	0.0625835122	-0.0781475182	0.0015571234	0.0581797341	-0.0536551043	0.0138887161	0.0634292848	0.0816927872	0.0017164579	0.0910366377	-0.0156133735	0.0237875616	0.047903824	-0.1085559688	0.1015284323	0.0450882971	-0.0038817683	-0.0529059789	0.0499261538	0.0388708881	0.0768975031	-0.0356355158	0.0981259101	-0.1471903944	0.0327295551	0.0505231548	0.1068163751	-0.0465139886	0.0377347531	0.0468809336	-0.1060716833	0.0484335527	0.0322128519	-0.021859311	-0.0446799568	-0.008367609	-0.0475827313	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0719718161441278	0.089996610939778	0.0080993899806457	0.0051799423190841	-0.08948091561642	0.3148113572371755	0.0991061906455125	0.0080068342595528	1.261178413867313	0.0460356045057894	0.0021192768822134	1.5905709916048714	-0.0165872392833533	0.0028070578057772	7.87957352497471e-06	0.0002751365070432	-0.0086281644621175	-0.0041812196680618	7.444522198534736e-05	1.748259791258766e-05	0.0063770457392429	-0.0004770634218291	4.0666712360396027e-05	2.2758950844728989e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.629757915738	16.50547414017842	946008.6459832272	272.4306765920986	908.7466727553344	16.601462117055576	275.6085444240314	825820.5152438909	899.7789636560389	5.049119246199325	809602.1834379353	25.49360516234044	907.5269293610736	797.7058833112485	1.244492	77.88535299999998	3.426978396341658	2.002540880752312	-0.1152579538	-0.113871161	-0.0044340329	0.0585914271	0.1165433323	-0.1371418459	-0.0579600218	0.045933451	0.050015729	0.1342225647	0.0540596546	0.1769489889	0.2057490611	0.1779417687	-0.0116502169	-0.0072693221	0.0999721982	0.0018072691	-0.0216809227	-0.051482151	0.106730365	-0.0033199509	-0.0856143486	-0.0122890632	0.0989642074	0.0580817598	-0.0692366247	0.0565561502	0.0727329178	0.0465764262	0.1810736244	-0.1194567486	0.0694015507	-0.0122436509	-0.0160564594	0.0442217146	-0.0771165386	0.0064008212	0.1602089535	-0.0024636064	-0.0046574388	-0.0852624417	-0.014312663	-0.0528784945	0.0550090002	-0.0297112278	0.0633282578	-0.0066403131	0.0702949169	0.0034554728	0.0213998217	-0.0338290767	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.4320389730657012	0.3600671569215734	0.1296483574935849	0.1866576742476657	-0.0296448098462462	0.0598361057701738	0.0035803595537394	0.00087881475082	0.5742221309193525	-0.6869562829479605	0.4719089346816784	0.329731055637562	0.0180964559684318	0.0346836952517851	0.0012029587163187	0.0003274817186173	-0.0124644410581815	-0.003836276596064	0.0001553622908928	1.471701812150839e-05	0.0142594509054328	0.0078824051661899	0.0002033319401244	6.213231120397724e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
