global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
912.5394760516504	n/a	n/a	832728.2953526205	1074.4912898076043	n/a	n/a	1154531.5318724092	835.6083699168381	n/a	n/a	698241.3478750754	850.7480865393509	686.4530524175927	n/a	n/a	n/a	n/a	0.0195512637	-0.0294247751	0.0920790946	-0.0490526634	0.0421688865	-0.0636888215	-0.082849983	0.0194643153	-0.0728922254	0.1324044096	-0.0242667107	-0.1416323263	0.0702154268	0.009282678	-0.0019732178	0.0296356565	-0.0943691053	0.0385914226	-0.1143859753	0.009491243	-0.0755275731	0.0229664682	-0.070503099	0.0583543093	-0.1504980268	0.0051962104	-0.064965251	0.0796592252	-0.0709350892	0.0577311526	-0.0307873192	0.0065560904	-0.2616199575	0.1130633038	-0.030934776	-0.0501307431	0.2962128961	-0.021138541	0.0598524056	0.0213414915	-0.1184542652	-0.0073630524	-0.0373731869	0.0604344016	-0.1042532746	-0.0187825821	-0.0469681442	0.0677086385	-0.0035547571	0.0177984815	-0.0359869305	0.0362275334	0.0053503465	-0.1277576512	0.0520770599	-0.0141554711	0.0337494964	-0.0232507293	0.0431244676	-0.0861575301	0.0683177555	0.0479883076	-0.1837893874	0.0136068022	-0.0598796081	0.0926387842	-0.1890462538	0.0101390977	-0.0862203861	0.0420677821	-0.2246621674	0.0100594452	0.1682707936	-0.0949522312	0.0187023504	0.0672778865	-0.0569591874	0.0491597589	0.0158143901	-0.0254548687	-0.0156268986	0.0013168122	-0.021662072	0.0421222463	-0.046845546	0.0184168397	-0.0522107002	0.0207259113	-0.0222225835	0.1122674808	-0.2142272394	0.0451749869	-0.0644931636	0.0037819588	-0.0048658909	-0.0643039452	0.0675340183	-0.0407420805	-0.0115471713	0.0431496209	-0.0635301703	0.0448901752	-0.149198933	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.002086626927479	n/a	n/a	4.354011934480453e-06	0.0001130381837128	n/a	n/a	1.2777630977088723e-08	0.0377420831776191	n/a	n/a	0.0014244648425863	-0.0010380026104846	n/a	n/a	1.0774494193728445e-06	-2.132768295304288e-07	n/a	n/a	4.5487006014551593e-14	0.0004099999735226	n/a	1.6809997828853272e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.3612960640844	2.8218200124340456	7.962668182573277	837886.3023321204	1064.4643633293383	-10.026926478265976	100.53925460055136	1133084.3807981336	836.8260999860169	1.2177300691787425	1.4828665213820644	700277.9216178071	852.2308682922534	690.6529805234991	1.085545	21.718458	0.115335070986174	0.0678328987184428	0.0466202134	0.0027192556	0.0019535726	0.0598643643	-0.0099079542	0.2244134824	-0.0053153611	0.0333197818	-0.0141027999	-0.0015569924	0.0673355326	-0.0020178574	-0.17758571	-0.0727836676	-0.0413146452	0.0883557593	-0.0009710857	0.1185017752	-0.0180769474	-0.0371212058	0.1645260392	-0.0127819444	-0.1585903458	-0.1245657006	-0.0050044963	0.0810799454	-0.1050064214	-0.1083471611	-0.0566039277	-0.0436094741	-0.0017386249	0.0671732321	0.0514706865	-0.1831325631	-0.073951846	-0.0985532617	0.0586832278	-0.0702711497	-0.0686981501	-0.0338605391	-0.0369294882	0.123581658	-8.96001e-05	0.0308529658	-0.0203785976	0.0741064881	-0.0288709617	0.0407730624	-0.05416687	0.0039020617	0.0112790894	0.1314412858	-0.0201770293	-0.0806144043	-0.0705726361	0.0725340634	-0.1364709733	-0.1073764204	-0.0148223513	0.01044026	-0.0752046607	0.0665051169	0.1471015129	-0.0228589156	-0.0232912782	-0.0140666655	-0.0397843909	-0.1225759683	0.0026631112	-0.0490257533	-0.0904072542	-0.0062277493	-0.1563344045	0.0653790152	0.1871069745	-0.0442479898	-0.0498511543	0.1306948002	0.072646082	-0.045877975	-0.0239570219	-0.0201644883	0.0426217329	0.157435502	-0.0572592194	0.0729742755	-0.0703228091	-0.1585822257	0.0666494078	-0.1027335513	-0.0120089458	0.1004165652	-0.0372870399	0.0214908258	0.0664095305	-0.0624965168	0.2075867301	-0.224960466	0.0468865032	-0.0575028917	-0.0208080714	0.0406785026	-0.2560513122	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0078377651439467	0.0057511382164677	3.307559078491528e-05	6.143056245166584e-05	-0.0041541358715164	-0.0042671740552292	1.8208774417621216e-05	1.725684483901932e-05	-0.0076380408205096	-0.0453801239981287	0.0020593556540855	5.833966757577096e-05	-0.0011697673320642	-0.0001317647215796	1.7361941852949513e-08	1.3683556111645966e-06	-0.0010082720767956	-0.001008058799966	1.0161825441890322e-06	1.0166125808457122e-06	0.0004689091463039	5.890917278129996e-05	2.198757874874523e-07	3.4702906377770518e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.4051624980176	-0.9561335660667964	0.914191396159609	836136.801203026	1058.4522114543172	-6.012151875021118	36.14597016831995	1120321.0839325346	836.9103092842602	0.0842092982433087	0.0070912059106305	700418.8657862761	851.709339773024	697.8670197411154	1.148679	22.981573	0.0982637356428155	0.0452107679471735	0.0244231575	0.0011090081	-0.1822874332	0.0084330238	0.0070029531	0.0303789576	-0.0031547516	-0.0493627839	0.0749557966	-0.0091019354	0.2685840831	0.1358167952	0.0163618958	-0.0496003768	-0.1233781336	0.0463048389	0.1873739137	-0.0812389262	0.0334115777	0.0967536576	0.1835449251	-0.1869858684	0.0102011748	0.0411256451	0.096751404	-0.0880405979	0.0024219404	-0.0293290555	0.0730641693	-0.1528230127	0.042129277	0.084646849	-0.0453048337	-0.2156788814	-0.1114149725	0.0121230487	-0.0583536978	-0.0893989975	0.0370380712	-0.0591169093	0.1445733235	0.0955839164	0.0294481643	-0.1771961717	0.087905359	0.1432724404	-0.0750638076	-0.0319152666	-0.0485634891	0.0356550388	0.1178176468	0.0814804464	0.0300633444	0.1814201836	0.0481463174	0.0362128414	-0.1788615425	0.0969007895	-0.1313550457	0.0450892543	-0.002954	-0.1384819845	0.0857156942	0.0375897797	-0.1617388769	-0.0727321248	-0.0906114437	-0.0100019902	-0.1057171825	-0.0912032832	0.1358795636	0.1210581137	-0.0683169395	0.1259453815	-0.0394760883	-0.0261229909	-0.0651190954	-0.096270157	0.0816744601	-0.0260861876	-0.0183799199	0.0444515354	0.0733233895	0.1211738247	-0.0281120506	0.0075055567	0.1446125087	-0.0277399395	-0.079029993	0.0310544235	0.0359509089	0.0295990006	-0.0953665979	-0.0729357348	0.0323832289	-0.0034044017	0.0221875563	0.0464640712	0.0355020487	-0.108657255	-0.0666597066	0.021290552	-0.0271874272	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.008651312177534	-0.0164890773214807	0.0002718896709137	7.484520239314806e-05	0.0246480328018066	0.028802168673323	0.0008295649202865	0.0006075255209989	0.0169845800015622	0.0246226208220718	0.0006062734561475	0.0002884759578294	-0.0013078721902294	-0.0001381048581651	1.9072951848829993e-08	1.710529665975448e-06	-0.0006852372752428	0.0003230348015528	1.0435148301425687e-07	4.695501233821769e-07	0.0003630514295031	-0.0001058577168007	1.3180634046424438e-07	1.120585620627837e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.1246469005304	-4.280515597487238	18.32281378033153	828326.8728958151	1065.488031098337	7.035819644019739	49.50275806317405	1135264.7444138103	835.629466044343	-1.2808432399172034	1.6405594052415986	698276.6045215537	851.1082470142078	691.1304311938884	1.112413	22.255999	0.0701253140104265	0.0308385733983396	0.0243766074	-0.0225258342	0.0086774527	-0.0777102533	-0.0824591215	0.1081111957	-0.0028004459	0.0737066856	-0.0777752669	-0.0868668954	0.0455349584	-0.0992559541	0.0062189246	-0.0021676271	0.0165977766	0.0428501736	0.0630219767	-0.0431162846	0.1448894635	0.0289933672	-0.068307421	-0.1590265725	-0.0404808035	-0.0670031775	-0.0718842282	-0.0161237252	0.117507279	0.1189741853	0.1114390105	0.0276570017	-0.002283446	0.0203879214	-0.2170753804	0.0530542442	0.0965088259	0.1093817665	0.0423585321	-0.0779794123	-0.0008503638	0.0156430847	0.0633966716	-0.052785097	-0.0357346167	0.0330065141	0.1033059089	-0.1366637948	0.0499015275	0.1118184911	-0.0313127788	-0.0145961365	0.0052149526	0.0413886609	-0.0992788253	0.1003199922	-0.050040532	0.0334490098	0.0453584941	-0.0014886398	-0.1038429441	0.1874896635	0.0001018359	0.132048721	-0.1911438109	0.1149564354	-0.1330094657	-0.0077459127	-0.1056164048	0.0911598334	0.0409309343	0.0455628289	-0.0140827005	0.0706964912	0.1121694873	-0.0166000881	-0.1609586624	0.0386185455	0.0968843684	-8.9627e-06	0.0003821679	-0.0285725132	-0.0131284269	-0.0069432901	-0.0067649291	0.0378526804	-0.0122297234	0.0284617688	0.0074007915	-0.0677569842	0.0542438468	0.0593783437	-0.1295506759	0.0238991674	-0.1644058288	0.1049316436	-0.002924088	-0.1535070092	0.0213955172	0.0914078131	-0.1205639148	-0.0807221963	0.058852819	-0.0415495651	-0.0559576734	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-4.18556474670595e-05	0.0086094565300669	7.412274174311226e-05	1.751895224886764e-09	0.0188313838353906	-0.005816648966416	3.383340519850832e-05	0.0003546210171558	0.0376714005986258	0.0206868205970636	0.000427944546415	0.0014191344230621	-0.0010679586695501	0.0002399135206793	5.7558497404736934e-08	1.1405357198672197e-06	-0.0003371342457982	0.0003481030294446	1.2117571910850808e-07	1.1365949968992113e-07	0.0002508202212894	-0.0001122312082136	6.29107834076636e-08	1.259584409710688e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.032272257372	0.9076253568416632	0.8237837883819565	829979.8010944304	1058.9185352408008	-6.56949585753614	43.1582758221845	1121308.464276523	834.8440592165999	-0.7854068277430315	0.6168638850653719	696964.6032092498	849.7502774719409	677.6707789659225	1.080101	21.609549	0.0827709209520426	0.0372271198008197	0.0179680738	0.0004893315	0.0502813942	0.032415877	0.118356282	0.0324527313	-0.0248054716	0.0062902159	0.0641349036	-0.0395087952	-0.0518578337	0.047704299	-0.0071328402	-0.0056882614	0.0779546882	0.0015093615	0.0275184549	0.025981824	-0.0329784797	-0.0943541261	-0.0049190304	0.0150996886	-0.0335393556	0.1117324735	0.1688284733	0.1550989565	0.0696987596	0.0078413487	-0.0433805303	-0.0016802338	-0.0639990479	0.027461571	-0.0383483529	0.021743053	-0.053898849	-0.034534866	0.0048287542	0.1380582124	-0.115799936	-0.1440761858	-0.0246176337	0.0998719859	-0.0188147982	0.0960967998	0.0664135246	0.011880447	0.1554491815	-0.0552833555	-0.0161548748	-0.025208849	-0.0810520968	0.0047801628	-0.01094339	0.0220581057	0.0057121354	-0.0978791254	-0.0291004643	-0.0333340734	0.0587298571	-0.0333792066	-0.1476546441	-0.101963435	-0.0122188047	-0.0868362208	0.0917821704	-0.0831608175	-0.0676906893	0.1670754434	0.049029674	0.0246246081	-0.1040539423	-0.1060311598	-0.1075769953	0.0245758679	0.0984630382	-0.0325271558	0.1579782249	-0.0296254336	0.0894206042	-0.0208403322	-0.0086239994	-0.0075552274	-0.0045207685	0.0136658854	-0.0636021715	0.0213103005	-0.0397577958	-0.136775266	0.0121336995	0.0287433026	0.047157964	0.083145708	0.0689647698	-0.0175038966	-0.0714214505	0.1290084894	0.120664363	-0.043505419	0.0152119904	-0.0555300642	-0.048476851	0.059956403	-0.1960023344	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0172221129547693	0.0172639686022363	0.000298044611899	0.0002966011746268	-0.002194358250307	-0.0210257420856976	0.0004420818302542	4.815208130690399e-06	0.055692273502288	0.0180208729036622	0.0003247518602099	0.0031016293278536	-0.0012230091278112	-0.000155050458261	2.4040644606977106e-08	1.495751326709512e-06	-0.0002719648361828	6.516940961539999e-05	4.247051949619788e-09	7.396487211993724e-08	-5.816665804303056e-05	-0.0003089868793324	3.383360107894852e-09	9.547289159959403e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.1616186079724	2.129346350600372	4.534115880815121	833864.141698732	1060.6224708722268	1.7039356314260203	2.9033966360431904	1124920.0257191076	834.9185265239337	0.074467307333748	0.0055453798615388	697088.9459328966	849.2294317048904	686.191666869766	1.000291	20.012781	0.0549572900573339	0.0302483771888306	0.0144614859	0.0028307954	-0.0519414787	0.0848185399	0.0189645152	-0.134068626	0.0099781574	-0.0106896098	0.0451178747	-0.0232254322	-0.0112974178	0.0547925224	0.0325908248	0.0035776131	0.0132884853	-0.0381545066	-0.0515060631	-0.0976154156	-0.1583310201	0.0343353007	0.0669650589	-0.0484087797	0.0044040565	-0.0032265243	0.0219579622	-0.2124214316	0.0339347497	0.0537705924	-0.2131016045	0.0618650253	0.0482298374	-0.1395528202	0.0863153017	0.03193887	-0.1991269644	-0.0855329002	0.0534001977	0.0339636444	0.0493791446	0.0958974788	0.0808798054	0.0022502642	-0.0883987526	-0.0923433401	-0.0756241391	-0.0281437737	0.0146639163	0.0280630141	0.0036996671	-0.0040187903	-0.0103486502	-0.0759398753	0.1103726459	-0.0124022988	0.0924724008	-0.0620089043	-0.0759435093	0.0315845855	-0.05263471	0.0178165973	0.0555486084	-0.1002449762	-0.0239475239	-0.0266574466	0.0109516628	0.2569273974	0.0584169913	-0.15214254	-0.1056450768	0.0652421905	0.0176419936	-0.0701585335	0.0168701197	-0.1120920204	0.0121881937	0.0130382101	-0.1747732837	0.082833871	0.0800128654	-0.0215455182	-0.0038308467	0.0161309084	0.0017409043	0.0872578258	-0.0036999773	0.043640624	0.0506281389	0.0014808291	-0.0966817806	0.1184558307	0.0787554045	-0.0651585056	-0.0505890327	-0.0010587995	0.0833021313	0.1205687428	-0.0459643028	0.0409583296	0.0618984512	0.0573696114	-0.0073525651	0.0467947777	-0.0141918388	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-1.2859087661354351e-05	-0.0172349720424306	0.0002970442613033	1.6535613548239572e-10	-0.0009482712708148	0.0012460869794922	1.5527327604599944e-06	8.992184030527159e-07	0.0378204149163394	-0.0178718585859486	0.0003194033293161	0.001430383784444	-0.0009089996523188	0.0003140094754924	9.860195069901214e-08	8.262803679156992e-07	-0.0002719997776412	-3.494145840000169e-08	1.2209055151190484e-15	7.398387903686226e-08	-1.2362600458176156e-07	5.80430320384488e-05	1.528338900884973e-14	3.3689935682163942e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.8599981210652	-1.3016204869071544	1.6942158919364176	831488.6561733491	1064.4570276830104	3.834556810783624	14.70382593512708	1133068.7637837492	835.8604756532218	0.9419491292881048	0.8872681621666187	698662.7347592302	850.5167327030788	686.7795132328644	0.919663	18.399673	0.0721523619939619	0.038099220965558	0.0131613445	-0.0465888415	-0.0639917826	-0.1110974935	-0.0383694094	0.0135904424	0.0005148531	0.081152454	-0.0116691628	-0.0808973249	0.084400382	-0.0826515788	0.1241658007	-0.0345980352	0.00925246	0.0399026733	0.1285370076	-0.0406259063	0.0160116799	0.1071239706	-0.0277044266	0.0021303488	0.0880208453	-0.0765988836	0.0146087783	0.0687853434	-0.0177336636	-0.0568139461	-0.158693234	-0.0020804162	0.0506964555	-0.1039674902	0.0779875202	0.0977888951	0.1414753942	-0.0134890525	0.0902424064	-0.1171521775	-0.0068828502	0.0354014689	-0.0756373617	0.0552557934	0.0363729585	-0.0339317457	0.0734793889	0.107948218	-0.177458333	-0.0237750853	-0.0387096527	-0.0391204714	0.0379964115	0.0125280191	-0.038044031	0.1377550977	0.0438565968	0.0376719148	0.0006428856	0.0553190512	0.036308952	0.0448097595	-0.0603527733	0.0700338522	-0.0456811035	-0.0509152584	0.0297513116	0.0904789241	0.050530203	-0.0896889715	0.0408945952	0.136646219	0.0063405953	0.0624791014	0.033654792	-0.1012066313	0.0028274783	-0.0902959293	0.0768684326	0.0390623639	-0.1656536523	-0.0090222052	-0.0256361663	0.0018900217	0.0314214593	0.0293650288	-0.0592344218	-0.0948280179	0.0378471006	-0.1309724066	0.0196412752	0.0956952134	0.0304050701	-0.0547447982	0.0336289537	0.1149755604	0.0476872333	0.0398515488	-0.0454952626	0.1153899535	-0.004807127	-0.0091158664	0.0652678704	-0.0154933009	-0.0197561433	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-7.705959220061231e-05	-6.420050453925796e-05	4.121704783095283e-09	5.938180750124671e-09	0.0181715996224198	0.0191198708932346	0.0003655694629739	0.0003302070328375	0.0476244154712901	0.0098040005549507	9.611842688147372e-05	0.002268084948982	-0.0012400007636582	-0.0003310011113394	1.0956173570791793e-07	1.5376018938729192e-06	0.0002600002504484	0.0005320000280896	2.830240298873352e-07	6.760013023323074e-08	1.6103539116627593e-07	2.846613957480375e-07	2.59323972080755e-14	8.103211022922082e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.2197798440804	-1.6402182769847968	2.690315996154976	828500.0476194063	1065.6256369058187	1.1686092228082998	1.3656475156326184	1135557.998030932	834.5606005333129	-1.2998751199088474	1.6896753273580405	696491.3959625239	850.108916938803	679.5517585938765	0.931003	18.626545	0.086997009371314	0.0378191959931289	0.0116681125	-0.0183804858	0.1498366625	0.01017989	0.0554702124	-0.0664097617	-0.0115770416	0.0233074336	0.0095220194	-0.0435847555	-0.0940035357	-0.1282450467	0.0078330825	0.0108183528	0.1170963071	-0.0155840994	0.0048796385	0.0870330908	-0.0205703482	-0.035359512	-0.15881914	0.0524156852	0.0349369321	0.0119466791	0.073395365	-0.1103942703	0.1000766045	0.1632516872	0.0432202473	0.0687116336	-0.0495659303	0.0987900393	-0.0232380929	-0.0163306758	0.0217647472	0.0306869433	0.0490025972	0.1289019264	0.0837212708	0.1225756183	0.1374242291	0.0041248144	-0.0912035619	-0.161868069	0.1395461869	-0.0374886001	-0.0631511273	0.0736931561	-0.0064239713	-0.0227243324	-0.1071633116	0.0087663416	-0.0874398515	-0.009806923	0.0162910523	-0.0770941684	0.0139559063	0.0317165042	0.0764010819	0.0965624683	0.0799968601	-0.1089538414	-0.2008652874	-0.0588084266	0.060756568	-0.0288415937	0.0332858635	0.0982889735	-0.0531386723	-0.1075773537	-0.0934237805	-0.0768776492	0.0484159122	0.00548312	-0.1735676211	0.0053352457	-0.0436447568	0.0188608587	-0.0783906231	-0.0063937415	-0.0072768172	-0.0357710336	-0.0460253702	-0.0142623796	0.003938461	0.0334052432	-0.1145875041	-0.0126303524	-0.0343583519	0.16863359	0.0314698989	-0.0870668609	0.1092355066	0.0520595705	0.0484584174	0.0802460691	-0.0014163505	0.0108999737	-0.0500843123	0.1326879503	0.0062245881	0.0344643563	0.0376301676	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0199438338357111	0.0200208934279117	0.0004008361736517	0.0003977565080664	0.0218601297486742	0.0036885301262544	1.3605254492286312e-05	0.0004778652726288	0.0584001651460397	0.0107757496747495	0.0001161167810528	0.0034105792890847	-0.0008293995109717	0.0004106012526865	1.68593388707723e-07	6.879035488000952e-07	0.0004796735666316	0.0002196733161832	4.825636584292416e-08	2.3008673052508e-07	-0.0004198011185871	-0.0004199621539782	1.762329791669804e-07	1.7636821077406508e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.809976623449	0.5901967793685117	0.3483322383769636	829574.8135168076	1063.1315251470128	-2.494111758805957	6.220593465414144	1130248.6397614134	835.2204423512377	0.6598418179247574	0.4353912246822486	697593.1873213971	849.6821753626747	676.5561629538226	1.005845	20.123915	0.0452935601114615	0.0223242465513969	-0.0102213986	-0.014124958	-0.0889862369	0.105265123	-0.0648339366	0.0025564479	-0.0085917443	-0.0189808881	0.0439716949	0.0743134331	-0.1034959283	0.1072835692	-0.1015024313	0.0131403386	0.00101283	0.0015240744	0.0020296496	-0.1615647941	-0.0605592796	0.0218558929	0.0315507725	0.0252522055	-0.0615341584	-0.0015241806	0.1730164635	0.0527198157	-0.0446308956	0.1403542328	0.2018494355	0.0218314055	-0.1618217987	0.0419930715	0.077306078	-0.0088466698	-0.0572518063	-0.0335315356	-0.1214463216	0.0894538273	-0.0190406088	-0.0408918134	-0.0155528051	-0.1911343721	-0.1415101607	-0.0381304911	-0.2181211592	-0.0125438659	-0.1550289267	0.1085543854	0.0059846146	-0.0176879819	0.0246953559	-0.0514343396	0.1224779915	0.0728403018	0.0227350644	0.0133900105	-0.0228214978	-0.0887431263	0.0156554748	0.0078830759	0.0037304075	0.0387758808	-0.0156349701	-0.2223152423	-0.1061797023	-0.0585013622	0.0662895838	0.1435519727	-0.0207764795	-0.2177303557	0.1040192426	0.0097714491	0.0452184741	-0.0842632615	-0.0192787289	-0.0658022956	-0.19860405	0.0603327632	0.1359184109	0.0083918629	-0.0294265463	0.0206258507	0.0069086788	0.0401022062	-0.0332273765	0.0674680976	0.1339097784	-0.0361776995	0.0928878324	0.0328095194	0.1089551195	-0.1299000743	0.0632480832	0.0297403911	0.0267841487	0.0303058994	0.0687392356	0.004834775	0.104524274	-0.0196263878	-0.0067020426	0.1470860241	0.0486040014	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0158923307893701	-0.0040515030463409	1.641467693451039e-05	0.0002525661779187	0.0233487346460634	0.0014886048973891	2.215944540531106e-06	0.0005451634095722	0.068568169021816	0.0101680038757763	0.0001033883028178	0.0047015938030043	-0.0010269806336113	-0.0001975811226395	3.9038300023524624e-08	1.0546892218126671e-06	0.0004020533663358	-7.76202002958e-05	6.024895493960111e-09	1.61646909381949e-07	-0.0001032934756834	0.0003165076429037	1.0669542118757148e-08	1.0017708801645609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.7341092565246	1.924132633075601	3.702286389666445	833083.5542003013	1058.5086424856474	-4.622882661365338	21.371044100752272	1120440.5462168085	835.996275304922	0.7758329536843576	0.6019167720225945	698889.772323703	849.8884301570797	676.0369426125899	1.038087	20.768978	0.1146598902231542	0.0520159777707421	-0.0031522571	-0.003547332	0.0542375547	-0.0637033042	0.0728315653	-0.0685199716	-0.0010960471	0.0314306113	0.029304539	-0.0324611559	-0.0318432192	-0.0177381471	0.1029382683	0.0029728214	-0.0044786587	0.0236268422	-0.0185630765	0.0331352916	-0.1114840973	-0.0179201	-0.1623908008	-0.1133052104	0.135258369	0.013231805	0.1045652303	0.1361533418	-0.0385070309	0.0192490747	0.1421739938	-0.0237564182	-0.119557785	0.0050732941	-0.0188736573	0.0854967898	-0.0393917983	-0.1606914265	-0.0342220353	-0.0568313647	0.0538470279	-0.1301270604	0.0227892093	-0.0679688199	0.1293716889	0.006711764	-0.0797444527	0.2286887689	0.0607492954	0.0471031715	0.0110825179	-0.01853393	0.0301192753	-0.0132270716	-0.0528449924	-0.0805830483	0.1259519886	-0.0856376668	0.09434152	0.0689789592	-0.0671694186	-0.0954277206	-0.1242609665	0.0966629137	0.0031962867	-0.1076605314	-0.0135589012	-0.0793738692	0.0338127163	0.0115429227	-0.0541716449	-0.2256451596	0.1659848406	-0.0295027651	0.0323544	-0.1169353335	0.1644747229	0.1385811226	0.0457935288	-0.0454645586	0.1015213808	0.0049756482	0.0079362136	0.0163385198	-0.0059222418	-0.0310029362	-0.0534792866	-0.0605254712	-0.0730537201	-0.0090831843	-0.0395676871	0.0316942121	-0.0600830827	-0.021434394	-0.0305177188	-0.0774704741	-0.0190092003	0.0056116831	0.0044401129	0.1724834581	0.182111495	0.0335645567	0.0576396924	0.040473554	0.0669685296	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0226619639839356	0.0067696331945655	4.5827933588963095e-05	0.0005135646116091	0.0365557965110241	0.0132070618649607	0.0001744264831048	0.0013363262585554	0.038475386044908	-0.030092782976908	0.0009055755872952	0.0014803553313047	-0.0013144713812213	-0.00028749074761	8.265092996135673e-08	1.7278350120498322e-06	-0.000272149224719	-0.0006742025910548	4.5454913378500587e-07	7.406520051515275e-08	0.0002268214293862	0.0003301149050696	5.1447960828798914e-08	1.0897585054911103e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
