global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
905.189780851407	n/a	n/a	819368.5393578183	1115.66970810732	n/a	n/a	1244718.8975882728	838.4263591167355	n/a	n/a	702958.7596617452	866.5199268939084	788.8780779685641	n/a	n/a	n/a	n/a	-0.1289402164	0.0144688493	-0.0170716294	0.1260529574	-0.0021734956	0.0247036064	-0.1692909125	0.013207245	-0.0587233138	-0.0021285852	-0.0696154703	0.0287373208	-0.0534176513	-0.0032636011	-0.016348657	0.0687621456	-0.0828519487	0.1191407332	-0.1000149608	0.0388531355	-0.0545697476	0.0058751205	-0.0690947846	-0.0217490714	0.1985142727	-0.0875125678	0.0007754096	-0.0085001232	0.1901075417	-0.0642988825	0.005913785	-0.0038402319	0.0309547214	-0.1317769998	0.0076806999	0.1394846687	-0.0038513087	-0.1197608624	0.1449244317	-0.0727375346	0.0897562887	-0.1041445808	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0861206901463162	n/a	0.0074167732712778	n/a	0.0319939783814646	n/a	n/a	0.0010236146526736	0.0121974735789365	n/a	0.0001487783617088	n/a	-0.0065520704733916	n/a	4.292962748829003e-05	n/a	-0.0024399746397163	n/a	n/a	5.9534762424586885e-06	-1.5993669732921635e-05	n/a	2.5579747152577355e-10	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.4549787095395	-1.7348021418674762	3.009538471427983	816230.8985550546	1110.1419690751352	-5.527739032184854	30.55589880793995	1232415.1915020184	837.6118567600723	-0.8145023566631835	0.6634140890098797	701593.6225850559	865.1254524297816	790.0937335539837	1.133656	26.959148	0.0625280518297386	0.0309135171245162	-0.1044605203	0.078880299	-0.0754353168	-0.0266371607	-0.1346214794	0.0096058856	0.0740679226	-0.1667537175	-0.0066834773	-0.0104483777	-0.117774522	-0.0051115513	-0.0318087925	-0.0118591005	-0.1230842577	-0.0980862655	-0.0712425847	0.0436468657	-0.111784571	0.0282154417	-0.1094611277	0.0012090855	-0.0137183238	-0.0506899051	0.1638982503	-0.0520589926	-0.0883372045	0.1104700326	0.0985990427	-0.0645055972	0.0565525245	-0.0790991462	-0.0251947884	-0.1428858998	-0.0020049561	-0.0614051128	-0.0094237047	-0.0209195711	0.0604931897	-0.0680670399	-0.0850826915	-0.0497924673	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1058753335257165	-0.0197546433794003	0.0112095862491817	0.0003902459350472	0.0284954576731024	-0.0034985207083622	1.2239647146839176e-05	0.0008119911079995	0.0278099275562624	0.0156124539773258	0.0007733920706845	0.0002437487191941	-0.0067370805732565	-0.0001850100998648	4.538825465055013e-05	3.4228737052020105e-08	-0.002152977164963	0.0002869974747533	8.23675505147712e-08	4.635310672852116e-06	-1.4752569058117724e-05	1.241100674803911e-06	2.1763829381453248e-10	1.540330884998723e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.4783805519812	-1.976598157558328	3.906940276462978	812663.2706026227	1102.155937447932	-7.986031627203147	63.77670115068894	1214747.7104517298	838.0753117332774	0.4634549732051027	0.2147905121885425	702370.2281368301	864.6613509968402	761.7201825793909	1.071814	25.488504	0.0768380676428153	0.0443887352518685	-0.0218138672	-0.1160100688	-0.1252592302	0.0192622952	-0.1106643958	-0.019041805	0.0786393568	0.0630662471	0.02214107	-0.0037174775	-0.0763279593	-0.0041006248	-0.0698178236	-0.0090428693	-0.0396307457	0.1040708205	-0.0124291804	-0.0731294076	-0.1091213724	0.0284447711	-0.1070809636	-0.0040412481	0.0156473661	-0.0445957833	0.2339046734	-0.0071954406	-0.1133716044	-0.0306382607	0.0046457995	0.1056481013	0.0093157952	0.0008295151	-0.0186266156	-0.1564558759	-0.0269863092	-0.0303186759	0.0151287399	-0.0035255328	0.2206052579	-0.0763980514	0.1035050359	0.0248854947	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1065217852783178	-0.0006464517526012	0.01134689073888	4.178998684412834e-07	0.0584938492438453	0.0299983915707429	0.0008999034968316	0.0034215303993617	0.0118394236613568	-0.0159705038949055	0.000140171952633	0.0002550569946571	-0.0067770920768626	-4.001150360609992e-05	4.592897701827383e-05	1.6009204208209467e-09	-0.0027139721145637	-0.0005609949496007	3.147153334774921e-07	7.36564463862936e-06	-1.820052434262781e-05	-3.4479552845100865e-06	3.312590863465875e-10	1.1888395643981032e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.1994851534922	-0.2788953984889986	0.0777826432983373	812160.5120409194	1100.3911482824533	-1.76478916547876	3.114480798591218	1210860.679218376	837.3409544889591	-0.7343572443182893	0.5392805622827517	701139.8740644811	862.7951993264381	781.132855279105	1.256079	29.870464	0.265829910172324	0.1285790589943718	-0.0292113962	-0.0269956116	-0.1355270175	0.0323123656	-7.34636e-05	-0.0265311942	-0.1664238615	0.0531141413	0.1086129941	-0.0099722542	-0.1111382216	0.028103342	0.0035591576	-0.0227132799	-0.0651054774	0.1018739624	-0.0761384168	-0.0069843749	-0.1241030085	0.0470262167	-0.0840498538	-0.0297990239	0.0403154659	-0.0566707014	0.1420211537	0.0404790175	-0.1681884258	0.136437584	-0.0872033102	0.0620291512	0.0862612788	-0.0391061365	-0.004707029	0.1451518574	-0.0308429567	-0.0042183353	-0.2959955682	0.2020295423	-0.073639676	-0.2544442667	-0.5642993101	-0.0936094923	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.087042493583354	0.0194792916949637	0.0075763956892082	0.0003794428049374	-0.0339320259262905	-0.0924258751701358	0.0085425424009655	0.0011513823834624	-0.026161991457954	-0.0380014151193108	0.000684449797046	0.0014441075510701	-0.0082394110137663	-0.0014623189369036	6.78878938537734e-05	2.138376673227165e-06	-0.002486381690486	0.0002275904240776	5.179740113186722e-08	6.18209391078402e-06	-0.0006467577271195	-0.0006285572027768	4.182955575887816e-07	3.95084157162686e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.0476834040558	-4.1518017494364585	17.23745776662364	804694.546300583	1100.0120819236429	-0.3790663588104053	0.1436913043817789	1210026.5803779871	835.6941256940858	-1.646828794873386	2.712045079624129	698384.6717196024	864.2284344577511	767.5084669819379	1.504903	35.787666	0.2904065207400506	0.1545899368277416	-0.0027921052	0.0575848788	-0.0996066881	0.0884724318	0.0052509413	-0.0346564744	-0.0371291578	-0.1112146324	0.0005713919	-0.0315638873	-0.1259259062	0.0371732129	-0.0166230743	-0.0298917548	-0.1248229644	0.0404405212	-0.0796068474	0.0539099222	-0.1017242445	0.0054809017	0.0617296551	-0.0562575563	-0.0974780078	-0.1219562647	-0.1142689254	-0.0793982612	0.1810759328	0.3024452781	0.0375632048	0.0390230395	0.0083511617	0.0637347836	-0.0659926388	0.1412742357	0.0499554444	0.15309895	-0.0379650245	0.2105843726	-0.2326448875	-0.1791287032	0.1739026372	0.2129259408	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0218222887945813	0.0652202047887727	0.0004762122882341	0.0042536751126894	-0.0549772641577703	-0.0210452382314798	0.0004429020522197	0.0030224995742732	-0.006035101179151	0.020126890278803	3.642244624258979e-05	0.0004050917122949	-0.0100016504975933	-0.001762239483827	0.000100033012676	3.105487998358857e-06	-0.0024633099450581	2.3071745427900334e-05	5.323054370898401e-10	6.0678958854221385e-06	0.0012482147924455	0.001894972519565	1.5580401680797623e-06	3.590920849906524e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.1477128663661	3.1000294623103173	9.610182667191994	810265.9049785498	1101.749679203847	1.737597280204227	3.019244308173127	1213852.35562578	838.2712288344202	2.5771031403344296	6.641460595921578	702698.6530915688	863.8272087892051	762.9042250255106	1.454891	34.598354	0.4331977921537217	0.2098950996992905	-0.0248036793	0.0374050711	-0.0798550574	0.1561702631	-0.078608087	-0.0242891773	0.0929433338	-0.0826970868	-0.0450470944	-0.0063356548	-0.083015685	-0.0638128371	-0.1334977124	-0.0114294608	-0.0798776723	0.0106391384	-0.0622100329	0.0407769716	-0.1260602041	0.0106898221	-0.0421215639	-0.0917843492	0.0759312938	-0.1322560158	0.009668117	0.0517415576	-0.089424645	-0.0514073942	0.0815800385	0.1019339698	-0.174689741	0.1496621224	-0.0079349773	0.0627348771	0.1043124852	0.1641599832	0.1364459506	-0.114531038	0.0708093613	-0.0390327629	0.2528485267	0.0782887139	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.1286031737526087	-0.1067808849580274	0.0165387762992436	0.0114021573924194	-0.0595160895816064	-0.0045388254238361	2.0600936228060964e-05	0.0035421649190857	-0.0713420816153842	-0.0653069804362332	0.0050896926092161	0.0042650016936985	-0.0090431254017065	0.0009585250958868	8.177811703098935e-05	9.187703594447996e-07	-0.0042263521913696	-0.0017630422463115	3.1083179622791e-06	1.786205284549462e-05	-0.0011616398920687	-0.0024098546845142	1.3494072388453812e-06	5.807399600475035e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.1713933080453	-6.976319558320824	48.66903457980966	797755.1378238349	1108.5395256150955	6.789846411248391	46.10201428834265	1228859.879850941	836.9764571765238	-1.2947716578963764	1.676433646091731	700529.5898677654	867.2014566809664	778.4737771426276	1.370738	32.597134	0.4402724508583762	0.1917855286585801	0.0168062491	0.1359838461	-0.0736984887	0.0117315287	-0.0424316054	-0.013487798	0.1023482283	-0.1587155833	-0.0328334628	-0.0215535077	-0.0895552937	-0.0451379287	-0.0376627109	-0.0133416116	-0.129097151	-0.0364779818	0.0032719306	0.0548898206	-0.1045806836	-0.0418005754	-0.0047357209	-0.0473007585	0.0198468282	-0.1193738402	-0.1312856875	0.0486107617	0.0525745079	0.1339497962	-0.026871876	0.0204589257	-0.0220585901	0.066122919	-0.0630689661	0.0261265059	0.0533818074	0.0061213206	0.0518766962	-0.0461953175	-0.0903618849	0.191867684	-0.141978834	-0.0683905009	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0669289148503224	0.0616742589022863	0.0044794796430417	0.0038037142111462	-0.0066646701790915	0.0528514194025149	0.0027932725328605	4.441782859607152e-05	0.0303393031779108	0.101681384793295	0.0009204733173211	0.0103391040134821	-0.0108894281691307	-0.0018463027674242	0.0001185796458506	3.4088339089982597e-06	-0.0029747976845708	0.0012515545067987	1.5663886834883868e-06	8.849421264127793e-06	0.0002218105889139	0.0013834504809826	4.919993735433115e-08	1.913935233330988e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.3369163130277	0.1655230049824467	0.027397865178419	798050.8460476694	1106.6149380218362	-1.9245875932592755	3.7040374041275297	1224596.6210530724	835.225418771791	-1.7510384047327534	3.066135494849026	697601.5001625137	863.7676585790825	742.9910073641786	1.108004	26.349138	0.0656946301366182	0.0329800138426583	0.1291464642	-0.0177761689	-0.1048215974	0.013068966	-0.0496776514	-0.0149331744	0.0645839988	-0.0325060611	0.1187296886	-0.0426805966	-0.056409024	-0.0831624589	-0.0083840405	-0.03940076	-0.1008859467	-0.0156457809	0.0659511987	-0.0425384894	-0.0866835309	-0.0567539243	-0.0116725315	-0.03045561	0.0415732799	-0.0734452067	-0.0836944673	0.0663153446	0.0480495449	0.0171489215	-0.0752218902	0.1381025219	0.0001805388	0.0826162827	-0.0580410147	0.0203252862	-0.0489363916	0.0203447589	0.1740283608	-0.0188067108	-0.0260789765	0.1371608806	0.0974374678	0.0511561567	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0434278447881837	0.0235010700621387	0.0018859777029465	0.0005523002940655	-0.0096492836449044	-0.0029846134658129	8.907917540311697e-06	9.310867485981956e-05	0.0460854953425524	0.0157461921646416	0.0021238728809684	0.0002479425676858	-0.0105644086651838	0.0003250195039469	0.000111606730445	1.0563767794588953e-07	-0.0031182597224046	-0.0001434620378337	2.058135629942664e-08	9.723543696370814e-06	0.0002210370418141	-7.735470998000075e-07	4.8857373853928194e-08	5.983751156090028e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.5765976981932	0.2396813851654542	0.0574471663948308	798479.1359538785	1106.6334536584068	0.0185156365705552	0.0003428287976128	1224637.6007559332	835.7461157428331	0.5206969710420708	0.2711253356523871	698471.569979233	863.9268422038552	754.6237985013872	0.921375	21.910961	0.1338039223032224	0.0668807105874767	0.0779480848	0.0229935436	-0.0673095769	0.1200750148	0.0390670443	-0.0212985298	-0.0164056214	0.0468363935	0.0203097489	-0.0389413105	-0.0681390313	-0.0222436335	-0.0551234216	-0.0366322951	-0.0407905268	0.1188212988	0.011740433	-0.0123292595	-0.0912343962	-0.0424521238	-0.0198278241	-0.0321570877	-0.0134792035	-0.0627544723	-0.1182912148	0.0558046651	0.1222519121	0.0686931303	-0.0864061439	0.070576824	-0.0373786715	0.0819168982	0.0622862695	0.0557827896	-0.0294079061	0.013905124	-0.0423573319	-0.0181009058	-0.0483334923	0.2037160742	-0.0346290379	-0.0607603828	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0537955033842507	-0.010367658596067	0.0028939561843649	0.0001074883447646	-0.007166725421257	0.0024825582236474	6.163095333799335e-06	5.136195326369133e-05	0.0968782906956704	0.050792795353118	0.0093854032081148	0.0025799080597837	-0.0102434483536439	0.0003209603115399	0.0001049282341737	1.0301552158378976e-07	-0.0024480837201252	0.0006701760022794	4.491358740311983e-07	5.993113900742039e-06	-0.0001910448469744	-0.0004120818887885	3.6498133555471925e-08	1.698114830674977e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.7725177114635	1.1959200132703245	1.430224678140493	800617.8584517112	1103.7932243166376	-2.8402293417691453	8.066902713846392	1218359.4820473192	835.8283069957387	0.0821912529055453	0.0067554020541833	698608.9587753628	863.153257568716	747.3607146780797	1.071338	25.477196	0.1049543502949749	0.0503250816185628	0.1110531342	0.1357253526	0.0180645877	0.0235283287	-0.0609507374	-0.0170256044	-0.0788319771	-0.1290919812	0.0520497197	-0.037266871	-0.0776175487	-0.0762320394	-0.0475654866	-0.0354198345	-0.0980207874	-0.0429593978	0.0176270313	0.0786955752	-0.0739751507	-0.0671041365	-0.0719598321	-0.0321331311	0.0707890705	-0.052217937	-0.0600011146	0.0897097695	-0.0249979751	-0.0511226659	0.0263170398	-0.0381925516	-0.0274018599	0.0153757694	0.0178431848	0.0797270957	-0.0170509447	0.0162665584	0.1190277649	-0.0377234455	0.0514919535	0.0711176733	0.0741929705	-0.0931075368	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0668189014213282	-0.0130233980370774	0.0044647655871531	0.0001696088964321	0.004647162170869	0.011813887592126	0.0001395679400393	2.159611624235588e-05	0.1326406438495269	0.0357623531538564	0.017593540400817	0.0012789459031011	-0.0098759703067677	0.0003674780468762	9.753478950015729e-05	1.350401149359467e-07	-0.002963609005284	-0.0005155252851588	2.6576631963806205e-07	8.782978336200421e-06	-0.0001951357451777	-4.090898203299982e-06	3.8077959046056274e-08	1.6735448109763023e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
