global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
872.98405244473	n/a	762101.155822823	n/a	937.1557157788958	n/a	n/a	878260.8356170545	767.6879264000619	n/a	589344.7523404268	n/a	793.7943841250228	704.5579071090607	n/a	n/a	n/a	n/a	0.0044055643	-0.099826785	0.0703226363	-0.086944555	0.0425587773	-0.0398227795	0.0856631293	-0.0179592847	0.0172834623	-0.1221469217	-0.1525418812	-0.0071189429	0.0961429539	-0.0765907115	0.0994392411	0.0578296882	-0.0344348622	0.0421832707	-0.0300918523	0.050712481	-0.1466520825	0.0098868901	-0.1568297801	0.0149133017	-0.1724300414	0.0588606986	-0.028076022	0.0525152399	-0.0903874695	0.1303386761	-0.002495585	0.0790363118	-0.1426421403	-0.0407247738	0.0350298038	-0.001129812	0.0018035756	-0.0260358614	0.0298739169	-0.1024577898	0.1417963445	-0.011540246	0.0940900942	-0.1336985017	0.094327396	-0.0284151048	0.0794156939	-0.0091449908	0.0049253015	-0.0219475372	-0.0333510546	0.0128096866	-0.0025415754	0.0758996624	-0.0986019037	0.1741682938	-0.0894588403	0.0219675848	-0.0797412407	0.1298534456	-0.0261396117	0.0223621493	-0.0119781269	-0.1721051478	0.0098131459	0.0071207818	0.0903891198	-0.2551207081	0.0673789017	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1082436783429869	n/a	0.01171669390122	n/a	0.0010905392529991	n/a	1.1892758623318348e-06	n/a	0.2361568936047859	n/a	n/a	0.0557700783970621	-0.0053223382197492	n/a	2.8327284125403084e-05	n/a	-0.003632002318894	n/a	1.3191440844451392e-05	n/a	0.0014908507404911	n/a	2.222635930422861e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.172638707398	-2.811413737331918	757200.4211549959	7.904047202458623	919.834661356608	-17.32105442228783	300.0189262998568	846095.8042330256	767.2018212648902	-0.4861051351716696	588598.6345521646	0.2362982024402672	793.6032019256503	698.8761201938469	1.434726	39.022804	1.095470340415	0.716961122954956	-0.1150322941	-0.2108978608	0.1131841783	-0.0427480318	-0.0436669746	0.055686132	0.1601013972	0.013403048	-0.0976067319	-0.03558136	-0.1991190817	0.0335943392	0.2697225056	-0.0843914479	0.0075668369	-0.0985496135	-0.0548050554	-0.0014908108	-0.002406404	0.1529844996	-0.0275175137	-0.0803849712	-0.1812223324	0.0368009879	-0.05267895	-0.1049946417	-0.2327366418	-0.0705788254	-0.2771017134	0.1974469486	0.0320820108	0.2271618376	-0.1080284501	0.1467174216	0.089462116	0.0238155035	-0.0001736375	0.0412792353	0.0596772067	-0.06520541	0.1492374753	-0.0403138437	-0.0050544061	-0.103364162	-0.0026684845	-0.1276776619	0.2306349846	0.0100686582	0.0897746875	-0.2229709888	0.0621662635	-0.0544109742	-0.0304888684	-0.0112149036	-0.0886360394	0.3224090548	-0.4061566602	0.1834833079	-0.0550701274	0.116431259	0.2471696627	-0.0925436834	0.1924252606	0.1357153812	-0.1101840809	0.0840688088	-0.0017739252	-0.1275248241	-0.0576805765	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0918297774302345	-0.0164139009127523	0.0084327080228864	0.0002694161431736	0.1480482369574645	0.1469576977044654	0.0219182804662135	0.021596564914597	0.4052333266096681	0.1690764330048822	0.0285868401976544	0.1642140489951379	-0.0180498011933647	-0.0127274629736155	0.0003257953231199	0.0001619883137447	-0.0041509909917749	-0.0005189886728809	1.723072621379637e-05	2.693492425786783e-07	0.0035048452698527	0.0020139945293616	1.2283940365608845e-05	4.056173964298452e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.8265061467876	0.6538674393895008	758338.803807821	0.4275426282937824	931.1009525299072	11.266291173299235	126.9293168015603	866948.9838021005	767.6041980705639	0.4023768056737253	589216.2048955535	0.1619070937441909	794.4923480598294	711.1482913217145	1.367276	37.188248	0.6357020727140766	0.5131002609668851	-0.0017257313	-0.1130780724	0.0262213439	-0.0779882758	-0.0788029112	-0.0185358455	0.1179404409	-0.0111674113	-0.0451309232	0.0458663874	-0.1061041771	0.0086764921	0.1449069211	-0.0498511415	0.0701305165	-0.0358100207	0.0050225289	-0.0293419769	-0.0464226798	0.017331485	-0.0730474089	0.0906061537	-0.1251139573	-0.0511783188	-0.1386237685	-0.0593200314	0.0491486637	-0.0577964854	-0.1585495394	0.0186334565	0.0034327808	0.117618605	-0.0657757799	0.0703764225	0.0822633014	0.0426322645	-0.0227977915	-0.0321673287	-0.0127721467	-0.038842162	0.0465746183	0.0820769952	0.0869067048	-0.1043746424	0.1437261013	-0.0475185147	0.1470795613	0.0186430395	-0.0017101113	-0.0339944737	-0.038928959	-0.0029139863	0.0026410235	0.0154004321	0.0008863004	0.0605264851	-0.0838237235	0.0455066524	-0.0181930876	0.0794517723	0.0588221831	-0.0888097965	0.0975316058	-0.0517523993	-0.0615564481	0.0736888924	0.1174002622	0.0116794101	-0.0003290207	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0805602839640613	-0.0112694934661732	0.0064899593523701	0.0001270014829841	0.1424138323491206	-0.0056344046083438	0.0202816996443634	3.1746515290526805e-05	0.3017918091407736	-0.1034415174688945	0.0107001475362676	0.0910782960644611	-0.0087541648587447	0.00929563633462	7.663540237408062e-05	8.640885486550754e-05	-0.0035297176205832	0.0006212733711917	1.2458906481055528e-05	3.8598060175190006e-07	0.0031146218322511	-0.0003902234376015	9.7008691579352e-06	1.5227433125360965e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.6325593050591	-1.1939468417284615	756260.7882034671	1.425509060873368	919.5442227318172	-11.556729798090032	133.55800362606206	845561.5775594618	766.6358825079285	-0.9683155626354392	587730.5763487103	0.9376350288419872	792.5043488705471	714.6652716768002	1.09524	29.789194	0.7118160981316121	0.3493309270536678	0.0312521687	-0.081197238	-0.0251165096	-0.0736711805	-0.0075059201	0.0106242026	0.1198134839	-0.049002709	-0.0289267428	0.0883083053	-0.0240181668	-0.0011054138	-0.0520147128	0.0285107054	-0.0137383526	-0.0500663365	-7.903e-05	-0.0454542917	-0.165441162	0.0535153218	-0.0380551736	0.1395135562	0.0833240498	0.056035026	-0.0346475585	0.0118362205	-0.035987015	-0.0051331321	0.0735011699	-0.0842531803	0.0057852016	-0.0510254859	0.0767111381	0.034411214	0.0217063807	0.0819722457	-0.0253759924	0.0542760169	-0.0880283648	0.0140575817	0.0050151813	0.1210686048	0.0825743462	0.0539079466	0.0414146749	0.0088147014	0.0375659053	-0.0550000423	-0.0599016298	-0.0020538428	-0.064323941	0.0838569681	-0.0582043588	-0.0043612793	0.1042231815	-0.059301868	-0.0282259426	0.0183184643	-0.0132055287	0.0745804741	0.0151076263	0.0790060424	-0.1018697708	-0.0144853747	0.0549601862	-0.0652860204	0.1321191508	0.037125013	0.1291441654	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0443574420925614	-0.0362028418714999	0.0019675826689949	0.0013106457595728	-0.0128457936474859	-0.1552596259966065	0.0001650144144337	0.0241055514646061	0.144885967511243	-0.1569058416295305	0.0246194431374713	0.0209919435816689	-0.0044188454270876	0.0043353194316571	1.9526194908492997e-05	1.879499457450365e-05	-0.0021534531324949	0.0013762644880883	4.637360393852098e-06	1.8941039411729508e-06	0.001557249979317	-0.0015573718529341	2.425027498082797e-06	2.425407088311393e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.3608524183555	-4.271706886703555	748849.4048982229	18.24747972591058	919.3797581263952	-0.1644646054219265	0.0270486064365899	845259.139652549	764.2406547924079	-2.3952277155206048	584063.7784375284	5.737115809198055	790.1163238080528	695.7045375938187	0.9117	24.797123	0.1045339024199159	0.0604336761925707	0.0288197159	-0.0370025115	-0.0331819276	0.0643437907	-0.0023200368	-0.0066256681	0.0275530091	-0.033032607	0.0702696381	0.194054656	0.0077754366	0.0417828816	-0.0922334181	0.0230013469	-0.0761644265	-0.0629630563	0.1149077493	-0.0102431654	-0.047887002	0.0923726835	-0.0314635294	-0.072806809	0.0635093972	0.0019104623	0.0261721117	-0.0865078336	-0.0540748939	-0.0256979008	0.1703052249	0.029880106	0.0346446447	-0.0902359486	0.1073765275	0.0444286488	-0.0006637279	0.0251377811	-0.1328944782	0.0710067671	-0.0176374809	-0.0392590771	0.0213589375	-0.0046632544	0.0006632172	-0.1344792156	-0.0966688757	0.0133062507	0.0152922106	-0.0569544802	-0.0402273516	0.0171756962	-0.0346388748	0.0450402348	-0.0524024081	-0.0057240109	0.0508229767	-0.0097085399	0.0684497405	0.044316142	-0.026712679	-0.0634223057	0.0447764227	0.0106546077	-0.1455906173	-0.0111150276	0.0827942102	-0.0581500285	-0.1748624649	0.0306755436	0.0614457417	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0470172096259773	0.0026597675334159	0.002210618001013	7.074363331813312e-06	-0.0231223099394668	-0.0102765162919809	0.0005346412169367	0.0001056067870993	0.1439070024351139	-0.0009789650761291	9.583726202804573e-07	0.0207092253498598	-0.0034280485086674	0.0009907969184202	1.1751516577776784e-05	9.816785335509649e-07	-0.0018487913697851	0.0003046617627098	3.418029528991866e-06	9.28187896574426e-08	0.0010403355900792	-0.0005169143892378	1.0822981399854372e-06	2.6720048580108784e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.2441347298071	-1.1167176885484196	746917.924414873	1.247058395916925	915.3675274621872	-4.012230664208005	16.097994902811006	837897.7103322381	765.0012332727414	0.7605784803334927	585226.8869088152	0.5784796247464052	790.6902657823034	681.6861090814282	0.761687	20.716965	0.1548982386992233	0.0798285485061847	-0.0002374705	-0.0571642704	-0.0158373222	0.1315492914	0.0060930051	0.0196463724	-0.0472130243	0.0208641327	0.0519534116	0.0938645632	-0.0386504802	0.0305265655	-0.0618240706	-0.0467774958	-0.0606276308	-0.0181347048	0.1341865074	-0.0175878038	-0.0555294853	-0.0442798523	-0.0447462113	-0.0792170217	0.0796632107	0.0050388262	0.0872762226	-0.0586190791	-0.0276031871	-0.1341137318	0.0445988038	-0.0147598077	0.0248454503	-0.0558079222	0.0476998527	0.0453856436	-0.0340176413	-0.0273669958	-0.1250601709	0.0027631887	-0.0579308613	-0.0528823315	-0.0808025566	-0.0204222385	-0.0109507522	-0.0588699943	-0.0416025565	0.0022931185	0.0379817692	-0.0412659972	-0.0305867291	0.0095779057	-0.0413919482	0.0088429309	-0.0318488554	-0.0167442583	0.0313750695	-0.0272448379	0.0786682311	0.024868844	-0.0278788461	0.0138695197	0.0004404168	0.0926677088	-0.0026481068	0.0536958263	0.0020352564	0.0036910732	-0.0483504317	0.0357481106	0.0703911748	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0398651330552013	-0.007152076570776	0.0015892288335089	5.115219927424303e-05	0.0331224844852187	0.0562447944246854	0.0010970989784735	0.0031634768998751	0.1776704785062008	0.0337634760710869	0.0011399723164028	0.0315667989326223	-0.0042651293756453	-0.0008370808669779	1.8191328590992465e-05	7.007043778604728e-07	-0.0015998739716913	0.0002489173980937	2.5595967252952942e-06	6.195987107378724e-08	0.001109095157661	6.875956758179997e-05	1.2300920687470783e-06	4.7278781340361175e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.1188740874151	4.87473935760795	755367.617294976	23.763083804611973	925.3005956013998	9.933068139212535	98.6658426582392	856181.1922203052	767.2466170207109	2.2453837479695267	588667.3713297255	5.041748175645679	792.8897488874875	691.637716750185	0.916724	24.933788	0.1269963296126047	0.0606391927857298	0.0299193238	-0.0403256596	-0.0696350975	-0.0406764765	0.0179223177	-0.0054879318	-0.0024802211	0.0302949951	0.0265260061	-0.0565643981	-0.02936433	-0.0174469405	0.0123126312	-0.0580424961	0.0112128966	0.0348544122	-0.002499029	0.028551214	-0.0570468822	-0.0592913177	-0.114555998	-0.020923207	-0.0775829106	-0.0841682184	0.0137031091	-0.0297881748	0.1851670826	0.1667315982	-0.0102173557	-0.1165365599	-0.0145359678	-0.0024740709	-0.0672004024	-0.0203394393	-0.0220721179	-0.0192689349	-0.0171300711	-0.0181066437	-0.0267161591	-0.1431117248	0.0857482665	-0.0150962624	0.0466429998	0.057486302	0.1210711798	0.0070192213	0.0234451494	-0.0363631036	-0.049578826	0.005163734	-0.0444785367	0.0645353978	-0.0110419803	-0.0107080208	0.0207267324	-0.0470480262	-0.0023157267	-0.0508860992	0.0130021042	0.0422374938	-0.0483513991	0.0899158768	-0.0206155293	-0.1122560807	-0.0281558721	0.0046658063	0.1500467258	0.0320166389	0.0929556733	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0605315693409664	0.0206664362857651	0.0036640708868802	0.0004271015887535	0.0052717581276482	-0.0278507263575705	2.7791433756424854e-05	0.0007756629586442	0.1379407573608517	-0.039729721145349	0.0015784507422871	0.0190276525412853	-0.003820822592758	0.0004443067828872	1.4598685285329964e-05	1.9740851731966225e-07	-0.0013789164908635	0.0002209574808278	1.9014106887753089e-06	4.8822208333767614e-08	0.0009993705048977	-0.0001097246527633	9.987414060594837e-07	1.2039499424026774e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.4075270163048	2.2886529288897464	759351.078140672	5.237932228915614	919.799310593378	-5.501285008021796	30.26413673948537	846030.7717680534	768.6918098676323	1.4451928469213726	590887.0985575762	2.088582364792702	795.1799794544631	704.891634163314	0.815697	22.185968	0.1077110224337398	0.0543356983545164	0.0272016265	-0.0441032939	-0.0150260851	-0.0877921119	0.0486382286	0.0024888128	0.0390216469	-0.0194573004	0.0074348134	0.0284375053	-0.0457142873	-0.0373657238	0.0105736734	0.0894750832	0.0419121079	-0.0557353202	-0.0571158949	-0.0775469043	-0.1007426607	-0.0222012319	0.0279998138	0.0406561929	0.0178699229	0.0536196495	0.011965693	0.080385421	-0.0026282826	0.0916270242	-0.0410066973	0.0920390036	-0.0204291099	0.004002079	0.0404879616	0.0205660959	0.0488405081	0.1212116083	0.0650150558	-0.0072023439	-0.0555162712	0.0092787297	-0.0327298173	0.0298345648	-0.0375349312	0.0112085512	-0.0628533835	0.0135146627	-0.0017471497	-0.0578516063	-0.050305743	0.0025179157	-0.0477380839	0.0610040018	-0.0273864452	-0.0165388348	0.0346008891	-0.0659146449	-0.0095662495	-0.0367859809	-0.0259230938	-0.0133565125	-0.0381480048	0.021777191	-0.0966683287	-0.0060128487	0.0272567367	-0.1238004622	-0.0010008898	-0.0005354597	0.0931377216	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0651265415099118	0.0045949721689454	0.0042414664090422	2.111376923338281e-05	-0.0068285447508174	-0.0121003028784656	4.662902341391587e-05	0.0001464173297506	0.1006740836539279	-0.0372666737069238	0.0013888049691783	0.010135271119558	-0.0034191522727831	0.0004016703199749	1.1690602264477837e-05	1.6133904594873865e-07	-0.0010076958282685	0.0003712206625949	1.0154508823097383e-06	1.3780478033747077e-07	0.0006972800138795	-0.0003020904910181	4.861994177557956e-07	9.125866476361712e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.8701699159229	-4.537357100381882	751463.8914900611	20.587609456385884	922.8911906287784	3.091880035400436	9.559722153307805	851728.1497402042	767.0879139513072	-1.6038959163250863	588423.867730168	2.572482110404289	793.5576614068478	709.2191256243311	0.8771679999999998	23.857906	0.1669196078860865	0.0846957063844561	0.0390749563	-0.040171569	-0.0811886267	-0.0049971651	-0.0272756472	-0.0148701406	0.0015325681	0.088638409	0.0022949879	0.1633812531	0.1142252122	-0.0094379276	-0.0422838263	0.1058367688	-0.0295889612	-0.1240059603	-0.021013097	-0.0243439793	-0.0540285976	-0.0391604021	-0.0362364621	0.082402093	0.0377407008	0.0868470396	-0.0493666731	0.1493981053	0.071878346	-0.0017493712	0.0534286178	-0.0331319858	0.0016866399	-0.0469910352	0.1354723543	0.0721819683	0.0504752926	0.0437264534	0.0420284837	0.0260676574	-0.04161519	0.0108093994	-0.0729616149	0.0798576107	0.0716105357	0.0695796468	-0.032075606	0.0181344677	-0.027553051	-0.0650751219	-0.0551813381	-0.0120591993	-0.0244905414	0.082790024	-0.0284336699	-0.0056182869	0.0489148598	-0.0619458419	0.0557277618	-0.0437856551	-0.0962852053	-0.0220985868	-0.0452855574	0.0536930968	-0.0714922707	0.0275618854	0.0044461229	0.0092179648	-0.1814057809	-0.0054150057	0.1139765927	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0603861924947892	-0.0047403490151226	0.0036464922440177	2.2470908785173827e-05	-0.0643515312740277	-0.0575229865232103	0.0041411195773121	0.0033088939785494	0.0781018214616793	-0.0225722621922486	0.0005095070204756	0.006099894515632	-0.0024143702974211	0.001004781975362	5.82918393306925e-06	1.009586818012363e-06	-0.0007099337771621	0.0002977620511064	5.040059679556463e-07	8.86622390790904e-08	0.0003581438372378	-0.0003391361766417	1.2826700815141576e-07	1.1501334630715036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.3968358019607	-3.47333411396221	745454.096072838	12.06404986721365	914.9456680661156	-7.945522562662859	63.13132879378457	837125.5755129505	764.087520244334	-3.0003937069732274	583829.7385931355	9.002362396844545	790.0576221521673	683.598884504855	0.816795	22.215841	0.1232013496026957	0.0725149485757499	0.0090334613	-0.0122858234	-0.0891087813	0.1202587784	-0.0033643203	0.0152470422	-0.0998978932	0.1105050177	-0.0051048586	0.0670971379	0.0912834587	0.0534575069	-0.1206940479	0.028687367	-0.1301275342	-0.0265715625	0.0943903651	-0.0421062911	-0.0258898872	-0.0774860828	-0.0108377064	-0.0279583757	0.0661858532	0.1415274148	0.0567617051	0.12443339	-0.0125770432	-0.0230600875	-0.0327346617	0.0002032577	0.0428430787	-0.0947903848	0.132277742	0.0646306233	-0.0756993255	-0.054775937	-0.0510381048	-0.0292657087	-0.0461667586	0.0102086607	-0.1350363136	-0.0273461943	0.0292359038	0.0446254776	-0.0850346783	0.0113618119	-0.0325072625	-0.0510023526	-0.028050621	-0.0076081238	-0.0103934408	0.0163940224	-0.0236239198	-0.0231556169	0.0230516804	-0.100476528	0.1148787704	-0.0160423973	-0.0694538951	0.0181746358	-0.0283822519	0.0606175799	0.0108353387	0.1157747691	0.0092219045	0.0675457247	-0.1691784022	0.1207003716	0.1318425015	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0467457308413656	-0.0136404616534236	0.0021851633518933	0.0001860621941185	0.0023064402500381	0.0666579715240658	5.3196666269958125e-06	0.0044432851677031	0.0953624952786356	0.0172606738169563	0.0002979308606153	0.0090940055057677	-0.0028368620119975	-0.0004224917145764	8.047786075114505e-06	1.7849924888570653e-07	-0.0008000090094575	-9.007523229539994e-05	6.400144152131702e-07	8.11354747307026e-09	0.0003578659319446	-2.7790529319996664e-07	1.2806802524657708e-07	7.723135198855942e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
