global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
914.1979412846352	n/a	835757.8758490654	n/a	953.0266316407804	n/a	n/a	908259.7606165716	842.1416431093726	n/a	n/a	709202.5470589539	851.0116162871265	711.900972528381	n/a	n/a	n/a	n/a	-0.0379334753	0.0068227271	-0.0055553151	0.0258251046	-0.1109384999	0.0252599035	-0.0242848302	0.0480718005	-0.0252777301	0.0172358858	-0.1451291406	0.0165975844	-0.0272779498	0.0097905763	-0.0105446575	0.099704212	-0.0476621323	0.048017252	-0.0140036335	0.0933646769	-0.066809319	0.0439973496	-0.0461230649	0.0025488494	-0.0038519742	0.0508207075	-0.0721939814	0.0580718373	-0.0148993148	0.1433680148	-0.0210795323	0.0704703346	-0.0620926234	0.0461098822	0.0571417799	-0.0923496973	0.1577081385	0.0068738077	0.1419198945	-0.0214120159	-0.1505605257	0.1176703319	-0.0832334716	-0.143418258	0.0950593638	0.0550069387	-0.0241714801	0.0164094688	-0.0094902994	-0.0159954184	0.0986833867	-0.0654504192	0.0121766433	-0.0472136889	0.0157980295	-0.0458129368	0.0309591911	-0.1205183335	0.0070267582	0.0331978079	-0.0282559591	0.0946884351	-0.112941221	0.0558487015	-0.1271477653	0.0715570402	-0.132190396	0.0758331171	-0.0306504371	0.0264692044	0.0369742382	-0.0610736471	0.0807207576	-0.0249015279	-0.1712039827	0.0553737477	0.0396344686	0.0379413994	-0.1723377269	0.0285062886	-0.0237236738	-0.0088931581	0.0305218777	-0.0837882316	0.0895957561	-0.0092970287	0.066809001	-0.1078703902	0.0058318983	-0.0026707111	0.0140538723	-0.0234851002	0.0246846859	-0.0215559294	0.1087242647	-0.0291865575	0.0351631638	-0.2189299716	0.0482264181	-0.0808079825	0.1140318272	-0.025732411	0.1515497868	-0.0868318603	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0159482598612186	n/a	0.0002543469926009	n/a	-0.0493226583872825	n/a	0.0024327246303885	n/a	-0.0363364347556895	n/a	n/a	0.0013203364907544	0.0014380092012946	n/a	n/a	2.0678704630079336e-06	-0.0001068830687138	n/a	1.1423990377678892e-08	n/a	0.000163577023021	n/a	2.6757442460412764e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.1066147102756	-3.091326574359641	830115.2633688186	9.556299989342117	939.6172707916064	-13.409360849173936	179.81095838335875	882880.615569867	841.7690555517363	-0.3725875576362796	0.1388214881053679	708575.1428844621	850.186282378044	707.5668222622264	1.146558	22.130772	0.0829997702598389	0.0418268654190529	-0.0431235219	0.0262053526	0.0181595573	0.1086709081	-0.0628517339	0.0469885317	-0.0013428731	0.0064301023	-0.0656889412	-0.049337598	0.138901289	0.0188820578	-0.0038535349	0.0082444712	0.023032879	0.019134277	0.0642526622	-0.0967154253	-0.1263607525	0.1221169421	-0.0112396698	-0.1004181852	-0.0355352311	0.1760158933	0.0478353651	-0.0343864609	0.0639619787	0.0433833047	0.1087975843	0.1059382321	0.0100638228	-0.0187859917	-0.0556009868	-0.1718090917	-0.0008355613	-0.0240419209	-0.0252552317	-0.1946065286	0.056577854	-0.0113415469	-0.1469749036	-0.0699449269	0.0288776486	0.0583338992	0.2644523333	-0.0734949877	-0.0100959917	-0.0138691295	0.0044520105	0.0159019652	-0.0864691525	-0.106577068	-0.0278680891	-0.0963676319	-0.0532003645	-0.1128594513	0.0891031072	-0.018394785	-0.0152121618	-0.1043537207	-0.1569251365	0.0600724844	0.1825117633	-0.0203063605	0.0320049373	-0.0254870458	-0.0296678067	0.0983908801	0.0413870756	0.2334653108	-0.0448021137	-0.0556702681	0.1789435434	0.1244665	0.0760504221	0.0490105427	-0.1177091667	-0.1868148028	-0.0316781953	-0.0870077003	-0.0259345887	-0.0314149306	0.0380247844	-0.032249328	-0.0794211291	-0.0850477953	-0.038763824	-0.0883110646	-0.0446165295	0.0381004675	-0.1823596174	-0.0910717384	-0.0014053623	-0.0871007513	0.1482681327	0.0240117162	-0.1378440086	-0.1056983324	0.0107341175	-0.055183814	0.1812010155	-0.2331136024	0.0220677482	-0.0428190505	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0082394744071194	0.0077087854540991	6.78889385055756e-05	5.942537317733138e-05	-0.0812980708032711	-0.0319754124159886	0.0066093763163336	0.0010224269991725	-0.0245963574543139	0.0117400773013755	0.0001378294150422	0.0006049808000203	0.0011469995024855	-0.0002910096988091	8.468664480096313e-08	1.3156078587019844e-06	6.999996121503926e-05	0.0001768830299288	4.899994570107001e-09	3.128760627680665e-08	-4.0150008571949655e-08	-0.0001636171730295	1.6120231883276308e-15	2.6770579310188885e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.2425771320014	0.1359624217258215	830363.0343781715	0.0184857801215501	939.8266212803544	0.2093504887479866	0.0438276271390208	883274.0780672467	842.0003848936032	0.2313293418668536	0.0535132644085516	708964.6481609759	850.617736760385	698.776378467354	1.000077	19.303404	0.1509998177851289	0.0860295953669491	-0.0286592075	0.0373055249	-0.0286046593	-0.0614391466	-0.0522872387	0.0638846908	0.1524602524	0.06501685	0.1027409213	-0.0289561105	0.0492727892	0.0071457906	-0.03330247	-0.0342498024	0.0379717767	-0.0284877479	0.0703460472	-0.0258699723	0.0094704614	0.1184342476	0.0583664313	-0.0073435107	0.1270420843	0.0655930881	0.0438773167	0.0885077692	0.1715212929	0.0463965031	0.0183537573	-0.040851796	-0.0745544188	-0.0571062141	-0.0982055593	0.072671055	0.0620388534	-0.1077515634	-0.0489338392	0.0833828913	-0.0238997542	0.0113283829	0.120664587	-0.0233938157	0.0797576672	0.1953448004	0.1203476992	-0.1948621449	-0.0156791799	0.0039234364	0.0454906315	0.0240468169	-0.1324918782	-0.0337817883	0.059427561	0.0477304185	-0.0967242546	-0.046712158	0.0179732893	0.0840803184	-0.0539700152	-0.0671890196	-0.039963502	0.0806229123	0.0588047863	0.0539912313	-0.2488715945	-0.0560790886	0.0678562867	-0.1298583011	0.0243520852	0.0336975259	-0.0072019179	0.0306962451	-0.1635805636	-0.0965057459	0.0325970423	0.0487752793	-0.0701598258	0.0756229201	0.1300609083	-0.1272285536	-0.0335968815	-0.0370078736	0.0424392857	-0.0347247389	-0.0389479259	-0.0427500231	-0.0953368054	0.1235103538	-0.046368107	0.0215004466	-0.0932395925	-0.0331659365	0.0437949763	0.0294963556	0.0111990412	0.0042402416	-0.0435821414	0.0587927464	0.0334774001	-0.0510888449	0.0704587373	0.0179165661	0.042474233	-0.0135985664	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0183162181879197	-0.0100767437808002	0.0003354838487074	0.0001015407652238	-0.0090308168456232	0.0722672539576479	8.155565289919177e-05	0.0052225559945791	-0.0273996925852415	-0.0028033351309275	7.85868785629286e-06	0.0007507431537657	0.0001000000027981	-0.0010469994996874	1.096207952345666e-06	1.0000000559620008e-08	-0.0002000000413282	-0.0002700000025432	4.000001653128172e-08	7.290000137334921e-08	1.0046075851076117e-08	5.019608442302577e-08	1.0092364000557471e-16	2.519646891403531e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.7224595755204	0.4798824435189317	831237.8432944363	0.2302871595977006	940.148463255281	0.3218419749265422	0.103582256824617	883879.1329612663	843.0035412666709	1.0031563730677815	1.0063227088265063	710654.9705881478	851.7355573565766	703.6179973085493	0.986994	19.05089	0.130184743077358	0.0558663935511297	-0.0447633799	0.0347794214	-0.0056391301	-0.169934314	-0.0232311578	-0.105933854	0.1103480814	-0.0249623131	0.0798106819	-0.0563400204	-0.1203411073	0.0010536789	-0.0275538617	-0.0941146194	0.0284298591	0.1369830759	-0.0682973404	-0.0622593101	0.0533700069	-0.0935963381	0.1083203409	0.0561762459	-0.1387004934	-0.0844705183	0.0117171221	-0.1149496371	-0.0404674034	-0.0549208023	-0.0958206679	0.0100369264	0.0573935476	0.0432157199	-0.0818621618	0.1417251862	-0.0659530012	-0.1344146202	0.0124279108	0.0576343901	-0.0735405005	0.2374243965	0.2121508055	-0.0881056539	-0.0175864547	0.0026651297	-0.1005556555	-0.1947990554	0.0048641287	0.0042611437	0.1082235743	-0.0615318919	0.0626848596	-0.0256949969	0.1752607339	-0.045923372	-0.0321467521	0.1208131924	-0.074558569	-0.0028602043	0.0568808011	0.0053371089	0.1133418657	0.036442243	-0.0597256247	-0.1352143953	-9.43621e-05	0.1720944421	-0.0232255547	0.057247452	-0.1126052911	-0.0430533652	-0.0726572345	-0.0854847164	-0.160958668	-0.1126159635	0.0523226197	0.005042674	0.077754141	-0.0777682317	0.091421869	-0.1287899056	-0.0337868025	-0.0295572214	0.0301720908	-0.0958806332	0.1300398435	0.0753475634	-0.0311108129	0.1252360825	-0.0047085037	-0.0057557469	-0.0154286653	-0.0575536338	-0.030881891	-0.0891376236	0.0257260251	0.0415692867	-0.1529710092	-0.0738842955	-0.0669101778	-0.0565516397	0.0459063519	-0.0122190179	0.0627937257	-0.0342695009	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.001109355765692	0.0172068624222277	1.2306702148740837e-06	0.0002960761144174	-0.048603689904823	-0.0395728730591998	0.0023623186723641	0.0015660122821595	0.0002021700522192	0.0276018626374607	0.0007618628210572	4.0872730014314054e-08	0.0006509994315059	0.0005509994287078	3.03600370436322e-07	4.23800259821005e-07	0.0001649997648043	0.0003649998061325	2.7224922385474324e-08	1.332248584767626e-07	-5.361825324506172e-08	-6.366432909613785e-08	2.874917081051572e-15	4.053146799261343e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.5533059280316	-1.1691536474887698	829107.3229364675	1.3669202514362946	930.3572073772456	-9.791255878035372	95.86869166916222	865564.5333187871	841.86840674534	-1.1351345213308832	1.2885303815170934	708742.4142759374	850.213227732896	698.4694268495426	0.943968	18.2204	0.0774434771536922	0.0398162424182772	-0.0292969958	0.0505012472	-0.0628185273	-0.1179858183	0.0608796003	-0.1025806292	0.0012488757	-0.0772138078	0.0851943353	-0.0208664442	-0.0593975406	-0.0048835713	0.0043781788	-0.0474158448	0.0830470027	0.0425930432	-0.1077176875	-0.0805638653	0.0290737625	0.0607507177	0.0004939647	-0.075267071	-0.1362701183	0.0294973822	-0.0371265797	-0.0513186006	0.0499255803	0.016787532	-0.007851577	-0.0744647227	-0.1395401114	-0.0492595779	-0.0411940725	0.0819972758	-0.1425769665	-0.0260441361	0.0271982236	-0.2585212051	-0.0371170347	0.0106554459	-0.0177570986	-0.0452059331	0.0678138852	0.0592838257	-0.1463305263	0.0666391902	0.0345529899	-0.0062636833	0.0658728241	-0.1149400473	0.0495152162	0.0482149441	0.0772399788	-0.0568286258	0.0187332504	0.0037947221	0.0800502483	-0.0748776195	0.0267900183	-0.0456747424	0.0203046469	0.0180836093	-0.0158332359	-0.0913101819	0.0288211433	0.0019520499	0.095908331	0.0639787884	-0.104575513	-0.0057767343	0.0077912654	-0.2224342768	0.0372355568	0.0187697656	0.3387415273	-0.0337000833	-0.0183769677	-0.0398986756	0.125442263	0.1161929955	-0.0297583234	-0.0445922812	0.0330010289	-0.0695284644	0.0786854333	0.0069961842	-0.0130303265	-0.0041927101	0.0320321403	0.0223001149	0.0560203248	-0.0879537721	-0.0416237912	0.0146239855	-0.044578618	-0.0172945446	-0.085691497	-0.0455886026	-0.0408883547	0.0223786583	0.0340503874	-0.0683442594	-0.102104708	0.1388676058	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0072943743940072	-0.0061850186283152	5.320789779994791e-05	3.8254455432606047e-05	-0.0516231169729337	-0.0030194270681107	0.0026649462060011	9.116939819639594e-06	-0.0339337566964772	-0.0341359267486964	0.0011652614949923	0.0011514998435357	0.0002189999986711	-0.0004319994328348	1.8662350996958888e-07	4.79609994179418e-08	-8.49999689269687e-05	-0.0002499997337312	7.224994717585646e-09	6.249986686570526e-08	9.30935208585113e-09	6.292760533091285e-08	8.66640362583408e-17	3.9598835126831314e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.4028981387048	-1.1504077893267777	827013.6311430755	1.3234380817437237	930.195590559844	-0.1616168174015229	0.0261199956669971	865263.836696977	841.3365025451392	-0.53190420020087	0.2829220781913272	707847.110514887	850.0080877604316	693.1325801593155	0.899005	17.352535	0.0790157115735252	0.0463871877346175	-0.008383775	0.0492561326	-0.0429502233	-0.163856774	0.0973163463	-0.1608154265	0.0040869737	-0.0489127391	0.0827447144	0.0280576419	0.0535141007	-0.0175759147	0.0334284503	-0.0316594828	0.0881561461	-0.0940585089	-0.0712733319	-0.0192914241	0.0724085015	0.1219244139	0.0056636954	-0.0140232222	0.0237947993	0.0107548268	-0.0763473794	-0.0416359799	-0.0711117743	-0.1287359776	0.0006169031	0.098085714	0.1000042323	0.0636989738	0.1403795408	-0.1167085141	0.1669369187	0.0423774154	0.042126404	0.0131971956	0.0026272338	0.0237007367	0.066050156	-0.0520493888	0.1976262411	0.0427122456	-0.2201928284	0.1671168527	0.041398015	-0.0313487897	0.0402210392	-0.0494059079	-0.0556243958	0.1341326945	0.0565874242	-0.0050151093	-0.0301471256	-0.05165066	0.0619088639	-0.1059232982	-0.0026324415	-0.0429981445	0.0478435602	0.0567659181	0.0252804134	0.0123853367	0.1051207906	0.029552758	-0.1279010012	0.0897257173	0.0858278397	0.0353510202	0.012512344	0.0791391366	-0.0563882931	0.0738903696	0.0055570327	0.0982850419	0.1742409489	0.2674852605	0.1617752028	0.1825535141	-0.0178821366	-0.0241395238	0.0145463257	-0.0396152874	-0.0134178499	-0.0368564289	-0.080411465	0.0185427817	0.0103935954	0.0502419331	0.050233366	-0.1101243999	-0.1327881435	-0.040430322	-0.0389364722	-0.0019988273	-0.1168987897	0.0742942374	0.0073102936	-0.0012373373	-0.0340519951	-0.0741457911	0.0680104763	-0.0251720462	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0058634528235614	0.0014309215704458	3.438007901413016e-05	2.047536540767074e-06	-0.0501523020920018	0.0014708148809319	0.0025152534051274	2.163296413970733e-06	0.0001791755811311	0.0341129322776082	0.0011636921485766	3.21038888736674e-08	0.0009489996958822	0.0007299996972111	5.328995579282977e-07	9.006004227845081e-07	2.5000024154175904e-05	0.0001099999930811	6.250012077093785e-10	1.2099998477851862e-08	-1.1857246454659298e-08	-2.1166598540510432e-08	1.4059429348653051e-16	4.480248937751382e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.7993457795824	0.3964476408775681	827734.8495809562	0.1571707319573892	932.476865537607	2.281274977762905	5.204215524167143	869513.1047628403	841.7288195731728	0.3923170280336308	0.1539126504851406	708507.4057000469	850.4877617088903	688.7582358960854	0.880935	17.003736	0.1206441158473318	0.0545334176187465	-0.0035713436	0.0595727816	-0.0941200701	-0.0931401145	0.0618731974	-0.0238756419	0.008558367	-0.009935718	0.1006568574	0.039482927	0.0581520473	-0.0010342704	-0.0106639199	0.0139431806	0.0690643074	-0.1404288514	-0.0538468766	0.0237251714	-0.0239298693	-0.1417749578	0.1154182326	0.0189805414	0.0152159245	-0.1038708972	0.0551078748	0.0029033617	-0.1239683741	0.0762817858	0.0826079301	0.1029421781	-0.0102911433	0.0122665993	-0.0330583575	-0.1503593431	0.1029013326	0.0968572763	-0.2301180564	0.1083448195	0.0245459325	-0.2010546168	0.1018011265	-0.1060960411	0.1249768471	-0.0331494175	0.0981108231	-0.0679571036	-0.0139839764	0.0014122661	0.0092240731	-0.0176942218	-0.0972276587	0.1569966247	-0.0217779347	0.0077041467	-0.0627600421	0.1864670649	-0.1063646953	-0.0691824322	-0.0227801592	0.1297047593	-0.0010597087	-0.0975211343	0.1247508801	0.1270782095	0.136947354	-0.0889373431	-0.1869410401	-0.0016430301	-0.0296188642	-0.0523308535	-0.1295662678	0.1775040505	-0.0051769596	0.0672346253	-0.0293031808	0.0161845328	0.0419151678	-0.0288707133	0.1005272851	0.0058560583	-0.0225039928	-0.0278298242	0.0270619573	-0.0053307074	-0.0411315794	-0.0411638648	-0.0881396751	0.0773610152	-0.0512405096	-0.0017527873	0.0892150222	0.02631695	0.0164138504	0.039923916	-0.0752851825	-0.0565442185	-0.0593053605	0.0352512668	-0.0398482027	-0.0411516738	-0.1356405098	0.069122292	-0.056589918	-0.0196599976	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.022726723726663	-0.0168632709031016	0.000516503971348	0.0002843699055513	-0.0127139674999625	0.0374383345920392	0.0001616449695901	0.0014016288970254	-0.0213621186851042	-0.0215412942662353	0.0004640273586645	0.0004563401147164	0.0002050000026911	-0.0007439996931911	5.535355434684509e-07	4.2025001103351014e-08	-0.0001269998129511	-0.0001519998371052	1.6128952489614388e-08	2.3103950480030413e-08	1.2934176281455287e-08	2.4791422736114587e-08	1.672929160797605e-16	6.146146412807392e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.7015954409228	3.90224966134042	834850.6055112878	15.227552419431422	935.5499252027766	3.073059665169694	9.443695705692871	875253.6625469209	844.1920020620753	2.463182488902476	6.067267973635794	712660.136345575	852.3284723037642	699.4617473912157	0.991367	19.135296	0.0499011466411586	0.0292148538316126	-0.0250241951	0.0115472489	-0.0461375073	0.0777556024	-0.0387578769	0.0347518063	-0.1191825804	-0.0208543329	-0.0525800002	0.1059680336	-0.0066705159	0.0495498276	-0.0973764903	-0.0630692594	-0.0863902679	0.040210053	-0.0279255619	0.1370849866	-0.0656741322	-0.1814026514	0.0633761141	-0.0301277614	0.0208351394	0.0780892576	0.0223643107	0.0187964904	0.0036133751	-0.2267960957	0.1294570866	-0.1107985738	-0.0190186195	0.0612306136	-0.006982299	0.074991087	0.0154812859	-0.0386469606	-0.2032310315	0.1031824716	0.141715884	-0.0453417996	-0.0117362762	-0.0412492222	0.063354091	-0.0141614768	-0.0004919775	0.1823803333	-0.0840299417	0.0651844512	0.0602999834	0.040167685	0.1253751617	-0.0342986855	-0.114194926	0.0532384752	0.0018366924	0.1402214212	-0.0923527566	0.0328263178	-0.0866611193	-0.1396929873	0.027837967	-0.0937822846	0.1144978909	-0.0863716458	0.0568034775	-0.0690062109	-0.1772682519	-0.135101539	0.0173331488	-0.0913770426	0.0921443558	0.2381962508	0.0073057894	-0.05102766	0.0462616762	0.2441661183	-0.0275657375	-0.046758661	-0.0839450476	0.1499375897	-0.0196059954	-0.0346275128	0.0273148561	-0.0247023006	0.0137374254	0.0175561079	0.0166339577	-0.013209439	-0.0041639202	-0.0312821697	0.088819222	0.1222597542	0.0733954614	0.060376536	-0.0157119217	-0.0302543834	0.0838184356	0.0223607306	0.0126015662	-0.0294158588	-0.0074904163	0.0396475711	-0.0895531165	0.0356786843	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.022771623882221	-4.4900155557997534e-05	0.0005185468542333	2.0160239691323772e-09	-0.0335327526922668	-0.0208187851923042	0.0011244455031207	0.0004334218168833	-0.0368987651558327	-0.0155366464707285	0.0002413873835564	0.0013615188700252	-5.900000031383916e-05	-0.0002640000030049	6.969600158660788e-08	3.481000037033021e-09	-0.0001210000063076	5.999806643499996e-06	1.464100152643924e-08	3.599767975938669e-11	-3.55262663726116e-09	-1.6486802918716453e-08	1.262115602377754e-17	2.7181467048059726e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.218296263147	-0.4832991777758479	833967.6566297648	0.2335780952388107	936.16253807894	0.6126128761633254	0.3752945360411018	876400.2977024027	842.9818507301815	-1.210151331893826	1.464466246084401	710618.4006604819	850.8958462368955	710.0779050581765	0.879669	16.979307	0.0258754675122326	0.0157527592651794	-0.0412489027	-0.0232167223	0.0016007508	0.0316689665	-0.0411189284	-0.0920073054	-0.1304379733	-0.0443101782	-0.0585703268	0.0371188119	-0.0249100411	0.0082532303	-0.0420812329	-0.1133698685	8.56287e-05	0.1069964647	-0.0570373892	0.0109569151	0.0320158302	-0.1330712847	-0.0485274223	0.0241660352	-0.0532062496	-0.0186549677	-0.0517108802	0.1188357458	0.0340618711	-0.0719429783	0.0041193001	-0.1165754784	0.0608579693	-0.0445705396	-0.0021763607	-0.124344877	-0.1730241995	0.0468748911	-0.0204309181	-0.0321108891	-0.0570379753	-0.0697767727	0.0890734047	0.1478781474	-0.0969441707	0.0467348931	-0.0762770415	0.0426832866	-0.0032436471	0.0295499899	0.1005530651	-0.0612803693	0.1572262908	-0.0294098838	-0.0422253328	-0.0357532351	0.1267954366	0.0119993192	-0.0632985503	0.067664298	0.0661242495	-0.0939394091	0.0701040793	-0.1477770591	0.0337432797	-0.0091130612	0.1005190311	-0.1144680865	0.0786130949	-0.006286698	-0.0851813172	0.0034792226	-0.0017670795	-0.1097305306	0.0532775135	-0.0808753143	0.027202134	-0.1156668921	-0.0369870538	0.1663793629	0.0459024891	0.0063574699	-0.0180603553	-0.0265919425	0.0152114002	-0.044349708	0.082193411	0.0808775783	0.0795335946	-0.0287907713	0.0325636052	-0.0405914069	0.0555189155	0.0292862786	-0.0097325618	0.0174149638	-0.0353471481	-0.0237593153	0.1288227927	0.0218650494	-0.0224435429	-0.0376852022	-0.0281423175	0.123430161	-0.0526436458	0.023718029	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0227359998971223	3.5623985098699046e-05	0.0005169256913219	1.2690683143123318e-09	-0.0296820381481524	0.0038507145441143	0.0008810233886283	1.4828002500254152e-05	-0.0412877163238434	-0.0043889511680106	1.9262892355182463e-05	0.0017046755192381	0.0001719999970521	0.0002309999973659	5.33609987830639e-08	2.958399898592241e-08	0.0	0.0001210000063076	0.0	1.464100152643924e-08	0.0	3.55262663726116e-09	0.0	1.262115602377754e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.1645729868223	-1.0537232763246038	832044.208212232	1.1103327430682577	938.228438845106	2.06590076616601	4.267945975645306	880272.6034577248	841.7301422061596	-1.2517085240218648	1.5667742291089954	708509.6322984017	850.2490778341377	706.9215908510403	0.966289	18.651234	0.0688769234882614	0.0331983688714113	-0.0205627233	-0.0054471534	-0.0092023449	0.1212666967	0.0084184542	0.0297219011	-0.1091713202	-0.0554178275	-0.0893706695	-0.0388740498	0.1000856147	-0.005303677	-0.0210340014	0.0233708328	-0.021967411	0.0192371772	0.0446619972	0.0072751066	-0.0783619733	0.1705501334	-0.1543290816	-0.0237104486	0.0687526893	0.0315847441	0.0086950513	0.144391289	-0.0043116316	0.0086664965	-0.1076041278	0.0293019405	-0.0675870655	0.0861135576	-0.1581213168	0.0847438573	-0.124237779	0.2117379665	-0.0097835899	0.0550847178	0.0831527186	0.0396982984	0.1523739465	0.047726069	-0.0697991317	-0.1710161286	-0.0479423032	0.0289222563	-0.0043479562	0.0182439559	-0.0181119663	-0.0150893649	0.0173510399	-0.042506474	-0.0843612746	-0.0308218558	0.017560427	-0.1165512369	0.1248971056	-0.0274850561	-0.0816315184	0.0329066818	-0.1266116776	0.0266364428	-0.0891451654	0.110284115	-0.0238670536	-0.0866304943	-0.0688422558	0.0324169355	-0.2340430159	-0.1679852686	0.0007383142	-0.0357727432	-0.0247158942	-0.0868032403	-0.0887541201	-0.0368929564	-0.0360891512	0.0197067641	-0.0321253921	-0.0589677776	-0.0070660747	-0.0218590597	0.0004493735	-0.0038424104	-0.0358572671	-0.0425607675	0.0407617457	-0.1539012564	0.0416845087	0.0358401395	-0.0092525379	-0.0080471523	-0.0370402023	-0.011063808	0.052711409	0.0068663957	0.0188565169	-0.0033817069	0.0670664955	0.1138428299	-0.0113599284	-0.0623696631	-0.0754163323	-0.0502218542	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0227715775737209	-3.557767659859851e-05	0.0005185447451959	1.2657710721544635e-09	-0.0459767028183364	-0.016294664670184	0.0021138572020456	0.0002655160967137	-0.018642995101807	0.0226447212220364	0.0005127833992237	0.0003475612663659	0.0006489999077835	0.0004769999107314	2.2752891483776358e-07	4.2120088030299147e-07	-0.000121000006277	-0.000121000006277	1.464100151903404e-08	1.464100151903404e-08	3.928138044868986e-08	3.928138044868986e-08	1.5430268499547144e-15	1.5430268499547144e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
