global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
982.0504563284226	n/a	n/a	964423.098774863	1025.1013999047218	n/a	1050832.8800866203	n/a	924.7965558143698	n/a	855248.6696461207	n/a	959.5272897322048	753.5456558863322	n/a	n/a	n/a	n/a	0.1331515586	-0.016822923	0.0096599469	-0.0463285828	0.0393728033	-0.0494128068	0.0611804512	-0.1496711464	0.0218961206	-0.0698677974	0.0559693562	-0.0278083274	0.2102005602	-0.0536322609	0.0612963102	-0.1566212311	-0.0865187916	0.0577488856	-0.0395089279	-0.1100822711	0.1073379749	-0.0982906214	0.0146713229	0.1274819241	-0.0735764007	0.0608162497	-0.0350625158	0.0018398251	-0.0545755971	0.0495881263	-0.1929821238	0.0232159081	-0.0432882004	0.0264920632	-0.1473687026	0.087301137	-0.0688168257	0.1332162086	-0.0703069914	-0.0157528434	0.2572462709	-0.1090616241	0.1253700968	0.0553071005	0.0909749363	-0.0850085445	0.149700944	0.0093359103	0.0424657646	0.0553753725	0.0692140798	-0.1460692905	0.115466017	-0.0331281294	0.0634312623	-0.0288149983	0.0651024523	-0.0305963199	0.0468033922	-0.252959135	0.1043938345	-0.2233848044	0.054707095	0.0794309577	-0.0135323287	0.0701558403	-0.1553524366	0.1049784905	-0.1139985884	0.0512057398	-0.2277352319	0.0979535252	-0.0915016583	0.0355144052	-0.1336135919	0.0007522485	0.114323611	-0.0419523333	0.0698023729	0.0603382674	-0.1194579246	0.0821398413	-0.1013764824	0.1560627898	-0.0564949697	0.0474011873	-0.0462511926	0.067575956	-0.126058411	0.157714383	-0.0942309143	0.0067760843	-0.0086310148	0.0449490358	-0.0119653928	0.0618716835	-0.0368600743	0.1249766915	0.0441583681	-0.1163355628	0.0333827617	-0.0310182563	0.0875349836	-0.0333199505	0.0112697915	-0.0507106068	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-5.1956589942392384e-05	n/a	n/a	2.6994872384419084e-09	2.5734523347864524e-05	n/a	n/a	6.622656919417842e-10	0.0736989571362443	n/a	0.0054315362829699	n/a	-0.0009860011355492	n/a	n/a	9.721982393043117e-07	0.0007460001728643	n/a	n/a	5.565162579135656e-07	8.673676913299559e-07	n/a	7.523267119630577e-13	n/a	0.0	0.0	0.0
980.8026384520138	-1.247817876408817	1.5570494526854095	961973.8155944316	1016.6628714887612	-8.438528415960604	1033603.3942637732	71.2087618269746	925.7915537552476	0.9949979408778518	857090.0010045555	0.990020902351165	959.5973864226568	752.7119076746343	0.820644	13.306948	0.0664834770922133	0.03419396971017	0.1205814603	-0.0176364692	0.0237803549	-0.0566576993	0.0020651752	-0.1029388692	0.116484736	-0.106916492	-0.0174422159	-0.0888746671	-0.0626965369	-0.0286431733	0.0143519502	0.0596647895	0.1260286261	-0.0329831582	0.0394249067	0.0651599895	0.0187866552	-0.1164602682	0.0263019116	-0.1401720767	0.1112052941	0.02114515	-0.0594939701	0.0591735576	-0.0304433573	-0.0673093064	0.0391651293	0.1218924728	-0.090100205	0.1267366061	0.0616589216	-0.0320381561	-0.0396773723	-0.0287527813	-0.1373857539	0.0389562091	-0.0101352308	-0.0263103289	0.1524113478	-0.033723484	0.1680331348	0.0906821402	0.0358562622	0.0235486251	-0.0525450112	0.020155192	-0.0579024635	0.0450236554	-0.0088987308	-0.1009153754	0.1117692348	-0.0448746114	-0.018247404	-0.0687377264	0.1408389495	0.0381523015	0.0950183032	-0.1271721032	0.0934134848	-0.0893962905	-0.0005655177	-0.016461885	-0.0572522067	0.1619326419	-0.079618118	0.0791389051	0.0368374911	-0.0072692065	-0.0864694855	0.0512167389	-0.0953813024	0.0060650659	-0.0028506362	0.1610446973	0.0339926831	-0.0957111082	0.0593787795	0.0805268596	0.0442528979	-0.0781520937	-0.1164955199	0.1570280198	-0.0755291953	0.0674416394	0.0004215992	0.1008025404	-0.1596454844	0.134970686	-0.0820743888	-0.031254451	-0.0002480995	0.023690575	-0.0038857968	0.0725195819	-0.0671008026	0.0754622017	0.0431469917	-0.1023985057	0.1135195305	-0.1042419847	0.0900565171	-0.0078129822	-0.0316183937	-0.0612385627	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0148448256235411	-0.0147928690335987	0.0002188289742452	0.0002203688477933	-4.761235629757721e-05	-7.334687964544173e-05	5.379764753722913e-09	2.26693647220744e-09	0.0960007405608394	0.0223017834245951	0.0092161421882295	0.0004973695439175	-0.0008230133677827	0.0001629877677664	2.6565012441506527e-08	6.773510035490218e-07	0.0003904717355822	-0.0003555284372821	1.2640046971625217e-07	1.524681762885755e-07	6.86607177302124e-05	6.779335003888245e-05	4.714294159227904e-09	4.595938309494443e-09	0.0	0.0	0.0
979.9776730878916	-0.8249653641221357	0.680567852001168	960356.2397507586	1015.9283689193396	-0.7345025694215792	1032110.4507751098	0.5394940244869018	925.5980652507088	-0.1934885045387773	856731.7783958555	0.0374378013886524	959.258670496196	747.0663979472764	0.8580609999999999	13.913662	0.0909307960076548	0.0440311077659934	0.1222455544	-0.0921752116	0.0756294078	-0.0390452025	-0.003865049	-0.0725821827	0.0974134479	-0.0441906507	-0.0503211879	-0.0963652901	-0.1270646978	-0.0977899503	0.0612813562	-0.0078634059	0.0569591937	-0.036341313	0.020675736	0.0884895992	0.0058293107	-0.1314749136	0.0494096919	-0.088246412	0.1785912104	0.0353088791	0.0147450447	0.0462471439	0.0745717072	0.1584743112	0.1321006075	0.0075606587	0.0745155437	0.0671702321	0.0009422773	-0.0523457094	0.003554104	-0.164363518	0.0361751369	0.0428424073	0.0981811767	0.0016436768	-0.0015606176	-0.1731061088	-0.0436884297	-0.0177610597	-0.0812797338	-0.0827464982	-0.141848914	-0.0280649302	-0.0389138007	0.0196832535	-0.0217037314	-0.1491112295	0.0650009962	-0.0203472613	-0.0307991361	-0.08025876	0.0846164276	-0.0300642664	0.097086093	-0.1429917798	0.0657670294	0.0978002398	0.0349599967	-0.0366041732	-0.0264125139	0.0476732862	-0.0347898131	0.0024320013	0.1665004571	-0.0281884032	0.1018064263	0.0086801775	0.1661373877	-0.1243744395	0.092238848	0.0190291219	-0.0810711601	0.0782208851	0.0447387542	0.0532244808	0.0984820818	-0.2043311221	-0.1263310042	0.1342968805	-0.065857693	0.0002346681	-0.0233892357	0.1087844024	-0.0835471715	0.0759621012	-0.0164506042	-0.0175340884	-0.0044275924	0.0463629362	-0.0185164622	0.024633056	-0.0471772191	0.0856697497	0.1086644622	-0.0810245924	0.062607138	-0.0868406817	0.0126948955	-0.0108444527	-0.078857103	-0.1355509169	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0171340065269021	-0.0022891809033609	5.240349208312679e-06	0.0002935741796639	4.5490018209193295e-05	9.31023745067705e-05	8.66805213879895e-09	2.0693417566727373e-09	0.0667532742285175	-0.0292474663323219	0.0044559996202276	0.0008554142868603	-0.001354998632065	-0.0005319852642823	2.830083214135086e-07	1.8360212928980208e-06	-2.249846993152005e-07	-0.0003906967202815	1.5264392723873253e-07	5.061811492595117e-14	0.0003319996611157	0.0002633389433854	1.1022377498093965e-07	6.934739910338504e-08	0.0	0.0	0.0
980.6843672478954	0.7066941600037353	0.499416635783385	961741.8281644048	1021.0544956587094	5.126126739369738	1042552.2831048612	26.27717534808142	925.1532721287556	-0.4447931219532393	855908.5769305433	0.1978409213369092	959.40990183095	751.6644423652509	0.91138	14.778246	0.1076672358779483	0.0501021458512575	0.0644462815	-0.1062483256	0.0372101533	0.0479640417	0.0118236664	0.0310477566	0.0174266931	-0.0630878224	-0.0053143923	-0.1115602961	-0.050135006	0.0135071809	0.0647019706	-0.0250357809	-0.078097458	0.096057158	-0.0554672419	0.1023366798	0.0120333569	-0.0932887972	-0.0092227295	-0.105917759	0.0481921393	-0.1673910097	0.010564232	-0.0744394403	-0.0707936094	0.08086793	0.1129779358	0.0332325437	-0.2030612896	-0.1061888357	0.0227649274	0.0122831389	-0.0242946922	0.0858744109	-0.067455691	-0.1085084587	-0.0625836654	-0.0133141794	-0.064615993	0.0432434919	-0.0746785742	-0.0285426544	-0.0872719978	0.0214578697	-0.0079281909	-0.0796939365	0.002647503	0.0370258667	0.0412898851	-0.1518803578	0.0132128304	-0.0172879743	0.0215155125	0.0140756481	0.1051940858	-0.0139759185	0.0789548129	0.0111520314	-0.0432580766	0.0934452153	-0.1595777328	0.0936657235	0.0770472402	0.093800994	-0.0416443129	-0.0819501934	-0.0792347028	0.0744852943	-0.0277236532	0.0825977804	0.0035996169	0.0629333286	0.162391553	-0.0119733855	-0.0792216984	0.2100447466	-0.0346124105	0.0282646302	0.1263880956	-0.0304689752	-0.1384042484	0.0695390006	-0.121057071	-0.0400705395	-0.0323474736	0.0810527677	-0.044643869	-0.005679297	-0.0909179834	-0.0543645489	-0.0521898866	0.0703148078	-0.0227250103	-0.0276911706	0.0177571321	0.0737860176	-0.0919224907	-0.0242883683	0.114770979	-0.0080085856	-0.0696448158	-0.0644723981	0.0409220635	-0.066515088	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0054083395397555	0.0117256669871466	0.0001374912662934	2.925013657728273e-05	-0.006315324484774	-0.0063608145029831	4.045996114136133e-05	3.988332334798599e-05	0.08657665847646	0.0198233842479425	0.0074955177929495	0.0003929665630415	-0.0005629997702376	0.0007919988618274	6.272621971358971e-07	3.169687412875904e-07	0.0002710001064476	0.0002712250911469	7.356305006765246e-08	7.344105769461053e-08	7.621129249495194e-08	-0.0003319234498232	5.808161103751119e-15	1.101731765425377e-07	0.0	0.0	0.0
982.2859759211522	1.6016086732568056	2.565150342251425	964885.7384913703	1016.893067958551	-4.161427700158356	1034071.5116621542	17.317480503645264	925.6185118108458	0.465239682090214	856769.6294069249	0.2164479617914034	958.9361019847004	756.3882042972122	0.889209	14.418739	0.0523937739031408	0.0284277738394831	0.0346682673	-0.1255241277	-0.0189651321	0.0761640001	0.0059632615	0.0778403247	-0.0691590098	-0.1326849105	-0.0129788111	-0.0646731713	0.0573409148	-0.0126146596	0.0401686497	-0.0355175115	-0.0760208741	-0.0402968747	-0.1075515312	-0.0041553764	-0.0240621607	-0.0346745255	-0.046306733	-0.048105548	-0.0061789024	-0.0051967351	-0.0471013574	-0.0956481001	0.0119184352	0.0238898684	-0.1056211202	0.0178180066	-0.1564501559	-0.0824307334	0.0294575281	0.0303845812	-0.0958179219	0.0549142376	-0.1229372996	-0.1251477507	-0.1294059574	0.0538530922	-0.0243935457	-0.0381969745	0.1253773852	0.0795306239	0.0022935247	0.0330261722	0.0662547971	-0.0826737821	0.0716289831	0.0551014362	0.1357802655	-0.0584642821	-0.0218708638	-0.0822094749	0.0158221797	0.0008130228	0.0193911666	-0.0016330269	0.0987162327	-0.0241647305	-0.0187069757	-0.0573456933	-0.2574275173	0.0924670911	0.0667737748	-0.0410790184	0.03916404	0.0514869077	-0.1131480109	0.0646439091	-0.0368880692	-0.0932089316	-0.1465314033	0.1364626143	-0.0969891942	-0.0269211257	0.0194252386	-0.0296444273	-0.0530919623	0.0327107974	-0.0420145179	0.1193264225	-0.1654602037	0.0299728969	-0.0549732245	-0.0535428115	-0.0078630241	0.0150004157	-0.0775250356	-0.0288496698	-0.1365765088	-0.0332228182	-0.1006461599	0.016901275	0.0070225545	0.0116493474	0.0564660428	0.0232402876	-0.2373587723	0.0124628962	0.0667400231	0.1615906477	-0.0662190316	-0.0332300983	0.0234076383	0.0479480307	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.026203241147428	-0.0207949016076725	0.0004324279328727	0.0006866098466302	0.0090050244880615	0.0153203489728355	0.0002347130926494	8.109046603058727e-05	0.0751484591768019	-0.0114281992996581	0.0056472909166474	0.0001306037392327	-0.0006139992917308	-5.099952149320011e-05	2.6009511925353796e-09	3.769951302459241e-07	0.0002250003248425	-4.59997816051e-05	2.115979907716896e-09	5.062514617923052e-08	6.903393130020885e-08	-7.177361194743091e-09	4.765683670761956e-15	5.151451371980396e-17	0.0	0.0	0.0
983.7527674913608	1.4667915702086702	2.151477510435216	967769.5075469116	1014.9852964392988	-1.907771519252151	1030195.1519879714	3.63959216966966	926.5023297618716	0.883817951025776	858406.5670541758	0.7811341705554009	960.0221306169536	761.3320307794205	1.027402	16.659567	0.0487059407526943	0.0250620444844394	-0.0922154137	-0.089756862	-0.0476740238	0.1395366483	-0.0575056905	-0.0339823879	-0.1120900342	-0.0340995574	-0.0691195741	0.003134517	0.1689479874	-0.0735973621	-0.0215687753	-0.0305967018	0.0382721167	-0.0556304974	-0.107285527	-0.068391819	-0.0856297836	0.0266890824	-0.185862234	-0.0137620073	0.0617326921	-0.0499538144	-0.0464858644	0.1276132138	-0.0208246067	0.0734641178	0.0626823314	0.0866025091	-0.1018419762	-0.0021723829	0.0524464268	-0.0743426746	0.0299433136	-0.0393721819	0.0528654975	0.0304731826	0.0875101613	-0.1403557794	-0.0530889272	0.2075653947	-0.0034839159	-0.1742061517	-0.0917866558	-0.0707623105	0.038828658	0.0595318905	0.0759357054	-0.0437428662	0.1303335581	0.0609735251	-0.1372634655	-0.1428599831	-0.0232803511	-0.0955294881	-0.0290674522	0.0012381956	0.1955732789	-0.0041540807	-0.0475685526	0.0405633522	-0.1500766109	-0.0295502822	0.0544088602	-0.0233409334	0.0628879984	0.0238431401	0.0351451564	0.0261426025	-0.016217837	0.0161859367	0.0842822738	0.0363197279	0.0787298089	0.0426869339	-0.0803010374	-0.0577097434	-0.0806204633	-0.0711528532	0.1109707991	0.0888760944	-0.1360134607	-0.0761819195	0.0371416924	-0.0467424116	0.0741378416	-0.0359242558	-0.080110023	-0.0490040802	-0.1308043236	-0.0036051364	-0.16264524	0.0091498419	0.0961098299	-0.0403663162	-0.077878683	-0.0472972703	-0.1710773294	0.0536159401	0.057685054	0.0777576968	0.0231791637	0.1061973653	0.0935084546	0.057960073	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0230090828633251	0.0031941582841029	1.0202647143903184e-05	0.0005294178942113	-6.630549304986744e-05	-0.0090713299811113	8.228902762620995e-05	4.396418408586019e-09	0.0716140493138937	-0.0035344098629081	0.0051285720591327	1.2492053079022702e-05	-0.0009390000582528	-0.0003250007665219	1.0562549823988753e-07	8.817211093987618e-07	-0.000108000030732	-0.0003330003555745	1.1088923681274347e-07	1.1664006638112944e-08	-5.0696463637549614e-08	-1.1973039493775846e-07	2.5701314253533903e-15	1.4335367471951618e-14	0.0	0.0	0.0
984.775194587998	1.022427096637216	1.045357167938007	969782.1838758294	1018.8535025790655	3.8682061397666985	1038062.45971763	14.963018739728785	927.9038647417495	1.4015349798779653	861005.582202675	1.9643002998215284	961.156502821222	770.7165010456886	1.10579	17.930658	0.0729625969375125	0.0486567895692474	-0.1715489358	0.0293474781	-0.0607752916	0.0437694833	-0.0152437795	0.1588146146	-0.1363384306	0.1466289574	0.057549275	0.0887660566	0.170630486	0.0130148511	-0.1264291904	0.0799939859	-0.0013742683	-0.0384495239	0.0410684328	-0.1280477489	-0.0661916757	0.0835372416	-0.1535629248	-0.0108026968	0.0894652978	-0.0745732238	-0.0640578512	0.0971263326	-0.103822322	-0.0369473948	-0.0993823581	-0.1053780442	-0.1212334877	-0.0374026664	-0.0982387521	-0.0925339578	-0.1437190668	-0.1245379306	-0.0232082433	0.1355814495	0.0957763346	0.0247060517	-0.2199792024	0.2529230163	-0.178938575	0.0701737898	-0.0516739736	-0.0261429755	0.0344677025	0.0100484064	0.0688281179	0.0672469869	-0.0104420391	0.173444075	-0.1471401399	-0.0724813378	-0.0185829523	0.0437671985	0.0113839615	0.033165838	0.126732746	0.087411929	0.0455531267	0.0094463315	-0.1791392231	-0.0967841226	-0.1175147348	-0.1038661789	0.1975470144	-0.0908875777	0.1322967752	-0.0621733371	-0.1333718244	-0.0713139196	0.0201499955	0.1919542414	0.1272901055	0.0348576533	-0.0202903268	0.0806357743	-0.0249500853	-0.168712216	-0.1077162277	0.0246890434	-0.0473612593	-0.1587520457	0.0923629186	0.0254408569	0.1664419545	-0.0883984159	-0.1153833417	0.0069961869	-0.0484006943	0.0463770997	-0.1190460645	-0.063320634	0.0644665559	0.1072932515	0.0146290439	-0.0975374643	0.0244289407	0.0621002287	-0.0750955351	0.0244661335	0.106956187	0.1098309131	-0.0651062931	0.1291737826	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0334192036774823	-0.0104101208141572	0.0001083706153653	0.001116843174437	0.0023371055952452	0.002403411088295	5.776384859339679e-06	5.46206256332642e-06	0.0248660983898929	-0.0467479509240008	0.0006183228491358	0.0021853709155927	-0.0011889980527276	-0.0002499979944748	6.249899724142212e-08	1.4137163693900249e-06	-0.0001260002247553	-1.8000194023300007e-05	3.240069848764453e-10	1.5876056638386118e-08	-7.479018672689602e-08	-2.4093723089346413e-08	5.5935720306439735e-15	5.805074923061043e-16	0.0	0.0	0.0
983.1256904822524	-1.6495041057456774	2.720863794871847	966536.1232862056	1026.1714529062249	7.317950327159338	1053027.8507596725	53.552396990771456	927.9593867508968	0.0555220091472392	861108.6234591005	0.0030826934997461	962.8642677825724	764.8225299967869	1.145365	18.572367	0.0376461385537887	0.018348023001833	-0.1536145311	0.1781250936	0.0185293025	-0.0552738344	0.0688266431	0.1701538907	0.010784351	0.1792882702	0.0671500302	0.139482854	-0.004575237	0.1075395356	0.0783389308	0.1919576405	0.0259301437	0.0277715817	0.1423970028	-0.0860795388	0.0098370992	0.1373959917	-0.0428186054	-0.0701107948	0.0344368643	-0.0445910623	-0.0957248455	-0.0922962411	-0.1018335877	0.1284411562	-0.0036668309	-0.0573928429	0.0456184434	-0.108806161	-0.075992671	-0.0609559347	0.1934427483	0.0327198329	-0.0692115785	0.0476925205	-0.0086632533	0.1250413109	-0.0787973074	0.0231606488	0.0848574115	-0.0266859213	0.1135756681	0.1310162828	-0.0829987334	0.0828484784	0.0059497364	-0.1203591109	-0.0975520223	0.1526803404	-0.0435490047	0.0106129956	-0.0539275191	0.145458988	0.0970593813	-0.057943841	0.105410244	-0.0621195542	-0.0131172164	0.0201314892	-0.0325579624	0.1151293426	0.0178336359	0.0404063397	0.0042367297	-0.1467561091	-0.0394710338	-0.0564050636	0.0219163767	-0.1079384157	-0.021077723	-0.2409796101	0.007443517	-0.0861595636	-0.1019231916	-0.0742623231	-0.111318172	-0.0511513646	0.0227114462	0.0361415371	-0.0157864703	-0.1517554927	-0.0121549604	0.1864930781	0.0582889639	-0.039614434	-0.0893844414	-0.0386720473	0.0304865544	0.0852905226	-0.1075737656	0.0342835684	-0.0256377648	0.0331402929	0.1040811107	-0.0585213796	-0.0050541718	-0.0845627744	-0.0372601869	-0.148012607	0.006457814	0.0342331675	0.0743449241	0.2302847683	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.02590152973751	0.0075176739399723	5.651542146773865e-05	0.0006708892427431	-7.082488662035757e-05	-0.0024079304818655	5.798129205497295e-06	5.0161645647865065e-09	0.034785020239596	0.0099189218497031	0.0012099976330691	9.838501066051764e-05	-0.0009389995838139	0.0002499984689136	6.24992344591942e-08	8.817202184026775e-07	-0.0002319998888842	-0.0001059996641289	1.1235928795439609e-08	5.3823948442281155e-08	-1.089027890824974e-07	-3.411260235560138e-08	1.1859817469946915e-14	1.1636696394713809e-15	0.0	0.0	0.0
981.922580228712	-1.2031102535403306	1.4474742821738786	964171.9535630114	1017.2264142882772	-8.945038617947716	1034749.5779257856	80.01371587657599	926.8935841190432	-1.0658026318535576	859131.7162810458	1.13593525006597	961.1299785980766	759.7515125499935	1.110654	18.009521	0.0452463596279993	0.026502569614492	0.0043418408	0.1715672695	0.0401134082	-0.0335257604	-0.0276360367	0.0967632998	-0.0738070533	0.0478220696	0.0959017928	0.1482838459	-0.081865514	0.0579235064	-0.0735929495	0.0394697375	-0.0382750657	0.0644970318	0.0614836472	0.025909461	0.0611924501	0.1107022397	0.1166687741	-0.0284502039	-0.0013361727	0.0543316883	0.0396542152	0.0034803644	-0.0290535956	0.1658449176	0.0017359087	0.1199703602	-0.008256379	-0.1995117359	-0.030890641	0.0952665285	-0.0292655055	0.1378295375	0.0983356174	0.0322686152	-0.008879727	-0.0110154374	-0.1373551893	0.006800886	-0.03921255	0.0303893213	0.1624738825	0.0342078188	0.0095409934	0.0098293376	-0.1753793067	-0.0309199842	-0.0596389255	0.0586902739	0.0666288996	0.1779897006	-0.0451464862	0.0238692879	0.0087233207	0.0108041248	0.0383463308	0.0646076533	0.0945918334	0.0774460047	-0.0521199479	0.1137093867	0.0245542162	-0.0738733146	0.0178720607	-0.1071627611	-0.223291751	-0.0641064163	0.0672239598	-0.0983897042	0.1193885785	-0.0465783137	0.0009791227	0.0097735373	0.0543797704	0.1200538497	0.0471434672	0.0187006171	-0.0002841098	-0.0154358458	0.0083508046	-0.0195807122	-0.0499181153	0.1966792915	0.0043697575	-0.0484034943	0.0630101933	-0.0455474293	0.0761646474	0.0447812382	-0.0405941872	-0.0163317082	0.0926531605	-0.0779307146	0.0066950779	-0.0646589195	-0.0688087331	0.0407293545	-0.012975834	0.1749229318	0.0092854382	-0.0622905207	0.0842897503	-0.0028065938	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.023003959302315	0.002897570435195	8.395914426916142e-06	0.0005291821435825	-0.0110185563362961	-0.0109477314496757	0.0001198528238942	0.0001214085837361	0.0146892854369866	-0.0200957348026094	0.0002157751066492	0.0004038385572568	-0.0009390000522061	-4.683921999175042e-10	2.193912529435592e-19	8.817210980430584e-07	-5.999982874982379e-06	0.0002259999060092	5.1075957516175204e-08	3.5999794500081806e-11	-2.818380116743554e-09	1.0608440896575385e-07	7.94326648245541e-18	1.1253901825613315e-14	0.0	0.0	0.0
982.5637076115538	0.6411273828417734	0.4110443210295418	965431.439515363	1015.8147466750372	-1.4116676132399562	1031879.59956247	1.9928054502705943	925.794991200222	-1.0985929188212822	857096.3657314191	1.2069064012842643	959.527272894276	754.8401429834641	1.031383	16.724129	0.0559972436853691	0.0294421987978856	0.1274114589	0.0250947771	0.0319513285	0.0236794519	0.0264805707	0.013560186	-0.0606327607	-0.0907614736	-0.01193051	0.0026494436	-0.1211392919	0.0467817732	-0.0272173252	0.0067740623	-0.1225196736	0.0954941064	-0.123320907	0.057042353	0.0589409854	-0.0891965394	0.0798318563	-0.0950203763	-0.0086272414	0.0400863477	-0.0001239639	0.00790512	-0.0051383062	0.005035348	0.0072988664	0.0752705609	0.0682334196	0.0152474853	0.1185786845	0.1312218407	-0.1169501871	-0.0115011807	0.0612652118	-0.1521279101	-0.0420434619	0.1206235514	-0.0787155448	-0.0416827148	-0.1336418696	0.0192468063	0.1544371708	0.048978066	0.0288020625	-0.1113145365	0.0519499202	-0.0698224181	0.1087715966	-0.0968553424	0.1039172834	0.0874423704	0.0054913566	0.0481963916	-0.0253856865	0.0260457072	0.0423385109	0.0799146457	0.0943350891	0.0537632366	0.0593287032	0.0896533161	-0.0583994193	0.0251326429	0.010209874	0.000864951	0.1346366365	-0.0202934694	0.2172264777	0.0855287296	0.0117537192	0.0439490685	-0.0552678237	-0.0481553001	-0.0003488003	0.0613072728	0.0744309976	0.1767158481	-0.1270563323	0.0250798654	-0.0094980812	0.1236915537	-0.0263202214	0.042601963	-0.0209900762	-0.0772647115	0.1448539429	-0.0452846476	0.0758710755	-0.042644387	0.0128448552	-0.0634459341	0.0345066958	0.0224396009	-0.0524214797	-0.1081515467	0.0588522413	0.0515765004	-0.0912999725	-0.0704665118	0.0909064124	-0.0182973426	-0.080377433	4.46823e-05	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0335723112791868	-0.0105683519768717	0.000111690063507	0.0011271000846266	-2.237572179808467e-05	0.010996180614498	0.0001209159881066	5.006729259852814e-10	-0.0032856940364212	-0.0179749794734078	1.0795785300973837e-05	0.0003230998870694	-0.0009389996057376	4.46468499974359e-10	1.9933412146935421e-19	8.817202595753682e-07	0.0003229997154294	0.0003289996983043	1.0824080148437466e-07	1.0432881616747338e-07	1.5166925883080109e-07	1.5448763894754464e-07	2.300356407428453e-14	2.3866430587586916e-14	0.0	0.0	0.0
