global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1068.227802787426	n/a	n/a	1141110.638648052	1180.4309497329425	n/a	n/a	1393417.2270874167	985.7302819441986	n/a	n/a	971664.1887417892	996.2155296404044	872.8488941547482	n/a	n/a	n/a	n/a	-0.0944254099	0.0540963354	-0.0389696241	0.0104463781	-0.0942851257	0.0436031137	-0.0737835965	0.1384572022	-0.0004308375	0.1052428649	0.0605585269	-0.0736845976	0.1190978325	-0.0715443676	0.0398136408	-0.0150825118	-0.0745303271	0.0613376547	-0.0149685103	0.0187908513	-0.0083692849	0.1222767084	-0.0034986933	0.208762498	-0.0360198031	0.0541897978	-0.0257000138	0.087255628	-0.0487669586	0.0463574545	-0.0861523662	0.0810965124	-0.0687626347	0.0538446725	0.0927925743	-0.1649718702	0.0991932997	-0.0012051374	-0.0389350825	-0.1935758424	0.1193300512	-0.0922303591	-0.1248554543	0.2103236334	0.0009176775	-0.1513260506	-0.0468494995	-0.0350380111	0.0788767649	0.1145207321	-0.0855940319	-0.0773715676	0.0364067472	-0.0387264348	0.0142540049	-0.1417437508	0.0561896268	-0.0578931674	0.0228788927	-0.2266950951	0.0141168646	-0.0357216853	0.0436782282	-0.194960969	0.1525694854	-0.1224559027	0.1184908645	-0.1040794156	0.060079552	-0.0786086989	0.0055730878	-0.0123462366	0.0576823857	-0.1881239338	0.1048243172	-0.086940361	0.1396560562	0.0050267398	0.084308313	-0.1666475349	0.0841339174	0.1095191136	-0.0461588843	-0.0417594982	0.130997536	-0.0261970102	-0.0775961053	0.1622048877	-0.0111611188	0.1029608788	-0.075806869	0.0330167645	-0.0336408772	0.0263315878	-0.0972851396	0.0871140825	-0.2039648183	0.1900085469	-0.1312960493	0.1296289628	-0.0390369554	-0.069512611	0.0967048779	-0.101141859	0.1699013663	-0.0574031725	0.0749035276	-0.0314172677	0.0834137879	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0004189039276525	n/a	n/a	1.7548050060269096e-07	-0.0731619155218652	n/a	0.0053526658828285	n/a	-0.0747901996530231	n/a	n/a	0.005593573964139	0.0025512382615887	n/a	6.508816667394131e-06	n/a	-0.001489102291829	n/a	2.21742563553038e-06	n/a	0.000313400617123	n/a	n/a	9.821994681307725e-08	0.0	0.0	0.0	0.0
1067.0629808991196	-1.1648218883065056	1.3568100314779334	1138623.4052053147	1173.1998481030737	-7.231101629868817	52.28883078149147	1376397.8835890752	985.6321694553892	-0.09811248880942	0.0096260604603785	971470.773465337	995.2212744533848	860.0688203944717	1.002871	16.223614	0.0920663311324931	0.0545131817982824	-0.1074003732	8.15369e-05	-0.0598472082	-0.0734261232	-0.0339385199	0.0409028235	-0.0195185195	0.0763145298	0.1532389795	0.0571652961	0.0299736398	-0.0472660677	0.1297479062	-0.1087706419	0.1111678699	-0.1114174739	-0.0483673361	-0.0459684435	0.0782502215	0.0811943816	0.0699332697	-0.0397218762	-0.113172495	0.181079652	0.0253006678	0.0634332588	0.0042094393	0.1358898338	0.0022369363	0.0769280835	-0.0488862619	0.1049962522	-0.0833588063	0.0538920072	0.0214839972	-0.0253856171	-0.0862628194	0.0928665015	0.1154514078	0.0484048692	0.0056465189	0.0761646258	-0.0149682322	-0.0165450565	-0.0502436403	-0.1426651728	0.1075959565	0.0211215312	0.0880122677	0.0016084298	-0.1635829932	-0.1056784914	0.1134301798	0.0165066237	0.1012997975	-0.0560917612	0.0449880871	-0.0433144639	0.0296673502	-0.0972960336	0.0291273626	-0.0075659808	-0.1921282139	-0.0392927845	0.2064319466	-0.0800488459	0.1334965994	-0.1002455411	0.0490306775	-0.082654512	-0.0166656061	-0.0441008501	0.0340697209	-0.0744825772	0.0144573723	0.0407171624	-0.0670234236	-0.0245038122	0.1782776207	0.0209062278	0.0983663531	0.0642432044	-0.1614769925	0.0105642712	-0.1117667559	-0.0086091854	-0.0910573058	0.1474603938	0.0543132135	0.1268275593	-0.0382000241	0.0144500797	-0.0075331298	-0.0173400569	-0.1025190476	0.1158056666	-0.208920053	0.1518706578	-0.0487652053	-0.0422099514	-0.0231163671	0.0831264529	-0.0535561495	-0.0499552105	0.1446795419	-0.1385946616	0.0467533073	-0.1131919459	-0.0652017654	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0003021339380069	-0.0001167699896455	1.3635230481833526e-08	9.12849164955573e-08	-0.1008065768570531	-0.0276446613351879	0.0101619659376369	0.0007642273003372	-0.0650638749297485	0.0097263247232746	9.460139262258276e-05	0.0042333078208739	0.0017201140409831	-0.0008311242206055	2.9587923139872096e-06	6.907674700772659e-07	-0.001380866330473	0.0001082359613559	1.9067918226339685e-06	1.1715023330657512e-08	0.0001611892973969	-0.000152211319726	2.316828585276103e-08	2.5981989595306277e-08	0.0	0.0	0.0	0.0
1066.290138517554	-0.7728423815656242	0.5972853467440259	1136974.6594997845	1168.0237577906196	-5.176090312454107	26.791910922681257	1364279.49876332	985.3370907025524	-0.2950787528368437	0.0870714703757471	970889.18231417	995.6465834360274	861.4867889847866	1.111022	17.9732	0.1005258365196401	0.0485475816226931	-0.0703669536	-0.1415057797	-0.0136776501	-0.0137928526	-0.092658189	-0.0636882168	-0.0740020011	0.1212808798	0.0363292663	0.0496144072	0.0062594275	0.1490913919	0.0332160738	-0.09899213	0.1303551748	-0.0643380057	0.0483089542	0.1638440397	0.0486915573	-0.0289005106	-0.1135341411	-0.0598798423	-0.2961846426	-0.1074236153	-0.0244213481	-0.1499938789	0.1382086944	0.0802548882	0.0174870153	-0.023875427	0.011122867	-0.0603635529	0.0747387183	-0.2780437808	-0.0847830606	0.0191995897	0.0194897885	0.0467193351	-0.0432043288	-0.0608373838	0.1365685713	0.0878395283	0.0570266877	-0.0769802014	-0.1183420319	0.1331362959	-0.0059502763	0.0544545353	0.0119533274	-0.1095170285	-0.0024030115	-0.1016845793	0.1162707324	0.0864585327	-0.0344124861	-0.0835613964	-0.0962341433	-0.1035123032	-0.0493669651	-0.0909312468	0.0057777851	-0.0341653042	-0.2342546296	-0.1596803183	-0.2661082411	0.0238156776	-0.1491631388	-0.0595704991	-0.1348046306	-0.038108604	0.0606361942	-0.1093479963	0.0713051871	0.1053830686	-0.0041864845	-0.0042018633	0.0245927094	-0.1320739886	-0.1242804065	0.0931327829	-0.0568180779	-0.1475794026	0.0251571962	-0.0904094045	-0.1913070832	-0.0273953267	-0.093176985	0.0852105382	0.1820183728	0.1355479842	-0.0391093686	0.0314456366	-0.0128851139	0.0483268391	-0.0835775026	0.0557369214	-0.1371950909	0.0631739169	0.0224938036	0.0112198856	-0.0223399214	-0.0327686568	0.0607042326	-0.0825498711	-0.1919146364	-0.0859677104	0.0726371582	0.0791944837	-0.1151524407	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0005253533566218	0.0002232194186149	4.982690884677397e-08	2.759961493137922e-07	-0.0647712218390381	0.036035355018015	0.0041953111785218	0.0012985468112743	-0.0557395018157933	0.0093243731139551	8.694393396825053e-05	0.0031068920626728	0.0021173586956975	0.0003972446547144	4.48320784624582e-06	1.578033156991631e-07	-0.0011007775748714	0.0002800887556015	1.2117112693397609e-06	7.844971101445278e-08	-0.0002603350716682	-0.0004215243690651	1.776827937157307e-07	6.777434954048684e-08	0.0	0.0	0.0	0.0
1065.455883899755	-0.8342546177989334	0.6959807673188444	1135196.2405366085	1172.6741758382543	4.65041804763473	21.62638801776681	1375164.722677929	985.4110946299472	0.0740039273948696	0.0054765812698651	971035.0254197908	995.2776839454856	864.3565566927888	1.140037	18.442583	0.0983172251243263	0.0513651498097597	0.0112003153	-0.1452184299	0.1236523367	-0.0689288632	-0.1317555371	-0.1454917508	-0.0789453407	0.0687649783	0.0245948231	0.067437104	-0.0829143883	-0.0021856475	-0.0877242118	-0.0256529373	-0.0235587544	-0.0476415348	0.0857103941	0.0605435596	-0.0127810708	-0.0884507899	0.014654348	0.0755867325	-0.1225112216	-0.0656688221	0.1722538735	0.0594628813	-0.0083834839	-0.0488207595	0.1145088104	0.0460923731	0.1241906491	0.0637420018	-0.1046163347	-0.0716892989	-0.0946818519	0.0868784452	-0.0672288121	-0.0668822271	0.0360791762	-0.1624807569	-0.177458645	-0.0392586098	-0.0608479723	0.1231221898	-0.0132220624	-0.0069318555	-0.0828183379	-0.146488574	0.0233872188	-0.1659360833	0.1474817448	-0.0315538332	-0.0035364041	0.1308674508	-0.0687707166	-0.0763419253	-0.061638679	-0.060013915	0.0214862984	0.0603464195	0.0770668226	-0.0931375199	-0.0505260064	0.0248637145	-0.150911907	-0.1291263262	0.0718312634	0.0865777697	0.1446574256	-0.0261468235	-0.0584183178	0.0160376172	-0.1741265635	0.2201101543	0.1013178025	0.1149014074	0.0042735189	0.0203909552	-0.124576446	0.0799447962	-0.031416862	-0.0036079907	0.0700620169	0.0603344641	0.0095104978	-0.043252757	-0.085891784	0.0158829609	0.166723934	0.0281582322	-0.1580697458	0.0137813482	0.0394304282	-0.0048760057	-0.0516254214	-0.0702890863	-0.116236169	0.0839241457	0.0248232238	0.067442201	-0.0346863428	-0.0692273613	-0.0534916356	0.200090384	-0.0835068576	0.1268209316	0.046910017	0.0894235839	0.1988301979	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0168931685914941	-0.0174185219481159	0.0003034049068569	0.0002853791450606	-0.0519229425979261	0.012848279241112	0.0026959919680275	0.0001650782794575	-0.0229962142601749	0.0327432875556183	0.0010721228799499	0.0005288258702998	0.0020889414436595	-2.8417252038000045e-05	4.363676355038237e-06	8.075402133912176e-10	-0.0004247739304532	0.0006760036444182	1.8043289199266003e-07	4.5698092726668846e-07	-0.0002620569028016	-1.7218311333999973e-06	2.964702451945519e-12	6.867382030596723e-08	0.0	0.0	0.0	0.0
1066.955815446397	1.499931546642074	2.249794644612084	1138394.712114886	1170.2647311372575	-2.4094447009968007	5.805423767161563	1369519.5409437576	986.043060892348	0.6319662624007378	0.3993813568127582	972280.9179339508	995.1886530999932	864.4201746918434	1.126594	18.2251	0.0473166605251342	0.0287074772077446	0.0759870688	-0.0086836968	0.1597096526	-0.0078650435	-0.0443659178	-0.0692810584	-0.0314567971	-0.1131848375	-0.0433777641	0.0615291915	-0.1301813317	-0.0010824607	0.0286346913	0.0189128945	-0.0862738853	-0.0103593712	0.0384504906	0.0733674406	0.1039767573	-0.119411175	-0.0434728115	-0.0346833132	-0.0622199285	0.1379817734	0.0828393861	-0.0976328581	-0.0870041024	-0.0771672603	0.005933817	-0.0678868769	-0.0126720168	-0.0168909583	-0.0188365284	0.1432292144	-0.1520937137	0.0348277837	0.0042241647	0.1547893753	-0.0856960562	0.1506084904	0.0014919825	0.05747227	-0.0448817978	0.0698888777	-0.120608273	0.19843292	-0.044510221	0.2710404963	-0.1767185642	-0.0502617456	0.0427386129	0.0273412237	-0.096871143	0.0542722799	-0.0246545374	0.007128122	-0.1806475652	-0.1264419855	-0.0356498815	0.0853596932	0.0197982747	-0.142506678	-0.0797063283	0.149689027	0.0443929316	0.0898317259	-0.0235107155	0.044629242	-0.0254003633	-0.1270720581	0.0256014213	0.061547752	0.0288162	0.0202091078	-0.0948385959	-0.0097340765	-0.0944346729	0.1447045962	-0.0568869803	0.1251154557	0.0201132259	-0.0915150394	0.0108245353	-0.0428291954	-0.0159932887	-0.0303805704	-0.1027150519	-0.0647202105	0.0679747599	0.0639196703	-0.1889741914	0.0138430094	-0.0277955497	-0.0567576168	-0.0576776009	0.0095188744	0.0493118735	-0.013795287	-0.0732411077	-0.2259397106	0.0083072366	0.0164649288	-0.0418469025	0.1039877684	-0.1215611523	-0.1784029909	-0.0198437441	0.0373189516	0.019234094	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0168779984651195	1.5170126374600136e-05	2.3013273422133864e-10	0.0002848668321885	-0.0457773999246597	0.0061455426732663	0.0020955703438622	3.7767694748938303e-05	-0.0441587341349531	-0.0211625198747782	0.0004478522474503	0.0019499938004014	0.0021059016998663	1.6960256206800025e-05	4.434821969499773e-06	2.876502906002988e-10	-0.0008067764233543	-0.0003820024929011	6.508881972803567e-07	1.45925904582655e-07	-0.0002611510948952	9.058079064000296e-07	8.204879632968047e-13	6.819989436496176e-08	0.0	0.0	0.0	0.0
1067.8651723573184	0.9093569109213604	0.826929991440439	1140336.0263337253	1162.8986493236614	-7.366081813596111	54.25916128459137	1352333.268598796	985.9987368853708	-0.0443240069771491	0.0019646175945103	972193.5091395468	994.89218863408	865.4215691499932	1.048313	16.958738	0.0670669938266033	0.0371178022389842	0.0062817578	0.0916130112	0.076496511	0.077197981	0.0042340894	0.0386104885	0.0100615207	-0.1060669784	-0.0869251381	0.0343363125	0.0168995563	0.0392241314	-0.0150904862	-1.93e-07	-0.077197652	0.0178607252	-0.0392307194	0.0533316641	0.1060992854	-0.0278748678	0.0118085637	0.0682057526	-0.0375749246	0.1719809622	-0.0972993587	0.0505471141	-0.0001334165	-0.0218915729	-0.0973251283	-0.0943089698	0.049020132	0.030083593	0.0573554122	-0.1519733365	0.0092478631	0.0072092026	0.0683079591	-0.0063720304	0.0405065238	0.0834501753	-0.080997502	0.1015514136	0.1382612757	0.2067980266	-0.0008328578	0.0692932494	-0.0406492106	-0.0427915034	-0.0061460864	0.1471381117	0.0042606066	0.0207575395	-0.0926282791	-0.0627224244	0.0427288823	0.0191013118	-0.1346845811	-0.0593920432	4.01582e-05	-0.0288008677	0.0634815528	-0.0144336887	0.1023320324	0.0202034229	-0.0279266684	0.026674939	0.0856464194	0.1640478606	-0.1761072172	-0.0170500831	-0.0467528153	-0.1244921428	0.0564632149	-0.0801972109	-0.0300189371	0.0087088336	0.0817206512	0.0299459892	-0.0136558187	0.0169015037	0.0733091271	-0.1195706938	-0.0907879395	0.0929545023	-0.0467478373	-0.0302296819	-0.0663410199	-0.0263063237	-0.0629106195	0.1378849162	-0.1323480374	0.0371326514	-0.0442263195	0.0258949019	-0.0464237797	-0.0095268819	-0.0919126706	-0.0294134979	0.1386746895	0.0915685749	-0.0484755141	-0.1119977229	0.142783802	-0.0312471845	-0.1103115225	0.0046816143	-0.1085660001	-0.0994719573	0.1292588341	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0092704325831647	0.0076075658819548	5.787505864828273e-05	8.594092027900172e-05	-0.0312277995179641	0.0145496004066956	0.0009751754627341	0.0002116908719945	-0.044320315857476	-0.0001615817225228	2.6108653053466352e-08	0.0019642903977064	0.0020900520665797	-1.5849633286600315e-05	4.368317641014074e-06	2.512108753197087e-10	-0.0004237550808672	0.0003830213424871	1.795683685607672e-07	1.4670534880062037e-07	0.0002349428456397	0.0004960939405348	2.461091978354448e-07	5.51981407172799e-08	0.0	0.0	0.0	0.0
1067.872899050269	0.0077266929506549	5.970178395370134e-05	1140352.5285260263	1165.8131312964097	2.9144819727482627	8.494205169474606	1359120.2571031398	985.8372438800566	-0.1614930053142416	0.0260799907654256	971875.071421026	995.004738744456	866.3622896992883	1.127683	18.242716	0.1362677355969515	0.0618573954777921	-0.1010788383	0.0702493811	-0.0620479381	-0.0110775094	0.0500222555	0.1594225064	-0.0170431828	-0.0034425123	0.0334757893	0.0521685763	-0.0247149777	0.1419566025	0.1198888334	-0.0582134786	0.0813093227	0.003718813	-0.0828265113	0.0444854782	0.083002479	0.086071068	0.1621619853	-0.0546874985	-0.0491616068	-0.07811309	0.1367773403	0.0642653613	-0.0551027546	0.1204483367	0.0287073752	-0.0630509021	-0.0225397538	-0.0484826753	-0.1106723571	0.1130005307	0.0727047674	-0.0569963234	-0.0446529127	-0.0436274903	0.2444647146	-0.0659738867	-0.0800118209	0.0779592877	-0.0465670929	-0.0833002143	0.1529347663	0.0339808221	0.0048819114	-0.0324812003	-0.1858950868	0.0759993851	0.0909293147	-0.0648586891	0.0713322851	-0.1176079859	0.0799866012	0.0127297113	-0.1153890972	0.0343123236	0.1688477529	-0.0223784953	-0.0369514303	0.0577097103	-0.0709452949	0.1553769246	0.0987222486	-0.0411694067	-0.0018658784	0.0826737955	0.1118465615	-0.0548739713	-0.0820248658	-0.093582468	0.008841573	0.0471976546	0.0907489074	0.0633861332	0.0365575506	-0.1074415931	-0.0030147886	-0.1671660266	0.0271808997	-0.0915096463	-0.0582580155	0.1136790471	-0.08640529	-0.0236939476	-0.0377049565	0.0188911368	0.0041412715	0.10990239	0.0865230988	0.047331102	-0.0487519019	-0.0950312705	-0.0317595788	0.0637029356	0.0499738148	0.0598103927	0.0232231672	0.0166830274	0.0592493004	0.0880027285	-0.0369019005	-0.0924688893	-0.0087162694	-0.0575992941	-0.0405585125	-0.0745692484	-0.0311559291	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.017076040072439	-0.0078056074892743	6.092750827661505e-05	0.0002915911445555	-0.0559252908199852	-0.0246974913020211	0.0031276381532999	0.0006099660766134	-0.0709934013329842	-0.0266730854755081	0.0007114534887837	0.0050400630328261	0.0012540036249064	-0.0008360484416733	1.572525091278391e-06	6.989769968243533e-07	9.102760733736837e-05	0.0005147826882045	8.286025297566119e-09	2.650012160751218e-07	4.3942948914610456e-05	-0.000190999896725	3.648096054899487e-08	1.9309827593120643e-09	0.0	0.0	0.0	0.0
1068.7074507958469	0.8345517455777554	0.6964766160468785	1142135.6153865575	1174.5445072965802	8.731376000170485	76.23692685635314	1379554.7996205662	987.2625564077074	1.4253125276508172	2.0315158014783616	974687.3552846815	996.005123619272	863.9005972928779	1.212576	19.616045	0.0472890448190519	0.0259189924591794	-0.0323589803	-0.1614999833	0.0201129542	0.0060607831	0.0369125971	-0.0724236863	-0.0938468104	-0.0194670088	0.099837128	-0.0472892434	0.0047489261	0.0321810376	0.0207095694	-0.0253050102	0.0846187495	0.0396433123	0.1730670853	0.0840333729	0.0966169041	0.0079402598	-0.0368216032	-0.1833348244	-0.1040509071	-0.1891973111	-0.0356147316	0.1080073591	-0.078594363	0.0429972061	0.0158166809	0.0106504904	0.0221110536	0.0711344872	-0.0002486246	0.0586541479	0.2481232791	0.0612688628	0.0691907273	-0.0361431045	-0.031269143	0.0451863307	-0.0083194189	0.0241237078	-0.0602993437	0.0165223993	0.1146000402	-0.0104553226	-0.0486330152	0.0375490288	-0.0521811531	-0.1013702026	-0.066029554	-0.047434916	0.066982762	0.0743077096	-0.0858870113	0.1033868331	-0.1262855996	-0.0132245452	-0.0748980406	-0.0168307957	-0.0453326671	0.1629239975	-0.1981520029	0.0408037264	-0.0350639596	0.101882981	0.0189192815	0.0275684762	0.0215872105	0.1524556578	-0.1084297475	-0.0955994614	-0.1171420359	0.0339673782	-0.008695499	-0.0566280224	-0.0312894459	0.0262957692	0.0504441145	-0.229581924	-0.0396389355	0.022603717	-0.0110471975	-0.0018373593	0.1415941364	-0.032288304	-0.0345494272	-0.0821016068	0.1238326991	0.0460632055	0.0859960829	0.0727252926	0.0095226643	0.0101927871	-0.0505767193	-0.1234466842	0.0326907873	-0.0511638704	0.1676112681	-0.063430074	0.1333045007	0.1174535293	-0.040774487	-0.0245706681	-0.1695725294	-0.0060495149	0.0666177015	0.0761114331	-0.0243574736	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0116348053131929	0.0054412347592461	2.960703570522796e-05	0.0001353686946759	-0.0435993951734303	0.0123258956465549	0.0019009072594889	0.0001519277034897	-0.0507261888332664	0.0202672124997177	0.0004107599025087	0.0025731462335482	0.0012029912890856	-5.101233582080001e-05	1.4471880416158334e-06	2.6022584058940754e-09	9.11070559690419e-05	7.944863167352878e-08	8.300495647346132e-09	6.312085074796041e-15	0.0001779452027328	0.0001340022538181	1.7956604028354494e-08	3.1664495175617294e-08	0.0	0.0	0.0	0.0
1070.2587163834112	1.5512655875643304	2.4064249231613077	1145453.719994667	1168.045294851627	-6.499212444953173	42.2397624046342	1364329.8108250245	987.4480766891083	0.1855202814009544	0.0344177748110893	975053.7041570192	996.9498774709264	873.9248456467029	1.211819	19.603802	0.0523144263914941	0.0280484472526988	0.0887272133	-0.0258957115	0.0757408235	0.1197472209	0.075450317	-0.0699491079	0.0352515248	-0.0525767433	-0.1481625743	-0.1016266137	-0.0109123394	-0.0197877142	0.0390114756	0.0494719783	-0.0734904831	0.1139290748	0.0930508119	0.0694535982	0.0457931951	0.0113228793	-0.0634019049	0.115673644	0.0890683039	0.1042497344	-0.2002058445	-0.1035163216	0.0149137895	-0.1537219721	-0.0123883322	-0.1319943498	0.0208940768	-0.0590498626	0.0722129522	0.1641667085	0.0360316434	0.1837635136	-0.0693812725	-0.04353987	0.1469996543	0.0438995028	0.0992650939	-0.0239016789	-0.0181459179	-0.0644557044	-0.1614153056	-0.0643986934	0.0790774538	-0.0080582402	0.1106241587	-0.0005707825	-0.0233488015	0.048914132	-0.0799309824	-0.002095175	-0.1273664572	0.0813345345	-0.087472259	0.0557736173	-0.0779494656	-0.0278097038	0.1131768684	-0.0300415644	0.2057281048	0.0409998896	0.0661049214	0.1577148374	0.0415236791	-0.0319561125	-0.0936836525	-0.0464185398	0.0494820679	0.084882781	0.0920152949	0.1029801636	-0.0413251567	-0.0576125705	-0.0072191079	0.0055924866	0.2235917496	0.0328103291	0.0356108005	0.1641455439	0.0896261316	-0.139773383	-0.091008224	-0.0192991907	-0.0242847997	-0.1182636375	-0.0117395623	-0.0984782784	-0.0396712193	0.0727029223	-0.0370470689	-0.0404997782	0.0010750542	0.0211840398	0.0561832195	-0.1904318352	0.0200945515	-0.0949084647	0.1243231061	0.0245838434	-0.1135684272	-0.0512767526	-0.007865915	0.0214491008	0.0085126286	0.0276508055	0.0582864847	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0170888206702812	-0.0054540153570882	2.974628351535501e-05	0.000292027791901	-0.0243615452021259	0.0192378499713043	0.0005934848846352	0.0003700948715184	-0.06073922590123	-0.0100130370679636	0.0001002609113244	0.0036892535630806	0.0011919740473075	-1.1017241778099813e-05	1.4208021294546225e-06	1.2137961639710791e-10	0.0004085920556842	0.0003174849997151	1.6694746796824036e-07	1.0079672504413393e-07	0.0001542569643233	-2.3688238409499995e-05	5.611326389453108e-10	2.3795211042239852e-08	0.0	0.0	0.0	0.0
1067.458412198844	-2.800304184567267	7.841703526104946	1139467.461774077	1161.020871216396	-7.02442363523096	49.34252740719133	1347969.4634000792	986.8314472480586	-0.6166294410497812	0.3802318675693656	973836.3052776976	996.7406697990068	871.3135430047679	1.158633	18.743406	0.0845738639482955	0.0362774679267594	-0.0207971342	0.0963356969	-0.0343294056	0.0656779406	-0.0163595567	0.1076055911	0.0474007857	0.0239684821	-0.0926852651	-0.0334752273	-0.0943861327	-0.1162164884	0.035283229	0.0099378583	0.0112120912	0.1212310789	-0.1801958397	0.0502199511	-0.0935725281	-0.0067991812	0.0308071741	0.0850643479	0.1964797949	-0.0531299945	0.0295686713	-0.1804010993	0.0701333371	0.0795354888	-0.0297488957	-0.0937239013	-0.0953063402	0.0623726089	-0.0349495343	-0.0569792137	0.0268529516	-0.0627503981	0.0346558286	0.0443754917	0.0439002632	-0.0175257331	0.1644502518	0.1548615037	0.1132888487	-0.1249731308	0.0814152814	-0.1360837589	0.0093751423	-0.1294344599	0.0061328534	0.0337898199	0.169018529	0.0064720381	-0.041167392	-0.178461951	-0.0449120053	-0.097024847	0.0721775289	0.07978152	-0.0095194639	0.0414565158	0.0494016743	-0.0501768198	0.1188891648	0.0808816589	-0.073894177	-0.0721832192	-0.1154205099	-0.0367917395	-0.022002741	0.1224922719	0.1165656931	-0.0205458833	0.1414715535	-0.0370154813	0.0119097853	-0.0936592648	0.0999382102	0.0344125457	-0.0468581005	0.007576767	-0.0943921373	-0.0870850016	-0.0640521778	-0.0647745976	0.0095317429	-0.0290145285	0.0195195714	0.0114521593	-0.1072917588	-0.0261155345	0.0389911373	0.0126795668	-0.0038388057	-0.0749871819	0.0144049718	-0.0553683229	0.038250051	-0.0601468868	0.1081528119	0.1211188351	0.0590360084	-0.0601176557	0.0655612285	-0.0898230129	0.1467182437	0.0557758969	-0.1158542271	-0.0352437858	-0.0117445688	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0007379093640054	0.0163509113062758	0.0002673523005456	5.445102294868539e-07	-0.0394995614410049	-0.015138016238879	0.0015602153540317	0.0002291595356485	-0.0456392982243443	0.0150999276768857	0.0002280078158471	0.0020829455424106	0.0009760711819944	-0.0002159028653131	9.527149523199452e-07	4.661404725040663e-08	0.0005348714280983	0.0001262793724141	2.860874445959149e-07	1.5946479897298966e-08	-0.0002632609724746	-0.0004175179367979	1.7432122754797525e-07	6.93063396282721e-08	0.0	0.0	0.0	0.0
