global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
958.6711965332182	n/a	n/a	919050.4630624324	1042.6316658606895	n/a	n/a	1087080.7906554365	889.132001413419	n/a	790555.715937432	n/a	916.7935291596896	871.6401617210408	n/a	n/a	n/a	n/a	-0.0583371782	0.0749721471	-0.029850117	0.030924717	-0.0304574755	0.1571948894	-0.088162843	0.1704327035	0.1221652614	-0.0283221179	0.0218580779	-0.000600874	0.0293149011	0.0093691903	-0.2035847651	0.1019597825	-0.0335087827	0.0428039041	-0.0619372018	0.0078528965	-0.0824774461	0.0133417212	-0.0689034773	0.003522581	-0.1569950147	0.0193655906	0.1812049743	-0.166472007	0.2309454932	-0.087359713	0.0732120896	-0.1693309952	0.0563363892	-0.1869759645	0.006061684	-0.0297814194	0.029034247	-0.0661772538	0.1145754364	-0.0003049222	-0.0767174779	0.0135725994	0.1994769042	-0.009957693	-0.1307547088	0.0935833936	0.0701447394	-0.2183608497	0.0340880188	0.0289008586	-0.0012880125	0.1454346353	-0.0299708422	-0.0006745363	0.036607469	-0.0855628736	0.0276482199	-0.0155498553	0.0486063498	-0.149464472	0.0723168819	-0.161142002	0.2350744088	-0.1124207488	0.1471027752	-0.0218564601	0.0665262035	-0.0771991349	0.1684458283	-0.1703014075	0.2428494735	-0.1876625729	0.0449058328	-0.0429473341	0.0984849166	-0.0735002684	0.1125403647	0.0748447387	-0.1511598794	0.1954591665	0.0408862612	-0.0674092538	0.0029191829	-0.1585635854	0.061047184	-0.050395794	0.1297667609	-0.2343421226	0.1674527129	-0.0331990339	0.0960003442	-0.0609102104	0.0743731647	-0.0907617209	0.2965557931	-0.3063280184	0.1548552762	-0.0795434992	0.1261017198	-0.0120959225	0.1031356098	-0.1701467239	0.2967743111	-0.1596950603	0.0364823344	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-2.998403616061296e-05	n/a	8.990424244809454e-10	n/a	0.0002269251343562	n/a	n/a	5.149501660257942e-08	-0.0483150925857813	n/a	0.0023343481715726	n/a	-0.0017792442075626	n/a	3.1657099501450645e-06	n/a	-0.001217881117131	n/a	1.4832344154642529e-06	n/a	0.0004229190289865	n/a	n/a	1.7886050507888405e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.9047622179568	-1.7664343152614492	3.120290190133185	915666.7239554044	1038.9367547450922	-3.694911115597279	13.652368152164328	1079389.5803602638	890.7567194679109	1.6247180544919502	793447.5332772345	2.639708756592108	917.4675627535104	870.9478918349516	1.452767	27.594454	0.0871153539400053	0.0472623231297821	-0.0101346223	0.0634303636	0.1664573688	0.0778630204	0.0707458711	0.0712293094	0.080438643	0.0556040851	-0.032909949	-0.0091625902	0.0936143476	0.0384038665	-0.02021954	-0.2067812099	-0.0939823874	0.0430082673	-0.0018926402	-0.1452393988	-0.071177546	-0.0460626272	0.0892266707	-0.0235691963	0.1048035862	0.1339622423	0.1358562397	-0.1914376347	0.0616304559	0.0421584533	0.0447055862	0.0398228607	0.2041298281	0.2433014534	0.010983448	-0.0328460482	0.035800324	-0.0677951274	0.0269094667	-0.1308446038	0.034894874	-0.0262306311	-0.1580572848	-0.0345083424	0.1675882033	-0.0050224143	0.1216316204	0.010467153	-0.1418511569	0.0536292105	-0.1109012154	-0.1174990626	-0.023315211	-0.0104294958	-0.0938724751	0.0638692138	0.0295753513	0.0887147448	0.0930191524	-0.0247269606	-0.1834036973	0.2127544774	0.0142296179	-0.0943824318	0.0173783939	-0.1260469104	-0.182638291	-0.1722694595	-0.044714011	-0.1542759002	0.122146154	-0.0204638945	0.0875556124	0.0410769119	-0.0655490998	-0.0024646629	-0.0417337387	0.1115978195	0.0041770678	0.1234986317	-0.008433621	0.1763052684	0.2199501245	0.0100563471	0.0259975035	-0.2238166431	0.0207570387	-0.223159144	-0.1457366086	-0.1875170993	0.0101875728	-0.0966461985	-0.0358782788	-0.2442080269	0.1977633431	0.0070983438	0.2402626592	-0.0709630237	0.3290151266	-0.0230250217	-0.02264217	0.2743465887	0.0461244377	0.0669154173	-0.1713390809	0.0320953871	-0.0789890031	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0185349661838216	-0.0185049821476609	0.0003435449714354	0.0003424343642852	0.0001072889554905	-0.0001196361788656	1.431281529358576e-08	1.151091997024249e-08	-0.08637794604617	-0.0380628534603886	0.007461149563155	0.001448780813547	-0.0016277557567856	0.000151488450777	2.649588803748661e-06	2.2948750718815587e-08	-0.0015652579106972	-0.0003473767935661	2.450032327000164e-06	1.2067063670833425e-07	0.0003132266302679	-0.0001096923987186	1.203242233664032e-08	9.811092190898373e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.6993919409446	1.7946297229877928	3.2206958426312418	919104.5241079368	1049.9400048671623	11.003250122070083	121.07151324883534	1102374.0138204568	890.8869147116748	0.1301952437638647	793679.4948044869	0.0169508014987321	919.0161199990948	861.8715317785578	1.516556	28.806099	0.143442088548321	0.0758730624638007	-0.0856770065	-0.0657311971	-0.0853327876	-0.0935086818	0.0029944871	0.1045330983	0.0399314839	-0.0636756021	0.039923872	0.0216254426	0.0746981065	0.048610212	-0.0155898887	0.0359280586	-0.1045775462	-0.0150274988	0.0546560139	-0.0002942154	0.1342654656	0.0992388155	-0.026069003	0.0938522178	0.0087605208	0.0631536681	-0.0133786753	-0.0950307409	0.067484844	0.116134196	0.0076128183	0.0029915882	0.1107046492	-0.0288953103	-0.1233584939	0.0953057343	-0.1050286757	-0.0591683536	0.0600292633	0.049243184	0.0040373505	0.168784401	0.122788386	0.0107240584	-0.1136303629	0.0892725356	-0.0892505293	0.1102412411	-0.1168938027	0.2167398064	-0.0015101538	-0.0521488968	0.0595801772	-0.0315648638	-0.0099877102	-0.0833378356	0.0221537439	0.0368937536	-0.0334807085	0.0070875486	-0.1068951425	-0.0044949723	-0.1006153908	-0.0313915631	0.0820275406	0.1298953341	-0.2495070786	0.1064364602	-0.0553466157	0.0638144333	0.0928299379	0.0025179819	-0.1117720224	0.2731485914	0.2083339121	0.1390956296	0.010782507	0.0847303051	0.0459707953	0.0490497017	0.0055704806	-0.062189199	-0.0315596545	0.0460859158	-0.1190070356	-0.0299696833	0.0626228424	0.1124845168	0.1645089767	-0.0621055722	-0.0054382322	-0.0807406755	-0.1265870705	-0.0075970099	-0.0032265285	-0.1617967798	-0.1417140992	0.2090012329	-0.0427317537	-0.0086151426	-0.006158571	-0.0695002335	-0.1632892555	-0.0906150893	-0.1429344192	-0.0379432839	-0.0447808768	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0286574504596188	-0.0101224842757971	0.0008212494668455	0.0001024646879137	0.011063172083439	0.0109558831279485	0.0001200313751132	0.0001223937765477	-0.0755100270673807	0.0108679189787892	0.0057017641877165	0.0001181116629295	-0.0004019770084487	0.0012257787483369	1.6158551532136622e-07	1.5025335398743769e-06	-0.00081801126167	0.0007472466490272	6.691424242189452e-07	5.583775544823794e-07	5.6335984316278166e-05	-0.0002568906459516	6.59928039774415e-08	3.1737431288839393e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.3539453106548	-4.345446630289757	18.882906416696606	910791.4529300124	1030.5552510188177	-19.384753848344644	375.7686817609125	1062044.1254024582	889.5836497317763	-1.303264979898472	791359.0698701077	1.698499607829765	917.0650407154434	851.2581650028384	1.263698	24.003202	0.1785358453021741	0.0862668725610248	0.1066639999	0.016922166	0.0178330177	-0.041925654	0.006029484	0.0788195481	0.0161324575	0.1303863452	-0.0270376469	-0.0747235287	-0.0245649997	0.0843999175	0.000459535	0.0596236769	0.0284076313	0.0315803239	-0.0382440092	0.0765070496	-0.0958737724	0.0911335431	0.0493948881	-0.032618736	-0.0734614091	-0.0750031152	-0.0333882958	-0.1838501672	-0.032028129	-0.1084558177	0.0913196594	-0.0247274908	-0.0347382083	-0.0880495484	-0.0879366998	0.0312029108	-0.0261403682	0.0804687918	0.1248422713	-0.1286186632	-0.1952253986	0.0963138555	0.0054441673	-0.0250845611	-0.0805606571	0.0505629799	0.0329179268	0.1341476965	-0.0100966781	0.038104676	-0.0663593318	-0.1172450169	-0.0047877566	0.1355451189	0.0319443648	0.0272290245	0.0299025063	0.1340418196	-0.002707522	0.0063376206	-0.0716323772	-0.0776841879	0.1145094141	-0.1613525796	0.0385850669	0.0966616982	0.0885744442	0.0264261426	0.0894225092	0.0937807637	0.0437149015	0.0954480704	-0.0677045046	-0.0017876193	0.058798356	-0.0703823079	-0.0084045142	0.1274732683	-0.1895633492	-0.0115523891	-0.0819256986	0.0128159777	-0.0324273278	0.0212325059	-0.0949795061	-0.0094945989	0.0962520315	-0.0515608237	0.0125754182	0.0399864156	0.1221456971	0.0076465819	-0.0640579224	-0.0594352114	-0.057025195	-0.1401548041	0.0450993121	0.0130542234	0.0109592564	0.0746050311	-0.0025532415	0.0197195235	-0.1277086089	0.0457390471	-0.1200672946	0.032998468	-0.0752345325	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0130893717931712	0.0155680786664476	0.0001713316539398	0.0002423650733647	0.0257530710859299	0.0146898990024909	0.0002157931327033	0.0006632206703569	-0.0145988241570762	0.0609112029103045	0.0002131256667692	0.0037101746399802	-0.0009620539325188	-0.0005600769240701	9.255477690748876e-07	3.136861608758246e-07	-0.0014422974053893	-0.0006242861437193	2.080221805592707e-06	3.897331892399145e-07	0.0006193062109855	0.0005629702266692	3.169354761159951e-07	3.835401829652167e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.1910477858552	2.837102475200368	8.049150454788053	916214.7019613832	1023.9569882123898	-6.598262806427897	43.53707206268975	1048487.913708988	890.142351741214	0.5587020094377522	792353.4063633792	0.3121479353497821	915.4029731501884	830.289100509995	1.248453	23.713642	0.0753395495196014	0.0426917331249059	0.0149848417	-0.191406592	0.1064962256	0.014975555	-0.0415158942	-0.0034783685	-0.1611711711	-0.1250467462	-0.1445021837	0.1869714506	0.073363527	0.0698708837	0.0646667375	0.0668925669	0.0248208546	-0.0143747512	-0.0084927846	-0.0114295068	0.113932287	-0.0576257355	0.0251739077	-0.0284545998	0.0027800092	0.0383967911	-0.0074551841	-0.0322970687	-0.0017240176	-0.0517011882	-0.0876306625	-0.0867142081	0.0723074168	-0.1208172864	-0.0475334166	0.0597368706	0.1096045515	0.0519737262	0.0165222663	-0.0935263522	-0.0756093309	0.1244111582	-0.0686720635	0.0536816523	-0.0434823194	0.0356870621	-0.1460686077	-0.2678136212	0.0118228343	-0.0382696909	-0.1664680502	0.0545324437	-0.0545805159	-0.1527615379	0.0115311195	-0.0678291406	0.0973843521	0.0004415291	0.0104059043	-0.0083007336	-0.0242159433	-0.0605380068	-0.069576539	0.0636881518	0.0566717001	0.0510449551	0.0802632118	-0.0283487654	0.0397223203	0.0898509203	0.1645831787	-0.0658392117	-0.0704431917	0.1270328398	0.0232401758	-0.0645423231	0.0525249217	-0.1231936735	-0.2103120169	0.0039953557	0.1618259973	0.030435724	-0.048727362	-0.0034013656	-0.1046618734	-0.0094451016	0.0660446559	0.0030312623	0.0493830526	0.0794523828	0.011739836	-0.097545576	-0.1998864493	0.069769783	-0.0007902449	-0.077053813	-0.1282521928	0.0984300594	0.0255249075	-0.1202913453	0.083382182	-0.0140186858	0.0051329162	-0.0334004901	-0.0736367451	0.0222723521	0.0053081488	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0212362542681034	-0.0081468824749322	0.0004509784953395	6.637169406035742e-05	0.0249567249532844	-0.0007963461326455	6.341671629794476e-07	0.0006228381203938	-0.0146694482859999	-7.062412892369987e-05	0.0002151927130156	4.987767586231381e-09	-0.0016268317190598	-0.000664777786541	2.646581442139064e-06	4.419295054783514e-07	-0.0010882530367595	0.0003540443686298	1.1842946720162734e-06	1.2534741495847377e-07	0.0003116144304943	-0.0003076917804912	9.467423178184481e-08	9.710355329228694e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.9878557904138	2.7968080045586703	7.822135014363451	921576.6832650764	1043.837137818948	19.88014960655812	395.220348379133	1089595.9702900532	891.1373368025572	0.9949850613431864	794125.7530435544	0.9899952722961044	917.7427296124016	878.7404598349801	1.328862	25.240953	0.0893886917123505	0.0509929276400818	-0.02211373	0.0688110956	0.0144858951	0.0779555057	-0.0215275265	0.1395691694	-0.140678925	-0.0445244315	0.0264774784	0.1127730239	-0.0176714963	-0.0731203335	0.0470486271	0.2160546573	0.0564764489	0.1181330107	0.0532030307	0.0392064933	-0.1126752849	-0.0768709434	-0.1179936382	-0.0797629527	0.1388054896	-0.0748292586	-0.1422507465	-0.0395986025	0.113267159	-0.0680271107	-0.0038982232	0.0466780265	-0.1189317084	-0.2495950654	0.1220885713	-0.0096474721	-0.1121421975	-0.0974513302	0.0852282259	0.0390159573	0.0882208	-0.0602001179	0.2352204363	0.1132136823	-0.0409685457	0.1494420157	0.0351090703	0.0569786822	-0.052624181	-0.0065481293	-0.1623121819	0.0254072989	0.0415540923	-0.0513573725	0.0495872189	0.0992478456	-0.0105954612	-0.0721568783	0.0460625369	-0.2093865583	-0.0604332395	-0.1480432945	0.0488562496	-0.0438322764	0.0363655781	0.0140416563	0.1419511254	0.1247813354	0.1043799519	0.0399759513	-0.0491496535	-0.2329788967	-0.0170826639	0.0483512836	0.0057196298	0.2796951326	-0.0389662435	0.0482350886	0.1462122525	-0.078771235	0.0953805076	-0.2280722702	-0.0265177096	-0.0307588016	-0.0015860099	0.0726140012	-0.0215325453	-0.0634993077	0.0090405382	-0.1612984344	0.0341587871	0.0379218365	0.043121407	0.0206537319	-0.2157379819	-0.0250909496	-0.0232665631	0.125716311	0.0510335403	-0.0550614489	-0.1017117108	-0.1360427309	-0.1367169475	0.0594228788	0.0454233094	0.0261023333	-0.0044657085	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0639122816075286	-0.0426760273394252	0.00408477974028	0.0018212433094753	0.0205100859908355	-0.0044466389624488	1.977259806236861e-05	0.0004206636273514	-0.0241367347234557	-0.0094672864374558	0.0005825819631104	8.962951248883455e-05	-0.0012819748380583	0.0003448568810015	1.6434594854146043e-06	1.1892626837408273e-07	-0.0011340279294673	-4.577489270779999e-05	1.2860193448118914e-06	2.0953408024106e-09	4.627142474318677e-05	-0.0002653430057511	7.040691070103534e-08	2.141044747764396e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.284207247694	-3.703648542719861	13.717012527990953	914479.4850313504	1034.7459604116586	-9.091177407289251	82.64950665080652	1070699.2025882455	890.9768064496913	-0.160530352865976	793839.6696312906	0.0257699941912747	918.4526666838738	848.9019550799031	1.312563	24.931362	0.0571716200742071	0.0310053678375103	0.0087416533	-0.0675441184	0.1238935441	-0.0235605408	0.0203408359	-0.1629127838	0.0650352009	0.1105787928	-0.0191889506	0.002472024	-0.1620372015	0.1487115179	-0.0667296257	-0.2045438793	-0.0195185303	0.0588470791	0.0411640714	0.0597052688	-0.055071593	-0.0419696426	0.0906470613	-0.1631397956	-0.0045520213	0.0154081939	0.1669347415	-0.0547820122	-0.0949288385	0.1000996254	0.0887392348	0.0330671259	0.0174211989	-0.006349633	0.091986981	0.1306916651	-0.0657660472	-0.0570884561	-0.0836657434	0.099155439	0.0654247378	-0.0105258013	0.1369894299	0.2662331106	0.0380913853	-0.0536902102	0.0001724299	-0.0103302089	0.0300871129	0.0569910985	-0.0671083933	0.2070322866	0.0534608457	-0.0398393848	0.1333648464	0.1195304547	0.1558154724	0.0893295223	-0.0364606074	0.0051441886	-0.0139622413	0.191277325	0.0208511234	0.0001359541	-0.0802394406	-0.037851356	-0.0606640278	0.0700682587	-0.061849876	0.0057821195	0.0265818344	-0.0478726166	-0.1725352563	0.0570879286	-0.1155730369	0.0766720596	-0.0016103538	-0.1540896573	0.2415367744	0.0614398362	0.0402792117	-0.058016312	-0.0530286126	-0.0339434559	-0.0206341434	0.070468072	-0.0427583809	-0.1318769781	-0.1786706635	-0.048206718	-0.1226314749	-0.0940384307	0.0009442107	0.0974841123	-0.1557504552	0.1889670026	0.0154744192	0.0369944488	0.0560019186	0.0588327761	-0.2124711012	-0.0985656882	-0.1908581844	0.0994481593	0.0879232787	0.0323591814	-0.0145553471	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.042585599601054	0.0213266820064745	0.0018135332933812	0.0004548273654052	0.01978564598123	-0.0007244400096055	5.248133275172173e-07	0.0003914717868945	-0.0371008848520943	-0.0129641501286385	0.0013764756568083	0.0001680691885578	-0.0011629669065964	0.0001190079314618	1.3524920258384e-06	1.4162887750840284e-08	-0.0014580272994473	-0.00032399936998	2.1258436059335867e-06	1.0497559174743701e-07	4.615176759531817e-05	-1.1965714786859544e-07	1.4317833036046912e-14	2.12998565217226e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.426424009304	0.1422167616100296	0.0202256072828439	914751.5045432248	1038.7801199888572	4.034159577198579	16.27444349430302	1079064.1376840647	889.0701816467349	-1.906624802956344	790445.7878933582	3.635218139248317	916.9323120117188	844.6310940254025	1.228066	23.326395	0.095992843847065	0.0465982934160135	-0.0682286244	-0.1884800907	-0.20140664	-0.0311811936	0.0610047352	-0.0797018666	-0.0015590889	-0.0446498779	0.0024417302	-0.018521865	0.0622917877	-0.0284206838	0.1160453099	-0.0039436506	-0.1628236375	0.0420318575	-0.0641514887	0.1141198687	0.1412893953	-0.1015668062	-0.0829091912	0.1261441806	-0.0647812618	0.0322994896	-0.0175800027	-0.0158735821	-0.1320137367	0.1512623252	0.0423490898	0.1133483869	0.0401694523	0.154829414	0.0440648258	0.0221336746	0.0706614978	-0.0430296966	-0.1052566156	0.0504122305	0.0414883148	-0.022783429	0.0084884645	0.1573231248	0.0300697777	-0.1194798784	-0.0540654317	0.0312996966	-0.0180280311	-0.0352758986	0.2710444448	-0.0261454881	-0.0124036503	0.070819168	0.0477190829	-0.1482055488	0.0577366354	-0.1723817745	0.080967642	0.1354564478	-0.042436249	0.0161724339	-0.0308108728	-0.0438994391	-0.0967002142	0.0704562428	-0.0843596457	-0.063566144	-0.0466808742	-0.0749913695	-0.0294449928	0.0328496208	-0.0313021015	0.0162616986	-0.106479188	-0.0847394724	-0.1017021256	-0.1490587721	0.2144499173	0.0947249818	-0.0303513372	0.066776646	-0.0472544222	-0.0603802058	0.0375130141	0.1186059846	-0.0114779408	-0.0211026362	-0.1049513328	-0.1700061313	-0.1427414978	0.0605341221	-0.020702211	0.1529665703	-0.0272740085	0.1093466543	-0.1097672644	-0.023792201	-0.0064405553	-0.0420347548	-0.0214604683	0.0500619116	-0.1026130732	0.1038145993	0.0624871905	0.0151829499	0.0861854056	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0466858535673821	-0.004100253966328	0.002179568923315	1.6812082588389308e-05	-0.0030775750648786	-0.0228632210461086	0.0005227268766032	9.471468279962515e-06	-0.01089563471767	0.0262052501344242	0.0001187148559008	0.0006867151346077	-0.0016363255605275	-0.000473358653931	2.6775613400356367e-06	2.2406841525146282e-07	-0.0016771742478949	-0.0002191469484475	2.812913457801823e-06	4.8025385013895015e-08	0.0002101285392207	0.0001639767716253	2.6888381632682632e-08	4.415400299502527e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.5058616131556	1.079437603851602	1.1651855406088882	916817.4750235516	1032.1389610877404	-6.641158901116796	44.10499154988285	1065310.8349952805	890.5654568637375	1.495275217002586	793106.8329589175	2.2358479745821307	917.555137021053	861.5380449889475	1.246726	23.680832	0.0799225250709133	0.0398577603958907	0.1045355782	0.0620664857	-0.0377888414	0.0754745656	0.0629240147	-0.0200144111	-0.0002934423	0.0375375752	-0.0339383997	-0.0880467452	-0.0615997365	-0.0720077369	0.0333598026	0.0335773403	0.0243864854	0.0746941645	-0.045785881	-0.0269379378	-0.0883758007	-0.0264385184	0.0116977331	0.0075620001	-0.0556126298	-0.1454542594	-0.0383588008	-0.0047914861	0.0469637484	0.100563376	0.0318040019	0.0236071196	-0.0789292147	0.1302661253	0.0043201905	0.0524260452	0.0621889495	-0.1424426716	-0.010209752	0.0601147133	-0.2063926756	0.00917301	0.0419232191	-0.1382092264	-0.0629050931	0.058662056	0.1284271501	-0.1242116723	0.0160906763	-0.0999986798	0.1134140908	0.1019496496	-0.0438137994	0.0925526362	-0.0069125139	0.0856202334	-0.0673478596	0.0131983442	0.003241728	0.063849023	0.0295173318	-0.0737169277	0.1753438839	-0.0468375888	-0.1362504048	0.0045252168	-0.0448119194	0.0414072167	-0.0338727824	-0.0161028402	0.0119128453	0.1019972315	-0.0516803191	-0.0383248939	-0.0416345103	-0.1295635846	-0.1621411409	0.1338739944	0.0148881172	-0.1670723859	0.1225008712	-0.0720422486	-0.0224317701	-0.0341317976	0.0418212556	0.0754484392	0.0467324239	-0.0638469831	-0.0642224212	0.0604255247	-0.0237127215	0.0748825665	0.0976907055	0.0479815122	-0.0910705907	0.0612253958	-0.0603404332	0.0476483656	0.0504319517	0.0638485905	-0.088880994	-0.0808771277	-0.1352767499	0.0554067446	0.0141229872	0.0550081535	0.066562329	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0211653694297666	0.0255204841376155	0.0004479728630984	0.0006512951106182	-0.0035754637932114	-0.0004978887283328	2.478931858008528e-07	1.2783941336565652e-05	-0.027625070642415	-0.016729435924745	0.0007631445279984	0.0002798740263601	-0.0012729054969313	0.0003634200635961	1.62028840411792e-06	1.3207414262426596e-07	-0.0013600943941123	0.0003170798537826	1.849856760895704e-06	1.0053963367479501e-07	0.0001471341309951	-6.29944082256e-05	3.968295467693541e-09	2.1648452503683253e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.7891714001336	1.2833097869779522	1.646884009353397	919276.6751941548	1039.5300284361228	7.391067348382421	54.62787654832476	1080622.6800204064	890.8877560930779	0.3222992293403877	793680.9939565595	0.1038767932334078	916.9546005392662	864.8267717594053	1.060972	20.152536	0.0296781032913631	0.0159379918103488	-0.0210377593	-0.0099524131	0.0381190164	-0.0159839571	0.0707311818	-0.0872112779	0.0246869724	-0.0568504168	-0.0277713486	0.0038237628	0.0924117462	-0.0431902619	0.0119566215	-0.1176840996	0.0585485149	-0.0505341595	-0.0297575471	-0.080556154	0.0940647228	0.0057648572	-0.0246178771	0.0124894122	0.0806937261	0.1049598785	0.0466772098	0.0762691004	0.0720103968	0.023507273	0.0055471552	0.0064688932	-0.079161471	0.0387895516	0.0071573153	0.1224007851	0.0849667851	0.0163518037	0.0831026108	0.0688861476	0.0419048527	-0.0215232601	-0.0654648356	-0.1018601042	0.0691611703	0.0046193556	-0.1021925691	-0.0748369804	0.0245874262	0.0470179233	0.0941860362	0.0905179413	-0.0543837764	-0.0923707078	-0.0247310312	-0.0655046814	-0.0354856489	-0.0420243491	-0.0597264051	0.0138008846	0.0412398073	0.0459500671	-0.0616784278	0.1033796543	0.017235601	-0.1141590641	-0.0456037202	0.0552954981	-0.0226434898	-0.0864092703	-0.0642205958	-0.0321197999	-0.0228651569	0.0949633053	-0.0443788933	-0.0233949681	0.1305261358	0.0766698994	0.0535903537	-0.098458387	0.0638809178	0.0328502525	-0.054188302	-0.0164855894	-0.0027745239	0.0556729775	-0.0004411986	0.0583465273	-0.061762076	0.0421775449	-0.1343435641	-0.0527542905	0.0575880984	-0.0073621489	0.021270057	0.0748805537	-0.0724851532	-0.0251067214	-0.0221316046	0.0214874902	0.0974109722	-0.0702356065	-0.019540858	0.0350017641	-0.0068203402	0.0323813127	0.0192749232	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.027331637403833	-0.0061662679740664	0.0007470184031746	3.802286072799694e-05	-0.0007523911928473	0.0028230726003641	7.96973890692652e-06	5.66092507074183e-07	-0.0277984624436271	-0.000173391801212	0.0007727545142297	3.006471672757591e-08	-0.001022969875502	0.0002499356214293	1.0464673661845774e-06	6.246781485925042e-08	-0.0013000225453458	6.007184876649988e-05	1.6900586184073728e-06	3.6086270142252327e-09	4.6834182876489335e-05	-0.0001002999481186	1.0060079592595992e-08	2.193440685708447e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
