global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
918.7503685432474	n/a	n/a	844102.239698353	1091.9196321689587	n/a	1192288.483115994	n/a	846.7041279895823	n/a	716907.880354599	n/a	865.2648263171627	824.9081763228519	n/a	n/a	n/a	n/a	0.1281454661	-0.0335832315	0.0304242709	-0.1185205376	0.1106908203	0.1150622524	-0.0116967626	0.3656387595	-0.036573399	-0.1683922954	0.2653568855	-0.1118633523	0.1532464502	-0.1834435807	0.212322695	-0.081209073	0.056227452	0.1125720006	-0.0960474154	0.0390729093	-0.0515652127	0.0452814113	-0.0446827926	0.0778043031	-0.0223695621	0.0218725218	-0.0629543633	0.0115442122	-0.0038903421	0.170164848	-0.0723051125	0.1462955767	-0.1336655846	0.0488877602	-0.0596764774	-0.0601535822	0.0426668349	-0.031005689	0.1010024709	0.0408626305	-0.0053889869	-0.149647387	0.0136249258	0.0752542437	-0.030527718	-0.0596893638	-0.0126784747	0.0494439794	0.0033753395	-0.0428314898	-0.0818136543	-0.0708286786	0.1396260588	-0.2143118937	0.0505710667	-0.0816511064	0.0087244681	-0.1293314247	0.0776254181	-0.0470328582	0.0033682976	-0.0751157143	0.1131925863	-0.1644888522	0.0355553821	-0.2532918672	0.0812511213	-0.1024734794	0.1268029923	-0.0815186607	0.0020743366	-0.1332218073	0.0558065624	-0.1997900886	0.0889020956	-0.0146755482	0.0729259982	0.0419142507	-0.0591922179	0.1266874333	0.0558911377	-0.2258641596	-0.008591324	0.0817821371	0.0427447011	0.1897039345	-0.1297186419	-0.2093857382	0.0711060665	-0.010662379	0.0535745688	-0.0628244474	0.0530254341	-0.0245731643	0.0953508048	-0.0437792336	0.0052418021	-0.010993548	0.0027350983	-0.0701385685	0.1017525675	-0.0635139421	0.1664464727	-0.0098624073	0.0243183612	-0.2479058547	0.014729608	-0.0991118006	0.0116274947	-0.0913252745	0.199054972	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0126137525330278	n/a	0.0001591067529644	n/a	-0.0121975458283998	n/a	n/a	0.0001487801242359	-0.0331532817984339	n/a	0.0010991400940063	n/a	-0.0007249661269202	n/a	5.255758851816755e-07	n/a	-0.0004510543238103	n/a	2.0345000302796699e-07	n/a	0.0001508363244541	n/a	2.2751596774822533e-08	n/a	0.0	0.0
918.9183959447856	0.168027401538211	0.0282332076676832	844411.0184057378	1074.365461780179	-17.554170388779767	1154261.1454661372	308.1488980383124	847.639824452776	0.9356964631937216	718493.2719983329	0.8755278712332397	863.761740241186	819.2084187504084	1.313517	20.606728	0.0284595196061242	0.0151196522736093	0.0518702492	-0.1053513194	-0.0101923962	-0.1423849995	0.1347569863	-0.015548796	-0.0341773935	0.1723735008	0.1449159951	0.1963913979	-0.0219370881	-0.1211126311	-0.042157012	0.1054137893	0.1520125869	0.0261211381	0.0388329978	0.2538355073	0.086555201	-0.0199135664	-0.0184935191	0.0059768156	0.0364424122	0.0839102214	-0.0513178653	0.011139363	-0.16950374	-0.0626594401	-0.1098019991	0.0468895099	-0.0300575685	-0.0412572036	-0.0558418435	0.0668213619	0.0920265738	-0.0616130893	0.1250541847	0.0764216704	0.1456374154	-0.0218834451	0.0477983694	0.0035671363	0.036975889	-0.063977282	0.1726133855	-0.0242518241	-0.1458168716	0.1701619327	-0.0559778611	0.0930056539	-0.1334772825	0.052068294	0.0783279253	-0.1062879984	0.0655160189	-0.2793222787	-0.0941858562	0.0313951388	-0.1110634121	0.0850055796	0.0931439051	-0.0577498814	-0.0059066472	0.023032203	-0.148266606	-0.0184187275	-0.1027440871	0.1878885428	0.036040548	0.0553981474	-0.0148923305	-0.0086041551	0.0783274095	-0.0344903528	0.0116627363	-0.0423593979	-0.0348679657	0.1244275956	-0.0614189831	0.172585363	0.0081814216	-0.0113208219	0.1593217579	-0.1550660047	0.112672684	-0.0432728013	-0.0858918069	-0.1801109308	0.049200662	-0.0294873785	0.0845063518	-0.1104865628	0.0832496036	-0.0247781583	0.0451304258	-0.0175890542	0.0610652725	0.080251893	-0.0451874507	-0.0520025341	0.2586964912	-0.1178043105	0.1078591134	-0.1412172833	-0.0055210782	-0.0119856846	0.0629966822	-0.1467167963	-0.0267361121	0.0526960205	-0.0014829847	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0184630164014123	-0.0058492638683845	0.0003408829746388	3.4213887801988425e-05	-0.0050389460232764	0.0071585998051234	5.124555116991279e-05	2.5390977025493044e-05	-0.0443295114195052	-0.0111762296210713	0.001965105582692	0.0001249081085429	-0.0007389498891831	-1.3983762262900008e-05	5.460469387237158e-07	1.955456070253064e-10	-0.0004510821779908	-2.785418049997771e-08	2.0347513130092377e-07	7.758553713253387e-16	0.0002223332342416	7.14969097875e-05	4.9432067048330185e-08	5.1118081091619134e-09	0.0	0.0
919.1575412242308	0.2391452794452107	0.0571904646809279	844850.5855893736	1078.9350178098898	4.569556029710839	1164100.7726564272	20.880842308666683	848.5613324981119	0.9215080453359406	720056.3350109713	0.8491770776188658	865.6106145320191	825.5299076567204	1.242352	19.490282	0.0391899866787927	0.0239709780718144	0.0825947081	-0.1384143296	-0.0325038698	-0.1891685831	-0.0349272776	0.0663102252	-0.0671509271	0.1839859037	0.0411546693	0.0113028237	-0.0086490765	0.0070406595	0.0002841971	0.0135225258	0.1666072727	-0.0367434816	-0.0250111094	-0.0565326385	0.0092276718	0.0610842411	0.0149868305	0.038902093	0.0078875473	0.0359183796	-0.1135874161	-0.1613397172	-0.094721584	-0.0595104019	0.0020537993	0.0451365066	0.2213285784	0.071894075	0.0876830077	-0.1611836478	-0.0190414316	-0.0315841318	-0.0634669819	-0.0457223279	0.0490360465	0.0427990299	0.1176411073	0.0101578424	0.0484329833	-0.1696768323	-0.0329624034	0.1284345991	0.0643382969	-0.1243800491	0.0805956439	0.101956363	0.1142146454	0.0089468362	0.0709880798	-0.1540504357	0.0828609921	-0.0182747305	0.0044975107	0.0508740293	0.0411091057	0.0173867594	-0.0150678476	0.0565540341	0.204040919	-0.0742007662	-0.1268809927	-0.0112243022	-0.1874853453	0.0147694778	0.1231161021	-0.0501931284	0.1179141986	0.102327559	-0.0595564003	0.0977695295	-0.0604564964	0.1177543171	0.000242981	0.0170656436	-0.0764767398	-0.0271350679	-0.1153166709	0.1067110975	-0.1704871289	-0.0763174901	-0.1525819117	-0.0635915818	0.0409048277	-0.1313836779	0.0415687755	-0.0581902132	0.064920027	-0.1029609234	0.1361907347	0.0164616514	-0.0031385004	0.0040191109	0.0207165288	-0.0068919347	-0.0173844451	0.0163448484	0.0756840273	-0.0491918607	-0.1243037089	-0.0786702484	0.1108127564	-0.0073313444	0.0602593679	-0.1331694053	0.0107524959	-0.022243875	-0.185375566	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0184590294664559	3.986934956401456e-06	0.0003407357688434	1.5895650346575876e-11	0.008044093775112	0.0130830397983883	0.0001711659303662	6.470744466279561e-05	-0.0245786762933022	0.019750835126203	0.0006041113283309	0.0003900954881824	-0.0006119500127761	0.0001269998764069	3.74482818136669e-07	1.6128968607393266e-08	-0.0004510684863723	1.3691618499980102e-08	2.034627793981978e-07	1.8746041714899734e-16	0.000222362162601	2.892835939999512e-08	4.9444931356593563e-08	8.368499775752861e-16	0.0	0.0
915.1716553109212	-3.9858859133096303	15.887286513920143	837539.1586845316	1073.9200163810483	-5.015001428841515	1153304.2015838712	25.15023933128244	848.0419054194062	-0.5194270787056894	719175.0733473771	0.2698044900927264	866.1128171316351	811.846806808623	1.425028	22.356131	0.1138920906661681	0.0656438602237277	-0.1139653119	-0.0606463414	0.0723200001	-0.0154388559	-0.0226085641	-0.1076649678	-0.1567583911	0.0494997684	-0.0652260166	-0.2259341988	-0.0191839712	0.1263931049	0.0800800517	0.1803302681	0.0602454857	-0.0657202058	-0.1515514177	-0.0702768386	0.009831274	-0.0596434587	-0.0449761284	0.0804964351	0.0204940592	-0.0209099076	-0.0313947523	-0.0549955477	0.0741622043	-0.0190116033	-0.012218816	0.0627374313	-0.0042627664	-0.1713450799	0.2257212122	-0.0569594249	0.0894039939	-0.0532493625	-0.0472285993	0.0272200502	0.0349223611	-0.087058704	-0.0426221669	-0.2202208579	-0.0601512818	0.0297107157	-0.1777706294	-0.0904155339	0.1216590166	0.0564433999	-0.0516211045	0.0517981091	-0.020860882	0.0908194961	-0.0949763824	-0.0816874234	0.1256902778	0.1387888013	-0.0071490398	0.014724669	-0.0741973495	0.0234182608	0.0044130172	-0.1063045863	-0.0619577202	-0.0015967782	0.0326818557	0.0941489004	0.026956813	-0.0208922255	0.069885402	0.1222412352	0.0152390113	0.0964049827	-0.239307418	0.0714835451	-0.0538578496	-0.0058472457	0.0503848849	0.1731449123	-0.1746273452	0.0292811117	0.1277533634	-0.0793036029	-0.0268057818	0.1450304109	-0.1573101054	0.1328431836	0.19482928	-0.0398837337	-0.012210572	-0.151989473	0.046063191	0.1197821949	0.103966489	-0.0114397312	-0.033552539	0.0023942453	-0.0218360298	-0.0007325247	0.0695758152	0.1508091228	0.0116317919	0.131749668	-0.0186315291	-0.0465651567	0.0457274328	-0.2065373131	0.1106258687	-0.0756277983	0.0751409062	-0.0898556676	0.0560585676	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0027517844232818	0.0157072450431741	7.572317512216349e-06	0.0002467175468463	0.0006184245607272	-0.0074256692143847	5.514056328146216e-05	3.824489373106303e-07	0.0322440524122953	0.0568227287055975	0.0010396789159668	0.0032288224975499	6.605024264783487e-05	0.0006780002554239	4.362634553837864e-09	4.59684346354921e-07	-0.0004509923702598	7.611611250004422e-08	2.033941180325525e-07	5.793662582119386e-15	0.0002230147451248	6.525825237999961e-07	4.97355765430795e-08	4.2586395036917254e-13	0.0	0.0
915.4973461797174	0.3256908687961868	0.1060745420172149	838135.3908621053	1067.054737846972	-6.865278534076197	1138605.8135616702	47.13204935044741	847.3116884456235	-0.7302169737827171	717937.0973765734	0.5332168288003893	863.8280383061833	800.7237060149806	1.288307	20.211227	0.0874428494998375	0.052479919996193	-0.096057098	0.1361483261	-0.0418822542	-0.0106416599	0.1966034289	-0.1249508187	0.114470314	0.0285120238	0.1578482184	-0.0101288134	-0.0712181974	0.0341121928	0.06879056	0.0873211912	-0.0287555572	0.1028808659	-0.0590489219	0.1223074402	0.0220791366	0.0176888932	-0.0625224547	-0.0281806819	-0.1196779671	-0.1213381802	-0.0502341194	-0.0855553652	0.1054783457	0.0058132782	-0.1537011303	-0.0840043582	-0.1261878929	-0.1569696495	-0.0521676633	-0.1979471229	0.1065097305	0.0950923677	0.0346007121	-0.0142710697	0.0186716936	0.0803052462	0.09041772	-0.0090356502	-0.0530015207	0.1854049336	0.0765611487	-0.1589903973	0.043789924	-0.1023847479	0.0796330062	0.1355567829	0.1391368175	0.0714902944	0.0394909266	0.0948193676	0.1123310747	-0.0566633033	-0.045935939	-0.0091547277	-0.0997586195	-0.0609233657	-0.0261484855	-0.0053948596	-0.100812352	-0.0135961393	-0.0123886023	0.0510503917	-0.1328830751	-0.0487779964	-0.0846415836	0.2852029636	-0.0042486334	0.033950869	0.0638705395	-0.0244541393	-0.1764817033	0.2175003883	-0.1618286273	-0.0212642973	0.0791515463	-0.0705983842	-0.0224454026	-0.0922393221	0.1374501924	-0.036352462	-0.098035059	-0.1048301514	-0.0036927829	-0.0316180979	-0.0587570642	-0.0592100518	0.0862297832	0.0174715366	-0.0749304469	-0.1893628258	0.1098581786	-0.0292843436	-0.0087768322	0.1358672554	-0.0628321799	0.0103842882	0.0615544238	0.098006397	-0.0111510279	-0.0076868132	0.0418463909	0.1109803337	0.1434434117	0.0715687918	0.0024467711	0.0034823205	0.0487104171	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0026048035893779	0.0001469808339039	6.785001739235991e-06	2.160336553508585e-08	0.0059995918824569	0.0053811673217297	2.89569617444516e-05	3.599510275604273e-05	-0.0047808605070969	-0.0370249129193921	2.2856627188318824e-05	0.0013708441766885	-0.0007429401131517	-0.0008089903557995	5.519600117298608e-07	6.54465395776658e-07	-0.0005390827388309	-8.80903685711e-05	2.906101993054243e-07	7.759913034992241e-09	0.0002222997009992	-7.15044125599993e-07	4.9417157064333726e-08	5.112881015550586e-13	0.0	0.0
917.620166110181	2.1228199304636064	4.506364457173511	842026.7692520762	1063.8524289460777	-3.2023089008944225	1131781.990574469	10.254782296747644	847.8459324406764	0.5342439950528615	718842.7251562	0.2854166462500418	863.5750648366832	803.3492264020841	1.210437	18.989582	0.068334692122031	0.0399761217814792	0.0299601299	0.1035182624	-0.0753954196	0.100047669	0.1131032161	0.0338590489	0.1435100787	-0.1059725341	0.0940556318	-0.0064771931	-0.0397358995	-0.0254501076	0.0575320565	-0.017338926	-0.0513266191	0.1122807335	0.0993188306	0.0488254804	-0.0303941106	0.0421782763	-0.0624891466	0.0388277932	0.1009332897	-0.1111006121	-0.0775081623	0.1021042489	-0.0520527473	-0.0104823667	-0.0709197766	-0.179783237	-0.0730533949	0.1094149553	0.1084611356	-0.1175318569	-0.1053594533	0.0333422961	-0.0787999208	-0.0534982406	0.0460895935	0.1542435486	-0.001927086	0.0935355052	0.0145981598	0.181332505	0.0931084878	0.0136400686	0.0570854802	-0.071297174	0.0250463752	-0.1402776984	-0.0929384505	-0.0648478543	0.111031524	0.1248824957	-0.068247854	-0.0939104052	0.0103895681	-0.065206637	0.0033235932	-0.1370751308	-0.2066941309	0.1431273731	0.0091039833	-0.1267931485	-0.0363944044	0.1192109875	-0.0112342103	0.0363419393	-0.0057660464	-0.0536186584	-0.0768789499	0.0544366232	0.0237546474	-0.0201141921	0.0275411105	0.0160385273	0.1001094073	-0.1685893942	0.0663888498	0.0036945213	-0.0897129172	-0.0480726767	0.1265731885	0.112248356	0.0368501864	-0.0716260226	-0.0353318917	0.0030271981	-0.1013190178	0.0469519208	0.009733414	-0.0672870787	-0.0459248902	-0.1305131954	0.1330119678	0.0099363979	-0.0494595911	0.0598160156	0.0444063003	0.1540006732	0.0297389587	0.1854963106	0.1025657483	-0.0850649077	0.0332805182	-0.0443125207	0.0304346116	0.1892359312	-0.0723752797	0.1399542352	-0.0027704482	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0005042653851887	0.0021005382041892	2.54283578699508e-07	4.41226074725839e-06	0.0135261811723665	0.0075265892899095	5.664954633898189e-05	0.0001829575771076	-0.0315047043766441	-0.0267238438695472	0.0009925463978597	0.0007141638311639	-0.0003089627618999	0.0004339773512518	9.545798824081433e-08	1.883363413995282e-07	-0.0003340342895978	0.000205048449233	1.115789066271069e-07	4.2044866532899186e-08	0.000222948315682	6.486146828000054e-07	4.9705951465440736e-08	4.2070100674375164e-13	0.0	0.0
918.2717552380948	0.6515891279137804	0.4245683916154409	843223.0164680515	1068.7765629500288	4.924134003951167	1142283.341511277	24.24709568886815	847.7512158936935	-0.0947165469829087	718682.1240492357	0.0089712242723655	864.1409852889846	806.4803037915236	1.088136	17.070908	0.0356803567503051	0.0195379604836198	0.0745821003	0.0699635767	-0.0969485281	0.0318264018	0.0257442927	0.0663495401	0.1094719532	-0.0742944444	-0.0847746585	0.0331779998	0.027713888	-0.1097464594	-0.0382022158	0.072391604	-0.0483407365	0.1193838389	0.0473708982	-0.0384752455	-0.0744290859	0.0971959334	-0.0402393118	0.0081376019	0.0488936266	-0.0415792193	0.0651934119	-0.1395544494	-0.1482797645	-0.1897295679	-0.1337691459	-0.1586785192	0.0800213302	-0.0242771254	0.1242783422	0.0096295976	-0.0057919205	0.0404268858	0.0920044074	-0.0885840054	-0.0215558203	0.0856326673	-0.127997454	0.0164206728	-0.0934625304	-0.1154024076	-0.0366973356	0.0943405904	-0.0501579033	0.0356095601	-0.1376311354	0.0110260961	0.0015175672	-0.1023420161	0.0874540843	0.0946947232	-0.0693366505	-0.0139040689	0.064900311	-0.0040426893	-0.0771526354	-0.026176639	-0.0502232723	0.1337247455	-0.0772248719	0.0593156122	-0.1165326965	0.099513818	-0.2354630221	0.0213160353	0.1859406172	-0.0862465957	0.0489632339	0.0860133982	-0.0072813523	0.0633554112	-0.0963918402	-0.0260270012	0.1249958343	-0.0422319072	0.1222889935	-0.0631297797	0.0137732289	-0.0261559227	-0.0236675726	0.0019511899	0.1151768036	0.1058185529	0.0707488866	-0.0165916781	-0.0723813853	0.0865333042	0.0249553212	-0.1158668637	-0.0159393066	-0.0795935489	0.0163007076	-0.0193133777	-0.0677165077	-0.0320112578	0.1210907969	0.0312749287	0.0085956488	0.0952062644	0.0921362533	-0.0078967179	0.1213235951	0.1125311754	0.0074392757	0.0682595231	0.0556681011	0.110024254	-0.0715013529	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0034754954537845	-0.0029712300685958	1.2079068649276728e-05	8.828208120527803e-06	0.0012461377230152	-0.0122800434493513	0.0001507994671179	1.5528592247215074e-06	-0.0199279504058011	0.0115767539708429	0.000397123207376	0.0001340212325014	-0.0004709605776621	-0.0001619978157621	2.218038657118189e-07	2.6243292311723685e-08	-0.0003490526252891	-1.5018335691300004e-05	1.2183773522121285e-07	2.2555040693657559e-10	0.0002229178819052	-3.043377680000004e-08	4.96923820731007e-08	9.262147703122207e-16	0.0	0.0
917.2327520317206	-1.0390032063742185	1.0795276628559063	841315.9213996838	1069.8233912595406	1.0468283095117386	1144522.088486064	1.0958495095952043	847.4371580841288	-0.3140578095647015	718149.7369017047	0.0986323077485783	864.3334503103273	814.2167983214651	1.17217	18.389252	0.0459250697218826	0.0233266440173294	0.1319623239	-0.0546884652	-0.0163336074	0.0325406468	-0.1066227164	0.1373266533	-0.0424934917	-0.0635513451	-0.0727419933	0.0107185106	0.0896871444	-0.0057271366	0.0966240062	0.0847357818	-0.0398503492	-0.0328073196	0.0540741546	-0.1162498051	-0.1091179868	0.0302149028	-0.0894444442	0.0064009543	0.0201580539	-0.0710434907	0.1892608784	0.0682549832	-0.0497802057	-0.1047124237	0.0919778407	0.0537926108	0.0079960783	-0.0263704154	-0.1161876051	-0.1443237089	0.0512966675	-0.0513506581	0.0225158719	0.0279440787	-0.1350367528	-0.0423701951	-0.1600540694	0.093076761	0.005960367	-0.0526854058	-0.0485332508	0.0094928477	0.0680580109	-0.0093065757	-0.0405609161	-0.0578481647	0.0461687934	-0.1230895367	0.0066491651	-0.0171430828	-0.1316098062	0.073430953	0.072250908	-0.0185997289	-0.0165668332	-0.0815266563	0.0170501412	0.0203200111	0.0733741846	0.1240666526	0.0963118618	-0.0619451312	0.0089246026	0.0578985236	0.0894973317	-0.0894292559	0.1309898046	-0.172906969	-0.1132279008	-0.0477988972	-0.0733312947	0.1184124001	0.0503432483	-0.0668381942	0.0837722394	-0.0340603008	0.0297625091	0.1516429189	0.0781711232	0.0279336881	-0.0102190916	0.1272287831	-0.0183330158	0.0009751192	-0.0547773821	0.081950262	-0.040039799	-0.1190388932	0.0869336182	0.0325199602	0.0512795841	0.009012907	-0.1099734113	0.0409457764	0.0230706664	-0.0325252924	-0.0447904293	-0.0569322744	-0.0204073728	0.0767520633	0.0409203009	0.0440797984	0.0882948487	0.0775253701	-0.0596191087	0.0213267166	-0.162666224	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0184767752502494	-0.0150012797964648	0.0003413912236482	0.0002250383955318	0.0080452476317134	0.0067991099086982	4.622789555055805e-05	6.472600945559008e-05	-0.0126283554355666	0.0072995949702345	0.000159475361007	5.328408672947283e-05	-0.0007449681499859	-0.0002740075723238	5.549775444934144e-07	7.508014969078253e-08	-0.0002870832211507	6.196940413839998e-05	8.241677586626174e-08	3.8402070492683445e-09	0.0002223931574377	-5.247244674999986e-07	4.945871647510962e-08	2.753357667931572e-13	0.0	0.0
917.465268021288	0.232515989567446	0.0540636854045286	841742.5180253738	1071.490479218795	1.6670879592543315	1148091.8470565227	2.7791822638907715	848.4452460108492	1.0080879267204637	719859.3354784105	1.016241267999563	866.1428044433218	819.1155800967116	1.216152	19.079241	0.0700005623503866	0.0390691469566436	-0.0245150654	-0.1451153365	-0.0061793484	0.0464979773	-0.0427344241	0.0063898281	-0.0900497753	-0.0373721631	0.1269339688	0.0681721209	-0.0391568799	0.005772125	-0.0556864524	0.0248135029	0.0430062761	-0.0697348906	0.0150009758	0.0217147562	0.0810852937	-0.0276419218	-0.0029928195	-0.1502678908	0.017109712	0.0282903732	-0.0816316804	0.0263655589	0.0152911656	0.0321326806	0.1884300817	0.1528080717	0.0192159741	-0.05626262	-0.1711741559	0.1782951871	0.1304700711	0.0276594798	0.1378878492	0.0358075484	-0.0869036214	0.0394725104	-0.013245854	0.0540668392	0.1786330485	0.0599383251	0.0238080563	0.0191501089	-0.014260524	0.0168350728	0.1725078107	-0.106283783	0.035694669	0.0153599079	-0.0486202115	-0.0690187344	-0.0231004402	-0.057408021	0.0077956649	0.0698512404	-0.0001397591	0.0146204195	0.1614101003	-0.128499764	0.1386345847	0.1321417674	0.0011604234	-0.0013203968	0.1205141824	0.0176062134	-0.14329558	0.0961773991	-0.004260572	-0.1545019109	0.1220271408	0.0858778744	0.1192000403	-0.1161223472	-0.086450657	0.1417146911	0.1196844439	0.0059391186	0.1396237264	-0.0045819995	0.010089785	0.0203951689	0.1001606834	-0.0014064739	-0.084729713	0.0028001602	0.0139427704	-0.0702185866	-0.0420686553	-0.0891448068	0.1180377318	0.0005814534	0.0713761693	0.049561589	-0.0015735713	-0.0049745061	-0.0812475852	-0.0785519911	-0.0823959538	0.0117833165	0.0427593025	0.1138284708	-0.2306930543	0.0742148048	0.161750136	0.145382841	0.0129350147	0.0304790677	-0.0661670338	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0184196841160684	5.709113418099834e-05	0.0003392847629357	3.2593976020727564e-09	0.0154712709185247	0.0074260232868112	5.514582185626369e-05	0.0002393602238343	-0.0305229960106743	-0.0178946405751077	0.0009316532854676	0.0003202181613122	-0.0001579958982292	0.0005869722517567	2.4962703857251726e-08	3.445364243323309e-07	-0.0001490042789804	0.0001380789421703	2.2202275154468876e-08	1.9065794270869054e-08	5.4988204278966656e-05	-0.0001674049531587	3.023702609825367e-09	2.8024418342077708e-08	0.0	0.0
916.2986279716712	-1.1666400496168308	1.361049005369961	839603.1756227671	1071.8330935992403	0.3426143804454113	1148826.180534518	0.117384613687993	848.016688281012	-0.42855772983728	719132.303603095	0.1836617278032831	865.3876398488713	811.8640188006812	1.027828	16.124786	0.0729153839895473	0.043108891351957	-0.0589612619	-0.1183385067	0.0093478789	0.0249057119	0.0201386919	0.0128640654	-0.1233481976	0.0247379944	0.0408261715	-0.0336768774	-0.0902489042	0.0442293054	-0.0691323495	-0.0254522877	0.0444491582	-0.0951916782	-0.0964936824	0.0370226598	-0.018263027	0.0593097818	0.0268769301	0.0238444947	-0.0442038427	0.0399379181	-0.132007337	0.0603311028	0.1150815184	0.0767850997	0.1095270667	0.1051558997	0.0582304758	0.0005267234	-0.0226815713	0.0294788722	-0.1408872088	0.0555217673	0.0622990247	-0.0385186929	-0.1219182275	-0.1462790835	0.0674769954	0.0299187686	0.0545184311	-0.0377931684	0.156834843	0.2531068805	-0.0372041698	-0.0031810922	0.0597774706	0.0624787677	-0.0791666895	0.0686530442	-0.0482862088	-0.0851533122	0.04786771	0.0018785589	0.1126084049	-0.0429554304	0.0548779927	0.0303111155	-0.0186777052	-0.1231049825	0.1375415248	-0.0710885942	-0.0106289395	0.017602103	0.1550342836	-0.0456798518	-0.018381336	0.0072295341	0.0418823713	0.0704045303	0.0290807542	0.0387919176	0.0622762419	-0.1506175508	-0.1225058302	-0.1550713795	0.0167895581	-0.07959876	0.0356043389	0.1058970365	0.018111309	-0.2515240041	-0.009128973	-0.0723211899	-0.1007548355	-0.0107992455	0.0558812856	-0.1123292131	-0.005579643	0.0400257193	0.1072104057	0.0638627662	-0.0163426696	0.1085084613	0.0511036851	0.0198029687	0.0229606754	-0.0040916645	-0.0902929206	0.0661015435	-0.1423279783	0.0693387095	-0.1251307062	-0.0052977365	-0.0128661427	-0.0930128019	0.020179583	0.0436786311	-0.0216675281	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0184689250692855	-4.924095321710148e-05	0.0003411011932148	2.424671473728776e-09	0.0197361108481004	0.0042648399295757	1.8188859624903265e-05	0.0003895140714085	0.0121788718572872	0.0427018678679615	0.0001483249197162	0.0018234495194128	2.1998460426228653e-05	0.0001799943586554	4.839322611243481e-10	3.239796914777908e-08	0.0001540001942066	0.000303004473187	2.3716059815670518e-08	9.18117107713314e-08	1.999833134553517e-05	-3.4989872933431486e-05	3.999332566058145e-10	1.2242912078976811e-09	0.0	0.0
