global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60
844.1481662256276	n/a	712586.1265420899	n/a	1065.6111884555933	n/a	1135527.2049617418	n/a	762.5507575910116	n/a	n/a	581483.6579026257	834.3796197506075	834.7357387295552	n/a	n/a	n/a	n/a	-0.0390655564	0.0389293293	-0.0725905835	0.0964155779	-0.0487571382	-0.0845239431	0.0932306269	-0.146114705	0.044638063	-0.0791285849	-0.00993605	0.0857137506	-0.1225260962	-0.0009134475	0.0550826857	-0.0102493563	0.005100098	-0.0552787117	-0.1736770456	0.0835641057	-0.0456438753	0.125377727	-0.0063631625	0.101035178	-0.0848339866	0.0082121879	-0.04985155	0.0279319584	-0.0153261391	0.0051141981	-0.0669154387	0.056626039	0.0440289	-0.0656710777	0.1628708548	-0.1008217483	0.0465896443	-0.1297657205	0.032964238	-0.1211964127	0.0476057006	-0.0517865432	0.0322398501	-0.1790755519	0.0508577027	-0.122105108	0.0983577192	-0.006631032	0.0113225725	-0.0942591847	0.0933710619	-0.0746332539	0.0500009252	-0.0452207291	0.0086457464	-0.0122780388	-0.0108827321	-0.0325958163	0.077769156	-0.0360853653	0.0666048681	-0.0734777411	0.1083987613	-0.0308710874	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.027141384673385	n/a	0.0007366547619886	n/a	-0.2406143584121025	n/a	0.0578952694740677	n/a	-0.54241581407571	n/a	0.2942149153594152	n/a	0.0094272016209802	n/a	8.88721304026117e-05	n/a	0.0032049235390696	n/a	1.0271534891282409e-05	n/a	0.0006039063126489	n/a	n/a	3.64702834457191e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.1100823037984	-1.038083921829184	710834.6108823178	1.0776182287602594	1040.2316542549368	-25.379534200656508	1082081.8945139623	644.1207562422934	763.1743384607059	0.623580869694365	0.3888531010487806	582435.0708849361	830.4694020964358	836.9580156458119	0.803863	35.300739	0.2378511153988254	0.1434454066637909	-0.0126458293	0.1041205143	0.0039519617	0.0708355192	-0.161725002	-0.012452536	-0.0167318165	0.0207805612	0.0319731962	-0.0380584928	0.0602329722	-0.0121011443	-0.08618809	0.0231812053	0.0224541808	0.0034443068	-0.0670282881	-0.0536929345	-0.1081524918	0.1665930482	-0.0162870282	0.1207903756	0.0115178689	0.0105942262	-0.0913773511	-0.0347826443	-0.0083165948	0.0214510628	-0.0060417413	0.0056638046	0.0032354807	0.0897727371	0.0521525023	0.0770371959	0.1284122662	-0.0414717651	0.0151807605	-0.0639615645	0.0575738492	0.0661810818	0.0141239235	-0.0436949066	0.0216426232	-0.2110112911	0.0120383605	-0.1097940613	0.1146669748	0.0146884807	0.0540510267	-0.0613634724	-0.0449244599	-0.0761920199	0.0201718795	-0.059623129	-0.0346262874	-0.0667639348	0.0649617836	-0.0341630943	-0.0738249917	-0.0406587385	-0.0117672194	0.0062266487	0.13097538	0.0329529244	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0160767943944648	0.0110645902789202	0.0002584633180018	0.0001224251580403	-0.2662752627163627	-0.0256609043042602	0.0709025155346679	0.0006584820097124	-0.489340793087635	0.053075020988075	0.2394544117796356	0.0028169578528846	0.007115726558358	-0.0023114750626221	5.0633564453321385e-05	5.342916965124301e-06	0.0034537696472713	0.0002488461082017	1.192852477641252e-05	6.192438556713231e-08	0.0002032154869214	-0.0004006908257275	1.605531378221858e-07	4.12965341247017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.8544795906068	-4.255602713191593	703676.8379292279	18.110154452523645	1044.6540202041344	4.422365949197683	1091302.02192866	19.557320588623124	762.3879824294257	-0.7863560312802065	0.6183558079307571	581235.4357528103	831.544244358012	812.9592043575922	0.679264	29.829094	0.0820317993509218	0.0455071656430903	-0.013784625	0.0065932623	-0.0487624924	0.0496131425	-0.0857754527	-0.007931624	0.0411499233	-0.0285596242	-0.0273532978	-0.0135847467	0.1027562801	-0.014701199	-0.0401691814	0.0049024361	0.0095280216	0.0013026572	-0.022693561	-0.0657649851	-0.1515853567	0.1145137726	0.0402038961	0.0541007593	0.016137854	0.062091007	-0.0949856573	-0.0156411298	0.0270372416	0.0124701429	0.0039320754	-0.0129233737	-0.0384064428	0.0596315479	0.0540824126	0.0202712375	0.154457904	-0.0517224231	0.0686786984	-0.057130432	0.0281384568	0.0352937721	0.0279262096	-0.0291970131	-0.0081987863	-0.1682795481	0.0424539243	-0.1127467976	0.100614	-0.023518139	0.0501087685	-0.0580819538	0.0144034427	-0.0593870976	0.0165628256	-0.0221056508	-0.0187558877	-0.0200306262	0.0234422358	-0.0149931619	-0.0234769883	-0.0036360873	0.0626485176	-0.0595642142	0.1205157603	-0.034624972	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0156386835650579	0.0004381108294068	0.000244568423648	1.9194109884360122e-07	-0.2381240181795902	0.0281512445367725	0.0567030480339938	0.0007924925689691	-0.4792213207267011	0.0101194723609339	0.2296530742390437	0.0001024037208637	0.006443913075905	-0.0006718134824529	4.152401572981944e-05	4.5133335520562694e-07	0.0035313203099531	7.755066268180007e-05	1.247022313148726e-05	6.014105282386338e-09	8.612019958002901e-05	-0.0001170952873413	1.3711306317558238e-08	7.416688775704029e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.4567427527996	4.602263162192799	711419.2768951624	21.180826214076856	1050.5080496197097	5.854029415575269	1103567.1623158064	34.26966039842053	762.8459704212306	0.4579879918048846	0.209753000637471	581933.9745879091	831.813491701359	828.5096087115887	0.861422	37.828388	0.3290647625755449	0.1822204575959552	-0.0068810082	0.1133730206	0.0116351163	0.0121720629	-0.2044707511	-0.0367338277	0.0271516122	-0.0164060399	0.0032089966	0.0060206864	-0.0122597988	0.0172401611	0.0204618732	0.0243439577	0.0230768395	0.0468565091	-0.081288783	-0.0218126261	-0.0040580706	0.180792175	0.1017655646	0.0611399335	0.0594942604	0.0591876187	0.0196630599	0.0578902301	0.0244383743	0.0300531682	-0.01967471	-0.0248351246	0.0171226227	0.0685331803	-0.0146740998	0.1152290627	0.0819182207	0.0358572082	0.0880954703	-0.0849789606	0.084843038	-0.0280025441	-0.0181776117	-0.0556692904	0.0167670229	-0.1741923386	-0.0562908832	-0.097120891	0.054758849	0.0802566997	0.0045257669	-0.0285322278	-0.0918516363	-0.084579641	0.0203343361	-0.0102202739	-0.0374521461	-0.0998721094	0.0588064902	-0.0372936381	-0.0830989675	-0.007956614	-0.0801133177	0.1088289044	0.0173034017	0.0683479134	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0343975401922023	-0.0187588566271444	0.0011831907712741	0.0003518947019577	-0.128706621237967	0.1094173969416232	0.0165653943504935	0.0119721667534807	-0.3491773661205002	0.1300439546062008	0.1219248330108498	0.0169114301296196	0.0054379928783892	-0.0010059201975158	2.957176654541165e-05	1.0118754437702263e-06	0.0036078584920238	7.653818207069979e-05	1.3016642898468249e-05	5.85809331468759e-09	-0.000248312508845	-0.000334432708425	1.1184523646450047e-07	6.165910204889819e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.7343902458327	-13.7223525069669	688459.1583566238	188.3029583254608	1051.085702533371	0.577652913661268	1104781.15407007	0.3336828886613524	756.7290534265262	-6.116916994704411	37.41667352010364	572638.8602998063	825.1476205643604	769.7240790908846	1.680794	73.810158	1.778835677994778	1.1463585545136297	0.0241389321	-0.1881940761	0.0422096776	-0.1093897177	0.1638446858	-0.0044984838	0.0343094312	-0.0191806873	0.0514154361	0.0641752164	-0.0778410476	0.0559467735	-0.0229402488	-0.075249638	-0.1565754662	-0.0307021485	0.0580740836	-0.0326068438	0.0144815305	-0.2016667254	-0.1456371152	-0.1164718002	-0.018587108	0.0862553008	0.0615122291	0.0922761555	-0.1413523802	-0.0507738144	0.1143776632	-0.033202662	0.0263926731	-0.1351651879	0.0282612349	-0.1855489438	-0.0606953479	0.0439387038	-0.0240007408	0.1090496952	-0.0996438859	-0.088460836	0.0162603549	0.129913242	-0.1235653463	0.251829871	0.1578389604	0.1351687134	-0.0198801804	0.0238169009	0.066703827	-0.0388815543	0.1968939456	-0.1256823901	-0.1390019995	-0.0870873391	0.1079629493	0.0498231807	-0.0629484219	0.2831504722	-0.0490617042	0.0940824237	0.1198350033	-0.1297068995	-0.2056073039	0.055152794	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0912630905786215	-0.0568655503864192	0.0083289517019616	0.0032336908207503	-0.2574913875907185	-0.1287847663527515	0.0663018146833936	0.0165855160445327	-0.2074704915197429	0.1417068746007573	0.0430440048514437	0.0200808383091147	-0.0148692284092206	-0.0203072212876098	0.0002210939534855	0.0004123832364239	0.0089734522053797	0.0053655937133558	8.052284448223379e-05	2.878959589680434e-05	-0.0036050672409763	-0.0033567547321313	1.1267802331685876e-05	1.2996509811960472e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.4751745432034	7.740784297370624	701364.6679761689	59.91974153841962	1058.5026875595374	7.416985026166458	1120427.9395707636	55.011666878377454	761.5202165741281	4.791163147601878	22.955244306938337	579913.040251107	830.1091486090183	804.7661632235055	1.225273	53.806484	1.0185252509605252	0.5530313650246838	0.0677276473	-0.1018779038	0.03820885	0.0177924594	0.1443199354	0.0254921378	0.035235091	-0.0468859375	0.0726716103	-0.0053438427	-0.1779455524	0.081144524	-0.0644744244	0.0095802444	-0.0902989107	-0.0793065228	0.1138904606	0.0205463802	-0.0835867089	-0.0475111857	0.1197406588	-0.1444784118	-0.0351663322	0.003954646	0.0446632871	-0.1175362742	-0.0459188273	0.0056074305	0.0672113526	0.016150154	-0.067899464	-0.1837476887	-0.0290485996	-0.1261943446	0.1196544666	0.140779888	-0.0914354525	-0.0497348218	0.0667947229	-0.0034191338	-0.0241071225	0.1116276806	-0.1348743587	0.103810729	0.0540267029	0.0287912235	-0.0400414002	-0.0665460267	0.1044467966	0.0433368266	0.1161192907	0.0764671571	0.0236349784	0.0180244194	-0.1179655559	0.1964210899	0.0875325093	0.2428259883	-0.1230522927	0.2272962799	0.1518735098	-0.1858710541	-0.0286122118	-0.1526578866	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0596684191065293	0.0315946714720922	0.0035603202386724	0.0009982232654294	0.1096599452691151	0.3671513328598336	0.0120253035964253	0.1348001012207523	-0.3853782408139423	-0.1779077492941994	0.1485163884928489	0.0316511672589277	-0.0095503971722774	0.0053188312369432	9.121008614824414e-05	2.8289965727082737e-05	0.006715906372674	-0.0022575458327056	4.5103398406523245e-05	5.0965131867668685e-06	-0.0023440143639372	0.0012610528770391	1.5902543586885917e-06	5.494403338343916e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.951147507103	8.475972963899608	715633.3439685843	71.8421176847571	1051.4131917192892	-7.089495840248219	1105469.699721343	50.2609512688968	764.1372269777908	2.617010403662676	6.848743452878679	583905.7016533078	829.5839267670748	836.3068588876828	1.395845	61.296944	0.7812658332854475	0.519462961411658	-0.0061872076	0.1034188234	0.0054241569	-0.0237961727	-0.0130940938	-0.078439659	-0.057879214	-0.0179810072	-0.0040290858	0.021279253	-0.0580483124	-0.0947752062	-0.0529048806	0.0562853281	0.0382427346	0.0360046551	0.0203404377	0.1197421719	0.0336552155	0.048348344	0.1030138153	0.015223988	0.0505936542	-0.0105064948	0.0734277209	0.1746197544	0.0089841593	0.0250055422	-0.0826609907	0.0527240278	0.147829318	-0.008889907	-0.0771119217	0.0196450858	0.0066758357	0.0451949368	0.0648635521	0.0385957394	0.0524659522	-0.0027236669	-0.0519228802	-0.0313808513	0.0003870268	0.0075476288	-0.0849673415	-0.0432720768	-0.0440179605	0.1823150682	-0.0392980018	0.1066428077	0.0290529725	0.0026946796	-0.0220004673	0.0690246313	-0.0563700571	-0.0828974021	0.0537466142	-0.0375280893	0.0143446133	0.0691032276	-0.0261074299	0.0389854954	-0.1459158346	0.0159231118	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0152092858306644	0.0444591332758649	0.0002313223754788	0.0019766145316411	0.0926385490551666	-0.0170213962139485	0.0085819007710465	0.0002897279290722	-0.1861004786585383	0.199277762155404	0.034633388156937	0.0397116264896657	0.0002889686778333	0.0098393658501107	8.350289676872553e-08	9.681312033232464e-05	0.0071657456989768	0.0004498393263028	5.134791142240451e-05	2.023554194885573e-07	-0.0022230687075461	0.000120945656391	1.4627851799873982e-08	4.942034478470688e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.3125074786426	0.3613599715396276	716244.8603147875	0.1305810290311204	1046.5746336392829	-4.838558080006351	1095318.4637771992	23.411644293594744	764.5930233670264	0.4557963892356156	0.2077503484402248	584602.4913815302	832.2422249020227	836.8590151887734	0.991263	43.530178	0.5676351709970603	0.2832000134970503	0.0770224893	0.0262312313	0.0416456746	0.0783107262	0.0447382689	-0.0291550537	0.0823298107	-0.0361170045	-0.0332142218	-0.1163819136	-0.0450375215	-0.1011200408	0.0345784784	0.0621623197	0.0239850065	0.0076005565	0.0210154601	0.0315289765	0.0011600454	0.0634928959	0.1306219914	-0.081785383	-0.0140845866	-0.1204843102	-0.0719904445	0.1142411765	0.043458562	0.0480954709	-0.0538604391	0.0059708014	-0.0607914985	-0.043110053	-0.1256895306	0.0066525494	0.0470944485	0.027831773	0.0215514726	-0.0379217966	0.0788851205	0.117731568	-0.0547516605	0.0168178779	-0.0205405978	-0.0588706629	-0.0359952714	-0.0076198081	-0.0230325847	-0.0390028952	-0.0631841429	0.0692938164	-0.0372849685	-0.0394327791	-0.033753761	-0.0414111942	0.0261447916	-0.0190014461	0.1597025031	0.0014300084	-0.1066625941	0.0758800123	0.0720132775	-0.0123558498	-0.0059638312	0.0447033363	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0226801157590585	-0.0074708299283941	0.0005143876508442	5.581329981898901e-05	-0.1238491887247619	-0.2164877377799285	0.0153386215477816	0.046866940609071	-0.3129419524523911	-0.1268414737938528	0.0979326656047146	0.0160887594741966	0.0011782125316224	0.0008892438537891	1.388184769672065e-06	7.907546315016903e-07	0.0045241833668685	-0.0026415623321083	2.04682351370496e-05	6.977851554413441e-06	-0.0014171723035458	0.0008058964040003	6.49469013980615e-07	2.0083773379373093e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.6168253515168	-5.695682127125792	706636.6470640625	32.44079489326019	1043.0060271280674	-3.568606511215421	1087861.572625475	12.7349524318891	761.7541343767618	-2.838888990264536	8.059290699045198	580269.3612400898	829.7950890805154	834.2155081170166	1.252223	54.989967	0.6090498099793252	0.3311500548206193	-0.1023890628	0.0816349357	0.0467404841	-0.0954536092	0.0238382529	-0.0330576788	-0.0363829044	0.0804538253	-0.0643189321	0.0135269116	0.071782888	-0.0156277903	0.0391395855	0.0165313583	0.0158809927	0.0421896661	-0.0646228992	0.054551589	-0.0294885601	0.0035441485	-0.095324912	0.0852234261	-0.0749951579	-0.0581635062	0.174935686	-0.0859662813	-0.0686920784	0.0196411035	0.0017677314	0.0110542461	0.1101528271	0.0864150751	0.0272689778	-0.0017289561	-0.0534249483	-0.0712913903	-0.0391984445	0.1097252028	0.0402459098	0.0272041534	0.0049004081	-0.0713047989	0.0093015593	-0.0030833486	-0.0524269247	-0.0374668658	0.0045808775	0.1533253569	-0.1351942229	-0.0335473904	0.0097925204	0.036029576	-0.0018435684	0.0230588655	-0.0238048221	-0.0966062376	-0.0513979688	0.0319450972	0.1717315328	0.0829542773	-0.1023889633	0.0940080124	-0.1255549294	-0.0137771394	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0298046332911212	-0.0071245175320627	0.0008883161656182	5.075875006466879e-05	0.0172522258092442	0.1411014145340061	0.0002976392953731	0.0199096091834974	-0.1644666055234296	0.1484753469289615	0.0270492643323994	0.0220449286456754	0.0063905526014302	0.0052123400698077	4.08391625516463e-05	2.7168489003323977e-05	0.0051089797320833	0.0005847963652147	2.6101673902837945e-05	3.419867887684413e-07	-0.0009673381188825	0.0004498341846633	2.0235079369169595e-07	9.357430362431336e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.2460411056657	-10.370784245851157	689308.4887716307	107.55316587399452	1030.6324522802436	-12.373574847823877	1062203.2516931884	153.10535451469963	757.8616547889317	-3.892479587830167	15.151397341674503	574354.2877994179	824.1761393149213	824.8014623341242	1.415721	62.169796	1.29155385367511	0.8987805423951044	-0.2090158052	0.0163634043	-0.1501042486	0.045184717	0.0315739569	0.040288978	-0.1269030557	0.0178600589	-0.2209355902	0.0389793297	-0.0546682483	-0.2257567859	0.1281638322	-0.0877270526	0.0821384819	0.0512986682	-0.0789054069	0.1528046379	-0.1330488063	0.1138567807	-0.1395235657	0.0136072587	0.1632825555	-0.1772974508	0.1955746297	-0.0137232413	-0.0073723615	-0.0924839119	-0.0303370771	0.0102548807	0.0806252391	0.174722631	-0.1874624071	-0.0047806682	0.0793849947	-0.184093877	-0.0575202448	0.061324009	-0.1391094643	0.0060681597	0.1695843162	-0.1693408988	0.0671369029	0.097592818	0.2373844841	-0.1199795937	0.0344218956	0.0661427136	-0.0366041181	0.1258433161	-0.0108675287	0.1865759008	0.0197306816	-0.0891011039	0.0148651005	-0.1771550861	0.0436568187	-0.0699909786	0.2820961109	-0.0400085927	-0.0754895042	0.172174644	0.0116967247	-0.1468150165	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0137695483265076	0.0160350849646136	0.000189600461116	0.0002571239498223	0.0972197810038295	0.0799675551945853	0.0094516858184325	0.006394809883799	-0.1559639334109732	0.0085026721124563	0.0243247485250224	7.229543305194368e-05	0.0228626182893811	0.0164720656879509	0.0005226993150459	0.0002713289480281	0.009276254159255	0.0041672744271716	8.604889122709568e-05	1.7366176151359215e-05	0.002134292594064	0.0031016307129465	9.620113079493016e-06	4.555204877076439e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
