global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
914.3973721986978	n/a	836122.5542838839	n/a	1067.8233375549316	n/a	n/a	1140246.6802269537	886.1643647356399	n/a	n/a	785287.2813273201	895.6165665888475	903.9313141377348	n/a	n/a	n/a	n/a	-0.0389332337	-0.0448093633	0.0181007346	0.0777348171	0.0149972894	-0.0445086896	0.0439651363	-0.0034034416	-0.0658836046	-0.0405494724	0.0107270644	-0.0038558557	-0.0671952218	0.0238600574	-0.0185968075	0.0131117147	-0.0013719959	-0.0082481734	0.0539340914	-0.0280411717	0.0372314753	-0.0015921894	0.043180819	0.0053852996	-0.0392204187	0.0430896895	-0.047749011	0.0430137605	-0.0023110239	0.0224818734	-0.0681021735	0.0305326409	-0.1133634256	0.021248253	-0.0079511144	0.0514073062	0.0619089067	-0.0861232336	-0.2642504961	0.2660124955	-0.1260340276	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.3728031275144303	n/a	0.1389821718845405	n/a	-2.380373074623378	n/a	5.666175974391955	n/a	-2.494210855154087	n/a	n/a	6.2210877899684816	-0.0056968168240654	n/a	n/a	3.2453721926954587e-05	-0.0045349786195802	n/a	2.0566031080049537e-05	n/a	-0.0005539230197453	n/a	3.068307118037521e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.5017826036136	-1.895589595084175	832659.5032547725	3.5932599129913867	1053.232742468516	-14.590595086415531	212.8854649757331	1109299.2098077517	883.8483026455174	-2.3160620901225	5.364143605302604	781187.8220893621	893.4740316093889	904.8234965826337	0.875036	38.227215	0.0807464513248438	0.0508678188230582	-0.0412515558	-0.0855288397	-0.0263036035	0.02136388	-0.0422446141	-0.0158240055	-0.0223457845	-0.0258578775	-0.0480034459	-0.0307381601	0.0020507951	-0.014305055	-0.0478754491	0.0327191084	-0.0056356705	0.0040082499	0.016085615	-0.0285582279	0.0710595588	-0.0384837073	0.0050237719	-0.034945762	0.0398946783	-0.013579573	-0.0085804927	0.0116681591	-0.0104206503	-0.0361821595	-0.0306020784	0.0120951171	0.0014635184	0.0158606069	-0.0130225516	0.0083975873	-0.0114074046	0.0422621777	-0.0080303955	-0.0211126436	0.1206274031	-0.0725368448	0.0315670142	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.3767974162642105	0.0039942887497801	0.1419762929033847	1.595434261662063e-05	-2.3364500246740505	0.0439230499493277	5.458998717799371	0.0019292343168511	-2.491625303074521	0.0025855520795659	6.685079556147552e-06	6.208196650921199	-0.0054048799971652	0.0002919368269001	8.522711090055724e-08	2.921272778375649e-05	-0.0048400793244731	-0.0003051007048929	2.3426367867191985e-05	9.308644012614453e-08	-0.000546089340615	7.833679130300015e-06	2.982135679333255e-07	6.136652871649801e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.1295681464056	1.6277855427920258	835632.867359534	2.64968577332273	1057.4136331876118	4.180890719095714	17.47984720502068	1118123.5916510252	885.2337277333296	1.385425087812223	1.9194026739395056	783638.7527166468	894.3993145628576	909.4833377988716	0.55215	24.121485	0.0439879762107361	0.0254484411596765	-0.0438144878	-0.0630289055	-0.0106002458	0.0476034566	-0.0095287073	0.0059011719	0.0309515312	-0.0551508519	-0.0613225972	-0.009724808	0.0059832501	-0.0171225562	-0.0608550959	0.0048938938	-0.0106276438	0.0004658266	0.0213798755	-0.0202214571	0.0581308143	-0.0305833806	0.0066338753	-0.0237160333	0.03698703	-0.0155937858	-0.023257229	0.0300656635	-0.0285705509	0.0089194864	-0.0162691538	0.0130623169	-0.0165144729	0.0149075581	-0.042680849	0.0106234402	-0.0046132663	0.0535679601	0.0245809017	-0.0562934349	-0.1173998843	0.1203691939	-0.0724295857	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.3863701341305159	0.0095727178663054	0.1492818805480328	9.163692734788308e-05	-2.357936399257256	-0.0214863745832056	5.559864062942275	0.0004616642927298	-2.4924221511090465	-0.0007968480345255	6.349667901271687e-07	6.212168179339047	-0.0054531957891244	-4.831579195919977e-05	2.334415752644673e-09	2.9737344314524083e-05	-0.0049463095878281	-0.0001062302633549	2.4465978538640187e-05	1.1284868852472618e-08	-0.0004579946813952	8.809465921979999e-05	2.0975912818629082e-07	7.760668983052692e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.253830456234	-1.8757376901716043	832207.0511820713	3.518391882330305	1055.425019423167	-1.9886137644448356	3.9545847041394593	1113921.9716243923	885.2783603310904	0.0446325977608239	0.0019920687828795	783717.775270504	894.4615733977872	901.331027044748	0.500373	21.859516	0.0431574917629893	0.0228249726517748	-0.0347064853	-0.0785226592	-0.0316803885	0.0304177504	-0.0329169354	-0.0260656214	-0.0002527545	-0.0220925639	-0.0601046196	-0.026667154	0.0040083086	-0.0368101037	-0.0596610281	0.0244168073	-0.0050893242	0.0220143606	0.0295413616	-0.0278846514	0.0745139153	-0.0400124465	0.0015726768	-0.0300693967	0.0339493935	-0.0304817889	-0.0005047067	0.0096191707	-0.0169374397	-0.0298576353	-0.0263917717	0.0071805637	-0.0008061399	0.0150974317	-0.0110895507	-0.0036870004	-0.0125593591	0.027857618	-0.0034361525	-0.0162853909	0.0943781212	-0.0487356578	0.0210116646	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.3730072875006982	-0.0133628466298176	0.1391344365286285	0.000178565670052	-2.3734560497519226	-0.0155196504946664	5.633293620104001	0.0002408595514765	-2.4996527826105464	-0.0072306315014998	5.228203191048168e-05	6.248264033612648	-0.0053131897692444	0.0001400060198799	1.9601685602638777e-08	2.822998552400336e-05	-0.0049463412553927	-3.166756460011577e-08	2.4466291814799832e-05	1.0028346477025056e-15	-0.0004571451060997	8.495752955000181e-07	2.0898164803090601e-07	7.217781827239431e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.3897933306696	1.1359628744355632	834280.9145606433	1.2904116520959072	1065.165057818095	9.74003839492798	94.8683479346712	1134576.6003966257	885.8050495729608	0.5266892418703719	0.2774015575019871	784650.5858489556	895.8135973264715	906.6323105686588	0.481458	21.033186	0.2385771826636179	0.1528896524261578	-0.0326957152	-0.0325449734	-0.0156167386	0.0605355137	-0.026168343	-0.0149865395	-0.0289344386	-0.0205992961	-0.0671527389	-0.019983555	0.0020928019	-0.0287823669	-0.0671674813	0.0250017935	-0.0041506103	0.0009686477	0.0327683664	-0.0238413765	0.0601456801	-0.0417465192	-0.0051187463	-0.0276979818	0.0148448571	-0.0344381328	-0.0143003302	0.0184234453	-0.0198342815	0.0077652886	-0.0094288798	-0.0016758252	-0.0014268084	0.0172240687	-0.013526681	-0.0005142115	-0.0031389889	0.0199168908	0.0110001368	-0.0270888806	-0.092882639	0.0523282492	-0.0575962733	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.3549918910850067	-0.0180153964156914	0.1260192427361093	0.0003245545080145	-2.3272496248121115	0.046206424939811	5.416090816188114	0.0021350337057183	-2.494253860662361	0.0053989219481853	2.914835820259765e-05	6.221302321429093	-0.0027449343232762	0.0025682554459682	6.595936035745318e-06	7.534664439099771e-06	-0.0041499134534657	0.000796427801927	1.722178167125561e-05	6.342972436822731e-07	-0.0004426995667963	1.444553930339998e-05	1.959829064416317e-07	2.0867360576607357e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.2126490054604	-5.177144325209156	824850.2158135157	26.802823364045366	1049.3675161997478	-15.797541618347168	249.5623211834109	1101172.184055228	883.1598325077707	-2.645217065190081	6.997173321972828	779971.2897551536	892.3118256014394	894.1634844403518	0.515389	22.515524	0.1687726738889994	0.1024026717303751	-0.0159766194	-0.0367366708	-0.0004665721	0.0152666198	-0.0321289705	-0.007467452	-0.0474849755	-0.0310137288	-0.0440194039	-0.0233614168	-0.0077630827	-0.0327665672	-0.0423874732	0.0269399224	-0.0049507227	0.0088960964	0.0348391755	-0.0245300045	0.0662036983	-0.0465186387	-0.0136071823	-0.0247473907	0.0148101324	-0.0565870864	0.0078811671	-0.0006203079	-0.0032473501	-0.0418690384	-0.0112757094	0.0014094251	0.0131115848	-0.000552086	0.0194817619	0.0078942271	-0.001590018	-0.0013390583	-0.0248441244	0.0254492843	0.1153250636	-0.096302827	0.0118582085	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.3767710982176595	0.0217792071326527	0.1419564604521412	0.0004743338633269	-2.333245050369598	-0.0059954255574865	5.444032465074228	3.5945127615362975e-05	-2.517363213157686	-0.0231093524953251	0.0005340421727531	6.337117546959591	-0.0009802447356535	0.0017646895876227	3.1141293406639752e-06	9.608797417764002e-07	-0.0039870870683349	0.0001628263851308	1.5896863290483385e-05	2.6512431694763642e-08	-0.0008729573681135	-0.0004302578013172	7.620545665436487e-07	1.8512177559431118e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.5025372402164	3.2898882347559493	830836.875395352	10.823364597185616	1055.7173029581706	6.349786758422852	40.319791877442185	1114539.023765274	884.127631807625	0.9677992998542776	0.9366354847984302	781681.6693257593	893.5609276371251	904.6105266822012	0.509049	22.238522	0.0292171329516016	0.017562922215757	-0.0232287858	-0.0200684019	0.0019560986	0.0375997214	-0.0128045716	-0.0344919822	0.0410457825	-0.0442056239	-0.0519220035	-0.0141307077	-0.0040384017	-0.0164437327	-0.0514603799	0.0177075546	-0.0040166903	5.11164e-05	0.0266471969	-0.0205223563	0.0572752482	-0.0422685829	-0.0122914026	-0.0219754424	-0.0011010276	-0.0555052579	-0.0061888863	0.0055972809	-0.0090059119	0.0147981566	-0.0009376541	-0.011799797	0.0097860028	-0.0008095639	-0.0003613012	-0.0032619879	0.0002533881	0.0088449929	0.0038935681	-0.0067726466	-0.0761075712	0.0522680445	-0.0235942927	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.3766584799672046	-0.0001126182504548	0.141871610531205	1.2682870335519842e-08	-2.31904261112642	0.0142024392431778	5.377958632220045	0.0002017092804561	-2.52526699267802	-0.0079037795203338	6.246973070604849e-05	6.376973384309091	-0.0009527884854828	2.745625017070005e-05	7.538456734360665e-10	9.078058980686078e-07	-0.0040975981551705	-0.0001105110868356	1.6790310641256682e-05	1.2212700313585549e-08	-0.0008709587863671	1.9985817463999845e-06	7.585692075500518e-07	3.994328997043212e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.4283626386388	-1.0741746015776243	828879.8034968728	1.153851074674448	1054.4092683792114	-1.308034578959223	1.7109544597530315	1111778.905243984	884.274312682071	0.1466808744460195	0.0215152789282489	781941.0600693491	893.4333020005016	894.7320148493114	0.528865	23.104229	0.079062526152567	0.0441118407898505	-0.007551681	-0.0238358226	-0.0301038758	0.024977763	-0.0275606901	-0.0365414569	0.0142388752	-0.0593730722	-0.0532189982	-0.0342865218	-0.020679771	-0.0432812804	-0.0500214539	0.0365475956	0.0103821446	0.0313202717	0.0274526348	-0.0187613861	0.0703379113	-0.048639831	-0.0174210637	-0.0195337617	-0.0022322331	-0.0874771846	0.0281821206	-0.0194287023	0.006458432	-0.0293189912	-0.0002911297	-0.0051138191	0.00797606	0.0108261829	0.01694321	-0.0150397688	0.0019299753	-0.0098017417	-0.0052170415	0.0067535443	0.1334270529	-0.0966865946	0.0427329086	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.3761637215663427	-0.0004947584008618	0.141499145422641	2.44785875223408e-07	-2.2782672821816874	0.0407753289447327	5.1905018090595325	0.0016626274505511	-2.5382604113907874	-0.0129934187127673	0.0001688289298452	6.442765916033729	-0.0012790035746658	-0.000326215089183	1.0641628441067273e-07	1.6358501440078948e-06	-0.0041230471906215	-2.544903545100008e-05	1.6999518136091843e-05	6.476534053862587e-10	-0.000726642509117	0.0001443162772501	5.280093360558494e-07	2.082718787932775e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.574351056178	8.145988417539229	843778.8384182785	66.35712729868327	1061.2402319908142	6.830963611602783	46.66206386304134	1126230.8299959172	888.0555571829177	3.7812445008466966	14.297809975183384	788642.6726434624	897.5601698867489	918.9496247291564	0.576694	25.193708	0.0609737606954403	0.0264858141249084	-0.0190491478	0.0167511951	-0.0528071401	0.061238713	-0.0149231595	-0.028582783	0.0692568404	-0.0262794403	-0.0878145069	-0.0302546055	-0.0234223058	-0.0333616298	-0.0832416097	0.0380039757	0.0132422233	0.0128103757	0.0380946601	-0.0129027347	0.0527852152	-0.0433353788	-0.0196670994	-0.0205818342	-0.0207647725	-0.0926412479	0.0166478882	-0.0117842691	0.0026690538	0.0408692005	0.0065573864	-0.006588819	-0.0043064505	0.0197733341	-0.0066811144	-0.0087990475	-0.0010717868	0.0098064599	-0.0016728129	-0.0206666115	-0.0862041538	0.0911794508	-0.0300392069	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.3824968777762194	0.0063331562098766	0.1463038615085561	4.010886757869953e-05	-2.2954369680500264	-0.017169685868339	5.2690308742906975	0.0002947981128174	-2.548746266972067	-0.0104858555812796	0.0001099531672714	6.496107533404048	-0.0010412031092045	0.0002378004654613	5.654906137361102e-08	1.084103914617118e-06	-0.0039555623115286	0.0001674848790928	1.564647320038548e-05	2.8051184724763298e-08	-0.0008610584252817	-0.0001344159161647	7.414216117486009e-07	1.8067638518395665e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.536213632524	-7.038137423654007	830898.2687635184	49.53537839423906	1052.81050380071	-8.429728190104242	71.06031735903815	1108409.9569131047	885.1140680644897	-2.941489118427967	8.652358233830137	783426.9134856702	895.4451848414509	900.7128691372119	0.55663	24.317177	0.0736695489948695	0.033324952303772	0.0032283465	0.007124891	-0.0554707918	0.0184799741	-0.0453538392	-0.035129069	0.0220010051	-0.0144003776	-0.0596051735	-0.0360033146	-0.0313479755	-0.0531156472	-0.0576075172	0.0495090643	0.0212105706	0.0360251321	0.0443971211	-0.0132064588	0.0723581083	-0.0470953289	-0.0280138645	-0.016756244	-0.0082912023	-0.1170246805	0.0536954365	-0.0315345888	0.0111869818	-0.0146596079	0.0062329791	-0.0078276113	0.0052625805	0.0107815625	0.018755282	-0.0066462977	-0.0007566013	-0.0287677936	-0.0135860967	0.0408546664	0.1169568282	-0.095421508	0.0709775205	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.3762398904184465	-0.0062569873577728	0.1415564551420846	3.914989079532938e-05	-2.2890281874389444	0.0064087806110819	5.23965004289002	4.107246892098013e-05	-2.554306104559452	-0.005559837587385	3.0911793998100134e-05	6.524479675789683	-0.0014388058532792	-0.0003976027440747	1.580879420957314e-07	2.0701622834304865e-06	-0.0036691984357515	0.0002863638757771	1.3463017160921252e-05	8.200426935008244e-08	-0.0004361461763609	0.0004249122489208	1.902234871542333e-07	1.805504192829319e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
