global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
946.3308573020012	n/a	n/a	895542.0914819405	1059.1804162269216	n/a	1121863.1541186348	n/a	896.6706951443877	n/a	804018.3355307194	n/a	919.5389414672852	814.1663932193303	n/a	n/a	n/a	n/a	-0.1818077704	0.0970538003	-0.0109210219	0.0545194733	0.087766965	-0.0302150949	0.0406630104	-0.2093084233	-0.138349019	0.0057552634	-0.1514946018	0.1852928685	0.2301201383	-0.0692563846	0.0159764512	-0.0185249984	0.0223528542	0.1423881919	-0.0908832274	0.0530524086	-0.0010774242	0.0686224224	-0.0334026829	0.0155564317	-0.083142002	0.0908278736	-0.1180670392	0.0939257356	-0.1031557848	0.0636009181	-0.0510288127	0.0871311412	-0.0554932602	0.058287661	-0.1123574934	0.0198318648	-0.0065139568	0.005398148	-0.1254864469	0.1246299953	-0.1123288211	0.0868420336	-0.0331588178	-0.0888200446	0.0107638738	0.1278333428	-0.2087732121	0.2273047509	0.1568903725	-0.0758163614	0.0283650562	-0.0328697778	0.0429330135	-0.0823012547	0.0065134388	-0.1033406733	0.0330423076	-0.1485199416	0.1405572336	-0.1873678532	0.0759599797	-0.1109030011	-0.0905355364	0.0160105647	-0.1197805407	0.0763001324	-0.0364370447	0.2198072686	-0.0712484932	0.0019505675	-0.0551013954	0.0652705809	-0.1304882724	0.0388541927	-0.0608832147	0.0122606096	-0.139743699	0.0559299211	-0.0615317787	0.0608718138	-0.0670783929	-0.0083417841	0.0434953137	-0.0783674409	0.0071793471	-0.0104805538	0.0185886049	-0.2293064437	0.1501563509	-0.2353370528	0.0294337002	-0.0241683747	0.0892091379	-0.0006469343	-0.1247442195	-0.1586935533	0.0532181965	-0.0571231695	0.0262411835	-0.1202514517	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1356090399080614	n/a	n/a	0.0183898117047861	0.0219354228593147	n/a	n/a	0.0004811627760169	0.4177680507998929	n/a	0.1745301442691418	n/a	-0.0055989580591859	n/a	n/a	3.134833134852274e-05	-0.0019924618163553	n/a	3.969904089633861e-06	n/a	0.001587934663552	n/a	n/a	2.521536495710004e-06	0.0	0.0	0.0
943.4506895646222	-2.880167737378997	8.295366195438852	890099.2036399611	1057.9995024129414	-1.180913813980169	1119362.9471060317	1.394557436049189	896.4436570542001	-0.2270380901875341	803611.2302727083	0.0515462943960029	919.621428894043	817.3120920608502	1.057696	22.092764	0.1237288965791286	0.0711070288486529	-0.1335451198	-0.0221731346	0.0228924295	0.0516572494	0.0574406321	-0.0152931769	0.1496152058	0.0539938819	-0.0603404933	-0.134095686	0.0875386774	0.0941214722	0.0511656328	0.0214439294	-0.1110288178	0.0097703112	-0.1009717395	0.0867689738	-0.0218414894	-0.0772484972	0.0013512924	-0.0481328528	-0.0994033279	0.1576241238	0.0289326014	0.0684021135	-0.0141542201	-0.1093786731	-0.1151008272	0.077395459	0.0133993112	0.0484774037	-0.185035402	0.0977329426	-0.1863870503	0.1179202323	0.0548362277	-0.0641490976	-0.0272670673	0.0178671328	-0.1116212387	0.0031487259	0.0951921866	-0.0976821842	-0.0503518118	0.130429811	-0.0264116038	-0.0228209489	0.0949214531	0.0343404603	0.022224449	0.0932142269	0.0577298664	0.0167237759	0.1239778079	-0.0906724876	-0.0530846997	0.0364498724	-0.0609835373	-0.1968102129	0.1148615284	0.0497747741	-0.0616511876	0.045043191	0.121597852	-0.0780677455	-0.0048151837	0.1871527791	-0.0519982032	0.1685664255	0.043515902	-0.0927570975	-0.0973634162	-0.0178634771	0.0745338984	0.0485093502	-0.1170029923	0.0635604474	-0.0675862888	-0.0209656542	-0.0833472033	-0.0724768993	0.0322703211	-0.0319956718	0.0645972586	-0.0085716857	-0.0249752535	-0.2096405881	0.1686451769	-0.0831706908	0.1358336705	-0.0522054976	0.1684110573	0.0970037678	0.0205585305	-0.0789561025	-0.1303877653	0.2165846324	0.1521540435	-0.1235632975	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1231277228254015	-0.0124813170826598	0.0001557832761178	0.0151604361281688	0.0239082031480393	0.0019727802887246	3.891862067580316e-06	0.0005716021777679	0.3882536037663087	-0.0295144470335841	0.1507408608375258	0.0008711025836982	-0.0044572913649668	0.0011416666942191	1.3034028406891685e-06	1.98674463122076e-05	-0.0015430537120071	0.0004494081043481	2.3810147581388902e-06	2.019676442538425e-07	0.0015920669084679	4.132244915899851e-06	1.7075448044980166e-11	2.5346770410385363e-06	0.0	0.0	0.0
943.1373845639664	-0.3133050006557596	0.0981600234359055	889508.126162159	1055.337019300247	-2.6624831126944173	1113736.2243055298	7.088816325382953	897.3342145849704	0.890557530770252	805208.6926648256	0.7930927156116083	918.7610050048828	800.1604149957328	1.111754	23.221912	0.1120685355334741	0.0567486419562967	-0.0967572367	-0.1339202214	0.0248188804	-0.082420203	0.024194404	-0.0996447878	0.0095055217	0.0570659383	0.0998879152	-0.0442127812	-0.0710299625	0.0872817605	-0.0139844659	0.0633280205	-0.0803149084	0.1637321664	0.1837238089	0.0263941657	-0.0140751101	-0.1126002634	-0.1175074564	-0.0022726656	0.0187658955	0.1210171236	-0.0504877593	0.1107420916	-0.1068065804	-0.1375114732	-0.1456963593	0.0123073321	0.1504122663	0.043308221	0.0055962206	-0.0210151131	-0.0096036967	0.0827224831	0.1572383231	-0.0458283177	0.0577830107	-0.0083203866	0.0003692431	0.0161046184	-0.1003137397	0.0307499125	-0.0539643729	-0.1423711064	0.0792041697	-0.0237439263	0.0399091819	0.0966087447	0.0258069826	0.0369708398	-0.0627387133	0.0567709054	-0.0410121894	-0.047170388	-0.0301076964	-0.139172496	-0.1927450393	-0.1654651156	0.1343105148	0.0252424583	-0.0183461979	0.0615884606	0.0248845631	0.0515506705	0.0560114307	0.0461465688	-0.0501081825	0.0744347521	0.0386305812	0.1845135727	-0.0298674626	-0.1337395612	-0.0359847846	0.0893991154	-0.0948194404	0.0562854404	-0.0779413037	-0.0881848803	-0.0777615901	0.0008007587	-0.0250169426	-0.0474971431	0.1133407783	-0.0710671871	-0.0481922384	-0.0603264631	-0.0128380074	-0.1105148155	0.1694806386	-0.0641887243	0.0836365644	0.0498242325	-0.0953436293	0.0024801049	0.0584163594	0.0490530258	-0.1332486376	-0.0485713841	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1161717017487689	-0.0069560210766326	4.838622921855709e-05	0.0134958642872049	0.0536984100899502	0.0297902069419109	0.0008874564296418	0.0028835192461884	0.345783941665033	-0.0424696621012756	0.1195665343134069	0.0018036721989965	-0.0049211478580992	-0.0004638564931323	2.151628462210881e-07	2.4217696241274343e-05	-0.0017344281185798	-0.0001913744065727	3.0082408985202648e-06	3.662416349105309e-08	0.0015902448998999	-1.82200856799989e-06	3.3197152218650097e-12	2.528878841657643e-06	0.0	0.0	0.0
942.490585470927	-0.6467990930393626	0.418349066756542	888288.5037013309	1059.886319489757	4.54930018950995	1123359.0102415432	20.696132214275263	896.778015195747	-0.5561993892233659	804210.8085384234	0.3093577605724452	920.088868367513	813.689230747293	1.112248	23.232239	0.1882627715237209	0.128199698106842	-0.021248402	-0.0316150305	0.0435447082	-0.0048970376	-0.234953868	-0.0424108614	-0.0119243436	-0.0467216603	-0.0233811733	-0.031293494	0.037938269	-0.077348466	0.0549872206	-0.035669829	-0.111027887	0.0887340132	0.0335822926	0.097294667	0.0191615498	0.034935052	0.019147608	0.0080294809	0.02778008	0.108768253	0.1440198982	-0.1111442805	-0.0488891997	0.0572277884	0.0577158982	-0.0981388489	0.0963896186	-0.003803469	0.0476363923	0.0462581924	-0.0164649779	-0.150536555	-0.0997657441	-0.0958398097	0.0650748275	0.0038833562	-0.1976033965	0.0139654004	-0.2221663292	0.041958179	0.1615661177	-0.1627081939	0.1275008941	0.1620373391	0.0865605916	0.0004801014	-0.0456420239	-0.0146933228	0.0190970237	0.0869881475	-0.0059778764	-0.1730479835	-0.0176824437	0.0912905437	-0.0214318176	0.0713842875	-0.0074729626	0.0019865181	-0.1292764946	-0.0834381446	-0.0504263361	0.1439297828	0.0788756046	-0.0195030984	0.0512655062	-0.0405280377	0.0726303295	0.1008633346	0.0084578977	0.0582505886	0.0524722794	-0.0809389805	-0.036391495	0.042300895	-0.080478301	0.0614820239	-0.0594072233	0.0913735084	-0.2064270813	-0.0670596893	0.0601441356	-0.0854229648	0.0579295531	-0.0761826601	0.0987244669	-0.0568094481	0.167569326	0.0437757134	0.0193869325	-0.0377305451	-0.0226388174	-0.0103696911	0.0859567914	-0.080329812	-0.1376434254	0.2132899862	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0994846563534395	-0.0166870453953293	0.0002784574840257	0.0098971968497619	0.056001273442547	0.0023028633525968	5.303179620733379e-06	0.0031361426271869	0.3278933841814933	-0.0178905574835397	0.1075140713899923	0.0003200720470718	-0.0025008645245446	0.0024202833335546	5.857771414682168e-06	6.254323370125687e-06	-0.00129620180552	0.0004382263130598	1.6801391206333075e-06	1.9204230145798584e-07	0.0017593813591306	0.0001691364592306	2.8607141841098235e-08	3.095422766856237e-06	0.0	0.0	0.0
941.8752353962255	-0.6153500747014959	0.3786557144351366	887128.9590526953	1054.6095178031069	-5.27680168665006	1112201.2350409017	27.84463604023292	897.3410326369266	0.5630174411795679	805220.9288539058	0.3169886390723881	919.7886876424152	791.6044971928311	0.970862	20.279011	0.0711592466798654	0.0324298035312756	-0.033222881	-0.0276766945	-0.172209583	-0.0712587305	-0.1411678405	-0.0245719504	-0.0075092722	-0.0416548875	-0.0918917599	-0.0369562699	0.0956425927	-0.087180502	0.0713169085	-0.0344781635	-0.0774431057	-0.0112055514	-0.0309382072	0.0660454753	-0.0011658032	0.071445874	-0.0797335527	-0.0917349756	0.005129558	0.0626181225	0.1027008006	-0.0841782505	-0.0785188077	0.0327743712	0.0545556999	0.0700907983	0.0240295494	0.0154516915	-0.0682514817	-0.0054173616	0.0648651924	-0.0050552654	0.0214883592	-0.0484925242	0.087654249	-0.0058220884	-0.0096859568	0.098569327	0.0211706605	0.0642693823	0.1220133702	0.0379461611	0.0636595926	-0.0946937299	0.0672724081	-0.0971031375	-0.0341501676	0.0979129239	0.0054762388	0.0911330828	-0.0169916914	-0.1041338902	-0.0021743472	0.0743391568	-0.0355627136	0.0643634217	0.0017465147	-0.1211004052	0.0540929394	-0.0815123239	-0.0134837531	0.0462957785	0.0218486432	0.0195492802	0.014604094	-0.0217163934	0.1359822098	-0.1081413022	0.0313055721	0.0405982798	0.0437176387	-0.0169763864	-0.0335018071	0.0320512455	-0.0693316312	0.068274606	-0.0793326787	-0.0408004003	-0.1325484204	-0.0546791825	0.0813163751	-0.0822967632	-0.0110791746	0.0150707513	0.1120331933	-0.0502210223	0.0309544721	0.0506133555	-0.0877474107	0.0451361303	0.0057032805	0.1304701215	0.0525424949	0.0232972782	-0.0725958913	0.0742636998	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.086390929806484	-0.0130937265469555	0.0001714456748864	0.0074633927528288	0.0437867214593694	-0.0122145519831776	0.0001491952801497	0.0019172769761604	0.3038592152381909	-0.0240341689433023	0.0923304226851692	0.0005776412767951	-0.0023858458565217	0.0001150186680228	1.3229293993762018e-08	5.692260451081764e-06	-0.0014534063775595	-0.0001572045720394	2.112390098330628e-06	2.471327747012233e-08	0.0015952686150644	-0.0001641127440662	2.6932992764938082e-08	2.544881954209489e-06	0.0	0.0	0.0
943.1900605813452	1.3148251851196164	1.7287652674248335	889607.4903794415	1060.9670209670817	6.357503163974798	1125651.019579764	40.41784647994956	897.3837366454605	0.042704008533974	805297.5707957693	0.0018236323448697	918.1156426595052	780.0295182955309	0.967495	20.208681	0.0978533262247191	0.0480320223208586	0.0159455118	-0.1005771351	-0.2312108886	-0.0646170611	-0.0653990806	-0.0461548995	-0.0546919734	-0.0742753695	-0.0177197922	-0.0162981695	0.1761714963	0.0721428594	0.0409527485	0.0100180071	-0.0487725534	0.0953674337	0.0168603355	0.0362538374	0.0145882136	0.0099228372	-0.1850691469	-0.0992963317	0.0812918983	-0.0495779695	0.1286522555	-0.0752493528	-0.060322252	0.0048203007	-0.0916813102	-0.107748262	-0.0834129803	0.0261225623	-0.0159835636	-0.10149673	-0.0140393234	0.0737638232	0.1193590003	0.0382313184	0.060759072	-0.2513974867	-0.0235027374	-0.0843061061	0.2746380603	-0.1346065841	-0.008437445	-0.0962900321	-0.0482446275	0.0530826339	0.0282262121	-0.0329420106	-0.0222892488	0.1644862949	-0.0467374561	0.137663673	-0.1501817898	-0.077408189	0.0215852047	0.027178005	0.030646819	0.006982636	0.0289232705	-0.0793009425	-0.0137979327	-0.037410759	-0.0986650535	-0.0262669664	-0.0833986358	-0.1176482954	-0.0632884191	0.0805204747	0.1084614816	-0.2244820106	0.0352166203	-0.1429472989	-0.0715542917	0.0741501359	0.0003847067	0.0374518146	-0.0840427142	-0.0464179805	-0.0595090467	-0.0609299233	-0.1047635019	-0.0416080497	0.09264321	-0.0495905315	-0.0589560984	0.1377328354	0.0949736346	-0.0957229723	0.0838943461	0.089232677	-0.031361763	0.0059804457	0.015464021	0.2420991928	0.1066290969	-0.1956430539	0.115331003	0.0804462767	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0798607189619389	-0.006530210844545	4.264365367421437e-05	0.0063777344331177	0.0558777784079609	0.0120910569485915	0.000146193658134	0.0031223261198091	0.2690769110463833	-0.0347823041918076	0.0724023840582632	0.0012098086848914	-0.0020507291424313	0.0003351167140904	1.1230321206274689e-07	4.205490015617016e-06	-0.0013486772922837	0.0001047290852757	1.8189304387216928e-06	1.0968181302705768e-08	0.0011461193296351	-0.0004491492854293	2.017350806016508e-07	1.313589517763211e-06	0.0	0.0	0.0
945.4065925428076	2.216531961462465	4.913013936184642	893793.6252234023	1067.876794857829	6.909773890747374	1140360.84899583	47.7449752212541	901.2890202358104	3.9052835903498817	812321.8979976272	15.251239921056063	925.3756174316406	804.8192548600084	1.218363	25.448732	0.1145785187540148	0.0555357795884343	0.0133127304	-0.0937221676	0.0266405115	-0.033874158	0.0164152885	-0.0216364434	0.0811518881	-0.0263393771	0.1170580916	-0.0306291261	0.0276990495	0.0287786241	0.0408886426	0.0873816175	-0.0120716464	0.0617618302	-0.0322434049	-0.1246576141	-0.0516124639	-0.0991760088	-0.0714558914	0.1439248582	0.1795177719	0.0102581209	-0.0321835348	-0.0081731036	0.0486493634	-0.1624703576	0.0970066728	-0.0751639922	0.0678362098	-0.167978176	0.0045404664	-0.056193843	-0.1070469501	-0.1554950193	-0.1127331887	-0.0348990531	0.0183766507	0.0785709246	0.069673102	0.0047800234	0.0149127565	0.0358981745	0.0627860955	0.0173518086	0.0181139858	-0.0698912198	-0.0748745866	0.0822793646	0.1280531033	-0.009356691	-0.1321680249	-0.0079470021	-0.0405080822	0.0310761436	-0.0047050701	0.1035814302	-0.0383359279	-0.097646037	-0.0073070318	0.2435828367	-0.0886186332	-0.0858193299	-0.0052931188	-0.0565873628	-0.0735692546	-0.0171844923	0.0793887383	-0.2527764978	0.0256771184	-0.0152144101	0.1283749254	0.0540561308	0.1128365457	-0.0038418452	-0.010843406	0.023706237	-0.0684933716	-0.048416457	-0.0092059668	0.0067753109	-0.1115928909	-0.1722517234	0.1673257152	0.044622261	-0.0438304728	0.1012270889	-0.3489853377	0.2461447913	-0.212923728	-0.0158208973	-0.2483068934	0.2255064823	-0.2043398075	0.0250925319	-0.0601937624	0.2209828865	-0.0966994231	0.0884367583	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1106164356918668	0.0307557167299279	0.0009459141115715	0.0122359958451729	0.0921128877635482	0.0362351093555873	0.0013129831500113	0.00848478409214	0.2811426399194729	0.0120657288730895	0.0790411839808904	0.0001455818132389	-0.0020131034849985	3.762565743279994e-05	1.4156900972504131e-09	4.052585641313106e-06	-0.0011266138602208	0.0002220634320629	1.2692587900416125e-06	4.93121678595542e-08	0.0015968695160476	0.0004507501864125	2.031757305509035e-07	2.549992251282096e-06	0.0	0.0	0.0
945.9113661223032	0.504773579495577	0.2547963665567775	894748.3125593619	1054.551836022347	-13.324958835481992	1112079.5748581032	177.55452796728963	900.8146284977748	-0.4743917380355924	811466.9949155841	0.2250475211164301	922.887162862142	801.9221298790911	1.211596	25.307388	0.1502844510659308	0.0679821899440629	-0.0401009229	0.0735835936	0.1192102702	0.0115328281	-0.0753250511	0.0357889262	0.1206984683	-0.0707819522	0.0114761419	0.0722724202	-0.1629155408	0.0108976293	-0.0889807142	-0.1272512264	-0.0177246227	0.1067249729	0.1122213942	-0.0916092951	-0.1207739482	0.0534404484	0.0426937513	0.0686000547	-0.1295440673	0.0246307549	-0.0176635076	-0.126229156	-0.0448639249	-0.0379596627	0.2087067173	-0.0886472507	0.0430259947	0.0522075454	-0.1108636526	-0.1529878394	-0.0924222428	-0.0106302256	-0.0058163456	-0.1401374642	0.0760494955	0.1050571707	-0.0716017539	-0.1185840336	-0.0606569726	0.1572358381	-0.1331927087	0.0002912429	0.0222969135	-0.0731100573	-0.0387803691	-0.0207518883	0.135863384	-0.1008143813	-0.0460138329	-0.0653808076	0.1015844456	-0.0263887793	0.1413432676	0.1176470141	-0.0760191517	0.0409413118	-0.0991711141	0.0277004831	0.0633792196	-0.0748257265	-0.0426190832	-0.0399464262	0.1605957893	0.0360815089	0.1768278176	0.1156126197	0.1024169945	0.1109811279	-0.0402618399	0.0084026988	0.1710857156	0.0635180579	-0.016565064	0.0667119308	-0.051897356	0.1613268561	0.0973763603	-0.0295004474	-0.087138757	0.0011869681	0.1025355413	0.0092061678	0.192793195	-0.0564012971	-0.0880628497	0.2717219078	-0.3068161109	0.2458892004	-0.1183325664	-0.0409753373	-0.0525334746	-0.1091451432	0.1035400458	0.1394634403	-0.0486103346	-0.0784190765	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.1372785976085708	0.026662161916704	0.0007108708780725	0.0188454133613759	0.0827513222601936	-0.0093615655033545	8.76389086735988e-05	0.0068477813358104	0.2988382982819502	0.0176956583624772	0.0893043285200518	0.0003131363248815	-0.0023829232330434	-0.0003698197480448	1.367666460439932e-07	5.67832313457801e-06	-0.0001611928259674	0.0009654210342534	2.5983127143356504e-08	9.320377733789044e-07	0.001000808992678	-0.0005960605233695	3.552881475196413e-07	1.0016186398251533e-06	0.0	0.0	0.0
942.7126487627496	-3.198717359553598	10.23179274630954	888707.1381372793	1055.6150483272536	1.0632123049065283	1114323.13025495	1.130420405304653	897.8808808022357	-2.933747695539182	806190.0761101985	8.606875541081461	921.360657877604	814.6838138736739	1.343352	28.059448	0.1662482732221034	0.0833816631696528	-0.0208328408	0.0315736031	-0.0568994298	0.0977099166	0.0416551335	-0.1755458877	0.1091050286	0.150968546	0.0219001265	0.0117177253	-0.0728272582	0.010671374	0.0535279927	0.066414417	-0.0026276612	-0.0687495598	0.0531758692	-0.0126520894	-0.0049029099	-0.0398074362	-0.0557422122	-0.0527400903	0.0100409333	0.1087155581	0.0780190407	-0.004950078	0.0942652807	-0.1856795216	0.0226990064	-0.0035484054	-0.0313178797	0.1427556858	0.1580749025	0.0700521583	0.0520550105	-0.1055374236	0.1085207997	0.0606720247	-0.0953354698	0.0704596787	0.1028742804	0.0537828476	0.1644066666	-0.1472950659	-0.0034605559	0.0088642714	0.0021373441	0.0962376655	-0.0202831598	0.0415142958	0.0194253378	0.0134193083	-0.0368520915	0.0388619773	-0.008167321	0.0354860808	-0.1190246563	0.1619135912	-0.1410118953	-0.1204424178	-0.039760257	-0.0903156716	0.0779116558	0.0007145711	-0.0412692451	0.0869625543	0.0264818988	0.007314008	-0.0393024882	-0.0686315654	-0.1377452182	-0.06446895	0.0191330856	0.0777156502	-0.2956194548	0.1250686462	-0.0149942089	0.0778129503	-0.0576860671	-0.0879650222	0.0759152631	-0.0820981605	0.1425342086	0.0454760881	0.0941958462	0.0549126569	0.0406942099	0.1004287069	0.0487822831	0.0729145376	0.0883703389	0.1879084558	0.0380748851	-0.1905030065	0.0292570772	-0.111644593	-0.0188470677	0.0203680615	0.1077916201	-0.1296298811	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1398901175971474	0.0026115199885765	6.820036650735064e-06	0.0195692450013437	0.0386354355003391	-0.0441158867598545	0.0019462114646083	0.0014926968763008	0.2594198715453828	-0.0394184267365673	0.0672986697526229	0.0015538123663861	-0.0034129288171862	-0.0010300055841428	1.060911503365351e-06	1.1648083111179996e-05	-0.0002844426026191	-0.0001232497766517	8.090759418472724e-08	1.5190507444693937e-08	0.0005520155587304	-0.0004487934339476	2.0141554635447884e-07	3.047211770804358e-07	0.0	0.0	0.0
940.039327722013	-2.673321040736596	7.146645386844996	883673.9376640542	1050.4426857986791	-5.172362528574467	1103429.8361479426	26.75333412700126	895.7961170189154	-2.084763783320227	802450.6832661664	4.346240032243666	918.2507821248372	782.3780114630299	1.151267	24.047247	0.1417874317233148	0.0799661025041364	0.0190003533	0.0705178439	-0.0044522043	-0.0660153311	-0.0527716184	-0.0698527011	-0.0182949758	0.0730962657	0.0105460115	-0.0354015605	-0.0579504865	-0.1389027966	0.0346563422	0.1410747949	0.0105655643	-0.0126002413	0.1163459326	0.0904070106	0.0775920281	0.0453332679	0.0512246123	-0.0401077394	0.0595236183	0.01809253	0.0947605214	0.1456167185	0.0092140365	-0.0091460069	-0.0827522571	0.0783632182	-0.137974487	0.0287241689	0.1451694416	-0.0310871064	0.0070817379	-0.0694322298	-0.073938157	0.120138289	0.0876919633	0.0199393705	0.1177085096	0.0450629679	-0.1004464656	-0.0088915993	-0.0470969697	-0.0270551073	0.0731964633	0.0508809889	0.041563638	0.0025453993	-0.1138025768	-0.0822333652	0.0480423908	0.0361366116	-0.0784077904	-0.010853037	-0.1499430921	-0.0675111774	-0.0532235433	-0.001952919	0.0052749569	-0.0440344217	0.1041554327	0.1780604919	-0.0714117493	0.0312046694	-0.1253311898	-0.1125366409	0.0793159933	0.015868139	-0.093791005	0.0473422619	0.020113263	0.0823663382	-0.0580801019	-0.059626632	0.0005596832	0.0581343834	-0.0475499208	0.0451178013	0.07440658	0.0761268106	0.033924851	0.0524356321	-0.0241731685	0.0898719593	0.1487631404	0.079580632	-0.0029200468	0.1097914741	0.0222510602	0.1073871075	0.0204788263	-0.1254094472	-0.0849166951	-0.0273746766	0.0116190337	-0.1064442876	-0.1009889664	-0.1300023135	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.1210529472548529	-0.0188371703422945	0.0003548389865046	0.0146538160390861	0.0972532424858343	0.0586178069854951	0.0034360472957887	0.0094581931740084	0.309533617604103	0.0501137460587201	0.095811060427083	0.0025113875440378	-0.0034209397544318	-8.010937245599842e-06	6.417511555293878e-11	1.1702828803451903e-05	-0.0001852484415849	9.91941610342e-05	3.43169851096341e-08	9.839481583278805e-09	0.0007291846271867	0.0001771690684563	3.138887881767312e-08	5.317102205254067e-07	0.0	0.0	0.0
