global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
932.3658865509316	n/a	n/a	869306.1464039047	1202.8664703932195	n/a	1446887.745596242	n/a	848.3707664256533	n/a	719732.9573256504	n/a	905.5269386918516	735.5532318857693	n/a	n/a	n/a	n/a	0.0269837012	-0.0585243559	0.0970578903	-0.0575333381	0.0253725651	-0.014350506	-0.0713144647	0.0510069724	-0.0111753758	-0.0463334531	-0.0351948284	0.0927424897	-0.0184582371	0.0832285015	-0.0252430248	0.0081376731	-0.0740452618	0.0830327324	-0.0641393372	0.0374811124	-0.0201399238	0.0008142348	0.0854525497	-0.0463696621	-0.0417108361	0.0851771828	0.0318306838	-0.0691226388	0.0007910464	-0.0642815898	0.025926664	0.0034240916	-0.0180913285	0.0705795531	-0.0100031452	0.1301234569	-0.0939774355	0.0312702336	-0.1289024086	0.0348139855	-0.074915339	0.0041999253	-0.088548996	0.0536136939	-0.0062906046	0.0107478134	-0.084761834	0.0330589961	-0.012135075	0.0930372402	-0.0330397661	0.1067569629	-0.0387450115	0.0767074921	-0.0414839117	0.0286157042	-0.0717980016	0.025454192	0.0755579381	-0.0728263818	-0.0701079426	0.0336392462	-0.1227841376	0.0540144882	-0.153302968	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0238365063418086	n/a	0.000568179034583	n/a	-0.0155556542291179	n/a	0.0002419783784958	n/a	0.026566089421891	n/a	n/a	0.0007057571071719	-0.0018349050088845	n/a	3.366876391629427e-06	n/a	-0.0024279722297555	n/a	n/a	5.895049148463894e-06	0.0021422784061858	n/a	n/a	4.589356769609971e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931.4743671838156	-0.8915193671159614	0.7948067819428443	867644.4967204898	1192.1175987553331	-10.748871637886396	1421144.3692621817	115.53824148775855	849.0311643109051	0.6603978852517685	720853.917971131	0.4361253668450079	904.6467907956496	741.6031686582288	1.213773	33.813969	0.5556079140917667	0.2928247435168823	-0.0220254479	-0.0139084701	0.0855772901	0.0844976138	0.0962282899	-0.0098010562	-0.000930026	0.076615274	0.0176922963	-0.0296771384	-0.1141527701	0.057089894	0.02592476	-0.0151147433	-0.0204362567	-0.1031512204	0.0446255044	-0.0376998603	-0.0597178245	-0.0525535671	-0.0589682645	-0.0217160109	-0.2317049628	0.0436664937	-0.0802968883	-0.0652813365	0.0298709614	-0.1223476023	-0.0180675705	0.0219759919	-0.045476108	0.0025540455	0.0194402894	-0.0536761223	0.0469010322	0.0184248293	0.0652506787	0.1350665563	0.0964109236	-0.02268087	-0.0185027049	-0.0795458249	-0.088093681	-0.0767641921	-0.0809570589	0.0031841128	0.0351653541	-0.0457977446	-0.018615939	0.0932904494	0.0232215294	0.029618227	0.1187323083	0.0510900658	0.025785327	-0.1112315902	0.0506941492	-0.1282520471	-0.0734799724	-0.0948666549	-0.0313297427	-0.0962389626	-0.0399032057	0.1597059459	0.1253760836	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1579937334701071	-0.1341572271282985	0.0249620198158232	0.0179981615907538	-0.0167483828512189	-0.0011927286221009	0.000280508328131	1.4226015659789494e-06	-0.0334518173039413	-0.0600179067258322	0.0036021491277507	0.0011190240809362	-0.0009811492175728	0.0008537557913117	9.626537871437176e-07	7.288989511982671e-07	0.0005880843222643	0.0030160565520197	9.096597124981563e-06	3.4584317009306106e-07	-0.0011927102827934	-0.0033349886889791	1.1122149555619202e-05	1.4225578186811123e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.4291828626822	-1.0451843211334335	1.0924102651431562	865698.4643225184	1189.1752320462049	-2.942366709128237	1414137.7325121453	8.65752185098613	848.8912034746861	-0.139960836218961	720616.275336701	0.0195890356751108	903.8474441464248	729.9541394598532	0.915124	25.494051	0.1599415981303675	0.0787228802607774	0.0314052881	-0.037372038	0.0339845856	0.0136142042	0.1052174629	0.01895538	-0.0038203771	0.032494939	0.0235229217	-0.0232695212	-0.0601587224	0.0604131259	0.0212111776	0.0468350259	0.0549686477	-0.0007687261	-0.065672379	0.0105299638	0.056933264	0.0595737981	-0.0131434432	-0.0484185339	0.0116742206	0.0222861544	-0.0358959679	0.0848485139	0.0236406562	-0.0862410408	0.0034902859	-0.0254104627	0.0176576152	-0.0656007436	-0.0607936839	0.0043966409	0.0104961546	0.0077889546	0.0116046911	-0.0383478185	0.0190851908	0.0393677525	-0.032112507	-0.0328142891	-0.0923722987	-0.0264883988	-0.0565667964	-0.0389033837	-0.0606817284	-0.0009102657	-0.0067632323	0.0444843269	-0.039819445	0.0256386712	0.0966570493	0.0332751148	-0.0119491911	-0.0702117254	-0.008704226	0.0087961269	-0.0100125309	-0.0589453312	-0.000718313	0.1007607806	-0.0138682773	0.0511788139	0.0042982663	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.129325049400947	0.02866868406916	0.0167249684025573	0.0008218934462573	-0.0029374640291308	0.0138109188220881	8.628694922437355e-06	0.0001907414787103	0.0202945262742701	0.0537463435782114	0.0028886694480271	0.000411867796697	-0.0010700053794963	-8.88561619235e-05	1.144911512151021e-06	7.895417511775251e-09	-1.7672017429859466e-05	-0.0006057563396941	3.669407430796659e-07	3.123002000412568e-10	-0.0006130097511929	0.0005797005316005	3.360527063379024e-07	3.757809550575811e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931.4714170598558	1.0422341971735705	1.086252121758037	867639.0007994957	1193.3868624416225	4.211630395417615	1424172.20344826	17.737830587605533	849.3515271848987	0.4603237102126059	721398.0167313197	0.2118979181838991	905.1729451656056	734.4574419828069	0.7246979999999998	20.189037	0.1286173073348585	0.0720459301213021	0.0117449667	-0.0145109052	0.0643150072	0.0391619129	0.0571936499	-0.005926729	-0.0057979102	0.0305276342	0.0124086554	-0.018832427	-0.0512520276	0.0441625866	0.0246202634	0.007720683	0.0329577169	-0.0120014049	0.0543263573	-0.0028923278	-0.0414097661	-0.0450179053	-0.087469094	-0.0467185003	-0.0840116774	-0.0044249858	-0.0282193902	-0.0208105953	0.0139352105	-0.0686577211	-0.0001296302	-0.0174655316	-0.0311098022	0.0025949019	-0.049374585	0.002429499	0.0137948323	-0.002760843	0.0110512367	0.0751087197	0.0507459027	0.0130702133	0.0413168784	-0.028285252	-0.0850084331	-0.032289685	-0.0442005868	0.0121736378	-0.0124155897	-0.0156959322	-0.0013680388	0.0420585988	0.0005040388	0.0034434816	0.0827694343	0.0181359334	0.0029922173	-0.03194387	0.0515647993	-0.0461678213	-0.0677378983	-0.00216055	-0.0473537445	-0.0772274852	-0.0229406023	0.0616316601	0.1401708872	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0745622330884856	0.0547628163124613	0.0055595266031416	0.0029989660504723	-0.0212892758513447	-0.0183518118222139	0.0004532332662746	0.0003367889971579	0.0132015496442505	-0.0070929766300196	5.03103174740042e-05	0.0001742809130096	-0.00099799978212	7.20055973763001e-05	9.960035651115674e-07	5.184806053517836e-09	-0.0003000003449442	-0.0002823283275143	7.970928451704474e-08	9.0000206966639e-08	8.503753197311795e-07	0.0006138601265126	3.768242549221035e-07	7.231381844079057e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.4073470744154	-1.0640699854403692	1.1322449339150675	865657.8314900517	1188.8626427456902	-4.524219695932288	1413394.3833162666	20.46856385706165	849.1321120349601	-0.2194151499386407	721025.343688952	0.0481430080225962	904.9240277798932	730.6655873974964	0.8378959999999999	23.342581	0.1096302101020184	0.0555712854516481	0.025946514	-0.0318535323	0.0137388229	-0.0114980136	0.0592796109	0.0203197921	-0.0006735001	0.0039164068	0.0026467605	-0.0179175987	-0.0180280006	0.0353891914	0.0131415921	0.0542574295	0.099866063	0.0252929363	-0.0458866397	0.0137121019	0.0921235201	0.1028745	-0.0031955966	-0.0033176084	0.0445145845	0.0420423351	0.1819355535	0.0285640308	0.0164795473	-0.0402455258	0.0141838668	-0.023907386	0.0143761754	-0.1146837818	-0.1242965491	0.0016912292	0.0055216488	-0.0218691582	-0.0220654912	-0.0863435395	0.0341566804	0.019497119	-0.0700562145	-0.0058296542	-0.0809254051	-0.0051698003	-0.036373159	-0.0343032139	-0.1064038098	0.0443300451	0.0168236002	-0.0058202968	-0.0415773279	0.023377375	0.0911546297	0.0470526198	-0.0430093424	-0.0272154905	-0.0295640191	0.109926938	-0.0337855215	-0.0149422356	-0.0292036765	0.0818836041	0.0247654	-0.0240446333	-0.0297153721	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0619192028164832	0.0126430302720024	0.0038339876774287	0.0001598462144587	-0.0130570896384512	0.0082321862128934	0.0001704875898265	6.776888984375381e-05	0.0346282451821196	0.0214266955378691	0.0004591032816725	0.0011991153643929	-0.0017379011741942	-0.0007399013920742	3.0203004912655786e-06	5.47454069993339e-07	-0.0004454019603654	-0.0001454016154211	2.1141629767094543e-08	1.9838290629734135e-07	0.0004621133294094	0.0004612629540896	2.1276351281552794e-07	2.1354872921784065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.096028947962	-0.3113181264533295	0.0969189758584113	865078.6230647683	1192.00233780414	3.139695058449888	1420869.573330535	9.857685060054648	849.7946442050185	0.6625321700583982	722150.9373195339	0.4389488763622902	905.6520070863756	733.405486868532	0.8702769999999999	24.244675	0.0854715826350371	0.0376125576656152	0.0199395049	0.0270535774	0.0308163905	0.014640453	-0.0018887736	0.0030206186	0.0041095084	0.038403852	0.0012278464	-0.0043769616	-0.0384632801	0.0476415513	0.0371368244	-0.0223547521	-0.0176477401	-0.0233266204	0.0650488673	-0.0472925513	-0.0333745228	-0.0646685673	-0.1296405425	0.0217136932	0.0716719019	-0.0634036252	-0.0137511784	0.0071683482	0.004389581	-0.0426729381	-0.0110892738	-0.016660027	-0.0386332934	-0.0151409558	-0.0134143732	-0.012830826	-0.0061811979	-0.0165013978	-0.0177886269	0.0964695486	-0.0407755111	0.0220147524	0.0984079968	-0.016549499	-0.0769367868	-0.008811116	-0.0317276483	0.0091954973	-0.0193214105	-0.000243818	-0.0109951035	0.034704744	0.02706572	0.0032066496	0.040303688	0.0038143511	-0.0359092213	-0.035552703	0.0594896656	-0.0352299817	-0.0695555929	-0.0125371365	0.0030931433	-0.0542932454	-0.0459747969	-0.0339602662	0.1467636285	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0459397969755883	0.0159794058408948	0.0021104649461582	0.000255341411028	-0.0071426052769254	0.0059144843615258	5.101681014196257e-05	3.498112526273326e-05	0.050576277834736	0.0159480326526164	0.0002543397454889	0.0025579598796164	-0.0014876781629037	0.0002502230112904	2.213186316380528e-06	6.261155537928566e-08	-0.0008840424250977	-0.0004386404647323	1.9240545730056813e-07	7.815310093726226e-07	0.0007258430489866	0.0002637297195772	6.955336498826858e-08	5.268481317621638e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.8314768082424	-1.2645521397196262	1.5990921140694851	862727.9123097806	1190.450809380225	-1.5515284239149878	1417173.129554033	2.407240450216126	848.7396497168395	-1.054994488178977	720358.9930014634	1.1130133700880216	904.9858710569898	733.4914816700639	0.865967	24.124615	0.0568929529189411	0.0305216651432241	0.0429589728	0.0312547648	0.0067643263	-0.0315954849	0.0043323591	0.0338513461	-0.0036115113	0.0346612041	0.0004003568	-0.0287234209	-0.0130075464	0.0170959086	-0.0063663946	0.0921151072	0.1509922599	0.0352266464	-0.085368835	-0.0179427226	0.0565978771	0.0429436405	0.1011660987	-0.0195321588	-0.0415781869	-0.0204957763	0.0153670663	-0.0318112036	0.0287841626	-0.0260041819	0.0297383575	-0.0193275519	0.0193838611	-0.0030133647	-0.1504149898	-0.0286406004	-0.0185653757	0.0376071447	0.0114872259	-0.1272742697	0.0458146966	-0.0012031572	-0.0220694982	0.0042839056	-0.0766252179	0.0082292636	-0.0285300956	-0.0424494998	-0.1116126368	0.0786590035	-0.0011054593	0.0258578067	-0.0023903631	0.016339486	0.0469129409	0.018427023	-0.0280439951	0.0282804377	-0.0018395379	0.0880379465	-0.1097632814	-0.0149415633	-0.0512396383	-0.0204235731	0.0045888649	-0.0593767357	-0.0582997431	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0378913408704448	0.0080484561051435	0.0014357537129602	6.477764567642169e-05	0.001546413560149	0.0086890188370743	2.391394899012705e-06	7.549904835103374e-05	0.0547110321556942	0.0041347543209582	1.709619329468252e-05	0.0029932970395414	-0.0015493575872277	-6.167942432400001e-05	2.40050893310004e-06	3.8043513849400446e-09	-0.0010594400752672	-0.0001753976501695	3.0764335684982324e-08	1.1224132730821705e-06	0.0012091804476084	0.0004833373986218	2.3361504090648881e-07	1.4621173548784509e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.0235753762583	1.192098568015922	1.4210989958656115	864943.8507556389	1190.8863293411987	0.4355199609735791	1418210.2494117538	0.1896776364064279	850.9025888501296	2.1629391332901378	724035.2157118528	4.678305694317892	907.129473031175	724.793348090494	1.12627	31.376276	0.4089594678534034	0.2073600364146654	0.0406855732	-0.0052506704	0.0890408983	-0.0364883236	-0.0556145536	0.0026040098	-0.0250324373	0.0798452746	0.020459163	0.0271377257	-0.0105751358	0.0561191173	-0.0100397954	0.0186998256	0.0709876037	0.1084718482	0.1632105419	-0.0200936064	-0.1592297918	-0.0772680418	0.0686996559	0.1277331831	0.123695143	0.0563952293	0.091428619	-0.1513510621	-0.0275889014	-0.0345011187	0.0070755037	-0.0422302836	0.0129823226	0.1005338011	-0.0877583393	-0.0012645703	-0.1273770669	-0.1085400436	-0.0691065573	0.0934739226	-0.0967711998	-0.1211654244	-0.051234539	0.0138927915	-0.0500178615	0.0967477305	0.0635843333	0.1014224685	0.0376965682	-0.0293500941	-0.0043362151	0.0544705526	0.2096358091	0.0150044383	-0.1316060376	-0.0067786862	0.0110882698	0.1189723457	-0.0803329482	-0.2189925878	0.1180783951	-0.056311753	0.0281059351	-0.0531917621	-0.0661752387	0.0600700893	0.0485896589	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0691380725560293	0.1070294134264741	0.0047800730767627	0.0114552953384151	0.0864553057495101	0.0849088921893611	0.0074745198922412	0.0072095199728245	0.0633497111321474	0.0086386789764531	7.462677445821438e-05	0.0040131859005265	-0.0013242274699127	0.0002251301173149	1.753578392071391e-06	5.068356972226565e-08	-0.0034008776234164	-0.0023414375481492	5.482329791882938e-06	1.156596860945438e-05	0.0028102624473665	0.0016010819997581	2.563463569949397e-06	7.897575023078352e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931.9972100976682	1.9736347214098944	3.895234013554711	868618.7996298372	1190.3433080018667	-0.5430213393319718	1416917.1909048269	0.2948721749698885	849.6997516482157	-1.2028372019138942	721989.6679510395	1.4468173343080464	905.8084953321836	725.6368700791259	1.137465	31.688139	0.9981937784755244	0.4630924998966356	-0.0005570221	-0.0244381242	-0.0139686132	0.033083586	0.0695734586	-0.0150677061	0.0117956592	0.0282898704	0.0646202995	-0.0040322482	-0.0419892929	0.0220239055	0.0447419598	-0.098256088	-0.1119952574	-0.0714055444	0.212751954	-0.0346862944	0.0783014844	-0.008360586	-0.0649560811	-0.0305729575	0.0570346414	-0.0306830883	-0.1028476554	-0.0222743074	0.0012257234	-0.0397227753	-0.0346695746	0.0150689167	-0.0533412325	-0.0156030433	0.1267124193	-0.0820966303	-0.0173494339	-0.1506274339	-0.1246535822	0.1010656562	-0.00881673	-0.0120317484	0.0532603036	-0.056805349	0.0165813103	-0.0145525101	0.0071497074	0.0451792365	0.0723559722	-0.1360144656	0.0354842571	-0.1247352698	-0.0483121823	-0.0509381358	0.0860868257	-0.0560043569	0.0553429748	-0.1550578737	-0.0136584096	-0.1971401844	0.0232443311	0.0616144357	-0.0279015796	0.053424094	0.118206777	0.0897344135	0.0463056866	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0793210833490434	-0.1484591559050727	0.0062918342636658	0.0220401209720466	-0.1851137784248067	-0.2715690841743168	0.0342671109627084	0.0737497674792771	-0.0915817044037226	-0.1549314155358699	0.0240037435199484	0.0083872085814908	-0.0003351127953789	0.0009891146745338	1.1230058562666049e-07	9.783478393781051e-07	-0.0006426811400803	0.0027581964833361	7.607647840687631e-06	4.130390478149142e-07	-0.0019071088519689	-0.0047173712993354	2.225359197579336e-05	3.637064173258136e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932.3506925783612	0.3534824806929464	0.1249498641568392	869277.8139513498	1196.5882042466055	6.244896244738811	1431823.3305421162	38.9987291075529	849.5650749906182	-0.134676657597538	721760.8166438147	0.0181378021016444	905.286973318227	740.8090607005211	1.066559	29.712809	0.3762270859737897	0.2293429755059381	-0.0583048687	0.0133611312	-0.0036627	0.002461066	-0.0446807365	0.001420336	-0.0016074981	-0.0253290703	0.0689012758	0.0062374194	0.0154900928	-0.0232116234	0.0571011541	-0.0241838526	0.0087876319	-0.0951120458	-0.0607755592	0.0829566746	0.0563198418	0.0373104251	-0.0626507574	-0.0170162128	-0.0403618388	-0.0452050494	0.0025580715	0.0416861757	0.0005310352	-0.0001398523	0.0135903459	0.0037500431	-0.0371656335	-0.0195936766	0.0222542434	0.0086623241	0.1669993218	-0.0154904674	0.0186035375	-0.0636115427	0.0309619264	0.0717355307	0.0111131385	-0.0203131148	-0.0037329286	-0.0426955572	-0.0290193608	0.0194203373	-0.0063064884	-0.0232656295	0.0200523743	-0.0416895228	-0.0469014281	-0.0447574535	0.0135103205	0.0706989285	-0.0475470144	-0.0925745831	0.0100260447	0.0182991458	-0.0179842398	-0.0451851575	0.1047844902	0.0022659711	-0.0113929265	-0.1696200566	0.0188098665	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0310039137821291	0.0483171695669143	0.0009612426698096	0.0023345488749579	0.0071971859690336	0.1923109643938403	5.179948587285412e-05	0.0369835070260889	-0.0918811280154585	-0.0002994236117359	8.965449926497402e-08	0.008442141685393	-0.0004739443902116	-0.0001388315948327	2.2462328501304538e-07	1.9274211723790986e-08	-0.0012100189351293	-0.000567337795049	3.2187217369106105e-07	1.4641458233714449e-06	9.271232617538363e-05	0.0019998211781442	3.999284744554391e-06	8.595575424850726e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
